family,mechanism,role,instrument,session,cells,median_exp_r,mean_exp_r,best_exp_r,bh_pass_cells,t3_cells,deployable_candidates,provisional_cells,unsupported_cells,min_n_is,max_n_is,median_oos
volatility_state,volatility expansion/contraction,conditioner,MGC,LONDON_METALS,36,-0.06590642525884383,-0.0711793585226728,0.04098885245901641,6,0,0,0,36,304,305,-0.14230209176788125
volatility_state,volatility expansion/contraction,conditioner,MGC,NYSE_OPEN,36,-0.06882265100671142,-0.07114898043634083,0.05104747474747476,5,0,0,0,36,297,306,0.15792777777777778
volatility_state,volatility expansion/contraction,conditioner,MGC,SINGAPORE_OPEN,36,-0.11903062523827679,-0.08515677836391829,0.12306700000000002,15,0,0,0,36,300,306,0.1836026315789474
volatility_state,volatility expansion/contraction,conditioner,MGC,TOKYO_OPEN,36,-0.1446816023786564,-0.15716765691036583,-0.043369607843137266,18,0,0,0,36,305,306,0.024798110661268552
volatility_state,volatility expansion/contraction,conditioner,MGC,US_DATA_1000,36,-0.049477106387109296,-0.039734414010069725,0.029887128712871282,0,0,0,0,36,296,306,-0.08053289473684211
volatility_state,volatility expansion/contraction,conditioner,MGC,US_DATA_830,36,-0.0599895081967213,-0.049547502362978266,0.0885574750830565,2,0,0,0,36,301,305,-0.16371652421652422
volatility_state,volatility expansion/contraction,conditioner,MNQ,BRISBANE_1025,36,-0.04689082625489693,-0.05400768594286265,0.07807832167832167,7,0,0,0,36,572,573,0.11058064516129035
volatility_state,volatility expansion/contraction,conditioner,MNQ,CME_PRECLOSE,36,0.021767317073170728,0.028679467387089708,0.16619341864716639,5,3,0,5,31,202,547,0.020948148148148153
volatility_state,volatility expansion/contraction,conditioner,MNQ,CME_REOPEN,36,-0.07324035130908248,-0.06927915452472773,0.008563253012048178,11,0,0,0,36,290,501,-4.4736842105258e-05
volatility_state,volatility expansion/contraction,conditioner,MNQ,COMEX_SETTLE,36,0.021604438000378246,0.016831115567562206,0.17947513611615248,5,3,0,2,34,547,551,0.07046464646464645
volatility_state,volatility expansion/contraction,conditioner,MNQ,EUROPE_FLOW,36,-0.011309707252325885,0.007565243376542697,0.1392825174825175,2,0,0,1,35,569,573,0.019817741935483885
volatility_state,volatility expansion/contraction,conditioner,MNQ,LONDON_METALS,36,-0.023173467600700524,-0.013910951845612066,0.13802186948853615,7,0,0,2,34,566,572,0.07817649769585255
volatility_state,volatility expansion/contraction,conditioner,MNQ,NYSE_CLOSE,36,-0.013549289090326778,-0.009003450227091285,0.0638826359832636,0,0,0,0,36,249,478,0.02737615384615386
volatility_state,volatility expansion/contraction,conditioner,MNQ,NYSE_OPEN,36,0.05477044882524332,0.050881641610901855,0.13527173144876325,5,0,0,5,31,566,572,0.10347580645161289
volatility_state,volatility expansion/contraction,conditioner,MNQ,NYSE_PREOPEN,36,-0.05413705035971224,-0.027033128954645977,0.1918766606822262,9,1,0,3,33,556,557,-0.02903293075684381
volatility_state,volatility expansion/contraction,conditioner,MNQ,SINGAPORE_OPEN,36,0.0217676625659051,0.01793477229785871,0.15233198594024608,2,0,0,1,35,569,573,-0.046998156682027656
volatility_state,volatility expansion/contraction,conditioner,MNQ,TOKYO_OPEN,36,-0.007905817742466955,-0.005620781257811145,0.1023975567190227,2,0,0,1,35,570,573,0.060619354838709685
volatility_state,volatility expansion/contraction,conditioner,MNQ,US_DATA_1000,36,0.08151926444833625,0.06989677603468641,0.17758388791593696,7,6,0,7,29,568,571,0.1276116743471582
volatility_state,volatility expansion/contraction,conditioner,MNQ,US_DATA_830,36,-0.05725043859649123,-0.057430304166965374,0.047925263157894735,9,0,0,0,36,570,571,-0.22211290322580646
