session,om,rr,dir,filter,n_full,t_full,expr_full,is_t,oos_n,oos_expr,oos_t,oos_pw,tier,dir_match,p_full,bh_rank,bh_crit,bh_pass_Kfamily
COMEX_SETTLE,15,2.0,long,day_of_week==3,114,-1.68,-0.1597,-1.85,35,-0.0758,-0.39,0.22,STATISTICALLY_USELESS,True,0.09571997250478587,514,0.012901606425702811,False
COMEX_SETTLE,5,1.0,short,garch_forecast_vol_pct<=30,99,-1.68,-0.1214,-2.95,30,0.1429,1.01,0.47,STATISTICALLY_USELESS,False,0.0961425335295193,515,0.012926706827309238,False
US_DATA_830,5,1.0,short,day_of_week==4,93,-1.68,-0.1462,-1.52,28,-0.1288,-0.75,0.16,STATISTICALLY_USELESS,True,0.09635010882151492,516,0.012951807228915663,False
US_DATA_1000,15,1.0,long,atr_20_pct<=25,81,-1.68,-0.1439,-1.85,25,-0.0493,-0.3,0.22,STATISTICALLY_USELESS,True,0.09685858064128049,517,0.012976907630522089,False
TOKYO_OPEN,30,2.0,short,atr_20_pct<=25,80,-1.68,-0.21,-1.33,24,-0.2309,-1.01,0.13,STATISTICALLY_USELESS,True,0.09690791928315098,518,0.013002008032128516,False
EUROPE_FLOW,15,1.5,short,atr_20_pct>=75,227,-1.66,-0.1184,-2.6,69,0.0973,0.7,0.4,STATISTICALLY_USELESS,False,0.09830130962614249,519,0.013027108433734941,False
US_DATA_830,15,1.0,short,garch_forecast_vol_pct<=30,84,-1.67,-0.1564,-1.3,26,-0.1844,-1.03,0.13,STATISTICALLY_USELESS,True,0.09868672529526865,520,0.013052208835341368,False
CME_REOPEN,15,1.5,long,day_of_week==1,82,-1.67,-0.1347,-2.6,25,0.0677,0.39,0.38,STATISTICALLY_USELESS,False,0.09877965407279582,521,0.01307730923694779,False
US_DATA_830,30,2.0,short,none,471,1.65,0.0871,0.66,142,0.1999,1.81,0.07,STATISTICALLY_USELESS,True,0.09961102510456263,522,0.013102409638554217,False
US_DATA_1000,5,1.0,short,day_of_week==3,99,-1.66,-0.1447,-1.36,30,-0.157,-0.93,0.14,STATISTICALLY_USELESS,True,0.10011112845280994,523,0.013127510040160642,False
COMEX_SETTLE,30,1.0,short,day_of_week==4,94,-1.66,-0.1253,-2.04,29,-0.0131,-0.09,0.26,STATISTICALLY_USELESS,True,0.1002828290898406,524,0.01315261044176707,False
CME_REOPEN,5,1.0,long,day_of_week==1,89,-1.66,-0.1099,-1.92,27,-0.0409,-0.29,0.23,STATISTICALLY_USELESS,True,0.10047402044777753,525,0.013177710843373495,False
US_DATA_830,5,1.5,short,none,503,-1.64,-0.0755,-1.83,151,-0.0263,-0.29,0.22,STATISTICALLY_USELESS,True,0.10163159963625222,526,0.01320281124497992,False
US_DATA_1000,5,1.0,short,none,475,-1.64,-0.0641,-2.11,143,0.0084,0.11,0.28,STATISTICALLY_USELESS,False,0.10166859628486274,527,0.013227911646586347,False
LONDON_METALS,5,1.0,short,atr_20_pct<=40,114,-1.65,-0.1115,-1.66,35,-0.0638,-0.5,0.19,STATISTICALLY_USELESS,True,0.10171996388200057,528,0.013253012048192772,False
EUROPE_FLOW,30,1.0,short,day_of_week==3,106,-1.65,-0.142,-2.85,32,0.1722,1.05,0.44,STATISTICALLY_USELESS,False,0.1019313520021815,529,0.0132781124497992,False
COMEX_SETTLE,5,1.0,long,day_of_week==1,105,-1.65,-0.1236,-1.57,32,-0.1012,-0.66,0.17,STATISTICALLY_USELESS,True,0.10196005995313016,530,0.013303212851405621,False
COMEX_SETTLE,5,1.5,short,day_of_week==4,97,-1.65,-0.1526,-2.3,30,0.0398,0.21,0.32,STATISTICALLY_USELESS,False,0.102211231794549,531,0.013328313253012048,False
COMEX_SETTLE,30,2.0,long,overnight_range_pct>=90,81,1.65,0.1951,0.32,25,0.5375,2.37,0.05,STATISTICALLY_USELESS,True,0.10286408544690975,532,0.013353413654618474,False
TOKYO_OPEN,30,1.0,short,atr_20_pct<=25,80,-1.65,-0.1417,-1.39,24,-0.135,-0.87,0.14,STATISTICALLY_USELESS,True,0.10291365773752915,533,0.0133785140562249,False
US_DATA_1000,30,1.5,short,overnight_range_pct>=80,124,-1.64,-0.1225,-1.18,38,-0.1809,-1.14,0.12,STATISTICALLY_USELESS,True,0.10356021931633869,534,0.013403614457831326,False
COMEX_SETTLE,5,2.0,long,day_of_week==3,113,-1.64,-0.164,-0.57,34,-0.3849,-2.18,0.07,STATISTICALLY_USELESS,True,0.10381092620628578,535,0.013428714859437751,False
US_DATA_830,15,1.0,short,atr_20_pct<=40,102,-1.64,-0.1343,-1.19,31,-0.1719,-1.17,0.12,STATISTICALLY_USELESS,True,0.10411618351643478,536,0.013453815261044179,False
SINGAPORE_OPEN,30,1.0,short,day_of_week==1,96,-1.64,-0.1448,-1.31,29,-0.1682,-0.96,0.13,STATISTICALLY_USELESS,True,0.10431244843900585,537,0.013478915662650604,False
CME_REOPEN,15,2.0,long,atr_20_pct>=75,168,1.63,0.1301,-0.12,51,0.452,2.6,0.05,STATISTICALLY_USELESS,False,0.10498618873460254,538,0.013504016064257031,False
SINGAPORE_OPEN,5,1.0,long,atr_20_pct>=75,237,1.62,0.0894,-0.01,72,0.2961,2.8,0.05,STATISTICALLY_USELESS,False,0.10656770741557878,539,0.013529116465863453,False
COMEX_SETTLE,15,1.5,long,overnight_range_pct>=90,81,1.63,0.1834,1.68,25,0.1049,0.47,0.19,STATISTICALLY_USELESS,True,0.10703285950130308,540,0.01355421686746988,False
US_DATA_1000,15,1.5,long,atr_20_pct<=25,81,-1.63,-0.1605,-2.26,25,0.0422,0.21,0.31,STATISTICALLY_USELESS,False,0.10703285950130308,541,0.013579317269076305,False
NYSE_OPEN,15,1.0,long,overnight_range_pct>=80,134,1.62,0.1202,1.49,41,0.1007,0.7,0.16,STATISTICALLY_USELESS,True,0.10760097639064856,542,0.013604417670682732,False
SINGAPORE_OPEN,15,1.0,long,day_of_week==2,107,-1.62,-0.1343,-1.42,33,-0.1351,-0.81,0.15,STATISTICALLY_USELESS,True,0.10820362818032053,543,0.013629518072289157,False
US_DATA_830,5,2.0,short,garch_forecast_vol_pct<=30,97,-1.62,-0.1892,-0.69,30,-0.3951,-1.93,0.07,STATISTICALLY_USELESS,True,0.10851274626775739,544,0.013654618473895583,False
SINGAPORE_OPEN,5,1.0,long,none,515,-1.6,-0.057,-4.54,155,0.2292,3.29,0.84,CAN_REFUTE,False,0.11021302027163106,545,0.01367971887550201,False
LONDON_METALS,5,1.0,long,day_of_week==4,99,-1.61,-0.1273,-2.07,30,0.001,0.01,0.26,STATISTICALLY_USELESS,False,0.11061442623055265,546,0.013704819277108435,False
EUROPE_FLOW,30,1.5,short,atr_20_pct>=75,222,-1.6,-0.1188,-2.51,67,0.1018,0.7,0.37,STATISTICALLY_USELESS,False,0.11102713848217462,547,0.013729919678714859,False
CME_REOPEN,5,1.5,short,atr_20_pct>=75,179,-1.6,-0.1011,-2.61,54,0.0854,0.65,0.39,STATISTICALLY_USELESS,False,0.111371974998965,548,0.013755020080321284,False
US_DATA_830,5,1.0,long,overnight_range_pct>=80,121,-1.6,-0.1291,-1.39,37,-0.1234,-0.81,0.15,STATISTICALLY_USELESS,True,0.11222813340577723,549,0.013780120481927711,False
US_DATA_830,15,1.5,long,day_of_week==0,101,-1.6,-0.1661,-3.16,31,0.2599,1.24,0.53,DIRECTIONAL_ONLY,False,0.11275331374683438,550,0.013805220883534136,False
EUROPE_FLOW,30,1.5,short,garch_forecast_vol_pct>=70,155,-1.59,-0.143,-2.61,47,0.1379,0.78,0.39,STATISTICALLY_USELESS,False,0.11388561364759056,551,0.013830321285140564,False
LONDON_METALS,15,1.5,long,overnight_range_pct>=80,118,1.59,0.1632,1.04,36,0.2529,1.26,0.1,STATISTICALLY_USELESS,True,0.11453335464262984,552,0.013855421686746989,False
LONDON_METALS,5,2.0,long,day_of_week==4,99,-1.59,-0.1811,-3.07,30,0.2347,0.95,0.5,STATISTICALLY_USELESS,False,0.1150557611404868,553,0.013880522088353414,False
US_DATA_1000,30,2.0,long,day_of_week==0,96,1.59,0.1713,0.88,29,0.3236,1.42,0.09,STATISTICALLY_USELESS,True,0.1151573181142989,554,0.013905622489959841,False
LONDON_METALS,15,2.0,short,atr_20_pct<=25,94,-1.59,-0.1846,-1.51,29,-0.127,-0.6,0.16,STATISTICALLY_USELESS,True,0.1152286569112133,555,0.013930722891566267,False
US_DATA_1000,30,1.5,short,day_of_week==2,93,1.59,0.1579,1.3,28,0.1808,0.89,0.13,STATISTICALLY_USELESS,True,0.1152654875380161,556,0.01395582329317269,False
NYSE_OPEN,5,1.0,short,atr_20_pct>=75,220,1.58,0.093,0.46,66,0.2363,2.1,0.06,STATISTICALLY_USELESS,True,0.11555008215759152,557,0.013980923694779115,False
TOKYO_OPEN,5,2.0,long,day_of_week==0,91,-1.58,-0.1883,-2.8,28,0.1662,0.64,0.44,STATISTICALLY_USELESS,False,0.11761518069760428,558,0.014006024096385543,False
EUROPE_FLOW,30,1.5,long,atr_20_pct>=75,219,1.57,0.1186,1.92,66,-0.0001,-0.0,0.24,STATISTICALLY_USELESS,False,0.11786540318307505,559,0.014031124497991968,False
COMEX_SETTLE,30,2.0,short,atr_20_pct>=75,191,-1.57,-0.1083,-2.02,58,-0.0123,-0.08,0.26,STATISTICALLY_USELESS,True,0.11807895241998441,560,0.014056224899598395,False
US_DATA_830,5,1.5,long,garch_forecast_vol_pct>=70,155,-1.57,-0.1341,-1.0,47,-0.2085,-1.32,0.1,STATISTICALLY_USELESS,True,0.11846750132909901,561,0.01408132530120482,False
EUROPE_FLOW,30,1.5,long,garch_forecast_vol_pct<=30,102,-1.57,-0.1635,-3.11,31,0.2656,1.27,0.51,DIRECTIONAL_ONLY,False,0.11954279173421023,562,0.014106425702811246,False
COMEX_SETTLE,5,1.0,long,garch_forecast_vol_pct<=30,90,-1.57,-0.1214,-1.13,28,-0.1732,-1.08,0.11,STATISTICALLY_USELESS,True,0.11996373690564087,563,0.014131526104417673,False
EUROPE_FLOW,5,1.5,long,overnight_range_pct>=80,139,-1.56,-0.1351,-1.86,42,-0.0234,-0.13,0.22,STATISTICALLY_USELESS,True,0.12105026560110457,564,0.014156626506024098,False
TOKYO_OPEN,30,2.0,short,atr_20_pct<=40,117,-1.56,-0.165,-1.93,36,0.0022,0.01,0.24,STATISTICALLY_USELESS,False,0.12148402468898312,565,0.014181726907630521,False
EUROPE_FLOW,15,1.0,long,atr_20_pct<=40,116,-1.56,-0.1149,-1.54,35,-0.0704,-0.5,0.17,STATISTICALLY_USELESS,True,0.1215076784775344,566,0.014206827309236947,False
COMEX_SETTLE,5,1.5,long,day_of_week==1,105,-1.56,-0.1423,-0.63,32,-0.3164,-1.77,0.07,STATISTICALLY_USELESS,True,0.12179784327486674,567,0.014231927710843374,False
US_DATA_1000,15,1.5,long,day_of_week==2,104,-1.56,-0.1518,-2.13,32,0.0353,0.18,0.28,STATISTICALLY_USELESS,False,0.12182729005713766,568,0.0142570281124498,False
TOKYO_OPEN,5,1.5,long,garch_forecast_vol_pct<=30,103,-1.56,-0.1397,-2.97,31,0.1777,0.91,0.47,STATISTICALLY_USELESS,False,0.12185731326321024,569,0.014282128514056226,False
US_DATA_1000,15,1.0,short,day_of_week==0,98,-1.56,-0.1269,-0.97,30,-0.2039,-1.32,0.1,STATISTICALLY_USELESS,True,0.12201669850089546,570,0.014307228915662652,False
US_DATA_830,5,1.0,short,overnight_range_pct>=70,190,-1.55,-0.0978,-1.78,57,-0.0231,-0.19,0.21,STATISTICALLY_USELESS,True,0.12281437751101758,571,0.014332329317269077,False
EUROPE_FLOW,30,2.0,short,garch_forecast_vol_pct>=70,155,-1.55,-0.1585,-2.18,47,0.0576,0.28,0.29,STATISTICALLY_USELESS,False,0.12319414825085442,572,0.014357429718875504,False
US_DATA_1000,5,1.5,long,day_of_week==2,113,-1.55,-0.1495,-1.48,34,-0.1157,-0.59,0.16,STATISTICALLY_USELESS,True,0.12396269590306468,573,0.01438253012048193,False
LONDON_METALS,30,1.5,long,day_of_week==1,108,-1.55,-0.1598,-1.54,33,-0.101,-0.51,0.17,STATISTICALLY_USELESS,True,0.12409431259057323,574,0.014407630522088353,False
LONDON_METALS,5,1.0,long,day_of_week==2,94,-1.55,-0.1326,-3.66,29,0.3485,2.41,0.66,DIRECTIONAL_ONLY,False,0.12453798673903733,575,0.014432730923694778,False
TOKYO_OPEN,15,2.0,short,day_of_week==3,85,-1.55,-0.1961,-2.11,26,0.0307,0.12,0.27,STATISTICALLY_USELESS,False,0.12490113664946298,576,0.014457831325301205,False
US_DATA_830,15,2.0,long,day_of_week==0,101,-1.54,-0.1805,-2.68,31,0.1754,0.72,0.41,STATISTICALLY_USELESS,False,0.12671882604108983,577,0.01448293172690763,False
COMEX_SETTLE,5,1.5,short,day_of_week==3,91,-1.54,-0.1495,-1.28,28,-0.1649,-0.85,0.13,STATISTICALLY_USELESS,True,0.12706906281495003,578,0.014508032128514058,False
COMEX_SETTLE,30,1.0,short,atr_20_pct>=75,191,-1.53,-0.0857,-1.31,58,-0.0919,-0.8,0.14,STATISTICALLY_USELESS,True,0.12767992316244134,579,0.014533132530120483,False
US_DATA_830,5,1.0,long,atr_20_pct<=40,108,-1.53,-0.1175,-1.77,33,-0.0115,-0.08,0.21,STATISTICALLY_USELESS,True,0.12896783228629305,580,0.014558232931726908,False
TOKYO_OPEN,30,1.5,short,atr_20_pct<=25,80,-1.53,-0.1647,-1.28,24,-0.1589,-0.82,0.13,STATISTICALLY_USELESS,True,0.13001131958861384,581,0.014583333333333335,False
SINGAPORE_OPEN,5,2.0,long,garch_forecast_vol_pct>=70,166,1.52,0.1592,0.52,50,0.3833,1.86,0.06,STATISTICALLY_USELESS,True,0.13042490291391012,582,0.01460843373493976,False
EUROPE_FLOW,30,2.0,long,day_of_week==3,93,1.52,0.2036,0.77,28,0.3969,1.53,0.08,STATISTICALLY_USELESS,True,0.1319404033328095,583,0.014633534136546184,False
EUROPE_FLOW,30,2.0,long,atr_20_pct>=75,219,1.51,0.1355,1.68,66,0.0379,0.23,0.19,STATISTICALLY_USELESS,True,0.13249147177227208,584,0.01465863453815261,False
COMEX_SETTLE,30,2.0,long,garch_forecast_vol_pct>=70,166,1.51,0.1169,1.7,50,0.0223,0.16,0.2,STATISTICALLY_USELESS,True,0.1329560506365445,585,0.014683734939759037,False
US_DATA_830,5,1.0,short,overnight_range_pct>=80,133,-1.51,-0.1138,-2.18,40,0.063,0.43,0.29,STATISTICALLY_USELESS,False,0.13343349624798725,586,0.014708835341365462,False
COMEX_SETTLE,15,2.0,short,garch_forecast_vol_pct>=70,125,-1.51,-0.1432,-2.44,38,0.0928,0.45,0.35,STATISTICALLY_USELESS,False,0.1335874498301546,587,0.014733935742971889,False
EUROPE_FLOW,15,1.5,long,day_of_week==1,104,-1.51,-0.1539,-1.09,32,-0.2081,-1.06,0.11,STATISTICALLY_USELESS,True,0.13410514200360177,588,0.014759036144578314,False
TOKYO_OPEN,15,2.0,long,atr_20_pct<=40,109,-1.5,-0.151,-1.41,33,-0.1171,-0.6,0.15,STATISTICALLY_USELESS,True,0.13653211428930767,589,0.01478413654618474,False
SINGAPORE_OPEN,30,1.5,long,day_of_week==2,102,-1.5,-0.16,-1.75,31,-0.0314,-0.15,0.2,STATISTICALLY_USELESS,True,0.13673392615978677,590,0.014809236947791167,False
EUROPE_FLOW,15,1.0,short,none,488,-1.49,-0.0566,-3.35,147,0.1529,2.11,0.59,DIRECTIONAL_ONLY,False,0.13687158089427348,591,0.014834337349397592,False
EUROPE_FLOW,15,1.5,long,atr_20_pct<=25,84,-1.5,-0.1611,-1.5,26,-0.0923,-0.46,0.16,STATISTICALLY_USELESS,True,0.13740879329453076,592,0.014859437751004016,False
LONDON_METALS,5,1.0,long,atr_20_pct>=75,235,-1.49,-0.0807,-1.89,71,0.0029,0.03,0.23,STATISTICALLY_USELESS,False,0.13757087409151225,593,0.014884538152610441,False
EUROPE_FLOW,15,2.0,long,garch_forecast_vol_pct>=70,151,1.49,0.1595,1.05,46,0.2248,1.08,0.1,STATISTICALLY_USELESS,True,0.13832395518327253,594,0.014909638554216868,False
CME_REOPEN,30,1.5,long,atr_20_pct>=60,150,1.49,0.1061,-0.59,45,0.4563,2.99,0.07,STATISTICALLY_USELESS,False,0.13833802771648251,595,0.014934738955823293,False
LONDON_METALS,15,1.0,long,day_of_week==1,99,-1.49,-0.1281,-0.96,30,-0.2021,-1.19,0.09,STATISTICALLY_USELESS,True,0.1394357363607837,596,0.01495983935742972,False
EUROPE_FLOW,15,2.0,short,garch_forecast_vol_pct<=30,82,-1.49,-0.1931,-1.52,25,-0.1222,-0.47,0.16,STATISTICALLY_USELESS,True,0.14010802192237556,597,0.014984939759036146,False
CME_REOPEN,30,2.0,long,garch_forecast_vol_pct>=70,81,1.49,0.1667,0.29,25,0.4648,1.85,0.05,STATISTICALLY_USELESS,True,0.14015644258118226,598,0.015010040160642571,False
COMEX_SETTLE,15,1.0,long,overnight_range_pct>=90,81,1.49,0.1316,1.66,25,0.0587,0.32,0.19,STATISTICALLY_USELESS,True,0.14015644258118226,599,0.015035140562248998,False
NYSE_OPEN,15,1.0,short,atr_20_pct>=75,225,1.47,0.0869,0.47,68,0.2132,1.9,0.06,STATISTICALLY_USELESS,True,0.1429649251702062,600,0.015060240963855423,False
NYSE_OPEN,30,2.0,long,none,499,1.46,0.0663,0.86,150,0.116,1.28,0.09,STATISTICALLY_USELESS,True,0.14492060739722745,601,0.015085341365461847,False
US_DATA_830,30,2.0,short,day_of_week==4,87,1.47,0.1723,0.61,27,0.3884,1.49,0.07,STATISTICALLY_USELESS,True,0.1452108609330636,602,0.015110441767068272,False
NYSE_OPEN,30,1.0,long,overnight_range_pct>=70,181,1.46,0.0894,1.02,55,0.1278,1.09,0.1,STATISTICALLY_USELESS,True,0.14603319180293323,603,0.0151355421686747,False
TOKYO_OPEN,15,1.5,long,garch_forecast_vol_pct>=70,155,1.46,0.1289,0.45,47,0.3204,1.83,0.06,STATISTICALLY_USELESS,True,0.14632706358204164,604,0.015160642570281125,False
NYSE_OPEN,5,2.0,long,atr_20_pct<=40,112,-1.46,-0.161,-1.71,34,-0.0222,-0.11,0.19,STATISTICALLY_USELESS,True,0.14711459846343689,605,0.015185742971887552,False
LONDON_METALS,5,2.0,short,day_of_week==3,108,-1.46,-0.1621,-2.07,33,0.049,0.21,0.27,STATISTICALLY_USELESS,False,0.14721996984185354,606,0.015210843373493977,False
TOKYO_OPEN,5,1.5,short,garch_forecast_vol_pct>=70,158,-1.45,-0.12,-1.98,48,0.0252,0.15,0.25,STATISTICALLY_USELESS,False,0.1490532749438096,607,0.015235943775100402,False
US_DATA_830,15,2.0,long,overnight_range_pct>=80,124,-1.45,-0.1514,-1.04,38,-0.2033,-1.03,0.1,STATISTICALLY_USELESS,True,0.14960366329554112,608,0.01526104417670683,False
US_DATA_1000,5,1.0,long,day_of_week==2,113,-1.45,-0.1177,-1.19,34,-0.1317,-0.82,0.12,STATISTICALLY_USELESS,True,0.14985313027092356,609,0.015286144578313255,False
EUROPE_FLOW,5,1.5,long,day_of_week==1,112,-1.45,-0.1332,-1.48,34,-0.0887,-0.47,0.16,STATISTICALLY_USELESS,True,0.14987825584246806,610,0.015311244979919678,False
EUROPE_FLOW,5,2.0,long,day_of_week==3,111,-1.45,-0.1574,-2.9,34,0.2537,1.13,0.46,STATISTICALLY_USELESS,False,0.14990383730024573,611,0.015336345381526104,False
TOKYO_OPEN,30,1.5,long,atr_20_pct<=40,107,-1.45,-0.1322,-1.15,33,-0.1472,-0.87,0.12,STATISTICALLY_USELESS,True,0.15001097948613437,612,0.01536144578313253,False
SINGAPORE_OPEN,15,2.0,short,day_of_week==1,99,-1.45,-0.176,-1.59,30,-0.0729,-0.3,0.17,STATISTICALLY_USELESS,True,0.15025144194354345,613,0.015386546184738956,False
EUROPE_FLOW,15,1.5,long,none,501,-1.44,-0.0674,-1.44,151,-0.0437,-0.47,0.16,STATISTICALLY_USELESS,True,0.15049321451138728,614,0.015411646586345383,False
TOKYO_OPEN,15,2.0,short,atr_20_pct>=60,287,-1.44,-0.1037,-1.8,87,-0.0028,-0.02,0.22,STATISTICALLY_USELESS,True,0.15096110968373871,615,0.015436746987951808,False
US_DATA_1000,15,1.0,long,atr_20_pct>=75,233,1.44,0.082,0.31,70,0.2246,2.07,0.05,STATISTICALLY_USELESS,True,0.15121543034439988,616,0.015461847389558234,False
LONDON_METALS,15,1.5,short,atr_20_pct>=75,211,-1.44,-0.108,-1.82,64,0.0038,0.03,0.22,STATISTICALLY_USELESS,False,0.1513564993761454,617,0.01548694779116466,False
EUROPE_FLOW,30,1.0,long,atr_20_pct<=40,123,-1.44,-0.1082,-1.87,37,0.026,0.18,0.22,STATISTICALLY_USELESS,False,0.1524285933823257,618,0.015512048192771086,False
EUROPE_FLOW,5,2.0,long,garch_forecast_vol_pct<=30,107,-1.44,-0.1503,-0.68,33,-0.3019,-1.49,0.07,STATISTICALLY_USELESS,True,0.15281435298385657,619,0.01553714859437751,False
CME_REOPEN,5,2.0,long,day_of_week==2,95,-1.44,-0.1362,-4.42,29,0.3804,1.72,0.81,CAN_REFUTE,False,0.15318964133539717,620,0.015562248995983935,False
EUROPE_FLOW,30,1.0,short,none,476,-1.43,-0.0576,-2.13,143,0.0413,0.54,0.28,STATISTICALLY_USELESS,False,0.15337443488312605,621,0.015587349397590362,False
TOKYO_OPEN,30,1.0,short,day_of_week==4,86,-1.44,-0.1313,-2.01,26,0.048,0.27,0.25,STATISTICALLY_USELESS,False,0.1535404569870685,622,0.015612449799196787,False
SINGAPORE_OPEN,5,2.0,short,atr_20_pct>=60,294,-1.43,-0.1011,-2.16,89,0.0627,0.43,0.29,STATISTICALLY_USELESS,False,0.15378247331529146,623,0.015637550200803214,False
COMEX_SETTLE,30,2.0,long,overnight_range_pct>=80,135,1.43,0.1263,0.29,41,0.3489,2.03,0.05,STATISTICALLY_USELESS,True,0.15504451871779218,624,0.01566265060240964,False
EUROPE_FLOW,5,1.0,long,day_of_week==0,107,-1.43,-0.1081,-2.34,33,0.0974,0.66,0.33,STATISTICALLY_USELESS,False,0.15565797996630096,625,0.015687751004016065,False
US_DATA_1000,15,2.0,long,day_of_week==2,104,-1.43,-0.15,-1.86,32,0.016,0.08,0.23,STATISTICALLY_USELESS,False,0.15574344516433747,626,0.01571285140562249,False
LONDON_METALS,5,2.0,long,day_of_week==1,102,-1.43,-0.1608,-1.53,31,-0.0813,-0.36,0.16,STATISTICALLY_USELESS,True,0.1558032360419652,627,0.015737951807228916,False
EUROPE_FLOW,5,1.5,long,day_of_week==3,111,-1.42,-0.1301,-2.31,34,0.1107,0.6,0.32,STATISTICALLY_USELESS,False,0.15843568471421496,628,0.01576305220883534,False
US_DATA_830,5,1.5,short,day_of_week==2,101,-1.42,-0.1473,-2.01,31,0.0455,0.22,0.25,STATISTICALLY_USELESS,False,0.15871781603935453,629,0.015788152610441766,False
SINGAPORE_OPEN,30,1.5,short,none,474,-1.41,-0.0706,-1.11,143,-0.0838,-0.87,0.11,STATISTICALLY_USELESS,True,0.15919689327326103,630,0.01581325301204819,False
US_DATA_1000,30,2.0,short,overnight_range_pct>=70,166,-1.41,-0.0985,-1.05,50,-0.1322,-0.94,0.1,STATISTICALLY_USELESS,True,0.1604219131369261,631,0.01583835341365462,False
US_DATA_830,30,1.5,long,garch_forecast_vol_pct>=70,163,-1.41,-0.1144,-1.24,49,-0.1045,-0.67,0.13,STATISTICALLY_USELESS,True,0.16045671781730234,632,0.015863453815261046,False
TOKYO_OPEN,30,2.0,long,day_of_week==3,117,-1.41,-0.1514,-0.28,36,-0.4116,-2.17,0.05,STATISTICALLY_USELESS,True,0.1612153530470383,633,0.01588855421686747,False
COMEX_SETTLE,5,1.5,short,day_of_week==2,103,-1.41,-0.1301,-1.46,31,-0.0746,-0.4,0.15,STATISTICALLY_USELESS,True,0.16158173853962654,634,0.015913654618473896,False
NYSE_OPEN,30,2.0,short,day_of_week==0,102,-1.41,-0.1251,-1.17,31,-0.1141,-0.79,0.12,STATISTICALLY_USELESS,True,0.16161178633861045,635,0.01593875502008032,False
US_DATA_830,5,1.0,long,day_of_week==2,98,-1.41,-0.1225,-2.29,30,0.1247,0.77,0.31,STATISTICALLY_USELESS,False,0.16173815753104961,636,0.015963855421686747,False
SINGAPORE_OPEN,5,2.0,short,day_of_week==4,95,-1.41,-0.1681,-2.48,29,0.1789,0.72,0.35,STATISTICALLY_USELESS,False,0.16183997574840586,637,0.015988955823293172,False
EUROPE_FLOW,15,1.0,short,day_of_week==0,86,-1.41,-0.1281,-1.3,26,-0.1057,-0.59,0.13,STATISTICALLY_USELESS,True,0.16218843071610425,638,0.016014056224899598,False
NYSE_OPEN,15,2.0,long,atr_20_pct<=25,80,-1.41,-0.1695,-0.82,24,-0.2963,-1.29,0.08,STATISTICALLY_USELESS,True,0.16246470705428437,639,0.016039156626506023,False
LONDON_METALS,15,1.0,long,overnight_range_pct>=80,118,1.4,0.1121,0.48,36,0.2658,1.76,0.06,STATISTICALLY_USELESS,True,0.1641594288396238,640,0.016064257028112452,False
SINGAPORE_OPEN,15,2.0,long,day_of_week==3,104,-1.4,-0.1633,-1.05,32,-0.2077,-0.91,0.1,STATISTICALLY_USELESS,True,0.1645182462243588,641,0.016089357429718877,False
SINGAPORE_OPEN,5,2.0,short,day_of_week==1,97,-1.4,-0.1646,-2.17,30,0.0902,0.36,0.29,STATISTICALLY_USELESS,False,0.16473680066866855,642,0.016114457831325302,False
CME_REOPEN,30,1.5,long,garch_forecast_vol_pct>=70,81,1.4,0.1355,0.01,25,0.4366,2.05,0.05,STATISTICALLY_USELESS,True,0.1653795356568375,643,0.016139558232931728,False
NYSE_OPEN,5,2.0,long,overnight_range_pct>=80,136,1.38,0.1519,1.33,41,0.1073,0.5,0.14,STATISTICALLY_USELESS,True,0.16986777852686785,644,0.016164658634538153,False
EUROPE_FLOW,15,1.5,long,atr_20_pct<=40,116,-1.38,-0.1269,-1.42,35,-0.0651,-0.37,0.15,STATISTICALLY_USELESS,True,0.17026364088736776,645,0.01618975903614458,False
LONDON_METALS,30,1.0,short,garch_forecast_vol_pct<=30,90,-1.38,-0.1263,-1.4,28,-0.0769,-0.43,0.15,STATISTICALLY_USELESS,True,0.1710434996713594,646,0.016214859437751004,False
CME_REOPEN,30,1.0,long,garch_forecast_vol_pct>=70,81,1.38,0.106,-0.35,25,0.407,2.54,0.06,STATISTICALLY_USELESS,False,0.17143118487554115,647,0.01623995983935743,False
SINGAPORE_OPEN,30,2.0,short,atr_20_pct<=25,80,-1.38,-0.1794,-1.33,24,-0.1135,-0.47,0.13,STATISTICALLY_USELESS,True,0.1714796963711301,648,0.016265060240963854,False
US_DATA_830,15,1.5,long,atr_20_pct>=75,218,-1.37,-0.0997,-0.95,66,-0.1418,-1.03,0.09,STATISTICALLY_USELESS,True,0.17210270278939138,649,0.016290160642570283,False
US_DATA_1000,30,2.0,long,overnight_range_pct>=70,178,1.37,0.1032,0.96,54,0.1605,0.99,0.09,STATISTICALLY_USELESS,True,0.17242220546901202,650,0.01631526104417671,False
US_DATA_830,15,2.0,long,overnight_range_pct>=70,169,-1.37,-0.1267,-1.16,51,-0.1284,-0.72,0.12,STATISTICALLY_USELESS,True,0.17251502960407092,651,0.016340361445783134,False
TOKYO_OPEN,30,2.0,long,garch_forecast_vol_pct<=30,106,1.37,0.1611,1.18,32,0.1695,0.7,0.12,STATISTICALLY_USELESS,True,0.17360928730011244,652,0.01636546184738956,False
