strategy,session,filter,n_is,mean_is,annual_r,sharpe,skewness,kurtosis_excess,t,p,wfe,era_ok,years_positive,years_eligible,dd,tail5,start,end,n_2026,mean_2026,trades_per_year,era_detail,year_detail,orb_minutes,rr,null_pnl_is,null_pnl_total,p_for_bh,q_global,q_session,sr0,dsr,strict_pass,research_shortlist
MNQ_NYSE_OPEN_O15_E2_RR2_COST_LT10,NYSE_OPEN,COST_LT10,1699,0.1362884638022366,34.77596012541118,0.10894548875726301,0.44236786006827833,-1.5463458135820265,4.490616223351713,7.58020916921094e-06,1.4731344501168848,True,7,7,16.869799999999998,-1.0,2019-05-06,2025-12-31,86,0.21579999999999996,255.1643708881579,2019:164:+0.094;2020_2022:765:+0.138;2023:255:+0.073;2024_2025:515:+0.179,2019:164:+0.094;2020:254:+0.027;2021:254:+0.238;2022:257:+0.149;2023:255:+0.073;2024:259:+0.184;2025:256:+0.174,15,2.0,0,0,7.58020916921094e-06,0.0004927135959987111,0.00016612329602167205,0.1841826006474741,0.000747746939953331,False,True
MNQ_NYSE_OPEN_O15_E2_RR2_COST_LT12,NYSE_OPEN,COST_LT12,1706,0.1342723329425557,34.40267522615132,0.10736778367783995,0.4447622511827207,-1.5443049044266817,4.434692401739583,9.809256224002119e-06,1.5587406001763509,True,7,7,16.869799999999998,-1.0,2019-05-06,2025-12-31,86,0.21579999999999996,256.21566611842104,2019:167:+0.075;2020_2022:768:+0.136;2023:256:+0.079;2024_2025:515:+0.179,2019:167:+0.075;2020:255:+0.023;2021:256:+0.236;2022:257:+0.149;2023:256:+0.079;2024:259:+0.184;2025:256:+0.174,15,2.0,0,0,9.809256224002119e-06,0.0005033363100574447,0.00016612329602167205,0.1841826006474741,0.0005808348741245806,False,True
MNQ_NYSE_OPEN_O15_E2_RR2_COST_LT15,NYSE_OPEN,COST_LT15,1707,0.13360785002929115,34.25249019325658,0.10684201422547727,0.4457287864243949,-1.5435106576083906,4.414269330071892,1.0770471283611392e-05,1.5797985161653358,True,7,7,16.869799999999998,-1.0,2019-05-06,2025-12-31,86,0.21579999999999996,256.3658511513158,2019:167:+0.075;2020_2022:769:+0.134;2023:256:+0.079;2024_2025:515:+0.179,2019:167:+0.075;2020:256:+0.019;2021:256:+0.236;2022:257:+0.149;2023:256:+0.079;2024:259:+0.184;2025:256:+0.174,15,2.0,0,0,1.0770471283611392e-05,0.0005033363100574447,0.00016612329602167205,0.1841826006474741,0.0005356247556665972,False,True
MNQ_NYSE_OPEN_O15_E2_RR2_NO_FILTER,NYSE_OPEN,NO_FILTER,1715,0.13187918367346937,33.96776940789473,0.10553715451121459,0.4479995862105881,-1.5408960044001563,4.370563583187598,1.313616918464655e-05,1.6655612977329963,True,7,7,17.4312,-1.0,2019-05-06,2025-12-31,86,0.21579999999999996,257.56733141447364,2019:170:+0.056;2020_2022:773:+0.133;2023:257:+0.084;2024_2025:515:+0.179,2019:170:+0.056;2020:258:+0.016;2021:258:+0.235;2022:257:+0.149;2023:257:+0.084;2024:259:+0.184;2025:256:+0.174,15,2.0,0,0,1.313616918464655e-05,0.0005123105982012154,0.00016612329602167205,0.1841826006474741,0.00042874601654496747,False,True
MNQ_US_DATA_1000_O15_E2_RR2_NO_FILTER,US_DATA_1000,NO_FILTER,1717,0.13077099592312175,33.721616138980266,0.10168356865701242,0.44509967052249505,-1.6186061487182624,4.213431398218695,2.6458729121436536e-05,0.8143650255043233,True,7,7,23.21520000000001,-1.0,2019-05-06,2025-12-31,85,0.15667999999999999,257.8677014802631,2019:170:+0.225;2020_2022:774:+0.133;2023:257:+0.134;2024_2025:516:+0.095,2019:170:+0.225;2020:258:+0.107;2021:258:+0.172;2022:258:+0.119;2023:257:+0.134;2024:259:+0.148;2025:257:+0.043,15,2.0,0,0,2.6458729121436536e-05,0.0006109877580015937,0.00023812856209292884,0.1841826006474741,0.0002363635119957963,False,True
MNQ_NYSE_OPEN_O15_E2_RR2_COST_LT08,NYSE_OPEN,COST_LT08,1680,0.1315919642857143,33.202081054687504,0.10526320444243115,0.4511281424155425,-1.5366796146648343,4.3145074935549275,1.6927852551990582e-05,1.7102477549970683,True,7,7,16.869799999999998,-1.0,2019-05-06,2025-12-31,86,0.21579999999999996,252.3108552631579,2019:150:+0.031;2020_2022:764:+0.136;2023:252:+0.078;2024_2025:514:+0.181,2019:150:+0.031;2020:253:+0.020;2021:254:+0.238;2022:257:+0.149;2023:252:+0.078;2024:258:+0.188;2025:256:+0.174,15,2.0,0,0,1.6927852551990582e-05,0.0005305068076561334,0.00016612329602167205,0.1841826006474741,0.0004645360253401343,False,True
MNQ_US_DATA_1000_O15_E2_RR2_COST_LT12,US_DATA_1000,COST_LT12,1682,0.1300817479191439,32.860109734786185,0.10095823762182149,0.449885013724326,-1.6158197431345305,4.140518757463902,3.637014717887736e-05,0.8104701461199316,True,7,7,23.1532,-1.0,2019-05-06,2025-12-31,85,0.15667999999999999,252.61122532894734,2019:151:+0.224;2020_2022:763:+0.134;2023:254:+0.124;2024_2025:514:+0.100,2019:151:+0.224;2020:253:+0.114;2021:253:+0.167;2022:257:+0.121;2023:254:+0.124;2024:257:+0.157;2025:257:+0.043,15,2.0,0,0,3.637014717887736e-05,0.0007253364579423837,0.0002584194667972865,0.1841826006474741,0.00024092932670249922,False,True
MNQ_US_DATA_1000_O15_E2_RR2_COST_LT10,US_DATA_1000,COST_LT10,1662,0.13146089049338147,32.81362746710526,0.10193264175120242,0.4486522421495054,-1.6173784690149202,4.155552654121695,3.4101844354480896e-05,0.8264386787638738,True,7,7,23.1532,-1.0,2019-05-06,2025-12-31,85,0.15667999999999999,249.60752467105263,2019:140:+0.243;2020_2022:757:+0.131;2023:253:+0.126;2024_2025:512:+0.104,2019:140:+0.243;2020:248:+0.105;2021:252:+0.168;2022:257:+0.121;2023:253:+0.126;2024:256:+0.161;2025:256:+0.047,15,2.0,0,0,3.4101844354480896e-05,0.0007041027863778115,0.0002584194667972865,0.1841826006474741,0.00030209617494442176,False,True
MNQ_US_DATA_1000_O15_E2_RR2_COST_LT15,US_DATA_1000,COST_LT15,1695,0.1281119174041298,32.612634837582235,0.09947627718650637,0.4520004946070734,-1.6142448685782076,4.095475904005891,4.4116729935306645e-05,0.8120642985100606,True,7,7,23.21520000000001,-1.0,2019-05-06,2025-12-31,85,0.15667999999999999,254.56363075657893,2019:160:+0.220;2020_2022:765:+0.131;2023:255:+0.123;2024_2025:515:+0.097,2019:160:+0.220;2020:254:+0.110;2021:254:+0.162;2022:257:+0.121;2023:255:+0.123;2024:258:+0.152;2025:257:+0.043,15,2.0,0,0,4.4116729935306645e-05,0.0007900496024128895,0.0002625091425166879,0.1841826006474741,0.00018143840209888795,False,True
MNQ_US_DATA_1000_O15_E2_RR1_5_NO_FILTER,US_DATA_1000,NO_FILTER,1717,0.12025463016889924,31.009785074013152,0.10599878975615819,0.14321483648429698,-1.8677340237961049,4.392239914771901,1.1904346330750885e-05,0.7348746114340412,True,6,7,19.350799999999992,-1.0,2019-05-06,2025-12-31,85,0.15383058823529408,257.8677014802631,2019:170:+0.221;2020_2022:774:+0.129;2023:257:+0.135;2024_2025:516:+0.067,2019:170:+0.221;2020:258:+0.118;2021:258:+0.113;2022:258:+0.156;2023:257:+0.135;2024:259:+0.136;2025:257:-0.003,15,1.5,0,0,1.1904346330750885e-05,0.0005033363100574447,0.00023812856209292884,0.1841826006474741,0.0005512238827265481,False,True
MNQ_US_DATA_1000_O15_E2_RR2_COST_LT08,US_DATA_1000,COST_LT08,1614,0.127003531598513,30.785483727384864,0.09845637234668271,0.4578986293338188,-1.6076288323254286,3.9554472326968497,7.970191721408607e-05,0.8816219793689778,True,7,7,22.433899999999994,-1.0,2019-05-06,2025-12-31,85,0.15667999999999999,242.39864309210526,2019:109:+0.168;2020_2022:746:+0.137;2023:251:+0.131;2024_2025:508:+0.102,2019:109:+0.168;2020:237:+0.121;2021:252:+0.168;2022:257:+0.121;2023:251:+0.131;2024:253:+0.155;2025:255:+0.049,15,2.0,0,0,7.970191721408607e-05,0.001248900577774295,0.00037511061518206095,0.1841826006474741,0.00021452823532491783,False,True
MNQ_US_DATA_1000_O15_E2_RR1_5_COST_LT15,US_DATA_1000,COST_LT15,1695,0.11741793510324486,29.890335875822373,0.10327232658791843,0.1511027169376195,-1.86820589430573,4.251760691631698,2.236617755153096e-05,0.7257113684242473,True,6,7,19.350799999999992,-1.0,2019-05-06,2025-12-31,85,0.15383058823529408,254.56363075657893,2019:160:+0.224;2020_2022:765:+0.127;2023:255:+0.128;2024_2025:515:+0.065,2019:160:+0.224;2020:254:+0.116;2021:254:+0.106;2022:257:+0.158;2023:255:+0.128;2024:258:+0.132;2025:257:-0.003,15,1.5,0,0,2.236617755153096e-05,0.0005934920910397736,0.00023812856209292884,0.1841826006474741,0.00039565627493776123,False,True
MNQ_US_DATA_1000_O15_E2_RR1_5_COST_LT10,US_DATA_1000,COST_LT10,1662,0.11926131167268353,29.76852079564145,0.10470631921698867,0.15015869728863535,-1.869884295617643,4.268628922494671,2.077902655932598e-05,0.7574138685910435,True,7,7,18.3508,-1.0,2019-05-06,2025-12-31,85,0.15383058823529408,249.60752467105263,2019:140:+0.223;2020_2022:757:+0.129;2023:253:+0.131;2024_2025:512:+0.071,2019:140:+0.223;2020:248:+0.116;2021:252:+0.111;2022:257:+0.158;2023:253:+0.131;2024:256:+0.141;2025:256:+0.001,15,1.5,0,0,2.077902655932598e-05,0.0005846559242616097,0.00023812856209292884,0.1841826006474741,0.000548749326998943,False,True
MNQ_US_DATA_1000_O15_E2_RR1_5_COST_LT12,US_DATA_1000,COST_LT12,1682,0.11776961950059453,29.749927888569076,0.10351781787235903,0.15164996332872283,-1.8683565818419485,4.245492757488385,2.3003213543514336e-05,0.7430783079942822,True,6,7,18.3508,-1.0,2019-05-06,2025-12-31,85,0.15383058823529408,252.61122532894734,2019:151:+0.211;2020_2022:763:+0.130;2023:254:+0.128;2024_2025:514:+0.067,2019:151:+0.211;2020:253:+0.120;2021:253:+0.111;2022:257:+0.158;2023:254:+0.128;2024:257:+0.136;2025:257:-0.003,15,1.5,0,0,2.3003213543514336e-05,0.0005934920910397736,0.00023812856209292884,0.1841826006474741,0.00042968559417300156,False,True
MNQ_NYSE_OPEN_O30_E2_RR2_COST_LT10,NYSE_OPEN,COST_LT10,1693,0.11444010632014176,29.097914586759867,0.106248655138104,0.448985106642323,-1.1934333077630803,4.371715794134403,1.3077626893814205e-05,1.4599656714695746,True,7,7,15.068099999999996,-1.0,2019-05-06,2025-12-31,85,0.13759411764705884,254.26326069078945,2019:161:+0.110;2020_2022:767:+0.087;2023:252:+0.142;2024_2025:513:+0.143,2019:161:+0.110;2020:256:+0.025;2021:255:+0.128;2022:256:+0.109;2023:252:+0.142;2024:259:+0.199;2025:254:+0.085,30,2.0,0,0,1.3077626893814205e-05,0.0005123105982012154,0.00016612329602167205,0.1841826006474741,0.0005169741199961275,False,True
MNQ_NYSE_OPEN_O30_E2_RR2_COST_LT12,NYSE_OPEN,COST_LT12,1696,0.11403449292452829,29.046160824424337,0.10583500380942087,0.44927021719098004,-1.1946646961999885,4.35855222076699,1.3878597984148623e-05,1.4936730792634598,True,7,7,15.0681,-1.0,2019-05-06,2025-12-31,85,0.13759411764705884,254.71381578947367,2019:162:+0.103;2020_2022:768:+0.086;2023:253:+0.148;2024_2025:513:+0.143,2019:162:+0.103;2020:256:+0.025;2021:256:+0.123;2022:256:+0.109;2023:253:+0.148;2024:259:+0.199;2025:254:+0.085,30,2.0,0,0,1.3878597984148623e-05,0.0005182327545144858,0.00016612329602167205,0.1841826006474741,0.0004813125767350601,False,True
MNQ_NYSE_OPEN_O30_E2_RR2_COST_LT15,NYSE_OPEN,COST_LT15,1698,0.11329970553592462,28.89303216488487,0.10518145350418943,0.4504989210629254,-1.1929391254800281,4.334190650837735,1.5487975925759706e-05,1.5196724270730428,True,7,7,15.595,-1.0,2019-05-06,2025-12-31,85,0.13759411764705884,255.01418585526315,2019:162:+0.103;2020_2022:770:+0.084;2023:253:+0.148;2024_2025:513:+0.143,2019:162:+0.103;2020:258:+0.021;2021:256:+0.123;2022:256:+0.109;2023:253:+0.148;2024:259:+0.199;2025:254:+0.085,30,2.0,0,0,1.5487975925759706e-05,0.0005207667925177227,0.00016612329602167205,0.1841826006474741,0.0004334776396929807,False,True
MNQ_NYSE_OPEN_O30_E2_RR2_NO_FILTER,NYSE_OPEN,NO_FILTER,1702,0.11217385428907167,28.673311461759862,0.10410721909184774,0.45161062583374084,-1.1935196032452844,4.294974835793413,1.8458144002408005e-05,1.6001927125787034,True,7,7,16.595,-1.0,2019-05-06,2025-12-31,85,0.13759411764705884,255.61492598684208,2019:165:+0.083;2020_2022:770:+0.084;2023:254:+0.154;2024_2025:513:+0.143,2019:165:+0.083;2020:258:+0.021;2021:256:+0.123;2022:256:+0.109;2023:254:+0.154;2024:259:+0.199;2025:254:+0.085,30,2.0,0,0,1.8458144002408005e-05,0.0005585179780038974,0.00016612329602167205,0.1841826006474741,0.0003635153379770162,False,True
MNQ_US_DATA_1000_O5_E2_RR2_NO_FILTER,US_DATA_1000,NO_FILTER,1718,0.11104220023282885,28.650873817845383,0.08160153575226463,0.4508296493678471,-1.7525011541431128,3.382282760885925,0.0007350038177518901,1.2333258199041455,True,7,7,30.061800000000005,-1.0,2019-05-06,2025-12-31,86,0.05735813953488372,258.01788651315786,2019:171:+0.144;2020_2022:774:+0.118;2023:257:+0.080;2024_2025:516:+0.106,2019:171:+0.144;2020:258:+0.002;2021:258:+0.174;2022:258:+0.177;2023:257:+0.080;2024:259:+0.186;2025:257:+0.026,5,2.0,0,0,0.0007350038177518901,0.005917117890617281,0.001681788396550935,0.1841826006474741,7.451843926364887e-06,False,True
MNQ_US_DATA_1000_O5_E2_RR2_COST_LT12,US_DATA_1000,COST_LT12,1601,0.11871886321049344,28.545503998766446,0.08658172657269134,0.4486061766395342,-1.7606864105984594,3.464351165437702,0.0005455342240244904,1.1600601494785454,True,7,7,29.061800000000005,-1.0,2019-05-06,2025-12-31,86,0.05735813953488372,240.44623766447367,2019:96:+0.205;2020_2022:748:+0.125;2023:250:+0.073;2024_2025:507:+0.116,2019:96:+0.205;2020:240:+0.010;2021:252:+0.184;2022:256:+0.174;2023:250:+0.073;2024:252:+0.199;2025:255:+0.034,5,2.0,0,0,0.0005455342240244904,0.0048824831071015,0.0013589008927457325,0.1841826006474741,3.428304778407831e-05,False,True
MNQ_NYSE_OPEN_O30_E2_RR2_COST_LT08,NYSE_OPEN,COST_LT08,1680,0.11273166666666667,28.443423231907897,0.10481406313200417,0.45211560669996165,-1.1855313467706834,4.296098177975312,1.837905450630247e-05,1.5989823219149728,True,7,7,15.068100000000001,-1.0,2019-05-06,2025-12-31,85,0.13759411764705884,252.3108552631579,2019:156:+0.075;2020_2022:762:+0.088;2023:249:+0.149;2024_2025:513:+0.143,2019:156:+0.075;2020:254:+0.023;2021:252:+0.134;2022:256:+0.109;2023:249:+0.149;2024:259:+0.199;2025:254:+0.085,30,2.0,0,0,1.837905450630247e-05,0.0005585179780038974,0.00016612329602167205,0.1841826006474741,0.0004370816162112545,False,True
MNQ_US_DATA_1000_O30_E2_RR1_5_NO_FILTER,US_DATA_1000,NO_FILTER,1708,0.11087043325526931,28.44004406866776,0.106216563658472,0.1579883981935649,-1.686616534338461,4.389713537278659,1.2045655283426027e-05,1.0471545732211813,True,7,7,22.239600000000138,-1.0,2019-05-06,2025-12-31,85,0.05149411764705884,256.5160361842105,2019:169:+0.055;2020_2022:770:+0.135;2023:256:+0.129;2024_2025:513:+0.084,2019:169:+0.055;2020:257:+0.115;2021:255:+0.137;2022:258:+0.153;2023:256:+0.129;2024:258:+0.100;2025:255:+0.067,30,1.5,0,0,1.2045655283426027e-05,0.0005033363100574447,0.00023812856209292884,0.1841826006474741,0.0005828406407258346,False,True
MNQ_US_DATA_1000_O5_E2_RR2_COST_LT10,US_DATA_1000,COST_LT10,1560,0.12065858974358974,28.268938260690785,0.08789292022618458,0.44818886966575083,-1.7607630493387378,3.471492195639054,0.0005316999260235407,1.2260893036155993,True,7,7,29.061800000000005,-1.0,2019-05-06,2025-12-31,86,0.05735813953488372,234.28865131578945,2019:73:+0.182;2020_2022:734:+0.132;2023:247:+0.075;2024_2025:506:+0.118,2019:73:+0.182;2020:230:+0.008;2021:249:+0.198;2022:255:+0.178;2023:247:+0.075;2024:252:+0.199;2025:254:+0.038,5,2.0,0,0,0.0005316999260235407,0.004843833323685092,0.0013589008927457325,0.1841826006474741,5.262531770255929e-05,False,True
MNQ_US_DATA_1000_O5_E2_RR2_COST_LT15,US_DATA_1000,COST_LT15,1650,0.1135567878787879,28.13997437294408,0.08303553493929107,0.45346300711879617,-1.7551647296656514,3.372919373981459,0.0007609730022222844,1.2605985649467963,True,6,7,29.061800000000005,-1.0,2019-05-06,2025-12-31,86,0.05735813953488372,247.80530427631578,2019:132:+0.168;2020_2022:757:+0.118;2023:251:+0.079;2024_2025:510:+0.109,2019:132:+0.168;2020:248:-0.012;2021:252:+0.184;2022:257:+0.179;2023:251:+0.079;2024:254:+0.190;2025:256:+0.030,5,2.0,0,0,0.0007609730022222844,0.006070489176818678,0.0017121892550001397,0.1841826006474741,1.4193583383004249e-05,False,True
MNQ_US_DATA_1000_O15_E2_RR1_5_COST_LT08,US_DATA_1000,COST_LT08,1614,0.11562125154894673,28.02643448807566,0.1013328761613133,0.15924141941807388,-1.868102360375071,4.071009677079413,4.9076586210655914e-05,0.802337752885116,True,7,7,18.3508,-1.0,2019-05-06,2025-12-31,85,0.15383058823529408,242.39864309210526,2019:109:+0.143;2020_2022:746:+0.136;2023:251:+0.135;2024_2025:508:+0.070,2019:109:+0.143;2020:237:+0.139;2021:252:+0.111;2022:257:+0.158;2023:251:+0.135;2024:253:+0.137;2025:255:+0.003,15,1.5,0,0,4.9076586210655914e-05,0.0008527664237594171,0.0002760557974349395,0.1841826006474741,0.0003982281594249737,False,True
MNQ_US_DATA_1000_O30_E2_RR1_5_COST_LT12,US_DATA_1000,COST_LT12,1691,0.11031643997634535,28.01628197985197,0.10553048043709837,0.16104440822265528,-1.6876087819126826,4.339600185670633,1.5119255875139865e-05,1.0634035126404526,True,7,7,22.177600000000126,-1.0,2019-05-06,2025-12-31,85,0.05149411764705884,253.96289062499997,2019:162:+0.040;2020_2022:762:+0.138;2023:255:+0.130;2024_2025:512:+0.082,2019:162:+0.040;2020:254:+0.116;2021:251:+0.141;2022:257:+0.156;2023:255:+0.130;2024:257:+0.096;2025:255:+0.067,30,1.5,0,0,1.5119255875139865e-05,0.0005207667925177227,0.00023812856209292884,0.1841826006474741,0.0005575581032640775,False,True
MNQ_NYSE_OPEN_O5_E2_RR2_NO_FILTER,NYSE_OPEN,NO_FILTER,1719,0.10803339150668992,27.890772347861834,0.0792883839377435,0.47961093183480286,-1.7115587889096764,3.287361801719132,0.0010317147481213177,2.0930573650910946,True,6,7,36.0565,-1.0,2019-05-06,2025-12-31,87,0.03682413793103446,258.1680715460526,2019:171:+0.049;2020_2022:775:+0.078;2023:257:+0.053;2024_2025:516:+0.200,2019:171:+0.049;2020:259:-0.063;2021:258:+0.143;2022:258:+0.154;2023:257:+0.053;2024:259:+0.286;2025:257:+0.114,5,2.0,0,0,0.0010317147481213177,0.007482063565921126,0.0027215726505230983,0.1841826006474741,4.672627174073796e-06,False,True
MNQ_NYSE_OPEN_O5_E2_RR2_COST_LT15,NYSE_OPEN,COST_LT15,1704,0.10897846244131455,27.889255479029604,0.07989317801106813,0.4794674310188371,-1.7126219403537333,3.2979532284698645,0.0009939891776427057,2.051528688276659,True,6,7,34.4271,-1.0,2019-05-06,2025-12-31,87,0.03682413793103446,255.91529605263156,2019:166:+0.066;2020_2022:766:+0.077;2023:256:+0.048;2024_2025:516:+0.200,2019:166:+0.066;2020:255:-0.060;2021:254:+0.133;2022:257:+0.159;2023:256:+0.048;2024:259:+0.286;2025:257:+0.114,5,2.0,0,0,0.0009939891776427057,0.0073296260788359175,0.0027215726505230983,0.1841826006474741,5.730781004187335e-06,False,True
MNQ_NYSE_OPEN_O5_E2_RR2_COST_LT12,NYSE_OPEN,COST_LT12,1695,0.10897893805309733,27.742074146792756,0.07985935314249633,0.48031359837029775,-1.712166521311142,3.2878397317924133,0.00103026653295539,2.042737471892023,True,6,7,33.4271,-1.0,2019-05-06,2025-12-31,87,0.03682413793103446,254.56363075657893,2019:163:+0.069;2020_2022:765:+0.075;2023:252:+0.054;2024_2025:515:+0.198,2019:163:+0.069;2020:255:-0.060;2021:254:+0.133;2022:256:+0.153;2023:252:+0.054;2024:258:+0.283;2025:257:+0.114,5,2.0,0,0,0.00103026653295539,0.007482063565921126,0.0027215726505230983,0.1841826006474741,6.002077634792435e-06,False,True
MNQ_US_DATA_1000_O30_E2_RR1_5_COST_LT15,US_DATA_1000,COST_LT15,1699,0.10845821071218366,27.67467110402961,0.10378354845875344,0.16401698390656816,-1.6867493041865576,4.277846579441931,1.9922298023943648e-05,1.0644590274786905,True,7,7,22.239600000000138,-1.0,2019-05-06,2025-12-31,85,0.05149411764705884,255.1643708881579,2019:165:+0.047;2020_2022:766:+0.132;2023:256:+0.129;2024_2025:512:+0.082,2019:165:+0.047;2020:255:+0.112;2021:253:+0.132;2022:258:+0.153;2023:256:+0.129;2024:257:+0.096;2025:255:+0.067,30,1.5,0,0,1.9922298023943648e-05,0.0005827272172003517,0.00023812856209292884,0.1841826006474741,0.0004187155749083016,False,True
MNQ_US_DATA_1000_O30_E2_RR1_5_COST_LT10,US_DATA_1000,COST_LT10,1684,0.10932749406175774,27.650190943667766,0.10455734586496382,0.16354609481482993,-1.6867763534359368,4.29067474404253,1.8826255876344976e-05,1.06819875233002,True,7,7,22.177600000000126,-1.0,2019-05-06,2025-12-31,85,0.05149411764705884,252.91159539473682,2019:158:+0.027;2020_2022:760:+0.139;2023:254:+0.126;2024_2025:512:+0.082,2019:158:+0.027;2020:253:+0.121;2021:250:+0.142;2022:257:+0.156;2023:254:+0.126;2024:257:+0.096;2025:255:+0.067,30,1.5,0,0,1.8826255876344976e-05,0.0005600013400506006,0.00023812856209292884,0.1841826006474741,0.0004948551200704698,False,True
MNQ_NYSE_OPEN_O15_E2_RR1_5_COST_LT10,NYSE_OPEN,COST_LT10,1699,0.10743449087698645,27.413454276315786,0.09632059437362828,0.17581284080577697,-1.8138623600353305,3.970231614645532,7.47989695625399e-05,1.579853307806108,True,6,7,19.2481,-1.0,2019-05-06,2025-12-31,86,0.15385581395348838,255.1643708881579,2019:164:+0.099;2020_2022:765:+0.098;2023:255:+0.044;2024_2025:515:+0.155,2019:164:+0.099;2020:254:-0.010;2021:254:+0.215;2022:257:+0.090;2023:255:+0.044;2024:259:+0.140;2025:256:+0.170,15,1.5,0,0,7.47989695625399e-05,0.0011902918327882622,0.00038837926503626486,0.1841826006474741,0.0001307323874202848,False,True
MNQ_NYSE_OPEN_O30_E2_RR1_5_COST_LT10,NYSE_OPEN,COST_LT10,1693,0.10771813349084466,27.388763856907893,0.10762123150701375,0.17440530983838295,-1.5790267304175256,4.428191932894172,1.0110792829348845e-05,1.452759902002662,True,7,7,16.2095,-1.0,2019-05-06,2025-12-31,85,0.10471882352941178,254.26326069078945,2019:161:+0.092;2020_2022:767:+0.091;2023:252:+0.117;2024_2025:513:+0.133,2019:161:+0.092;2020:256:+0.031;2021:255:+0.109;2022:256:+0.133;2023:252:+0.117;2024:259:+0.184;2025:254:+0.081,30,1.5,0,0,1.0110792829348845e-05,0.0005033363100574447,0.00016612329602167205,0.1841826006474741,0.0007433299264076321,False,True
MNQ_NYSE_OPEN_O5_E2_RR2_COST_LT10,NYSE_OPEN,COST_LT10,1667,0.10900827834433113,27.291143585526314,0.07980125077906791,0.48189029824060486,-1.7110792163865831,3.2581981916975904,0.001143793750951773,2.0627318957633167,True,6,7,32.8305,-1.0,2019-05-06,2025-12-31,87,0.03682413793103446,250.3584498355263,2019:141:+0.092;2020_2022:762:+0.069;2023:250:+0.052;2024_2025:514:+0.201,2019:141:+0.092;2020:254:-0.067;2021:253:+0.127;2022:255:+0.147;2023:250:+0.052;2024:257:+0.288;2025:257:+0.114,5,2.0,0,0,0.001143793750951773,0.007997442362232515,0.002913436912801686,0.1841826006474741,7.00130409736488e-06,False,True
MNQ_NYSE_OPEN_O30_E2_RR1_5_COST_LT12,NYSE_OPEN,COST_LT12,1696,0.1070634433962264,27.27053819901315,0.10694606028901271,0.1751517337720103,-1.5795612850137422,4.404308327085489,1.127590496845718e-05,1.4864247773153918,True,7,7,16.2095,-1.0,2019-05-06,2025-12-31,85,0.10471882352941178,254.71381578947367,2019:162:+0.085;2020_2022:768:+0.090;2023:253:+0.121;2024_2025:513:+0.133,2019:162:+0.085;2020:256:+0.031;2021:256:+0.105;2022:256:+0.133;2023:253:+0.121;2024:259:+0.184;2025:254:+0.081,30,1.5,0,0,1.127590496845718e-05,0.0005033363100574447,0.00016612329602167205,0.1841826006474741,0.0006680746576643304,False,True
MNQ_US_DATA_1000_O5_E2_RR2_COST_LT08,US_DATA_1000,COST_LT08,1463,0.12395434039644566,27.235334827302633,0.09007883909810208,0.4477090184674194,-1.7611063866897696,3.4454420008936393,0.0005862635588078384,1.1568134730905457,True,7,7,29.061800000000005,-1.0,2019-05-06,2025-12-31,86,0.05735813953488372,219.720703125,2019:LOW_N=46;2020_2022:684:+0.150;2023:235:+0.060;2024_2025:498:+0.125,2019:46:+0.047;2020:203:+0.061;2021:227:+0.194;2022:254:+0.183;2023:235:+0.060;2024:247:+0.212;2025:251:+0.039,5,2.0,0,0,0.0005862635588078384,0.005093527453998795,0.0014133139364117533,0.1841826006474741,0.00012030113133998377,False,True
MNQ_NYSE_OPEN_O30_E2_RR1_5_COST_LT15,NYSE_OPEN,COST_LT15,1698,0.10633686690223793,27.117409539473684,0.10624413581412107,0.17644378082303572,-1.578565837262725,4.377980383524143,1.2709298589924416e-05,1.5136602198272657,True,7,7,17.229099999999995,-1.0,2019-05-06,2025-12-31,85,0.10471882352941178,255.01418585526315,2019:162:+0.085;2020_2022:770:+0.088;2023:253:+0.121;2024_2025:513:+0.133,2019:162:+0.085;2020:258:+0.027;2021:256:+0.105;2022:256:+0.133;2023:253:+0.121;2024:259:+0.184;2025:254:+0.081,30,1.5,0,0,1.2709298589924416e-05,0.0005123105982012154,0.00016612329602167205,0.1841826006474741,0.0005993072319531167,False,True
MNQ_NYSE_OPEN_O30_E2_RR1_5_COST_LT08,NYSE_OPEN,COST_LT08,1680,0.10732077380952382,27.07819622738487,0.10726433687722425,0.1763119970825345,-1.5761977967939227,4.396529515696886,1.1689390379861623e-05,1.5425672687392746,True,7,7,16.2095,-1.0,2019-05-06,2025-12-31,85,0.10471882352941178,252.3108552631579,2019:156:+0.068;2020_2022:762:+0.093;2023:249:+0.123;2024_2025:513:+0.133,2019:156:+0.068;2020:254:+0.030;2021:252:+0.115;2022:256:+0.133;2023:249:+0.123;2024:259:+0.184;2025:254:+0.081,30,1.5,0,0,1.1689390379861623e-05,0.0005033363100574447,0.00016612329602167205,0.1841826006474741,0.0007362994867972095,False,True
