trading_day,pnl_r,pnl_r0,outcome,is_scratch,is_is,is_oos,year,feature_fire,prev_day_low,prev_day_high,orb_mid,break_dir
2021-07-01,0.8303,0.8303,win,0,True,False,2021,0,14518.0,14599.0,14508.75,long
2021-07-02,0.6213,0.6213,win,0,True,False,2021,0,14470.75,14606.5,14683.0,long
2021-07-06,0.6913,0.6913,win,0,True,False,2021,1,14674.75,14721.5,14715.625,long
2021-07-08,-1.0,-1.0,loss,0,True,False,2021,1,14726.25,14883.75,14742.25,long
2021-07-12,-1.0,-1.0,loss,0,True,False,2021,1,14823.75,14845.0,14833.125,long
2021-07-14,0.8278,0.8278,win,0,True,False,2021,1,14794.25,14994.5,14903.125,long
2021-07-19,0.8199,0.8199,win,0,True,False,2021,0,14652.0,14683.25,14454.25,long
2021-07-20,-1.0,-1.0,loss,0,True,False,2021,0,14444.25,14666.75,14721.5,long
2021-07-21,0.6913,0.6913,win,0,True,False,2021,1,14516.75,14782.25,14769.375,long
2021-07-27,0.8278,0.8278,win,0,True,False,2021,0,15038.75,15134.25,14794.375,long
2021-07-29,-1.0,-1.0,loss,0,True,False,2021,1,14893.25,15074.75,15065.25,long
2021-07-30,-1.0,-1.0,loss,0,True,False,2021,1,14900.0,15084.0,14965.125,long
2021-08-05,0.6086,0.6086,win,0,True,False,2021,0,14996.75,15108.0,15147.875,long
2021-08-06,-1.0,-1.0,loss,0,True,False,2021,1,15069.5,15172.25,15093.125,long
2021-08-09,0.6741,0.6741,win,0,True,False,2021,0,15051.5,15095.5,15109.125,long
2021-08-12,0.7559,0.7559,win,0,True,False,2021,1,14963.0,15119.0,15048.875,long
2021-08-16,0.8226,0.8226,win,0,True,False,2021,0,15105.0,15123.0,15044.875,long
2021-08-24,0.5298,0.5298,win,0,True,False,2021,0,15103.25,15338.0,15343.5,long
2021-08-25,-1.0,-1.0,loss,0,True,False,2021,1,15309.25,15384.0,15353.0,long
2021-08-26,-1.0,-1.0,loss,0,True,False,2021,0,15333.0,15397.0,15321.875,long
2021-08-27,-1.0,-1.0,loss,0,True,False,2021,0,15255.5,15366.75,15433.25,long
2021-08-30,0.7274,0.7274,win,0,True,False,2021,0,15426.0,15442.25,15597.5,long
2021-08-31,0.595,0.595,win,0,True,False,2021,1,15420.0,15617.75,15568.25,long
2021-09-02,-1.0,-1.0,loss,0,True,False,2021,1,15577.75,15698.0,15596.25,long
2021-09-07,-1.0,-1.0,loss,0,True,False,2021,1,15642.0,15708.75,15694.125,long
2021-09-10,-1.0,-1.0,loss,0,True,False,2021,1,15545.75,15676.5,15579.875,long
2021-09-14,-1.0,-1.0,loss,0,True,False,2021,1,15343.25,15557.5,15407.375,long
2021-09-15,0.7945,0.7945,win,0,True,False,2021,1,15344.25,15523.75,15448.5,long
2021-09-17,-1.0,-1.0,loss,0,True,False,2021,0,15359.0,15533.0,15313.875,long
2021-09-20,-1.0,-1.0,loss,0,True,False,2021,0,15282.5,15324.5,14931.375,long
2021-09-21,0.817,0.817,win,0,True,False,2021,1,14807.5,15338.0,15021.875,long
2021-09-23,-1.0,-1.0,loss,0,True,False,2021,0,14929.25,15227.0,15337.875,long
2021-09-30,0.787,0.787,win,0,True,False,2021,1,14711.0,14926.25,14726.25,long
2021-10-01,0.8927,0.8927,win,0,True,False,2021,1,14670.0,14884.0,14703.5,long
2021-10-04,0.8965,0.8965,win,0,True,False,2021,0,14773.5,14835.75,14407.0,long
2021-10-05,0.8573,0.8573,win,0,True,False,2021,1,14367.75,14834.75,14721.625,long
2021-10-06,0.9127,0.9127,win,0,True,False,2021,1,14410.0,14754.5,14665.875,long
2021-10-08,0.8396,0.8396,win,0,True,False,2021,1,14796.25,15001.25,14802.5,long
2021-10-11,0.7657,0.7657,win,0,True,False,2021,1,14751.0,14828.75,14769.875,long
2021-10-12,0.8639,0.8639,win,0,True,False,2021,0,14664.25,14896.75,14658.875,long
2021-10-13,-1.0,-1.0,loss,0,True,False,2021,1,14585.5,14783.25,14755.25,long
2021-10-14,0.7703,0.7703,win,0,True,False,2021,0,14591.5,14801.75,15026.0,long
2021-10-15,0.7945,0.7945,win,0,True,False,2021,0,14789.25,15071.5,15092.75,long
2021-10-19,0.548,0.548,win,0,True,False,2021,0,15038.5,15300.0,15385.625,long
2021-10-20,0.8253,0.8253,win,0,True,False,2021,1,15272.75,15428.5,15341.25,long
2021-10-21,0.5101,0.5101,win,0,True,False,2021,1,15319.25,15446.75,15430.375,long
2021-10-22,-1.0,-1.0,loss,0,True,False,2021,1,15300.75,15483.75,15339.625,long
2021-10-26,-1.0,-1.0,loss,0,True,False,2021,0,15296.5,15545.75,15558.0,long
2021-10-27,-1.0,-1.0,loss,0,True,False,2021,0,15502.75,15701.0,15705.25,long
2021-10-28,0.8226,0.8226,win,0,True,False,2021,0,15507.25,15717.25,15727.625,long
2021-11-01,-1.0,-1.0,loss,0,True,False,2021,0,15863.75,15897.0,15829.875,long
2021-11-05,,0.0,scratch,1,True,False,2021,1,16152.75,16378.5,16315.0,long
2021-11-16,0.6993,0.6993,win,0,True,False,2021,0,16082.75,16276.5,16295.25,long
2021-11-17,0.7336,0.7336,win,0,True,False,2021,1,16142.5,16323.75,16323.625,long
2021-11-30,0.8842,0.8842,win,0,True,False,2021,1,16037.0,16437.75,16137.5,long
2021-12-02,0.9515,0.9515,win,0,True,False,2021,1,15826.5,16427.75,15951.5,long
2021-12-06,-1.0,-1.0,loss,0,True,False,2021,1,15538.0,16121.75,15865.5,long
2021-12-07,0.7831,0.7831,win,0,True,False,2021,0,15559.25,15897.0,16316.125,long
2021-12-08,0.7657,0.7657,win,0,True,False,2021,1,15825.0,16375.0,16339.875,long
2021-12-09,-1.0,-1.0,loss,0,True,False,2021,1,16251.5,16436.0,16272.125,long
2021-12-13,0.9159,0.9159,win,0,True,False,2021,1,16135.75,16337.25,16137.0,long
2021-12-15,-1.0,-1.0,loss,0,True,False,2021,1,15734.5,16133.0,15809.25,long
2021-12-16,-1.0,-1.0,loss,0,True,False,2021,1,15740.25,16300.0,15943.25,long
2021-12-20,0.921,0.921,win,0,True,False,2021,0,15651.0,15956.75,15541.625,long
2021-12-21,0.8374,0.8374,win,0,True,False,2021,0,15491.75,15851.75,15893.375,long
2021-12-27,0.6086,0.6086,win,0,True,False,2021,0,16145.25,16355.75,16536.875,long
2022-01-03,0.7559,0.7559,win,0,True,False,2022,1,16313.25,16464.0,16430.375,long
2022-01-06,0.8607,0.8607,win,0,True,False,2022,1,15751.75,16270.0,15779.125,long
2022-01-07,-1.0,-1.0,loss,0,True,False,2022,1,15598.5,15895.75,15621.0,long
2022-01-10,0.9265,0.9265,win,0,True,False,2022,0,15510.25,15853.25,15361.5,long
2022-01-11,0.8141,0.8141,win,0,True,False,2022,0,15152.5,15668.75,15790.5,long
2022-01-12,-1.0,-1.0,loss,0,True,False,2022,0,15474.5,15840.0,15899.125,long
2022-01-14,0.9215,0.9215,win,0,True,False,2022,0,15458.25,15979.25,15424.75,long
2022-01-18,0.8607,0.8607,win,0,True,False,2022,0,15507.5,15653.75,15239.125,long
2022-01-20,-1.0,-1.0,loss,0,True,False,2022,1,15011.0,15372.25,15190.5,long
2022-01-21,0.932,0.932,win,0,True,False,2022,0,14646.75,15340.5,14606.875,long
2022-01-24,0.9713,0.9713,win,0,True,False,2022,0,14408.25,14858.5,14014.5,long
2022-01-25,0.9391,0.9391,win,0,True,False,2022,1,13706.25,14579.75,14183.375,long
2022-01-27,-1.0,-1.0,loss,0,True,False,2022,1,13943.75,14642.25,14006.625,long
2022-01-31,0.8806,0.8806,win,0,True,False,2022,0,13830.75,14442.5,14744.625,long
2022-02-02,0.87,0.87,win,0,True,False,2022,1,14729.25,15138.0,15056.875,long
2022-02-08,-1.0,-1.0,loss,0,True,False,2022,1,14511.25,14806.5,14696.375,long
2022-02-15,-1.0,-1.0,loss,0,True,False,2022,0,14030.75,14394.0,14532.5,long
2022-02-18,0.8768,0.8768,win,0,True,False,2022,0,14133.5,14619.75,13936.5,long
2022-02-23,0.9127,0.9127,win,0,True,False,2022,1,13592.25,14108.75,13669.125,long
2022-02-24,0.9454,0.9454,win,0,True,False,2022,1,13471.25,14069.0,13505.125,long
2022-02-28,-1.0,-1.0,loss,0,True,False,2022,1,13759.25,14198.0,14114.5,long
2022-03-01,-1.0,-1.0,loss,0,True,False,2022,1,13691.0,14292.5,13990.75,long
2022-03-04,-1.0,-1.0,loss,0,True,False,2022,0,13955.0,14391.25,13880.625,long
2022-03-07,-1.0,-1.0,loss,0,True,False,2022,0,13733.5,14086.0,13481.0,long
2022-03-10,0.9188,0.9188,win,0,True,False,2022,1,13192.0,13822.5,13480.875,long
2022-03-14,0.9312,0.9312,win,0,True,False,2022,0,13330.25,13398.75,13043.375,long
2022-03-15,-1.0,-1.0,loss,0,True,False,2022,1,13013.5,13441.5,13299.875,long
2022-03-16,-1.0,-1.0,loss,0,True,False,2022,0,12941.75,13486.75,13710.125,long
2022-03-17,0.846,0.846,win,0,True,False,2022,0,13417.0,14025.75,14038.125,long
2022-03-21,0.9461,0.9461,win,0,True,False,2022,0,14395.0,14434.75,14234.5,long
2022-03-22,0.8573,0.8573,win,0,True,False,2022,0,14183.75,14466.75,14615.875,long
2022-03-23,-1.0,-1.0,loss,0,True,False,2022,1,14292.5,14692.0,14511.875,long
2022-03-24,0.8992,0.8992,win,0,True,False,2022,1,14441.5,14682.75,14641.125,long
2022-03-25,0.87,0.87,win,0,True,False,2022,1,14433.25,14775.0,14660.375,long
2022-03-28,-1.0,-1.0,loss,0,True,False,2022,0,14729.25,14777.25,14838.125,long
2022-03-29,0.8853,0.8853,win,0,True,False,2022,0,14658.75,14996.5,15118.125,long
2022-04-01,0.883,0.883,win,0,True,False,2022,0,14855.5,15181.0,14747.125,long
2022-04-06,0.9121,0.9121,win,0,True,False,2022,0,14780.0,15199.25,14491.25,long
2022-04-14,0.8685,0.8685,win,0,True,False,2022,1,13921.5,14266.75,13982.25,long
2022-04-18,-1.0,-1.0,loss,0,True,False,2022,1,13792.25,13894.5,13889.25,long
2022-04-19,-1.0,-1.0,loss,0,True,False,2022,0,13729.25,14002.25,14135.625,long
2022-04-20,0.8974,0.8974,win,0,True,False,2022,1,13828.0,14240.75,14067.625,long
2022-04-26,0.8992,0.8992,win,0,True,False,2022,0,13183.75,13550.0,13112.375,long
2022-04-28,0.9381,0.9381,win,0,True,False,2022,0,12930.5,13255.0,13406.25,long
2022-04-29,-1.0,-1.0,loss,0,True,False,2022,1,13033.5,13542.25,13112.375,long
2022-05-03,0.8983,0.8983,win,0,True,False,2022,0,12709.5,13084.5,13139.5,long
2022-05-04,0.9199,0.9199,win,0,True,False,2022,1,12968.0,13184.0,13105.625,long
2022-05-05,0.9226,0.9226,win,0,True,False,2022,0,12882.0,13555.25,12880.75,long
2022-05-10,0.9407,0.9407,win,0,True,False,2022,1,12131.5,12623.75,12369.25,long
2022-05-18,-1.0,-1.0,loss,0,True,False,2022,0,12245.75,12593.5,12022.75,long
2022-05-20,0.9698,0.9698,win,0,True,False,2022,0,11704.25,12077.0,11538.75,long
2022-05-23,0.9375,0.9375,win,0,True,False,2022,0,11857.0,11938.25,11962.0,long
2022-05-24,0.8965,0.8965,win,0,True,False,2022,0,11783.75,12075.5,11664.75,long
2022-05-25,0.8781,0.8781,win,0,True,False,2022,1,11576.25,11898.0,11833.125,long
2022-05-26,0.8499,0.8499,win,0,True,False,2022,0,11671.0,12033.25,12297.875,long
2022-05-31,0.9312,0.9312,win,0,True,False,2022,0,12702.0,12882.5,12688.125,long
2022-06-01,0.9188,0.9188,win,0,True,False,2022,1,12480.0,12825.5,12509.625,long
2022-06-02,0.8794,0.8794,win,0,True,False,2022,1,12454.75,12823.25,12803.75,long
2022-06-06,0.8974,0.8974,win,0,True,False,2022,0,12527.0,12591.25,12592.625,long
2022-06-10,0.9171,0.9171,win,0,True,False,2022,0,12255.5,12726.0,11866.75,long
2022-06-13,0.9009,0.9009,win,0,True,False,2022,0,11679.25,11829.25,11418.125,long
2022-06-17,-1.0,-1.0,loss,0,True,False,2022,1,11068.75,11774.0,11350.125,long
2022-06-29,0.859,0.859,win,0,True,False,2022,0,11661.5,12174.25,11645.5,long
2022-06-30,-1.0,-1.0,loss,0,True,False,2022,1,11564.0,11749.0,11620.25,long
2022-07-05,-1.0,-1.0,loss,0,True,False,2022,0,11501.0,11658.5,11669.375,long
2022-07-07,0.859,0.859,win,0,True,False,2022,0,11728.25,11974.0,12092.25,long
2022-07-08,0.808,0.808,win,0,True,False,2022,1,11837.25,12168.75,12114.0,long
2022-07-11,-1.0,-1.0,loss,0,True,False,2022,0,12092.25,12155.0,11984.875,long
2022-07-12,-1.0,-1.0,loss,0,True,False,2022,1,11853.0,12127.5,11885.5,long
2022-07-14,0.883,0.883,win,0,True,False,2022,1,11478.0,11998.0,11698.125,long
2022-07-15,-1.0,-1.0,loss,0,True,False,2022,0,11511.0,11843.75,11976.75,long
2022-07-19,0.8499,0.8499,win,0,True,False,2022,0,11857.75,12186.75,12209.375,long
2022-07-21,0.926,0.926,win,0,True,False,2022,0,12236.0,12517.5,12566.625,long
2022-07-28,0.808,0.808,win,0,True,False,2022,0,12244.75,12690.0,12690.0,long
2022-07-29,0.848,0.848,win,0,True,False,2022,1,12449.25,12948.0,12900.25,long
2022-08-04,-1.0,-1.0,loss,0,True,False,2022,1,12867.25,13310.5,13304.125,long
2022-08-05,-1.0,-1.0,loss,0,True,False,2022,1,13184.5,13356.0,13224.25,long
2022-08-10,0.8794,0.8794,win,0,True,False,2022,0,12963.25,13233.5,13347.25,long
2022-08-11,-1.0,-1.0,loss,0,True,False,2022,0,12981.75,13408.0,13409.75,long
2022-08-12,0.787,0.787,win,0,True,False,2022,1,13284.75,13575.75,13503.25,long
2022-08-16,0.8328,0.8328,win,0,True,False,2022,1,13495.75,13705.75,13672.125,long
2022-08-18,-1.0,-1.0,loss,0,True,False,2022,1,13406.25,13673.25,13543.625,long
2022-08-19,-1.0,-1.0,loss,0,True,False,2022,0,13411.25,13575.5,13246.25,long
2022-08-24,0.7945,0.7945,win,0,True,False,2022,1,12823.5,13019.0,12916.75,long
2022-08-25,-1.0,-1.0,loss,0,True,False,2022,0,12825.75,13012.0,13065.25,long
2022-08-29,0.8896,0.8896,win,0,True,False,2022,0,12460.0,12512.0,12564.375,long
2022-09-02,-1.0,-1.0,loss,0,True,False,2022,1,12018.25,12319.5,12140.125,long
2022-09-07,0.8917,0.8917,win,0,True,False,2022,1,11930.0,12244.75,12163.625,long
2022-09-08,-1.0,-1.0,loss,0,True,False,2022,1,11922.25,12306.25,12268.875,long
2022-09-09,-1.0,-1.0,loss,0,True,False,2022,0,12117.0,12379.5,12592.625,long
2022-09-16,-1.0,-1.0,loss,0,True,False,2022,0,11891.75,12260.0,11828.125,long
2022-09-21,0.8199,0.8199,win,0,True,False,2022,1,11828.5,12092.5,11986.25,long
2022-09-29,-1.0,-1.0,loss,0,True,False,2022,1,11141.75,11612.5,11175.125,long
2022-10-03,0.8875,0.8875,win,0,True,False,2022,0,10972.5,11051.25,11262.625,long
2022-10-06,-1.0,-1.0,loss,0,True,False,2022,1,11368.0,11711.0,11614.0,long
2022-10-07,-1.0,-1.0,loss,0,True,False,2022,0,11477.25,11730.0,11125.0,long
2022-10-10,0.9287,0.9287,win,0,True,False,2022,0,10985.5,11068.75,10949.375,long
2022-10-11,-1.0,-1.0,loss,0,True,False,2022,1,10876.75,11136.5,10953.375,long
2022-10-14,-1.0,-1.0,loss,0,True,False,2022,1,10484.5,11142.25,10829.625,long
2022-10-17,0.7908,0.7908,win,0,True,False,2022,0,10705.0,10802.5,11108.375,long
2022-10-18,-1.0,-1.0,loss,0,True,False,2022,0,10761.5,11199.0,11221.125,long
2022-10-21,0.9017,0.9017,win,0,True,False,2022,1,11008.0,11329.0,11254.25,long
2022-10-24,0.8818,0.8818,win,0,True,False,2022,0,11389.0,11530.75,11386.0,long
2022-10-26,0.883,0.883,win,0,True,False,2022,1,11430.5,11732.75,11483.875,long
2022-10-28,0.7506,0.7506,win,0,True,False,2022,1,10924.5,11537.75,11533.0,long
2022-11-02,0.7609,0.7609,win,0,True,False,2022,0,11288.75,11619.0,11218.75,long
2022-11-08,-1.0,-1.0,loss,0,True,False,2022,0,10775.75,11038.5,11087.75,long
2022-11-10,0.8937,0.8937,win,0,True,False,2022,0,10822.0,11164.75,11467.125,long
2022-11-14,-1.0,-1.0,loss,0,True,False,2022,1,11569.5,11876.75,11876.625,long
2022-11-17,0.8303,0.8303,win,0,True,False,2022,1,11706.0,11962.25,11748.5,long
2022-11-21,0.817,0.817,win,0,True,False,2022,0,11606.5,11844.0,11605.375,long
2022-11-23,0.7703,0.7703,win,0,True,False,2022,0,11525.5,11759.25,11806.25,long
2022-11-29,0.7559,0.7559,win,0,True,False,2022,0,11574.75,11788.25,11481.875,long
2022-11-30,0.9781,0.9781,win,0,True,False,2022,1,11465.0,11704.25,11595.25,long
2022-12-01,0.8864,0.8864,win,0,True,False,2022,1,11497.75,12077.75,12037.0,long
2022-12-05,-1.0,-1.0,loss,0,True,False,2022,1,11740.25,12068.0,11834.625,long
2022-12-06,-1.0,-1.0,loss,0,True,False,2022,0,11745.25,12015.0,11554.5,long
2022-12-08,0.8303,0.8303,win,0,True,False,2022,0,11423.25,11596.0,11660.75,long
2022-12-09,-1.0,-1.0,loss,0,True,False,2022,1,11434.25,11685.5,11657.5,long
2022-12-12,-1.0,-1.0,loss,0,True,False,2022,1,11516.5,11748.0,11710.875,long
2022-12-14,0.8853,0.8853,win,0,True,False,2022,1,11797.0,12330.0,12023.875,long
2022-12-15,-1.0,-1.0,loss,0,True,False,2022,0,11728.75,12069.5,11420.5,long
2022-12-16,-1.0,-1.0,loss,0,True,False,2022,0,11404.0,11898.25,11295.125,long
2022-12-20,-1.0,-1.0,loss,0,True,False,2022,1,11131.5,11411.0,11207.0,long
2022-12-21,0.8015,0.8015,win,0,True,False,2022,0,11042.75,11247.25,11333.5,long
2022-12-22,0.8714,0.8714,win,0,True,False,2022,0,11181.0,11389.75,10881.0,long
2022-12-27,-1.0,-1.0,loss,0,True,False,2022,1,10915.75,11143.25,10937.5,long
2022-12-29,0.7945,0.7945,win,0,True,False,2022,0,10758.25,10996.5,11028.25,long
2022-12-30,-1.0,-1.0,loss,0,True,False,2022,1,10777.5,11071.5,10909.0,long
2023-01-04,-1.0,-1.0,loss,0,True,False,2023,1,10844.25,11181.75,11029.625,long
2023-01-06,0.8396,0.8396,win,0,True,False,2023,0,10804.75,11046.25,11050.25,long
2023-01-10,0.8253,0.8253,win,0,True,False,2023,1,11120.25,11385.5,11225.75,long
2023-01-12,0.9385,0.9385,win,0,True,False,2023,1,11239.5,11479.5,11474.875,long
2023-01-13,0.8555,0.8555,win,0,True,False,2023,1,11288.5,11580.0,11534.25,long
2023-01-17,0.817,0.817,win,0,True,False,2023,1,11510.25,11638.25,11627.625,long
2023-01-18,0.8655,0.8655,win,0,True,False,2023,0,11530.0,11685.0,11505.5,long
2023-01-19,0.8623,0.8623,win,0,True,False,2023,0,11467.75,11759.5,11378.25,long
2023-01-20,0.8742,0.8742,win,0,True,False,2023,0,11308.5,11486.75,11538.0,long
2023-01-23,0.7395,0.7395,win,0,True,False,2023,0,11365.25,11686.0,11968.0,long
2023-01-24,0.7747,0.7747,win,0,True,False,2023,1,11650.25,11983.0,11912.125,long
2023-01-25,0.8907,0.8907,win,0,True,False,2023,0,11835.75,12010.0,11808.25,long
2023-01-26,0.8048,0.8048,win,0,True,False,2023,0,11604.5,11976.5,12006.125,long
2023-01-27,0.8253,0.8253,win,0,True,False,2023,0,11867.25,12113.25,12232.75,long
2023-02-02,0.8937,0.8937,win,0,True,False,2023,0,12055.0,12525.0,12866.125,long
2023-02-06,-1.0,-1.0,loss,0,True,False,2023,0,12550.5,12877.75,12517.25,long
2023-02-07,0.9671,0.9671,win,0,True,False,2023,1,12456.5,12608.75,12505.5,long
2023-02-10,-1.0,-1.0,loss,0,True,False,2023,0,12366.0,12729.5,12334.0,long
2023-02-14,-1.0,-1.0,loss,0,True,False,2023,0,12265.0,12567.75,12588.25,long
2023-02-15,0.8537,0.8537,win,0,True,False,2023,1,12390.5,12685.75,12657.625,long
2023-02-16,0.8755,0.8755,win,0,True,False,2023,1,12524.25,12756.75,12633.375,long
2023-02-17,0.8439,0.8439,win,0,True,False,2023,0,12455.25,12792.5,12286.25,long
2023-02-22,-1.0,-1.0,loss,0,True,False,2023,1,12091.5,12379.5,12155.75,long
2023-02-23,0.8015,0.8015,win,0,True,False,2023,1,12034.25,12190.75,12076.75,long
2023-02-24,0.883,0.883,win,0,True,False,2023,0,12028.0,12261.0,11947.875,long
2023-03-01,-1.0,-1.0,loss,0,True,False,2023,0,12025.75,12173.75,11969.375,long
2023-03-02,0.7657,0.7657,win,0,True,False,2023,0,11925.0,12142.0,11920.375,long
2023-03-03,0.8303,0.8303,win,0,True,False,2023,0,11831.5,12096.25,12263.0,long
2023-03-13,0.9165,0.9165,win,0,True,False,2023,1,11977.25,12163.25,12079.125,long
2023-03-14,-1.0,-1.0,loss,0,True,False,2023,0,11806.25,12223.25,12267.625,long
2023-03-15,-1.0,-1.0,loss,0,True,False,2023,1,12025.0,12356.5,12271.5,long
2023-03-21,-1.0,-1.0,loss,0,True,False,2023,0,12525.5,12727.0,12810.375,long
2023-03-22,0.714,0.714,win,0,True,False,2023,0,12676.25,12897.5,12911.75,long
2023-03-23,-1.0,-1.0,loss,0,True,False,2023,1,12677.5,13081.75,12926.125,long
2023-03-24,-1.0,-1.0,loss,0,True,False,2023,1,12705.25,13031.5,12825.125,long
2023-03-27,0.8141,0.8141,win,0,True,False,2023,0,12902.5,12942.5,12807.25,long
2023-04-03,0.8351,0.8351,win,0,True,False,2023,0,13236.25,13275.5,13166.0,long
2023-04-05,0.7703,0.7703,win,0,True,False,2023,0,13168.75,13348.75,13041.75,long
2023-04-06,0.859,0.859,win,0,True,False,2023,1,13006.0,13247.25,13152.0,long
2023-04-13,0.7395,0.7395,win,0,True,False,2023,1,12930.5,13241.0,13162.25,long
2023-04-14,0.8818,0.8818,win,0,True,False,2023,1,12925.25,13228.5,13071.5,long
2023-04-17,-1.0,-1.0,loss,0,True,False,2023,0,13186.0,13214.75,13120.375,long
2023-04-18,0.8374,0.8374,win,0,True,False,2023,1,13077.0,13218.0,13172.375,long
2023-04-21,0.846,0.846,win,0,True,False,2023,1,13022.0,13199.75,13081.375,long
2023-04-24,0.7559,0.7559,win,0,True,False,2023,0,13060.5,13073.75,13020.375,long
2023-04-27,0.7609,0.7609,win,0,True,False,2023,0,12863.0,13012.5,13190.25,long
2023-05-01,-1.0,-1.0,loss,0,True,False,2023,0,13305.0,13324.5,13344.0,long
2023-05-02,0.8111,0.8111,win,0,True,False,2023,0,13258.75,13367.25,13187.875,long
2023-05-05,0.7747,0.7747,win,0,True,False,2023,0,13001.75,13172.0,13292.875,long
2023-05-08,-1.0,-1.0,loss,0,True,False,2023,0,13310.75,13330.75,13343.75,long
2023-05-11,-1.0,-1.0,loss,0,True,False,2023,1,13202.0,13448.0,13433.75,long
2023-05-16,-1.0,-1.0,loss,0,True,False,2023,0,13350.0,13479.0,13530.25,long
2023-05-22,-1.0,-1.0,loss,0,True,False,2023,0,13794.25,13842.5,13910.0,long
2023-05-23,-1.0,-1.0,loss,0,True,False,2023,0,13824.25,13946.75,13776.625,long
2023-05-24,0.8015,0.8015,win,0,True,False,2023,0,13711.0,13977.25,13608.5,long
2023-05-31,0.8499,0.8499,win,0,True,False,2023,0,14336.25,14570.0,14326.375,long
2023-06-01,0.8048,0.8048,win,0,True,False,2023,0,14252.5,14430.0,14451.875,long
2023-06-09,0.7908,0.7908,win,0,True,False,2023,0,14257.0,14527.0,14587.125,long
2023-06-12,0.8111,0.8111,win,0,True,False,2023,0,14553.75,14610.0,14858.375,long
2023-06-13,-1.0,-1.0,loss,0,True,False,2023,0,14754.0,15024.25,15093.625,long
2023-06-15,-1.0,-1.0,loss,0,True,False,2023,0,14976.0,15244.0,15309.0,long
2023-06-21,0.867,0.867,win,0,True,False,2023,0,15126.25,15310.25,15055.375,long
2023-06-22,0.7945,0.7945,win,0,True,False,2023,1,15002.5,15273.0,15120.5,long
2023-06-27,0.8607,0.8607,win,0,True,False,2023,1,14853.5,15152.25,15084.375,long
2023-07-06,0.8714,0.8714,win,0,True,False,2023,0,15255.25,15431.75,15202.0,long
2023-07-11,-1.0,-1.0,loss,0,True,False,2023,1,15063.5,15219.75,15197.375,long
2023-07-12,0.8555,0.8555,win,0,True,False,2023,0,15109.0,15279.75,15444.75,long
2023-07-13,-1.0,-1.0,loss,0,True,False,2023,0,15254.5,15507.75,15664.0,long
2023-07-14,-1.0,-1.0,loss,0,True,False,2023,0,15466.0,15741.25,15752.375,long
2023-07-18,0.8351,0.8351,win,0,True,False,2023,0,15661.0,15886.75,15941.75,long
2023-07-21,-1.0,-1.0,loss,0,True,False,2023,1,15547.5,15904.5,15631.875,long
2023-07-24,0.8226,0.8226,win,0,True,False,2023,1,15544.25,15571.0,15550.375,long
2023-07-26,-1.0,-1.0,loss,0,True,False,2023,1,15549.0,15739.5,15557.375,long
2023-07-31,0.8141,0.8141,win,0,True,False,2023,0,15840.5,15916.5,15833.5,long
2023-08-02,-1.0,-1.0,loss,0,True,False,2023,0,15684.0,15889.0,15495.125,long
2023-08-07,-1.0,-1.0,loss,0,True,False,2023,0,15365.0,15398.75,15422.125,long
2023-08-09,-1.0,-1.0,loss,0,True,False,2023,1,15216.25,15492.0,15251.75,long
2023-08-16,0.8199,0.8199,win,0,True,False,2023,0,15076.0,15335.0,15012.75,long
2023-08-18,0.883,0.883,win,0,True,False,2023,0,14730.25,15018.0,14712.125,long
2023-08-21,0.8639,0.8639,win,0,True,False,2023,0,14756.25,14788.0,14938.375,long
2023-08-22,-1.0,-1.0,loss,0,True,False,2023,1,14720.5,15013.75,14958.875,long
2023-08-24,-1.0,-1.0,loss,0,True,False,2023,1,14955.25,15355.75,14975.25,long
2023-08-29,0.7336,0.7336,win,0,True,False,2023,0,14973.25,15126.75,15381.375,long
2023-08-30,-1.0,-1.0,loss,0,True,False,2023,0,15050.0,15443.25,15504.125,long
2023-09-05,0.817,0.817,win,0,True,False,2023,1,15505.5,15578.5,15530.875,long
2023-09-06,0.8303,0.8303,win,0,True,False,2023,0,15418.5,15587.0,15352.0,long
2023-09-08,-1.0,-1.0,loss,0,True,False,2023,1,15157.5,15395.5,15323.625,long
2023-09-11,0.8141,0.8141,win,0,True,False,2023,0,15298.25,15322.0,15643.0,long
2023-09-13,-1.0,-1.0,loss,0,True,False,2023,1,15484.0,15680.0,15602.625,long
2023-09-15,-1.0,-1.0,loss,0,True,False,2023,0,15531.0,15714.75,15376.75,long
2023-09-19,0.8639,0.8639,win,0,True,False,2023,1,15330.5,15460.75,15332.375,long
2023-09-21,-1.0,-1.0,loss,0,True,False,2023,0,15114.0,15436.5,14989.625,long
2023-09-25,-1.0,-1.0,loss,0,True,False,2023,1,14878.0,14915.0,14883.25,long
2023-10-02,-1.0,-1.0,loss,0,True,False,2023,0,14934.75,15007.25,14912.0,long
2023-10-04,-1.0,-1.0,loss,0,True,False,2023,1,14651.5,15031.0,14833.625,long
2023-10-05,0.8983,0.8983,win,0,True,False,2023,1,14589.25,14955.75,14809.25,long
2023-10-09,0.8983,0.8983,win,0,True,False,2023,0,14990.5,15076.0,15117.75,long
2023-10-10,-1.0,-1.0,loss,0,True,False,2023,0,14949.25,15212.75,15280.75,long
2023-10-13,0.8623,0.8623,win,0,True,False,2023,0,15216.25,15469.5,15073.0,long
2023-10-16,0.8755,0.8755,win,0,True,False,2023,0,15118.25,15161.75,15268.875,long
