sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1001,406,0.40559440559440557,0.04045591133004926,0.016408691308691308,0.07966741755896939,1.6052539838695823,0.10843792151191274,210,0.06406476190476192,1.8568605939824334,196,0.015160714285714277,0.41121726598160946,2025-12-31,2026-01-02,2026-01-01,True
OOS,64,37,0.578125,-0.031027027027027018,-0.017937499999999995,-0.047607949467875894,-0.28958785116752656,0.7721315623046513,15,-0.03286000000000002,-0.18556195002529247,22,-0.02977727272727272,-0.21692874162145015,2025-12-31,2026-01-02,2026-01-01,True
