sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1537,1224,0.7963565387117761,0.09223251633986927,0.07344996746909563,0.10543850249608944,3.6888410155153415,0.00022527792954389579,663,0.09701975867269985,2.909005437897301,561,0.08657486631016043,2.2936513851956133,2025-12-31,2026-01-02,2026-01-01,True
OOS,85,84,0.9882352941176471,0.13741785714285712,0.13580117647058823,0.1661098931785914,1.5224223183438477,0.12790329612431756,45,0.06487777777777778,0.5389095897584019,39,0.2211179487179487,1.6203808422041899,2025-12-31,2026-01-02,2026-01-01,True
