sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1537,1528,0.9941444372153546,0.09017035340314136,0.08964235523747562,0.10377139215944796,4.05638642110497,4.98377804905709e-05,811,0.11134254007398274,3.69930814890209,717,0.06622245467224547,2.0103054902528843,2025-12-31,2026-01-02,2026-01-01,True
OOS,85,85,1.0,0.1472529411764706,0.1472529411764706,0.1779887827349869,1.6409754953246563,0.10080250201164141,46,0.08462826086956522,0.7088627166315401,39,0.2211179487179487,1.6203808422041899,2025-12-31,2026-01-02,2026-01-01,True
