inst,sess,apt,rr,dir,n_on,n_off,expr_on,expr_off,delta
MES,SINGAPORE_OPEN,30,2.0,long,202,566,-0.06874356435643565,-0.0632726148409894,-0.005470949515446258
MES,SINGAPORE_OPEN,30,2.0,short,153,511,-0.12248300653594771,-0.14079060665362036,0.018307600117672657
MES,LONDON_METALS,5,1.0,long,190,544,0.05602421052631581,-0.1315290441176471,0.1875532546439629
MES,LONDON_METALS,5,1.0,short,167,544,-0.0059640718562874355,-0.14543584558823525,0.1394717737319478
MES,LONDON_METALS,5,1.5,long,190,544,0.015159999999999995,-0.09171691176470592,0.10687691176470591
MES,LONDON_METALS,5,1.5,short,167,544,-0.011151497005988038,-0.18709871323529417,0.17594721622930615
MES,LONDON_METALS,5,2.0,long,190,544,-0.0020105263157894674,-0.10341654411764706,0.1014060178018576
MES,LONDON_METALS,5,2.0,short,167,544,-0.029378443113772468,-0.19969062499999998,0.17031218188622751
MES,LONDON_METALS,15,1.0,long,173,580,-0.0489329479768786,-0.05521965517241379,0.006286707195535188
MES,LONDON_METALS,15,1.0,short,184,503,0.005408152173913057,-0.10327256461232605,0.10868071678623911
MES,LONDON_METALS,15,1.5,long,172,577,-0.03734767441860467,-0.04200918544194108,0.004661511023336409
MES,LONDON_METALS,15,1.5,short,183,501,0.016179781420765017,-0.10670479041916167,0.12288457183992668
MES,LONDON_METALS,15,2.0,long,171,574,-0.03221871345029242,-0.05609146341463415,0.02387274996434173
MES,LONDON_METALS,15,2.0,short,183,499,-0.007399453551912563,-0.12112444889779561,0.11372499534588305
MES,LONDON_METALS,30,1.0,long,177,579,-0.1070135593220339,-0.038382383419689116,-0.06863117590234477
MES,LONDON_METALS,30,1.0,short,173,488,0.016571098265895937,-0.07351024590163932,0.09008134416753526
MES,LONDON_METALS,30,1.5,long,176,576,-0.0482971590909091,-0.003017708333333324,-0.04527945075757577
MES,LONDON_METALS,30,1.5,short,169,484,0.010271005917159754,-0.04033698347107438,0.05060798938823413
MES,LONDON_METALS,30,2.0,long,175,564,-0.008393142857142856,-0.01880673758865251,0.010413594731509653
MES,LONDON_METALS,30,2.0,short,169,478,-0.004805917159763287,-0.027905439330543902,0.023099522170780616
MES,EUROPE_FLOW,5,1.0,long,173,546,-0.10519017341040458,-0.17834670329670327,0.07315652988629869
MES,EUROPE_FLOW,5,1.0,short,184,543,-0.00280706521739132,-0.20983130755064452,0.2070242423332532
MES,EUROPE_FLOW,5,1.5,long,173,545,-0.12745028901734104,-0.15788422018348627,0.030433931166145234
MES,EUROPE_FLOW,5,1.5,short,184,543,-0.09426630434782605,-0.2286005524861879,0.13433424813836187
MES,EUROPE_FLOW,5,2.0,long,173,544,-0.212906936416185,-0.17855496323529407,-0.03435197318089092
MES,EUROPE_FLOW,5,2.0,short,184,543,-0.10268532608695649,-0.20306261510128915,0.10037728901433265
MES,EUROPE_FLOW,15,1.0,long,174,574,-0.02614137931034483,-0.06572979094076653,0.039588411630421705
MES,EUROPE_FLOW,15,1.0,short,183,515,0.003106557377049184,-0.1586205825242718,0.16172713990132098
MES,EUROPE_FLOW,15,1.5,long,174,572,-0.03527701149425288,-0.11299527972027973,0.07771826822602684
MES,EUROPE_FLOW,15,1.5,short,183,515,-0.06993169398907105,-0.16840388349514565,0.0984721895060746
MES,EUROPE_FLOW,15,2.0,long,174,571,-0.027612068965517243,-0.09669772329246937,0.06908565432695213
MES,EUROPE_FLOW,15,2.0,short,183,515,-0.17199890710382512,-0.12973514563106794,-0.04226376147275718
MES,EUROPE_FLOW,30,1.0,long,185,591,-0.02681783783783779,-0.06023959390862945,0.03342175607079166
MES,EUROPE_FLOW,30,1.0,short,171,491,0.03266666666666667,-0.11671670061099795,0.14938336727766463
MES,EUROPE_FLOW,30,1.5,long,185,587,-0.055180540540540564,-0.11160545144804086,0.0564249109075003
MES,EUROPE_FLOW,30,1.5,short,171,490,-0.004106432748538014,-0.09353408163265306,0.08942764888411504
MES,EUROPE_FLOW,30,2.0,long,184,581,0.003576630434782624,-0.08779862306368331,0.09137525349846594
MES,EUROPE_FLOW,30,2.0,short,171,487,-0.14458713450292396,-0.07379219712525668,-0.07079493737766727
MES,US_DATA_830,5,1.0,long,183,531,-0.08863770491803279,-0.15250018832391715,0.06386248340588437
MES,US_DATA_830,5,1.0,short,168,521,0.05158809523809523,-0.09030441458733206,0.14189250982542728
MES,US_DATA_830,5,1.5,long,181,522,-0.0323977900552486,-0.17434386973180077,0.14194607967655218
MES,US_DATA_830,5,1.5,short,162,515,-0.011534567901234562,-0.12733417475728157,0.11579960685604701
MES,US_DATA_830,5,2.0,long,180,513,-0.06665444444444445,-0.17474191033138406,0.10808746588693961
MES,US_DATA_830,5,2.0,short,160,512,-0.035071874999999995,-0.10694335937500003,0.07187148437500004
MES,US_DATA_830,15,1.0,long,167,533,0.028588023952095816,-0.0803183864915572,0.10890641044365301
MES,US_DATA_830,15,1.0,short,182,508,-0.039235714285714256,-0.09782066929133855,0.058584955005624294
MES,US_DATA_830,15,1.5,long,163,518,0.09153742331288342,-0.11006621621621623,0.20160363952909965
MES,US_DATA_830,15,1.5,short,176,502,-0.039851136363636346,-0.0889250996015936,0.049073963237957256
MES,US_DATA_830,15,2.0,long,159,509,-0.02124465408805033,-0.13604381139489197,0.11479915730684163
MES,US_DATA_830,15,2.0,short,174,497,-0.009168965517241393,-0.10416861167002012,0.09499964615277873
MES,US_DATA_830,30,1.0,long,160,536,-0.012118125000000021,-0.043866417910447764,0.03174829291044774
MES,US_DATA_830,30,1.0,short,180,493,-0.08148277777777778,-0.10484077079107504,0.02335799301329726
MES,US_DATA_830,30,1.5,long,158,515,0.07612848101265822,-0.08488582524271845,0.16101430625537666
MES,US_DATA_830,30,1.5,short,174,486,-0.19469367816091954,-0.12935905349794238,-0.06533462466297715
MES,US_DATA_830,30,2.0,long,154,500,0.14123051948051946,-0.08029339999999997,0.22152391948051942
MES,US_DATA_830,30,2.0,short,171,473,-0.2324637426900585,-0.1580735729386892,-0.0743901697513693
MES,NYSE_OPEN,5,1.0,long,174,547,-0.0668471264367816,0.027055210237659978,-0.09390233667444159
MES,NYSE_OPEN,5,1.0,short,181,532,0.04044364640883979,0.0015704887218045303,0.03887315768703526
MES,NYSE_OPEN,5,1.5,long,173,539,-0.02903699421965317,0.024929499072356205,-0.05396649329200938
MES,NYSE_OPEN,5,1.5,short,179,529,0.08109441340782118,0.031010396975425316,0.050084016432395864
MES,NYSE_OPEN,5,2.0,long,172,526,0.00969302325581396,0.06149904942965777,-0.051806026173843805
MES,NYSE_OPEN,5,2.0,short,178,520,0.17961741573033707,0.009030384615384603,0.17058703111495246
MES,NYSE_OPEN,15,1.0,long,171,528,-0.06144912280701755,0.09923219696969698,-0.16068131977671454
MES,NYSE_OPEN,15,1.0,short,177,500,0.14376497175141242,-0.03376319999999995,0.1775281717514124
MES,NYSE_OPEN,15,1.5,long,157,494,-0.08931656050955415,0.12225546558704456,-0.2115720260965987
MES,NYSE_OPEN,15,1.5,short,167,478,0.21435688622754498,-0.0158753138075314,0.23023220003507638
MES,NYSE_OPEN,15,2.0,long,147,455,-0.1063374149659864,0.09780373626373626,-0.20414115122972265
MES,NYSE_OPEN,15,2.0,short,158,452,0.17748987341772154,-0.023831194690265525,0.20132106810798706
MES,NYSE_OPEN,30,1.0,long,141,471,0.06749574468085104,-0.002153078556263279,0.06964882323711431
MES,NYSE_OPEN,30,1.0,short,165,428,0.1456575757575758,0.025787850467289725,0.11986972529028607
MES,NYSE_OPEN,30,1.5,long,116,411,-0.005516379310344834,-0.04622262773722632,0.04070624842688148
MES,NYSE_OPEN,30,1.5,short,141,380,0.14331418439716312,0.01918736842105265,0.12412681597611047
MES,NYSE_OPEN,30,2.0,long,98,349,-0.1795214285714286,-0.181043553008596,0.0015221244371673992
MES,NYSE_OPEN,30,2.0,short,128,338,0.12759921875000002,-0.06434023668639055,0.19193945543639057
MES,US_DATA_1000,5,1.0,long,183,555,0.030616393442622944,-0.07754198198198198,0.10815837542460492
MES,US_DATA_1000,5,1.0,short,170,522,0.09175,0.0037637931034482865,0.0879862068965517
MES,US_DATA_1000,5,1.5,long,182,545,0.09292142857142854,-0.11889779816513764,0.21181922673656617
MES,US_DATA_1000,5,1.5,short,168,514,0.14841964285714285,0.0349873540856031,0.11343228877153974
MES,US_DATA_1000,5,2.0,long,178,530,0.08745112359550561,-0.12556924528301888,0.2130203688785245
MES,US_DATA_1000,5,2.0,short,165,500,0.16195636363636362,0.0723512,0.08960516363636362
MES,US_DATA_1000,15,1.0,long,174,558,0.012287931034482752,-0.03013279569892473,0.04242072673340748
MES,US_DATA_1000,15,1.0,short,161,472,0.08859627329192545,0.06088940677966101,0.027706866512264436
MES,US_DATA_1000,15,1.5,long,167,523,0.07710239520958083,-0.04269847036328871,0.11980086557286954
MES,US_DATA_1000,15,1.5,short,158,454,0.1319727848101266,0.10477621145374448,0.027196573356382106
MES,US_DATA_1000,15,2.0,long,148,478,-0.0241554054054054,-0.06913326359832639,0.04497785819292099
MES,US_DATA_1000,15,2.0,short,147,425,0.07061224489795918,0.05890564705882353,0.011706597839135656
MES,US_DATA_1000,30,1.0,long,146,475,0.09199999999999997,0.008286736842105276,0.0837132631578947
MES,US_DATA_1000,30,1.0,short,156,435,0.02660384615384616,0.05294597701149427,-0.02634213085764811
MES,US_DATA_1000,30,1.5,long,119,410,0.04563697478991601,-0.007213902439024384,0.0528508772289404
MES,US_DATA_1000,30,1.5,short,140,388,0.049468571428571396,0.0549925257731959,-0.0055239543446245
MES,US_DATA_1000,30,2.0,long,99,345,-0.18906161616161615,-0.13371536231884057,-0.05534625384277558
MES,US_DATA_1000,30,2.0,short,120,353,-0.13566666666666666,-0.005537677053824369,-0.13012898961284228
MES,COMEX_SETTLE,5,1.0,long,197,560,0.017982233502538057,-0.0923982142857143,0.11038044778825236
MES,COMEX_SETTLE,5,1.0,short,150,483,-0.03301466666666668,-0.08962546583850932,0.05661079917184264
MES,COMEX_SETTLE,5,1.5,long,195,557,-0.0315071794871795,-0.0865145421903052,0.0550073627031257
MES,COMEX_SETTLE,5,1.5,short,149,480,-0.0026087248322147535,-0.13267729166666672,0.13006856683445198
MES,COMEX_SETTLE,5,2.0,long,193,549,0.025286010362694306,-0.06934189435336978,0.09462790471606408
MES,COMEX_SETTLE,5,2.0,short,149,479,0.0005550335570469739,-0.11274843423799583,0.1133034677950428
MES,COMEX_SETTLE,15,1.0,long,179,498,-0.07603240223463684,0.014352008032128527,-0.09038441026676536
MES,COMEX_SETTLE,15,1.0,short,153,500,-0.05664640522875818,-0.055950800000000016,-0.0006956052287581671
MES,COMEX_SETTLE,15,1.5,long,169,473,-0.13458284023668637,-0.0059640591966173395,-0.12861878104006905
MES,COMEX_SETTLE,15,1.5,short,147,480,-0.0737204081632653,-0.08804333333333332,0.014322925170068015
MES,COMEX_SETTLE,15,2.0,long,158,438,-0.22055253164556965,-0.05720844748858447,-0.16334408415698518
MES,COMEX_SETTLE,15,2.0,short,141,462,-0.08002198581560284,-0.1275008658008658,0.04747887998526297
MES,COMEX_SETTLE,30,1.0,long,144,460,-0.04904583333333333,0.06355847826086956,-0.1126043115942029
MES,COMEX_SETTLE,30,1.0,short,144,440,-0.03537361111111112,-0.06768750000000001,0.03231388888888889
MES,COMEX_SETTLE,30,1.5,long,130,409,-0.15743615384615384,0.053848899755501216,-0.21128505360165506
MES,COMEX_SETTLE,30,1.5,short,131,401,-0.05166946564885496,-0.07742693266832916,0.0257574670194742
MES,COMEX_SETTLE,30,2.0,long,114,354,-0.3390500000000001,-0.06811723163841808,-0.270932768361582
MES,COMEX_SETTLE,30,2.0,short,120,373,-0.11480416666666668,-0.10280536193029491,-0.011998804736371771
MES,CME_PRECLOSE,5,1.0,long,141,467,0.16211985815602836,-0.004657601713062081,0.16677745986909046
MES,CME_PRECLOSE,5,1.0,short,156,428,0.13693717948717948,-0.024405607476635487,0.16134278696381496
MES,CME_PRECLOSE,5,1.5,long,116,403,0.08458706896551725,-0.018533995037220825,0.10312106400273807
MES,CME_PRECLOSE,5,1.5,short,131,370,0.030185496183206092,-0.10412567567567567,0.13431117185888175
MES,CME_PRECLOSE,5,2.0,long,94,361,-0.05389468085106382,-0.06732465373961218,0.013429972888548358
MES,CME_PRECLOSE,5,2.0,short,112,319,-0.05992500000000002,-0.19129310344827585,0.13136810344827582
MES,NYSE_CLOSE,5,1.0,long,81,242,0.03873333333333333,-0.03543760330578511,0.07417093663911845
MES,NYSE_CLOSE,5,1.0,short,72,200,-0.03959305555555556,-0.1794025,0.13980944444444443
MES,NYSE_CLOSE,5,1.5,long,53,188,-0.26731698113207547,-0.13969308510638295,-0.12762389602569252
MES,NYSE_CLOSE,5,1.5,short,59,152,-0.20388305084745761,-0.3884723684210527,0.1845893175735951
MES,NYSE_CLOSE,5,2.0,long,44,154,-0.4586931818181819,-0.2929915584415584,-0.16570162337662353
MES,NYSE_CLOSE,5,2.0,short,54,132,-0.35578888888888893,-0.5381924242424242,0.18240353535353526
MES,NYSE_CLOSE,15,1.0,short,43,89,-0.14385116279069768,-0.023707865168539333,-0.12014329762215835
MES,NYSE_CLOSE,15,1.5,short,33,63,-0.3702,-0.1707111111111111,-0.19948888888888888
MES,NYSE_CLOSE,15,2.0,short,30,56,-0.44795333333333337,-0.20690714285714287,-0.2410461904761905
MGC,CME_REOPEN,5,1.0,long,68,107,0.05151911764705881,-0.16186168224299066,0.2133807998900495
MGC,CME_REOPEN,5,1.0,short,53,113,-0.024520754716981147,-0.214983185840708,0.19046243112372685
MGC,CME_REOPEN,5,1.5,long,62,98,0.06813225806451612,-0.19544795918367344,0.2635802172481896
MGC,CME_REOPEN,5,1.5,short,46,96,-0.28505869565217395,-0.39769999999999994,0.11264130434782599
MGC,CME_REOPEN,5,2.0,long,55,93,0.008169090909090893,-0.15047204301075265,0.15864113391984355
MGC,CME_REOPEN,5,2.0,short,41,94,-0.5397243902439025,-0.4501872340425532,-0.08953715620134933
MGC,CME_REOPEN,15,1.0,long,49,82,0.08947551020408162,-0.013292682926829289,0.10276819313091091
MGC,CME_REOPEN,15,1.5,long,46,75,0.035134782608695674,-0.18106133333333338,0.21619611594202906
MGC,CME_REOPEN,15,2.0,long,41,73,-0.010707317073170733,-0.14182191780821915,0.1311146007350484
MGC,CME_REOPEN,30,1.0,long,31,47,0.010874193548387095,0.10719148936170213,-0.09631729581331504
MGC,TOKYO_OPEN,5,1.0,long,112,202,-0.1555125,-0.11099702970297025,-0.04451547029702975
MGC,TOKYO_OPEN,5,1.0,short,129,200,-0.13317054263565892,-0.34739249999999994,0.21422195736434102
MGC,TOKYO_OPEN,5,1.5,long,112,202,-0.09275000000000001,-0.10549603960396041,0.012746039603960396
MGC,TOKYO_OPEN,5,1.5,short,129,200,-0.16049534883720928,-0.34421000000000007,0.1837146511627908
MGC,TOKYO_OPEN,5,2.0,long,112,202,-0.07979553571428576,-0.060374752475247526,-0.01942078323903823
MGC,TOKYO_OPEN,5,2.0,short,129,200,-0.2083217054263566,-0.34615100000000004,0.13782929457364343
MGC,TOKYO_OPEN,15,1.0,long,115,225,0.035866086956521735,-0.03386444444444443,0.06973053140096616
MGC,TOKYO_OPEN,15,1.0,short,125,177,-0.10863599999999998,-0.21488644067796606,0.10625044067796607
MGC,TOKYO_OPEN,15,1.5,long,114,224,0.0654324561403509,-0.02435803571428573,0.08979049185463663
MGC,TOKYO_OPEN,15,1.5,short,125,177,-0.09113199999999998,-0.1671949152542373,0.07606291525423732
MGC,TOKYO_OPEN,15,2.0,long,114,223,0.03731578947368419,-0.021586098654708504,0.0589018881283927
MGC,TOKYO_OPEN,15,2.0,short,125,177,-0.08704240000000002,-0.1897474576271187,0.10270505762711868
MGC,TOKYO_OPEN,30,1.0,long,131,226,0.021348854961832066,-0.03858097345132744,0.059929828413159504
MGC,TOKYO_OPEN,30,1.0,short,109,174,0.055684403669724755,-0.11929885057471264,0.1749832542444374
MGC,TOKYO_OPEN,30,1.5,long,129,225,0.0912968992248062,0.006212888888888881,0.08508401033591732
MGC,TOKYO_OPEN,30,1.5,short,107,174,0.017142990654205565,-0.11134195402298852,0.1284849446771941
MGC,TOKYO_OPEN,30,2.0,long,127,224,0.020185826771653575,-0.012129017857142868,0.03231484462879644
MGC,TOKYO_OPEN,30,2.0,short,106,174,0.01187075471698113,-0.05766954022988509,0.06954029494686621
MGC,SINGAPORE_OPEN,5,1.0,long,127,201,0.05303700787401572,-0.09592786069651739,0.1489648685705331
MGC,SINGAPORE_OPEN,5,1.0,short,114,201,0.05650526315789476,-0.24933631840796022,0.305841581565855
MGC,SINGAPORE_OPEN,5,1.5,long,127,201,-0.000830708661417352,-0.10342985074626866,0.10259914208485131
MGC,SINGAPORE_OPEN,5,1.5,short,114,201,0.01963333333333333,-0.24714726368159207,0.2667805970149254
MGC,SINGAPORE_OPEN,5,2.0,long,127,201,0.035670866141732274,-0.037365671641791026,0.0730365377835233
MGC,SINGAPORE_OPEN,5,2.0,short,114,201,-0.06345438596491226,-0.2722771144278607,0.20882272846294841
MGC,SINGAPORE_OPEN,15,1.0,long,123,208,-0.04814634146341464,-0.10445192307692307,0.056305581613508425
MGC,SINGAPORE_OPEN,15,1.0,short,117,192,-0.08497692307692307,-0.22144739583333337,0.13647047275641028
MGC,SINGAPORE_OPEN,15,1.5,long,123,208,-0.10620894308943091,-0.04924951923076925,-0.05695942385866166
MGC,SINGAPORE_OPEN,15,1.5,short,117,192,-0.02636324786324788,-0.25788541666666664,0.23152216880341878
MGC,SINGAPORE_OPEN,15,2.0,long,121,207,-0.1401677685950413,-0.03721400966183573,-0.10295375893320556
MGC,SINGAPORE_OPEN,15,2.0,short,117,191,0.02866239316239321,-0.3323743455497382,0.36103673871213143
MGC,SINGAPORE_OPEN,30,1.0,long,109,214,-0.12763853211009174,0.017887850467289725,-0.14552638257738146
MGC,SINGAPORE_OPEN,30,1.0,short,122,180,0.01272377049180327,-0.13015277777777778,0.14287654826958104
MGC,SINGAPORE_OPEN,30,1.5,long,108,213,-0.11851203703703705,0.07601032863849765,-0.19452236567553471
MGC,SINGAPORE_OPEN,30,1.5,short,122,180,0.02178524590163935,-0.15629111111111113,0.17807635701275049
MGC,SINGAPORE_OPEN,30,2.0,long,102,210,-0.18206960784313728,0.09509904761904764,-0.27716865546218494
MGC,SINGAPORE_OPEN,30,2.0,short,118,180,0.060479661016949196,-0.14974222222222228,0.21022188323917146
MGC,LONDON_METALS,5,1.0,long,128,205,-0.16989687500000003,-0.11520390243902438,-0.05469297256097565
MGC,LONDON_METALS,5,1.0,short,113,196,-0.04270707964601773,-0.22542244897959185,0.18271536933357413
MGC,LONDON_METALS,5,1.5,long,128,205,-0.20365703124999995,-0.09082682926829266,-0.11283020198170729
MGC,LONDON_METALS,5,1.5,short,113,196,-0.022687610619469018,-0.2671663265306123,0.24447871591114326
MGC,LONDON_METALS,5,2.0,long,128,205,-0.10354609374999992,-0.035370731707317096,-0.06817536204268282
MGC,LONDON_METALS,5,2.0,short,112,196,0.032255357142857155,-0.323809693877551,0.35606505102040814
MGC,LONDON_METALS,15,1.0,long,131,203,-0.006930534351145034,0.04201527093596058,-0.04894580528710561
MGC,LONDON_METALS,15,1.0,short,110,198,0.023771818181818182,-0.16260858585858587,0.18638040404040404
MGC,LONDON_METALS,15,1.5,long,131,203,0.1102053435114504,0.09415221674876847,0.01605312676268192
MGC,LONDON_METALS,15,1.5,short,109,198,-0.06924495412844037,-0.27469040404040407,0.2054454499119637
MGC,LONDON_METALS,15,2.0,long,129,203,0.14564961240310076,0.0807985221674877,0.06485109023561306
MGC,LONDON_METALS,15,2.0,short,108,197,-0.13589629629629632,-0.2899162436548223,0.154019947358526
MGC,LONDON_METALS,30,1.0,long,122,214,0.09283688524590164,0.02347616822429907,0.06936071702160257
MGC,LONDON_METALS,30,1.0,short,118,183,0.014305932203389804,-0.05739945355191255,0.07170538575530236
MGC,LONDON_METALS,30,1.5,long,122,212,0.14249262295081963,0.012675943396226425,0.1298166795545932
MGC,LONDON_METALS,30,1.5,short,118,181,0.020063559322033925,-0.12297624309392263,0.14303980241595657
MGC,LONDON_METALS,30,2.0,long,117,211,0.21794615384615382,0.05680094786729859,0.16114520597885523
MGC,LONDON_METALS,30,2.0,short,117,178,0.0032230769230769266,-0.0883174157303371,0.09154049265341403
MGC,EUROPE_FLOW,5,1.0,long,129,222,-0.14667984496124029,-0.1000536036036036,-0.04662624135763668
MGC,EUROPE_FLOW,5,1.0,short,112,179,-0.03152589285714286,-0.1381804469273743,0.10665455407023144
MGC,EUROPE_FLOW,5,1.5,long,129,222,-0.05960077519379844,-0.07806396396396395,0.018463188770165513
MGC,EUROPE_FLOW,5,1.5,short,112,179,-0.031039285714285703,-0.14827430167597763,0.11723501596169193
MGC,EUROPE_FLOW,5,2.0,long,129,222,-0.043851162790697666,-0.04811531531531531,0.004264152524617641
MGC,EUROPE_FLOW,5,2.0,short,112,179,-0.07381696428571427,-0.19039050279329606,0.11657353850758179
MGC,EUROPE_FLOW,15,1.0,long,117,219,0.04355213675213674,-0.19606803652968033,0.23962017328181706
MGC,EUROPE_FLOW,15,1.0,short,123,182,-0.0566089430894309,-0.08120824175824173,0.02459929866881083
MGC,EUROPE_FLOW,15,1.5,long,117,219,0.09609059829059828,-0.18874977168949775,0.28484036998009604
MGC,EUROPE_FLOW,15,1.5,short,122,181,-0.1497606557377049,-0.1408430939226519,-0.008917561815052988
MGC,EUROPE_FLOW,15,2.0,long,116,218,0.15658103448275865,-0.13799311926605506,0.2945741537488137
MGC,EUROPE_FLOW,15,2.0,short,122,181,-0.06291311475409833,-0.15619944751381215,0.09328633275971382
MGC,EUROPE_FLOW,30,1.0,long,120,218,0.045889999999999986,-0.10684724770642202,0.152737247706422
MGC,EUROPE_FLOW,30,1.0,short,119,180,-0.11856806722689085,-0.02461833333333333,-0.09394973389355753
MGC,EUROPE_FLOW,30,1.5,long,120,218,0.0762325,-0.07869633027522933,0.15492883027522933
MGC,EUROPE_FLOW,30,1.5,short,119,179,-0.21548823529411754,-0.010674860335195522,-0.20481337495892202
MGC,EUROPE_FLOW,30,2.0,long,117,217,0.13798461538461543,0.01590092165898615,0.12208369372562927
MGC,EUROPE_FLOW,30,2.0,short,118,176,-0.23536186440677964,-0.0057028409090909005,-0.22965902349768874
MGC,US_DATA_830,5,1.0,long,117,181,-0.04082307692307691,-0.04913093922651932,0.00830786230344241
MGC,US_DATA_830,5,1.0,short,119,193,-0.04527478991596639,-0.12453056994818654,0.07925578003222014
MGC,US_DATA_830,5,1.5,long,114,173,-0.12177719298245607,-0.05896184971098265,-0.06281534327147342
MGC,US_DATA_830,5,1.5,short,117,187,-0.029111965811965845,-0.13843208556149733,0.10932011974953149
MGC,US_DATA_830,5,2.0,long,112,166,-0.045957142857142884,-0.09229698795180723,0.04633984509466434
MGC,US_DATA_830,5,2.0,short,117,183,0.07864871794871794,-0.17911256830601094,0.2577612862547289
MGC,US_DATA_830,15,1.0,long,122,178,0.012310655737704929,0.04411516853932584,-0.03180451280162091
MGC,US_DATA_830,15,1.0,short,106,169,0.07959716981132076,-0.04413195266272189,0.12372912247404265
MGC,US_DATA_830,15,1.5,long,117,165,-0.05178290598290597,0.048912727272727274,-0.10069563325563324
MGC,US_DATA_830,15,1.5,short,100,161,0.060882000000000006,-0.025611180124223594,0.0864931801242236
MGC,US_DATA_830,15,2.0,long,112,156,-0.20009375000000001,0.01770512820512818,-0.2177988782051282
MGC,US_DATA_830,15,2.0,short,90,148,0.015257777777777756,-0.07410743243243241,0.08936521021021017
MGC,US_DATA_830,30,1.0,long,119,171,-0.08379159663865546,0.035201754385964915,-0.11899335102462037
MGC,US_DATA_830,30,1.0,short,92,153,0.06080652173913043,-0.01620915032679739,0.07701567206592783
MGC,US_DATA_830,30,1.5,long,107,151,-0.2055588785046729,0.0661596026490066,-0.27171848115367947
MGC,US_DATA_830,30,1.5,short,82,138,0.08625731707317072,-0.049297826086956514,0.13555514316012723
MGC,US_DATA_830,30,2.0,long,99,140,-0.30058080808080806,0.06377071428571432,-0.36435152236652235
MGC,US_DATA_830,30,2.0,short,75,124,0.1253053333333333,-0.12680564516129034,0.2521109784946236
MGC,NYSE_OPEN,5,1.0,long,118,208,-0.05395169491525424,-0.04733605769230767,-0.0066156372229465715
MGC,NYSE_OPEN,5,1.0,short,122,190,-0.03823442622950823,0.019883684210526307,-0.05811811044003454
MGC,NYSE_OPEN,5,1.5,long,115,207,-0.06344173913043483,-0.04019323671497585,-0.023248502415458977
MGC,NYSE_OPEN,5,1.5,short,120,188,-0.12379750000000002,-0.007307446808510646,-0.11649005319148938
MGC,NYSE_OPEN,5,2.0,long,112,199,-0.0864642857142857,-0.06295477386934671,-0.02350951184493899
MGC,NYSE_OPEN,5,2.0,short,118,187,-0.06859406779661016,-0.06606898395721926,-0.0025250838393909014
MGC,NYSE_OPEN,15,1.0,long,101,200,0.03514257425742574,0.03429549999999999,0.0008470742574257506
MGC,NYSE_OPEN,15,1.0,short,115,159,0.06590521739130437,-0.027597484276729565,0.09350270166803393
MGC,NYSE_OPEN,15,1.5,long,88,180,-0.013932954545454533,-0.06737777777777779,0.05344482323232325
MGC,NYSE_OPEN,15,1.5,short,102,142,-0.047278431372549036,-0.05036901408450705,0.003090582711958015
MGC,NYSE_OPEN,15,2.0,long,79,162,-0.1032772151898734,-0.19800864197530862,0.09473142678543522
MGC,NYSE_OPEN,15,2.0,short,96,133,-0.06798854166666667,-0.06473383458646619,-0.0032547070802004807
MGC,NYSE_OPEN,30,1.0,long,85,158,0.13105411764705885,0.023403797468354446,0.1076503201787044
MGC,NYSE_OPEN,30,1.0,short,84,120,0.10546785714285714,-0.03308833333333335,0.1385561904761905
MGC,NYSE_OPEN,30,1.5,long,65,129,0.048975384615384615,-0.06252945736434107,0.11150484197972568
MGC,NYSE_OPEN,30,1.5,short,69,107,-0.00640579710144929,-0.047570093457943934,0.04116429635649464
MGC,NYSE_OPEN,30,2.0,long,54,113,-0.1678703703703704,-0.1627761061946903,-0.005094264175680097
MGC,NYSE_OPEN,30,2.0,short,59,91,-0.09069661016949151,-0.14872527472527472,0.058028664555783205
MGC,US_DATA_1000,5,1.0,long,124,211,0.012015322580645112,-0.04992890995260663,0.06194423253325174
MGC,US_DATA_1000,5,1.0,short,105,167,-0.040966666666666665,-0.09001197604790419,0.04904530938123752
MGC,US_DATA_1000,5,1.5,long,119,202,-0.04058991596638658,-0.06365445544554456,0.02306453947915798
MGC,US_DATA_1000,5,1.5,short,99,158,0.02397474747474742,-0.11228101265822786,0.13625576013297527
MGC,US_DATA_1000,5,2.0,long,115,192,0.002676521739130441,-0.05916822916666664,0.06184475090579708
MGC,US_DATA_1000,5,2.0,short,93,150,-0.10276989247311827,-0.157632,0.054862107526881726
MGC,US_DATA_1000,15,1.0,long,100,172,0.06050400000000002,0.0363453488372093,0.02415865116279072
MGC,US_DATA_1000,15,1.0,short,103,150,-0.009416504854368927,0.02242533333333333,-0.031841838187702254
MGC,US_DATA_1000,15,1.5,long,86,152,-0.0018279069767441912,0.10358552631578946,-0.10541343329253365
MGC,US_DATA_1000,15,1.5,short,88,132,-0.029584090909090897,0.05870909090909092,-0.08829318181818181
MGC,US_DATA_1000,15,2.0,long,74,133,-0.17414459459459455,0.03926390977443608,-0.21340850436903064
MGC,US_DATA_1000,15,2.0,short,79,120,-0.22588607594936708,0.10636083333333334,-0.3322469092827004
MGC,US_DATA_1000,30,1.0,long,78,137,-0.07961282051282052,0.14655839416058392,-0.22617121467340445
MGC,US_DATA_1000,30,1.0,short,76,116,-0.010982894736842113,0.13040431034482758,-0.1413872050816697
MGC,US_DATA_1000,30,1.5,long,62,107,-0.24213548387096773,0.05779158878504675,-0.2999270726560145
