trading_day,pnl_r,pnl_r0,outcome,is_is,is_oos,is_scratch,orb_US_DATA_1000_break_dir,orb_US_DATA_1000_size,o5_open,o5_close,o5_high,o5_low,o5_size,o5_volume,o5_clv,feature_fire,lane_fire
2020-09-23,1.4376,1.4376,win,True,False,0,short,56.75,11081.25,11104.5,11105.0,11075.0,30.0,10357.0,0.9833333333333333,0,1
2020-09-24,-1.0,-1.0,loss,True,False,0,long,91.25,10835.75,10898.75,10907.0,10835.25,71.75,21555.0,0.8850174216027874,1,1
2020-09-30,1.4125,1.4125,win,True,False,0,long,40.0,11418.25,11425.25,11434.5,11410.0,24.5,12715.0,0.6224489795918368,0,1
2020-10-01,-1.0,-1.0,loss,True,False,0,short,51.75,11522.75,11530.5,11540.0,11503.75,36.25,9404.0,0.7379310344827587,0,1
2020-10-05,1.4273,1.4273,win,True,False,0,long,48.5,11366.0,11386.25,11392.75,11366.0,26.75,11219.0,0.7570093457943925,1,1
2020-10-06,-1.0,-1.0,loss,True,False,0,long,50.0,11447.0,11477.25,11483.5,11444.75,38.75,12550.0,0.8387096774193549,1,1
2020-10-08,-1.0,-1.0,loss,True,False,0,short,41.75,11542.75,11524.5,11550.75,11509.0,41.75,13774.0,0.3712574850299401,0,1
2020-10-09,1.384,1.384,win,True,False,0,long,29.75,11632.5,11643.0,11645.75,11624.0,21.75,8780.0,0.8735632183908046,1,1
2020-10-12,1.4098,1.4098,win,True,False,0,long,38.75,11887.75,11886.75,11897.25,11868.0,29.25,10205.0,0.6410256410256411,0,1
2020-10-14,1.4243,1.4243,win,True,False,0,short,46.5,12132.0,12107.5,12138.75,12102.0,36.75,11049.0,0.14965986394557823,1,1
2020-10-16,-1.0,-1.0,loss,True,False,0,long,36.0,11961.75,11988.75,11996.5,11960.5,36.0,13208.0,0.7847222222222222,1,1
2020-10-19,1.4475,1.4475,win,True,False,0,short,67.75,11874.5,11869.0,11876.5,11848.25,28.25,13894.0,0.7345132743362832,0,1
2020-10-28,1.4287,1.4287,win,True,False,0,short,49.5,11303.25,11274.0,11308.5,11269.25,39.25,15446.0,0.12101910828025478,1,1
2020-10-29,1.4193,1.4193,win,True,False,0,long,43.5,11261.75,11284.25,11289.75,11249.75,40.0,14453.0,0.8625,1,1
2020-10-30,1.4527,1.4527,win,True,False,0,short,75.5,11165.5,11159.0,11173.25,11132.5,40.75,20470.0,0.6503067484662577,0,1
2020-11-02,-1.0,-1.0,loss,True,False,0,long,60.75,11176.75,11173.25,11202.75,11161.25,41.5,13983.0,0.2891566265060241,0,1
2020-11-10,1.4482,1.4482,win,True,False,0,short,68.75,11651.0,11687.0,11690.0,11621.25,68.75,22352.0,0.9563636363636364,0,1
2020-11-11,-1.0,-1.0,loss,True,False,0,long,42.5,11786.0,11790.75,11812.75,11777.25,35.5,16023.0,0.38028169014084506,0,1
2020-11-12,-1.0,-1.0,loss,True,False,0,long,52.0,11926.5,11932.0,11940.5,11907.25,33.25,12714.0,0.7443609022556391,0,1
2020-11-13,-1.0,-1.0,loss,True,False,0,short,48.5,11882.25,11863.75,11887.5,11860.5,27.0,15293.0,0.12037037037037036,1,1
2020-11-24,-1.0,-1.0,loss,True,False,0,short,28.0,11922.0,11917.25,11928.0,11915.5,12.5,9440.0,0.14,1,1
2020-11-26,-1.0,-1.0,loss,True,False,0,short,8.25,12195.0,12193.5,12195.75,12191.0,4.75,894.0,0.5263157894736842,0,1
2020-11-27,1.3566,1.3566,win,True,False,0,long,23.75,12249.0,12245.25,12259.25,12241.0,18.25,9478.0,0.2328767123287671,0,1
2020-11-30,1.3956,1.3956,win,True,False,0,short,33.25,12253.75,12245.75,12265.75,12233.5,32.25,13817.0,0.3798449612403101,0,1
2020-12-01,-1.0,-1.0,loss,True,False,0,long,45.0,12387.5,12412.75,12419.5,12383.25,36.25,15817.0,0.8137931034482758,1,1
2020-12-03,-1.0,-1.0,loss,True,False,0,long,38.5,12494.75,12508.25,12519.0,12490.75,28.25,14051.0,0.6194690265486725,0,1
2020-12-08,-1.0,-1.0,loss,True,False,0,short,31.0,12551.75,12549.25,12555.75,12537.75,18.0,14240.0,0.6388888888888888,0,1
2020-12-09,1.4476,1.4476,win,True,False,0,short,68.0,12636.0,12615.5,12637.0,12606.75,30.25,17422.0,0.2892561983471074,0,1
2020-12-14,-1.0,-1.0,loss,True,False,0,long,29.0,12519.75,12519.0,12530.0,12509.0,21.0,11813.0,0.47619047619047616,0,1
2020-12-17,-1.0,-1.0,loss,True,False,0,short,32.0,12740.25,12726.0,12745.25,12722.0,23.25,11184.0,0.17204301075268819,1,1
2020-12-21,-1.0,-1.0,loss,True,False,0,short,96.75,12582.25,12534.25,12594.75,12525.25,69.5,28570.0,0.12949640287769784,1,1
2020-12-24,-1.0,-1.0,loss,True,False,0,long,22.5,12704.0,12696.75,12709.75,12694.25,15.5,7603.0,0.16129032258064516,0,1
2020-12-28,-1.0,-1.0,loss,True,False,0,short,48.75,12798.0,12788.5,12804.5,12784.0,20.5,9824.0,0.21951219512195122,1,1
2020-12-30,-1.0,-1.0,loss,True,False,0,short,28.0,12865.0,12856.5,12869.25,12852.75,16.5,9367.0,0.22727272727272727,1,1
2021-01-04,1.4206,1.4206,win,True,False,0,short,44.25,12880.25,12873.5,12889.75,12867.25,22.5,13354.0,0.2777777777777778,0,1
2021-01-06,-1.0,-1.0,loss,True,False,0,long,74.75,12635.5,12628.5,12641.25,12613.75,27.5,13265.0,0.5363636363636364,0,1
2021-01-14,-1.0,-1.0,loss,True,False,0,long,25.25,12993.25,12996.75,13005.25,12989.25,16.0,7785.0,0.46875,0,1
2021-01-19,-1.0,-1.0,loss,True,False,0,short,54.75,12884.5,12887.5,12891.25,12857.5,33.75,17265.0,0.8888888888888888,0,1
2021-01-28,1.4469,1.4469,win,True,False,0,long,67.0,13189.0,13211.5,13225.0,13180.25,44.75,16880.0,0.6983240223463687,0,1
2021-01-29,-1.0,-1.0,loss,True,False,0,long,91.0,13083.5,13075.5,13093.75,13061.25,32.5,17616.0,0.43846153846153846,0,1
