sample,trading_day,strategy_id,outcome,pnl_r_raw,pnl_r_effective,scratch,null_pnl_non_scratch,target_price,stop_price,direction
IS,2020-01-03T00:00:00,,loss,-0.75,-0.75,0,0,8806.25,8850.0,short
IS,2020-01-15T00:00:00,,loss,-0.75,-0.75,0,0,9006.625,9067.0,short
IS,2020-01-16T00:00:00,,win,2.0442,2.0442,0,0,9125.875,9091.75,long
IS,2020-01-21T00:00:00,,loss,-0.75,-0.75,0,0,9127.5,9178.25,short
IS,2020-01-24T00:00:00,,loss,-0.75,-0.75,0,0,9130.25,9168.75,short
IS,2020-01-27T00:00:00,,loss,-0.75,-0.75,0,0,8974.125,9008.25,short
IS,2020-01-28T00:00:00,,loss,-0.75,-0.75,0,0,9066.625,9095.5,short
IS,2020-01-30T00:00:00,,win,2.1987,2.1987,0,0,9101.0,9046.75,long
IS,2020-01-31T00:00:00,,loss,-0.75,-0.75,0,0,8954.125,9026.75,short
IS,2020-02-03T00:00:00,,win,2.1132,2.1132,0,0,9147.625,9106.5,long
IS,2020-02-05T00:00:00,,loss,-0.75,-0.75,0,0,9385.75,9347.25,long
IS,2020-02-07T00:00:00,,win,2.2155,2.2155,0,0,9392.5,9450.25,short
IS,2020-02-11T00:00:00,,win,2.0815,2.0815,0,0,9547.375,9585.0,short
IS,2020-02-14T00:00:00,,loss,-0.75,-0.75,0,0,9631.75,9598.5,long
IS,2020-02-20T00:00:00,,loss,-0.75,-0.75,0,0,9566.625,9609.5,short
IS,2020-02-21T00:00:00,,win,2.1466,2.1466,0,0,9423.25,9468.75,short
IS,2020-02-24T00:00:00,,loss,-0.75,-0.75,0,0,9146.0,9081.25,long
IS,2020-02-25T00:00:00,,loss,-0.75,-0.75,0,0,8879.75,8956.75,short
IS,2020-02-26T00:00:00,,loss,-0.75,-0.75,0,0,8731.875,8930.5,short
IS,2020-02-27T00:00:00,,win,2.3506,2.3506,0,0,8606.625,8721.25,short
IS,2020-03-02T00:00:00,,loss,-0.75,-0.75,0,0,8731.375,8632.5,long
IS,2020-03-03T00:00:00,,win,2.3982,2.3982,0,0,8526.375,8697.0,short
IS,2020-03-04T00:00:00,,loss,-0.75,-0.75,0,0,8801.25,8853.75,short
IS,2020-03-05T00:00:00,,loss,-0.75,-0.75,0,0,8804.375,8696.75,long
IS,2020-03-06T00:00:00,,loss,-0.75,-0.75,0,0,8348.375,8464.75,short
IS,2020-03-09T00:00:00,,win,2.3671,2.3671,0,0,7965.25,8094.75,short
IS,2020-03-10T00:00:00,,loss,-0.75,-0.75,0,0,7964.5,8148.25,short
IS,2020-03-11T00:00:00,,win,2.3189,2.3189,0,0,7974.375,8068.0,short
IS,2020-03-12T00:00:00,,win,2.4393,2.4393,0,0,7340.125,7629.75,short
IS,2020-03-13T00:00:00,,loss,-0.75,-0.75,0,0,7436.75,7562.75,short
IS,2020-03-16T00:00:00,,loss,-0.75,-0.75,0,0,7156.5,7326.25,short
IS,2020-03-17T00:00:00,,loss,-0.75,-0.75,0,0,7533.25,7262.0,long
IS,2020-03-18T00:00:00,,loss,-0.75,-0.75,0,0,7220.25,6840.5,long
IS,2020-03-19T00:00:00,,loss,-0.75,-0.75,0,0,7456.75,7322.0,long
IS,2020-03-20T00:00:00,,loss,-0.75,-0.75,0,0,7133.25,7275.0,short
IS,2020-03-23T00:00:00,,loss,-0.75,-0.75,0,0,6866.75,7031.25,short
IS,2020-03-24T00:00:00,,win,2.3484,2.3484,0,0,7326.125,7439.0,short
IS,2020-03-25T00:00:00,,loss,-0.75,-0.75,0,0,7817.5,7651.25,long
