sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1547,806,0.5210084033613446,0.10920272952853599,0.05689553975436329,0.12280415632504262,3.486427084197895,0.0004895188108641974,430,0.10234023255813954,2.326909985648175,376,0.11705079787234042,2.628147998371471,2025-12-31,2026-01-02,2026-01-01,True
OOS,85,54,0.6352941176470588,0.09702222222222223,0.06163764705882352,0.10845513561307346,0.796979226709146,0.4254630959799531,30,0.16348000000000001,1.0140897906190904,24,0.013950000000000018,0.07420763352370043,2025-12-31,2026-01-02,2026-01-01,True
