sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1537,1537,1.0,0.08927495120364345,0.08927495120364345,0.10277626831393635,4.029301622113102,5.594280208620038e-05,815,0.10970110429447853,3.6558447032343095,722,0.06621772853185597,2.017329255931355,2025-12-31,2026-01-02,2026-01-01,True
OOS,85,85,1.0,0.1472529411764706,0.1472529411764706,0.1779887827349869,1.6409754953246563,0.10080250201164141,46,0.08462826086956522,0.7088627166315401,39,0.2211179487179487,1.6203808422041899,2025-12-31,2026-01-02,2026-01-01,True
