sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1551,1551,1.0,0.06459136041263701,0.06459136041263701,0.07426528024455792,2.9247700249838493,0.0034471086892246005,762,0.043152887139107615,1.3642512619419946,789,0.08529619771863117,2.7651161541618525,2025-12-31,2026-01-02,2026-01-01,True
OOS,88,88,1.0,0.02532386363636363,0.02532386363636363,0.026830853493332005,0.25169571614927594,0.8012762684445152,48,0.05130833333333334,0.37768961538481993,40,-0.005857500000000021,-0.03866821261050669,2025-12-31,2026-01-02,2026-01-01,True
