orb_label,rr_target,direction,signal,n_on_is,n_off_is,expr_on_is,expr_off_is,delta_is,winrate_on_is,winrate_off_is,welch_t,welch_p,n_on_oos,n_off_oos,expr_on_oos,expr_off_oos,delta_oos,same_sign_oos,role,bh_p,abs_delta_is,priority_rank
CME_PRECLOSE,1.0,long,F3_NEAR_PIVOT_50__AND__F4_ABOVE_PDH,63,680,0.2266746031746032,0.12634823529411765,0.10032636788048555,0.6825396825396826,0.6147058823529412,0.8943609440059461,0.3739739732720727,3,28,-1.0,0.1448214285714286,-1.1448214285714287,False,TAKE,0.7338357211376522,0.10032636788048555,27
CME_PRECLOSE,1.0,short,F3_NEAR_PIVOT_15__AND__F6_INSIDE_PDR,124,585,0.1407532258064516,0.044346837606837594,0.09640638819961402,0.6209677419354839,0.5675213675213675,1.0820010029066576,0.2806898138803332,3,32,-0.3719333333333334,-0.125853125,-0.24608020833333338,False,TAKE,0.728885770066141,0.09640638819961402,23
CME_PRECLOSE,1.0,long,F1_NEAR_PDH_15,140,603,0.21151071428571427,0.11705771144278608,0.0944530028429282,0.6714285714285714,0.6086235489220564,1.1667252107463935,0.24460439829954475,8,23,-0.30208750000000006,0.15094347826086957,-0.45303097826086963,False,TAKE,0.706634928420907,0.0944530028429282,23
US_DATA_1000,1.5,short,F3_NEAR_PIVOT_50,543,264,0.09444438305709023,0.18883674242424245,-0.09439235936715222,0.46408839779005523,0.5,-1.0585333044728928,0.29030745150716325,19,14,0.02994736842105263,-0.13960714285714287,0.1695545112781955,False,AVOID,0.728885770066141,0.09439235936715222,21
CME_PRECLOSE,1.0,long,F4_ABOVE_PDH,252,491,0.19133571428571428,0.10586700610997964,0.08546870817573464,0.6587301587301587,0.6008146639511202,1.2560322440902543,0.20966006270061827,10,21,-0.6238900000000001,0.34732857142857143,-0.9712185714285715,False,TAKE,0.6883286845693172,0.08546870817573464,16
NYSE_OPEN,1.5,long,F3_NEAR_PIVOT_50__AND__F5_BELOW_PDL,45,785,0.18074,0.07821452229299364,0.10252547770700637,0.4888888888888889,0.4484076433121019,0.5481691137077341,0.5860660010794558,0,28,,0.2308464285714286,,,TAKE,0.880137567996006,0.10252547770700637,15
CME_PRECLOSE,1.0,long,F1_NEAR_PDH_15__AND__F3_NEAR_PIVOT_50,106,637,0.20673867924528302,0.1228932496075353,0.08384542963774773,0.6698113207547169,0.6122448979591837,0.928164975438724,0.3548511790056697,6,25,-0.69415,0.20879599999999995,-0.902946,False,TAKE,0.7338357211376522,0.08384542963774773,11
CME_PRECLOSE,1.0,short,F3_NEAR_PIVOT_50,359,350,0.0991576601671309,0.022281999999999996,0.0768756601671309,0.5988857938718662,0.5542857142857143,1.121795776022169,0.2623308354086495,13,22,-0.42554615384615385,0.017681818181818174,-0.44322797202797204,False,TAKE,0.7235892512972922,0.0768756601671309,5
CME_PRECLOSE,1.0,long,F5_BELOW_PDL,164,579,0.07848109756097563,0.15082279792746112,-0.07234170036648549,0.5792682926829268,0.6321243523316062,-0.8936135014230943,0.37237700406609703,5,26,0.51286,-0.058050000000000004,0.57091,False,AVOID,0.7338357211376522,0.07234170036648549,-1
CME_PRECLOSE,1.0,short,F3_NEAR_PIVOT_50__AND__F4_ABOVE_PDH,44,665,0.12320454545454546,0.05710571428571428,0.06609883116883117,0.6136363636363636,0.5744360902255639,0.4688960074065093,0.6412246130238591,1,34,-1.0,-0.12185588235294119,-0.8781441176470588,False,TAKE,0.8902548980451566,0.06609883116883117,-23
CME_PRECLOSE,1.0,short,F6_INSIDE_PDR,325,384,0.08847446153846153,0.03813046875,0.05034399278846153,0.5907692307692308,0.5651041666666666,0.7322121719400532,0.46428815528406137,13,22,-0.42554615384615385,0.017681818181818174,-0.44322797202797204,False,TAKE,0.7788059378958448,0.05034399278846153,-28
NYSE_OPEN,1.5,long,F1_NEAR_PDH_15__AND__F4_ABOVE_PDH,84,746,0.13493452380952384,0.07801233243967828,0.056922191369845554,0.47619047619047616,0.4477211796246649,0.41252821692672015,0.6808131093151478,0,28,,0.2308464285714286,,,TAKE,0.8902548980451566,0.056922191369845554,-32
CME_PRECLOSE,1.0,long,F3_NEAR_PIVOT_50__AND__F6_INSIDE_PDR,279,464,0.11095806451612902,0.1492241379310345,-0.03826607341490548,0.6093189964157706,0.6271551724137931,-0.565616442724943,0.5718718426252997,13,18,0.1596153846153846,-0.05666666666666669,0.2162820512820513,False,AVOID,0.880137567996006,0.03826607341490548,-50
