sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1479,1336,0.9033130493576741,0.12877612275449102,0.11632515212981745,0.13500847880895697,4.934739970050324,8.025761346151556e-07,670,0.16420880597014925,4.4196052812802655,666,0.09313063063063062,2.5427130960969673,2025-12-31,2026-01-02,2026-01-01,True
OOS,83,81,0.9759036144578314,-0.0283567901234568,-0.0276734939759036,-0.029026309524891693,-0.26123678572402526,0.7939099118418126,38,0.03393947368421052,0.2114357971841263,43,-0.08340930232558139,-0.5615354139516523,2025-12-31,2026-01-02,2026-01-01,True
