sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1540,590,0.38311688311688313,0.14425186440677965,0.055265324675324676,0.1762663967327352,4.281495900279922,1.8564114427835805e-05,310,0.17182645161290322,3.7006928198582636,280,0.11372285714285714,2.321461574733291,2025-12-31,2026-01-02,2026-01-01,True
OOS,86,49,0.5697674418604651,0.07656122448979592,0.043622093023255815,0.08979528554863633,0.6285669988404543,0.5296325711204104,29,-0.05394827586206898,-0.3444627148349833,20,0.2658,1.3964662913679473,2025-12-31,2026-01-02,2026-01-01,True
