strategy,session,filter,n_is,mean_is,annual_r,sharpe,skewness,kurtosis_excess,t,p,wfe,era_ok,years_positive,years_eligible,dd,tail5,start,end,n_2026,mean_2026,trades_per_year,era_detail,year_detail,legs,leg_corr_is
NY_OPEN+US1000_NOFILTER,,,1719,0.2621911576497964,67.68938554687499,0.13244967771129865,0.4644719646250626,-0.9354610638180416,5.491472893431816,4.582150327013078e-08,1.1533420364908196,True,7,7,24.423999999999978,-2.0,2019-05-06,2025-12-31,86,0.3706581395348837,258.1680715460526,2019:171:+0.279;2020_2022:775:+0.265;2023:257:+0.218;2024_2025:516:+0.274,2019:171:+0.279;2020:259:+0.123;2021:258:+0.407;2022:258:+0.267;2023:257:+0.218;2024:259:+0.331;2025:257:+0.216,MNQ_NYSE_OPEN_O15_E2_RR2_NO_FILTER + MNQ_US_DATA_1000_O15_E2_RR2_NO_FILTER,0.220873245022125
NY_OPEN+US1000_COST10,,,1704,0.2641092136150235,67.58958759251645,0.13415784213899007,0.46504745511356416,-0.9133622348577286,5.537973324149627,3.538277832782505e-08,1.128232757023769,True,7,7,23.423999999999978,-2.0,2019-05-06,2025-12-31,86,0.3706581395348837,255.91529605263156,2019:165:+0.299;2020_2022:768:+0.267;2023:255:+0.198;2024_2025:516:+0.282,2019:165:+0.299;2020:256:+0.128;2021:254:+0.404;2022:258:+0.269;2023:255:+0.198;2024:259:+0.343;2025:257:+0.220,MNQ_NYSE_OPEN_O15_E2_RR2_COST_LT10 + MNQ_US_DATA_1000_O15_E2_RR2_COST_LT10,0.2175907984095348
