sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1537,424,0.27586206896551724,0.09750141509433963,0.026896942094990238,0.12150861670872021,2.502015553151873,0.012348849977777052,221,0.12291855203619911,2.2484476248456864,203,0.06983054187192118,1.255973695143061,2025-12-31,2026-01-02,2026-01-01,True
OOS,85,72,0.8470588235294118,0.17513333333333334,0.14834823529411764,0.2398795431835483,2.035445419836219,0.04180607512701656,37,0.10354594594594597,0.8604041520359974,35,0.2508114285714286,2.030114107143838,2025-12-31,2026-01-02,2026-01-01,True
