trading_day,pnl_r,outcome,prev_day_high,prev_day_low,prev_day_close,orb_high,orb_low,break_dir,orb_risk,clearance_r,bucket,is_is,is_oos
2021-01-13,0.9503,win,12959.0,12767.0,12883.0,12929.25,12872.25,long,57.0,0.5219298245614035,choked,True,False
2021-01-19,-1.0,loss,12816.75,12727.0,12812.0,12891.25,12857.5,long,33.75,-2.2074074074074073,co_located_break,True,False
2021-01-20,0.8253,win,13031.75,12810.25,13031.0,13178.75,13163.75,long,15.0,-9.8,co_located_break,True,False
2021-01-21,0.8927,win,13327.25,13018.0,13290.25,13333.75,13308.25,long,25.5,-0.2549019607843137,co_located_break,True,False
2021-01-26,-1.0,loss,13555.0,13189.0,13463.25,13497.75,13476.75,long,21.0,2.7261904761904763,open_air,True,False
2021-01-27,-1.0,loss,13599.75,13380.75,13553.5,13327.0,13262.75,long,64.25,4.245136186770428,open_air,True,False
2021-01-28,0.9372,win,13586.75,12882.5,13058.75,13225.0,13180.25,long,44.75,8.083798882681565,open_air,True,False
2021-02-01,0.9483,win,13187.25,12830.0,12871.5,13041.5,12986.75,long,54.75,2.6621004566210047,open_air,True,False
2021-02-04,0.9407,win,13584.25,13387.0,13415.25,13439.25,13391.75,long,47.5,3.0526315789473686,open_air,True,False
2021-02-05,-1.0,loss,13572.0,13345.75,13563.75,13555.25,13528.5,long,26.75,0.6261682242990654,choked,True,False
2021-02-08,-1.0,loss,13638.5,13519.25,13603.75,13677.75,13652.25,long,25.5,-1.5392156862745099,co_located_break,True,False
2021-02-09,-1.0,loss,13692.5,13596.0,13685.0,13717.25,13697.75,long,19.5,-1.2692307692307692,co_located_break,True,False
2021-02-11,0.8794,win,13769.25,13517.25,13666.0,13705.5,13683.0,long,22.5,2.8333333333333335,open_air,True,False
2021-02-23,0.9646,win,13629.0,13215.0,13221.0,12941.5,12860.75,long,80.75,8.513931888544892,open_air,True,False
2021-02-26,-1.0,loss,13354.25,12764.0,12789.5,12895.0,12834.5,long,60.5,7.590909090909091,open_air,True,False
2021-03-01,0.9351,win,13089.75,12663.25,12912.0,13120.0,13076.75,long,43.25,-0.6994219653179191,co_located_break,True,False
2021-03-02,-1.0,loss,13318.0,12946.75,13312.5,13237.25,13212.25,long,25.0,3.23,open_air,True,False
2021-03-05,-1.0,loss,12797.0,12306.25,12431.75,12451.0,12385.75,long,65.25,5.302681992337165,open_air,True,False
2021-03-08,0.9562,win,12697.75,12207.5,12659.25,12600.25,12535.25,long,65.0,1.5,mid_clearance,True,False
2021-03-09,-1.0,loss,12761.25,12283.75,12332.0,12733.0,12692.5,long,40.5,0.6975308641975309,choked,True,False
2021-03-10,-1.0,loss,12867.25,12325.5,12788.75,12941.5,12891.0,long,50.5,-1.4702970297029703,co_located_break,True,False
2021-03-15,-1.0,loss,12965.25,12914.75,12938.75,12980.5,12946.75,long,33.75,-0.45185185185185184,co_located_break,True,False
2021-03-16,0.9033,win,13089.5,12863.25,13061.75,13240.75,13212.25,long,28.5,-5.307017543859649,co_located_break,True,False
2021-03-23,-1.0,loss,13157.0,12819.5,13078.5,13102.75,13064.75,long,38.0,1.4276315789473684,mid_clearance,True,False
2021-03-24,-1.0,loss,13172.0,12978.75,13035.5,12972.5,12937.25,long,35.25,5.659574468085107,open_air,True,False
2021-03-29,0.926,win,12986.25,12929.0,12944.75,12865.0,12827.25,long,37.75,3.2119205298013247,open_air,True,False
2021-03-30,-1.0,loss,13002.75,12807.0,12973.75,12839.75,12812.25,long,27.5,5.927272727272728,open_air,True,False
2021-03-31,0.9,win,12982.0,12776.75,12871.75,13078.75,13051.25,long,27.5,-3.518181818181818,co_located_break,True,False
2021-04-01,-1.0,loss,13158.25,12860.25,13106.75,13300.5,13265.5,long,35.0,-4.064285714285714,co_located_break,True,False
2021-04-05,0.8992,win,13351.0,13304.25,13321.0,13484.5,13457.25,long,27.25,-4.89908256880734,co_located_break,True,False
2021-04-07,0.9057,win,13654.25,13524.5,13590.5,13595.5,13566.25,long,29.25,2.0085470085470085,open_air,True,False
2021-04-09,-1.0,loss,13793.75,13614.75,13785.25,13739.75,13720.25,long,19.5,2.769230769230769,open_air,True,False
2021-04-12,-1.0,loss,13832.0,13792.25,13802.75,13792.0,13766.75,long,25.25,1.5841584158415842,mid_clearance,True,False
2021-04-15,0.883,win,14029.0,13772.75,13823.25,13957.75,13934.5,long,23.25,3.064516129032258,open_air,True,False
2021-04-16,0.9199,win,14034.25,13789.5,14005.25,13991.25,13956.5,long,34.75,1.2374100719424461,mid_clearance,True,False
2021-04-22,0.8896,win,13926.75,13700.25,13889.5,13881.75,13857.0,long,24.75,1.8181818181818181,mid_clearance,True,False
2021-04-23,0.8728,win,13944.0,13701.75,13767.0,13841.25,13820.0,long,21.25,4.8352941176470585,open_air,True,False
2021-04-26,0.8728,win,13928.0,13908.75,13920.5,13953.5,13932.25,long,21.25,-1.2,co_located_break,True,False
2021-04-27,-1.0,loss,14038.0,13865.75,14017.0,13957.25,13924.25,long,33.0,2.446969696969697,open_air,True,False
2021-04-28,-1.0,loss,14050.0,13912.75,13965.75,13975.5,13962.75,long,12.75,5.8431372549019605,open_air,True,False
2021-05-03,0.9182,win,13889.0,13867.5,13881.5,13892.25,13858.25,long,34.0,-0.09558823529411764,co_located_break,True,False
2021-05-05,-1.0,loss,13786.75,13380.75,13520.5,13605.25,13534.75,long,70.5,2.574468085106383,open_air,True,False
2021-05-07,0.941,win,13621.0,13389.0,13608.5,13746.75,13699.0,long,47.75,-2.6335078534031413,co_located_break,True,False
2021-05-13,-1.0,loss,13352.0,12959.75,13010.25,13196.75,13159.0,long,37.75,4.112582781456954,open_air,True,False
2021-05-17,-1.0,loss,13452.5,13376.25,13407.75,13285.75,13241.0,long,44.75,3.7262569832402233,open_air,True,False
2021-05-18,0.9177,win,13422.0,13182.5,13293.25,13344.5,13310.75,long,33.75,2.2962962962962963,open_air,True,False
2021-05-19,0.9507,win,13433.0,13178.0,13203.75,13066.0,13008.5,long,57.5,6.3826086956521735,open_air,True,False
2021-05-20,0.9107,win,13242.75,12954.25,13182.25,13412.25,13381.25,long,31.0,-5.467741935483871,co_located_break,True,False
2021-05-24,0.8396,win,13393.75,13356.25,13372.75,13595.5,13579.0,long,16.5,-12.227272727272727,co_located_break,True,False
2021-05-25,-1.0,loss,13686.25,13362.0,13665.0,13672.75,13644.25,long,28.5,0.47368421052631576,choked,True,False
2021-05-26,0.8853,win,13738.5,13606.5,13696.0,13679.75,13656.0,long,23.75,2.473684210526316,open_air,True,False
2021-05-27,0.9093,win,13728.25,13656.0,13704.75,13677.0,13646.5,long,30.5,1.680327868852459,mid_clearance,True,False
2021-05-28,-1.0,loss,13720.75,13620.25,13691.75,13729.0,13705.75,long,23.25,-0.3548387096774194,co_located_break,True,False
2021-06-02,-1.0,loss,13773.0,13592.75,13625.0,13680.0,13663.75,long,16.25,5.723076923076923,open_air,True,False
2021-06-03,0.9127,win,13712.5,13603.0,13679.5,13518.0,13486.25,long,31.75,6.125984251968504,open_air,True,False
2021-06-08,-1.0,loss,13826.5,13691.5,13814.5,13840.5,13822.5,long,18.0,-0.7777777777777778,co_located_break,True,False
2021-06-16,-1.0,loss,14155.25,14000.5,14034.5,14086.5,14071.0,long,15.5,4.435483870967742,open_air,True,False
2021-06-17,-1.0,loss,14095.5,13830.0,13915.25,14044.25,14018.25,long,26.0,1.9711538461538463,mid_clearance,True,False
2021-06-18,-1.0,loss,14199.25,13842.0,14188.25,14109.75,14067.5,long,42.25,2.1183431952662723,open_air,True,False
2021-06-21,-1.0,loss,14047.25,14013.25,14042.25,14068.25,14048.75,long,19.5,-1.0769230769230769,co_located_break,True,False
2021-06-22,0.9287,win,14144.0,13958.75,14132.0,14160.25,14121.0,long,39.25,-0.4140127388535032,co_located_break,True,False
2021-06-24,0.8111,win,14316.75,14231.75,14279.0,14385.0,14371.25,long,13.75,-4.963636363636364,co_located_break,True,False
2021-06-25,-1.0,loss,14422.0,14273.25,14365.0,14349.25,14323.5,long,25.75,2.825242718446602,open_air,True,False
2021-06-28,0.8253,win,14366.25,14337.0,14363.25,14466.25,14451.25,long,15.0,-6.666666666666667,co_located_break,True,False
2021-06-30,-1.0,loss,14591.0,14468.75,14578.5,14545.25,14529.0,long,16.25,2.8153846153846156,open_air,True,False
2021-07-05,-1.0,loss,14722.0,14698.0,14714.75,14701.0,14695.0,long,6.0,3.5,open_air,True,False
2021-07-06,0.817,win,14721.5,14674.75,14708.0,14766.25,14752.0,long,14.25,-3.1403508771929824,co_located_break,True,False
2021-07-09,0.8418,win,14821.75,14540.0,14697.75,14717.25,14700.5,long,16.75,6.2388059701492535,open_air,True,False
2021-07-12,0.8907,win,14845.0,14823.75,14832.0,14829.5,14804.5,long,25.0,0.62,choked,True,False
2021-07-13,0.8946,win,14888.75,14785.25,14869.5,14940.25,14914.25,long,26.0,-1.9807692307692308,co_located_break,True,False
2021-07-19,-1.0,loss,14683.25,14652.0,14661.5,14497.0,14456.75,long,40.25,4.627329192546584,open_air,True,False
2021-07-23,-1.0,loss,14984.75,14829.0,14977.0,14991.25,14974.5,long,16.75,-0.3880597014925373,co_located_break,True,False
2021-07-28,0.8956,win,15131.5,14774.5,14917.75,14999.75,14973.5,long,26.25,5.019047619047619,open_air,True,False
2021-08-06,-1.0,loss,15172.25,15069.5,15163.0,15116.75,15095.25,long,21.5,2.5813953488372094,open_air,True,False
2021-08-09,0.8875,win,15095.5,15051.5,15054.75,15113.5,15089.25,long,24.25,-0.7422680412371134,co_located_break,True,False
2021-08-11,-1.0,loss,15157.25,14994.75,15035.0,15076.75,15055.0,long,21.75,3.7011494252873565,open_air,True,False
2021-08-12,0.9215,win,15119.0,14963.0,14998.25,14976.5,14941.0,long,35.5,4.014084507042254,open_air,True,False
2021-08-13,0.9041,win,15090.5,14941.0,15072.25,15111.25,15082.5,long,28.75,-0.7217391304347827,co_located_break,True,False
2021-08-17,0.9304,win,15139.0,14917.0,15123.0,14989.0,14948.75,long,40.25,3.7267080745341614,open_air,True,False
2021-08-18,-1.0,loss,15133.25,14897.0,14967.25,15026.0,14998.0,long,28.0,3.830357142857143,open_air,True,False
2021-08-19,0.9466,win,15037.0,14806.5,14856.0,14853.5,14800.5,long,53.0,3.4622641509433962,open_air,True,False
2021-08-20,0.8965,win,14999.0,14711.0,14928.25,15063.25,15036.75,long,26.5,-2.4245283018867925,co_located_break,True,False
2021-08-23,0.926,win,15120.75,15087.5,15116.25,15230.5,15192.75,long,37.75,-2.9072847682119205,co_located_break,True,False
2021-08-26,-1.0,loss,15397.0,15333.0,15365.5,15356.5,15331.0,long,25.5,1.588235294117647,mid_clearance,True,False
2021-08-30,0.9107,win,15442.25,15426.0,15438.75,15550.25,15519.25,long,31.0,-3.4838709677419355,co_located_break,True,False
2021-08-31,0.9041,win,15617.75,15420.0,15605.75,15542.75,15514.0,long,28.75,2.608695652173913,open_air,True,False
2021-09-01,-1.0,loss,15677.25,15514.0,15593.0,15687.0,15661.0,long,26.0,-0.375,co_located_break,True,False
2021-09-06,-1.0,loss,15663.75,15653.75,15659.5,15705.75,15702.75,long,3.0,-14.0,co_located_break,True,False
2021-09-08,0.8418,win,15701.5,15607.0,15673.0,15638.0,15621.25,long,16.75,3.791044776119403,open_air,True,False
2021-09-09,-1.0,loss,15691.0,15523.5,15599.75,15668.0,15652.5,long,15.5,1.4838709677419355,mid_clearance,True,False
2021-09-14,-1.0,loss,15557.5,15343.25,15447.5,15433.25,15404.25,long,29.0,4.2844827586206895,open_air,True,False
2021-09-16,-1.0,loss,15514.5,15308.0,15505.75,15409.5,15375.75,long,33.75,3.111111111111111,open_air,True,False
2021-09-22,0.9114,win,15163.5,14963.75,14989.25,15105.5,15074.25,long,31.25,1.856,mid_clearance,True,False
2021-09-23,-1.0,loss,15227.0,14929.25,15185.5,15325.25,15275.25,long,50.0,-1.965,co_located_break,True,False
2021-09-27,0.8818,win,15330.0,15304.0,15307.25,15123.75,15100.75,long,23.0,8.967391304347826,open_air,True,False
2021-10-05,0.9328,win,14834.75,14367.75,14505.0,14616.25,14574.5,long,41.75,5.233532934131737,open_air,True,False
2021-10-06,0.9483,win,14754.5,14410.0,14672.25,14538.25,14483.5,long,54.75,3.949771689497717,open_air,True,False
2021-10-07,-1.0,loss,14813.5,14422.25,14809.75,14976.0,14945.0,long,31.0,-5.241935483870968,co_located_break,True,False
2021-10-08,-1.0,loss,15001.25,14796.25,14900.75,14896.5,14847.5,long,49.0,2.1377551020408165,open_air,True,False
2021-10-11,-1.0,loss,14828.75,14751.0,14756.75,14879.5,14859.0,long,20.5,-2.475609756097561,co_located_break,True,False
2021-10-14,0.9291,win,14801.75,14591.5,14794.75,14977.0,14937.5,long,39.5,-4.436708860759493,co_located_break,True,False
2021-10-18,0.8048,win,15166.75,15103.75,15112.0,15142.0,15128.75,long,13.25,1.8679245283018868,mid_clearance,True,False
2021-10-19,0.8853,win,15300.0,15038.5,15272.75,15335.25,15311.5,long,23.75,-1.4842105263157894,co_located_break,True,False
2021-10-20,0.8965,win,15428.5,15272.75,15402.75,15406.5,15380.0,long,26.5,0.8301886792452831,choked,True,False
2021-10-21,0.8374,win,15446.75,15319.25,15348.75,15391.0,15374.75,long,16.25,3.4307692307692306,open_air,True,False
2021-10-22,-1.0,loss,15483.75,15300.75,15400.25,15429.5,15413.0,long,16.5,3.287878787878788,open_air,True,False
2021-10-25,-1.0,loss,15337.25,15298.0,15317.0,15402.25,15384.25,long,18.0,-3.611111111111111,co_located_break,True,False
2021-10-26,0.9072,win,15545.75,15296.5,15526.75,15663.75,15634.0,long,29.75,-3.966386554621849,co_located_break,True,False
2021-10-28,0.8864,win,15717.25,15507.25,15615.25,15679.25,15655.25,long,24.0,1.5833333333333333,mid_clearance,True,False
2021-10-29,0.8519,win,15777.75,15591.25,15673.0,15685.25,15667.25,long,18.0,5.138888888888889,open_air,True,False
2021-11-01,0.9308,win,15897.0,15863.75,15873.75,15809.25,15768.75,long,40.5,2.1666666666666665,open_air,True,False
2021-11-03,0.9304,win,15980.25,15849.5,15943.5,15975.25,15935.0,long,40.25,0.12422360248447205,choked,True,False
2021-11-04,0.8886,win,16161.75,15935.0,16156.25,16260.75,16236.25,long,24.5,-4.040816326530612,co_located_break,True,False
2021-11-08,-1.0,loss,16448.5,16292.25,16343.25,16341.25,16318.25,long,23.0,4.663043478260869,open_air,True,False
2021-11-09,-1.0,loss,16394.25,16265.0,16322.75,16242.25,16193.5,long,48.75,3.117948717948718,open_air,True,False
2021-11-10,0.91,win,16391.75,16160.0,16197.0,16184.5,16153.75,long,30.75,6.739837398373984,open_air,True,False
2021-11-12,0.9246,win,16113.5,15976.0,16036.75,16053.0,16016.0,long,37.0,1.635135135135135,mid_clearance,True,False
2021-11-16,-1.0,loss,16276.5,16082.75,16196.25,16246.75,16224.25,long,22.5,1.3222222222222222,mid_clearance,True,False
2021-11-17,0.8755,win,16323.75,16142.5,16293.25,16304.75,16283.0,long,21.75,0.8735632183908046,choked,True,False
2021-11-18,-1.0,loss,16398.75,16269.75,16322.25,16406.0,16385.25,long,20.75,-0.3493975903614458,co_located_break,True,False
2021-11-24,0.9674,win,16418.75,16118.5,16298.0,16239.25,16151.5,long,87.75,2.0455840455840457,open_air,True,False
2021-11-30,-1.0,loss,16437.75,16037.0,16413.5,16435.75,16400.0,long,35.75,0.055944055944055944,choked,True,False
2021-12-01,-1.0,loss,16456.5,16068.25,16237.25,16367.25,16327.25,long,40.0,2.23125,open_air,True,False
2021-12-06,0.961,win,16121.75,15538.0,15686.0,15682.25,15609.0,long,73.25,6.0,open_air,True,False
2021-12-08,-1.0,loss,16375.0,15825.0,16366.75,16309.5,16274.0,long,35.5,1.8450704225352113,mid_clearance,True,False
2021-12-10,0.9388,win,16420.0,16120.25,16155.25,16258.25,16212.25,long,46.0,3.516304347826087,open_air,True,False
2021-12-13,0.8983,win,16337.25,16135.75,16324.25,16279.25,16252.25,long,27.0,2.1481481481481484,open_air,True,False
2021-12-15,-1.0,loss,16133.0,15734.5,15929.0,15866.25,15807.5,long,58.75,4.540425531914893,open_air,True,False
2021-12-21,-1.0,loss,15851.75,15491.75,15674.0,15691.5,15655.5,long,36.0,4.451388888888889,open_air,True,False
2021-12-23,0.8937,win,16183.25,15882.25,16179.5,16253.25,16227.5,long,25.75,-2.7184466019417477,co_located_break,True,False
2021-12-27,0.9171,win,16355.75,16145.25,16302.5,16462.25,16428.75,long,33.5,-3.1791044776119404,co_located_break,True,False
2021-12-30,0.8537,win,16564.0,16387.75,16480.25,16516.5,16498.25,long,18.25,2.6027397260273974,open_air,True,False
2021-12-31,-1.0,loss,16567.5,16411.25,16430.25,16400.75,16353.75,long,47.0,3.547872340425532,open_air,True,False
2022-01-03,0.9587,win,16464.0,16313.25,16333.5,16374.0,16305.0,long,69.0,1.3043478260869565,mid_clearance,True,False
2022-01-11,-1.0,loss,15668.75,15152.5,15616.75,15621.0,15529.5,long,91.5,0.5218579234972678,choked,True,False
2022-01-14,-1.0,loss,15979.25,15458.25,15499.75,15585.0,15484.0,long,101.0,3.9034653465346536,open_air,True,False
2022-01-17,-1.0,loss,15620.0,15312.25,15619.75,15583.0,15561.5,long,21.5,1.7209302325581395,mid_clearance,True,False
2022-01-18,0.93,win,15653.75,15507.5,15555.0,15340.5,15300.5,long,40.0,7.83125,open_air,True,False
2022-01-25,0.9712,win,14579.75,13706.25,14502.75,14136.25,14036.5,long,99.75,4.446115288220551,open_air,True,False
2022-01-27,-1.0,loss,14642.25,13943.75,14151.75,14373.5,14283.5,long,90.0,2.986111111111111,open_air,True,False
2022-01-28,0.9513,win,14409.75,13845.25,14114.0,13918.75,13860.5,long,58.25,8.429184549356224,open_air,True,False
2022-01-31,0.9236,win,14442.5,13830.75,14429.5,14662.75,14626.25,long,36.5,-6.034246575342466,co_located_break,True,False
2022-02-02,-1.0,loss,15138.0,14729.25,15116.75,15152.75,15095.5,long,57.25,-0.2576419213973799,co_located_break,True,False
2022-02-03,0.9566,win,15261.5,14825.25,14863.25,14746.0,14680.5,long,65.5,7.870229007633588,open_air,True,False
2022-02-08,0.949,win,14806.5,14511.25,14603.75,14523.25,14467.75,long,55.5,5.103603603603603,open_air,True,False
2022-02-09,-1.0,loss,14775.75,14467.75,14746.0,14917.25,14879.5,long,37.75,-3.748344370860927,co_located_break,True,False
2022-02-10,-1.0,loss,15068.0,14740.0,15053.25,14962.75,14895.5,long,67.25,1.5650557620817844,mid_clearance,True,False
2022-02-11,-1.0,loss,15061.5,14622.0,14696.25,14685.75,14631.75,long,54.0,6.958333333333333,open_air,True,False
2022-02-14,-1.0,loss,14766.75,14181.0,14252.75,14290.5,14208.5,long,82.0,5.807926829268292,open_air,True,False
2022-02-16,-1.0,loss,14615.0,14223.25,14581.75,14434.75,14385.5,long,49.25,3.6598984771573604,open_air,True,False
2022-02-21,-1.0,loss,14299.0,13906.0,13993.75,13843.75,13813.25,long,30.5,14.926229508196721,open_air,True,False
2022-02-25,0.9446,win,13983.5,13025.75,13911.0,13883.0,13832.0,long,51.0,1.9705882352941178,mid_clearance,True,False
2022-03-09,0.9654,win,13666.25,13105.25,13199.75,13635.25,13552.5,long,82.75,0.37462235649546827,choked,True,False
2022-03-14,-1.0,loss,13398.75,13330.25,13356.75,13315.5,13233.25,long,82.25,1.012158054711246,mid_clearance,True,False
2022-03-15,-1.0,loss,13441.5,13013.5,13101.5,13225.5,13163.0,long,62.5,3.456,open_air,True,False
2022-03-17,-1.0,loss,14025.75,13417.0,13960.25,13994.0,13958.5,long,35.5,0.8943661971830986,choked,True,False
2022-03-18,-1.0,loss,14132.5,13819.0,14026.75,14194.5,14141.5,long,53.0,-1.169811320754717,co_located_break,True,False
2022-03-22,0.9552,win,14466.75,14183.75,14368.75,14531.5,14468.0,long,63.5,-1.0196850393700787,co_located_break,True,False
2022-03-23,0.9375,win,14692.0,14292.5,14664.75,14508.75,14463.75,long,45.0,4.072222222222222,open_air,True,False
2022-03-24,-1.0,loss,14682.75,14441.5,14466.5,14546.25,14480.5,long,65.75,2.076045627376426,open_air,True,False
2022-03-25,0.9274,win,14775.0,14433.25,14745.5,14733.0,14694.5,long,38.5,1.0909090909090908,mid_clearance,True,False
2022-03-31,0.9529,win,15262.5,15012.0,15108.0,15026.25,14966.0,long,60.25,3.921161825726141,open_air,True,False
2022-04-01,0.9221,win,15181.0,14855.5,14914.25,14841.75,14806.0,long,35.75,9.48951048951049,open_air,True,False
2022-04-08,0.9454,win,14634.0,14318.25,14540.75,14368.75,14317.0,long,51.75,5.125603864734299,open_air,True,False
2022-04-13,0.9336,win,14284.0,13880.0,13966.5,14035.75,13993.5,long,42.25,5.875739644970414,open_air,True,False
2022-04-18,-1.0,loss,13894.5,13792.25,13819.0,13924.0,13835.5,long,88.5,-0.3333333333333333,co_located_break,True,False
2022-04-19,0.9127,win,14002.25,13729.25,13973.5,14031.5,13999.75,long,31.75,-0.9212598425196851,co_located_break,True,False
2022-04-25,0.9236,win,13354.0,13289.0,13333.0,13281.75,13245.25,long,36.5,1.9794520547945205,mid_clearance,True,False
2022-04-28,-1.0,loss,13255.0,12930.5,13162.75,13144.0,13074.0,long,70.0,1.5857142857142856,mid_clearance,True,False
2022-05-06,0.9591,win,13547.75,12704.0,12866.5,12612.0,12542.25,long,69.75,13.415770609318997,open_air,True,False
2022-05-10,-1.0,loss,12623.75,12131.5,12242.25,12509.5,12433.0,long,76.5,1.4934640522875817,mid_clearance,True,False
2022-05-12,0.9637,win,12553.75,11938.5,11999.5,11821.0,11742.25,long,78.75,9.304761904761905,open_air,True,False
2022-05-13,0.9577,win,12132.75,11689.25,11939.5,12305.5,12238.25,long,67.25,-2.5687732342007434,co_located_break,True,False
2022-05-16,0.9529,win,12488.75,12392.0,12454.75,12263.5,12203.25,long,60.25,3.7385892116182573,open_air,True,False
2022-05-18,-1.0,loss,12593.5,12245.75,12570.5,12344.0,12294.0,long,50.0,4.99,open_air,True,False
2022-05-19,-1.0,loss,12576.0,11863.25,11906.25,11989.5,11881.0,long,108.5,5.405529953917051,open_air,True,False
2022-05-23,0.9622,win,11938.25,11857.0,11931.75,11859.25,11783.75,long,75.5,1.0463576158940397,mid_clearance,True,False
2022-05-26,0.9332,win,12033.25,11671.0,11913.75,12139.5,12097.5,long,42.0,-2.5297619047619047,co_located_break,True,False
2022-05-27,0.9361,win,12343.5,11848.5,12278.75,12547.0,12503.0,long,44.0,-4.625,co_located_break,True,False
2022-06-02,-1.0,loss,12823.25,12454.75,12525.25,12583.5,12516.0,long,67.5,3.551851851851852,open_air,True,False
2022-06-06,-1.0,loss,12591.25,12527.0,12551.5,12798.25,12746.5,long,51.75,-4.0,co_located_break,True,False
2022-06-15,-1.0,loss,11534.5,11236.0,11378.0,11555.25,11495.25,long,60.0,-0.3458333333333333,co_located_break,True,False
2022-06-20,0.8499,win,11422.75,11320.0,11419.25,11380.25,11362.5,long,17.75,2.3943661971830985,open_air,True,False
2022-06-21,-1.0,loss,11437.5,11274.0,11421.5,11648.5,11617.0,long,31.5,-6.698412698412699,co_located_break,True,False
2022-06-22,0.9424,win,11678.5,11398.5,11574.0,11607.0,11558.0,long,49.0,1.4591836734693877,mid_clearance,True,False
2022-06-23,-1.0,loss,11746.5,11320.5,11531.0,11672.5,11638.5,long,34.0,2.176470588235294,open_air,True,False
2022-07-05,0.9605,win,11658.5,11501.0,11653.0,11477.5,11405.25,long,72.25,2.5051903114186853,open_air,True,False
2022-07-06,-1.0,loss,11866.0,11388.75,11810.75,11853.75,11785.25,long,68.5,0.17883211678832117,choked,True,False
2022-07-07,0.9397,win,11974.0,11728.25,11888.5,12037.0,11990.25,long,46.75,-1.3475935828877006,co_located_break,True,False
2022-07-08,0.9464,win,12168.75,11837.25,12111.5,12037.0,11984.25,long,52.75,2.4976303317535544,open_air,True,False
2022-07-11,0.9127,win,12155.0,12092.25,12105.5,11884.75,11853.0,long,31.75,8.511811023622048,open_air,True,False
2022-07-12,0.9466,win,12127.5,11853.0,11880.5,11857.75,11804.75,long,53.0,5.089622641509434,open_air,True,False
2022-07-20,0.8965,win,12405.0,11889.5,12319.5,12302.75,12276.25,long,26.5,3.858490566037736,open_air,True,False
2022-07-27,0.9009,win,12334.0,12070.0,12249.5,12400.0,12372.25,long,27.75,-2.3783783783783785,co_located_break,True,False
2022-07-29,-1.0,loss,12948.0,12449.25,12880.25,12901.25,12843.0,long,58.25,0.8025751072961373,choked,True,False
2022-08-01,-1.0,loss,12997.75,12916.0,12925.0,13030.25,12969.5,long,60.75,-0.5349794238683128,co_located_break,True,False
2022-08-03,-1.0,loss,13097.0,12816.25,12921.5,13149.0,13084.25,long,64.75,-0.803088803088803,co_located_break,True,False
2022-08-05,0.9557,win,13356.0,13184.5,13329.0,13231.25,13167.0,long,64.25,1.9416342412451362,mid_clearance,True,False
2022-08-11,0.9205,win,13408.0,12981.75,13376.5,13529.0,13494.0,long,35.0,-3.4571428571428573,co_located_break,True,False
2022-08-12,0.9471,win,13575.75,13284.75,13329.0,13418.25,13364.75,long,53.5,2.94392523364486,open_air,True,False
2022-08-17,-1.0,loss,13740.5,13522.75,13646.0,13537.25,13510.25,long,27.0,7.527777777777778,open_air,True,False
2022-08-18,0.9121,win,13673.25,13406.25,13472.0,13454.0,13422.5,long,31.5,6.9603174603174605,open_air,True,False
2022-08-23,0.9375,win,13222.5,12875.5,12939.75,12969.0,12924.0,long,45.0,5.633333333333334,open_air,True,False
2022-08-24,0.9418,win,13019.0,12823.5,12900.0,12929.0,12880.5,long,48.5,1.8556701030927836,mid_clearance,True,False
2022-08-25,0.8742,win,13012.0,12825.75,12943.0,13065.0,13043.5,long,21.5,-2.4651162790697674,co_located_break,True,False
2022-08-26,-1.0,loss,13183.0,12925.0,13141.25,13140.0,12995.5,long,144.5,0.2975778546712803,choked,True,False
2022-08-29,0.883,win,12512.0,12460.0,12489.5,12545.5,12522.25,long,23.25,-1.4408602150537635,co_located_break,True,False
2022-09-02,0.9441,win,12319.5,12018.25,12292.0,12322.75,12272.25,long,50.5,-0.06435643564356436,co_located_break,True,False
2022-09-05,0.7559,win,12131.0,12055.0,12067.25,12133.0,12122.75,long,10.25,-0.1951219512195122,co_located_break,True,False
2022-09-08,0.9616,win,12306.25,11922.25,12272.25,12252.75,12178.5,long,74.25,0.7205387205387206,choked,True,False
2022-09-09,-1.0,loss,12379.5,12117.0,12339.0,12527.75,12495.0,long,32.75,-4.526717557251908,co_located_break,True,False
2022-09-12,-1.0,loss,12679.5,12614.75,12640.75,12823.0,12803.5,long,19.5,-7.358974358974359,co_located_break,True,False
2022-09-13,-1.0,loss,12865.5,12648.25,12845.0,12398.0,12358.75,long,39.25,11.910828025477707,open_air,True,False
2022-09-16,0.9401,win,12260.0,11891.75,11931.5,11827.0,11780.0,long,47.0,9.212765957446809,open_air,True,False
2022-09-19,-1.0,loss,11928.25,11881.0,11920.75,11916.75,11878.5,long,38.25,0.3006535947712418,choked,True,False
2022-09-20,-1.0,loss,12066.5,11792.25,12051.5,11936.25,11903.75,long,32.5,4.007692307692308,open_air,True,False
2022-09-22,0.9064,win,12139.0,11618.5,11623.5,11596.0,11566.5,long,29.5,18.406779661016948,open_air,True,False
2022-09-23,0.8768,win,11795.75,11510.0,11570.75,11360.25,11338.25,long,22.0,19.795454545454547,open_air,True,False
2022-09-30,-1.0,loss,11566.25,11091.5,11243.75,11246.25,11202.75,long,43.5,7.35632183908046,open_air,True,False
2022-10-03,0.9665,win,11051.25,10972.5,11023.25,11177.0,11091.5,long,85.5,-1.4707602339181287,co_located_break,True,False
2022-10-04,-1.0,loss,11357.75,10890.5,11299.5,11663.0,11614.75,long,48.25,-6.3264248704663215,co_located_break,True,False
