trading_day,pnl_r,outcome,prev_day_high,prev_day_low,prev_day_close,orb_high,orb_low,break_dir,orb_risk,clearance_r,bucket,is_is,is_oos
2020-03-20,-1.0,loss,7502.0,6874.75,7145.25,7413.25,7348.0,long,65.25,1.3601532567049808,mid_clearance,True,False
2020-03-23,-1.0,loss,6852.75,6628.75,6628.75,7042.75,6961.5,long,81.25,-2.3384615384615386,co_located_break,True,False
2020-03-24,0.9459,win,7319.25,6628.75,7091.25,7363.5,7311.25,long,52.25,-0.84688995215311,co_located_break,True,False
2020-03-26,0.9265,win,7762.25,7372.5,7490.5,7645.75,7607.75,long,38.0,3.0657894736842106,open_air,True,False
2020-03-27,-1.0,loss,7900.25,7310.0,7819.0,7639.0,7608.25,long,30.75,8.495934959349594,open_air,True,False
2020-03-30,0.9456,win,7507.75,7391.25,7440.25,7726.75,7674.75,long,52.0,-4.211538461538462,co_located_break,True,False
2020-03-31,0.9312,win,7886.0,7430.75,7870.0,7861.5,7820.75,long,40.75,0.6012269938650306,choked,True,False
2020-04-01,0.9265,win,7995.0,7707.25,7732.0,7607.75,7569.75,long,38.0,10.19078947368421,open_air,True,False
2020-04-02,0.9049,win,7744.25,7403.75,7474.5,7489.0,7460.0,long,29.0,8.801724137931034,open_air,True,False
2020-04-13,-1.0,loss,8309.0,8075.0,8139.5,8212.75,8163.25,long,49.5,1.9444444444444444,mid_clearance,True,False
2020-04-15,0.859,win,8708.5,8319.0,8689.5,8520.75,8501.75,long,19.0,9.881578947368421,open_air,True,False
2020-04-17,-1.0,loss,8932.0,8500.5,8921.5,8834.75,8812.5,long,22.25,4.370786516853933,open_air,True,False
2020-04-20,0.8875,win,8801.5,8733.0,8752.25,8756.0,8731.75,long,24.25,1.8762886597938144,mid_clearance,True,False
2020-04-23,0.8974,win,8699.25,8399.5,8619.0,8736.0,8709.25,long,26.75,-1.3738317757009346,co_located_break,True,False
2020-04-24,0.87,win,8787.0,8531.75,8551.25,8608.25,8587.5,long,20.75,8.614457831325302,open_air,True,False
2020-04-30,-1.0,loss,9119.25,8737.25,9090.0,9007.25,8979.75,long,27.5,4.072727272727272,open_air,True,False
2020-05-01,-1.0,loss,9144.75,8803.0,8831.75,8867.25,8820.0,long,47.25,5.873015873015873,open_air,True,False
2020-05-04,-1.0,loss,8654.25,8591.75,8608.75,8751.75,8713.5,long,38.25,-2.549019607843137,co_located_break,True,False
2020-05-08,0.8519,win,9132.75,8935.75,9132.75,9161.0,9143.0,long,18.0,-1.5694444444444444,co_located_break,True,False
2020-05-11,0.9182,win,9221.0,9173.0,9217.25,9236.25,9202.25,long,34.0,-0.4485294117647059,co_located_break,True,False
2020-05-13,0.9375,win,9345.75,9025.0,9047.5,9154.0,9109.0,long,45.0,4.261111111111111,open_air,True,False
2020-05-14,0.8864,win,9202.5,8878.25,9025.75,8883.5,8859.5,long,24.0,13.291666666666666,open_air,True,False
2020-05-18,-1.0,loss,9168.25,9110.0,9158.25,9274.75,9252.75,long,22.0,-4.840909090909091,co_located_break,True,False
2020-05-19,-1.0,loss,9361.5,9155.0,9345.5,9384.5,9368.0,long,16.5,-1.393939393939394,co_located_break,True,False
2020-05-25,0.714,win,9458.0,9390.5,9448.0,9525.0,9516.5,long,8.5,-7.882352941176471,co_located_break,True,False
2020-05-26,-1.0,loss,9536.75,9416.25,9518.0,9515.0,9495.0,long,20.0,1.0875,mid_clearance,True,False
2020-05-27,0.9064,win,9604.0,9373.0,9409.75,9292.0,9262.5,long,29.5,10.576271186440678,open_air,True,False
2020-05-28,0.9241,win,9508.0,9173.25,9431.5,9445.0,9408.25,long,36.75,1.7142857142857142,mid_clearance,True,False
2020-05-29,-1.0,loss,9565.5,9320.5,9443.0,9459.0,9444.0,long,15.0,7.1,open_air,True,False
2020-06-01,-1.0,loss,9541.0,9450.0,9495.0,9570.0,9542.5,long,27.5,-1.0545454545454545,co_located_break,True,False
2020-06-02,-1.0,loss,9606.0,9479.0,9577.0,9599.5,9583.25,long,16.25,0.4,choked,True,False
2020-06-05,-1.0,loss,9742.5,9572.5,9632.5,9769.0,9751.5,long,17.5,-1.5142857142857142,co_located_break,True,False
2020-06-10,-1.0,loss,10007.5,9811.5,9979.5,10073.0,10056.0,long,17.0,-3.8529411764705883,co_located_break,True,False
2020-06-11,0.91,win,10155.5,9958.5,10045.75,9943.5,9912.75,long,30.75,6.894308943089431,open_air,True,False
2020-06-15,-1.0,loss,9573.0,9490.5,9565.0,9601.25,9569.0,long,32.25,-0.875968992248062,co_located_break,True,False
2020-06-16,-1.0,loss,9823.0,9367.0,9808.0,9992.5,9965.75,long,26.75,-6.336448598130841,co_located_break,True,False
2020-06-17,-1.0,loss,10002.25,9786.0,9958.5,9991.5,9968.0,long,23.5,0.4574468085106383,choked,True,False
2020-06-18,-1.0,loss,10047.5,9915.0,9983.0,9976.75,9958.0,long,18.75,3.7733333333333334,open_air,True,False
2020-06-19,0.8015,win,10029.25,9867.0,10005.5,10091.75,10078.75,long,13.0,-4.8076923076923075,co_located_break,True,False
2020-06-22,-1.0,loss,9905.25,9841.25,9896.75,10043.5,10018.25,long,25.25,-5.475247524752476,co_located_break,True,False
2020-06-24,-1.0,loss,10296.0,9972.5,10177.5,10111.0,10071.0,long,40.0,4.625,open_air,True,False
2020-07-01,0.9127,win,10043.0,9940.0,10034.75,10173.0,10141.25,long,31.75,-4.094488188976378,co_located_break,True,False
2020-07-07,0.8818,win,10623.75,10380.75,10618.0,10621.75,10598.75,long,23.0,0.08695652173913043,choked,True,False
2020-07-10,0.9421,win,10774.25,10560.25,10732.0,10674.25,10625.5,long,48.75,2.051282051282051,open_air,True,False
2020-07-13,0.9134,win,10909.25,10846.5,10897.0,10975.5,10943.5,long,32.0,-2.0703125,co_located_break,True,False
2020-07-15,-1.0,loss,10740.0,10358.75,10716.25,10722.25,10687.25,long,35.0,0.5071428571428571,choked,True,False
2020-07-17,-1.0,loss,10655.25,10475.5,10560.5,10610.75,10577.75,long,33.0,1.3484848484848484,mid_clearance,True,False
2020-07-20,0.9033,win,10657.0,10612.0,10641.0,10699.0,10670.5,long,28.5,-1.4736842105263157,co_located_break,True,False
2020-07-24,0.9146,win,10938.5,10514.5,10589.5,10406.25,10373.75,long,32.5,16.376923076923077,open_air,True,False
2020-07-28,0.9246,win,10705.75,10400.5,10698.0,10610.0,10573.0,long,37.0,2.5878378378378377,open_air,True,False
2020-07-29,-1.0,loss,10758.5,10513.75,10564.5,10630.0,10596.75,long,33.25,3.8646616541353382,open_air,True,False
2020-07-30,-1.0,loss,10702.75,10512.0,10679.75,10567.5,10521.25,long,46.25,2.924324324324324,open_air,True,False
2020-08-04,-1.0,loss,11073.0,10882.5,11039.5,11071.0,11055.75,long,15.25,0.13114754098360656,choked,True,False
2020-08-05,-1.0,loss,11094.75,10982.75,11078.75,11118.0,11100.5,long,17.5,-1.3285714285714285,co_located_break,True,False
2020-08-06,0.8111,win,11143.5,11055.75,11097.25,11121.75,11108.0,long,13.75,1.5818181818181818,mid_clearance,True,False
2020-08-12,-1.0,loss,11157.5,10845.25,10928.25,11069.5,11052.0,long,17.5,5.0285714285714285,open_air,True,False
2020-08-19,0.8818,win,11444.75,11268.5,11411.75,11369.0,11346.0,long,23.0,3.2934782608695654,open_air,True,False
2020-08-20,-1.0,loss,11437.75,11298.75,11318.0,11372.25,11358.0,long,14.25,4.5964912280701755,open_air,True,False
2020-08-21,0.8965,win,11498.75,11221.5,11491.75,11500.5,11474.0,long,26.5,-0.0660377358490566,co_located_break,True,False
2020-08-26,0.8875,win,11744.25,11574.75,11733.0,11795.5,11771.25,long,24.25,-2.11340206185567,co_located_break,True,False
2020-09-01,0.943,win,12165.0,11988.25,12097.0,12239.75,12190.25,long,49.5,-1.5101010101010102,co_located_break,True,False
2020-09-02,-1.0,loss,12331.5,12097.0,12329.0,12312.5,12248.75,long,63.75,0.2980392156862745,choked,True,False
2020-09-07,0.8226,win,11548.5,11308.0,11418.25,11466.75,11452.0,long,14.75,5.5423728813559325,open_air,True,False
2020-09-08,0.9496,win,11585.5,11371.0,11576.75,11303.25,11247.0,long,56.25,5.017777777777778,open_air,True,False
2020-09-10,-1.0,loss,11478.75,11000.5,11435.5,11558.0,11501.0,long,57.0,-1.3903508771929824,co_located_break,True,False
2020-09-11,-1.0,loss,11567.0,11087.75,11207.75,11166.5,11123.5,long,43.0,9.313953488372093,open_air,True,False
2020-09-14,-1.0,loss,11193.75,11094.75,11178.0,11310.0,11268.25,long,41.75,-2.784431137724551,co_located_break,True,False
2020-09-17,-1.0,loss,11536.75,11223.25,11277.0,11076.25,11040.25,long,36.0,12.791666666666666,open_air,True,False
2020-09-18,-1.0,loss,11285.25,10903.5,11096.0,11090.0,11055.5,long,34.5,5.659420289855072,open_air,True,False
2020-09-24,-1.0,loss,11222.5,10785.25,10800.0,10907.0,10835.25,long,71.75,4.397212543554007,open_air,True,False
2020-09-29,-1.0,loss,11413.75,11140.75,11397.0,11363.75,11330.75,long,33.0,1.5151515151515151,mid_clearance,True,False
2020-09-30,0.8886,win,11449.0,11289.75,11341.25,11434.5,11410.0,long,24.5,0.5918367346938775,choked,True,False
2020-10-02,0.9127,win,11604.75,11409.0,11590.0,11434.5,11402.75,long,31.75,5.362204724409449,open_air,True,False
2020-10-05,0.8974,win,11321.0,11275.75,11308.0,11392.75,11366.0,long,26.75,-2.682242990654206,co_located_break,True,False
2020-10-06,-1.0,loss,11496.75,11268.0,11483.75,11483.5,11444.75,long,38.75,0.3419354838709677,choked,True,False
2020-10-12,0.9057,win,11747.75,11691.75,11740.0,11897.25,11868.0,long,29.25,-5.111111111111111,co_located_break,True,False
2020-10-16,-1.0,loss,11978.0,11737.0,11889.0,11996.5,11960.5,long,36.0,-0.5138888888888888,co_located_break,True,False
2020-10-20,0.883,win,11950.75,11592.0,11709.0,11708.75,11685.5,long,23.25,10.408602150537634,open_air,True,False
2020-10-23,-1.0,loss,11723.75,11511.0,11669.25,11615.0,11571.75,long,43.25,2.514450867052023,open_air,True,False
2020-10-30,-1.0,loss,11457.75,11145.0,11195.75,11173.25,11132.5,long,40.75,6.9815950920245395,open_air,True,False
2020-11-03,0.9308,win,11212.0,10942.25,11074.5,11236.25,11195.75,long,40.5,-0.5987654320987654,co_located_break,True,False
2020-11-04,0.9515,win,11347.25,11065.0,11246.5,11691.25,11632.75,long,58.5,-5.880341880341881,co_located_break,True,False
2020-11-05,-1.0,loss,11845.25,11230.0,11814.25,12098.5,12063.0,long,35.5,-7.133802816901408,co_located_break,True,False
2020-11-06,0.926,win,12118.5,11771.25,12091.75,11925.75,11888.0,long,37.75,5.105960264900662,open_air,True,False
2020-11-09,-1.0,loss,12109.0,11869.5,12095.5,12216.75,12108.0,long,108.75,-0.9908045977011494,co_located_break,True,False
2020-11-11,-1.0,loss,11901.25,11503.0,11625.75,11812.75,11777.25,long,35.5,2.492957746478873,open_air,True,False
2020-11-12,0.9165,win,11919.5,11575.0,11898.75,11940.5,11907.25,long,33.25,-0.631578947368421,co_located_break,True,False
2020-11-16,0.91,win,11952.75,11801.75,11947.0,11985.75,11955.0,long,30.75,-1.0731707317073171,co_located_break,True,False
2020-11-17,0.8974,win,12065.25,11853.25,12040.0,11990.0,11963.25,long,26.75,2.8130841121495327,open_air,True,False
2020-11-18,0.883,win,12093.0,11954.25,11969.25,11933.5,11910.25,long,23.25,6.860215053763441,open_air,True,False
2020-11-20,0.8226,win,12000.0,11804.5,11965.0,11971.75,11957.0,long,14.75,1.9152542372881356,mid_clearance,True,False
2020-11-24,-1.0,loss,12001.75,11808.25,11916.25,11928.0,11915.5,long,12.5,5.9,open_air,True,False
2020-11-27,0.8537,win,12222.5,12126.5,12156.75,12259.25,12241.0,long,18.25,-2.0136986301369864,co_located_break,True,False
2020-12-01,-1.0,loss,12336.75,12085.75,12319.75,12419.5,12383.25,long,36.25,-2.282758620689655,co_located_break,True,False
2020-12-02,0.8555,win,12512.5,12312.0,12458.25,12385.75,12367.25,long,18.5,6.851351351351352,open_air,True,False
2020-12-03,-1.0,loss,12475.0,12313.75,12462.75,12519.0,12490.75,long,28.25,-1.5575221238938053,co_located_break,True,False
2020-12-04,-1.0,loss,12540.25,12443.5,12488.0,12511.25,12497.0,long,14.25,2.0350877192982457,open_air,True,False
2020-12-07,-1.0,loss,12535.5,12448.5,12511.0,12593.75,12583.0,long,10.75,-5.4186046511627906,co_located_break,True,False
2020-12-08,-1.0,loss,12612.25,12475.0,12571.75,12555.75,12537.75,long,18.0,3.138888888888889,open_air,True,False
2020-12-11,-1.0,loss,12449.0,12218.0,12390.5,12338.0,12311.0,long,27.0,4.111111111111111,open_air,True,False
2020-12-16,-1.0,loss,12609.0,12423.5,12598.0,12616.0,12597.0,long,19.0,-0.3684210526315789,co_located_break,True,False
2020-12-18,-1.0,loss,12766.75,12672.0,12754.0,12725.75,12682.5,long,43.25,0.9479768786127167,choked,True,False
2020-12-23,-1.0,loss,12760.0,12593.75,12706.25,12694.25,12672.25,long,22.0,2.9886363636363638,open_air,True,False
2020-12-24,-1.0,loss,12739.0,12621.5,12656.75,12709.75,12694.25,long,15.5,1.8870967741935485,mid_clearance,True,False
2021-01-05,-1.0,loss,12960.0,12522.0,12688.75,12774.25,12735.0,long,39.25,4.732484076433121,open_air,True,False
2021-01-06,0.9,win,12808.5,12611.75,12804.5,12641.25,12613.75,long,27.5,6.081818181818182,open_air,True,False
2021-01-07,0.9304,win,12844.5,12491.25,12658.25,12872.0,12831.75,long,40.25,-0.6832298136645962,co_located_break,True,False
2021-01-08,-1.0,loss,12958.75,12646.25,12925.25,13048.25,13019.0,long,29.25,-3.0598290598290596,co_located_break,True,False
2021-01-11,0.8983,win,13125.25,12919.25,13125.25,12968.75,12941.75,long,27.0,5.796296296296297,open_air,True,False
2021-01-12,0.8956,win,13105.5,12872.0,12905.25,12891.75,12865.5,long,26.25,8.142857142857142,open_air,True,False
