trading_day,split,context_state,context_pass,touched_long_stop,entry_ts,pnl_r,outcome
2020-03-18,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-03-19 03:41:00+10:00,-1.0,loss
2020-03-23,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-03-24 03:35:00+10:00,-1.0,loss
2020-03-24,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-03-25 04:56:00+10:00,0.9134,win
2020-03-30,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-03-31 03:54:00+10:00,-1.0,loss
2020-04-01,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-04-02 03:42:00+10:00,0.8806,win
2020-04-06,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-04-07 03:36:00+10:00,0.7831,win
2020-04-07,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2020-04-14,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-04-15 03:41:00+10:00,0.8374,win
2020-04-21,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-04-22 03:36:00+10:00,0.8519,win
2020-04-29,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-04-30 03:40:00+10:00,-1.0,loss
2020-05-01,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-05-02 04:03:00+10:00,0.7981,win
2020-05-05,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-05-06 03:42:00+10:00,0.6332,win
2020-05-07,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-05-08 03:35:00+10:00,-1.0,loss
2020-05-13,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-05-14 03:36:00+10:00,-1.0,loss
2020-05-18,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2020-05-19,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-05-20 03:38:00+10:00,-1.0,loss
2020-05-20,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-05-21 03:38:00+10:00,-1.0,loss
2020-05-27,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-05-28 03:39:00+10:00,0.8983,win
2020-05-28,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-05-29 03:36:00+10:00,-1.0,loss
2020-06-01,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-06-02 03:38:00+10:00,-1.0,loss
2020-06-05,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-06-06 04:47:00+10:00,-1.0,loss
2020-06-09,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-06-10 03:35:00+10:00,-1.0,loss
2020-06-10,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-06-11 04:00:00+10:00,-1.0,loss
2020-06-11,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2020-06-15,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-06-16 03:35:00+10:00,0.8048,win
2020-06-16,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-06-17 04:15:00+10:00,-1.0,loss
2020-06-17,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-06-18 03:36:00+10:00,-1.0,loss
2020-06-22,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-06-23 03:44:00+10:00,0.6741,win
2020-06-23,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-06-24 03:37:00+10:00,-1.0,loss
2020-07-01,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-07-02 03:36:00+10:00,0.6548,win
2020-07-02,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-07-03 03:36:00+10:00,-1.0,loss
2020-07-06,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-07-07 05:36:00+10:00,-1.0,loss
2020-07-13,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2020-07-14,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-07-15 03:36:00+10:00,0.9079,win
2020-07-20,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-07-21 03:40:00+10:00,0.7068,win
2020-07-23,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2020-07-24,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-07-25 03:36:00+10:00,0.8573,win
2020-07-27,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-07-28 03:41:00+10:00,-1.0,loss
2020-08-03,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-08-04 03:36:00+10:00,-1.0,loss
2020-08-13,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-08-14 03:47:00+10:00,-1.0,loss
2020-08-17,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-08-18 03:35:00+10:00,-1.0,loss
2020-08-18,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-08-19 03:35:00+10:00,0.6086,win
2020-08-21,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-08-22 03:35:00+10:00,-1.0,loss
2020-08-26,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-08-27 03:35:00+10:00,0.7452,win
2020-08-31,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-09-01 03:43:00+10:00,-1.0,loss
2020-09-01,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-09-02 03:36:00+10:00,0.714,win
2020-09-02,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-09-03 04:47:00+10:00,-1.0,loss
2020-09-03,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2020-09-04,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-09-05 03:36:00+10:00,0.9165,win
2020-09-08,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-09-09 03:35:00+10:00,-1.0,loss
2020-09-11,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-09-12 03:35:00+10:00,0.9241,win
2020-09-15,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-09-16 03:35:00+10:00,-1.0,loss
2020-09-17,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-09-18 03:35:00+10:00,-1.0,loss
2020-09-18,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-09-19 03:40:00+10:00,0.9476,win
2020-09-22,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-09-23 03:41:00+10:00,0.859,win
2020-10-01,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-10-02 03:35:00+10:00,0.8111,win
2020-10-02,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-10-03 04:03:00+10:00,-1.0,loss
2020-10-12,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-10-13 03:42:00+10:00,-1.0,loss
2020-10-14,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-10-15 03:42:00+10:00,0.9159,win
2020-10-15,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-10-16 03:35:00+10:00,0.8768,win
2020-10-26,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-10-27 03:39:00+10:00,0.8864,win
2020-10-28,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-10-29 03:35:00+10:00,0.8573,win
2020-10-30,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-10-31 04:06:00+10:00,-1.0,loss
2020-11-03,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-11-04 06:30:00+10:00,0.817,win
2020-11-04,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-11-05 04:36:00+10:00,-1.0,loss
2020-11-05,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-11-06 04:42:00+10:00,0.8607,win
2020-11-10,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-11-11 04:38:00+10:00,0.9381,win
2020-12-01,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-12-02 04:38:00+10:00,0.6913,win
2020-12-09,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2020-12-14,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-12-15 04:36:00+10:00,-1.0,loss
2020-12-16,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-12-17 04:39:00+10:00,-1.0,loss
2020-12-28,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2020-12-29 04:35:00+10:00,-1.0,loss
2021-01-04,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-01-05 04:36:00+10:00,-1.0,loss
2021-01-07,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-01-08 04:37:00+10:00,0.8519,win
2021-01-08,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-01-09 04:56:00+10:00,0.8992,win
2021-01-13,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-01-14 04:37:00+10:00,-1.0,loss
2021-01-19,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-01-20 04:38:00+10:00,0.7703,win
2021-01-20,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-01-21 04:35:00+10:00,-1.0,loss
2021-01-21,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-01-22 04:35:00+10:00,0.595,win
2021-01-27,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2021-02-01,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-02-02 05:50:00+10:00,-1.0,loss
2021-02-02,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-02-03 04:35:00+10:00,0.846,win
2021-02-17,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-02-18 04:57:00+10:00,-1.0,loss
2021-02-22,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-02-23 04:35:00+10:00,0.787,win
2021-02-23,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-02-24 04:35:00+10:00,-1.0,loss
2021-02-25,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-02-26 04:41:00+10:00,-1.0,loss
2021-03-01,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-03-02 04:35:00+10:00,0.7657,win
2021-03-03,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2021-03-04,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-03-05 05:44:00+10:00,-1.0,loss
2021-03-09,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-03-10 04:35:00+10:00,-1.0,loss
2021-03-11,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2021-03-16,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2021-03-22,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-03-23 03:38:00+10:00,0.7747,win
2021-03-31,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-04-01 05:16:00+10:00,-1.0,loss
2021-04-01,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-04-02 03:35:00+10:00,0.8111,win
2021-04-05,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-04-06 03:51:00+10:00,0.683,win
2021-04-08,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-04-09 04:10:00+10:00,-1.0,loss
2021-04-13,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-04-14 03:35:00+10:00,0.6332,win
2021-04-19,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-04-20 03:35:00+10:00,-1.0,loss
2021-04-20,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-04-21 03:36:00+10:00,0.817,win
2021-04-23,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-04-24 03:35:00+10:00,0.6741,win
2021-05-03,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-05-04 03:35:00+10:00,-1.0,loss
2021-05-04,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-05-05 03:35:00+10:00,-1.0,loss
2021-05-07,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-05-08 03:37:00+10:00,-1.0,loss
2021-05-10,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2021-05-12,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-05-13 03:38:00+10:00,-1.0,loss
2021-05-14,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-05-15 03:58:00+10:00,0.883,win
2021-05-17,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-05-18 03:35:00+10:00,-1.0,loss
2021-05-20,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-05-21 03:49:00+10:00,-1.0,loss
2021-05-24,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-05-25 03:43:00+10:00,0.7559,win
2021-06-04,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-06-05 03:42:00+10:00,0.7395,win
2021-06-10,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-06-11 03:41:00+10:00,0.8499,win
2021-06-17,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-06-18 03:40:00+10:00,-1.0,loss
2021-06-21,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-06-22 03:37:00+10:00,0.7274,win
2021-06-22,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-06-23 03:35:00+10:00,-1.0,loss
2021-06-24,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-06-25 04:11:00+10:00,0.7609,win
2021-06-28,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-06-29 03:38:00+10:00,0.714,win
2021-06-29,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-06-30 03:39:00+10:00,0.7452,win
2021-07-02,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-07-03 03:40:00+10:00,0.6213,win
2021-07-15,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-07-16 04:21:00+10:00,-1.0,loss
2021-07-19,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-07-20 03:35:00+10:00,0.8199,win
2021-07-20,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-07-21 03:35:00+10:00,-1.0,loss
2021-07-22,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-07-23 04:13:00+10:00,0.7395,win
2021-07-23,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-07-24 03:50:00+10:00,-1.0,loss
2021-07-27,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-07-28 03:35:00+10:00,0.8278,win
2021-08-04,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-08-05 04:12:00+10:00,-1.0,loss
2021-08-05,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-08-06 03:35:00+10:00,0.6086,win
2021-08-13,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-08-14 04:04:00+10:00,-1.0,loss
2021-08-16,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-08-17 03:35:00+10:00,0.8226,win
2021-08-20,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-08-21 05:09:00+10:00,0.7395,win
2021-08-23,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-08-24 03:35:00+10:00,-1.0,loss
2021-08-24,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-08-25 03:35:00+10:00,0.5298,win
2021-08-27,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-08-28 03:37:00+10:00,-1.0,loss
2021-08-30,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-08-31 03:35:00+10:00,0.7274,win
2021-09-01,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2021-09-13,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-09-14 05:23:00+10:00,0.8253,win
2021-09-17,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-09-18 03:35:00+10:00,-1.0,loss
2021-09-20,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-09-21 03:38:00+10:00,-1.0,loss
2021-09-23,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-09-24 03:36:00+10:00,-1.0,loss
2021-09-27,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-09-28 03:56:00+10:00,0.8278,win
2021-09-28,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-09-29 03:40:00+10:00,-1.0,loss
2021-09-29,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-09-30 03:44:00+10:00,0.8907,win
2021-10-04,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-10-05 03:37:00+10:00,0.8965,win
2021-10-07,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-10-08 03:35:00+10:00,-1.0,loss
2021-10-14,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-10-15 03:37:00+10:00,0.7703,win
2021-10-18,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-10-19 03:35:00+10:00,-1.0,loss
2021-10-19,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-10-20 03:39:00+10:00,0.548,win
2021-10-25,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-10-26 04:11:00+10:00,0.5805,win
2021-10-27,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-10-28 03:39:00+10:00,-1.0,loss
2021-10-28,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-10-29 03:36:00+10:00,0.8226,win
2021-10-29,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-10-30 05:38:00+10:00,0.787,win
2021-11-04,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-11-05 03:39:00+10:00,0.7703,win
2021-11-09,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-11-10 05:17:00+10:00,0.8499,win
2021-11-10,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2021-11-12,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-11-13 06:25:00+10:00,0.8396,win
2021-11-16,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-11-17 04:38:00+10:00,0.6993,win
2021-11-18,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-11-19 05:06:00+10:00,-1.0,loss
2021-11-19,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-11-20 04:52:00+10:00,0.8278,win
2021-11-23,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-11-24 04:47:00+10:00,0.8983,win
2021-12-03,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-12-04 06:34:00+10:00,-1.0,loss
2021-12-07,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-12-08 04:37:00+10:00,0.7831,win
2021-12-14,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-12-15 05:05:00+10:00,0.8351,win
2021-12-20,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-12-21 04:39:00+10:00,0.921,win
2021-12-21,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-12-22 04:35:00+10:00,0.8374,win
2021-12-22,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-12-23 05:50:00+10:00,0.8742,win
2021-12-23,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-12-24 05:56:00+10:00,-1.0,loss
2021-12-27,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2021-12-28 04:35:00+10:00,0.6086,win
2022-01-04,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-01-05 05:32:00+10:00,0.9316,win
2022-01-05,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-01-06 05:02:00+10:00,-1.0,loss
2022-01-10,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-01-11 04:43:00+10:00,0.9265,win
2022-01-11,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-01-12 04:42:00+10:00,0.8141,win
2022-01-12,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-01-13 04:42:00+10:00,-1.0,loss
2022-01-13,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-01-14 04:45:00+10:00,-1.0,loss
2022-01-14,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-01-15 04:42:00+10:00,0.9215,win
2022-01-18,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-01-19 04:35:00+10:00,0.8607,win
2022-01-21,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-01-22 04:37:00+10:00,0.932,win
2022-01-24,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-01-25 04:39:00+10:00,0.9713,win
2022-01-31,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-02-01 04:37:00+10:00,0.8806,win
2022-02-03,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-02-04 07:03:00+10:00,-1.0,loss
2022-02-09,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-02-10 05:00:00+10:00,0.7657,win
2022-02-11,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2022-02-15,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-02-16 04:49:00+10:00,-1.0,loss
2022-02-18,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-02-19 04:36:00+10:00,0.8768,win
2022-02-25,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-02-26 04:40:00+10:00,-1.0,loss
2022-03-04,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-03-05 04:38:00+10:00,-1.0,loss
2022-03-07,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-03-08 04:39:00+10:00,-1.0,loss
2022-03-09,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-03-10 05:36:00+10:00,0.9165,win
2022-03-14,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-03-15 03:50:00+10:00,0.9312,win
2022-03-16,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-03-17 03:37:00+10:00,-1.0,loss
2022-03-18,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-03-19 03:35:00+10:00,-1.0,loss
2022-03-22,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-03-23 03:35:00+10:00,0.8573,win
2022-03-29,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-03-30 03:35:00+10:00,0.8853,win
2022-04-01,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-04-02 03:36:00+10:00,0.883,win
2022-04-04,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-04-05 03:50:00+10:00,0.7506,win
2022-04-06,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-04-07 03:38:00+10:00,0.9121,win
2022-04-11,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-04-12 03:35:00+10:00,-1.0,loss
2022-04-19,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-04-20 03:49:00+10:00,-1.0,loss
2022-04-21,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2022-04-22,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-04-23 04:21:00+10:00,-1.0,loss
2022-04-26,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-04-27 03:39:00+10:00,0.8992,win
2022-04-28,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-04-29 03:38:00+10:00,0.9381,win
2022-05-03,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-05-04 03:37:00+10:00,0.8983,win
2022-05-05,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-05-06 03:36:00+10:00,0.9226,win
2022-05-09,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-05-10 05:07:00+10:00,-1.0,loss
2022-05-11,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-05-12 04:25:00+10:00,-1.0,loss
2022-05-12,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-05-13 05:23:00+10:00,0.9567,win
2022-05-13,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-05-14 05:10:00+10:00,0.87,win
2022-05-18,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-05-19 03:35:00+10:00,-1.0,loss
2022-05-20,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-05-21 03:37:00+10:00,0.9698,win
2022-05-24,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-05-25 03:36:00+10:00,0.8965,win
2022-05-26,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-05-27 03:41:00+10:00,0.8499,win
2022-05-27,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-05-28 04:19:00+10:00,0.867,win
2022-06-10,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-06-11 03:36:00+10:00,0.9171,win
2022-06-13,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-06-14 03:39:00+10:00,0.9009,win
2022-06-16,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2022-06-21,IS,TAKE_CLEAR_OF_CONGESTION,True,False,,,
2022-06-24,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-06-25 04:25:00+10:00,0.8374,win
2022-06-28,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-06-29 04:02:00+10:00,-1.0,loss
2022-06-29,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-06-30 03:35:00+10:00,0.859,win
2022-07-07,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-07-08 03:35:00+10:00,0.859,win
2022-07-11,IS,TAKE_CLEAR_OF_CONGESTION,True,True,2022-07-12 03:40:00+10:00,-1.0,loss
