trading_day,pnl_r,is_is,is_oos,year,source_orb_size_norm,feature_fire
2022-06-14,0.9503,True,False,2022,0.03581267217630729,0
2022-06-15,0.9461,True,False,2022,0.10420841683366369,0
2022-06-16,0.9612,True,False,2022,0.21601747537290467,1
2022-06-17,-1.0,True,False,2022,0.05780989438576785,0
2022-06-20,-1.0,True,False,2022,0.026328645859231364,0
2022-06-21,0.9469,True,False,2022,0.13585945662686993,0
2022-06-22,0.9645,True,False,2022,0.05859543300301751,0
2022-06-23,0.9561,True,False,2022,0.07695294327518881,0
2022-06-24,0.9584,True,False,2022,0.09206798866856007,0
2022-06-27,0.9712,True,False,2022,0.10765793996531701,0
2022-06-28,0.9767,True,False,2022,0.07022800692917044,0
2022-06-29,-1.0,True,False,2022,0.2435489959692641,1
2022-06-30,0.9659,True,False,2022,0.265233589181734,1
2022-07-01,-1.0,True,False,2022,0.1143440530883085,0
2022-07-04,0.7908,True,False,2022,0.033802769291872314,0
2022-07-05,0.963,True,False,2022,0.20893456430613938,0
2022-07-06,-1.0,True,False,2022,0.12330456226880396,0
2022-07-07,0.9621,True,False,2022,0.09678838539375474,0
2022-07-08,-1.0,True,False,2022,0.6485260770975139,1
2022-07-11,0.9461,True,False,2022,0.08203024865418658,0
2022-07-12,-1.0,True,False,2022,0.08320332813312059,0
2022-07-13,0.9704,True,False,2022,0.8908908908908886,1
2022-07-14,-1.0,True,False,2022,0.2243514839915847,1
2022-07-15,-1.0,True,False,2022,0.217681030653037,1
2022-07-18,-1.0,True,False,2022,0.12854082361341673,0
2022-07-19,0.9291,True,False,2022,0.11385199240986071,0
2022-07-20,0.941,True,False,2022,0.13292190837882528,0
2022-07-21,-1.0,True,False,2022,0.2081854743316816,0
2022-07-22,0.9304,True,False,2022,0.0752212389380551,0
2022-07-25,0.9231,True,False,2022,0.055185100022995884,0
2022-07-26,0.9552,True,False,2022,0.16897441915044056,0
2022-07-27,0.9441,True,False,2022,0.19684138246738178,0
2022-07-28,0.9543,True,False,2022,0.31585874095196514,1
2022-07-29,-1.0,True,False,2022,0.2729917207429016,1
2022-08-01,0.9519,True,False,2022,0.21199710913033443,0
2022-08-02,-1.0,True,False,2022,0.14695077149155034,0
2022-08-03,0.9587,True,False,2022,0.1604032997250229,0
2022-08-04,0.9394,True,False,2022,0.16764839148165137,0
2022-08-05,0.9593,True,False,2022,0.7013674459638228,1
2022-08-08,0.9676,True,False,2022,0.12141816415735794,0
2022-08-10,0.9511,True,False,2022,0.8024259388849927,1
2022-08-11,0.9413,True,False,2022,0.2586605080831367,1
2022-08-12,-1.0,True,False,2022,0.08245533669263316,0
2022-08-15,0.9572,True,False,2022,0.2672718103882983,1
2022-08-16,0.9159,True,False,2022,0.2747939045715713,1
2022-08-17,-1.0,True,False,2022,0.3128819359569832,1
2022-08-18,-1.0,True,False,2022,0.20944958597174643,0
2022-08-19,0.9251,True,False,2022,0.11613839825792843,0
2022-08-22,0.9498,True,False,2022,0.11686143572620529,0
2022-08-23,-1.0,True,False,2022,0.186556927297673,0
2022-08-24,0.9435,True,False,2022,0.2765457865901478,1
2022-08-25,-1.0,True,False,2022,0.20553359683794944,0
2022-08-26,0.932,True,False,2022,0.3029468465987331,1
2022-08-29,-1.0,True,False,2022,0.18160515524312457,0
2022-08-30,0.9418,True,False,2022,0.11890606420927467,0
2022-08-31,-1.0,True,False,2022,0.14785328404891307,0
2022-09-01,-1.0,True,False,2022,0.24936242561632707,1
2022-09-02,-1.0,True,False,2022,0.6021745190967357,1
2022-09-05,0.7506,True,False,2022,0.04022988505747388,0
2022-09-06,0.9598,True,False,2022,0.08920606601248884,0
2022-09-07,-1.0,True,False,2022,0.1280623608017792,0
2022-09-08,0.9519,True,False,2022,0.2624232272473504,1
2022-09-09,0.9473,True,False,2022,0.10781671159029649,0
2022-09-12,0.9347,True,False,2022,0.13521126760563892,0
2022-09-13,0.9564,True,False,2022,1.1697185023230314,1
2022-09-14,-1.0,True,False,2022,0.2761737383881496,1
2022-09-15,0.9296,True,False,2022,0.35357417371253347,1
2022-09-16,-1.0,True,False,2022,0.17292490118577075,0
2022-09-19,0.9578,True,False,2022,0.06389776357827252,0
2022-09-20,-1.0,True,False,2022,0.10923535253227634,0
2022-09-21,-1.0,True,False,2022,0.08604206500955805,0
2022-09-22,0.9435,True,False,2022,0.18704699555763385,0
2022-09-23,0.9368,True,False,2022,0.19178082191781032,0
2022-09-26,0.9683,True,False,2022,0.14635261833981458,0
2022-09-27,-1.0,True,False,2022,0.1670806051027238,0
2022-09-28,0.9614,True,False,2022,0.09655475093263312,0
2022-09-29,0.9278,True,False,2022,0.30601973021945383,1
2022-09-30,-1.0,True,False,2022,0.2955465587044516,1
2022-10-03,-1.0,True,False,2022,0.09952401557767004,0
2022-10-04,0.9416,True,False,2022,0.07814106518610285,0
2022-10-05,0.9531,True,False,2022,0.08125362739407657,0
2022-10-06,-1.0,True,False,2022,0.12293507491356302,0
2022-10-07,0.9456,True,False,2022,0.396589331746976,1
2022-10-10,0.9613,True,False,2022,0.09555463232239113,0
2022-10-11,0.9454,True,False,2022,0.07393715341959148,0
2022-10-12,0.9584,True,False,2022,0.22920371468089132,1
2022-10-13,0.9503,True,False,2022,0.940051782513449,1
2022-10-14,0.972,True,False,2022,0.168453292496175,0
2022-10-17,0.9494,True,False,2022,0.07715736040608583,0
2022-10-18,0.9487,True,False,2022,0.10020876826721768,0
2022-10-19,-1.0,True,False,2022,0.15986882557901583,0
2022-10-20,0.9515,True,False,2022,0.22615131578947367,1
2022-10-21,0.9683,True,False,2022,0.12170385395537527,0
2022-10-24,-1.0,True,False,2022,0.09345794392523558,0
2022-10-25,0.9503,True,False,2022,0.058151609553473045,0
2022-10-26,0.9531,True,False,2022,0.051896207584828526,0
2022-10-27,0.9557,True,False,2022,0.33602986932172313,1
2022-10-28,0.9714,True,False,2022,0.6165121793489957,1
2022-10-31,0.9589,True,False,2022,0.07998222617195977,0
2022-11-01,0.9343,True,False,2022,0.14094112298249187,0
2022-11-02,0.959,True,False,2022,0.07375271149674817,0
2022-11-03,0.9505,True,False,2022,0.08604000860400085,0
2022-11-04,0.9714,True,False,2022,0.4121056020605241,1
2022-11-07,-1.0,True,False,2022,0.07151370679380033,0
2022-11-08,-1.0,True,False,2022,0.07528230865746359,0
2022-11-09,-1.0,True,False,2022,0.09211053263916519,0
2022-11-10,-1.0,True,False,2022,0.8791634391944246,1
2022-11-11,-1.0,True,False,2022,0.13523391812865665,0
2022-11-14,-1.0,True,False,2022,0.08254082181948519,0
2022-11-15,0.9378,True,False,2022,0.43462513582035495,1
2022-11-16,0.9336,True,False,2022,0.25150355385456036,1
2022-11-17,0.9361,True,False,2022,0.19164430816404754,0
2022-11-18,0.9646,True,False,2022,0.05610622779128483,0
2022-11-21,-1.0,True,False,2022,0.04547176960970237,0
2022-11-22,0.9312,True,False,2022,0.03817522427944264,0
2022-11-23,0.9121,True,False,2022,0.8948808128175104,1
2022-11-24,0.6443,True,False,2022,0.0300751879699231,0
2022-11-28,-1.0,True,False,2022,0.05739429883298259,0
2022-11-29,0.9079,True,False,2022,0.056190297808578385,0
2022-11-30,-1.0,True,False,2022,0.36316472114137316,1
2022-12-01,0.9427,True,False,2022,0.17779459050500543,0
2022-12-02,0.9601,True,False,2022,0.6104328523862375,1
2022-12-05,-1.0,True,False,2022,0.0350808809199022,0
2022-12-06,0.9246,True,False,2022,0.05895357406043244,0
2022-12-07,-1.0,True,False,2022,0.10329757647993282,0
2022-12-08,-1.0,True,False,2022,0.1662378784880287,0
2022-12-09,0.9584,True,False,2022,0.7015278674413581,1
2022-12-12,-1.0,True,False,2022,0.043696744592527856,0
2022-12-13,-1.0,True,False,2022,1.2930089853166775,1
2022-12-14,0.9511,True,False,2022,0.03326403326403137,0
2022-12-15,0.9662,True,False,2022,0.3487179487179487,1
2022-12-16,-1.0,True,False,2022,0.05145458143676843,0
2022-12-19,0.9603,True,False,2022,0.06734006734006014,0
2022-12-20,-1.0,True,False,2022,0.0560672807368788,0
2022-12-21,0.9397,True,False,2022,0.04580152671755031,0
2022-12-22,0.9598,True,False,2022,0.23218574859887728,1
2022-12-23,-1.0,True,False,2022,0.2998671474663159,1
2022-12-27,0.9372,True,False,2022,0.06861063464836877,0
2022-12-28,-1.0,True,False,2022,0.059746079163559986,0
2022-12-29,0.9503,True,False,2022,0.11505273250239693,0
2022-12-30,-1.0,True,False,2022,0.05475166210403171,0
2023-01-03,-1.0,True,False,2023,0.06565449322937665,0
2023-01-04,-1.0,True,False,2023,0.13147082990961567,0
2023-01-05,-1.0,True,False,2023,0.19537056699935904,0
2023-01-06,0.9645,True,False,2023,0.3742119178360715,1
2023-01-09,0.9381,True,False,2023,0.08241758241757885,0
2023-01-10,-1.0,True,False,2023,0.05855943782939684,0
2023-01-11,0.9505,True,False,2023,0.059113300492610835,0
2023-01-12,0.9633,True,False,2023,0.9629044988161046,1
2023-01-13,-1.0,True,False,2023,0.08901476835929781,0
2023-01-16,-1.0,True,False,2023,0.06756756756756938,0
2023-01-17,-1.0,True,False,2023,0.12873754152823544,0
2023-01-18,-1.0,True,False,2023,0.26431718061673815,1
2023-01-19,0.9397,True,False,2023,0.25270022416955557,1
2023-01-20,0.9316,True,False,2023,0.1025010250102501,0
2023-01-23,0.934,True,False,2023,0.10152284263959391,0
2023-01-24,0.9354,True,False,2023,0.04997917534360872,0
2023-01-25,-1.0,True,False,2023,0.08115236356258876,0
2023-01-26,0.9461,True,False,2023,0.28418451400328926,1
2023-01-27,0.9459,True,False,2023,0.18864138069435354,0
2023-01-30,-1.0,True,False,2023,0.08785942492012962,0
2023-01-31,0.9543,True,False,2023,0.192043895747603,0
2023-02-01,-1.0,True,False,2023,0.11268700213716198,0
2023-02-02,-1.0,True,False,2023,0.2690755333461464,1
2023-02-03,0.9639,True,False,2023,0.7028037383177553,1
2023-02-06,-1.0,True,False,2023,0.06511123168746444,0
2023-02-07,-1.0,True,False,2023,0.09300661777857759,0
2023-02-08,-1.0,True,False,2023,0.1058014459530947,0
2023-02-09,0.943,True,False,2023,0.08862105636299185,0
2023-02-10,-1.0,True,False,2023,0.09582963620230862,0
2023-02-13,-1.0,True,False,2023,0.054249547920434,0
2023-02-14,0.9676,True,False,2023,0.7767695099818545,1
2023-02-15,-1.0,True,False,2023,0.18790994504520314,0
2023-02-16,-1.0,True,False,2023,0.39298990971853104,1
2023-02-17,0.9354,True,False,2023,0.08392629082284088,0
2023-02-20,0.7559,True,False,2023,0.050296389437761484,0
2023-02-21,0.9134,True,False,2023,0.04423147806856047,0
2023-02-22,-1.0,True,False,2023,0.04518072289156798,0
2023-02-23,0.9165,True,False,2023,0.22839741149600304,1
2023-02-24,-1.0,True,False,2023,0.26624902114330284,1
2023-02-27,-1.0,True,False,2023,0.11721039265481539,0
2023-02-28,0.9064,True,False,2023,0.06342913776016398,0
2023-03-01,-1.0,True,False,2023,0.08784188460770793,0
2023-03-02,0.9236,True,False,2023,0.15564202334630164,0
2023-03-03,0.8974,True,False,2023,0.05352363960749534,0
2023-03-06,-1.0,True,False,2023,0.05343696866651136,0
2023-03-07,-1.0,True,False,2023,0.08948545861297313,0
2023-03-08,0.9251,True,False,2023,0.07125890736342043,0
2023-03-09,0.9418,True,False,2023,0.23883448770002388,1
2023-03-10,0.957,True,False,2023,0.5504140282513372,1
