trading_day,pnl_r,pnl_r0,outcome,is_scratch,is_is,is_oos,year,feature_fire,orb_mid,pivot_val,break_dir
2019-09-05,-1.0,-1.0,loss,0,True,False,2019,0,7813.625,7687.25,long
2019-09-06,-1.0,-1.0,loss,0,True,False,2019,1,7868.75,7822.666666666667,long
2019-09-09,0.5101,0.5101,win,0,True,False,2019,1,7878.375,7866.416666666667,long
2019-09-10,-1.0,-1.0,loss,0,True,False,2019,1,7804.875,7841.75,long
2019-09-11,-1.0,-1.0,loss,0,True,False,2019,1,7829.0,7802.833333333333,long
2019-09-12,0.7068,0.7068,win,0,True,False,2019,0,7932.875,7858.5,long
2019-09-16,-1.0,-1.0,loss,0,True,False,2019,1,7865.0,7865.75,long
2019-09-18,0.4395,0.4395,win,0,True,False,2019,1,7899.0,7895.916666666667,long
2019-09-19,0.6548,0.6548,win,0,True,False,2019,1,7910.625,7886.083333333333,long
2019-09-20,0.6332,0.6332,win,0,True,False,2019,1,7931.375,7917.833333333333,long
2019-09-23,0.6548,0.6548,win,0,True,False,2019,1,7830.125,7871.583333333333,long
2019-09-25,0.6548,0.6548,win,0,True,False,2019,0,7726.375,7782.833333333333,long
2019-10-01,0.6213,0.6213,win,0,True,False,2019,1,7796.25,7759.416666666667,long
2019-10-04,,0.0,scratch,1,True,False,2019,0,7655.625,7594.583333333333,long
2019-10-10,-1.0,-1.0,loss,0,True,False,2019,1,7691.25,7636.083333333333,long
2019-10-11,-1.0,-1.0,loss,0,True,False,2019,0,7843.5,7727.666666666667,long
2019-10-14,-1.0,-1.0,loss,0,True,False,2019,1,7838.875,7874.25,long
2019-10-17,0.6332,0.6332,win,0,True,False,2019,1,7977.125,7936.916666666667,long
2019-10-21,0.3064,0.3064,win,0,True,False,2019,1,7910.0,7880.916666666667,long
2019-10-23,-1.0,-1.0,loss,0,True,False,2019,1,7863.5,7893.0,long
2019-10-28,0.4886,0.4886,win,0,True,False,2019,1,8066.0,8056.583333333333,long
2019-10-29,0.1561,0.1561,win,0,True,False,2019,1,8098.875,8094.083333333333,long
2019-10-30,-1.0,-1.0,loss,0,True,False,2019,1,8068.5,8075.583333333333,long
2019-10-31,0.6086,0.6086,win,0,True,False,2019,1,8099.625,8094.5,long
