sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1547,1523,0.984486102133161,0.09348942875902823,0.09203904330963156,0.09883346571823866,3.8570385219197103,0.00011476908080253118,805,0.03826273291925465,1.142825947450374,718,0.15540793871866296,4.438462443254675,2025-12-31,2026-01-02,2026-01-01,True
OOS,86,86,1.0,0.0631546511627907,0.0631546511627907,0.06550992829348971,0.6075140826611035,0.5435097997017828,45,0.017337777777777785,0.11947951242527508,41,0.11344146341463418,0.7541688321425006,2025-12-31,2026-01-02,2026-01-01,True
