sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1545,1530,0.9902912621359223,0.10920836601307189,0.10814809061488673,0.097240775974012,3.8035938036813053,0.00014261195579578096,790,0.12302873417721519,3.1122586692122027,740,0.09445418918918917,2.2612208182813824,2025-12-31,2026-01-02,2026-01-01,True
OOS,86,86,1.0,0.15385581395348838,0.15385581395348838,0.14328965144205993,1.3288135618262196,0.183909486763471,45,0.13409333333333334,0.8686535527184202,41,0.1755463414634146,0.9976445185746456,2025-12-31,2026-01-02,2026-01-01,True
