sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1550,1130,0.7290322580645161,0.11067557522123894,0.08068606451612903,0.11969127492500131,4.023478776045009,5.734475409309582e-05,571,0.11808476357267951,3.057080934673082,559,0.10310733452593918,2.629354894238297,2025-12-31,2026-01-02,2026-01-01,True
OOS,86,85,0.9883720930232558,-0.09455999999999998,-0.09346046511627905,-0.09785866052372069,-0.9022122712295754,0.36694411742257665,47,-0.017882978723404257,-0.1261175477536608,38,-0.18939736842105265,-1.211813476554524,2025-12-31,2026-01-02,2026-01-01,True
