sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1494,1437,0.9618473895582329,0.07486583159359778,0.07200950468540832,0.0744708033835164,2.8230230427353225,0.004757315227115513,758,0.0986788918205805,2.690057562184611,679,0.048282179675994116,1.257901025418162,2025-12-31,2026-01-02,2026-01-01,True
OOS,84,84,1.0,0.07092023809523809,0.07092023809523809,0.06839398914823082,0.626841264703512,0.5307632914395635,43,0.05712325581395352,0.36392207797346793,41,0.08539024390243902,0.5170399759797395,2025-12-31,2026-01-02,2026-01-01,True
