strategy_id,decision,reason,add_delta_annual_r_is,add_delta_sharpe_is,replacement_target,replace_delta_annual_r_is,replace_delta_sharpe_is,corr_gate_pass,worst_rho,worst_subset
MNQ_COMEX_SETTLE_E2_RR1.0_CB1_X_MES_ATR60,PARK,Candidate is same-session with the live COMEX lane and replacement does not improve both common-window IS annualized R and honest Sharpe.,16.742563777490297,0.13588869934938552,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_OVNRNG_100,-1.501013712807243,-0.008097020550292378,False,0.8068091375105829,0.6878612716763006
MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_G5,PARK,Candidate is same-session with the live COMEX lane and replacement does not improve both common-window IS annualized R and honest Sharpe.,21.251261060802072,-0.05684455941599076,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_OVNRNG_100,3.0076835705045326,-0.20969252909246983,False,0.8074586673284069,0.9980732177263969
