sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1494,97,0.06492637215528782,0.4675556701030927,0.030356693440428385,0.3350317126150604,3.2996796966379476,0.0009679523573939673,47,0.4427319148936169,2.1200888649246354,50,0.49089,2.524604154459235,2025-12-31,2026-01-02,2026-01-01,True
OOS,77,18,0.23376623376623376,0.4386555555555555,0.10254285714285713,0.31094036014145937,1.319208223203679,0.18709950990368576,9,0.2632111111111111,0.586170055508391,9,0.6141,1.203016430538975,2025-12-31,2026-01-02,2026-01-01,True
