sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1001,353,0.35264735264735264,0.04812011331444759,0.01696943056943057,0.12401236747592002,2.3299808480553796,0.019807163378087352,162,0.05570987654320988,1.7254584417006704,191,0.041682722513089,1.5635223280978043,2025-12-31,2026-01-02,2026-01-01,True
OOS,64,36,0.5625,0.05517499999999999,0.031035937499999996,0.11470485645950323,0.6882291387570194,0.4913084970820776,10,0.16307,0.9771554954216823,26,0.01367692307692308,0.14963155886738672,2025-12-31,2026-01-02,2026-01-01,True
