strategy_id,instrument,orb_label,orb_minutes,rr_target,confirm_bars,filter_type,entry_model,n_is,n_oos,dropped_incomplete_window,mean_baseline_is,mean_timeexit_is,mean_delta_is,mean_baseline_oos,mean_timeexit_oos,mean_delta_oos,oos_power_tier,progress_rate_is,year_consistency,verdict,notes
MES_CME_PRECLOSE_E2_RR1.0_CB1_ORB_G8,MES,CME_PRECLOSE,5,1.0,1,ORB_G8,E2,289,12,0,0.17748269896193772,0.10818414171279954,-0.06929855724913817,0.08504166666666664,0.3290169163838649,0.2439752497171982,STATISTICALLY_USELESS,0.42214532871972316,SIGN_INCONSISTENT,KILL,"IS mean ΔR=-0.0693 <= 0 (time-exit non-improving vs price stop). Single-layer no-progress exit dead for this lane; does NOT kill the full 7-layer Howard stack. progress-rate(IS)=42.2%, year-consistency=SIGN_INCONSISTENT. CAVEAT: per-year ΔR sign INCONSISTENT across powered years — any positive pooled ΔR may be regime-concentrated (pooled-finding-rule)."
MNQ_COMEX_SETTLE_E2_RR1.5_CB1_ORB_G5,MNQ,COMEX_SETTLE,5,1.5,1,ORB_G5,E2,1555,81,0,0.09150829581993569,-0.026250834355916103,-0.11775913017585181,0.08606543209876542,0.05665671812782477,-0.02940871397094066,STATISTICALLY_USELESS,0.2180064308681672,SIGN_INCONSISTENT,KILL,"IS mean ΔR=-0.1178 <= 0 (time-exit non-improving vs price stop). Single-layer no-progress exit dead for this lane; does NOT kill the full 7-layer Howard stack. progress-rate(IS)=21.8%, year-consistency=SIGN_INCONSISTENT. CAVEAT: per-year ΔR sign INCONSISTENT across powered years — any positive pooled ΔR may be regime-concentrated (pooled-finding-rule)."
MNQ_EUROPE_FLOW_E2_RR1.5_CB1_ORB_G5,MNQ,EUROPE_FLOW,5,1.5,1,ORB_G5,E2,1582,87,1,0.06367104930467762,-0.05028296193136034,-0.11395401123603796,0.2899735632183908,0.05070424179188558,-0.23926932142650523,STATISTICALLY_USELESS,0.1972187104930468,CONSISTENT,KILL,"IS mean ΔR=-0.1140 <= 0 (time-exit non-improving vs price stop). Single-layer no-progress exit dead for this lane; does NOT kill the full 7-layer Howard stack. progress-rate(IS)=19.7%, year-consistency=CONSISTENT."
MNQ_NYSE_OPEN_E2_RR1.0_CB1_COST_LT12,MNQ,NYSE_OPEN,5,1.0,1,COST_LT12,E2,1669,87,0,0.08204955062911923,0.024791587406349826,-0.057257963222769416,0.0399264367816092,-0.011077925074504672,-0.05100436185611387,STATISTICALLY_USELESS,0.1396045536249251,SIGN_INCONSISTENT,KILL,"IS mean ΔR=-0.0573 <= 0 (time-exit non-improving vs price stop). Single-layer no-progress exit dead for this lane; does NOT kill the full 7-layer Howard stack. progress-rate(IS)=14.0%, year-consistency=SIGN_INCONSISTENT. CAVEAT: per-year ΔR sign INCONSISTENT across powered years — any positive pooled ΔR may be regime-concentrated (pooled-finding-rule)."
MNQ_SINGAPORE_OPEN_E2_RR1.5_CB1_ATR_P50_O15,MNQ,SINGAPORE_OPEN,15,1.5,1,ATR_P50,E2,913,65,0,0.11299967141292443,-0.04327040239883012,-0.15627007381175453,0.06431846153846155,-0.02336667453792558,-0.08768513607638713,STATISTICALLY_USELESS,0.13910186199342825,CONSISTENT,KILL,"IS mean ΔR=-0.1563 <= 0 (time-exit non-improving vs price stop). Single-layer no-progress exit dead for this lane; does NOT kill the full 7-layer Howard stack. progress-rate(IS)=13.9%, year-consistency=CONSISTENT."
MNQ_TOKYO_OPEN_E2_RR1.5_CB1_COST_LT12,MNQ,TOKYO_OPEN,5,1.5,1,COST_LT12,E2,950,85,0,0.122174,-0.01935588703877577,-0.14152988703877578,0.1163894117647059,-0.006373996890557122,-0.12276340865526303,STATISTICALLY_USELESS,0.16842105263157894,CONSISTENT,KILL,"IS mean ΔR=-0.1415 <= 0 (time-exit non-improving vs price stop). Single-layer no-progress exit dead for this lane; does NOT kill the full 7-layer Howard stack. progress-rate(IS)=16.8%, year-consistency=CONSISTENT."
MNQ_US_DATA_1000_E2_RR1.5_CB1_ORB_G5_O15,MNQ,US_DATA_1000,15,1.5,1,ORB_G5,E2,1491,74,0,0.10550167672702884,0.004871598665152048,-0.1006300780618768,0.16063513513513514,-0.025416297952687107,-0.18605143308782224,STATISTICALLY_USELESS,0.04963112005365526,SIGN_INCONSISTENT,KILL,"IS mean ΔR=-0.1006 <= 0 (time-exit non-improving vs price stop). Single-layer no-progress exit dead for this lane; does NOT kill the full 7-layer Howard stack. progress-rate(IS)=5.0%, year-consistency=SIGN_INCONSISTENT. CAVEAT: per-year ΔR sign INCONSISTENT across powered years — any positive pooled ΔR may be regime-concentrated (pooled-finding-rule)."
