sample,n_universe,n_fired,fire_rate,expr,policy_ev,sharpe,t,p_two_sided,long_n,long_expr,long_t,short_n,short_expr,short_t,max_IS_trading_day,min_OOS_trading_day,holdout_boundary_value,holdout_boundary_proof
IS,1494,1372,0.9183400267737617,0.10133265306122449,0.09305783132530121,0.11133984245742798,4.124085478176511,3.722106587736908e-05,718,0.10090543175487464,2.974125710196585,654,0.10180168195718654,2.8548699631126806,2025-12-31,2026-01-02,2026-01-01,True
OOS,84,82,0.9761904761904762,0.10857439024390246,0.10598928571428572,0.11506554908222812,1.04196286307083,0.2974288969907056,41,0.14719756097560976,1.0043102888563868,41,0.06995121951219514,0.46718501063169404,2025-12-31,2026-01-02,2026-01-01,True
