batch_id,batch_index,total_batches,item_count,ready_count,blocked_count,first_rank,last_rank,manifest_path,command_path
batch_001,1,18,25,25,0,65,89,batches/batch_001.csv,batches/batch_001_commands.ps1
batch_002,2,18,25,25,0,90,114,batches/batch_002.csv,batches/batch_002_commands.ps1
batch_003,3,18,25,25,0,115,139,batches/batch_003.csv,batches/batch_003_commands.ps1
batch_004,4,18,25,25,0,140,164,batches/batch_004.csv,batches/batch_004_commands.ps1
batch_005,5,18,25,25,0,165,189,batches/batch_005.csv,batches/batch_005_commands.ps1
batch_006,6,18,25,25,0,190,214,batches/batch_006.csv,batches/batch_006_commands.ps1
batch_007,7,18,25,25,0,215,239,batches/batch_007.csv,batches/batch_007_commands.ps1
batch_008,8,18,25,25,0,240,264,batches/batch_008.csv,batches/batch_008_commands.ps1
batch_009,9,18,25,25,0,265,289,batches/batch_009.csv,batches/batch_009_commands.ps1
batch_010,10,18,25,25,0,290,314,batches/batch_010.csv,batches/batch_010_commands.ps1
batch_011,11,18,25,25,0,315,339,batches/batch_011.csv,batches/batch_011_commands.ps1
batch_012,12,18,25,25,0,340,364,batches/batch_012.csv,batches/batch_012_commands.ps1
batch_013,13,18,25,25,0,365,389,batches/batch_013.csv,batches/batch_013_commands.ps1
batch_014,14,18,25,25,0,390,414,batches/batch_014.csv,batches/batch_014_commands.ps1
batch_015,15,18,25,25,0,415,439,batches/batch_015.csv,batches/batch_015_commands.ps1
batch_016,16,18,25,25,0,440,464,batches/batch_016.csv,batches/batch_016_commands.ps1
batch_017,17,18,25,25,0,465,489,batches/batch_017.csv,batches/batch_017_commands.ps1
batch_018,18,18,23,23,0,490,512,batches/batch_018.csv,batches/batch_018_commands.ps1
