batch_id,batch_index,total_batches,item_count,ready_count,blocked_count,first_rank,last_rank,manifest_path,command_path
batch_001,1,13,25,25,0,99,123,batches/batch_001.csv,batches/batch_001_commands.ps1
batch_002,2,13,25,25,0,124,148,batches/batch_002.csv,batches/batch_002_commands.ps1
batch_003,3,13,25,25,0,149,173,batches/batch_003.csv,batches/batch_003_commands.ps1
batch_004,4,13,25,25,0,174,198,batches/batch_004.csv,batches/batch_004_commands.ps1
batch_005,5,13,25,25,0,199,223,batches/batch_005.csv,batches/batch_005_commands.ps1
batch_006,6,13,25,25,0,224,248,batches/batch_006.csv,batches/batch_006_commands.ps1
batch_007,7,13,25,25,0,249,273,batches/batch_007.csv,batches/batch_007_commands.ps1
batch_008,8,13,25,25,0,274,298,batches/batch_008.csv,batches/batch_008_commands.ps1
batch_009,9,13,25,25,0,299,323,batches/batch_009.csv,batches/batch_009_commands.ps1
batch_010,10,13,25,25,0,324,348,batches/batch_010.csv,batches/batch_010_commands.ps1
batch_011,11,13,25,25,0,349,373,batches/batch_011.csv,batches/batch_011_commands.ps1
batch_012,12,13,25,25,0,374,398,batches/batch_012.csv,batches/batch_012_commands.ps1
batch_013,13,13,23,23,0,399,421,batches/batch_013.csv,batches/batch_013_commands.ps1
