rank,strategy_id,state,primary_blocker,next_action,instrument,session,orb_minutes,entry_model,rr_target,filter_type,confirm_bars,trailing_expr,trailing_n,annual_r_estimate,status,status_reason,chordia_verdict,chordia_audit_age_days,c8_oos_status,family,family_role,family_priority,active_in_profile
285,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_G5,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,5,E2,1.0,ORB_G5,1,0.0806,257,19.1,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0806, N=257",MISSING,,,UNSPECIFIED,unknown,5,False
286,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_G6,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,5,E2,1.0,ORB_G6,1,0.0806,257,19.1,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0806, N=257",MISSING,,,UNSPECIFIED,unknown,5,False
287,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_G8,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,5,E2,1.0,ORB_G8,1,0.0806,257,19.1,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0806, N=257",MISSING,,,UNSPECIFIED,unknown,5,False
288,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_VOL_2K,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,5,E2,1.0,ORB_VOL_2K,1,0.0806,257,19.1,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0806, N=257",MISSING,,,UNSPECIFIED,unknown,5,False
289,MNQ_NYSE_OPEN_E2_RR1.0_CB1_OVNRNG_25,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,5,E2,1.0,OVNRNG_25,1,0.0806,257,19.1,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0806, N=257",MISSING,,,UNSPECIFIED,unknown,5,False
290,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_COST_LT12_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,30,E2,1.0,COST_LT12,1,0.1052,196,19.0,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1052, N=196",MISSING,,,UNSPECIFIED,unknown,5,False
291,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_G5_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,30,E2,1.0,ORB_G5,1,0.1052,196,19.0,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1052, N=196",MISSING,,,UNSPECIFIED,unknown,5,False
292,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_G6_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,30,E2,1.0,ORB_G6,1,0.1052,196,19.0,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1052, N=196",MISSING,,,UNSPECIFIED,unknown,5,False
293,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_G8_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,30,E2,1.0,ORB_G8,1,0.1052,196,19.0,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1052, N=196",MISSING,,,UNSPECIFIED,unknown,5,False
294,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_VOL_4K_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,30,E2,1.0,ORB_VOL_4K,1,0.1052,196,19.0,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1052, N=196",MISSING,,,UNSPECIFIED,unknown,5,False
295,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_VOL_8K_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,30,E2,1.0,ORB_VOL_8K,1,0.1052,196,19.0,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1052, N=196",MISSING,,,UNSPECIFIED,unknown,5,False
296,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_OVNRNG_10_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,30,E2,1.0,OVNRNG_10,1,0.1052,196,19.0,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1052, N=196",MISSING,,,UNSPECIFIED,unknown,5,False
297,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_OVNRNG_25_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,30,E2,1.0,OVNRNG_25,1,0.1052,196,19.0,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1052, N=196",MISSING,,,UNSPECIFIED,unknown,5,False
298,MNQ_US_DATA_1000_E2_RR1.5_CB1_COST_LT15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,1.5,COST_LT15,1,0.0819,250,18.9,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0819, N=250",MISSING,,,UNSPECIFIED,unknown,5,False
299,MNQ_US_DATA_1000_E2_RR1.5_CB1_ORB_G6,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,1.5,ORB_G6,1,0.0819,250,18.9,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0819, N=250",MISSING,,,UNSPECIFIED,unknown,5,False
300,MNQ_US_DATA_1000_E2_RR1.5_CB1_ORB_G8,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,1.5,ORB_G8,1,0.0819,250,18.9,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0819, N=250",MISSING,,,UNSPECIFIED,unknown,5,False
301,MNQ_US_DATA_1000_E2_RR1.5_CB1_ORB_VOL_2K,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,1.5,ORB_VOL_2K,1,0.0819,250,18.9,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0819, N=250",MISSING,,,UNSPECIFIED,unknown,5,False
302,MNQ_TOKYO_OPEN_E2_RR1.0_CB1_COST_LT15_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,15,E2,1.0,COST_LT15,1,0.0781,259,18.7,DEPLOY,"Session HOT (+0.0456), ExpR=+0.0781, N=259",MISSING,,,UNSPECIFIED,unknown,5,False
303,MNQ_TOKYO_OPEN_E2_RR1.0_CB1_ORB_G8_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,15,E2,1.0,ORB_G8,1,0.0781,259,18.7,DEPLOY,"Session HOT (+0.0456), ExpR=+0.0781, N=259",MISSING,,,UNSPECIFIED,unknown,5,False
304,MNQ_EUROPE_FLOW_E2_RR2.0_CB1_OVNRNG_100_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,2.0,OVNRNG_100,1,0.1183,170,18.6,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1183, N=170",MISSING,,,UNSPECIFIED,unknown,5,False
305,MNQ_US_DATA_1000_E2_RR1.0_CB1_OVNRNG_50_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,30,E2,1.0,OVNRNG_50,1,0.1073,188,18.6,DEPLOY,"Session HOT (+0.0615), ExpR=+0.1073, N=188",MISSING,,,UNSPECIFIED,unknown,5,False
306,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_VOL_16K,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,5,E2,1.0,ORB_VOL_16K,1,0.0804,250,18.6,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0804, N=250",MISSING,,,UNSPECIFIED,unknown,5,False
307,MNQ_CME_PRECLOSE_E2_RR1.5_CB1_ATR_P30_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.5,ATR_P30,1,0.1177,144,18.5,DEPLOY,"Session HOT (+0.0100), ExpR=+0.1177, N=144",MISSING,,,UNSPECIFIED,unknown,5,False
308,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_X_MGC_ATR70_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,1.5,X_MGC_ATR70,1,0.1027,165,18.5,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1027, N=165",MISSING,,,UNSPECIFIED,unknown,5,False
309,MNQ_US_DATA_1000_E2_RR1.0_CB1_OVNRNG_100_O30_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,30,E2,1.0,OVNRNG_100,1,0.1567,127,18.4,DEPLOY,"Session HOT (+0.0615), ExpR=+0.1567, N=127",MISSING,,,UNSPECIFIED,unknown,5,False
310,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_ATR_P70,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,ATR_P70,1,0.1344,80,18.4,DEPLOY,"Session HOT (+0.0100), ExpR=+0.1344, N=80",MISSING,,,UNSPECIFIED,unknown,5,False
311,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_OVNRNG_50_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,30,E2,1.0,OVNRNG_50,1,0.1041,191,18.4,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1041, N=191",MISSING,,,UNSPECIFIED,unknown,5,False
312,MNQ_US_DATA_1000_E2_RR1.5_CB1_ATR_P30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,1.5,ATR_P30,1,0.1008,167,18.4,DEPLOY,"Session HOT (+0.0615), ExpR=+0.1008, N=167",MISSING,,,UNSPECIFIED,unknown,5,False
313,MNQ_US_DATA_1000_E2_RR2.0_CB1_CROSS_NYSE_MOMENTUM,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,2.0,CROSS_NYSE_MOMENTUM,1,0.1261,157,18.3,DEPLOY,"Session HOT (+0.0615), ExpR=+0.1261, N=157",MISSING,,,UNSPECIFIED,unknown,5,False
314,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_VOL_16K_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,30,E2,1.0,ORB_VOL_16K,1,0.1017,195,18.3,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1017, N=195",MISSING,,,UNSPECIFIED,unknown,5,False
315,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_VOL_4K,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,5,E2,1.0,ORB_VOL_4K,1,0.0776,256,18.3,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0776, N=256",MISSING,,,UNSPECIFIED,unknown,5,False
316,MNQ_EUROPE_FLOW_E2_RR2.0_CB1_PDR_R105,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,2.0,PDR_R105,1,0.2094,94,18.2,DEPLOY,"Session HOT (+0.1892), ExpR=+0.2094, N=94",MISSING,,,UNSPECIFIED,unknown,5,False
317,MNQ_US_DATA_1000_E2_RR1.0_CB1_OVNRNG_100_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,OVNRNG_100,1,0.1256,155,18.0,DEPLOY,"Session HOT (+0.0615), ExpR=+0.1256, N=155",MISSING,,,UNSPECIFIED,unknown,5,False
318,MNQ_US_DATA_1000_E2_RR1.5_CB1_CROSS_NYSE_MOMENTUM,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,1.5,CROSS_NYSE_MOMENTUM,1,0.1204,162,18.0,DEPLOY,"Session HOT (+0.0615), ExpR=+0.1204, N=162",MISSING,,,UNSPECIFIED,unknown,5,False
319,MNQ_NYSE_OPEN_E2_RR1.5_CB1_COST_LT08_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E2,1.5,COST_LT08,1,0.1009,192,17.9,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1009, N=192",MISSING,,,UNSPECIFIED,unknown,5,False
320,MNQ_NYSE_OPEN_E2_RR1.5_CB1_COST_LT12_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E2,1.5,COST_LT12,1,0.1009,192,17.9,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1009, N=192",MISSING,,,UNSPECIFIED,unknown,5,False
321,MNQ_NYSE_OPEN_E2_RR1.5_CB1_ORB_G4_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E2,1.5,ORB_G4,1,0.1009,192,17.9,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1009, N=192",MISSING,,,UNSPECIFIED,unknown,5,False
322,MNQ_NYSE_OPEN_E2_RR1.5_CB1_ORB_VOL_16K_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E2,1.5,ORB_VOL_16K,1,0.1009,192,17.9,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1009, N=192",MISSING,,,UNSPECIFIED,unknown,5,False
323,MNQ_NYSE_OPEN_E2_RR1.5_CB1_ORB_VOL_2K_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E2,1.5,ORB_VOL_2K,1,0.1009,192,17.9,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1009, N=192",MISSING,,,UNSPECIFIED,unknown,5,False
324,MNQ_NYSE_OPEN_E2_RR1.5_CB1_ORB_VOL_4K_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E2,1.5,ORB_VOL_4K,1,0.1009,192,17.9,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1009, N=192",MISSING,,,UNSPECIFIED,unknown,5,False
325,MNQ_NYSE_OPEN_E2_RR1.5_CB1_ORB_VOL_8K_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E2,1.5,ORB_VOL_8K,1,0.1009,192,17.9,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1009, N=192",MISSING,,,UNSPECIFIED,unknown,5,False
326,MNQ_NYSE_OPEN_E2_RR1.5_CB1_OVNRNG_25_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E2,1.5,OVNRNG_25,1,0.1009,192,17.9,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1009, N=192",MISSING,,,UNSPECIFIED,unknown,5,False
327,MNQ_NYSE_OPEN_E2_RR1.0_CB1_COST_LT08_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,30,E2,1.0,COST_LT08,1,0.1111,174,17.8,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1111, N=174",MISSING,,,UNSPECIFIED,unknown,5,False
328,MNQ_NYSE_OPEN_E2_RR1.0_CB1_COST_LT10_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,30,E2,1.0,COST_LT10,1,0.1111,174,17.8,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1111, N=174",MISSING,,,UNSPECIFIED,unknown,5,False
329,MNQ_NYSE_OPEN_E2_RR1.0_CB1_COST_LT12_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,30,E2,1.0,COST_LT12,1,0.1111,174,17.8,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1111, N=174",MISSING,,,UNSPECIFIED,unknown,5,False
330,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_G6_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,30,E2,1.0,ORB_G6,1,0.1111,174,17.8,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1111, N=174",MISSING,,,UNSPECIFIED,unknown,5,False
331,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_G8_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,30,E2,1.0,ORB_G8,1,0.1111,174,17.8,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1111, N=174",MISSING,,,UNSPECIFIED,unknown,5,False
332,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_VOL_16K_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,30,E2,1.0,ORB_VOL_16K,1,0.1111,174,17.8,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1111, N=174",MISSING,,,UNSPECIFIED,unknown,5,False
333,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_VOL_4K_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,30,E2,1.0,ORB_VOL_4K,1,0.1111,174,17.8,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1111, N=174",MISSING,,,UNSPECIFIED,unknown,5,False
334,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_VOL_8K_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,30,E2,1.0,ORB_VOL_8K,1,0.1111,174,17.8,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1111, N=174",MISSING,,,UNSPECIFIED,unknown,5,False
335,MNQ_NYSE_OPEN_E2_RR1.0_CB1_OVNRNG_10_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,30,E2,1.0,OVNRNG_10,1,0.1111,174,17.8,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1111, N=174",MISSING,,,UNSPECIFIED,unknown,5,False
336,MNQ_NYSE_OPEN_E2_RR1.0_CB1_OVNRNG_25_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,30,E2,1.0,OVNRNG_25,1,0.1111,174,17.8,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1111, N=174",MISSING,,,UNSPECIFIED,unknown,5,False
337,MNQ_TOKYO_OPEN_E2_RR1.0_CB1_ORB_G4_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,15,E2,1.0,ORB_G4,1,0.074,260,17.8,DEPLOY,"Session HOT (+0.0456), ExpR=+0.0740, N=260",MISSING,,,UNSPECIFIED,unknown,5,False
338,MNQ_TOKYO_OPEN_E2_RR1.0_CB1_ORB_G5_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,15,E2,1.0,ORB_G5,1,0.074,260,17.8,DEPLOY,"Session HOT (+0.0456), ExpR=+0.0740, N=260",MISSING,,,UNSPECIFIED,unknown,5,False
339,MNQ_TOKYO_OPEN_E2_RR1.0_CB1_ORB_G6_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,15,E2,1.0,ORB_G6,1,0.074,260,17.8,DEPLOY,"Session HOT (+0.0456), ExpR=+0.0740, N=260",MISSING,,,UNSPECIFIED,unknown,5,False
340,MNQ_COMEX_SETTLE_E2_RR2.5_CB1_X_MGC_ATR70,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,2.5,X_MGC_ATR70,1,0.1007,161,17.7,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1007, N=161",MISSING,,,UNSPECIFIED,unknown,5,False
341,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_COST_LT10_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,30,E2,1.0,COST_LT10,1,0.0981,194,17.6,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0981, N=194",MISSING,,,UNSPECIFIED,unknown,5,False
342,MNQ_US_DATA_1000_E2_RR1.0_CB1_VWAP_MID_ALIGNED_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,VWAP_MID_ALIGNED,1,0.1496,127,17.5,DEPLOY,"Session HOT (+0.0615), ExpR=+0.1496, N=127",MISSING,,,UNSPECIFIED,unknown,5,False
343,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ORB_VOL_8K,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,5,E2,1.0,ORB_VOL_8K,1,0.0743,255,17.5,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0743, N=255",MISSING,,,UNSPECIFIED,unknown,5,False
344,MNQ_NYSE_OPEN_E1_RR1.0_CB2_X_MGC_ATR70_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,X_MGC_ATR70,2,0.1156,138,17.4,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1156, N=138",MISSING,,,UNSPECIFIED,unknown,5,False
345,MNQ_US_DATA_1000_E2_RR1.0_CB1_ATR_P30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,1.0,ATR_P30,1,0.0934,170,17.3,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0934, N=170",MISSING,,,UNSPECIFIED,unknown,5,False
346,MNQ_TOKYO_OPEN_E2_RR1.0_CB1_COST_LT12_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,15,E2,1.0,COST_LT12,1,0.073,257,17.3,DEPLOY,"Session HOT (+0.0456), ExpR=+0.0730, N=257",MISSING,,,UNSPECIFIED,unknown,5,False
347,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ATR_P30_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E2,1.0,ATR_P30,1,0.1066,148,17.2,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1066, N=148",MISSING,,,UNSPECIFIED,unknown,5,False
348,MNQ_US_DATA_1000_E2_RR1.5_CB1_COST_LT08,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,1.5,COST_LT08,1,0.0761,245,17.2,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0761, N=245",MISSING,,,UNSPECIFIED,unknown,5,False
349,MNQ_NYSE_CLOSE_E2_RR1.0_CB1_X_MES_ATR70_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_CLOSE,15,E2,1.0,X_MES_ATR70,1,0.4984,20,17.1,DEPLOY,"Session HOT (+0.2726), ExpR=+0.4984, N=20",MISSING,,,UNSPECIFIED,unknown,5,False
350,MNQ_SINGAPORE_OPEN_E2_RR2.0_CB1_COST_LT12_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,15,E2,2.0,COST_LT12,1,0.079,234,17.1,DEPLOY,"Session HOT (+0.2253), ExpR=+0.0790, N=234",MISSING,,,UNSPECIFIED,unknown,5,False
351,MNQ_TOKYO_OPEN_E2_RR1.0_CB1_ORB_VOL_2K_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,15,E2,1.0,ORB_VOL_2K,1,0.0715,259,17.1,DEPLOY,"Session HOT (+0.0456), ExpR=+0.0715, N=259",MISSING,,,UNSPECIFIED,unknown,5,False
352,MNQ_US_DATA_1000_E1_RR1.0_CB3_VWAP_MID_ALIGNED_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E1,1.0,VWAP_MID_ALIGNED,3,0.1656,111,17.0,DEPLOY,"Session HOT (+0.0615), ExpR=+0.1656, N=111",MISSING,,,UNSPECIFIED,unknown,5,False
353,MNQ_US_DATA_1000_E2_RR2.0_CB1_COST_LT08,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,2.0,COST_LT08,1,0.0767,237,16.8,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0767, N=237",MISSING,,,UNSPECIFIED,unknown,5,False
354,MNQ_EUROPE_FLOW_E2_RR1.0_CB1_PDR_R080,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,1.0,PDR_R080,1,0.1175,154,16.7,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1175, N=154",MISSING,,,UNSPECIFIED,unknown,5,False
