rank,strategy_id,factory_status,bridge_status,source_draft_path,active_hypothesis_path,result_md_path,runner_command,note
63,MNQ_SINGAPORE_OPEN_E2_RR2.0_CB1_ORB_G6_O15,PREREG_DRAFT_READY,READY_TO_ACTIVATE,artifacts/research/chordia_evidence_factory_2026_05_31_stop_support_queue_drain_005_apply_p5/prereg_drafts/2026-05-31-mnq-singapore-open-e2-rr2-0-cb1-orb-g6-o15-chordia-unlock-v1.draft.yaml,docs/audit/hypotheses/2026-05-31-mnq-singapore-open-e2-rr2-0-cb1-orb-g6-o15-chordia-unlock-v1.yaml,docs/audit/results/2026-05-31-mnq-singapore-open-e2-rr2-0-cb1-orb-g6-o15-chordia-unlock-v1.md,python research/chordia_strict_unlock_v1.py --hypothesis-file docs/audit/hypotheses/2026-05-31-mnq-singapore-open-e2-rr2-0-cb1-orb-g6-o15-chordia-unlock-v1.yaml,Ready for activation and strict replay.
64,MNQ_US_DATA_1000_E2_RR1.0_CB1_ORB_VOL_16K_O15,PREREG_DRAFT_READY,READY_TO_ACTIVATE,artifacts/research/chordia_evidence_factory_2026_05_31_stop_support_queue_drain_005_apply_p5/prereg_drafts/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-vol-16k-o15-chordia-unlock-v1.draft.yaml,docs/audit/hypotheses/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-vol-16k-o15-chordia-unlock-v1.yaml,docs/audit/results/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-vol-16k-o15-chordia-unlock-v1.md,python research/chordia_strict_unlock_v1.py --hypothesis-file docs/audit/hypotheses/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-vol-16k-o15-chordia-unlock-v1.yaml,Ready for activation and strict replay.
65,MNQ_US_DATA_1000_E2_RR1.0_CB1_ORB_VOL_16K_O30,PREREG_DRAFT_READY,READY_TO_ACTIVATE,artifacts/research/chordia_evidence_factory_2026_05_31_stop_support_queue_drain_005_apply_p5/prereg_drafts/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-vol-16k-o30-chordia-unlock-v1.draft.yaml,docs/audit/hypotheses/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-vol-16k-o30-chordia-unlock-v1.yaml,docs/audit/results/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-vol-16k-o30-chordia-unlock-v1.md,python research/chordia_strict_unlock_v1.py --hypothesis-file docs/audit/hypotheses/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-vol-16k-o30-chordia-unlock-v1.yaml,Ready for activation and strict replay.
66,MNQ_TOKYO_OPEN_E2_RR1.5_CB1_ORB_VOL_2K_S075,PREREG_DRAFT_READY,READY_TO_ACTIVATE,artifacts/research/chordia_evidence_factory_2026_05_31_stop_support_queue_drain_005_apply_p5/prereg_drafts/2026-05-31-mnq-tokyo-open-e2-rr1-5-cb1-orb-vol-2k-s075-chordia-unlock-v1.draft.yaml,docs/audit/hypotheses/2026-05-31-mnq-tokyo-open-e2-rr1-5-cb1-orb-vol-2k-s075-chordia-unlock-v1.yaml,docs/audit/results/2026-05-31-mnq-tokyo-open-e2-rr1-5-cb1-orb-vol-2k-s075-chordia-unlock-v1.md,python research/chordia_strict_unlock_v1.py --hypothesis-file docs/audit/hypotheses/2026-05-31-mnq-tokyo-open-e2-rr1-5-cb1-orb-vol-2k-s075-chordia-unlock-v1.yaml,Ready for activation and strict replay.
67,MNQ_TOKYO_OPEN_E2_RR1.0_CB1_ORB_VOL_4K_O15_S075,PREREG_DRAFT_READY,READY_TO_ACTIVATE,artifacts/research/chordia_evidence_factory_2026_05_31_stop_support_queue_drain_005_apply_p5/prereg_drafts/2026-05-31-mnq-tokyo-open-e2-rr1-0-cb1-orb-vol-4k-o15-s075-chordia-unlock-v1.draft.yaml,docs/audit/hypotheses/2026-05-31-mnq-tokyo-open-e2-rr1-0-cb1-orb-vol-4k-o15-s075-chordia-unlock-v1.yaml,docs/audit/results/2026-05-31-mnq-tokyo-open-e2-rr1-0-cb1-orb-vol-4k-o15-s075-chordia-unlock-v1.md,python research/chordia_strict_unlock_v1.py --hypothesis-file docs/audit/hypotheses/2026-05-31-mnq-tokyo-open-e2-rr1-0-cb1-orb-vol-4k-o15-s075-chordia-unlock-v1.yaml,Ready for activation and strict replay.
68,MNQ_US_DATA_1000_E2_RR1.0_CB1_COST_LT12_O15,PREREG_DRAFT_READY,READY_TO_ACTIVATE,artifacts/research/chordia_evidence_factory_2026_05_31_stop_support_queue_drain_005_apply_p5/prereg_drafts/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-cost-lt12-o15-chordia-unlock-v1.draft.yaml,docs/audit/hypotheses/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-cost-lt12-o15-chordia-unlock-v1.yaml,docs/audit/results/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-cost-lt12-o15-chordia-unlock-v1.md,python research/chordia_strict_unlock_v1.py --hypothesis-file docs/audit/hypotheses/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-cost-lt12-o15-chordia-unlock-v1.yaml,Ready for activation and strict replay.
69,MNQ_US_DATA_1000_E2_RR1.0_CB1_COST_LT15_O15,PREREG_DRAFT_READY,READY_TO_ACTIVATE,artifacts/research/chordia_evidence_factory_2026_05_31_stop_support_queue_drain_005_apply_p5/prereg_drafts/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-cost-lt15-o15-chordia-unlock-v1.draft.yaml,docs/audit/hypotheses/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-cost-lt15-o15-chordia-unlock-v1.yaml,docs/audit/results/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-cost-lt15-o15-chordia-unlock-v1.md,python research/chordia_strict_unlock_v1.py --hypothesis-file docs/audit/hypotheses/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-cost-lt15-o15-chordia-unlock-v1.yaml,Ready for activation and strict replay.
70,MNQ_US_DATA_1000_E2_RR1.0_CB1_ORB_G4_O15,PREREG_DRAFT_READY,READY_TO_ACTIVATE,artifacts/research/chordia_evidence_factory_2026_05_31_stop_support_queue_drain_005_apply_p5/prereg_drafts/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-g4-o15-chordia-unlock-v1.draft.yaml,docs/audit/hypotheses/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-g4-o15-chordia-unlock-v1.yaml,docs/audit/results/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-g4-o15-chordia-unlock-v1.md,python research/chordia_strict_unlock_v1.py --hypothesis-file docs/audit/hypotheses/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-g4-o15-chordia-unlock-v1.yaml,Ready for activation and strict replay.
71,MNQ_US_DATA_1000_E2_RR1.0_CB1_ORB_G5_O15,PREREG_DRAFT_READY,READY_TO_ACTIVATE,artifacts/research/chordia_evidence_factory_2026_05_31_stop_support_queue_drain_005_apply_p5/prereg_drafts/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-g5-o15-chordia-unlock-v1.draft.yaml,docs/audit/hypotheses/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-g5-o15-chordia-unlock-v1.yaml,docs/audit/results/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-g5-o15-chordia-unlock-v1.md,python research/chordia_strict_unlock_v1.py --hypothesis-file docs/audit/hypotheses/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-g5-o15-chordia-unlock-v1.yaml,Ready for activation and strict replay.
72,MNQ_US_DATA_1000_E2_RR1.0_CB1_ORB_G6_O15,PREREG_DRAFT_READY,READY_TO_ACTIVATE,artifacts/research/chordia_evidence_factory_2026_05_31_stop_support_queue_drain_005_apply_p5/prereg_drafts/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-g6-o15-chordia-unlock-v1.draft.yaml,docs/audit/hypotheses/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-g6-o15-chordia-unlock-v1.yaml,docs/audit/results/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-g6-o15-chordia-unlock-v1.md,python research/chordia_strict_unlock_v1.py --hypothesis-file docs/audit/hypotheses/2026-05-31-mnq-us-data-1000-e2-rr1-0-cb1-orb-g6-o15-chordia-unlock-v1.yaml,Ready for activation and strict replay.
