batch_id,batch_index,total_batches,item_count,ready_count,blocked_count,first_rank,last_rank,manifest_path,command_path
batch_001,1,11,25,25,0,108,132,batches/batch_001.csv,batches/batch_001_commands.ps1
batch_002,2,11,25,25,0,133,157,batches/batch_002.csv,batches/batch_002_commands.ps1
batch_003,3,11,25,25,0,158,182,batches/batch_003.csv,batches/batch_003_commands.ps1
batch_004,4,11,25,25,0,183,207,batches/batch_004.csv,batches/batch_004_commands.ps1
batch_005,5,11,25,25,0,208,232,batches/batch_005.csv,batches/batch_005_commands.ps1
batch_006,6,11,25,25,0,233,257,batches/batch_006.csv,batches/batch_006_commands.ps1
batch_007,7,11,25,25,0,258,282,batches/batch_007.csv,batches/batch_007_commands.ps1
batch_008,8,11,25,25,0,283,307,batches/batch_008.csv,batches/batch_008_commands.ps1
batch_009,9,11,25,25,0,308,332,batches/batch_009.csv,batches/batch_009_commands.ps1
batch_010,10,11,25,25,0,333,357,batches/batch_010.csv,batches/batch_010_commands.ps1
batch_011,11,11,23,23,0,358,380,batches/batch_011.csv,batches/batch_011_commands.ps1
