batch_id,batch_index,total_batches,item_count,ready_count,blocked_count,first_rank,last_rank,manifest_path,command_path
batch_001,1,14,25,25,0,86,110,batches/batch_001.csv,batches/batch_001_commands.ps1
batch_002,2,14,25,25,0,111,135,batches/batch_002.csv,batches/batch_002_commands.ps1
batch_003,3,14,25,25,0,136,160,batches/batch_003.csv,batches/batch_003_commands.ps1
batch_004,4,14,25,25,0,161,185,batches/batch_004.csv,batches/batch_004_commands.ps1
batch_005,5,14,25,25,0,186,210,batches/batch_005.csv,batches/batch_005_commands.ps1
batch_006,6,14,25,25,0,211,235,batches/batch_006.csv,batches/batch_006_commands.ps1
batch_007,7,14,25,25,0,236,260,batches/batch_007.csv,batches/batch_007_commands.ps1
batch_008,8,14,25,25,0,261,285,batches/batch_008.csv,batches/batch_008_commands.ps1
batch_009,9,14,25,25,0,286,310,batches/batch_009.csv,batches/batch_009_commands.ps1
batch_010,10,14,25,25,0,311,335,batches/batch_010.csv,batches/batch_010_commands.ps1
batch_011,11,14,25,25,0,336,360,batches/batch_011.csv,batches/batch_011_commands.ps1
batch_012,12,14,25,25,0,361,385,batches/batch_012.csv,batches/batch_012_commands.ps1
batch_013,13,14,25,25,0,386,410,batches/batch_013.csv,batches/batch_013_commands.ps1
batch_014,14,14,23,23,0,411,433,batches/batch_014.csv,batches/batch_014_commands.ps1
