instrument,bris_time,bris_h,bris_m,n_all,avgr_all,wr_all,totr_all,n_winter,avgr_winter,n_summer,avgr_summer,vol_mean,vol_winter,vol_summer
MNQ,18:30,18,30,514,0.16731517509727625,38.91050583657588,86.0,176,0.1590909090909091,338,0.17159763313609466,1898.126712328767,2360.674157303371,1695.334975369458
MNQ,18:45,18,45,508,0.19291338582677164,39.76377952755906,98.0,176,0.26136363636363635,332,0.1566265060240964,1581.9914383561643,1979.9943820224719,1407.4975369458127
MNQ,19:00,19,0,510,0.047058823529411764,34.90196078431372,24.0,177,0.2033898305084746,333,-0.036036036036036036,2111.484589041096,3237.1404494382023,1617.9704433497536
MNQ,19:15,19,15,509,0.1905697445972495,39.68565815324165,97.0,177,0.22033898305084745,332,0.1746987951807229,1585.2739726027398,2223.7134831460676,1305.3669950738915
MNQ,19:30,19,30,505,0.20594059405940593,40.1980198019802,104.0,176,0.3125,329,0.14893617021276595,1595.859589041096,2126.696629213483,1363.128078817734
MNQ,19:45,19,45,505,0.2,40.0,101.0,173,0.14450867052023122,332,0.2289156626506024,1387.4109589041095,1766.7247191011236,1221.1108374384237
MNQ,20:00,20,0,512,0.212890625,40.4296875,109.0,177,0.3050847457627119,335,0.16417910447761194,1804.9469178082193,2143.6629213483147,1656.4458128078818
MNQ,20:15,20,15,506,0.274703557312253,42.490118577075094,139.0,176,0.22727272727272727,330,0.3,1450.4914383561643,1706.1966292134832,1338.384236453202
MNQ,20:30,20,30,511,0.12720156555772993,37.573385518590996,65.0,176,0.056818181818181816,335,0.16417910447761194,1670.6198630136987,1768.1348314606741,1627.8669950738915
MNQ,20:45,20,45,505,0.04554455445544554,34.85148514851485,23.0,174,-0.10344827586206896,331,0.12386706948640483,1468.1900684931506,1500.5898876404494,1453.9852216748768
MNQ,21:00,21,0,511,0.1506849315068493,38.35616438356164,77.0,176,0.10795454545454546,335,0.17313432835820897,2362.328767123288,2218.1573033707864,2425.536945812808
MNQ,21:15,21,15,508,0.13385826771653545,37.79527559055118,68.0,176,-0.011363636363636364,332,0.21084337349397592,1758.8681506849316,1767.6179775280898,1755.0320197044334
MNQ,21:30,21,30,510,0.08823529411764706,36.27450980392157,45.0,176,0.125,334,0.0688622754491018,2031.1164383561643,2095.6685393258426,2002.8152709359606
MNQ,21:45,21,45,509,0.24361493123772102,41.45383104125737,124.0,176,0.4318181818181818,333,0.14414414414414414,1918.820205479452,1873.8258426966293,1938.5467980295566
MNQ,22:00,22,0,511,0.18003913894324852,39.33463796477495,92.0,176,0.26136363636363635,335,0.1373134328358209,2854.609589041096,3420.544943820225,2606.4901477832514
MNQ,22:15,22,15,510,0.12941176470588237,37.64705882352941,66.0,175,0.045714285714285714,335,0.17313432835820897,2427.220890410959,2402.994382022472,2437.84236453202
MNQ,22:30,22,30,513,0.19298245614035087,38.59649122807017,99.0,177,0.1016949152542373,336,0.24107142857142858,5578.791095890411,2572.5955056179773,6896.778325123153
MNQ,22:45,22,45,512,0.189453125,39.6484375,97.0,175,0.11428571428571428,337,0.228486646884273,3665.6883561643835,2689.7078651685392,4093.5812807881775
MNQ,23:00,23,0,514,0.08560311284046693,36.18677042801556,44.0,177,0.2542372881355932,337,-0.002967359050445104,4200.184931506849,3325.432584269663,4583.6970443349755
MNQ,23:15,23,15,514,0.23346303501945526,41.050583657587545,120.0,177,0.2033898305084746,337,0.24925816023738873,3415.1181506849316,3063.612359550562,3569.2266009852215
MNQ,23:30,23,30,516,0.13953488372093023,36.04651162790697,72.0,178,0.016853932584269662,338,0.20414201183431951,23748.633561643837,8344.050561797752,30502.36699507389
MNQ,23:45,23,45,516,0.12790697674418605,36.434108527131784,66.0,178,-0.0056179775280898875,338,0.19822485207100593,17888.55993150685,5338.3707865168535,23390.85960591133
MES,00:00,0,0,390,0.29743589743589743,42.05128205128205,116.0,83,0.3132530120481928,307,0.2931596091205212,12388.225641025641,4108.480446927374,16038.655172413793
MES,00:15,0,15,339,0.1976401179941003,39.52802359882006,67.0,63,0.09523809523809523,276,0.2210144927536232,9635.825641025642,3405.346368715084,12382.761083743842
MES,00:30,0,30,450,0.31777777777777777,42.888888888888886,143.0,172,0.20348837209302326,278,0.38848920863309355,16320.394871794872,25052.078212290504,12470.711822660098
MES,00:45,0,45,416,0.23076923076923078,40.625,96.0,157,0.37579617834394907,259,0.14285714285714285,13409.847863247864,19434.03910614525,10753.862068965518
MES,01:00,1,0,421,0.21377672209026127,39.42992874109264,90.0,163,0.17177914110429449,258,0.24031007751937986,13740.54188034188,20496.1843575419,10762.068965517241
MES,01:15,1,15,370,0.26216216216216215,41.891891891891895,97.0,151,0.13245033112582782,219,0.3515981735159817,10882.651282051282,15703.329608938548,8757.278325123152
MES,01:30,1,30,390,0.20256410256410257,39.48717948717949,79.0,151,0.2185430463576159,239,0.19246861924686193,11149.191452991454,15460.240223463687,9248.507389162562
MES,01:45,1,45,346,0.1791907514450867,38.72832369942196,62.0,138,0.15217391304347827,208,0.1971153846153846,9355.77264957265,13234.0,7645.913793103448
MES,02:00,2,0,350,0.13142857142857142,37.42857142857143,46.0,133,0.045112781954887216,217,0.18433179723502305,9645.355555555556,13323.150837988827,8023.864532019705
MES,02:15,2,15,316,0.17721518987341772,38.924050632911396,56.0,119,0.04201680672268908,197,0.25888324873096447,7860.897435897436,10401.636871508379,6740.71921182266
MES,02:30,2,30,321,0.205607476635514,39.56386292834891,66.0,125,0.056,196,0.3010204081632653,8300.610256410257,10853.659217877095,7175.004926108374
MES,02:45,2,45,314,0.21337579617834396,39.80891719745223,67.0,115,0.10434782608695652,199,0.27638190954773867,7341.54358974359,9184.960893854748,6528.805418719212
MES,03:00,3,0,359,0.11977715877437325,36.49025069637883,43.0,129,0.10077519379844961,230,0.13043478260869565,8136.523076923077,9731.519553072625,7433.310344827586
MES,03:15,3,15,306,0.2549019607843137,41.17647058823529,78.0,113,0.25663716814159293,193,0.2538860103626943,6938.970940170941,8257.089385474861,6357.830049261083
MES,03:30,3,30,302,0.2052980132450331,38.41059602649007,62.0,108,0.16666666666666666,194,0.2268041237113402,7522.3128205128205,8436.659217877095,7119.189655172414
MES,03:45,3,45,297,0.2962962962962963,42.08754208754209,88.0,111,0.34234234234234234,186,0.26881720430107525,6637.294017094017,7513.379888268157,6251.0394088669955
MES,04:00,4,0,338,-0.005917159763313609,30.17751479289941,-2.0,112,0.026785714285714284,226,-0.022123893805309734,8174.844444444445,8371.530726256984,8088.128078817734
MES,04:15,4,15,289,0.12110726643598616,35.6401384083045,35.0,98,0.29591836734693877,191,0.031413612565445025,6840.524786324786,7042.072625698324,6751.665024630542
MES,04:30,4,30,305,0.10163934426229508,34.42622950819672,31.0,108,0.32407407407407407,197,-0.02030456852791878,7177.432478632479,7657.620111731843,6965.724137931034
MES,04:45,4,45,273,0.05860805860805861,32.234432234432234,16.0,91,0.06593406593406594,182,0.054945054945054944,6409.064957264957,6744.972067039106,6260.967980295566
MES,05:00,5,0,326,0.1196319018404908,34.355828220858896,39.0,115,0.13043478260869565,211,0.11374407582938388,7955.473504273505,8489.653631284917,7719.9605911330045
MES,05:15,5,15,285,-0.0035087719298245615,30.175438596491226,-1.0,101,0.1485148514851485,184,-0.08695652173913043,6766.921367521368,7184.229050279329,6582.935960591133
MES,05:30,5,30,304,0.09210526315789473,32.23684210526316,28.0,102,0.28431372549019607,202,-0.0049504950495049506,7821.637606837607,8229.994413407821,7641.598522167487
MES,05:45,5,45,328,0.19207317073170732,32.01219512195122,63.0,84,0.05952380952380952,244,0.23770491803278687,8048.9059829059825,7184.27374301676,8430.110837438424
MES,06:00,6,0,335,0.026865671641791045,17.313432835820898,9.0,102,0.06862745098039216,233,0.008583690987124463,8417.31111111111,8555.167597765363,8356.532019704433
MES,06:15,6,15,171,0.0935672514619883,29.82456140350877,16.0,93,0.10752688172043011,78,0.07692307692307693,3162.2444444444445,7009.351955307263,1466.1059113300494
MES,06:30,6,30,153,0.032679738562091505,27.450980392156865,5.0,111,-0.02702702702702703,42,0.19047619047619047,3413.340170940171,8698.899441340782,1083.0073891625616
MES,06:45,6,45,143,0.13986013986013987,25.874125874125873,20.0,111,0.05405405405405406,32,0.4375,3251.0923076923077,8682.938547486034,856.2635467980296
MES,07:00,7,0,102,0.00980392156862745,5.88235294117647,1.0,102,0.00980392156862745,0,0.0,2667.497435897436,8717.798882681564,0.0
MES,07:15,7,15,34,-0.14705882352941177,2.941176470588235,-5.0,34,-0.14705882352941177,0,0.0,535.4769230769231,1750.022346368715,0.0
MES,07:30,7,30,22,-0.13636363636363635,0.0,-3.0,22,-0.13636363636363635,0,0.0,386.0290598290598,1261.6033519553073,0.0
MES,08:00,8,0,187,0.0053475935828877,6.417112299465241,1.0,0,0.0,187,0.0053475935828877,1595.1606837606837,0.0,2298.445812807882
MES,08:15,8,15,65,-0.09230769230769231,10.76923076923077,-6.0,0,0.0,65,-0.09230769230769231,594.6991452991452,0.0,856.8940886699507
MES,08:30,8,30,58,-0.20689655172413793,3.4482758620689653,-12.0,0,0.0,58,-0.20689655172413793,549.9111111111112,0.0,792.35960591133
MES,08:45,8,45,30,-0.06666666666666667,0.0,-2.0,0,0.0,30,-0.06666666666666667,415.04273504273505,0.0,598.0295566502463
MES,09:00,9,0,199,0.0,28.643216080402013,0.0,131,0.04580152671755725,68,-0.08823529411764706,1465.9196581196582,2861.8379888268155,850.4778325123152
MES,09:15,9,15,90,0.1,36.666666666666664,9.0,39,-0.07692307692307693,51,0.23529411764705882,799.1589743589743,1111.9720670391062,661.243842364532
MES,09:30,9,30,84,0.17857142857142858,39.285714285714285,15.0,39,0.15384615384615385,45,0.2,794.8136752136752,1089.0167597765362,665.1034482758621
MES,09:45,9,45,80,0.1375,37.5,11.0,36,0.25,44,0.045454545454545456,715.2615384615384,919.9050279329609,625.0369458128079
MES,10:00,10,0,169,0.27218934911242604,40.828402366863905,46.0,61,0.4918032786885246,108,0.14814814814814814,1364.753846153846,1389.3016759776535,1353.9310344827586
MES,10:15,10,15,119,0.5630252100840336,51.26050420168067,67.0,45,0.4,74,0.6621621621621622,996.4376068376068,1077.3854748603353,960.7487684729064
MES,10:30,10,30,92,0.17391304347826086,38.04347826086957,16.0,34,0.35294117647058826,58,0.06896551724137931,837.5230769230769,949.3798882681564,788.2068965517242
MES,10:45,10,45,82,0.24390243902439024,41.46341463414634,20.0,25,0.2,57,0.2631578947368421,741.6717948717949,811.5921787709498,710.8448275862069
MES,11:00,11,0,114,0.14912280701754385,36.84210526315789,17.0,55,0.07272727272727272,59,0.22033898305084745,1013.4854700854701,1360.877094972067,860.3251231527094
MES,11:15,11,15,86,0.023255813953488372,33.72093023255814,2.0,32,0.03125,54,0.018518518518518517,812.3213675213675,952.7094972067039,750.4261083743843
MES,11:30,11,30,94,0.14893617021276595,38.297872340425535,14.0,42,0.35714285714285715,52,-0.019230769230769232,898.1675213675213,1127.8212290502793,796.9162561576354
MES,11:45,11,45,74,0.0,32.432432432432435,0.0,33,0.06060606060606061,41,-0.04878048780487805,696.8273504273504,830.2905027932961,637.9852216748768
MES,12:00,12,0,71,0.19718309859154928,39.436619718309856,14.0,32,-0.03125,39,0.38461538461538464,738.634188034188,888.536312849162,672.5443349753695
MES,12:15,12,15,68,0.3088235294117647,42.64705882352941,21.0,27,0.1111111111111111,41,0.43902439024390244,618.591452991453,728.3743016759777,570.1896551724138
MES,12:30,12,30,58,0.1896551724137931,39.6551724137931,11.0,27,0.1111111111111111,31,0.25806451612903225,578.591452991453,673.7709497206704,536.628078817734
MES,12:45,12,45,42,0.42857142857142855,47.61904761904761,18.0,18,0.3333333333333333,24,0.5,487.47008547008545,617.4748603351956,430.1527093596059
MES,13:00,13,0,60,0.43333333333333335,46.666666666666664,26.0,26,-0.07692307692307693,34,0.8235294117647058,578.625641025641,729.6759776536313,512.0295566502463
MES,13:15,13,15,53,0.1320754716981132,37.735849056603776,7.0,19,-0.3684210526315789,34,0.4117647058823529,499.23418803418804,625.1452513966481,443.7216748768473
MES,13:30,13,30,44,0.09090909090909091,36.36363636363637,4.0,20,0.2,24,0.0,515.4512820512821,642.6703910614525,459.36206896551727
MES,13:45,13,45,44,-0.045454545454545456,31.818181818181817,-2.0,19,-0.21052631578947367,25,0.08,449.37264957264955,593.1396648044692,385.98768472906403
MES,14:00,14,0,47,0.02127659574468085,34.04255319148936,1.0,20,0.2,27,-0.1111111111111111,479.9470085470085,596.340782122905,428.6305418719212
MES,14:15,14,15,30,0.3,43.333333333333336,9.0,12,-0.25,18,0.6666666666666666,412.1247863247863,538.8938547486033,356.23399014778323
MES,14:30,14,30,36,0.0,33.33333333333333,0.0,15,0.0,21,0.0,406.7435897435897,464.30167597765364,381.36699507389164
MES,14:45,14,45,25,-0.16,28.000000000000004,-4.0,9,0.0,16,-0.25,341.66837606837606,360.4413407821229,333.39162561576353
MES,15:00,15,0,52,0.38461538461538464,46.15384615384615,20.0,18,0.3333333333333333,34,0.4117647058823529,569.2649572649573,628.3854748603352,543.1995073891626
MES,15:15,15,15,44,0.7727272727272727,59.09090909090909,34.0,15,1.0,29,0.6551724137931034,430.19316239316237,462.37988826815644,416.0024630541872
MES,15:30,15,30,63,0.38095238095238093,46.03174603174603,24.0,18,0.3333333333333333,45,0.4,567.791452991453,562.1675977653631,570.2709359605911
MES,15:45,15,45,51,0.058823529411764705,35.294117647058826,3.0,10,0.2,41,0.024390243902439025,473.71794871794873,438.9106145251397,489.064039408867
MES,16:00,16,0,94,0.14893617021276595,37.234042553191486,14.0,23,0.34782608695652173,71,0.08450704225352113,869.2786324786325,769.022346368715,913.4802955665025
MES,16:15,16,15,67,0.2537313432835821,41.7910447761194,17.0,21,0.2857142857142857,46,0.2391304347826087,618.0410256410256,579.6871508379888,634.9507389162561
MES,16:30,16,30,88,0.29545454545454547,43.18181818181818,26.0,28,0.2857142857142857,60,0.3,722.9897435897436,747.2011173184358,712.3152709359606
MES,16:45,16,45,59,-0.03389830508474576,32.20338983050847,-2.0,14,-0.35714285714285715,45,0.06666666666666667,598.4666666666667,524.6145251396648,631.0270935960591
MES,17:00,17,0,176,0.25,41.47727272727273,44.0,39,0.23076923076923078,137,0.25547445255474455,1368.340170940171,934.9608938547486,1559.411330049261
MES,17:15,17,15,140,0.07857142857142857,35.714285714285715,11.0,32,0.03125,108,0.09259259259259259,987.4752136752137,753.5530726256983,1090.6083743842364
MES,17:30,17,30,133,0.06015037593984962,35.338345864661655,8.0,33,-0.09090909090909091,100,0.11,982.7128205128205,770.1396648044692,1076.4334975369459
MES,17:45,17,45,100,0.11,37.0,11.0,30,0.0,70,0.15714285714285714,839.1196581196581,757.5083798882681,875.1009852216749
MES,18:00,18,0,225,0.08444444444444445,36.0,19.0,87,0.13793103448275862,138,0.050724637681159424,1672.2700854700854,1941.6759776536312,1553.4926108374384
MES,18:15,18,15,158,0.3291139240506329,44.303797468354425,52.0,70,0.5428571428571428,88,0.1590909090909091,1068.4376068376068,1314.3743016759777,960.0073891625616
MES,18:30,18,30,166,0.10240963855421686,36.74698795180723,17.0,63,0.2857142857142857,103,-0.009708737864077669,1011.5504273504273,1262.5027932960893,900.9088669950739
MES,18:45,18,45,121,0.21487603305785125,40.49586776859504,26.0,50,0.62,71,-0.07042253521126761,838.8991452991453,1019.0446927374302,759.4753694581281
MES,19:00,19,0,164,0.3170731707317073,43.90243902439025,52.0,83,0.3373493975903614,81,0.2962962962962963,1124.2222222222222,1621.2849162011173,905.0738916256157
MES,19:15,19,15,100,0.41,47.0,41.0,48,0.4375,52,0.38461538461538464,863.2529914529914,1171.2290502793296,727.4704433497537
MES,19:30,19,30,109,0.045871559633027525,34.862385321100916,5.0,45,0.2,64,-0.0625,842.8888888888889,1087.6648044692738,734.9704433497537
MES,19:45,19,45,90,0.3,43.333333333333336,27.0,37,0.2972972972972973,53,0.3018867924528302,758.7196581196581,929.3743016759777,683.4802955665025
MES,20:00,20,0,123,-0.024390243902439025,32.52032520325203,-3.0,42,0.07142857142857142,81,-0.07407407407407407,1037.3435897435897,1161.5754189944134,982.5714285714286
MES,20:15,20,15,87,0.27586206896551724,42.5287356321839,24.0,33,0.0,54,0.4444444444444444,814.1111111111111,874.1117318435754,787.6576354679803
MES,20:30,20,30,103,0.10679611650485436,36.89320388349515,11.0,36,-0.25,67,0.29850746268656714,925.0598290598291,916.268156424581,928.935960591133
MES,20:45,20,45,81,0.25925925925925924,41.9753086419753,21.0,23,0.43478260869565216,58,0.1896551724137931,823.6803418803419,745.4972067039106,858.1502463054187
MES,21:00,21,0,149,0.12751677852348994,37.58389261744966,19.0,45,0.13333333333333333,104,0.125,1369.340170940171,1201.195530726257,1443.472906403941
MES,21:15,21,15,100,-0.04,32.0,-4.0,29,0.3448275862068966,71,-0.19718309859154928,998.0188034188034,918.7877094972067,1032.9507389162561
MES,21:30,21,30,124,-0.008064516129032258,33.064516129032256,-1.0,42,0.21428571428571427,82,-0.12195121951219512,1188.5555555555557,1142.9217877094973,1208.6748768472905
MES,21:45,21,45,111,0.0,33.33333333333333,0.0,32,-0.15625,79,0.06329113924050633,1160.008547008547,1027.7877094972066,1218.3029556650247
MES,22:00,22,0,175,0.06285714285714286,35.42857142857142,11.0,74,0.2972972972972973,101,-0.10891089108910891,1738.068376068376,1879.1620111731843,1675.8620689655172
MES,22:15,22,15,135,0.13333333333333333,37.77777777777778,18.0,44,0.1590909090909091,91,0.12087912087912088,1436.6888888888889,1219.268156424581,1532.5467980295566
MES,22:30,22,30,254,0.1732283464566929,36.61417322834646,44.0,48,0.3125,206,0.1407766990291262,3527.6427350427352,1407.3966480446927,4462.431034482759
MES,22:45,22,45,190,0.04736842105263158,34.73684210526316,9.0,53,-0.03773584905660377,137,0.08029197080291971,2272.3418803418804,1591.2346368715084,2572.6330049261082
MES,23:00,23,0,192,0.0,33.33333333333333,0.0,61,-0.11475409836065574,131,0.05343511450381679,2690.940170940171,1910.7765363128492,3034.9039408866997
MES,23:15,23,15,165,0.0,33.33333333333333,0.0,56,-0.19642857142857142,109,0.10091743119266056,2285.1264957264957,1747.1117318435754,2522.330049261084
MES,23:30,23,30,446,0.17937219730941703,37.89237668161435,80.0,114,0.08771929824561403,332,0.21084337349397592,15524.642735042735,5117.787709497206,20112.886699507388
MES,23:45,23,45,378,0.20899470899470898,39.41798941798942,79.0,76,-0.013157894736842105,302,0.26490066225165565,11634.789743589743,2987.91061452514,15447.083743842364
