instrument,bris_time,bris_h,bris_m,n_all,avgr_all,wr_all,totr_all,n_winter,avgr_winter,n_summer,avgr_summer,vol_mean,vol_winter,vol_summer
MNQ,10:15,10,15,502,0.37649402390438247,45.61752988047809,189.0,174,0.3160919540229885,328,0.40853658536585363,1712.8030821917807,2012.9775280898875,1581.1995073891626
MNQ,10:30,10,30,492,0.17682926829268292,39.02439024390244,87.0,175,0.08571428571428572,317,0.22712933753943218,1528.8647260273972,1855.5449438202247,1385.64039408867
MNQ,10:45,10,45,479,0.2045929018789144,40.08350730688935,98.0,167,0.2994011976047904,312,0.15384615384615385,1416.7140410958905,1727.6460674157304,1280.3940886699506
MNQ,11:00,11,0,501,0.27345309381237526,42.115768463073856,137.0,176,0.5738636363636364,325,0.11076923076923077,1804.150684931507,2597.7359550561796,1456.2241379310344
MNQ,11:15,11,15,493,0.23529411764705882,40.97363083164301,116.0,176,0.26136363636363635,317,0.22082018927444794,1478.6147260273972,1899.0280898876404,1294.295566502463
MNQ,11:30,11,30,504,0.23214285714285715,40.87301587301587,117.0,176,0.2727272727272727,328,0.21036585365853658,1661.8715753424658,2266.2640449438204,1396.8916256157636
MNQ,11:45,11,45,490,0.19591836734693877,39.795918367346935,96.0,168,0.25595238095238093,322,0.16459627329192547,1314.4417808219177,1666.5786516853932,1160.0566502463055
MNQ,12:00,12,0,493,0.2799188640973631,42.59634888438134,138.0,172,0.18604651162790697,321,0.3302180685358255,1392.4777397260275,1799.191011235955,1214.165024630542
MNQ,12:15,12,15,476,0.23529411764705882,41.17647058823529,112.0,171,0.22807017543859648,305,0.23934426229508196,1185.501712328767,1513.2191011235955,1041.8226600985222
MNQ,12:30,12,30,468,0.1987179487179487,39.95726495726496,93.0,161,0.2484472049689441,307,0.17263843648208468,1132.9965753424658,1449.9157303370787,994.051724137931
MNQ,12:45,12,45,438,0.3356164383561644,44.52054794520548,147.0,156,0.19230769230769232,282,0.4148936170212766,973.1832191780821,1335.943820224719,814.14039408867
MNQ,13:00,13,0,455,0.1824175824175824,39.34065934065934,83.0,163,0.049079754601226995,292,0.2568493150684932,1120.38698630137,1544.1685393258426,934.5911330049261
MNQ,13:15,13,15,447,0.2953020134228188,43.17673378076063,132.0,159,0.24528301886792453,288,0.3229166666666667,985.1780821917808,1324.123595505618,836.576354679803
MNQ,13:30,13,30,461,0.2299349240780911,40.99783080260303,106.0,164,0.24390243902439024,297,0.2222222222222222,1011.7431506849315,1350.7191011235955,863.128078817734
MNQ,13:45,13,45,437,0.08466819221967964,36.15560640732266,37.0,153,0.3137254901960784,284,-0.03873239436619718,905.9263698630137,1251.629213483146,754.3620689655172
MNQ,14:00,14,0,438,0.1780821917808219,39.26940639269406,78.0,161,0.11801242236024845,277,0.21299638989169675,950.486301369863,1249.8426966292134,819.2413793103449
MNQ,14:15,14,15,407,0.2972972972972973,43.24324324324324,121.0,144,0.25,263,0.3231939163498099,848.554794520548,1161.6516853932585,711.2857142857143
MNQ,14:30,14,30,434,0.20276497695852536,40.09216589861751,88.0,147,0.04081632653061224,287,0.2857142857142857,835.263698630137,1069.8314606741574,732.423645320197
MNQ,14:45,14,45,408,0.23529411764705882,41.17647058823529,96.0,145,0.36551724137931035,263,0.1634980988593156,714.3955479452055,848.2584269662922,655.7068965517242
MNQ,15:00,15,0,465,0.25806451612903225,41.935483870967744,120.0,160,0.36875,305,0.2,1108.5376712328766,1287.5,1030.076354679803
MNQ,15:15,15,15,448,0.29910714285714285,43.30357142857143,134.0,151,0.25165562913907286,297,0.32323232323232326,906.763698630137,1064.6629213483145,837.5369458128079
MNQ,15:30,15,30,467,0.278372591006424,42.61241970021413,130.0,162,0.3148148148148148,305,0.25901639344262295,1146.6678082191781,1263.6460674157304,1095.3817733990147
MNQ,15:45,15,45,458,0.33624454148471616,44.54148471615721,154.0,154,0.38311688311688313,304,0.3125,971.8219178082192,1039.1966292134832,942.2832512315271
MNQ,16:00,16,0,508,0.20669291338582677,40.15748031496063,105.0,171,0.19298245614035087,337,0.21364985163204747,1609.3578767123288,1511.387640449438,1652.3103448275863
MNQ,16:15,16,15,485,0.15051546391752577,38.35051546391753,73.0,160,0.10625,325,0.1723076923076923,1225.7842465753424,1260.3988764044943,1210.6083743842364
MNQ,16:30,16,30,496,0.22983870967741934,40.92741935483871,114.0,171,0.19883040935672514,325,0.24615384615384617,1436.0582191780823,1566.7247191011236,1378.770935960591
MNQ,16:45,16,45,489,0.12269938650306748,37.423312883435585,60.0,169,0.0650887573964497,320,0.153125,1185.3167808219177,1166.6516853932585,1193.5
MNQ,17:00,17,0,512,0.138671875,37.890625,71.0,176,0.26136363636363635,336,0.0744047619047619,2367.568493150685,2031.8651685393259,2514.7487684729062
MNQ,17:15,17,15,512,0.197265625,39.84375,101.0,175,0.32,337,0.13353115727002968,1815.8236301369864,1597.5842696629213,1911.5049261083743
MNQ,17:30,17,30,510,0.07647058823529412,35.88235294117647,39.0,174,0.10344827586206896,336,0.0625,1825.736301369863,1663.938202247191,1896.6724137931035
MNQ,17:45,17,45,509,0.12573673870333987,37.524557956778,64.0,173,0.16184971098265896,336,0.10714285714285714,1564.3852739726028,1557.3595505617977,1567.4655172413793
MNQ,18:00,18,0,514,0.33073929961089493,44.3579766536965,170.0,177,0.3389830508474576,337,0.3264094955489614,2897.796232876712,3225.241573033708,2754.2364532019706
MNQ,18:15,18,15,511,0.33268101761252444,44.422700587084144,170.0,177,0.3559322033898305,334,0.3203592814371258,1993.9503424657535,2450.3314606741574,1793.8620689655172
