symbol,session,entry_model,confirm_bars,rr_target,filter,n_base,n_on,signals_per_year,avg_on,avg_off,uplift,wr_on,wr_off,years_pos,years_total,years_pos_ratio,train_uplift,test_uplift
MGC,1100,E1,5,2.5,long_fast30,2443,737,67.0,-0.17736119402985073,-0.27758845252051584,0.1002272584906651,0.29986431478968795,0.29425556858147717,4,6,0.6666666666666666,0.0923881362337475,0.048230436507936486
M2K,LONDON_OPEN,E1,1,4.0,fast30_and_q60,1288,493,82.16666666666667,-0.17739797160243412,-0.25810100628930815,0.08070303468687404,0.18864097363083165,0.19622641509433963,4,5,0.8,0.02968916330814439,0.08218418839360811
MGC,2300,E1,1,1.0,long_q60,2556,523,47.54545454545455,-0.17740267686424474,-0.3268398917855386,0.1494372149212939,0.491395793499044,0.455976389572061,7,8,0.875,0.15028046564499128,0.11492939680232556
MES,1000,E1,4,2.0,short_fast30,1778,760,95.0,-0.17742671052631578,-0.16251542239685657,-0.014911288129459216,0.325,0.3349705304518664,2,6,0.3333333333333333,-0.019836423023178618,0.06309801341589265
MES,1100,E1,2,3.0,long_fast30,1786,786,98.25,-0.1774347328244275,-0.31455239999999995,0.13711766717557244,0.2582697201017812,0.221,5,6,0.8333333333333334,0.1324337418251879,0.16085332225913623
MGC,1800,E0,2,3.0,fast30_and_q40,898,456,41.45454545454545,-0.17744451754385965,-0.48090610859728505,0.3034615910534254,0.2916666666666667,0.2669683257918552,1,1,1.0,,
M2K,LONDON_OPEN,E1,4,1.0,short_fast30,1261,578,96.33333333333333,-0.17745034602076123,-0.20305329428989755,0.02560294826913631,0.4913494809688581,0.4773060029282577,3,5,0.6,0.025806777383367147,0.005879727891156511
MES,1100,E1,1,3.0,fast30_and_q40,1803,1017,127.125,-0.1774598820058997,-0.39122837150127227,0.21376848949537255,0.24778761061946902,0.22264631043256997,5,6,0.8333333333333334,0.21670136640739965,-0.05350459430148871
MES,1100,E1,2,3.0,size_q40_plus,1786,1135,141.875,-0.17753101321585904,-0.38789308755760366,0.21036207434174461,0.24493392070484582,0.22427035330261136,4,7,0.5714285714285714,0.22374560902716933,-0.2906318023255814
MES,0900,E1,4,1.5,short_q60,1683,334,41.75,-0.1775616766467066,-0.2595096367679763,0.08194796012126968,0.36826347305389223,0.38176426982950334,3,6,0.5,0.12963793880721022,-0.005896408595819802
M2K,1100,E1,4,1.0,short_q60,1276,255,42.5,-0.17757921568627447,-0.29978041136141037,0.1222011956751359,0.4980392156862745,0.4701273261508325,3,4,0.75,0.16423671174311077,0.04089670925958344
MGC,1000,E0,2,1.0,fast30_and_q60,825,281,25.545454545454547,-0.17767010676156583,-0.3706305147058823,0.1929604079443165,0.5693950177935944,0.2702205882352941,3,5,0.6,,
M2K,LONDON_OPEN,E1,2,1.0,fast30_and_q60,1278,491,81.83333333333333,-0.17768798370672098,-0.2417997458703939,0.06411176216367293,0.4663951120162933,0.48792884371029227,4,5,0.8,0.07014234443144343,-0.03827499643417484
MGC,1800,E0,2,1.0,long_fast30,900,278,25.272727272727273,-0.17770935251798564,-0.3177725080385852,0.14006315552059956,0.5611510791366906,0.37942122186495175,5,6,0.8333333333333334,,
M6E,LONDON_OPEN,E1,4,1.5,long_q60,1230,297,49.5,-0.17774309764309765,-0.28413826366559486,0.10639516602249721,0.40404040404040403,0.39228295819935693,3,5,0.6,0.059179961149961186,0.2525002975117202
M2K,LONDON_OPEN,E1,1,4.0,short_fast30,1288,592,98.66666666666667,-0.1777481418918919,-0.26928247126436783,0.09153432937247594,0.20608108108108109,0.1824712643678161,3,5,0.6,0.0833824653281729,0.16429076729559747
MES,LONDON_OPEN,E1,3,1.0,short_fast30,1761,729,91.125,-0.17776186556927298,-0.14961211240310077,-0.028149753166172214,0.47050754458161864,0.49709302325581395,1,6,0.16666666666666666,-0.018915654502644208,-0.12767121231979034
MGC,1100,E1,4,2.0,fast30_and_q40,2488,1088,98.9090909090909,-0.17777968749999998,-0.2977484285714286,0.1199687410714286,0.3336397058823529,0.3557142857142857,3,5,0.6,0.10610680248715476,
M6E,LONDON_OPEN,E0,1,2.0,long_fast30,1243,644,107.33333333333333,-0.1777829192546584,-0.22411886477462437,0.046335945519965976,0.4083850931677019,0.39398998330550916,3,5,0.6,0.032999225020280604,0.07178183817648627
M2K,1100,E0,1,1.5,long_q60,999,213,35.5,-0.17779436619718308,-0.2318950381679389,0.054100671970755826,0.4272300469483568,0.46055979643765904,2,4,0.5,-0.042461693399653555,0.31799969889595187
M2K,1000,E1,1,2.5,size_q40_plus,1291,774,129.0,-0.177890180878553,-0.32939516441005806,0.15150498353150507,0.29457364341085274,0.30754352030947774,4,5,0.8,0.11406547505541181,0.1502278342245989
MES,LONDON_OPEN,E1,1,3.0,long_fast30,1797,790,98.75,-0.1778911392405063,-0.2205139026812314,0.042622763440725076,0.2417721518987342,0.2333664349553128,3,6,0.5,0.042380298926708776,-0.0005757135734762719
MES,US_POST_EQUITY,E1,1,3.0,size_q60_plus,1619,638,79.75,-0.1779100313479624,-0.14930978593272173,-0.02860024541524067,0.21786833855799373,0.24770642201834864,2,6,0.3333333333333333,-0.013385792138806946,-0.11109929461942257
MGC,2300,E1,4,1.5,size_q40_plus,2240,1367,124.27272727272727,-0.17797966349670813,-0.35110068728522337,0.17312102378851524,0.393562545720556,0.38946162657502864,8,9,0.8888888888888888,0.17718610720463454,
M2K,1100,E0,1,2.0,long_q60,999,213,35.5,-0.17813239436619718,-0.2668669211195929,0.08873452675339574,0.3568075117370892,0.3880407124681934,3,4,0.75,0.04210646062706089,0.2339815099810416
MGC,1100,E1,1,2.0,fast30_and_q40,2569,1124,102.18181818181819,-0.17814430604982207,-0.3540926643598616,0.17594835831003952,0.34519572953736655,0.3460207612456747,5,5,1.0,0.14855201837945783,
M2K,0030,E1,2,1.5,fast30_and_q60,1136,447,74.5,-0.1781545861297539,-0.11996284470246736,-0.058191741427286545,0.348993288590604,0.4034833091436865,1,5,0.2,-0.04601023536575677,-0.08413725490196078
MES,US_DATA_OPEN,E0,2,3.0,long_fast30,665,267,33.375,-0.17823670411985018,-0.0818321608040201,-0.09640454331583008,0.2546816479400749,0.2989949748743719,3,6,0.5,,
MES,US_DATA_OPEN,E1,3,1.5,fast_le_30,1655,1346,168.25,-0.17823997028231797,-0.13211974110032362,-0.04612022918199435,0.3789004457652303,0.42394822006472493,1,3,0.3333333333333333,-0.018049523893827718,
M6E,LONDON_OPEN,E1,1,1.5,fast30_and_q60,1288,558,93.0,-0.17828924731182796,-0.36858712328767124,0.19029787597584327,0.4211469534050179,0.38904109589041097,5,5,1.0,0.12468604215918042,0.37397113553113553
M2K,LONDON_OPEN,E1,3,4.0,size_q40_plus,1255,777,129.5,-0.17829588159588158,-0.22160794979079496,0.04331206819491337,0.19047619047619047,0.20292887029288703,3,5,0.6,-0.02670795369987597,0.2604943564993565
MGC,0900,E0,1,1.5,size_q60_plus,2237,1003,91.18181818181819,-0.17831894317048855,-0.5910473257698541,0.4127283825993655,0.4795613160518445,0.19611021069692058,9,9,1.0,0.3406436422263941,
MES,CME_OPEN,E0,1,3.0,size_q60_plus,751,331,41.375,-0.17833323262839879,-0.2644580952380952,0.08612486260969643,0.229607250755287,0.24047619047619048,4,6,0.6666666666666666,,
MGC,0900,E0,1,2.0,size_q60_plus,2236,1002,91.0909090909091,-0.1783824351297405,-0.6061971636952997,0.42781472856555924,0.3972055888223553,0.206645056726094,9,9,1.0,0.35236343317842006,
MGC,US_POST_EQUITY,E1,2,1.0,long_fast30,1364,715,102.14285714285714,-0.17838265734265735,-0.16320246533127888,-0.015180192011378463,0.49230769230769234,0.5007704160246533,2,6,0.3333333333333333,-0.0123460964512003,-0.07448619237588652
MGC,2300,E1,1,1.5,size_q60_plus,2534,1041,94.63636363636364,-0.178464265129683,-0.4005146014735432,0.22205033634386018,0.3928914505283381,0.3636972538513061,6,7,0.8571428571428571,0.24037263258981184,
MES,CME_OPEN,E1,3,1.5,fast30_and_q40,681,396,49.5,-0.17850303030303027,-0.20964245614035085,0.031139425837320572,0.3661616161616162,0.3929824561403509,3,5,0.6,,
MGC,LONDON_OPEN,E0,1,1.0,short_fast30,2530,745,67.72727272727273,-0.17850711409395972,-0.2788641456582633,0.10035703156430356,0.5691275167785235,0.4291316526610644,4,6,0.6666666666666666,0.11225100590308237,-0.1500484670987039
M2K,1000,E1,5,2.0,short_q60,1264,256,42.666666666666664,-0.17854687499999997,-0.2553563492063492,0.07680947420634923,0.31640625,0.32837301587301587,2,4,0.5,0.1251746884234027,-0.0640016783216783
M2K,US_DATA_OPEN,E1,2,1.5,long_q60,1183,229,38.166666666666664,-0.17861135371179038,-0.22102735849056604,0.04241600477877566,0.35807860262008734,0.37945492662473795,4,5,0.8,-0.011672233808108168,
MGC,1100,E1,3,2.5,long_fast30,2502,752,68.36363636363636,-0.1787115691489362,-0.3268856571428571,0.1481740879939209,0.3045212765957447,0.2782857142857143,5,6,0.8333333333333334,0.12265898909771789,0.08541308539944902
M2K,US_DATA_OPEN,E1,5,1.5,long_fast30,1110,501,83.5,-0.1787321357285429,-0.10347569786535304,-0.07525643786318986,0.37924151696606784,0.4187192118226601,2,5,0.4,-0.08398219818750376,-0.11673606516290727
MES,US_POST_EQUITY,E1,4,3.0,fast_le_30,1337,1138,142.25,-0.17876441124780315,-0.2458291457286432,0.06706473448084005,0.22407732864674867,0.22613065326633167,0,0,,,
M2K,LONDON_OPEN,E1,2,4.0,short_fast30,1274,587,97.83333333333333,-0.17882231686541739,-0.25080349344978164,0.07198117658436426,0.2010221465076661,0.18340611353711792,4,5,0.8,0.05183843319263992,0.22795779745860606
M2K,LONDON_OPEN,E1,4,3.0,fast30_and_q60,1254,481,80.16666666666667,-0.17883201663201662,-0.23105161707632602,0.0522196004443094,0.23076923076923078,0.23932729624838292,3,5,0.6,0.035601955192573725,0.09214563845050211
MGC,1800,E0,1,1.0,short_fast30,2519,736,66.9090909090909,-0.17885475543478258,-0.27717425687044306,0.09831950143566048,0.5584239130434783,0.4122265844083006,2,6,0.3333333333333333,0.09168003292043306,-0.023564176245210726
MES,CME_OPEN,E1,3,3.0,short_fast30,651,287,35.875,-0.17888745644599302,-0.256103021978022,0.07721556553202896,0.23693379790940766,0.21978021978021978,3,6,0.5,,
M6E,US_DATA_OPEN,E0,1,1.5,size_q40_plus,1126,713,118.83333333333333,-0.17894235624123422,-0.3675525423728814,0.18861018613164715,0.43338008415147267,0.46246973365617433,5,5,1.0,0.19866914070774677,0.1919852858720584
MES,US_EQUITY_OPEN,E1,5,2.5,fast30_and_q40,1285,744,93.0,-0.17897002688172042,-0.2279744916820702,0.049004464800349784,0.24731182795698925,0.24399260628465805,3,5,0.6,0.0713233707264957,0.28677042016806714
MGC,CME_OPEN,E1,4,1.0,fast30_and_q60,1065,328,29.818181818181817,-0.17898414634146342,-0.44783052917232025,0.2688463828308568,0.5,0.3677069199457259,5,5,1.0,,
M6E,LONDON_OPEN,E1,4,1.5,fast30_and_q60,1230,529,88.16666666666667,-0.17901587901701324,-0.3183898716119829,0.13937399259496966,0.4045368620037807,0.3880171184022825,5,5,1.0,0.10162340368554831,0.2311379512516469
MES,CME_OPEN,E1,4,2.0,size_q40_plus,637,411,51.375,-0.17903625304136253,-0.20397477876106196,0.024938525719699428,0.30413625304136255,0.33185840707964603,2,5,0.4,,
M2K,LONDON_OPEN,E1,4,4.0,short_fast30,1243,566,94.33333333333333,-0.1790701413427562,-0.22970457902511077,0.050634437682354566,0.196113074204947,0.18463810930576072,4,5,0.8,0.023689239926739908,0.17992811124449776
M6E,US_POST_EQUITY,E0,1,1.0,short_fast30,1213,611,101.83333333333333,-0.17911571194762685,-0.17370697674418603,-0.005408735203440818,0.5695581014729951,0.5697674418604651,2,5,0.4,-0.044310962233437196,0.09749812605277938
M2K,LONDON_OPEN,E1,4,2.0,short_fast30,1258,575,95.83333333333333,-0.1791417391304348,-0.2004289897510981,0.021287250620663306,0.3269565217391304,0.3191800878477306,4,5,0.8,0.011374531070562688,0.037559863945578253
MGC,1100,E1,2,2.5,long_fast30,2525,755,68.63636363636364,-0.17915271523178808,-0.3353928248587571,0.15624010962696902,0.30993377483443707,0.2790960451977401,5,6,0.8333333333333334,0.13216327159021332,0.12083541169998169
MGC,1100,E1,1,3.0,fast30_and_q60,2543,816,74.18181818181819,-0.17916017156862743,-0.37209756803705846,0.19293739646843103,0.24754901960784315,0.2559351476548929,3,6,0.5,0.17224834270653763,
MGC,1800,E0,2,1.5,fast30_and_q60,900,331,30.09090909090909,-0.17919305135951663,-0.33443567662565904,0.1552426252661424,0.4350453172205438,0.43233743409490333,2,5,0.4,,
MGC,1100,E1,2,1.0,long_fast30,2551,760,69.0909090909091,-0.17919842105263162,-0.3103843104410944,0.13118588938846276,0.5302631578947369,0.44667783361250696,5,6,0.8333333333333334,0.10565639353389908,0.139085029647289
M2K,0030,E1,3,1.5,long_q60,1096,210,35.0,-0.17922476190476191,-0.14442088036117384,-0.03480388154358807,0.3476190476190476,0.38261851015801357,3,5,0.6,-0.06357501495296605,0.0987918428184282
MGC,1800,E0,2,3.0,size_q60_plus,898,367,33.36363636363637,-0.1792294277929155,-0.42880979284369114,0.24958036505077563,0.27520435967302453,0.2824858757062147,3,5,0.6,,
MES,0030,E1,3,3.0,size_q40_plus,1468,902,112.75,-0.17923558758314856,-0.20234681978798588,0.023111232204837323,0.21951219512195122,0.2332155477031802,3,6,0.5,0.014780014133367575,-0.03199582963620233
MGC,1800,E1,4,2.0,long_fast30,2453,760,69.0909090909091,-0.17929605263157894,-0.33750478440637915,0.15820873177480022,0.3631578947368421,0.3266391021854696,5,6,0.8333333333333334,0.17045262267343492,0.02163973965287047
MGC,CME_OPEN,E1,5,2.5,long_q60,913,218,19.818181818181817,-0.1793454128440367,-0.5210680575539568,0.3417226447099201,0.28440366972477066,0.21151079136690648,5,5,1.0,,
M2K,US_POST_EQUITY,E1,3,2.0,long_q60,986,178,29.666666666666668,-0.17937191011235956,-0.06573551980198018,-0.11363639031037938,0.29213483146067415,0.34405940594059403,1,4,0.25,-0.17583973129329378,
M2K,LONDON_OPEN,E1,4,2.5,fast30_and_q60,1257,483,80.5,-0.1793863354037267,-0.20631627906976746,0.026929943666040762,0.2629399585921325,0.28294573643410853,2,5,0.4,0.03642986823035091,-0.025879913916786207
MES,US_EQUITY_OPEN,E1,4,3.0,short_fast30,1282,579,72.375,-0.17938635578583764,-0.36313968705547656,0.18375333126963891,0.21934369602763384,0.17354196301564723,5,6,0.8333333333333334,0.14350221547671752,0.20468994619088074
MES,CME_OPEN,E1,3,2.0,fast30_and_q40,664,386,48.25,-0.17943989637305702,-0.21773884892086331,0.0382989525478063,0.30569948186528495,0.3237410071942446,3,5,0.6,,
MGC,2300,E1,3,1.0,fast_le_30,2380,1436,130.54545454545453,-0.17945438718662954,-0.3073626059322034,0.12790821874557384,0.5034818941504178,0.4766949152542373,0,0,,0.13350783669804656,
M2K,1000,E1,1,3.0,short_q60,1291,265,44.166666666666664,-0.17948037735849057,-0.27254083820662767,0.0930604608481371,0.24528301886792453,0.26120857699805067,4,4,1.0,0.07992875917836229,0.14243252127183165
M2K,LONDON_OPEN,E1,4,1.5,fast30_and_q40,1260,756,126.0,-0.1795006613756614,-0.2235402777777778,0.0440396164021164,0.376984126984127,0.3968253968253968,4,5,0.8,0.016998123249299724,0.12452258865473989
MES,1000,E1,4,3.0,short_q60,1776,385,48.125,-0.1795049350649351,-0.1976547088425593,0.018149773777624223,0.22857142857142856,0.2437095614665708,2,6,0.3333333333333333,-0.08043987040465486,0.4680424895743175
M6E,0030,E0,1,2.0,size_q40_plus,1230,779,129.83333333333334,-0.17952028241335044,-0.3448824833702883,0.16536220095693788,0.37869062901155326,0.3991130820399113,4,5,0.8,0.23150342245989308,-0.0806516697588126
MES,US_DATA_OPEN,E1,2,3.0,size_q40_plus,1634,997,124.625,-0.17959518555667,-0.22698854003139718,0.04739335447472717,0.22868605817452356,0.25274725274725274,6,7,0.8571428571428571,0.04157971582048173,0.2684427566357531
M6E,0030,E0,1,2.0,fast30_and_q60,1230,553,92.16666666666667,-0.17973037974683542,-0.2895087149187593,0.10977833517192387,0.36347197106690776,0.40472673559822747,3,5,0.6,0.12476217038539558,-0.004357687074829919
MGC,1100,E1,2,2.0,long_fast30,2538,759,69.0,-0.17974584980237154,-0.30978887015177065,0.1300430203493991,0.36100131752305664,0.33558178752107926,5,6,0.8333333333333334,0.10250046719059056,0.14763874319946213
MES,0900,E1,4,1.0,size_q40_plus,1686,1073,134.125,-0.1798179869524697,-0.28634567699836866,0.10652769004589896,0.4762348555452004,0.5122349102773246,6,7,0.8571428571428571,0.12131891428760191,
MES,CME_OPEN,E0,1,4.0,size_q40_plus,732,468,58.5,-0.17983739316239314,-0.3480109848484849,0.16817359168609178,0.18803418803418803,0.17803030303030304,4,5,0.8,,
M2K,LONDON_OPEN,E1,5,2.5,fast30_and_q60,1236,473,78.83333333333333,-0.17985327695560258,-0.18082096985583224,0.0009676929002296608,0.26215644820295986,0.290956749672346,2,5,0.4,0.011971025535041757,-0.07248119136262104
MGC,2300,E1,3,1.5,fast_le_30,2325,1410,128.1818181818182,-0.1798695035460993,-0.34768043715846997,0.16781093361237068,0.40283687943262414,0.380327868852459,0,0,,0.1796218869688485,
MGC,US_POST_EQUITY,E1,1,2.0,long_fast30,1293,683,97.57142857142857,-0.17988594436310396,-0.26388016393442626,0.0839942195713223,0.3367496339677892,0.3,5,6,0.8333333333333334,0.059249639695135026,0.14568877250409165
M2K,LONDON_OPEN,E1,5,2.5,fast30_and_q40,1236,741,123.5,-0.1798931174089069,-0.18128525252525252,0.0013921351163456164,0.26855600539811064,0.296969696969697,4,5,0.8,-0.005236903237183038,0.015469846434148893
MES,0900,E1,4,2.0,fast30_and_q40,1679,952,119.0,-0.17994905462184874,-0.29783425034387895,0.11788519572203021,0.3161764705882353,0.32324621733149933,4,6,0.6666666666666666,0.1628793968018868,-0.2835388606880993
MGC,1100,E0,1,1.0,short_fast30,2507,707,64.27272727272727,-0.17998543140028292,-0.2226892777777778,0.042703846377494886,0.545968882602546,0.47,2,6,0.3333333333333333,0.03999486177504619,-0.13422326153846154
MGC,0900,E0,1,4.0,fast30_and_q60,2223,724,65.81818181818181,-0.18003729281767952,-0.5314170780520346,0.3513797852343551,0.23342541436464087,0.200133422281521,6,6,1.0,0.2271241340650182,
MGC,LONDON_OPEN,E1,5,1.0,size_q60_plus,2450,1018,92.54545454545455,-0.18003870333988214,-0.31268051675977654,0.1326418134198944,0.5009823182711198,0.49511173184357543,5,7,0.7142857142857143,0.10728040307498607,
M6E,LONDON_OPEN,E1,4,2.0,short_q60,1218,245,40.833333333333336,-0.18004489795918363,-0.2860413155190133,0.10599641755982966,0.33877551020408164,0.32476875642343267,3,4,0.75,0.11819158305462654,0.02571150046598325
M2K,1000,E1,3,1.5,size_q40_plus,1277,764,127.33333333333333,-0.18006243455497384,-0.33969259259259255,0.1596301580376187,0.3992146596858639,0.391812865497076,5,5,1.0,0.12648173460392093,0.2357243071995544
MES,1100,E1,5,4.0,fast30_and_q40,1749,979,122.375,-0.18007405515832484,-0.32801727272727277,0.14794321756894793,0.18998978549540346,0.18051948051948052,4,6,0.6666666666666666,0.15120440846695268,-0.027114285714285744
MGC,0900,E0,2,1.0,size_q60_plus,749,361,32.81818181818182,-0.18007506925207756,-0.5107484536082474,0.33067338435616983,0.6011080332409973,0.06701030927835051,6,6,1.0,,
MGC,1800,E0,2,2.0,size_q40_plus,900,560,50.90909090909091,-0.18012875,-0.4314058823529412,0.2512771323529412,0.39107142857142857,0.36470588235294116,3,3,1.0,,
MGC,2300,E1,4,1.5,fast_le_30,2240,1352,122.9090909090909,-0.18013831360946747,-0.34488975225225227,0.1647514386427848,0.3994082840236686,0.38063063063063063,0,0,,0.1733070110546819,
M2K,LONDON_OPEN,E1,1,2.0,size_q40_plus,1290,801,133.5,-0.18014481897627965,-0.2770083844580777,0.09686356548179803,0.3233458177278402,0.3333333333333333,4,5,0.8,0.07811987064116988,0.09485307539682539
M6E,US_EQUITY_OPEN,E1,2,1.5,short_q60,1194,276,46.0,-0.1801485507246377,-0.32267418300653594,0.14252563228189824,0.40942028985507245,0.38235294117647056,3,5,0.6,0.14918014492753623,0.09678878938640131
M2K,1100,E1,4,2.0,long_fast30,1275,613,102.16666666666667,-0.18014893964110928,-0.3503641993957704,0.17021525975466112,0.3817292006525285,0.29607250755287007,3,5,0.6,0.09623529974279502,0.3837583084577114
M2K,US_DATA_OPEN,E1,3,1.0,long_fast30,1174,527,87.83333333333333,-0.18024003795066415,-0.17287125193199382,-0.007368786018670331,0.48007590132827327,0.4853168469860896,2,5,0.4,-0.002256054501610094,-0.04092082119976703
MES,1100,E1,2,3.0,fast30_and_q40,1786,1005,125.625,-0.18026706467661693,-0.3493568501920614,0.16908978551544449,0.2427860696517413,0.23047375160051217,5,6,0.8333333333333334,0.17945109076715637,-0.29497846245294235
MES,1100,E1,1,3.0,long_fast30,1803,792,99.0,-0.18033068181818182,-0.34140484668644905,0.16107416486826723,0.26262626262626265,0.2166172106824926,5,6,0.8333333333333334,0.16295346525707058,0.1318844078144078
MES,US_DATA_OPEN,E1,1,3.0,fast_le_30,1676,1367,170.875,-0.18036013167520118,-0.2775812297734627,0.09722109809826154,0.24579370885149962,0.2297734627831715,1,2,0.5,0.12209395249042146,
M2K,US_EQUITY_OPEN,E0,1,3.0,long_fast30,963,457,76.16666666666667,-0.18041575492341358,-0.07163833992094862,-0.10877741500246496,0.22538293216630198,0.25296442687747034,2,5,0.4,-0.27487294863665185,0.02055266914073653
MGC,1000,E0,1,2.5,fast30_and_q40,2439,1100,100.0,-0.18050472727272726,-0.4220422703510083,0.24153754307828101,0.3490909090909091,0.32710978342046304,5,5,1.0,0.20826622687918145,
M2K,US_DATA_OPEN,E1,1,3.0,short_q60,1176,243,40.5,-0.18051646090534978,-0.20370471596998926,0.02318825506463948,0.23045267489711935,0.25187566988210075,2,5,0.4,0.08158997326203207,-0.1257060215053763
MES,CME_OPEN,E1,4,2.0,long_fast30,637,260,32.5,-0.18051923076923077,-0.1929633952254642,0.012444164456233447,0.3153846153846154,0.3129973474801061,3,6,0.5,,
MES,0030,E1,2,4.0,short_q60,1442,311,38.875,-0.1805855305466238,-0.3095538461538462,0.12896831560722238,0.17363344051446947,0.15649867374005305,5,6,0.8333333333333334,0.12979636254140314,0.013352067868504791
MES,LONDON_OPEN,E1,1,1.5,short_fast30,1804,751,93.875,-0.18062782956058587,-0.1870045584045584,0.006376728843972529,0.3848202396804261,0.3903133903133903,3,6,0.5,-0.001765914094948029,0.012770784557907797
M6E,LONDON_OPEN,E1,4,1.5,size_q60_plus,1230,548,91.33333333333333,-0.1806492700729927,-0.3209602639296188,0.1403109938566261,0.4032846715328467,0.3885630498533724,5,5,1.0,0.11382429595839633,0.18895617527263173
M2K,1000,E0,1,4.0,long_fast30,1071,520,86.66666666666667,-0.18065576923076923,-0.15384882032667876,-0.026806948904090466,0.2423076923076923,0.2413793103448276,2,5,0.4,-0.04979501512651266,-0.07332916548797735
MES,CME_OPEN,E1,4,1.0,long_q60,713,164,20.5,-0.18066280487804878,-0.11801876138433515,-0.06264404349371364,0.4451219512195122,0.5227686703096539,1,5,0.2,,
MES,0900,E1,4,4.0,size_q40_plus,1665,1054,131.75,-0.18067533206831118,-0.3627162029459902,0.18204087087767903,0.1888045540796964,0.18494271685761046,6,7,0.8571428571428571,0.2108894957894559,
MES,CME_OPEN,E0,1,2.0,short_fast30,793,356,44.5,-0.18067893258426965,-0.1376361556064073,-0.04304277697786235,0.32865168539325845,0.35469107551487417,3,6,0.5,,
M6E,1000,E1,4,3.0,size_q60_plus,670,302,50.333333333333336,-0.18069238410596025,-0.46985923913043476,0.2891668550244745,0.22847682119205298,0.1983695652173913,3,5,0.6,,
MGC,1800,E1,4,2.0,short_q60,2453,471,42.81818181818182,-0.18069447983014864,-0.31410368314833503,0.1334092033181864,0.33970276008492567,0.3375378405650858,3,7,0.42857142857142855,0.13351058786138734,-0.020840615280594943
MES,US_DATA_OPEN,E0,2,4.0,short_fast30,656,255,31.875,-0.18074196078431376,-0.18952144638403992,0.008779485599726161,0.20784313725490197,0.20947630922693267,3,6,0.5,,
MGC,0900,E1,4,2.0,long_q60,2405,543,49.36363636363637,-0.18075966850828729,-0.4876528464017186,0.3068931778934313,0.36095764272559855,0.2781954887218045,10,10,1.0,0.27204303688752185,0.08354555417700577
MES,1000,E1,5,4.0,fast_le_30,1753,1444,180.5,-0.18078725761772854,-0.14698284789644012,-0.033804409721288425,0.19321329639889195,0.20711974110032363,0,1,0.0,-0.03573902586181654,
MES,LONDON_OPEN,E1,3,4.0,long_q60,1716,363,45.375,-0.1809528925619835,-0.18087087952697714,-8.201303500635082e-05,0.1790633608815427,0.19290465631929046,2,6,0.3333333333333333,-0.042478320105820117,0.21623860779384035
MGC,US_POST_EQUITY,E1,3,1.0,short_fast30,1294,581,83.0,-0.18100550774526677,-0.13773562412342216,-0.04326988362184461,0.48709122203098104,0.5105189340813464,3,6,0.5,-0.028485033669106985,-0.04420806882726362
M2K,0030,E1,1,2.0,size_q40_plus,1170,709,118.16666666666667,-0.1810456981664316,-0.2143963123644252,0.033350614197993594,0.29619181946403383,0.31453362255965295,3,5,0.6,-0.01914565986853195,0.21040658536585363
M2K,LONDON_OPEN,E1,1,2.0,fast30_and_q40,1290,774,129.0,-0.18112558139534884,-0.27046879844961236,0.08934321705426351,0.32299741602067183,0.3333333333333333,4,5,0.8,0.05587140142878855,0.14056780788177342
M2K,1000,E1,1,2.0,short_q60,1292,266,44.333333333333336,-0.18119022556390976,-0.2770617933723197,0.09587156780840991,0.32706766917293234,0.34405458089668617,4,4,1.0,0.1279093784683685,2.330497089111927e-05
MGC,LONDON_OPEN,E1,5,1.0,fast30_and_q40,2450,1171,106.45454545454545,-0.18121101622544836,-0.32747443315089914,0.14626341692545078,0.5106746370623398,0.48553557466770914,3,5,0.6,0.13060737833594976,
MGC,1800,E1,4,3.0,fast30_and_q60,2422,850,77.27272727272727,-0.18124588235294117,-0.3687153944020356,0.18746951204909443,0.2541176470588235,0.24936386768447838,5,6,0.8333333333333334,0.17694409222024987,
M2K,CME_OPEN,E1,1,1.0,size_q40_plus,640,367,61.166666666666664,-0.18125149863760218,-0.33032747252747247,0.1490759738898703,0.47956403269754766,0.4652014652014652,5,5,1.0,,
MGC,LONDON_OPEN,E0,1,2.0,fast_le_30,2526,1507,137.0,-0.1812740544127405,-0.3481748773307164,0.1669008229179759,0.39615129396151294,0.39254170755642787,0,0,,0.1255224968439734,
M2K,LONDON_OPEN,E1,4,1.5,size_q60_plus,1260,504,84.0,-0.18128591269841268,-0.2076702380952381,0.02638432539682542,0.36706349206349204,0.3968253968253968,3,5,0.6,-0.002158368302621144,0.0929619047619048
M2K,1100,E1,3,1.5,size_q60_plus,1278,499,83.16666666666667,-0.1813304609218437,-0.36738818998716305,0.18605772906531934,0.40080160320641284,0.3748395378690629,5,5,1.0,0.18485337402689322,0.19846616777531412
MGC,LONDON_OPEN,E0,1,1.5,fast_le_30,2528,1508,137.0909090909091,-0.1813383952254642,-0.35271,0.17137160477453584,0.47413793103448276,0.4392156862745098,0,0,,0.13141853444186777,
MES,US_POST_EQUITY,E1,5,3.0,fast_le_30,1279,1086,135.75,-0.1813487108655617,-0.34758082901554405,0.16623211814998234,0.22283609576427257,0.19689119170984457,0,0,,,
MGC,1800,E0,2,2.5,fast30_and_q60,898,330,30.0,-0.18138727272727273,-0.3744753521126761,0.19308807938540334,0.31212121212121213,0.3380281690140845,3,5,0.6,,
