symbol,session,entry_model,confirm_bars,rr_target,filter,n_base,n_on,signals_per_year,avg_on,avg_off,uplift,wr_on,wr_off,years_pos,years_total,years_pos_ratio,train_uplift,test_uplift
M6E,LONDON_OPEN,E0,1,1.5,fast30_and_q40,1246,753,125.5,-0.09443120849933599,-0.2911799188640974,0.19674871036476138,0.49800796812749004,0.4969574036511156,5,5,1.0,0.18726116490977313,0.19357474654377876
MES,LONDON_OPEN,E1,4,1.5,fast30_and_q40,1742,1059,132.375,-0.09446732766761094,-0.1964247437774524,0.10195741610984145,0.40132200188857414,0.3967789165446559,4,5,0.8,0.101402420555353,0.16804516746411483
MES,LONDON_OPEN,E1,5,1.5,long_fast30,1727,763,95.375,-0.09447326343381389,-0.15286535269709545,0.05839208926328156,0.41284403669724773,0.39107883817427386,3,6,0.5,0.06766184950093936,-0.013937971616476322
MGC,2300,E0,2,4.0,short_fast30,848,259,23.545454545454547,-0.0945131274131274,-0.3415183361629881,0.2470052087498607,0.23938223938223938,0.2037351443123939,5,6,0.8333333333333334,,
MES,LONDON_OPEN,E1,2,1.0,long_q60,1787,386,48.25,-0.09451554404145077,-0.177630835117773,0.08311529107632223,0.49740932642487046,0.49036402569593146,4,6,0.6666666666666666,0.04018041426091393,0.2629053846153846
MGC,2300,E0,2,1.5,size_q40_plus,917,594,54.0,-0.09452929292929291,-0.3002467492260062,0.20571745629671329,0.4663299663299663,0.47678018575851394,3,3,1.0,,
MES,1000,E1,4,2.0,fast30_and_q60,1778,655,81.875,-0.09454641221374045,-0.21225031166518254,0.11770389945144209,0.3374045801526718,0.3268032056990205,2,6,0.3333333333333333,0.05795717575975118,0.35380278902384166
MES,US_EQUITY_OPEN,E1,4,1.5,short_q60,1546,341,42.625,-0.09457712609970674,-0.05149319502074689,-0.04308393107895985,0.3782991202346041,0.41161825726141077,2,6,0.3333333333333333,-0.05173763305565197,-0.09781610692916423
MES,US_POST_EQUITY,E1,2,1.5,size_q40_plus,1665,1022,127.75,-0.09460410958904109,-0.12896205287713838,0.0343579432880973,0.38551859099804303,0.4105754276827372,3,6,0.5,0.04267805270256249,-0.15787795138888888
MES,1000,E1,3,1.0,fast30_and_q40,1790,934,116.75,-0.09463104925053534,-0.2542886682242991,0.15965761897376374,0.5160599571734475,0.48014018691588783,6,6,1.0,0.1427106556133163,0.3095189010989011
M2K,1100,E1,3,4.0,long_q60,1276,243,40.5,-0.09463909465020574,-0.3480328170377541,0.25339372238754837,0.2222222222222222,0.19070667957405615,4,4,1.0,0.2637893317853457,0.2698082591093118
MES,1000,E1,2,1.5,size_q40_plus,1799,1093,136.625,-0.09466578225068617,-0.3106702549575071,0.21600447270682094,0.4162854528819762,0.37252124645892354,7,7,1.0,0.17226695817558074,0.5957714150943395
MES,1100,E1,2,3.0,fast30_and_q60,1786,660,82.5,-0.0946660606060606,-0.3477233570159858,0.2530572964099252,0.2606060606060606,0.22380106571936056,6,6,1.0,0.2268752326425256,0.17380191967668604
MES,LONDON_OPEN,E1,3,3.0,size_q60_plus,1741,713,89.125,-0.0948482468443198,-0.22012470817120625,0.12527646132688644,0.24684431977559607,0.23638132295719844,4,6,0.6666666666666666,0.10949883554295646,0.2762528871391076
MES,1000,E1,3,2.5,fast30_and_q40,1784,931,116.375,-0.09490665950590764,-0.30166154747948415,0.2067548879735765,0.2953813104189044,0.25791324736225085,4,6,0.6666666666666666,0.14169980603115226,0.5828220049099837
MES,LONDON_OPEN,E1,4,1.0,fast30_and_q40,1744,1060,132.5,-0.09492254716981131,-0.19775877192982455,0.10283622476001324,0.5018867924528302,0.49415204678362573,4,5,0.8,0.08465574483412319,0.17110826273203233
MES,LONDON_OPEN,E1,2,1.0,size_q60_plus,1787,737,92.125,-0.09496282225237447,-0.20510114285714287,0.1101383206047684,0.4966078697421981,0.48857142857142855,4,6,0.6666666666666666,0.058592080977472566,0.37148017144287326
MES,LONDON_OPEN,E1,4,2.5,short_q60,1727,335,41.875,-0.09507402985074627,-0.1646655172413793,0.06959148739063302,0.28059701492537314,0.27945402298850575,3,6,0.5,0.03259503332570732,0.35925199634257854
M2K,0030,E1,3,1.0,size_q40_plus,1156,709,118.16666666666667,-0.09510028208744711,-0.18915548098434007,0.09405519889689296,0.4837799717912553,0.4697986577181208,4,5,0.8,0.06507338511251676,0.17524920206614758
MES,1000,E1,2,2.5,fast30_and_q40,1796,937,117.125,-0.09510096051227321,-0.28890977881257274,0.19380881830029953,0.29669156883671294,0.26658905704307334,5,6,0.8333333333333334,0.135756993756767,0.5073320720291924
MES,US_EQUITY_OPEN,E1,3,1.0,short_fast30,1678,711,88.875,-0.09516413502109704,-0.044325542916235784,-0.050838592104861254,0.4838255977496484,0.5191313340227508,2,6,0.3333333333333333,-0.041616701757294414,-0.10049604341736697
MES,1100,E1,4,3.0,fast30_and_q60,1765,650,81.25,-0.0952255384615385,-0.3373274439461883,0.2421019054846498,0.2569230769230769,0.22062780269058296,5,6,0.8333333333333334,0.20864471475607838,0.3363375176485689
M2K,US_DATA_OPEN,E1,5,2.0,fast30_and_q60,1094,372,62.0,-0.09537688172043012,-0.18898476454293628,0.09360788282250616,0.33064516129032256,0.3268698060941828,3,5,0.6,0.006334517505876519,0.41696795954438337
M2K,LONDON_OPEN,E0,1,2.5,size_q60_plus,1197,490,81.66666666666667,-0.09543020408163266,-0.14183988684582743,0.04640968276419477,0.3020408163265306,0.3408769448373409,2,5,0.4,0.04255880998969648,-0.08589866835764107
MES,LONDON_OPEN,E1,2,1.0,short_q60,1787,351,43.875,-0.09545470085470087,-0.17537548746518103,0.07992078661048016,0.49572649572649574,0.4909470752089137,4,6,0.6666666666666666,0.04837847097849715,0.2215412830188679
MES,US_DATA_OPEN,E1,5,1.0,fast30_and_q40,1635,875,109.375,-0.09549874285714285,-0.152545,0.05704625714285713,0.49257142857142855,0.5144736842105263,3,6,0.5,0.057600605620771905,-0.03667822683570153
MGC,1100,E0,2,2.0,size_q40_plus,892,536,48.72727272727273,-0.09550858208955222,-0.46411938202247194,0.36861079993291973,0.39925373134328357,0.3398876404494382,4,5,0.8,,
MES,LONDON_OPEN,E1,2,4.0,fast30_and_q60,1755,689,86.125,-0.09551828737300436,-0.26352317073170733,0.16800488335870298,0.1988388969521045,0.1801125703564728,4,6,0.6666666666666666,0.1088689205191454,0.6466991682539682
MES,US_EQUITY_OPEN,E1,1,2.5,fast_le_30,1631,1411,176.375,-0.09554351523742027,-0.21722954545454543,0.12168603021712515,0.2799433026222537,0.2590909090909091,0,0,,0.163467423039923,
MES,1000,E1,5,1.5,size_q60_plus,1773,754,94.25,-0.09562015915119364,-0.2128758586849853,0.11725569953379165,0.40185676392572944,0.39352306182531893,4,7,0.5714285714285714,0.0654834785687258,0.38997227984543426
MES,US_EQUITY_OPEN,E1,2,2.5,fast30_and_q40,1519,884,110.5,-0.09566210407239817,-0.20978220472440945,0.11412010065201128,0.2737556561085973,0.25354330708661416,3,5,0.6,0.1533183931148217,-0.38302348837209305
M2K,US_DATA_OPEN,E1,3,1.0,long_q60,1174,233,38.833333333333336,-0.09567939914163091,-0.19611147715196603,0.10043207801033512,0.4892703862660944,0.4814027630180659,5,5,1.0,0.06405479317722573,
MGC,2300,E0,1,2.0,size_q40_plus,2509,1546,140.54545454545453,-0.09569068564036222,-0.32974112149532714,0.23405043585496493,0.3868046571798189,0.3987538940809969,9,9,1.0,0.23939483565541606,
MGC,CME_OPEN,E0,1,1.5,size_q60_plus,1240,514,46.72727272727273,-0.09571439688715952,-0.4901297520661157,0.3944153551789562,0.4727626459143969,0.3608815426997245,8,8,1.0,,
MES,1000,E1,2,1.0,fast30_and_q40,1800,938,117.25,-0.09572537313432837,-0.2678325986078886,0.17210722547356022,0.5181236673773987,0.4767981438515081,6,6,1.0,0.15421487830765546,0.34481262097413923
MGC,2300,E1,4,1.5,short_q60,2240,456,41.45454545454545,-0.09573903508771929,-0.2837175448430493,0.18797850975532998,0.41885964912280704,0.3850896860986547,5,7,0.7142857142857143,0.18396886280264124,0.14643984375000002
MES,US_POST_EQUITY,E1,4,2.0,size_q60_plus,1476,588,73.5,-0.09579761904761903,-0.060178265765765765,-0.03561935328185327,0.3163265306122449,0.3547297297297297,2,6,0.3333333333333333,-0.056867075283144566,0.06210758426966291
MES,0030,E1,2,1.0,fast_le_30,1728,1483,185.375,-0.09580377612946729,-0.1964404081632653,0.10063663203379801,0.49561699258260283,0.47346938775510206,0,0,,0.08112029554807329,
MES,0900,E1,5,2.0,size_q60_plus,1670,685,85.625,-0.09580963503649632,-0.2911736040609137,0.19536396902441738,0.3372262773722628,0.31675126903553297,5,6,0.8333333333333334,0.252750992248062,-0.04375690289921769
MES,0030,E1,4,3.0,short_q60,1400,298,37.25,-0.09585369127516777,-0.21148439201451905,0.11563070073935128,0.23825503355704697,0.22050816696914702,3,6,0.5,0.13319053708439899,-0.0680859730848861
MES,1100,E1,4,1.0,fast30_and_q60,1773,654,81.75,-0.09589617737003057,-0.2574260947274352,0.16152991735740463,0.5122324159021406,0.4897229669347632,4,6,0.6666666666666666,0.163928164000541,0.07582869411467545
MES,0030,E1,5,3.0,short_fast30,1341,602,75.25,-0.09591262458471761,-0.29240554803788904,0.19649292345317143,0.2441860465116279,0.19891745602165087,4,6,0.6666666666666666,0.11576244143357464,0.32391207547169815
MES,US_EQUITY_OPEN,E0,1,4.0,fast_le_30,1525,1314,164.25,-0.09595114155251142,-0.07032890995260667,-0.025622231599904746,0.19863013698630136,0.22274881516587677,0,0,,-0.007631480050323505,
MES,0900,E1,2,3.0,short_q60,1696,340,42.5,-0.09595323529411764,-0.30964985250737465,0.213696617213257,0.25588235294117645,0.23156342182890854,5,6,0.8333333333333334,0.3059112394692502,-0.05953887546672515
MES,1100,E1,2,1.5,long_q60,1792,393,49.125,-0.0959770992366412,-0.282775696926376,0.18679859768973478,0.41475826972010177,0.3759828448892066,4,6,0.6666666666666666,0.1399028369443936,0.30948507523939806
MES,1000,E1,4,2.5,fast30_and_q60,1778,655,81.875,-0.09603007633587785,-0.2310414069456812,0.13501133060980336,0.2885496183206107,0.27337488869100623,3,6,0.5,0.05143337201882428,0.454158633763897
MES,1100,E1,1,3.0,fast30_and_q60,1803,668,83.5,-0.09607889221556884,-0.3733933920704846,0.27731449985491574,0.2634730538922156,0.2211453744493392,6,6,1.0,0.22682404990176816,0.4029834723703192
M2K,US_DATA_OPEN,E1,5,1.0,long_q60,1140,222,37.0,-0.09613018018018019,-0.1384760348583878,0.04234585467820762,0.4864864864864865,0.5065359477124183,3,5,0.6,-0.02519847277032361,
MGC,LONDON_OPEN,E0,1,4.0,long_q60,2509,541,49.18181818181818,-0.09614935304990756,-0.2691723577235772,0.17302300467366966,0.24029574861367836,0.25,4,8,0.5,0.04939420954390525,0.5600784616361789
MGC,1000,E0,1,2.0,long_q60,2440,507,46.09090909090909,-0.09622603550295857,-0.37743109156751165,0.2812050560645531,0.42209072978303747,0.3605794102431454,7,8,0.875,0.2444597143276442,0.08536451612903226
M6E,1800,E0,1,1.5,long_q60,1222,270,45.0,-0.09622851851851853,-0.25242247899159664,0.1561939604730781,0.48148148148148145,0.48634453781512604,5,5,1.0,0.1404817971075577,0.23169877419354837
MES,LONDON_OPEN,E1,4,1.0,size_q40_plus,1744,1136,142.0,-0.0962968309859155,-0.2080455592105263,0.11174872822461081,0.5017605633802817,0.4934210526315789,5,6,0.8333333333333334,0.0930483448706399,0.2003228588421887
MES,1000,E1,3,4.0,size_q40_plus,1776,1075,134.375,-0.09629897674418604,-0.3254720399429387,0.2291730631987527,0.20651162790697675,0.1797432239657632,4,7,0.5714285714285714,0.1741970019606202,0.6267446376811594
MES,US_POST_EQUITY,E1,5,2.0,size_q60_plus,1429,564,70.5,-0.09655159574468085,-0.07245156069364161,-0.024100035051039234,0.31560283687943264,0.3491329479768786,2,6,0.3333333333333333,-0.06387016231016096,0.133605329153605
MES,0900,E0,2,1.0,long_fast30,672,278,34.75,-0.09661115107913666,-0.10080989847715735,0.0041987473980206885,0.5827338129496403,0.5862944162436549,2,6,0.3333333333333333,,
M6E,LONDON_OPEN,E0,1,4.0,size_q60_plus,1222,546,91.0,-0.09661355311355312,-0.3123646449704142,0.2157510918568611,0.24358974358974358,0.23372781065088757,4,5,0.8,0.13919243452044466,0.45021273431994363
MES,US_POST_EQUITY,E1,4,2.0,fast30_and_q60,1476,557,69.625,-0.09662764811490127,-0.060876713819368884,-0.03575093429553238,0.31597845601436264,0.35364526659412404,3,6,0.5,-0.054936351808482976,0.04404185136897004
MES,CME_OPEN,E1,3,1.0,size_q40_plus,765,488,61.0,-0.09667131147540986,-0.1761884476534296,0.07951713617801973,0.5040983606557377,0.5306859205776173,3,5,0.6,,
MGC,US_POST_EQUITY,E1,4,1.0,fast30_and_q60,1234,500,71.42857142857143,-0.09670219999999999,-0.1829382833787466,0.08623608337874661,0.5,0.5040871934604905,4,6,0.6666666666666666,0.061536277387272895,0.11370875816993464
MES,1100,E0,1,1.5,short_fast30,1746,712,89.0,-0.09677724719101123,-0.12762417794970984,0.030846930758698612,0.4957865168539326,0.48452611218568664,3,6,0.5,0.08130509235678113,-0.2346266085538693
M2K,0030,E0,1,2.5,size_q40_plus,1154,698,116.33333333333333,-0.09678767908309456,0.00770570175438597,-0.10449338083748053,0.2836676217765043,0.3574561403508772,3,5,0.6,-0.1776667391304348,0.18674612311334712
MES,LONDON_OPEN,E1,1,4.0,size_q60_plus,1789,729,91.125,-0.09680809327846367,-0.27758216981132083,0.18077407653285715,0.20027434842249658,0.1811320754716981,4,6,0.6666666666666666,0.11201670196952809,0.6245880923076924
MES,1100,E1,5,2.5,fast30_and_q60,1757,648,81.0,-0.09681990740740741,-0.32593922452660057,0.22911931711919314,0.2916666666666667,0.25247971145175835,5,6,0.8333333333333334,0.20853376757134653,0.2200679960962915
MES,1000,E1,4,2.0,size_q40_plus,1778,1079,134.875,-0.0968637627432808,-0.28007010014306155,0.18320633739978076,0.34291010194624655,0.31187410586552217,6,7,0.8571428571428571,0.11580753815342498,0.7047232347749338
M6E,LONDON_OPEN,E0,1,3.0,fast30_and_q60,1235,541,90.16666666666667,-0.09688096118299445,-0.3092389048991354,0.21235794371614097,0.3031423290203327,0.29394812680115273,5,5,1.0,0.11677165611716364,0.5324229320229321
MGC,1100,E0,1,1.5,fast30_and_q40,2507,1104,100.36363636363636,-0.09699999999999999,-0.3062320028510335,0.20923200285103355,0.47101449275362317,0.4397719173200285,5,5,1.0,0.18135429076093965,
MGC,2300,E0,1,1.0,size_q40_plus,2548,1581,143.72727272727272,-0.09704769133459837,-0.3301800413650466,0.23313235003044822,0.5781151170145478,0.45398138572905894,9,9,1.0,0.21845878855939194,
M2K,0030,E1,4,1.0,size_q40_plus,1119,683,113.83333333333333,-0.09705344070278184,-0.13151903669724768,0.034465595994465845,0.4816983894582723,0.49770642201834864,2,5,0.4,-0.015362888878955858,0.20646844214393054
MES,US_POST_EQUITY,E1,3,2.0,long_fast30,1533,677,84.625,-0.09706484490398817,-0.09007815420560747,-0.006986690698380704,0.3293943870014771,0.3364485981308411,2,6,0.3333333333333333,-0.014354349269588312,-0.05791578219533277
MES,0030,E1,3,2.0,size_q60_plus,1573,639,79.875,-0.09706885758998435,-0.11397558886509634,0.016906731275111997,0.31768388106416273,0.3372591006423983,3,6,0.5,0.026800625036087516,-0.1059590879741727
MGC,US_POST_EQUITY,E1,1,1.0,size_q60_plus,1451,630,90.0,-0.09709111111111111,-0.24817088915956154,0.1510797780484504,0.5095238095238095,0.48599269183922045,5,6,0.8333333333333334,0.11531439073261565,0.19308668688911357
MGC,CME_OPEN,E1,2,2.5,long_q60,1052,247,22.454545454545453,-0.09709757085020246,-0.5636901863354038,0.46659261548520137,0.31983805668016196,0.20248447204968945,4,5,0.8,,
M2K,US_EQUITY_OPEN,E1,3,1.5,size_q40_plus,942,567,94.5,-0.09711075837742504,-0.05375573333333333,-0.04335502504409171,0.37918871252204583,0.4106666666666667,1,5,0.2,,-0.09909771836007131
MES,0900,E1,5,1.5,size_q60_plus,1674,689,86.125,-0.09711422351233671,-0.2960973604060914,0.1989831368937547,0.4034833091436865,0.37766497461928933,6,6,1.0,0.23036699889258028,0.0807378048780488
MES,US_POST_EQUITY,E1,1,2.5,fast30_and_q40,1663,953,119.125,-0.09715991605456452,-0.1697674647887324,0.07260754873416787,0.2770199370409234,0.2830985915492958,4,6,0.6666666666666666,0.1076490701960808,-0.31829324188691877
MES,CME_OPEN,E1,5,1.0,long_fast30,685,289,36.125,-0.09718892733564014,-0.14390151515151514,0.046712587815875006,0.5155709342560554,0.49747474747474746,4,6,0.6666666666666666,,
M2K,US_POST_EQUITY,E1,1,2.0,fast30_and_q40,1163,695,115.83333333333333,-0.0972410071942446,-0.041450854700854696,-0.0557901524933899,0.3251798561151079,0.3696581196581197,1,5,0.2,-0.030024554808072812,-0.24208645802650952
M2K,0030,E1,2,1.0,long_fast30,1195,581,96.83333333333333,-0.09728003442340791,-0.13692899022801303,0.03964895580460512,0.5008605851979346,0.4788273615635179,2,5,0.4,0.05726651749995351,-0.02441833333333332
M2K,US_DATA_OPEN,E1,1,1.5,size_q60_plus,1209,496,82.66666666666667,-0.09730866935483871,-0.23411598877980364,0.13680731942496493,0.39919354838709675,0.4011220196353436,5,5,1.0,0.10448971566111599,0.311840721415608
M2K,US_POST_EQUITY,E1,2,2.0,size_q40_plus,1060,634,105.66666666666667,-0.09732586750788644,-0.08361549295774647,-0.013710374550139973,0.32334384858044163,0.3474178403755869,1,5,0.2,-0.023271261261261292,-0.050907157784743966
M2K,LONDON_OPEN,E1,4,4.0,short_q60,1243,231,38.5,-0.09743203463203466,-0.23157796442687748,0.1341459297948428,0.20346320346320346,0.18675889328063242,3,5,0.6,0.04802025595584353,
M2K,US_POST_EQUITY,E0,1,3.0,fast30_and_q60,1104,430,71.66666666666667,-0.09759093023255813,0.0967793768545994,-0.19437030708715752,0.2441860465116279,0.3189910979228487,0,5,0.0,-0.13988704470882612,-0.4287279318734793
MES,1000,E1,5,1.5,size_q40_plus,1773,1076,134.5,-0.09763382899628253,-0.26393701578192247,0.16630318678563993,0.40892193308550184,0.3787661406025825,6,7,0.8571428571428571,0.12551792713882623,0.509853511060692
MES,1000,E1,5,1.5,fast30_and_q40,1773,925,115.625,-0.09765718918918918,-0.23429858490566038,0.13664139571647121,0.40864864864864864,0.38443396226415094,4,6,0.6666666666666666,0.09874599721059973,0.36175621621621623
M2K,0030,E0,1,3.0,fast30_and_q40,1119,657,109.5,-0.09766240487062404,-0.10029805194805194,0.0026356470774279023,0.2480974124809741,0.2792207792207792,2,5,0.4,-0.04573516483516482,0.21235926332288402
MES,CME_OPEN,E1,1,1.5,short_q60,807,175,21.875,-0.09769085714285712,-0.2739142405063292,0.17622338336347204,0.4,0.3528481012658228,5,5,1.0,,
MES,1100,E1,4,2.0,size_q60_plus,1773,737,92.125,-0.09773772048846674,-0.3252973938223938,0.22755967333392707,0.3419267299864315,0.30212355212355213,6,7,0.8571428571428571,0.19134186101417736,0.281607634032634
MGC,1100,E0,1,4.0,long_fast30,2465,740,67.27272727272727,-0.09784459459459457,-0.27046434782608697,0.1726197532314924,0.2554054054054054,0.2371014492753623,5,6,0.8333333333333334,0.1104649412733317,0.32327431076903657
MES,0030,E1,2,2.5,fast30_and_q60,1585,627,78.375,-0.09784880382775119,-0.1631819415448852,0.065333137717134,0.2727272727272727,0.27348643006263046,3,6,0.5,0.053348246597587426,0.007461759259259272
MES,LONDON_OPEN,E1,4,1.0,long_q60,1744,378,47.25,-0.09788783068783069,-0.1455953879941435,0.04770755730631282,0.49206349206349204,0.5007320644216691,4,6,0.6666666666666666,0.01880602055290198,0.19275974269005847
MGC,1100,E0,2,2.5,size_q40_plus,890,534,48.54545454545455,-0.09789887640449439,-0.44842977528089895,0.35053089887640454,0.3408239700374532,0.31741573033707865,3,5,0.6,,
MES,1100,E1,4,1.0,long_q60,1773,389,48.625,-0.0979323907455013,-0.22592499999999996,0.12799260925449868,0.5115681233933161,0.49421965317919075,4,6,0.6666666666666666,0.08893288788575643,0.21968470588235292
M6E,US_EQUITY_OPEN,E0,1,2.5,fast30_and_q60,1222,548,91.33333333333333,-0.09794908759124088,-0.3092314540059347,0.21128236641469383,0.34124087591240876,0.3323442136498516,4,5,0.8,0.20576517043952336,0.2342012889366273
MES,US_DATA_OPEN,E1,3,1.0,size_q60_plus,1691,703,87.875,-0.09796415362731153,-0.18310617408906882,0.08514202046175728,0.4822190611664296,0.5020242914979757,5,7,0.7142857142857143,0.02993879362757898,0.380678684727681
MES,0030,E1,3,2.5,short_fast30,1520,678,84.75,-0.09798687315634219,-0.18844097387173395,0.09045410071539176,0.28023598820059,0.26009501187648454,4,6,0.6666666666666666,0.061913179707567684,0.1684125589225589
M6E,US_EQUITY_OPEN,E0,1,3.0,long_q60,1202,265,44.166666666666664,-0.09802490566037736,-0.2581350053361793,0.16011009967580192,0.3018867924528302,0.288153681963714,4,5,0.8,0.12226680411537605,0.30942348898322214
MGC,2300,E0,2,2.5,fast30_and_q40,889,454,41.27272727272727,-0.09808017621145373,-0.3151687356321839,0.21708855942073016,0.3303964757709251,0.32873563218390806,2,2,1.0,,
MGC,2300,E0,1,3.0,fast30_and_q60,2448,882,80.18181818181819,-0.09810487528344672,-0.2932699872286079,0.1951651119451612,0.2766439909297052,0.28544061302681994,4,5,0.8,0.25898564892931963,
MES,LONDON_OPEN,E1,5,1.0,long_q60,1730,377,47.125,-0.09815915119363396,-0.14870879526977088,0.05054964407613692,0.4907161803713528,0.49667405764966743,3,6,0.5,0.023619783363989344,0.16987521428571428
MES,1000,E1,2,2.0,size_q40_plus,1796,1090,136.25,-0.09820990825688074,-0.2930305949008498,0.19482068664396907,0.344954128440367,0.31869688385269124,6,7,0.8571428571428571,0.1487825716711617,0.5555852096436058
MES,0030,E1,1,2.5,long_fast30,1686,709,88.625,-0.09827080394922427,-0.16336386898669394,0.06509306503746967,0.28772919605077574,0.2691914022517912,3,6,0.5,0.0860585788550825,-0.0029759452991452856
M6E,US_EQUITY_OPEN,E0,1,3.0,size_q60_plus,1202,538,89.66666666666667,-0.09841747211895911,-0.3236453313253012,0.22522785920634208,0.2992565055762082,0.28463855421686746,4,5,0.8,0.2148617871017871,0.25661528243847875
MES,CME_OPEN,E0,1,2.0,size_q60_plus,793,346,43.25,-0.09845895953757224,-0.20224138702460853,0.1037824274870363,0.3352601156069364,0.348993288590604,6,6,1.0,,
MES,US_POST_EQUITY,E1,1,2.0,size_q60_plus,1698,692,86.5,-0.09846748554913294,-0.14085735586481113,0.04238987031567819,0.3179190751445087,0.33300198807157055,2,6,0.3333333333333333,0.05579907442916224,-0.07133052517985611
MES,1100,E1,4,1.0,size_q60_plus,1773,737,92.125,-0.09850027137042061,-0.2685146718146718,0.1700144004442512,0.5115332428765265,0.48841698841698844,6,7,0.8571428571428571,0.17366050033207037,0.07775481740481742
MES,LONDON_OPEN,E1,5,3.0,short_fast30,1697,705,88.125,-0.09850468085106384,-0.1567272177419355,0.058222536890871646,0.2553191489361702,0.24495967741935484,3,6,0.5,0.040767555198456054,0.2166392347230154
M2K,LONDON_OPEN,E0,1,1.5,size_q40_plus,1197,760,126.66666666666667,-0.09857263157894737,-0.17427940503432493,0.07570677345537756,0.4355263157894737,0.482837528604119,4,5,0.8,0.06523594746263854,0.0562893617021277
M2K,0030,E1,3,1.0,long_q60,1156,237,39.5,-0.09858270042194094,-0.1399504896626768,0.04136778924073588,0.4767932489451477,0.47878128400435255,4,5,0.8,0.027526518466790814,0.07611909490886234
MGC,1000,E0,2,3.0,long_q60,825,179,16.272727272727273,-0.09860279329608936,-0.3529987616099071,0.2543959683138178,0.3128491620111732,0.3219814241486068,1,3,0.3333333333333333,,
M2K,US_DATA_OPEN,E1,5,1.5,size_q40_plus,1110,670,111.66666666666667,-0.09862537313432837,-0.19655113636363633,0.09792576322930796,0.4,0.4022727272727273,3,5,0.6,0.07457012538804393,0.16203282000331176
MES,US_DATA_OPEN,E1,2,1.0,size_q40_plus,1728,1083,135.375,-0.0986376731301939,-0.19221612403100774,0.09357845090081383,0.49584487534626037,0.5271317829457365,7,7,1.0,0.08646203039597337,0.09816351877066717
MES,1000,E1,4,1.5,fast30_and_q60,1780,656,82.0,-0.0986420731707317,-0.21446396797153022,0.11582189480079852,0.4024390243902439,0.3905693950177936,3,6,0.5,0.051820531830291505,0.32468391491549387
MGC,2300,E0,1,3.0,size_q60_plus,2448,997,90.63636363636364,-0.09865747241725176,-0.3083582356995176,0.20970076328226583,0.2778335005015045,0.28532046864231564,6,7,0.8571428571428571,0.2632481424294648,
MES,1100,E1,2,2.0,long_q60,1790,392,49.0,-0.09869336734693876,-0.30630536480686693,0.20761199745992817,0.34438775510204084,0.30472103004291845,5,6,0.8333333333333334,0.14933469434967783,0.37581974008207936
MGC,1100,E1,3,1.5,size_q60_plus,2531,1043,94.81818181818181,-0.09871716203259828,-0.3682042338709677,0.2694870718383694,0.4324065196548418,0.3951612903225806,8,8,1.0,0.2781572682252978,
MGC,2300,E0,2,2.5,short_fast30,889,272,24.727272727272727,-0.09871727941176471,-0.2508520259319287,0.15213474652016395,0.34191176470588236,0.3241491085899514,4,6,0.6666666666666666,,
MES,LONDON_OPEN,E1,2,2.0,fast30_and_q60,1784,705,88.125,-0.09878312056737588,-0.2137622798887859,0.11497915932141002,0.3304964539007092,0.3206672845227062,4,6,0.6666666666666666,0.07650566412888316,0.34035571653543306
M2K,US_DATA_OPEN,E0,1,2.0,long_fast30,1162,519,86.5,-0.09879845857418111,-0.026135458786936242,-0.07266299978724487,0.3815028901734104,0.40902021772939345,2,5,0.4,-0.0643889995022399,-0.11334080513784461
M6E,US_EQUITY_OPEN,E0,1,3.0,short_q60,1202,273,45.5,-0.0987985347985348,-0.2592864370290635,0.16048790223052872,0.2967032967032967,0.28955866523143164,3,5,0.6,0.17633183183183176,0.06768766666666667
MES,0030,E1,5,2.0,long_q60,1479,284,35.5,-0.09885352112676057,-0.09053690376569037,-0.0083166173610702,0.31690140845070425,0.33556485355648535,3,6,0.5,-0.012140863592190118,0.058255176311030735
MES,1000,E1,5,2.5,size_q60_plus,1770,751,93.875,-0.0989699067909454,-0.2169367026496565,0.1179667958587111,0.2862849533954727,0.27968596663395484,3,7,0.42857142857142855,0.032252637762585384,0.5113685784014643
MES,LONDON_OPEN,E1,5,2.5,size_q40_plus,1708,1108,138.5,-0.09912861010830323,-0.24499266666666672,0.1458640565583635,0.2842960288808664,0.2683333333333333,5,6,0.8333333333333334,0.14977703551842553,0.09976492374727661
MES,1100,E1,4,1.0,short_q60,1773,348,43.5,-0.09913505747126437,-0.22194870175438597,0.1228136442831216,0.5114942528735632,0.49473684210526314,4,6,0.6666666666666666,0.18128252450394453,-0.15107154011022653
MES,0030,E1,1,1.5,long_q60,1761,350,43.75,-0.09919085714285716,-0.12190545712260809,0.02271459997975092,0.38285714285714284,0.39759036144578314,3,6,0.5,0.012728776426670571,-0.012996692975532763
M2K,US_DATA_OPEN,E1,4,2.0,short_q60,1117,227,37.833333333333336,-0.09919383259911894,-0.1703649438202247,0.07117111122110577,0.3303964757709251,0.3303370786516854,3,5,0.6,0.03239205830903788,0.26512214443625653
M2K,0030,E1,1,1.5,long_fast30,1231,590,98.33333333333333,-0.09920915254237288,-0.158014976599064,0.05880582405669112,0.40508474576271186,0.37753510140405616,4,5,0.8,0.06434778407079647,0.03258629032258065
MES,CME_OPEN,E1,1,1.0,size_q60_plus,909,389,48.625,-0.09927660668380464,-0.22902211538461534,0.1297455087008107,0.4961439588688946,0.49038461538461536,5,6,0.8333333333333334,,
