hypothesis,n_total,n_on,on_rate,avg_on,avg_off,uplift,wr_on,wr_off,perm_p,sym_pos_ratio,session_pos_ratio,model_pos_ratio
U1_fast30_and_continuation,2140709,2017812,0.9425905155721772,-0.21815173866544546,-0.30653031807123043,0.08837857940578497,0.3301026061892783,0.3059065721701913,0.000999000999000999,1.0,0.8333333333333334,1.0
