label,n,avg_r,wr,total_r,sharpe,median_mfe,mfe_gte_0.5R,mfe_gte_1.0R,mfe_gte_1.5R,mfe_gte_2.0R,mfe_gte_2.5R,mfe_gte_3.0R,instrument,session,lookback,test,threshold
CONTRACT<2.0x (N=895),895,-0.295455530726257,0.19329608938547485,-264.4327,-0.22446483651175037,0.5645,0.529608938547486,0.3452513966480447,0.2670391061452514,0.2111731843575419,0.1430167597765363,0.08156424581005586,MGC,1000,10,expansion_ratio,<2.0
EXPAND>=3.0x (N=26),26,0.4182961538461539,0.3076923076923077,10.8757,0.22933374704158613,0.937,0.6538461538461539,0.46153846153846156,0.46153846153846156,0.4230769230769231,0.34615384615384615,0.3076923076923077,MGC,1000,10,expansion_ratio,>=3.0
CONTRACT<3.0x (N=977),977,-0.28617686796315245,0.19140225179119755,-279.59479999999996,-0.21447403288926462,0.5645,0.5301944728761515,0.3490276356192426,0.2712384851586489,0.21596724667349027,0.14841351074718526,0.08802456499488229,MGC,1000,10,expansion_ratio,<3.0
"r(expansion,pnl)=0.071 p=0.0240 | r(expansion,mfe)=0.082 p=0.0092",1003,0.07124523834344254,0.02404538083004363,,,0.08224040248964923,,,,,,,MGC,1000,10,expansion_ratio_correlation,continuous
POST-NR10 (N=121),121,-0.04878429752066115,0.2644628099173554,-5.902899999999999,-0.03177690048882302,0.5607,0.5454545454545454,0.39669421487603307,0.33884297520661155,0.2892561983471074,0.2231404958677686,0.1322314049586777,MGC,1000,10,post_nr,post_nr=True
NOT-NR10 (N=892),892,-0.30253228699551565,0.18385650224215247,-269.8588,-0.2292372175966617,0.56855,0.5280269058295964,0.34417040358744394,0.265695067264574,0.21076233183856502,0.14237668161434977,0.08744394618834081,MGC,1000,10,post_nr,post_nr=False
pnl t=1.73 p=0.0863 | mfe t=1.47 p=0.1441,121,0.2537479894748545,,,,,,,,,,,MGC,1000,10,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.590 p=0.0000",1003,0.5897750094095238,,,,,,,,,,,MGC,1000,10,confound_check,ratio_vs_abs_size
SIZE=small (0.0-1.0pt): expanding=-0.591R(N=160) contracting=-0.429R(N=160) diff=-0.163R p=0.1297,320,-0.16254374999999988,0.12970054915294563,,,-0.06461562499999995,,,,,,,MGC,1000,10,expansion_within_size_band,small
SIZE=medium (1.0-2.1pt): expanding=-0.382R(N=177) contracting=-0.264R(N=174) diff=-0.118R p=0.3716,351,-0.1181737190726671,0.3715781810036608,,,-0.1256391583869083,,,,,,,MGC,1000,10,expansion_within_size_band,medium
SIZE=large (2.1-60.3pt): expanding=0.077R(N=166) contracting=-0.028R(N=166) diff=+0.105R p=0.5760,332,0.10487289156626504,0.576045292031083,,,0.039622891566265084,,,,,,,MGC,1000,10,expansion_within_size_band,large
ALL (N=995),995,-0.3220646231155779,0.19195979899497487,-320.4543,-0.22715479912016692,0.7143,0.5678391959798995,0.4130653266331658,0.31959798994974875,0.2613065326633166,0.19497487437185929,0.11155778894472362,MGC,1800,5,expansion_ratio,ALL
EXPAND>=1.0x (N=524),524,-0.23437003816793892,0.20610687022900764,-122.8099,-0.15342660722911589,0.843,0.6145038167938931,0.45038167938931295,0.3606870229007634,0.2919847328244275,0.21946564885496184,0.14122137404580154,MGC,1800,5,expansion_ratio,>=1.0
CONTRACT<1.0x (N=471),471,-0.4196271762208068,0.1762208067940552,-197.64440000000002,-0.3284251442942869,0.5488,0.5159235668789809,0.37154989384288745,0.27388535031847133,0.22717622080679406,0.16772823779193205,0.07855626326963906,MGC,1800,5,expansion_ratio,<1.0
EXPAND>=1.25x (N=321),321,-0.14452056074766353,0.22118380062305296,-46.391099999999994,-0.08894857104330117,0.9155,0.6199376947040498,0.4797507788161994,0.38317757009345793,0.3146417445482866,0.24299065420560748,0.16822429906542055,MGC,1800,5,expansion_ratio,>=1.25
CONTRACT<1.25x (N=674),674,-0.4066219584569732,0.17804154302670624,-274.06319999999994,-0.31295526586395817,0.6338,0.543026706231454,0.38130563798219586,0.2893175074183976,0.23590504451038577,0.17210682492581603,0.08456973293768547,MGC,1800,5,expansion_ratio,<1.25
EXPAND>=1.5x (N=197),197,-0.08625685279187817,0.22842639593908629,-16.9926,-0.050782459798990286,0.9052,0.6091370558375635,0.4720812182741117,0.3756345177664975,0.30456852791878175,0.25888324873096447,0.19289340101522842,MGC,1800,5,expansion_ratio,>=1.5
CONTRACT<1.5x (N=798),798,-0.38027781954887213,0.18295739348370926,-303.46169999999995,-0.2852612358118895,0.6651499999999999,0.5576441102756893,0.39849624060150374,0.3057644110275689,0.2506265664160401,0.17919799498746866,0.09147869674185463,MGC,1800,5,expansion_ratio,<1.5
EXPAND>=2.0x (N=81),81,0.03549506172839506,0.24691358024691357,2.8750999999999998,0.01940690862844415,0.9278,0.6666666666666666,0.4691358024691358,0.38271604938271603,0.30864197530864196,0.2839506172839506,0.20987654320987653,MGC,1800,5,expansion_ratio,>=2.0
CONTRACT<2.0x (N=914),914,-0.353752078774617,0.18708971553610504,-323.32939999999996,-0.25802971452197954,0.6814,0.5590809628008753,0.40809628008752735,0.31400437636761486,0.25711159737417943,0.18708971553610504,0.10284463894967177,MGC,1800,5,expansion_ratio,<2.0
EXPAND>=3.0x (N=20),20,0.35133000000000003,0.3,7.0266,0.16826344013473396,0.95875,0.6,0.45,0.45,0.35,0.3,0.25,MGC,1800,5,expansion_ratio,>=3.0
CONTRACT<3.0x (N=975),975,-0.3358778461538462,0.18974358974358974,-327.4809,-0.24037138395445184,0.7143,0.5671794871794872,0.4123076923076923,0.3169230769230769,0.2594871794871795,0.19282051282051282,0.10871794871794872,MGC,1800,5,expansion_ratio,<3.0
"r(expansion,pnl)=0.107 p=0.0007 | r(expansion,mfe)=0.125 p=0.0001",995,0.10727374213487484,0.0007006278707828886,,,0.1250759858481998,,,,,,,MGC,1800,5,expansion_ratio_correlation,continuous
POST-NR5 (N=229),229,-0.3526144104803493,0.18777292576419213,-80.74869999999999,-0.25550154932792746,0.7197,0.5502183406113537,0.4279475982532751,0.3231441048034934,0.2445414847161572,0.17903930131004367,0.10043668122270742,MGC,1800,5,post_nr,post_nr=True
NOT-NR5 (N=771),771,-0.31738728923476006,0.191958495460441,-244.7056,-0.22269553789130447,0.7143,0.5706874189364461,0.4072632944228275,0.3164721141374838,0.26459143968871596,0.19844357976653695,0.11413748378728923,MGC,1800,5,post_nr,post_nr=False
pnl t=-0.34 p=0.7371 | mfe t=-0.28 p=0.7775,229,-0.035227121245589244,,,,,,,,,,,MGC,1800,5,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.500 p=0.0000",995,0.5003838143072042,,,,,,,,,,,MGC,1800,5,confound_check,ratio_vs_abs_size
SIZE=small (0.0-1.3pt): expanding=-0.431R(N=159) contracting=-0.517R(N=159) diff=+0.086R p=0.4932,318,0.08602704402515726,0.4931741252159523,,,0.058419496855345976,,,,,,,MGC,1800,5,expansion_within_size_band,small
SIZE=medium (1.3-2.5pt): expanding=-0.242R(N=176) contracting=-0.245R(N=165) diff=+0.003R p=0.9862,341,0.0027362499999999124,0.9861956191033168,,,0.010310151515151356,,,,,,,MGC,1800,5,expansion_within_size_band,medium
SIZE=large (2.5-40.5pt): expanding=-0.104R(N=168) contracting=-0.413R(N=168) diff=+0.308R p=0.0800,336,0.3083648809523809,0.08004271116088006,,,0.27444226190476173,,,,,,,MGC,1800,5,expansion_within_size_band,large
ALL (N=993),993,-0.3206991943605237,0.19234642497482377,-318.45430000000005,-0.2260163528855145,0.7197,0.5689828801611279,0.41389728096676737,0.3202416918429003,0.2618328298086606,0.19536757301107754,0.11178247734138973,MGC,1800,7,expansion_ratio,ALL
EXPAND>=1.0x (N=513),513,-0.2432664717348928,0.20272904483430798,-124.79570000000001,-0.1593967367410945,0.8451,0.6140350877192983,0.45419103313840153,0.36062378167641324,0.290448343079922,0.2202729044834308,0.14035087719298245,MGC,1800,7,expansion_ratio,>=1.0
CONTRACT<1.0x (N=480),480,-0.4034554166666666,0.18125,-193.65859999999998,-0.312906244402206,0.5612999999999999,0.5208333333333334,0.37083333333333335,0.27708333333333335,0.23125,0.16875,0.08125,MGC,1800,7,expansion_ratio,<1.0
EXPAND>=1.25x (N=319),319,-0.2009489028213166,0.20376175548589343,-64.1027,-0.1257408798833158,0.9155,0.6394984326018809,0.47962382445141066,0.3824451410658307,0.30407523510971785,0.23197492163009403,0.16300940438871472,MGC,1800,7,expansion_ratio,>=1.25
CONTRACT<1.25x (N=674),674,-0.3773762611275964,0.18694362017804153,-254.3516,-0.2854777650540799,0.6187499999999999,0.5356083086053413,0.3827893175074184,0.29080118694362017,0.24183976261127596,0.17804154302670624,0.08753709198813056,MGC,1800,7,expansion_ratio,<1.25
EXPAND>=1.5x (N=191),191,-0.09631256544502617,0.225130890052356,-18.395699999999998,-0.05680195806305961,0.8978,0.6282722513089005,0.4607329842931937,0.36649214659685864,0.2931937172774869,0.24607329842931938,0.18324607329842932,MGC,1800,7,expansion_ratio,>=1.5
CONTRACT<1.5x (N=802),802,-0.37413790523690765,0.18453865336658354,-300.05859999999996,-0.2793882195958787,0.6651499999999999,0.5548628428927681,0.4027431421446384,0.3092269326683292,0.2543640897755611,0.18329177057356608,0.09476309226932668,MGC,1800,7,expansion_ratio,<1.5
EXPAND>=2.0x (N=81),81,-0.0028123456790123263,0.2345679012345679,-0.22779999999999845,-0.001548518290431899,0.9298,0.654320987654321,0.49382716049382713,0.37037037037037035,0.2839506172839506,0.2716049382716049,0.20987654320987653,MGC,1800,7,expansion_ratio,>=2.0
CONTRACT<2.0x (N=912),912,-0.3489325657894737,0.18859649122807018,-318.2265,-0.2538495310135384,0.68455,0.5614035087719298,0.4067982456140351,0.3157894736842105,0.2598684210526316,0.18859649122807018,0.10307017543859649,MGC,1800,7,expansion_ratio,<2.0
EXPAND>=3.0x (N=18),18,0.7713833333333333,0.3888888888888889,13.8849,0.34337930342412665,1.5484,0.6111111111111112,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.3888888888888889,0.3333333333333333,MGC,1800,7,expansion_ratio,>=3.0
CONTRACT<3.0x (N=975),975,-0.340860717948718,0.18871794871794872,-332.3392,-0.2450452188126903,0.7143,0.5682051282051283,0.4112820512820513,0.3158974358974359,0.25846153846153846,0.19179487179487179,0.1076923076923077,MGC,1800,7,expansion_ratio,<3.0
"r(expansion,pnl)=0.108 p=0.0007 | r(expansion,mfe)=0.130 p=0.0000",993,0.10771117102613947,0.0006743415049227232,,,0.12958026838626718,,,,,,,MGC,1800,7,expansion_ratio_correlation,continuous
POST-NR7 (N=169),169,-0.3051544378698225,0.1952662721893491,-51.5711,-0.21162367207365868,0.679,0.5502958579881657,0.42011834319526625,0.30177514792899407,0.23076923076923078,0.1834319526627219,0.11242603550295859,MGC,1800,7,post_nr,post_nr=True
NOT-NR7 (N=831),831,-0.32958267148014436,0.1901323706377858,-273.8832,-0.23382743905131598,0.7143,0.5691937424789411,0.41034897713598073,0.3212996389891697,0.26594464500601683,0.19614921780986763,0.11070998796630566,MGC,1800,7,post_nr,post_nr=False
pnl t=0.20 p=0.8409 | mfe t=-0.38 p=0.7017,169,0.02442823361032187,,,,,,,,,,,MGC,1800,7,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.560 p=0.0000",993,0.5602363172616098,,,,,,,,,,,MGC,1800,7,confound_check,ratio_vs_abs_size
SIZE=small (0.0-1.3pt): expanding=-0.423R(N=164) contracting=-0.499R(N=164) diff=+0.076R p=0.5444,328,0.07592804878048776,0.5443607385998221,,,0.02065060975609767,,,,,,,MGC,1800,7,expansion_within_size_band,small
SIZE=medium (1.3-2.5pt): expanding=-0.270R(N=165) contracting=-0.220R(N=164) diff=-0.050R p=0.7554,329,-0.05019709534368072,0.7554469937502961,,,0.002950620842572027,,,,,,,MGC,1800,7,expansion_within_size_band,medium
SIZE=large (2.5-40.5pt): expanding=-0.132R(N=168) contracting=-0.385R(N=168) diff=+0.253R p=0.1512,336,0.25303273809523813,0.15118927362772508,,,0.24489464285714257,,,,,,,MGC,1800,7,expansion_within_size_band,large
ALL (N=990),990,-0.3186407070707071,0.19292929292929292,-315.4543,-0.2243040383756512,0.72175,0.5686868686868687,0.41515151515151516,0.3212121212121212,0.26262626262626265,0.19595959595959597,0.11212121212121212,MGC,1800,10,expansion_ratio,ALL
EXPAND>=1.0x (N=501),501,-0.2174233532934132,0.20758483033932135,-108.9291,-0.14009609993004038,0.8333,0.6107784431137725,0.4471057884231537,0.36127744510978044,0.2934131736526946,0.2275449101796407,0.15169660678642716,MGC,1800,10,expansion_ratio,>=1.0
CONTRACT<1.0x (N=489),489,-0.4223419222903885,0.17791411042944785,-206.52519999999998,-0.33423998567109925,0.5983,0.5255623721881391,0.3824130879345603,0.28016359918200406,0.2310838445807771,0.16359918200409,0.07157464212678936,MGC,1800,10,expansion_ratio,<1.0
EXPAND>=1.25x (N=314),314,-0.21898885350318473,0.19745222929936307,-68.7625,-0.13747013100276145,0.86965,0.6337579617834395,0.4554140127388535,0.3630573248407643,0.29936305732484075,0.22929936305732485,0.16560509554140126,MGC,1800,10,expansion_ratio,>=1.25
CONTRACT<1.25x (N=676),676,-0.36492869822485213,0.1908284023668639,-246.69180000000003,-0.2743026653193128,0.64255,0.5384615384615384,0.39644970414201186,0.30177514792899407,0.2455621301775148,0.1804733727810651,0.08727810650887574,MGC,1800,10,expansion_ratio,<1.25
EXPAND>=1.5x (N=195),195,-0.08320512820512821,0.22564102564102564,-16.225,-0.0484477306523409,0.9155,0.6153846153846154,0.4666666666666667,0.37948717948717947,0.3128205128205128,0.26666666666666666,0.2,MGC,1800,10,expansion_ratio,>=1.5
CONTRACT<1.5x (N=795),795,-0.37638905660377364,0.18490566037735848,-299.2293,-0.28270208377305084,0.6716,0.5572327044025157,0.4025157232704403,0.3069182389937107,0.25031446540880503,0.17861635220125785,0.09056603773584905,MGC,1800,10,expansion_ratio,<1.5
EXPAND>=2.0x (N=79),79,0.13082151898734176,0.26582278481012656,10.3349,0.06904109706415598,1.0074,0.6582278481012658,0.5189873417721519,0.43037974683544306,0.34177215189873417,0.3291139240506329,0.25316455696202533,MGC,1800,10,expansion_ratio,>=2.0
CONTRACT<2.0x (N=911),911,-0.357617124039517,0.18660812294182216,-325.7892,-0.2620314759605682,0.6868,0.5609220636663008,0.4061470911086718,0.31174533479692645,0.2557628979143798,0.18441273326015367,0.09989023051591657,MGC,1800,10,expansion_ratio,<2.0
EXPAND>=3.0x (N=19),19,0.6781526315789473,0.3684210526315789,12.8849,0.3051964831477852,0.9298,0.5263157894736842,0.47368421052631576,0.47368421052631576,0.3684210526315789,0.3684210526315789,0.3157894736842105,MGC,1800,10,expansion_ratio,>=3.0
CONTRACT<3.0x (N=971),971,-0.33814541709577756,0.18949536560247168,-328.3392,-0.24270629583377043,0.7216,0.5695159629248198,0.4140061791967044,0.31822863027806386,0.26055612770339853,0.19258496395468588,0.10813594232749743,MGC,1800,10,expansion_ratio,<3.0
"r(expansion,pnl)=0.128 p=0.0001 | r(expansion,mfe)=0.144 p=0.0000",990,0.12755043259976134,5.7057785875078296e-05,,,0.14362361500348078,,,,,,,MGC,1800,10,expansion_ratio_correlation,continuous
POST-NR10 (N=106),106,-0.4202622641509434,0.16981132075471697,-44.5478,-0.31988931869203185,0.5237499999999999,0.5094339622641509,0.3867924528301887,0.2830188679245283,0.19811320754716982,0.1320754716981132,0.08490566037735849,MGC,1800,10,post_nr,post_nr=True
NOT-NR10 (N=894),894,-0.31421308724832214,0.1935123042505593,-280.9065,-0.22031551652300777,0.7269,0.5727069351230425,0.41498881431767337,0.3221476510067114,0.26733780760626397,0.20134228187919462,0.11409395973154363,MGC,1800,10,post_nr,post_nr=False
pnl t=-0.78 p=0.4396 | mfe t=-1.51 p=0.1335,106,-0.10604917690262128,,,,,,,,,,,MGC,1800,10,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.647 p=0.0000",990,0.6473333008736272,,,,,,,,,,,MGC,1800,10,confound_check,ratio_vs_abs_size
SIZE=small (0.0-1.3pt): expanding=-0.423R(N=164) contracting=-0.489R(N=161) diff=+0.066R p=0.5988,325,0.06641615285562791,0.5987738055198265,,,0.0313832979851536,,,,,,,MGC,1800,10,expansion_within_size_band,small
SIZE=medium (1.3-2.5pt): expanding=-0.199R(N=165) contracting=-0.290R(N=164) diff=+0.091R p=0.5722,329,0.09099691426459722,0.5721762379257858,,,0.01509176644493726,,,,,,,MGC,1800,10,expansion_within_size_band,medium
SIZE=large (2.5-40.5pt): expanding=-0.076R(N=168) contracting=-0.440R(N=168) diff=+0.364R p=0.0386,336,0.3641101190476191,0.03858687342776887,,,0.34293154761904754,,,,,,,MGC,1800,10,expansion_within_size_band,large
ALL (N=481),481,-0.02142307692307693,0.16632016632016633,-10.304500000000003,-0.013427619183101643,0.5111,0.5031185031185031,0.3305613305613306,0.28274428274428276,0.23492723492723494,0.2079002079002079,0.1891891891891892,MNQ,0900,5,expansion_ratio,ALL
EXPAND>=1.0x (N=246),246,-0.15888780487804877,0.11788617886178862,-39.0864,-0.11273390972443385,0.34555,0.4105691056910569,0.2682926829268293,0.23577235772357724,0.17479674796747968,0.15040650406504066,0.13414634146341464,MNQ,0900,5,expansion_ratio,>=1.0
CONTRACT<1.0x (N=235),235,0.12247617021276595,0.2170212765957447,28.7819,0.06967236460482279,0.7342,0.6,0.39574468085106385,0.33191489361702126,0.2978723404255319,0.2680851063829787,0.24680851063829787,MNQ,0900,5,expansion_ratio,<1.0
EXPAND>=1.25x (N=163),163,-0.2051969325153374,0.09815950920245399,-33.4471,-0.15408170104975277,0.3351,0.37423312883435583,0.2392638036809816,0.20245398773006135,0.15337423312883436,0.12269938650306748,0.1165644171779141,MNQ,0900,5,expansion_ratio,>=1.25
CONTRACT<1.25x (N=318),318,0.07277547169811323,0.20125786163522014,23.14260000000001,0.04262555327592489,0.6454,0.5691823899371069,0.37735849056603776,0.3238993710691824,0.27672955974842767,0.25157232704402516,0.22641509433962265,MNQ,0900,5,expansion_ratio,<1.25
EXPAND>=1.5x (N=112),112,-0.19170625,0.09821428571428571,-21.4711,-0.14350823758718986,0.34555,0.39285714285714285,0.25892857142857145,0.20535714285714285,0.14285714285714285,0.11607142857142858,0.11607142857142858,MNQ,0900,5,expansion_ratio,>=1.5
CONTRACT<1.5x (N=369),369,0.030261788617886178,0.18699186991869918,11.166599999999999,0.018199147229412963,0.5947,0.5365853658536586,0.3523035230352303,0.3062330623306233,0.26287262872628725,0.23577235772357724,0.21138211382113822,MNQ,0900,5,expansion_ratio,<1.5
EXPAND>=2.0x (N=56),56,-0.11842857142857145,0.10714285714285714,-6.6320000000000014,-0.0855062361238849,0.34455,0.4107142857142857,0.32142857142857145,0.21428571428571427,0.16071428571428573,0.125,0.125,MNQ,0900,5,expansion_ratio,>=2.0
CONTRACT<2.0x (N=425),425,-0.00864117647058823,0.17411764705882352,-3.6724999999999977,-0.0053317341998690895,0.5342,0.5152941176470588,0.33176470588235296,0.2917647058823529,0.2447058823529412,0.2188235294117647,0.1976470588235294,MNQ,0900,5,expansion_ratio,<2.0
EXPAND>=3.0x (N=17),17,0.06801764705882353,0.11764705882352941,1.1563,0.04754008456337804,0.2164,0.35294117647058826,0.29411764705882354,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.17647058823529413,MNQ,0900,5,expansion_ratio,>=3.0
CONTRACT<3.0x (N=464),464,-0.02469999999999999,0.16810344827586207,-11.460799999999995,-0.015427216489081807,0.5216000000000001,0.5086206896551724,0.33189655172413796,0.28448275862068967,0.23706896551724138,0.20905172413793102,0.1896551724137931,MNQ,0900,5,expansion_ratio,<3.0
"r(expansion,pnl)=-0.042 p=0.3613 | r(expansion,mfe)=-0.115 p=0.0119",481,-0.04171449459362559,0.36130180721486765,,,-0.11453912078457407,,,,,,,MNQ,0900,5,expansion_ratio_correlation,continuous
POST-NR5 (N=97),97,-0.07910309278350512,0.15463917525773196,-7.672999999999997,-0.052234748471277986,0.4948,0.4948453608247423,0.3402061855670103,0.29896907216494845,0.24742268041237114,0.20618556701030927,0.1958762886597938,MNQ,0900,5,post_nr,post_nr=True
NOT-NR5 (N=389),389,-0.0020796915167095096,0.16966580976863754,-0.8089999999999993,-0.001288069906983996,0.5111,0.5012853470437018,0.3264781491002571,0.2776349614395887,0.23136246786632392,0.20822622107969152,0.18766066838046272,MNQ,0900,5,post_nr,post_nr=False
pnl t=-0.44 p=0.6604 | mfe t=-0.36 p=0.7199,97,-0.07702340126679562,,,,,,,,,,,MNQ,0900,5,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.642 p=0.0000",481,0.6424111627866566,,,,,,,,,,,MNQ,0900,5,confound_check,ratio_vs_abs_size
SIZE=small (0.0-10.0pt): expanding=0.017R(N=78) contracting=0.038R(N=78) diff=-0.021R p=0.9368,156,-0.021269230769230766,0.936755089297282,,,-0.002410256410256162,,,,,,,MNQ,0900,5,expansion_within_size_band,small
SIZE=medium (10.0-19.7pt): expanding=-0.000R(N=83) contracting=0.076R(N=83) diff=-0.076R p=0.7746,166,-0.07597108433734938,0.7745516234293348,,,-0.2164927710843374,,,,,,,MNQ,0900,5,expansion_within_size_band,medium
SIZE=large (19.7-130.5pt): expanding=-0.222R(N=80) contracting=-0.040R(N=79) diff=-0.182R p=0.4188,159,-0.18175647151898736,0.41882107764755483,,,-0.3976740822784809,,,,,,,MNQ,0900,5,expansion_within_size_band,large
ALL (N=479),479,-0.020375156576200416,0.16701461377870563,-9.759699999999999,-0.01274491302554136,0.5174,0.5052192066805845,0.33194154488517746,0.2839248434237996,0.2359081419624217,0.20876826722338204,0.18997912317327767,MNQ,0900,7,expansion_ratio,ALL
EXPAND>=1.0x (N=249),249,-0.1493991967871486,0.12449799196787148,-37.2004,-0.10341982362301673,0.3909,0.42570281124497994,0.285140562248996,0.24096385542168675,0.18072289156626506,0.1566265060240964,0.14056224899598393,MNQ,0900,7,expansion_ratio,>=1.0
CONTRACT<1.0x (N=230),230,0.11930739130434782,0.21304347826086956,27.4407,0.06858577850680157,0.70505,0.591304347826087,0.3826086956521739,0.33043478260869563,0.2956521739130435,0.26521739130434785,0.24347826086956523,MNQ,0900,7,expansion_ratio,<1.0
EXPAND>=1.25x (N=164),164,-0.18776219512195125,0.10365853658536585,-30.793000000000006,-0.1383936911707163,0.34455,0.39634146341463417,0.2621951219512195,0.21951219512195122,0.17073170731707318,0.1402439024390244,0.12195121951219512,MNQ,0900,7,expansion_ratio,>=1.25
CONTRACT<1.25x (N=315),315,0.06677238095238099,0.2,21.03330000000001,0.0391700379306525,0.6221,0.5619047619047619,0.3682539682539683,0.31746031746031744,0.2698412698412698,0.24444444444444444,0.2253968253968254,MNQ,0900,7,expansion_ratio,<1.25
EXPAND>=1.5x (N=113),113,-0.2657274336283186,0.07964601769911504,-30.0272,-0.21545565519493223,0.3455,0.3805309734513274,0.24778761061946902,0.18584070796460178,0.12389380530973451,0.09734513274336283,0.08849557522123894,MNQ,0900,7,expansion_ratio,>=1.5
CONTRACT<1.5x (N=366),366,0.0553756830601093,0.19398907103825136,20.267500000000005,0.03279629543562968,0.60605,0.5437158469945356,0.35792349726775957,0.31420765027322406,0.27049180327868855,0.24316939890710382,0.22131147540983606,MNQ,0900,7,expansion_ratio,<1.5
EXPAND>=2.0x (N=59),59,-0.18735762711864407,0.1016949152542373,-11.0541,-0.13685972665420676,0.3479,0.4406779661016949,0.3559322033898305,0.2711864406779661,0.1694915254237288,0.13559322033898305,0.11864406779661017,MNQ,0900,7,expansion_ratio,>=2.0
CONTRACT<2.0x (N=420),420,0.003081904761904765,0.1761904761904762,1.2944000000000013,0.0018942340269282574,0.53305,0.5142857142857142,0.32857142857142857,0.2857142857142857,0.24523809523809523,0.21904761904761905,0.2,MNQ,0900,7,expansion_ratio,<2.0
EXPAND>=3.0x (N=19),19,-0.08255263157894738,0.10526315789473684,-1.5685000000000002,-0.05903077858658896,0.2164,0.42105263157894735,0.3684210526315789,0.2631578947368421,0.15789473684210525,0.15789473684210525,0.15789473684210525,MNQ,0900,7,expansion_ratio,>=3.0
CONTRACT<3.0x (N=460),460,-0.017806956521739144,0.16956521739130434,-8.191200000000006,-0.011085207689865576,0.5216000000000001,0.508695652173913,0.33043478260869563,0.2847826086956522,0.2391304347826087,0.2108695652173913,0.19130434782608696,MNQ,0900,7,expansion_ratio,<3.0
"r(expansion,pnl)=-0.050 p=0.2770 | r(expansion,mfe)=-0.106 p=0.0205",479,-0.0497679239759125,0.27701380418331856,,,-0.10588285469156439,,,,,,,MNQ,0900,7,expansion_ratio_correlation,continuous
POST-NR7 (N=72),72,0.01330833333333333,0.18055555555555555,0.9581999999999997,0.008246481528777728,0.5239,0.5277777777777778,0.3472222222222222,0.3055555555555556,0.2638888888888889,0.20833333333333334,0.19444444444444445,MNQ,0900,7,post_nr,post_nr=True
NOT-NR7 (N=414),414,-0.022802415458937204,0.1642512077294686,-9.440200000000003,-0.01432230665880095,0.4898,0.49516908212560384,0.32608695652173914,0.2777777777777778,0.22946859903381642,0.20772946859903382,0.18840579710144928,MNQ,0900,7,post_nr,post_nr=False
pnl t=0.17 p=0.8618 | mfe t=0.04 p=0.9705,72,0.03611074879227053,,,,,,,,,,,MNQ,0900,7,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.665 p=0.0000",479,0.665110499931443,,,,,,,,,,,MNQ,0900,7,confound_check,ratio_vs_abs_size
SIZE=small (0.0-10.0pt): expanding=0.120R(N=78) contracting=-0.065R(N=78) diff=+0.185R p=0.4902,156,0.18480000000000002,0.49022769531346433,,,0.08038717948717933,,,,,,,MNQ,0900,7,expansion_within_size_band,small
SIZE=medium (10.0-19.6pt): expanding=-0.074R(N=83) contracting=0.155R(N=82) diff=-0.229R p=0.3900,165,-0.2292898031148986,0.38999741662343324,,,-0.20060213047311182,,,,,,,MNQ,0900,7,expansion_within_size_band,medium
SIZE=large (19.6-130.5pt): expanding=-0.290R(N=79) contracting=0.028R(N=79) diff=-0.318R p=0.1589,158,-0.3176594936708861,0.15886461814268127,,,-0.381974683544304,,,,,,,MNQ,0900,7,expansion_within_size_band,large
ALL (N=476),476,-0.017930672268907554,0.16806722689075632,-8.534999999999997,-0.011185159652493424,0.51895,0.5063025210084033,0.33403361344537813,0.2857142857142857,0.23739495798319327,0.21008403361344538,0.19117647058823528,MNQ,0900,10,expansion_ratio,ALL
EXPAND>=1.0x (N=244),244,-0.16465,0.11885245901639344,-40.1746,-0.11438298255557597,0.4036,0.430327868852459,0.2786885245901639,0.24180327868852458,0.18442622950819673,0.1598360655737705,0.14344262295081966,MNQ,0900,10,expansion_ratio,>=1.0
CONTRACT<1.0x (N=232),232,0.13637758620689655,0.21982758620689655,31.6396,0.078128559349024,0.70505,0.5862068965517241,0.3922413793103448,0.33189655172413796,0.29310344827586204,0.2629310344827586,0.2413793103448276,MNQ,0900,10,expansion_ratio,<1.0
EXPAND>=1.25x (N=164),164,-0.18646707317073175,0.10365853658536585,-30.580600000000004,-0.13649912686438012,0.34095,0.39634146341463417,0.25609756097560976,0.21951219512195122,0.17073170731707318,0.14634146341463414,0.12804878048780488,MNQ,0900,10,expansion_ratio,>=1.25
CONTRACT<1.25x (N=312),312,0.07065897435897438,0.20192307692307693,22.045600000000007,0.041371448358311566,0.6274,0.5641025641025641,0.375,0.32051282051282054,0.2724358974358974,0.24358974358974358,0.22435897435897437,MNQ,0900,10,expansion_ratio,<1.25
EXPAND>=1.5x (N=118),118,-0.1440322033898305,0.11016949152542373,-16.9958,-0.10268816058261628,0.34095,0.3983050847457627,0.2711864406779661,0.22033898305084745,0.16101694915254236,0.1440677966101695,0.1271186440677966,MNQ,0900,10,expansion_ratio,>=1.5
