label,n,avg_r,wr,total_r,sharpe,median_mfe,mfe_gte_0.5R,mfe_gte_1.0R,mfe_gte_1.5R,mfe_gte_2.0R,mfe_gte_2.5R,mfe_gte_3.0R,instrument,session,lookback,test,threshold
CONTRACT<1.5x (N=358),358,0.023633519553072642,0.1871508379888268,8.460800000000006,0.01422188656908015,0.6012,0.5418994413407822,0.3547486033519553,0.30726256983240224,0.26256983240223464,0.23184357541899442,0.2122905027932961,MNQ,0900,10,expansion_ratio,<1.5
EXPAND>=2.0x (N=58),58,-0.24478620689655173,0.08620689655172414,-14.1976,-0.19097973640839974,0.34575,0.43103448275862066,0.3448275862068966,0.2413793103448276,0.1724137931034483,0.13793103448275862,0.1206896551724138,MNQ,0900,10,expansion_ratio,>=2.0
CONTRACT<2.0x (N=418),418,0.013546889952153113,0.17942583732057416,5.662600000000001,0.008259145638437854,0.53485,0.5167464114832536,0.33253588516746413,0.291866028708134,0.24641148325358853,0.22009569377990432,0.20095693779904306,MNQ,0900,10,expansion_ratio,<2.0
EXPAND>=3.0x (N=23),23,-0.14059565217391304,0.08695652173913043,-3.2337,-0.10929142023858637,0.3171,0.391304347826087,0.34782608695652173,0.21739130434782608,0.13043478260869565,0.13043478260869565,0.13043478260869565,MNQ,0900,10,expansion_ratio,>=3.0
CONTRACT<3.0x (N=453),453,-0.011702649006622512,0.17218543046357615,-5.301299999999998,-0.007236126710395216,0.529,0.5121412803532008,0.3333333333333333,0.2891832229580574,0.24282560706401765,0.2141280353200883,0.19426048565121412,MNQ,0900,10,expansion_ratio,<3.0
"r(expansion,pnl)=-0.057 p=0.2173 | r(expansion,mfe)=-0.101 p=0.0273",476,-0.056653732388282245,0.21728497359516297,,,-0.10114347787291506,,,,,,,MNQ,0900,10,expansion_ratio_correlation,continuous
POST-NR10 (N=50),50,-0.10093999999999997,0.16,-5.046999999999999,-0.06660466684527032,0.50935,0.52,0.3,0.24,0.22,0.18,0.18,MNQ,0900,10,post_nr,post_nr=True
NOT-NR10 (N=436),436,-0.007878440366972479,0.16743119266055045,-3.4350000000000005,-0.004911721526701375,0.49134999999999995,0.49770642201834864,0.33256880733944955,0.286697247706422,0.23623853211009174,0.21100917431192662,0.19036697247706422,MNQ,0900,10,post_nr,post_nr=False
pnl t=-0.41 p=0.6868 | mfe t=-0.61 p=0.5467,50,-0.0930615596330275,,,,,,,,,,,MNQ,0900,10,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.686 p=0.0000",476,0.68634635163428,,,,,,,,,,,MNQ,0900,10,confound_check,ratio_vs_abs_size
SIZE=small (0.0-10.0pt): expanding=0.082R(N=78) contracting=-0.014R(N=77) diff=+0.096R p=0.7223,155,0.09571989676989678,0.7222856029338227,,,-0.031761954711954754,,,,,,,MNQ,0900,10,expansion_within_size_band,small
SIZE=medium (10.0-19.6pt): expanding=-0.084R(N=84) contracting=0.172R(N=80) diff=-0.256R p=0.3413,164,-0.25590488095238095,0.34134474978201135,,,-0.2418475,,,,,,,MNQ,0900,10,expansion_within_size_band,medium
SIZE=large (19.6-130.5pt): expanding=-0.190R(N=79) contracting=-0.072R(N=78) diff=-0.118R p=0.6042,157,-0.1180156118143461,0.6041589185237675,,,-0.14777012333657935,,,,,,,MNQ,0900,10,expansion_within_size_band,large
ALL (N=511),511,-0.017726810176125242,0.18199608610567514,-9.058399999999999,-0.010244926152424503,0.6861,0.5870841487279843,0.41487279843444225,0.33463796477495106,0.27984344422700586,0.23679060665362034,0.22113502935420742,MNQ,1000,5,expansion_ratio,ALL
EXPAND>=1.0x (N=256),256,0.16237578124999996,0.21875,41.56819999999999,0.0869390159452246,0.70195,0.5859375,0.44140625,0.36328125,0.30078125,0.27734375,0.2578125,MNQ,1000,5,expansion_ratio,>=1.0
CONTRACT<1.0x (N=255),255,-0.1985356862745098,0.1450980392156863,-50.626599999999996,-0.12729792176549368,0.6791,0.5882352941176471,0.38823529411764707,0.3058823529411765,0.25882352941176473,0.19607843137254902,0.1843137254901961,MNQ,1000,5,expansion_ratio,<1.0
EXPAND>=1.25x (N=179),179,0.13554972067039106,0.20670391061452514,24.2634,0.0732331399366109,0.6488,0.5642458100558659,0.39106145251396646,0.329608938547486,0.2681564245810056,0.24581005586592178,0.2346368715083799,MNQ,1000,5,expansion_ratio,>=1.25
CONTRACT<1.25x (N=332),332,-0.10036686746987951,0.1686746987951807,-33.321799999999996,-0.06061699294734349,0.7369,0.5993975903614458,0.42771084337349397,0.3373493975903614,0.286144578313253,0.2319277108433735,0.21385542168674698,MNQ,1000,5,expansion_ratio,<1.25
EXPAND>=1.5x (N=116),116,0.038725862068965465,0.1810344827586207,4.492199999999994,0.022003933220420855,0.6772499999999999,0.5948275862068966,0.41379310344827586,0.3275862068965517,0.25862068965517243,0.22413793103448276,0.20689655172413793,MNQ,1000,5,expansion_ratio,>=1.5
CONTRACT<1.5x (N=395),395,-0.03430531645569621,0.18227848101265823,-13.550600000000003,-0.01993167999785231,0.6861,0.5848101265822785,0.4151898734177215,0.3367088607594937,0.28607594936708863,0.24050632911392406,0.22531645569620254,MNQ,1000,5,expansion_ratio,<1.5
EXPAND>=2.0x (N=51),51,-0.30814901960784313,0.09803921568627451,-15.7156,-0.22556656609909528,0.8816,0.6078431372549019,0.4117647058823529,0.3333333333333333,0.23529411764705882,0.17647058823529413,0.13725490196078433,MNQ,1000,5,expansion_ratio,>=2.0
CONTRACT<2.0x (N=460),460,0.014472173913043479,0.19130434782608696,6.6572000000000005,0.008208290242805932,0.6857500000000001,0.5847826086956521,0.4152173913043478,0.3347826086956522,0.2847826086956522,0.24347826086956523,0.23043478260869565,MNQ,1000,5,expansion_ratio,<2.0
EXPAND>=3.0x (N=18),18,-0.8565999999999999,0.0,-15.4188,-3.0380357212570908,0.8948499999999999,0.7222222222222222,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.1111111111111111,MNQ,1000,5,expansion_ratio,>=3.0
CONTRACT<3.0x (N=493),493,0.012901419878296154,0.18864097363083165,6.360400000000004,0.007358770576692641,0.6855,0.5821501014198783,0.41379310344827586,0.33468559837728196,0.2839756592292089,0.2413793103448276,0.22515212981744423,MNQ,1000,5,expansion_ratio,<3.0
"r(expansion,pnl)=-0.021 p=0.6385 | r(expansion,mfe)=-0.013 p=0.7678",511,-0.02083233465466422,0.638484271626595,,,-0.013093333016534025,,,,,,,MNQ,1000,5,expansion_ratio_correlation,continuous
POST-NR5 (N=103),103,0.3339135922330097,0.27184466019417475,34.3931,0.16888060513214948,1.2142,0.6990291262135923,0.5533980582524272,0.4368932038834951,0.3883495145631068,0.3300970873786408,0.32038834951456313,MNQ,1000,5,post_nr,post_nr=True
NOT-NR5 (N=413),413,-0.11208668280871673,0.15738498789346247,-46.29180000000001,-0.06829122830347657,0.6079,0.5544794188861986,0.37530266343825663,0.3050847457627119,0.24939467312348668,0.2106537530266344,0.1937046004842615,MNQ,1000,5,post_nr,post_nr=False
pnl t=2.11 p=0.0370 | mfe t=2.91 p=0.0042,103,0.44600027504172646,,,,,,,,,,,MNQ,1000,5,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.674 p=0.0000",511,0.6744695702994914,,,,,,,,,,,MNQ,1000,5,confound_check,ratio_vs_abs_size
SIZE=small (0.0-11.0pt): expanding=-0.124R(N=83) contracting=-0.431R(N=83) diff=+0.307R p=0.1906,166,0.307144578313253,0.19062939670676868,,,0.1817397590361447,,,,,,,MNQ,1000,5,expansion_within_size_band,small
SIZE=medium (11.0-18.9pt): expanding=0.400R(N=89) contracting=-0.070R(N=87) diff=+0.470R p=0.0897,176,0.4700091049980628,0.08974891065340145,,,0.3376448017564244,,,,,,,MNQ,1000,5,expansion_within_size_band,medium
SIZE=large (18.9-264.5pt): expanding=-0.049R(N=85) contracting=0.140R(N=84) diff=-0.189R p=0.4972,169,-0.1886528571428572,0.497230229697845,,,-0.15134796918767557,,,,,,,MNQ,1000,5,expansion_within_size_band,large
ALL (N=509),509,-0.015063654223968569,0.18271119842829076,-7.6674000000000015,-0.00869189178297232,0.686,0.5854616895874263,0.4165029469548134,0.33595284872298625,0.28094302554027506,0.23772102161100198,0.2220039292730845,MNQ,1000,7,expansion_ratio,ALL
EXPAND>=1.0x (N=256),256,0.229733203125,0.23046875,58.8117,0.1212349286980749,0.71875,0.59375,0.44921875,0.3828125,0.32421875,0.2890625,0.26953125,MNQ,1000,7,expansion_ratio,>=1.0
CONTRACT<1.0x (N=253),253,-0.26276324110671934,0.13438735177865613,-66.47909999999999,-0.1737413056877689,0.6389,0.5770750988142292,0.383399209486166,0.2885375494071146,0.23715415019762845,0.1857707509881423,0.17391304347826086,MNQ,1000,7,expansion_ratio,<1.0
EXPAND>=1.25x (N=179),179,0.1392368715083799,0.20670391061452514,24.923400000000004,0.07510605298405719,0.6566,0.5921787709497207,0.41899441340782123,0.35195530726256985,0.2905027932960894,0.26256983240223464,0.24581005586592178,MNQ,1000,7,expansion_ratio,>=1.25
CONTRACT<1.25x (N=330),330,-0.09875999999999999,0.1696969696969697,-32.590799999999994,-0.05956994093569621,0.7133499999999999,0.5818181818181818,0.41515151515151516,0.32727272727272727,0.27575757575757576,0.22424242424242424,0.20909090909090908,MNQ,1000,7,expansion_ratio,<1.25
EXPAND>=1.5x (N=125),125,0.1686984,0.208,21.0873,0.09124491919437108,0.7425,0.6,0.448,0.368,0.296,0.264,0.24,MNQ,1000,7,expansion_ratio,>=1.5
CONTRACT<1.5x (N=384),384,-0.07488203125,0.17447916666666666,-28.7547,-0.04432551646608721,0.6698,0.5807291666666666,0.40625,0.3255208333333333,0.2760416666666667,0.22916666666666666,0.21614583333333334,MNQ,1000,7,expansion_ratio,<1.5
EXPAND>=2.0x (N=48),48,-0.26327708333333333,0.10416666666666667,-12.6373,-0.1887606191088718,0.6759,0.5625,0.3541666666666667,0.2708333333333333,0.1875,0.16666666666666666,0.14583333333333334,MNQ,1000,7,expansion_ratio,>=2.0
CONTRACT<2.0x (N=461),461,0.010780694143167025,0.19088937093275488,4.969899999999999,0.006116491099034444,0.686,0.5878524945770065,0.4229934924078091,0.34273318872017355,0.29067245119305857,0.24511930585683298,0.2299349240780911,MNQ,1000,7,expansion_ratio,<2.0
EXPAND>=3.0x (N=14),14,-0.8437,0.0,-11.8118,-2.763747568340028,0.83995,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.14285714285714285,MNQ,1000,7,expansion_ratio,>=3.0
CONTRACT<3.0x (N=495),495,0.008372525252525248,0.18787878787878787,4.144399999999997,0.004781666980694422,0.6855,0.5818181818181818,0.4161616161616162,0.3373737373737374,0.2828282828282828,0.2404040404040404,0.22424242424242424,MNQ,1000,7,expansion_ratio,<3.0
"r(expansion,pnl)=0.008 p=0.8530 | r(expansion,mfe)=0.005 p=0.9143",509,0.008232140781796503,0.8530156353168656,,,0.004780608094032312,,,,,,,MNQ,1000,7,expansion_ratio_correlation,continuous
POST-NR7 (N=73),73,0.4063671232876712,0.2876712328767123,29.6648,0.20172211817089195,1.2142,0.726027397260274,0.5616438356164384,0.4246575342465753,0.3972602739726027,0.3287671232876712,0.3150684931506849,MNQ,1000,7,post_nr,post_nr=True
NOT-NR7 (N=443),443,-0.09382279909706548,0.16252821670428894,-41.563500000000005,-0.05654337170902265,0.6243,0.5598194130925508,0.3860045146726862,0.3160270880361174,0.25733634311512416,0.21896162528216703,0.20316027088036118,MNQ,1000,7,post_nr,post_nr=False
pnl t=2.00 p=0.0486 | mfe t=2.48 p=0.0148,73,0.5001899223847367,,,,,,,,,,,MNQ,1000,7,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.716 p=0.0000",509,0.7164545488246019,,,,,,,,,,,MNQ,1000,7,confound_check,ratio_vs_abs_size
SIZE=small (0.0-11.0pt): expanding=-0.093R(N=84) contracting=-0.462R(N=80) diff=+0.369R p=0.1177,164,0.36880958333333325,0.11768237121192268,,,0.30775690476190487,,,,,,,MNQ,1000,7,expansion_within_size_band,small
SIZE=medium (11.0-19.0pt): expanding=0.436R(N=88) contracting=-0.102R(N=88) diff=+0.538R p=0.0524,176,0.5377943181818182,0.05240500226423504,,,0.35321249999999993,,,,,,,MNQ,1000,7,expansion_within_size_band,medium
SIZE=large (19.0-264.5pt): expanding=0.023R(N=85) contracting=0.067R(N=84) diff=-0.044R p=0.8731,169,-0.04439691876750702,0.8731165559371799,,,0.013254243697478962,,,,,,,MNQ,1000,7,expansion_within_size_band,large
ALL (N=506),506,-0.0185579051383399,0.18181818181818182,-9.390299999999991,-0.010715867561648603,0.6823,0.5830039525691699,0.4150197628458498,0.3359683794466403,0.28063241106719367,0.23715415019762845,0.22134387351778656,MNQ,1000,10,expansion_ratio,ALL
EXPAND>=1.0x (N=265),265,0.12518528301886792,0.2037735849056604,33.174099999999996,0.0688759008861452,0.6605,0.5886792452830188,0.43018867924528303,0.3584905660377358,0.2981132075471698,0.2679245283018868,0.24528301886792453,MNQ,1000,10,expansion_ratio,>=1.0
CONTRACT<1.0x (N=241),241,-0.17661576763485476,0.15767634854771784,-42.5644,-0.1091785718916014,0.6855,0.5767634854771784,0.3983402489626556,0.3112033195020747,0.26141078838174275,0.2033195020746888,0.1950207468879668,MNQ,1000,10,expansion_ratio,<1.0
EXPAND>=1.25x (N=180),180,0.13507277777777776,0.20555555555555555,24.3131,0.0730750851089277,0.692,0.6166666666666667,0.43333333333333335,0.3611111111111111,0.29444444444444445,0.26666666666666666,0.24444444444444444,MNQ,1000,10,expansion_ratio,>=1.25
CONTRACT<1.25x (N=326),326,-0.10338466257668712,0.1687116564417178,-33.7034,-0.06236064586692395,0.63995,0.5644171779141104,0.4049079754601227,0.3220858895705521,0.27300613496932513,0.22085889570552147,0.2085889570552147,MNQ,1000,10,expansion_ratio,<1.25
EXPAND>=1.5x (N=121),121,0.19205867768595042,0.21487603305785125,23.2391,0.10232618045360524,0.7425,0.6198347107438017,0.4462809917355372,0.371900826446281,0.2975206611570248,0.256198347107438,0.2396694214876033,MNQ,1000,10,expansion_ratio,>=1.5
CONTRACT<1.5x (N=385),385,-0.0847516883116883,0.17142857142857143,-32.6294,-0.05050221069449465,0.641,0.5714285714285714,0.4051948051948052,0.3246753246753247,0.2753246753246753,0.23116883116883116,0.21558441558441557,MNQ,1000,10,expansion_ratio,<1.5
EXPAND>=2.0x (N=51),51,-0.22440392156862748,0.11764705882352941,-11.444600000000001,-0.15248530850195846,0.6042,0.5294117647058824,0.37254901960784315,0.29411764705882354,0.21568627450980393,0.17647058823529413,0.1568627450980392,MNQ,1000,10,expansion_ratio,>=2.0
CONTRACT<2.0x (N=455),455,0.004514945054945048,0.189010989010989,2.054299999999997,0.0025695758620285494,0.686,0.589010989010989,0.4197802197802198,0.34065934065934067,0.2879120879120879,0.24395604395604395,0.22857142857142856,MNQ,1000,10,expansion_ratio,<2.0
EXPAND>=3.0x (N=13),13,-0.7694307692307691,0.0,-10.0026,-2.4489638032253707,0.6042,0.5384615384615384,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,MNQ,1000,10,expansion_ratio,>=3.0
CONTRACT<3.0x (N=493),493,0.0012419878296145996,0.18661257606490872,0.6122999999999976,0.0007099497886004002,0.686,0.5841784989858012,0.4178498985801217,0.33874239350912777,0.2839756592292089,0.2413793103448276,0.22515212981744423,MNQ,1000,10,expansion_ratio,<3.0
"r(expansion,pnl)=-0.001 p=0.9857 | r(expansion,mfe)=-0.003 p=0.9467",506,-0.0007968539543619889,0.9857342185578306,,,-0.0029786248410811553,,,,,,,MNQ,1000,10,expansion_ratio_correlation,continuous
POST-NR10 (N=54),54,0.4804074074074074,0.2962962962962963,25.942,0.23596923960348556,1.18505,0.7407407407407407,0.5740740740740741,0.4074074074074074,0.37037037037037035,0.3148148148148148,0.2962962962962963,MNQ,1000,10,post_nr,post_nr=True
NOT-NR10 (N=462),462,-0.08190627705627705,0.16666666666666666,-37.8407,-0.0489686526649909,0.6342,0.564935064935065,0.3917748917748918,0.3225108225108225,0.2662337662337662,0.22510822510822512,0.20995670995670995,MNQ,1000,10,post_nr,post_nr=False
pnl t=1.94 p=0.0573 | mfe t=1.97 p=0.0529,54,0.5623136844636845,,,,,,,,,,,MNQ,1000,10,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.770 p=0.0000",506,0.7698410792680885,,,,,,,,,,,MNQ,1000,10,confound_check,ratio_vs_abs_size
SIZE=small (0.0-11.0pt): expanding=-0.110R(N=81) contracting=-0.469R(N=80) diff=+0.359R p=0.1305,161,0.35880742283950606,0.13049421331846503,,,0.31628262345679015,,,,,,,MNQ,1000,10,expansion_within_size_band,small
SIZE=medium (11.0-19.0pt): expanding=0.344R(N=88) contracting=-0.010R(N=88) diff=+0.354R p=0.2026,176,0.3542761363636363,0.2026058331737978,,,0.21294659090909107,,,,,,,MNQ,1000,10,expansion_within_size_band,medium
SIZE=large (19.0-264.5pt): expanding=-0.047R(N=85) contracting=0.138R(N=84) diff=-0.185R p=0.5047,169,-0.185372268907563,0.5047453981606496,,,-0.12639088235294138,,,,,,,MNQ,1000,10,expansion_within_size_band,large
ALL (N=482),482,-0.22885560165975105,0.15145228215767634,-110.3084,-0.16686238765643704,0.42600000000000005,0.4730290456431535,0.3236514522821577,0.2551867219917012,0.2095435684647303,0.17012448132780084,0.13070539419087138,MES,0900,5,expansion_ratio,ALL
EXPAND>=1.0x (N=263),263,-0.2472425855513308,0.12927756653992395,-65.0248,-0.18540283011070727,0.3847,0.4448669201520912,0.30038022813688214,0.24334600760456274,0.19391634980988592,0.1520912547528517,0.12167300380228137,MES,0900,5,expansion_ratio,>=1.0
CONTRACT<1.0x (N=219),219,-0.20677442922374425,0.1780821917808219,-45.28359999999999,-0.14608154827595224,0.5003,0.5068493150684932,0.3515981735159817,0.2694063926940639,0.228310502283105,0.1917808219178082,0.1415525114155251,MES,0900,5,expansion_ratio,<1.0
EXPAND>=1.25x (N=165),165,-0.3327872727272727,0.09696969696969697,-54.9099,-0.26590369385655327,0.3226,0.40606060606060607,0.2787878787878788,0.20606060606060606,0.16363636363636364,0.13333333333333333,0.09696969696969697,MES,0900,5,expansion_ratio,>=1.25
CONTRACT<1.25x (N=317),317,-0.17475867507886436,0.17981072555205047,-55.398500000000006,-0.12246514598246518,0.5004,0.5078864353312302,0.3470031545741325,0.2807570977917981,0.2334384858044164,0.1892744479495268,0.14826498422712933,MES,0900,5,expansion_ratio,<1.25
EXPAND>=1.5x (N=118),118,-0.35091440677966096,0.09322033898305085,-41.40789999999999,-0.28407378404399625,0.3552,0.4067796610169492,0.288135593220339,0.2033898305084746,0.16101694915254236,0.1440677966101695,0.09322033898305085,MES,0900,5,expansion_ratio,>=1.5
CONTRACT<1.5x (N=364),364,-0.1892870879120879,0.17032967032967034,-68.9005,-0.13418869211237452,0.4546,0.4945054945054945,0.33516483516483514,0.27197802197802196,0.22527472527472528,0.17857142857142858,0.14285714285714285,MES,0900,5,expansion_ratio,<1.5
EXPAND>=2.0x (N=67),67,-0.2950477611940299,0.1044776119402985,-19.768200000000004,-0.22657453019991036,0.3573,0.4626865671641791,0.2835820895522388,0.208955223880597,0.1791044776119403,0.16417910447761194,0.1044776119402985,MES,0900,5,expansion_ratio,>=2.0
CONTRACT<2.0x (N=415),415,-0.21816915662650602,0.15903614457831325,-90.5402,-0.15785449808941723,0.4288,0.4746987951807229,0.3301204819277108,0.26265060240963856,0.21445783132530122,0.1710843373493976,0.13493975903614458,MES,0900,5,expansion_ratio,<2.0
EXPAND>=3.0x (N=19),19,-0.3012842105263158,0.10526315789473684,-5.7244,-0.2167630394698613,0.7225,0.631578947368421,0.42105263157894735,0.3684210526315789,0.2631578947368421,0.21052631578947367,0.10526315789473684,MES,0900,5,expansion_ratio,>=3.0
CONTRACT<3.0x (N=463),463,-0.22588336933045358,0.15334773218142547,-104.584,-0.1647964737154646,0.4152,0.46652267818574517,0.31965442764578833,0.2505399568034557,0.20734341252699784,0.16846652267818574,0.13174946004319654,MES,0900,5,expansion_ratio,<3.0
"r(expansion,pnl)=-0.025 p=0.5885 | r(expansion,mfe)=-0.018 p=0.6869",482,-0.024703062324280052,0.5884953582602861,,,-0.01840397458494714,,,,,,,MES,0900,5,expansion_ratio_correlation,continuous
POST-NR5 (N=119),119,-0.24024453781512603,0.16806722689075632,-28.5891,-0.17373203159946946,0.5265,0.5546218487394958,0.33613445378151263,0.2605042016806723,0.226890756302521,0.18487394957983194,0.1092436974789916,MES,0900,5,post_nr,post_nr=True
NOT-NR5 (N=368),368,-0.2204442934782609,0.14673913043478262,-81.1235,-0.16090570942570057,0.38480000000000003,0.4429347826086957,0.3179347826086957,0.25271739130434784,0.20380434782608695,0.16576086956521738,0.13858695652173914,MES,0900,5,post_nr,post_nr=False
pnl t=-0.14 p=0.8923 | mfe t=0.27 p=0.7856,119,-0.01980024433686514,,,,,,,,,,,MES,0900,5,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.539 p=0.0000",482,0.5385537014709713,,,,,,,,,,,MES,0900,5,confound_check,ratio_vs_abs_size
SIZE=small (0.0-2.0pt): expanding=-0.401R(N=74) contracting=-0.375R(N=72) diff=-0.026R p=0.8973,146,-0.025683033033033043,0.897293259518581,,,-0.07958235735735741,,,,,,,MES,0900,5,expansion_within_size_band,small
SIZE=medium (2.0-4.2pt): expanding=-0.292R(N=91) contracting=-0.081R(N=84) diff=-0.212R p=0.3257,175,-0.21194578754578755,0.3257083158102215,,,-0.31001858974358987,,,,,,,MES,0900,5,expansion_within_size_band,medium
SIZE=large (4.2-30.0pt): expanding=-0.156R(N=82) contracting=-0.095R(N=79) diff=-0.060R p=0.7970,161,-0.06009200370484713,0.7970270556973387,,,-0.13478599876505104,,,,,,,MES,0900,5,expansion_within_size_band,large
ALL (N=480),480,-0.22564250000000002,0.15208333333333332,-108.3084,-0.16428621553657172,0.42600000000000005,0.47291666666666665,0.325,0.25625,0.21041666666666667,0.17083333333333334,0.13125,MES,0900,7,expansion_ratio,ALL
EXPAND>=1.0x (N=264),264,-0.24605871212121214,0.12878787878787878,-64.9595,-0.18313316288483183,0.36719999999999997,0.42803030303030304,0.2878787878787879,0.23863636363636365,0.19318181818181818,0.1590909090909091,0.12878787878787878,MES,0900,7,expansion_ratio,>=1.0
CONTRACT<1.0x (N=216),216,-0.20068935185185185,0.18055555555555555,-43.3489,-0.14246278888566388,0.53265,0.5277777777777778,0.37037037037037035,0.2777777777777778,0.23148148148148148,0.18518518518518517,0.13425925925925927,MES,0900,7,expansion_ratio,<1.0
EXPAND>=1.25x (N=171),171,-0.3216760233918129,0.09941520467836257,-55.006600000000006,-0.25479769507016564,0.3531,0.4093567251461988,0.2807017543859649,0.21637426900584794,0.1695906432748538,0.14035087719298245,0.10526315789473684,MES,0900,7,expansion_ratio,>=1.25
CONTRACT<1.25x (N=309),309,-0.17249773462783174,0.18122977346278318,-53.30180000000001,-0.12076044806516771,0.5003,0.5080906148867314,0.34951456310679613,0.2783171521035599,0.23300970873786409,0.18770226537216828,0.14563106796116504,MES,0900,7,expansion_ratio,<1.25
EXPAND>=1.5x (N=121),121,-0.3467090909090909,0.09090909090909091,-41.9518,-0.28461413738040026,0.3573,0.4132231404958678,0.2809917355371901,0.2066115702479339,0.1652892561983471,0.14049586776859505,0.09917355371900827,MES,0900,7,expansion_ratio,>=1.5
CONTRACT<1.5x (N=359),359,-0.18483732590529248,0.17270194986072424,-66.3566,-0.13019699729936132,0.4448,0.49303621169916434,0.3398328690807799,0.27298050139275765,0.22562674094707522,0.181058495821727,0.14206128133704735,MES,0900,7,expansion_ratio,<1.5
EXPAND>=2.0x (N=67),67,-0.3698537313432836,0.08955223880597014,-24.7802,-0.2981982175434419,0.4376,0.4626865671641791,0.31343283582089554,0.22388059701492538,0.16417910447761194,0.14925373134328357,0.08955223880597014,MES,0900,7,expansion_ratio,>=2.0
CONTRACT<2.0x (N=413),413,-0.2022474576271186,0.162227602905569,-83.52819999999998,-0.14524361397155877,0.4232,0.4745762711864407,0.3268765133171913,0.26150121065375304,0.2179176755447942,0.17433414043583534,0.13801452784503632,MES,0900,7,expansion_ratio,<2.0
EXPAND>=3.0x (N=17),17,-0.4476588235294118,0.058823529411764705,-7.6102,-0.4108795479358994,0.5485,0.5294117647058824,0.35294117647058826,0.29411764705882354,0.17647058823529413,0.11764705882352941,0.058823529411764705,MES,0900,7,expansion_ratio,>=3.0
CONTRACT<3.0x (N=463),463,-0.21749071274298057,0.15550755939524838,-100.6982,-0.15736135873688495,0.4232,0.4708423326133909,0.32397408207343414,0.2548596112311015,0.21166306695464362,0.17278617710583152,0.13390928725701945,MES,0900,7,expansion_ratio,<3.0
"r(expansion,pnl)=-0.035 p=0.4435 | r(expansion,mfe)=-0.022 p=0.6371",480,-0.03506034846395106,0.4434581797479543,,,-0.021584960166112742,,,,,,,MES,0900,7,expansion_ratio_correlation,continuous
POST-NR7 (N=91),91,-0.18826373626373624,0.18681318681318682,-17.131999999999998,-0.13443523384905737,0.5265,0.5604395604395604,0.34065934065934067,0.27472527472527475,0.23076923076923078,0.18681318681318682,0.10989010989010989,MES,0900,7,post_nr,post_nr=True
NOT-NR7 (N=396),396,-0.2337893939393939,0.14393939393939395,-92.58059999999999,-0.17105860987667412,0.387,0.4494949494949495,0.3181818181818182,0.25,0.20454545454545456,0.16666666666666666,0.13636363636363635,MES,0900,7,post_nr,post_nr=False
pnl t=0.28 p=0.7803 | mfe t=0.39 p=0.6969,91,0.045525657675657666,,,,,,,,,,,MES,0900,7,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.586 p=0.0000",480,0.5855195148767968,,,,,,,,,,,MES,0900,7,confound_check,ratio_vs_abs_size
SIZE=small (0.0-2.0pt): expanding=-0.482R(N=74) contracting=-0.291R(N=72) diff=-0.192R p=0.3352,146,-0.1916922672672673,0.33524539157008426,,,-0.23025720720720722,,,,,,,MES,0900,7,expansion_within_size_band,small
SIZE=medium (2.0-4.2pt): expanding=-0.348R(N=88) contracting=-0.032R(N=87) diff=-0.316R p=0.1390,175,-0.31640181556948804,0.1390026504296162,,,-0.35131273510971783,,,,,,,MES,0900,7,expansion_within_size_band,medium
SIZE=large (4.2-30.0pt): expanding=-0.138R(N=80) contracting=-0.092R(N=79) diff=-0.046R p=0.8453,159,-0.04603245253164555,0.8452652705071394,,,-0.05445539556962009,,,,,,,MES,0900,7,expansion_within_size_band,large
ALL (N=477),477,-0.23073522012578615,0.1509433962264151,-110.0607,-0.16853679438548963,0.4232,0.4716981132075472,0.3228511530398323,0.2557651991614256,0.20964360587002095,0.16981132075471697,0.129979035639413,MES,0900,10,expansion_ratio,ALL
EXPAND>=1.0x (N=255),255,-0.299258431372549,0.11372549019607843,-76.31089999999999,-0.23127573855498323,0.3705,0.43137254901960786,0.28627450980392155,0.22745098039215686,0.1843137254901961,0.1450980392156863,0.11372549019607843,MES,0900,10,expansion_ratio,>=1.0
CONTRACT<1.0x (N=222),222,-0.15202612612612615,0.19369369369369369,-33.74980000000001,-0.10509741978310544,0.5265,0.5180180180180181,0.36486486486486486,0.2882882882882883,0.23873873873873874,0.1981981981981982,0.14864864864864866,MES,0900,10,expansion_ratio,<1.0
EXPAND>=1.25x (N=170),170,-0.28463176470588236,0.11176470588235295,-48.3874,-0.21533222101645783,0.35645000000000004,0.4294117647058823,0.3,0.23529411764705882,0.18823529411764706,0.15294117647058825,0.11764705882352941,MES,0900,10,expansion_ratio,>=1.25
CONTRACT<1.25x (N=307),307,-0.2008902280130293,0.17263843648208468,-61.6733,-0.14415043723960466,0.4644,0.495114006514658,0.3355048859934853,0.2671009771986971,0.22149837133550487,0.1791530944625407,0.13680781758957655,MES,0900,10,expansion_ratio,<1.25
