symbol,anchor,target_mode,year,n,avg_r,total_r,wr
MES,1100,MID,2019,3,-0.7624874046350983,-2.287462213905295,0.0
MES,1100,MID,2020,10,0.04406760024597699,0.4406760024597699,0.6
MES,1100,MID,2021,12,-0.08646911287192245,-1.0376293544630695,0.4166666666666667
MES,1100,MID,2022,9,-0.34013094631218205,-3.0611785168096386,0.1111111111111111
MES,1100,MID,2023,5,-0.18802661779702112,-0.9401330889851056,0.4
MES,1100,MID,2025,9,-0.15413551336620834,-1.387219620295875,0.5555555555555556
MES,1100,MID,2026,2,-0.5096513075965128,-1.0193026151930256,0.0
MES,1100,SPLIT70,2019,3,-0.8337411832445687,-2.501223549733706,0.0
MES,1100,SPLIT70,2020,10,0.08906878927856329,0.8906878927856329,0.3
MES,1100,SPLIT70,2021,12,-0.07906147163253564,-0.9487376595904277,0.5
MES,1100,SPLIT70,2022,9,-0.23099609337380267,-2.078964840364224,0.1111111111111111
MES,1100,SPLIT70,2023,5,-0.08257761058188341,-0.41288805290941705,0.4
MES,1100,SPLIT70,2025,9,-0.08295371980218384,-0.7465834782196545,0.3333333333333333
MES,1100,SPLIT70,2026,2,-0.38706413449564453,-0.7741282689912891,0.5
MES,1100,SPLIT70_BE,2019,3,-0.7498920397293811,-2.2496761191881434,0.0
MES,1100,SPLIT70_BE,2020,10,0.029456024104892668,0.2945602410489267,0.6
MES,1100,SPLIT70_BE,2021,12,-0.05100377385639465,-0.6120452862767358,0.4166666666666667
MES,1100,SPLIT70_BE,2022,9,-0.1993884890917798,-1.7944964018260183,0.1111111111111111
MES,1100,SPLIT70_BE,2023,5,-0.2330469577545958,-1.165234788772979,0.4
MES,1100,SPLIT70_BE,2025,9,-0.12354925565191557,-1.1119433008672401,0.5555555555555556
MES,1100,SPLIT70_BE,2026,2,-0.5154887920298875,-1.030977584059775,0.0
MGC,1100,FAR,2016,13,-0.24729311760320122,-3.2148105288416158,0.23076923076923078
MGC,1100,FAR,2017,10,-0.19664832082646053,-1.9664832082646053,0.4
MGC,1100,FAR,2018,6,0.24322322322375067,1.459339339342504,0.6666666666666666
MGC,1100,FAR,2019,8,-0.06032725865516851,-0.4826180692413481,0.5
MGC,1100,FAR,2020,8,0.2685415830851067,2.148332664680854,0.625
MGC,1100,FAR,2021,12,-0.08858683769631326,-1.063042052355759,0.3333333333333333
MGC,1100,FAR,2022,5,0.40463498824130817,2.0231749412065407,0.6
MGC,1100,FAR,2023,11,-0.8238747553816039,-9.062622309197643,0.09090909090909091
MGC,1100,FAR,2024,17,-0.031206131041340016,-0.5305042277027803,0.35294117647058826
MGC,1100,FAR,2025,6,-0.09379009734069164,-0.5627405840441498,0.5
MGC,1100,FAR,2026,2,-1.0,-2.0,0.0
MGC,1100,MID,2016,13,-0.048785051691546746,-0.6342056719901077,0.38461538461538464
MGC,1100,MID,2017,10,-0.3538010177607309,-3.538010177607309,0.3
MGC,1100,MID,2018,6,-0.32187824187795805,-1.9312694512677484,0.16666666666666666
MGC,1100,MID,2019,8,-0.3552179589376683,-2.841743671501346,0.375
MGC,1100,MID,2020,8,-0.22078953236137447,-1.7663162588909957,0.375
MGC,1100,MID,2021,12,-0.18339949475400594,-2.200793937048071,0.3333333333333333
MGC,1100,MID,2022,5,-0.025914668880075653,-0.12957334440037827,0.4
MGC,1100,MID,2023,11,-0.43964163699065345,-4.836058006897188,0.2727272727272727
MGC,1100,MID,2024,17,-0.31346148163108484,-5.328845187728442,0.29411764705882354
MGC,1100,MID,2025,6,0.12165820122829851,0.7299492073697911,0.5
MGC,1100,MID,2026,2,-1.0,-2.0,0.0
MGC,1100,SPLIT70,2016,13,-0.10833747146504313,-1.4083871290455607,0.3076923076923077
MGC,1100,SPLIT70,2017,10,-0.3066552086804498,-3.0665520868044984,0.3
MGC,1100,SPLIT70,2018,6,-0.15234780234744547,-0.9140868140846727,0.5
MGC,1100,SPLIT70,2019,8,-0.2667507488529184,-2.134005990823347,0.5
MGC,1100,SPLIT70,2020,8,-0.0739901977274301,-0.5919215818194408,0.5
MGC,1100,SPLIT70,2021,12,-0.15495569763669817,-1.859468371640378,0.5
MGC,1100,SPLIT70,2022,5,0.10325022825633945,0.5162511412816972,0.4
MGC,1100,SPLIT70,2023,11,-0.5549115725079387,-6.104027297587325,0.18181818181818182
MGC,1100,SPLIT70,2024,17,-0.22878487645416137,-3.8893428997207433,0.35294117647058826
MGC,1100,SPLIT70,2025,6,0.057023711657601416,0.3421422699456085,0.6666666666666666
MGC,1100,SPLIT70,2026,2,-1.0,-2.0,0.0
MGC,1100,SPLIT70_BE,2016,13,-0.0572389728322236,-0.7441066468189068,0.3076923076923077
MGC,1100,SPLIT70_BE,2017,10,-0.30933600681951134,-3.093360068195113,0.3
MGC,1100,SPLIT70_BE,2018,6,-0.23552829746900486,-1.4131697848140292,0.3333333333333333
MGC,1100,SPLIT70_BE,2019,8,-0.3688345158599807,-2.950676126879846,0.5
MGC,1100,SPLIT70_BE,2020,8,-0.2886543096491275,-2.30923447719302,0.375
MGC,1100,SPLIT70_BE,2021,12,-0.17186625400442815,-2.062395048053138,0.3333333333333333
MGC,1100,SPLIT70_BE,2022,5,0.0813531030498007,0.4067655152490035,0.2
MGC,1100,SPLIT70_BE,2023,11,-0.48185272319426214,-5.300379955136884,0.18181818181818182
MGC,1100,SPLIT70_BE,2024,17,-0.2712424529930969,-4.611121700882648,0.29411764705882354
MGC,1100,SPLIT70_BE,2025,6,0.003999990896993562,0.023999945381961374,0.5
MGC,1100,SPLIT70_BE,2026,2,-1.0,-2.0,0.0
MNQ,1100,FAR,2024,1,-1.0,-1.0,0.0
MNQ,1100,FAR,2025,4,0.08494550840297677,0.33978203361190706,0.5
MNQ,1100,FAR,2026,1,-1.0,-1.0,0.0
MNQ,1100,MID,2024,1,-0.24923909367601685,-0.24923909367601685,0.0
MNQ,1100,MID,2025,4,-0.21221356081807805,-0.8488542432723122,0.25
MNQ,1100,MID,2026,1,-1.0,-1.0,0.0
MNQ,1100,SPLIT70,2024,1,-0.4744673655732118,-0.4744673655732118,0.0
MNQ,1100,SPLIT70,2025,4,-0.12306584005176163,-0.49226336020704653,0.25
MNQ,1100,SPLIT70,2026,1,-1.0,-1.0,0.0
MNQ,1100,SPLIT70_BE,2024,1,-0.18836658775785803,-0.18836658775785803,0.0
MNQ,1100,SPLIT70_BE,2025,4,-0.07033974708964374,-0.281358988358575,0.25
MNQ,1100,SPLIT70_BE,2026,1,-1.0,-1.0,0.0
