symbol,session,rr_target,confirm_bars,t80_minutes,n_before,n_after,avg_r_before,avg_r_after,wr_before,wr_after,t_stat,p_val,p_bh,verdict
MGC,1000,1.5,4,76.0,956,142,-0.3064,-0.0156,0.4393,0.5493,-0.201,0.840963,0.861871,DIRECTIONAL (not significant)
MGC,1000,2.0,1,67.0,5368,799,-0.3815,0.0218,0.3785,0.5144,0.5935,0.552995,0.610599,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,2.0,2,94.0,1829,249,-0.3316,0.0469,0.3756,0.5141,0.6969,0.486538,0.547817,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,2.0,3,117.0,1184,145,-0.3272,0.1871,0.3691,0.5517,2.0318,0.044011,0.067056,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,2.0,4,128.0,978,116,-0.3074,0.2385,0.3681,0.569,2.2974,0.023404,0.037394,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,2.5,1,90.0,5461,707,-0.3853,0.1611,0.3225,0.5021,3.5595,0.000396,0.001042,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,2.5,2,159.0,1871,204,-0.3384,0.2961,0.3212,0.5441,3.431,0.000729,0.001751,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,2.5,3,174.0,1192,135,-0.3282,0.3043,0.3154,0.5259,2.7485,0.006813,0.012698,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,2.5,4,217.0,970,123,-0.3161,0.2981,0.3113,0.5285,2.5985,0.010518,0.018582,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,3.0,1,145.0,5558,606,-0.3906,0.3814,0.2794,0.5231,6.8259,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,3.0,2,251.0,1883,190,-0.3194,0.4298,0.2889,0.5316,4.2325,3.6e-05,0.000121,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,3.0,3,289.0,1198,126,-0.3141,0.469,0.2796,0.5238,3.6207,0.000425,0.001114,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,3.0,4,317.0,976,116,-0.3081,0.4949,0.2715,0.5345,3.6703,0.000369,0.000988,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,4.0,1,281.0,5623,538,-0.4165,0.5461,0.2134,0.4703,7.3986,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,4.0,2,367.0,1884,184,-0.3255,0.3895,0.2298,0.413,3.0638,0.002516,0.005229,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,4.0,3,401.0,1210,113,-0.2955,0.4187,0.2281,0.4071,2.5143,0.013347,0.022767,NO-BENEFIT (avg_r_after >= 0)
MGC,1000,4.0,4,415.0,995,93,-0.2978,0.52,0.2191,0.4409,2.8293,0.005727,0.010813,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,1.0,1,72.0,5921,1379,-0.2816,-0.254,0.5508,0.504,-12.4483,0.0,0.0,SURVIVES — time-stop recommended
MGC,1100,1.0,2,117.0,2794,621,-0.2744,-0.2279,0.5344,0.504,-7.2579,0.0,0.0,SURVIVES — time-stop recommended
MGC,1100,1.0,3,163.0,2421,529,-0.2764,-0.1865,0.5192,0.518,-5.3701,0.0,0.0,SURVIVES — time-stop recommended
MGC,1100,1.0,4,171.0,2269,546,-0.2595,-0.2262,0.5262,0.4908,-6.5815,0.0,0.0,SURVIVES — time-stop recommended
MGC,1100,1.0,5,188.0,2182,543,-0.2442,-0.2197,0.5316,0.4936,-6.3703,0.0,0.0,SURVIVES — time-stop recommended
MGC,1100,1.5,1,188.0,6156,1216,-0.3103,-0.12,0.4261,0.4679,-4.3677,1.4e-05,5.2e-05,SURVIVES — time-stop recommended
MGC,1100,1.5,2,269.0,2902,533,-0.3027,-0.0763,0.4128,0.4784,-1.7947,0.073268,0.105154,DIRECTIONAL (not significant)
MGC,1100,1.5,3,288.0,2503,455,-0.2919,-0.0353,0.4059,0.4901,-0.7517,0.452613,0.51827,DIRECTIONAL (not significant)
MGC,1100,1.5,4,294.0,2373,452,-0.2732,-0.0342,0.4151,0.4845,-0.7186,0.47278,0.536603,DIRECTIONAL (not significant)
MGC,1100,1.5,5,306.0,2273,451,-0.2788,-0.0752,0.4078,0.4656,-1.589,0.11276,0.154941,DIRECTIONAL (not significant)
MGC,1100,2.0,1,292.0,6352,1025,-0.319,0.0944,0.3509,0.481,2.6091,0.009211,0.016758,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,2.0,2,326.0,2942,481,-0.3137,0.0384,0.3396,0.4511,0.7225,0.470364,0.535578,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,2.0,3,358.0,2548,403,-0.3146,0.0971,0.3297,0.4615,1.6191,0.106199,0.146196,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,2.0,4,364.0,2405,409,-0.2937,0.0812,0.3376,0.4474,1.3504,0.177632,0.229622,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,2.0,5,374.0,2320,392,-0.2875,0.1065,0.3362,0.4617,1.7381,0.08298,0.117278,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,2.5,1,343.0,6409,950,-0.3313,0.1957,0.2971,0.4526,4.5043,7e-06,2.9e-05,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,2.5,2,412.0,3015,395,-0.3376,0.1968,0.2816,0.4405,2.8512,0.004585,0.008883,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,2.5,3,427.0,2579,353,-0.3359,0.2236,0.2741,0.4448,3.0205,0.002708,0.005566,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,2.5,4,460.0,2459,332,-0.318,0.2695,0.2806,0.4548,3.4786,0.000571,0.001434,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,2.5,5,482.0,2381,305,-0.319,0.3815,0.2759,0.4951,4.6956,4e-06,1.7e-05,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,3.0,1,394.0,6455,873,-0.352,0.2965,0.2552,0.425,5.7014,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,3.0,2,484.0,3044,345,-0.3602,0.4061,0.2392,0.458,4.8296,2e-06,9e-06,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,3.0,3,526.0,2608,302,-0.3523,0.4053,0.2335,0.4503,4.451,1.2e-05,4.6e-05,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,3.0,4,547.0,2468,295,-0.3511,0.429,0.235,0.4508,4.5918,7e-06,2.9e-05,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,3.0,5,578.0,2381,280,-0.342,0.4939,0.2356,0.475,5.1868,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,4.0,1,535.0,6591,668,-0.3755,0.6399,0.1969,0.4371,8.7075,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,4.0,2,653.0,3083,266,-0.3611,0.8265,0.1904,0.4812,6.9775,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,4.0,3,668.0,2626,241,-0.3768,0.7734,0.1813,0.4647,6.1848,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,4.0,4,683.0,2483,230,-0.4041,0.7313,0.1744,0.4391,5.572,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,1100,4.0,5,666.0,2354,243,-0.3877,0.5392,0.1763,0.3992,4.3859,1.7e-05,6.2e-05,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,1.0,1,44.0,1609,446,-0.4702,-0.3996,0.5538,0.4955,-13.4965,0.0,0.0,SURVIVES — time-stop recommended
MGC,1130,1.0,2,67.0,837,220,-0.4233,-0.3591,0.5412,0.5045,-8.1661,0.0,0.0,SURVIVES — time-stop recommended
MGC,1130,1.0,3,81.0,818,231,-0.4069,-0.3731,0.5465,0.4805,-8.4923,0.0,0.0,SURVIVES — time-stop recommended
MGC,1130,1.0,4,92.0,807,232,-0.3888,-0.3752,0.5514,0.4784,-8.5595,0.0,0.0,SURVIVES — time-stop recommended
MGC,1130,1.0,5,106.0,819,223,-0.3822,-0.3548,0.5446,0.4933,-7.934,0.0,0.0,SURVIVES — time-stop recommended
MGC,1130,1.5,1,80.0,1697,404,-0.474,-0.3023,0.4473,0.4653,-7.8907,0.0,0.0,SURVIVES — time-stop recommended
MGC,1130,1.5,2,160.0,872,192,-0.4484,-0.238,0.4197,0.474,-3.9924,9.3e-05,0.000284,SURVIVES — time-stop recommended
MGC,1130,1.5,3,200.0,868,184,-0.4361,-0.2075,0.4194,0.4891,-3.3819,0.00088,0.002071,SURVIVES — time-stop recommended
MGC,1130,1.5,4,215.0,854,190,-0.4236,-0.2348,0.4227,0.4684,-3.8666,0.000152,0.000451,SURVIVES — time-stop recommended
MGC,1130,1.5,5,214.0,849,192,-0.4101,-0.2522,0.4193,0.4531,-4.1412,5.2e-05,0.000171,SURVIVES — time-stop recommended
MGC,1130,2.0,1,160.0,1765,343,-0.4932,-0.1559,0.3626,0.4665,-3.1049,0.002062,0.004424,SURVIVES — time-stop recommended
MGC,1130,2.0,2,232.0,892,171,-0.4642,-0.1662,0.3453,0.4386,-2.2422,0.026239,0.041512,SURVIVES — time-stop recommended
MGC,1130,2.0,3,258.0,895,156,-0.4474,-0.0421,0.3441,0.4936,-0.5273,0.598762,0.648586,DIRECTIONAL (not significant)
MGC,1130,2.0,4,271.0,897,146,-0.4434,0.0303,0.3389,0.5205,0.36,0.71935,0.754961,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,2.0,5,273.0,886,152,-0.4247,-0.0234,0.342,0.4868,-0.2804,0.779568,0.811237,DIRECTIONAL (not significant)
MGC,1130,2.5,1,225.0,1807,301,-0.504,-0.0507,0.3038,0.4485,-0.8119,0.417487,0.481766,DIRECTIONAL (not significant)
MGC,1130,2.5,2,280.0,922,141,-0.4769,0.0677,0.2907,0.4752,0.6956,0.487826,0.548435,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,2.5,3,317.0,927,124,-0.4666,0.2209,0.2848,0.5323,2.0799,0.039614,0.060605,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,2.5,4,320.0,913,128,-0.453,0.2005,0.287,0.5078,1.8658,0.064383,0.094152,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,2.5,5,327.0,904,132,-0.4442,0.1661,0.2843,0.4848,1.5526,0.12294,0.166159,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,3.0,1,278.0,1874,235,-0.5184,0.2423,0.2599,0.5106,2.9589,0.003404,0.006882,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,3.0,2,334.0,947,115,-0.4782,0.3296,0.2534,0.513,2.6371,0.009527,0.0172,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,3.0,3,349.0,927,122,-0.474,0.2397,0.247,0.4672,1.947,0.053848,0.080881,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,3.0,4,362.0,920,119,-0.4367,0.3151,0.2587,0.4958,2.5212,0.01303,0.022277,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,3.0,5,369.0,907,125,-0.4551,0.1969,0.2437,0.44,1.5902,0.114327,0.156803,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,4.0,1,339.0,1908,197,-0.5185,0.4541,0.2075,0.4772,4.0705,6.8e-05,0.000216,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,4.0,2,408.0,945,112,-0.4848,0.3773,0.2,0.4196,2.4018,0.017977,0.029774,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,4.0,3,427.0,935,105,-0.4696,0.4225,0.2,0.4286,2.5749,0.011433,0.019914,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,4.0,4,435.0,916,110,-0.4805,0.2696,0.1932,0.3818,1.7121,0.089724,0.126329,NO-BENEFIT (avg_r_after >= 0)
MGC,1130,4.0,5,532.0,923,99,-0.4812,0.4443,0.1885,0.4343,2.6307,0.009896,0.017736,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,1.0,1,36.0,5805,1409,-0.3243,-0.339,0.559,0.4741,-17.8103,0.0,0.0,SURVIVES — time-stop recommended
MGC,1800,1.0,2,58.0,2779,579,-0.317,-0.3144,0.5293,0.4853,-10.4509,0.0,0.0,SURVIVES — time-stop recommended
MGC,1800,1.0,3,70.0,2424,534,-0.3065,-0.2812,0.5235,0.4944,-8.7345,0.0,0.0,SURVIVES — time-stop recommended
MGC,1800,1.0,4,74.0,2236,525,-0.29,-0.278,0.5255,0.4857,-8.3969,0.0,0.0,SURVIVES — time-stop recommended
MGC,1800,1.0,5,85.0,2139,506,-0.2844,-0.2622,0.5199,0.4901,-7.6897,0.0,0.0,SURVIVES — time-stop recommended
MGC,1800,1.5,1,71.0,6211,1157,-0.3539,-0.1888,0.4257,0.471,-7.2559,0.0,0.0,SURVIVES — time-stop recommended
MGC,1800,1.5,2,112.0,2922,484,-0.3361,-0.1652,0.4131,0.4669,-3.9749,8.1e-05,0.000254,SURVIVES — time-stop recommended
MGC,1800,1.5,3,125.0,2520,460,-0.3174,-0.1223,0.4147,0.4804,-2.8117,0.005139,0.009802,SURVIVES — time-stop recommended
MGC,1800,1.5,4,131.0,2325,443,-0.3064,-0.115,0.4125,0.474,-2.5438,0.011304,0.01976,SURVIVES — time-stop recommended
MGC,1800,1.5,5,149.0,2233,420,-0.2977,-0.1061,0.4066,0.4762,-2.275,0.023413,0.037394,SURVIVES — time-stop recommended
MGC,1800,2.0,1,123.0,6442,943,-0.3714,0.047,0.3449,0.4984,1.3368,0.181619,0.233961,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,2.0,2,172.0,2998,410,-0.3542,0.0268,0.3336,0.478,0.4911,0.623606,0.673531,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,2.0,3,178.0,2573,402,-0.3306,-0.0154,0.3389,0.4453,-0.2763,0.782482,0.81203,DIRECTIONAL (not significant)
MGC,1800,2.0,4,195.0,2379,378,-0.3352,0.0267,0.3291,0.4603,0.4568,0.648071,0.693894,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,2.0,5,205.0,2261,383,-0.3278,0.0078,0.3251,0.4465,0.1329,0.894335,0.904083,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,2.5,1,163.0,6516,865,-0.3839,0.1187,0.2885,0.4624,2.8184,0.004937,0.009466,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,2.5,2,217.0,3040,362,-0.3711,0.0914,0.2783,0.4365,1.3699,0.171579,0.222963,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,2.5,3,233.0,2643,323,-0.357,0.1724,0.2781,0.4551,2.3599,0.018874,0.031121,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,2.5,4,241.0,2421,323,-0.3691,0.1924,0.2677,0.4582,2.6066,0.00957,0.017235,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,2.5,5,258.0,2322,301,-0.3527,0.2705,0.27,0.485,3.5071,0.000522,0.00134,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,3.0,1,217.0,6626,744,-0.407,0.2597,0.2431,0.4556,5.0071,1e-06,5e-06,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,3.0,2,262.0,3094,299,-0.3989,0.3456,0.234,0.4615,4.0065,7.8e-05,0.000246,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,3.0,3,266.0,2662,283,-0.3767,0.3824,0.2363,0.47,4.2822,2.5e-05,8.8e-05,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,3.0,4,278.0,2455,269,-0.392,0.4283,0.2285,0.4721,4.5598,8e-06,3.2e-05,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,3.0,5,293.0,2354,250,-0.3696,0.4455,0.2328,0.472,4.5289,9e-06,3.5e-05,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,4.0,1,273.0,6718,620,-0.4301,0.6099,0.1889,0.4532,8.3603,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,4.0,2,312.0,3101,257,-0.4347,0.6056,0.179,0.4319,5.1601,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,4.0,3,320.0,2678,230,-0.4298,0.6508,0.1763,0.4391,5.1973,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,4.0,4,321.0,2463,220,-0.439,0.6448,0.1721,0.4318,4.9737,1e-06,5e-06,NO-BENEFIT (avg_r_after >= 0)
MGC,1800,4.0,5,324.0,2329,222,-0.4368,0.6273,0.17,0.4234,4.8388,2e-06,9e-06,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,1.0,1,28.0,6020,1249,-0.2767,-0.2243,0.5173,0.502,-10.097,0.0,0.0,SURVIVES — time-stop recommended
MGC,2300,1.0,2,36.0,2741,572,-0.2326,-0.2529,0.5272,0.4755,-7.5873,0.0,0.0,SURVIVES — time-stop recommended
MGC,2300,1.0,3,41.0,2313,520,-0.2162,-0.2299,0.527,0.4808,-6.462,0.0,0.0,SURVIVES — time-stop recommended
MGC,2300,1.0,4,48.0,2122,475,-0.2311,-0.2022,0.5123,0.4926,-5.3699,0.0,0.0,SURVIVES — time-stop recommended
MGC,2300,1.0,5,51.0,1980,477,-0.2219,-0.2182,0.5141,0.4759,-5.7381,0.0,0.0,SURVIVES — time-stop recommended
MGC,2300,1.5,1,44.0,6247,1098,-0.3082,-0.088,0.3973,0.4772,-2.9965,0.002793,0.005709,SURVIVES — time-stop recommended
MGC,2300,1.5,2,58.0,2804,494,-0.2623,-0.1192,0.4094,0.4494,-2.6778,0.007659,0.014137,SURVIVES — time-stop recommended
MGC,2300,1.5,3,71.0,2383,409,-0.2601,-0.048,0.3982,0.4743,-0.9563,0.339473,0.403022,DIRECTIONAL (not significant)
MGC,2300,1.5,4,76.0,2153,389,-0.2807,-0.0804,0.386,0.455,-1.5557,0.1206,0.163294,DIRECTIONAL (not significant)
MGC,2300,1.5,5,83.0,2025,373,-0.2617,-0.051,0.3931,0.4665,-0.9573,0.339033,0.403022,DIRECTIONAL (not significant)
MGC,2300,2.0,1,63.0,6336,964,-0.3117,0.0467,0.3292,0.4606,1.2545,0.209977,0.265875,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,2.0,2,86.0,2849,392,-0.2971,0.1167,0.3257,0.4745,1.9328,0.053978,0.080912,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,2.0,3,96.0,2374,354,-0.3059,0.063,0.3117,0.4492,0.9907,0.322502,0.387839,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,2.0,4,104.0,2158,321,-0.3395,0.0836,0.2943,0.4517,1.236,0.217366,0.273158,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,2.0,5,109.0,2008,310,-0.3096,0.0529,0.3078,0.4355,0.767,0.443689,0.509624,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,2.5,1,90.0,6445,759,-0.3557,0.2994,0.2653,0.4901,6.0834,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,2.5,2,110.0,2824,342,-0.3399,0.1564,0.2627,0.4298,2.1308,0.033823,0.052503,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,2.5,3,120.0,2359,296,-0.3521,0.1413,0.2493,0.4189,1.7777,0.076478,0.108919,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,2.5,4,125.0,2127,268,-0.374,0.1271,0.2398,0.4104,1.5156,0.130791,0.175175,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,2.5,5,131.0,1968,259,-0.3784,0.0666,0.2378,0.3938,0.7972,0.426072,0.490909,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,3.0,1,109.0,6444,661,-0.3863,0.4485,0.2219,0.4811,7.487,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,3.0,2,127.0,2800,312,-0.3733,0.2456,0.2193,0.4071,2.8292,0.004969,0.009503,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,3.0,3,159.0,2366,221,-0.4005,0.4812,0.202,0.4842,4.5766,8e-06,3.2e-05,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,3.0,4,136.0,2075,243,-0.4314,0.1879,0.1908,0.3868,1.9215,0.055847,0.083377,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,3.0,5,166.0,1945,204,-0.4351,0.2293,0.1902,0.3971,2.1242,0.034864,0.053894,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,4.0,1,144.0,6377,518,-0.4277,0.7098,0.1662,0.4537,8.4198,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,4.0,2,174.0,2760,220,-0.4463,0.6129,0.1569,0.4227,4.7188,4e-06,1.7e-05,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,4.0,3,179.0,2267,193,-0.4833,0.4806,0.1412,0.3834,3.4802,0.00062,0.001528,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,4.0,4,188.0,2028,177,-0.5366,0.2956,0.1262,0.3446,2.1558,0.032454,0.05059,NO-BENEFIT (avg_r_after >= 0)
MGC,2300,4.0,5,210.0,1889,153,-0.5343,0.3834,0.1281,0.3595,2.5235,0.012648,0.021724,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,1.0,1,52.0,3264,770,-0.363,-0.3225,0.5389,0.487,-12.4004,0.0,0.0,SURVIVES — time-stop recommended
MGC,CME_OPEN,1.0,2,67.0,1365,314,-0.3498,-0.3039,0.5275,0.4777,-7.1653,0.0,0.0,SURVIVES — time-stop recommended
MGC,CME_OPEN,1.0,3,79.0,1105,244,-0.3799,-0.2928,0.495,0.4713,-5.9244,0.0,0.0,SURVIVES — time-stop recommended
MGC,CME_OPEN,1.0,4,88.0,989,214,-0.3877,-0.2733,0.4793,0.4813,-5.1443,1e-06,5e-06,SURVIVES — time-stop recommended
MGC,CME_OPEN,1.0,5,93.0,924,201,-0.3703,-0.2612,0.4827,0.4925,-4.8078,3e-06,1.3e-05,SURVIVES — time-stop recommended
MGC,CME_OPEN,1.5,1,106.0,3138,487,-0.4587,-0.08,0.3636,0.5072,-1.8869,0.059764,0.088161,SURVIVES — time-stop recommended
MGC,CME_OPEN,1.5,2,121.0,1315,194,-0.4444,-0.1054,0.3544,0.4742,-1.5188,0.130451,0.175175,DIRECTIONAL (not significant)
MGC,CME_OPEN,1.5,3,139.0,1079,148,-0.4654,-0.0498,0.3318,0.5068,-0.626,0.532285,0.590367,DIRECTIONAL (not significant)
MGC,CME_OPEN,1.5,4,147.0,969,143,-0.4628,-0.0238,0.3302,0.5105,-0.2898,0.772423,0.804969,DIRECTIONAL (not significant)
MGC,CME_OPEN,1.5,5,152.0,902,141,-0.4337,-0.1232,0.3404,0.461,-1.5065,0.134188,0.179401,DIRECTIONAL (not significant)
MGC,CME_OPEN,2.0,1,149.0,3092,337,-0.5195,0.2015,0.2668,0.5371,3.2171,0.001421,0.003166,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,2.0,2,208.0,1317,144,-0.4646,0.1448,0.2802,0.5069,1.4942,0.137317,0.183254,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,2.0,3,232.0,1069,120,-0.5008,0.1496,0.2563,0.5083,1.4081,0.161709,0.211619,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,2.0,4,256.0,964,118,-0.4931,0.1607,0.2562,0.5,1.4623,0.146348,0.193911,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,2.0,5,363.0,910,104,-0.4781,0.1768,0.2582,0.5096,1.5235,0.130701,0.175175,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,2.5,1,228.0,3056,292,-0.5429,0.2725,0.214,0.4897,3.4834,0.000571,0.001434,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,2.5,2,346.0,1308,124,-0.4906,0.3112,0.2271,0.4919,2.5234,0.012896,0.022099,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,2.5,3,377.0,1058,110,-0.5151,0.304,0.2155,0.4909,2.3267,0.021832,0.03537,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,2.5,4,429.0,964,101,-0.5197,0.2458,0.2064,0.4653,1.8056,0.073993,0.105859,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,2.5,5,445.0,893,100,-0.5107,0.0731,0.206,0.42,0.5647,0.573533,0.626747,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,3.0,1,359.0,3036,254,-0.5814,0.3534,0.1716,0.4567,3.712,0.000253,0.000708,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,3.0,2,463.0,1298,104,-0.5214,0.4179,0.1864,0.4808,2.8098,0.005933,0.011173,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,3.0,3,502.0,1072,88,-0.5294,0.5143,0.1819,0.5114,3.1657,0.002133,0.004561,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,3.0,4,531.0,969,80,-0.5656,0.4263,0.1641,0.4875,2.5305,0.013378,0.022767,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,3.0,5,541.0,904,77,-0.5219,0.3868,0.1748,0.4805,2.3019,0.024084,0.038348,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,4.0,1,494.0,3008,214,-0.6012,0.5441,0.1303,0.4393,4.4135,1.6e-05,5.8e-05,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,4.0,2,588.0,1295,84,-0.5553,0.6047,0.1405,0.4405,2.9719,0.003871,0.007721,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,4.0,3,570.0,1055,84,-0.5571,0.319,0.1374,0.369,1.6497,0.102782,0.142662,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,4.0,4,603.0,960,75,-0.5656,0.404,0.1312,0.3867,1.9239,0.058215,0.086047,NO-BENEFIT (avg_r_after >= 0)
MGC,CME_OPEN,4.0,5,777.0,904,62,-0.5753,0.6945,0.125,0.4516,2.8304,0.006287,0.011751,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,1.0,1,38.0,5834,1468,-0.3118,-0.3604,0.5468,0.453,-19.2074,0.0,0.0,SURVIVES — time-stop recommended
MGC,LONDON_OPEN,1.0,2,62.0,2794,573,-0.2948,-0.2976,0.5304,0.4799,-9.5472,0.0,0.0,SURVIVES — time-stop recommended
MGC,LONDON_OPEN,1.0,3,73.0,2407,541,-0.2859,-0.2788,0.5231,0.4843,-8.5409,0.0,0.0,SURVIVES — time-stop recommended
MGC,LONDON_OPEN,1.0,4,80.0,2238,543,-0.2668,-0.2833,0.529,0.4751,-8.614,0.0,0.0,SURVIVES — time-stop recommended
MGC,LONDON_OPEN,1.0,5,88.0,2110,549,-0.2429,-0.2795,0.5355,0.4754,-8.5185,0.0,0.0,SURVIVES — time-stop recommended
MGC,LONDON_OPEN,1.5,1,75.0,6209,1207,-0.3408,-0.2115,0.4184,0.4524,-8.2709,0.0,0.0,SURVIVES — time-stop recommended
MGC,LONDON_OPEN,1.5,2,115.0,2902,499,-0.3022,-0.1492,0.4197,0.4689,-3.6076,0.00034,0.000921,SURVIVES — time-stop recommended
MGC,LONDON_OPEN,1.5,3,132.0,2485,476,-0.3007,-0.1612,0.4121,0.4538,-3.7514,0.000198,0.000567,SURVIVES — time-stop recommended
MGC,LONDON_OPEN,1.5,4,144.0,2333,450,-0.2822,-0.1056,0.4145,0.48,-2.3616,0.018621,0.030772,SURVIVES — time-stop recommended
MGC,LONDON_OPEN,1.5,5,167.0,2222,434,-0.2701,-0.0915,0.4131,0.4816,-1.9864,0.047621,0.072112,SURVIVES — time-stop recommended
