leader,follower,n_base,n_on,on_rate,avg_r_base,avg_r_on,avg_r_off,uplift_on_vs_off,wr_on,wr_off
M6E_1000,M2K_1100,1284,629,0.4898753894080997,-0.3210744548286603,-0.27426852146263914,-0.36602244274809165,0.09175392128545251,0.302066772655008,0.2549618320610687
MES_0900,MES_1000,1796,831,0.4626948775055679,-0.18779682628062364,-0.13850168471720822,-0.23024683937823834,0.09174515466103011,0.2972322503008424,0.2694300518134715
M2K_0900,M2K_0030,1031,506,0.49078564500484967,-0.249525509214355,-0.20417707509881422,-0.2932327619047619,0.08905568680594766,0.2549407114624506,0.22476190476190477
M6E_LONDON_OPEN,MES_US_EQUITY_OPEN,1097,550,0.5013673655423884,-0.09587356426618049,-0.052185999999999975,-0.13980073126142598,0.087614731261426,0.2909090909090909,0.26508226691042047
M2K_1000,MES_US_EQUITY_OPEN,1097,564,0.5141294439380127,-0.09587356426618047,-0.05385709219858155,-0.1403337711069418,0.08647667890836026,0.2907801418439716,0.26454033771106944
M2K_US_POST_EQUITY,M2K_0030,1031,375,0.36372453928225024,-0.249525509214355,-0.19568773333333336,-0.2803016768292683,0.08461394349593496,0.25866666666666666,0.22865853658536586
MES_0900,M2K_0030,1027,514,0.5004868549172347,-0.2466025316455696,-0.20507529182879378,-0.28821072124756336,0.08313542941876959,0.25486381322957197,0.22612085769980506
M2K_0900,MES_1000,1282,598,0.4664586583463339,-0.20441466458658344,-0.1600652173913044,-0.24318801169590643,0.08312279430460204,0.28929765886287623,0.2631578947368421
M2K_LONDON_OPEN,MES_CME_CLOSE,398,212,0.5326633165829145,-0.6258432160804018,-0.5874273584905659,-0.6696290322580645,0.08220167376749854,0.13679245283018868,0.10752688172043011
M2K_0900,M2K_LONDON_OPEN,1277,590,0.4620203602192639,-0.19923210649960846,-0.15502677966101694,-0.2371959243085881,0.08216914464757116,0.2983050847457627,0.2663755458515284
MES_US_EQUITY_OPEN,M2K_US_POST_EQUITY,985,495,0.5025380710659898,-0.15870192893401014,-0.11814040404040405,-0.19967734693877554,0.08153694289837149,0.2787878787878788,0.2530612244897959
M6E_US_DATA_OPEN,M6E_0030,1094,529,0.4835466179159049,-0.38030146252285185,-0.33836143667296786,-0.419569203539823,0.08120776686685516,0.2684310018903592,0.23008849557522124
M6E_1800,MES_LONDON_OPEN,1267,270,0.21310181531176006,-0.15829960536700868,-0.0968451851851852,-0.1749422266800401,0.07809704149485491,0.2962962962962963,0.2748244734202608
M6E_1100,M6E_US_POST_EQUITY,996,501,0.5030120481927711,-0.35162881526104417,-0.31354171656686625,-0.3901775757575758,0.07663585919070953,0.2634730538922156,0.2383838383838384
MES_0900,M2K_1100,1278,620,0.48513302034428796,-0.31992918622848193,-0.28065774193548376,-0.3569326747720365,0.07627493283655273,0.2870967741935484,0.270516717325228
MES_CME_OPEN,M2K_LONDON_OPEN,1271,192,0.15106215578284815,-0.19793721479150275,-0.13550937500000002,-0.20904578313253014,0.07353640813253012,0.3020833333333333,0.27803521779425394
MES_LONDON_OPEN,MES_CME_CLOSE,579,292,0.5043177892918825,-0.5753911917098445,-0.5392366438356164,-0.6121756097560975,0.0729389659204811,0.1541095890410959,0.1289198606271777
MES_1000,MES_US_EQUITY_OPEN,1519,798,0.5253456221198156,-0.14336866359447006,-0.10935626566416042,-0.1810134535367545,0.07165718787259408,0.2756892230576441,0.2538141470180305
M2K_LONDON_OPEN,MES_US_DATA_OPEN,1160,569,0.49051724137931035,-0.21097043103448282,-0.17469666080843588,-0.24589390862944166,0.07119724782100578,0.2741652021089631,0.2470389170896785
M2K_CME_OPEN,M6E_US_POST_EQUITY,996,143,0.14357429718875503,-0.35162881526104417,-0.29124265734265736,-0.3617521688159437,0.07050951147328632,0.2727272727272727,0.2473622508792497
M6E_1000,M6E_US_POST_EQUITY,996,519,0.5210843373493976,-0.35162881526104417,-0.3179023121387283,-0.3883249475890985,0.0704226354503702,0.26396917148362237,0.23689727463312368
M2K_LONDON_OPEN,M2K_CME_CLOSE,433,228,0.5265588914549654,-0.7626859122401849,-0.7299583333333335,-0.7990853658536585,0.06912703252032504,0.09649122807017543,0.07317073170731707
M2K_CME_OPEN,M6E_0030,1094,161,0.14716636197440586,-0.3803014625228519,-0.321967701863354,-0.3903676312968918,0.06839992943353779,0.2608695652173913,0.2465166130760986
M6E_LONDON_OPEN,M6E_US_EQUITY_OPEN,1125,549,0.488,-0.33112124444444435,-0.2961761384335156,-0.3644282986111111,0.0682521601775955,0.2750455373406193,0.2534722222222222
M6E_US_DATA_OPEN,M2K_US_POST_EQUITY,990,472,0.4767676767676768,-0.15672333333333333,-0.12116970338983048,-0.18911969111969115,0.06794998772986068,0.2775423728813559,0.25675675675675674
MES_1000,M2K_1000,1276,945,0.7405956112852664,-0.2659460031347962,-0.24851544973544976,-0.3157099697885196,0.06719452005306986,0.28359788359788357,0.27492447129909364
M6E_1800,M2K_0030,1031,513,0.49757516973811833,-0.249525509214355,-0.21626218323586743,-0.28246776061776063,0.0662055773818932,0.25146198830409355,0.2277992277992278
M2K_CME_OPEN,MES_LONDON_OPEN,1267,191,0.15074980268350435,-0.15829960536700868,-0.103213612565445,-0.16807788104089222,0.06486426847544721,0.29842931937172773,0.2760223048327137
M2K_0900,MES_1100,1278,644,0.5039123630672926,-0.31437949921752745,-0.28225791925465843,-0.34700772870662455,0.06474980945196612,0.2639751552795031,0.23501577287066247
MES_0900,M6E_1000,981,460,0.4689092762487258,-0.3836580020387359,-0.34962717391304354,-0.4137044145873321,0.06407724067428855,0.2608695652173913,0.23224568138195778
M2K_US_EQUITY_OPEN,MES_CME_CLOSE,398,182,0.457286432160804,-0.6258432160804018,-0.5910923076923077,-0.655124074074074,0.06403176638176633,0.13186813186813187,0.11574074074074074
M2K_US_DATA_OPEN,MES_US_DATA_OPEN,1160,823,0.7094827586206897,-0.2109704310344828,-0.1927944106925881,-0.2553587537091988,0.06256434301661071,0.2648845686512758,0.24925816023738873
MES_US_DATA_OPEN,M2K_CME_CLOSE,432,216,0.5,-0.7621365740740742,-0.731199074074074,-0.793074074074074,0.06187500000000001,0.09722222222222222,0.07407407407407407
M2K_US_DATA_OPEN,MES_US_EQUITY_OPEN,1097,548,0.4995442114858706,-0.09587356426618049,-0.06507700729927007,-0.12661402550091072,0.06153701820164065,0.2864963503649635,0.26958105646630237
M2K_0900,M6E_1000,985,449,0.4558375634517767,-0.3836589847715735,-0.3510939866369711,-0.41093824626865677,0.05984425963168566,0.2583518930957684,0.23507462686567165
M2K_LONDON_OPEN,M2K_US_DATA_OPEN,1160,571,0.49224137931034484,-0.22321844827586207,-0.19312224168126096,-0.2523949066213922,0.059272664940131226,0.28021015761821366,0.2546689303904924
M2K_1100,M2K_US_POST_EQUITY,990,486,0.4909090909090909,-0.15672333333333335,-0.1270020576131687,-0.1853831349206349,0.058381077307466195,0.2757201646090535,0.25793650793650796
M6E_US_DATA_OPEN,M6E_US_EQUITY_OPEN,1125,542,0.4817777777777778,-0.33112124444444435,-0.3009278597785978,-0.3591912521440824,0.058263392365484556,0.2785977859778598,0.2504288164665523
MES_US_DATA_OPEN,M2K_0030,1027,481,0.46835443037974683,-0.2466025316455696,-0.21576819126819125,-0.27376611721611716,0.05799792594792591,0.2494802494802495,0.2326007326007326
MES_LONDON_OPEN,M6E_US_POST_EQUITY,993,491,0.4944612286002014,-0.34966998992950654,-0.3206266802443992,-0.3780768924302788,0.05745021218587959,0.26476578411405294,0.23904382470119523
M2K_0900,M2K_CME_CLOSE,433,195,0.4503464203233256,-0.7626859122401848,-0.731431282051282,-0.7882936974789916,0.056862415427709534,0.09743589743589744,0.07563025210084033
MES_CME_OPEN,M6E_1000,981,157,0.1600407747196738,-0.3836580020387359,-0.336247770700637,-0.39269126213592226,0.056443491435285265,0.2929936305732484,0.2366504854368932
M6E_LONDON_OPEN,M2K_0030,1031,492,0.4772065955383123,-0.249525509214355,-0.22009085365853656,-0.2763935064935065,0.05630265283496996,0.24796747967479674,0.23191094619666047
MES_1000,M2K_0030,1027,514,0.5004868549172347,-0.2466025316455696,-0.21848307392996108,-0.27477680311890834,0.05629372918894726,0.2490272373540856,0.23196881091617932
M6E_1000,MES_1000,1282,560,0.43681747269890797,-0.20441466458658342,-0.17300732142857145,-0.22877493074792243,0.055767609319350986,0.28214285714285714,0.27008310249307477
M2K_CME_OPEN,M2K_1100,1284,194,0.15109034267912771,-0.3210744548286603,-0.2743365979381443,-0.32939293577981643,0.05505633784167213,0.28865979381443296,0.2761467889908257
M2K_CME_CLOSE,MES_CME_CLOSE,398,276,0.6934673366834171,-0.625843216080402,-0.6090742753623187,-0.6637795081967214,0.05470523283440265,0.12681159420289856,0.11475409836065574
MES_LONDON_OPEN,MES_US_EQUITY_OPEN,1519,741,0.4878209348255431,-0.14336866359447004,-0.11577786774628879,-0.1696473007712082,0.05386943302491942,0.2739541160593792,0.2570694087403599
M6E_LONDON_OPEN,M2K_US_EQUITY_OPEN,840,412,0.49047619047619045,-0.28044749999999996,-0.2538487864077669,-0.3060518691588785,0.052203082751111574,0.22815533980582525,0.21261682242990654
M6E_1000,MES_1100,1278,612,0.4788732394366197,-0.31437949921752745,-0.2874287581699347,-0.33914504504504506,0.05171628687511037,0.25980392156862747,0.24024024024024024
MES_US_POST_EQUITY,M6E_0030,1090,348,0.3192660550458716,-0.3780273394495413,-0.3432037356321839,-0.39435970350404315,0.05115596787185922,0.26436781609195403,0.24258760107816713
M6E_LONDON_OPEN,MES_0030,1132,573,0.5061837455830389,-0.12134558303886929,-0.0962476439790576,-0.14707209302325583,0.05082444904419822,0.28272251308900526,0.26833631484794274
MES_1000,M6E_US_POST_EQUITY,993,522,0.525679758308157,-0.34966998992950654,-0.3262229885057471,-0.37565583864118895,0.04943285013544185,0.25862068965517243,0.24416135881104034
MES_LONDON_OPEN,M2K_CME_CLOSE,432,210,0.4861111111111111,-0.7621365740740741,-0.7373152380952381,-0.7856162162162162,0.04830097812097811,0.09523809523809523,0.07657657657657657
MES_LONDON_OPEN,MES_US_POST_EQUITY,1542,774,0.5019455252918288,-0.14013618677042802,-0.11613449612403103,-0.164325390625,0.048190894500968987,0.28165374677002586,0.2643229166666667
M6E_1800,M6E_US_DATA_OPEN,1024,525,0.5126953125,-0.39325761718749996,-0.3703731428571429,-0.41733446893787574,0.046961326080732835,0.25142857142857145,0.23046092184368738
M6E_1800,MES_US_DATA_OPEN,1160,581,0.5008620689655172,-0.21097043103448282,-0.18764561101549052,-0.23437582037996546,0.046730209364474945,0.2667814113597246,0.2538860103626943
M6E_1000,MES_0030,1132,560,0.49469964664310956,-0.12134558303886926,-0.09789053571428571,-0.14430856643356643,0.04641803071928072,0.2839285714285714,0.2674825174825175
M2K_US_EQUITY_OPEN,M6E_US_POST_EQUITY,996,482,0.4839357429718876,-0.35162881526104417,-0.3280531120331951,-0.37373677042801556,0.04568365839482047,0.25933609958506226,0.24319066147859922
M6E_1100,M6E_1800,1252,653,0.5215654952076677,-0.34747292332268365,-0.32570091883614094,-0.3712076794657763,0.04550676062963538,0.27411944869831545,0.25041736227045075
MES_1000,M6E_US_EQUITY_OPEN,1121,544,0.4852809991079393,-0.3287345227475468,-0.30542536764705885,-0.3507105719237435,0.04528520427668464,0.27205882352941174,0.2582322357019064
MES_1000,MES_US_DATA_OPEN,1654,812,0.4909310761789601,-0.18430308343409918,-0.16140012315270938,-0.20639002375296914,0.04498990060025976,0.28078817733990147,0.27078384798099764
M2K_US_POST_EQUITY,MES_0030,1132,387,0.3418727915194346,-0.12134558303886929,-0.09185426356589144,-0.13666523489932889,0.04481097133343745,0.2868217054263566,0.2697986577181208
MES_0900,M6E_US_DATA_OPEN,1019,491,0.4818449460255152,-0.3921321884200196,-0.36896415478615074,-0.4136767045454546,0.04471254975930383,0.2525458248472505,0.23106060606060605
MES_1000,M6E_0030,1090,536,0.4917431192660551,-0.3780273394495413,-0.3554972014925374,-0.39982545126353797,0.04432824977100058,0.2574626865671642,0.24187725631768953
M2K_1000,M6E_US_POST_EQUITY,996,513,0.5150602409638554,-0.35162881526104417,-0.33037816764132555,-0.3741993788819877,0.04382121124066213,0.2553606237816764,0.2463768115942029
M6E_LONDON_OPEN,M6E_1800,1252,878,0.7012779552715654,-0.34747292332268354,-0.3346317767653759,-0.3776187165775401,0.04298693981216417,0.26651480637813213,0.2540106951871658
M2K_1000,M6E_US_EQUITY_OPEN,1125,571,0.5075555555555555,-0.33112124444444435,-0.31016619964973735,-0.35271931407942236,0.04255311442968501,0.2714535901926445,0.2563176895306859
M6E_US_DATA_OPEN,M2K_0030,1031,483,0.4684772065955383,-0.249525509214355,-0.2272254658385093,-0.2691804744525548,0.04195500861404547,0.2463768115942029,0.23357664233576642
M2K_0900,M6E_US_EQUITY_OPEN,1125,536,0.47644444444444445,-0.33112124444444435,-0.30930298507462683,-0.35097623089983027,0.04167324582520343,0.27238805970149255,0.2563667232597623
MES_CME_OPEN,M2K_1100,1278,196,0.15336463223787167,-0.31992918622848193,-0.2847423469387755,-0.32630314232902025,0.041560795390244765,0.28061224489795916,0.27818853974122
MES_1000,MES_US_POST_EQUITY,1542,770,0.4993514915693904,-0.14013618677042802,-0.11946688311688308,-0.16075194300518136,0.04128505988829828,0.2792207792207792,0.266839378238342
M2K_0900,M2K_1100,1284,626,0.48753894080996885,-0.3210744548286603,-0.3002031948881789,-0.3409306990881459,0.04072750419996696,0.28434504792332266,0.27203647416413373
MES_US_EQUITY_OPEN,M2K_US_EQUITY_OPEN,836,447,0.534688995215311,-0.27700466507177035,-0.2580668903803132,-0.2987660668380463,0.04069917645773308,0.22595078299776286,0.2159383033419023
M2K_1100,MES_0030,1132,570,0.5035335689045937,-0.12134558303886929,-0.10121491228070174,-0.14176281138790034,0.040547899107198596,0.2824561403508772,0.26868327402135234
M6E_1800,MES_0030,1132,575,0.5079505300353356,-0.12134558303886926,-0.10150139130434782,-0.14183105924596048,0.04032966794161266,0.2817391304347826,0.26929982046678635
MES_0030,M6E_US_POST_EQUITY,993,203,0.20443101711983888,-0.34966998992950654,-0.3178783251231527,-0.3578392405063291,0.039960915383176365,0.2561576354679803,0.25063291139240507
MES_CME_OPEN,MES_1100,1787,282,0.1578063794068271,-0.2753017347509793,-0.24250354609929076,-0.2814473089700997,0.03894376287080892,0.2765957446808511,0.26112956810631227
MES_1100,M2K_US_DATA_OPEN,1154,591,0.5121317157712305,-0.22114913344887346,-0.20292335025380714,-0.24028134991119002,0.03735799965738287,0.2707275803722504,0.26465364120781526
M2K_0900,M6E_US_POST_EQUITY,996,467,0.46887550200803213,-0.35162881526104417,-0.3321319057815847,-0.36884064272211714,0.03670873694053245,0.25910064239828695,0.2438563327032136
M2K_1000,MES_1100,1278,625,0.4890453834115806,-0.31437949921752745,-0.29569520000000005,-0.3322626339969373,0.03656743399693724,0.256,0.2434915773353752
M6E_1100,MES_US_DATA_OPEN,1160,592,0.5103448275862069,-0.2109704310344828,-0.19350337837837842,-0.22917552816901407,0.035672149790635654,0.2652027027027027,0.25528169014084506
MES_0030,M6E_0030,1090,481,0.44128440366972477,-0.3780273394495413,-0.3582182952182953,-0.393672906403941,0.03545461118564569,0.25363825363825365,0.24630541871921183
M6E_0030,M2K_US_POST_EQUITY,990,170,0.1717171717171717,-0.15672333333333333,-0.12859882352941177,-0.16255402439024388,0.03395520086083212,0.27647058823529413,0.2646341463414634
M6E_1800,M6E_0030,1094,540,0.4936014625228519,-0.38030146252285185,-0.3635933333333334,-0.39658736462093863,0.03299403128760525,0.2537037037037037,0.24368231046931407
M6E_LONDON_OPEN,MES_CME_CLOSE,398,184,0.4623115577889447,-0.625843216080402,-0.6081440217391304,-0.6410612149532711,0.03291719321414066,0.13043478260869565,0.11682242990654206
MES_0030,M2K_US_EQUITY_OPEN,836,179,0.21411483253588517,-0.27700466507177035,-0.2511731843575419,-0.2840424657534247,0.0328692813958828,0.22905027932960895,0.2191780821917808
M6E_1000,M6E_1800,1252,586,0.4680511182108626,-0.3474729233226836,-0.3301404436860068,-0.36272342342342345,0.03258297973741664,0.2645051194539249,0.26126126126126126
M2K_US_DATA_OPEN,M2K_CME_CLOSE,433,229,0.5288683602771362,-0.7626859122401849,-0.7476825327510916,-0.7795279411764705,0.03184540842537886,0.09170305676855896,0.0784313725490196
M6E_US_DATA_OPEN,M6E_US_POST_EQUITY,996,503,0.5050200803212851,-0.35162881526104417,-0.33599662027833005,-0.36757809330628805,0.031581473027957996,0.25646123260437376,0.24543610547667344
M6E_LONDON_OPEN,M2K_CME_CLOSE,433,199,0.45958429561200925,-0.7626859122401849,-0.7458115577889448,-0.7770363247863248,0.03122476699737997,0.09045226130653267,0.0811965811965812
M6E_US_EQUITY_OPEN,MES_0030,1132,553,0.48851590106007065,-0.12134558303886926,-0.10568408679927671,-0.13630379965457684,0.03061971285530013,0.2820976491862568,0.2694300518134715
MES_0900,M2K_1000,1276,616,0.4827586206896552,-0.2659460031347962,-0.2502556818181818,-0.280590303030303,0.030334621212121216,0.2857142857142857,0.2772727272727273
MES_US_POST_EQUITY,M2K_0030,1027,361,0.35150925024342744,-0.24660253164556964,-0.22716842105263155,-0.2571366366366366,0.02996821558400506,0.24930747922437674,0.23573573573573572
M6E_1000,M6E_US_DATA_OPEN,1024,506,0.494140625,-0.39325761718749985,-0.37843003952569176,-0.40774169884169886,0.0293116593160071,0.2450592885375494,0.23745173745173745
M2K_US_DATA_OPEN,M2K_0030,1031,479,0.46459747817652763,-0.249525509214355,-0.2341876826722338,-0.2628349637681159,0.028647281095882077,0.24425887265135698,0.23550724637681159
M2K_1000,MES_CME_CLOSE,398,194,0.48743718592964824,-0.6258432160804018,-0.611312886597938,-0.6396612745098039,0.02834838791186589,0.12886597938144329,0.11764705882352941
MES_1100,M2K_0030,1027,507,0.4936708860759494,-0.2466025316455696,-0.23230710059171597,-0.26054057692307686,0.02823347633136089,0.2465483234714004,0.23461538461538461
MES_LONDON_OPEN,M6E_US_EQUITY_OPEN,1121,566,0.5049063336306869,-0.3287345227475468,-0.3148074204946996,-0.3429376576576577,0.028130237162958094,0.2703180212014134,0.2594594594594595
MES_US_EQUITY_OPEN,M2K_CME_CLOSE,432,206,0.47685185185185186,-0.7621365740740742,-0.7476893203883496,-0.7753053097345133,0.027615989346163716,0.09223300970873786,0.07964601769911504
M2K_1100,MES_US_DATA_OPEN,1160,593,0.5112068965517241,-0.21097043103448282,-0.19838684654300168,-0.2241310405643739,0.025744194021372235,0.26475548060708265,0.25573192239858905
MES_CME_OPEN,M2K_1000,1276,192,0.15047021943573669,-0.2659460031347962,-0.2441875,-0.2697999077490774,0.025612407749077415,0.2916666666666667,0.279520295202952
M6E_1800,M6E_LONDON_OPEN,1253,522,0.4166001596169194,-0.2796745411013567,-0.265713601532567,-0.2896439124487004,0.0239303109161334,0.29118773946360155,0.2818057455540356
M6E_US_POST_EQUITY,MES_CME_CLOSE,398,195,0.4899497487437186,-0.6258432160804019,-0.6137441025641025,-0.6374655172413792,0.02372141467727673,0.1282051282051282,0.11822660098522167
M6E_1800,M2K_US_POST_EQUITY,990,500,0.5050505050505051,-0.15672333333333333,-0.1450124,-0.16867326530612245,0.023660865306122436,0.27,0.26326530612244897
M6E_0030,MES_0030,1132,522,0.46113074204946997,-0.12134558303886929,-0.10867777777777778,-0.13218590163934427,0.02350812386156649,0.2796934865900383,0.2721311475409836
M2K_US_DATA_OPEN,M6E_US_EQUITY_OPEN,1125,512,0.45511111111111113,-0.33112124444444435,-0.31852265625000004,-0.3416440456769984,0.023121389426998373,0.26953125,0.25938009787928223
MES_1000,M2K_CME_CLOSE,432,224,0.5185185185185185,-0.7621365740740742,-0.7510205357142858,-0.7741076923076923,0.023087156593406433,0.08928571428571429,0.08173076923076923
MES_US_POST_EQUITY,M2K_US_POST_EQUITY,985,586,0.5949238578680203,-0.15870192893401017,-0.14941825938566547,-0.17233659147869673,0.022918332093031263,0.26791808873720135,0.2631578947368421
M2K_1000,M6E_LONDON_OPEN,1253,620,0.4948124501197127,-0.2796745411013567,-0.2687395161290323,-0.2903849921011059,0.021645475972073613,0.29193548387096774,0.2796208530805687
M2K_1000,M2K_0030,1031,517,0.501454898157129,-0.249525509214355,-0.23886266924564795,-0.26025058365758746,0.021387914411939518,0.24177949709864605,0.23735408560311283
MES_1100,MES_US_DATA_OPEN,1654,854,0.5163240628778718,-0.18430308343409918,-0.1743406323185012,-0.19493800000000003,0.020597367681498835,0.2775175644028103,0.27375
M2K_US_EQUITY_OPEN,M2K_CME_CLOSE,433,207,0.4780600461893764,-0.7626859122401849,-0.7520236714975845,-0.7724517699115043,0.020428098413919793,0.09178743961352658,0.07964601769911504
M2K_LONDON_OPEN,M2K_US_EQUITY_OPEN,840,421,0.5011904761904762,-0.28044749999999996,-0.27035201900237527,-0.29059116945107394,0.020239150448698673,0.22327790973871733,0.2171837708830549
M6E_1800,MES_US_POST_EQUITY,1080,561,0.5194444444444445,-0.1318489814814815,-0.12245151515151513,-0.14200693641618498,0.019555421264669845,0.2727272727272727,0.2697495183044316
MES_LONDON_OPEN,MES_0030,1585,785,0.4952681388012618,-0.1373372239747634,-0.12768089171974523,-0.14681249999999998,0.019131608280254758,0.2764331210191083,0.27
MES_US_EQUITY_OPEN,MES_0030,1585,1069,0.6744479495268139,-0.13733722397476342,-0.13111814780168385,-0.15022131782945736,0.01910317002777351,0.27408793264733394,0.2713178294573643
MES_0900,MES_US_POST_EQUITY,1542,722,0.4682230869001297,-0.14013618677042802,-0.1312814404432133,-0.14793268292682926,0.016651242483615963,0.2742382271468144,0.27195121951219514
M2K_US_POST_EQUITY,M6E_0030,1094,334,0.3053016453382084,-0.3803014625228519,-0.36914550898203596,-0.3852042105263158,0.016058701544279852,0.25748502994011974,0.24473684210526317
M2K_0900,M2K_1000,1282,596,0.46489859594383776,-0.2654617784711388,-0.25719748322147645,-0.2726418367346939,0.015444353513217435,0.28523489932885904,0.2784256559766764
M2K_0900,MES_LONDON_OPEN,1267,592,0.46724546172059983,-0.15829960536700868,-0.15027567567567568,-0.1653368888888889,0.015061213213213215,0.28378378378378377,0.27555555555555555
M2K_1100,M6E_0030,1094,559,0.5109689213893968,-0.3803014625228519,-0.37300679785330954,-0.3879233644859813,0.014916566632671768,0.2522361359570662,0.24485981308411214
M2K_1000,M6E_US_DATA_OPEN,1024,545,0.5322265625,-0.39325761718749996,-0.38629266055045874,-0.4011822546972861,0.014889594146827334,0.24770642201834864,0.23382045929018788
M6E_LONDON_OPEN,MES_US_DATA_OPEN,1160,606,0.5224137931034483,-0.21097043103448276,-0.20406518151815176,-0.21852382671480142,0.014458645196649661,0.2623762376237624,0.2581227436823105
M2K_US_EQUITY_OPEN,M6E_0030,1094,560,0.5118829981718465,-0.38030146252285185,-0.3732767857142857,-0.38766816479400756,0.014391379079721878,0.2517857142857143,0.24531835205992508
MES_LONDON_OPEN,M2K_US_EQUITY_OPEN,836,421,0.5035885167464115,-0.27700466507177035,-0.2710320665083135,-0.28306361445783124,0.012031547949517718,0.22327790973871733,0.21927710843373494
M6E_US_POST_EQUITY,M2K_CME_CLOSE,433,223,0.5150115473441108,-0.7626859122401848,-0.7568914798206277,-0.7688390476190476,0.011947567798419989,0.08968609865470852,0.08095238095238096
M6E_1000,M6E_0030,1094,549,0.5018281535648994,-0.3803014625228519,-0.37473242258652095,-0.38591137614678905,0.011178953560268101,0.2495446265938069,0.24770642201834864
M2K_CME_OPEN,M6E_US_EQUITY_OPEN,1125,161,0.1431111111111111,-0.3311212444444444,-0.321967701863354,-0.33265,0.010682298136646007,0.2608695652173913,0.2645228215767635
M2K_CME_OPEN,M2K_1000,1282,198,0.1544461778471139,-0.2654617784711388,-0.25673585858585857,-0.26705562730627297,0.010319768720414402,0.29292929292929293,0.279520295202952
MES_0900,M2K_LONDON_OPEN,1271,590,0.46420141620771044,-0.19793721479150275,-0.19246949152542375,-0.20267430249632895,0.010204810970905198,0.2864406779661017,0.2775330396475771
M6E_US_DATA_OPEN,M2K_CME_CLOSE,433,222,0.5127020785219399,-0.7626859122401848,-0.7578355855855857,-0.7677890995260663,0.009953513940480607,0.08558558558558559,0.08530805687203792
MES_1100,M2K_US_POST_EQUITY,985,497,0.5045685279187817,-0.15870192893401014,-0.15408832997987928,-0.16340061475409837,0.009312284774219082,0.2676056338028169,0.26434426229508196
M2K_CME_OPEN,MES_1000,1282,209,0.16302652106084242,-0.20441466458658342,-0.1970703349282297,-0.20584520037278656,0.008774865444556856,0.27751196172248804,0.2749301025163094
MES_US_DATA_OPEN,M2K_US_POST_EQUITY,985,481,0.4883248730964467,-0.15870192893401014,-0.15445821205821206,-0.16275198412698416,0.008293772068772104,0.2681912681912682,0.2638888888888889
MES_US_EQUITY_OPEN,M2K_0030,1027,553,0.5384615384615384,-0.24660253164556964,-0.24315461121157325,-0.25062510548523204,0.007470494273658784,0.24050632911392406,0.24050632911392406
M2K_1100,M6E_1800,1252,613,0.48961661341853036,-0.34747292332268365,-0.34371044045677,-0.3510823161189359,0.007371875662165905,0.265905383360522,0.2597809076682316
M2K_US_DATA_OPEN,M6E_0030,1094,532,0.48628884826325414,-0.38030146252285185,-0.37655244360902257,-0.3838503558718862,0.007297912262863637,0.25,0.24733096085409254
M2K_US_EQUITY_OPEN,MES_US_EQUITY_OPEN,1097,643,0.5861440291704649,-0.09587356426618049,-0.093199533437014,-0.09966079295154184,0.006461259514527848,0.27682737169517885,0.27973568281938327
M2K_LONDON_OPEN,MES_0030,1132,564,0.49823321554770317,-0.12134558303886929,-0.11815514184397163,-0.12451355633802813,0.006358414494056497,0.2765957446808511,0.2746478873239437
M2K_CME_OPEN,M6E_1000,985,159,0.16142131979695432,-0.38365898477157345,-0.3784075471698114,-0.38466985472154963,0.006262307551738233,0.27672955974842767,0.2397094430992736
M2K_1100,M2K_0030,1031,525,0.5092143549951503,-0.249525509214355,-0.24688247619047615,-0.2522677865612648,0.005385310370788654,0.2419047619047619,0.23715415019762845
M2K_0030,M2K_CME_CLOSE,433,207,0.4780600461893764,-0.7626859122401848,-0.7602342995169082,-0.7649314159292034,0.004697116412295199,0.08695652173913043,0.084070796460177
MES_US_DATA_OPEN,MES_CME_CLOSE,579,282,0.48704663212435234,-0.5753911917098445,-0.5731056737588651,-0.5775612794612796,0.0044556057024144335,0.1453900709219858,0.13804713804713806
MES_1000,MES_CME_CLOSE,579,271,0.4680483592400691,-0.5753911917098445,-0.5730741697416973,-0.5774298701298701,0.00435570038817279,0.14022140221402213,0.14285714285714285
M2K_0030,MES_CME_CLOSE,398,180,0.45226130653266333,-0.625843216080402,-0.6236472222222222,-0.6276564220183487,0.004009199796126461,0.12222222222222222,0.12385321100917432
M6E_1000,MES_LONDON_OPEN,1267,652,0.5146014206787688,-0.1582996053670087,-0.15645889570552146,-0.16025105691056912,0.0037921612050476616,0.2776073619631902,0.2813008130081301
M6E_1100,M6E_LONDON_OPEN,1253,630,0.5027932960893855,-0.2796745411013567,-0.27779523809523815,-0.28157495987158915,0.003779721776350997,0.2873015873015873,0.2841091492776886
M2K_1000,M6E_0030,1094,539,0.4926873857404022,-0.38030146252285185,-0.3790929499072357,-0.3814751351351351,0.0023821852278994027,0.2504638218923933,0.24684684684684685
M6E_1800,M2K_CME_CLOSE,433,208,0.48036951501154734,-0.7626859122401848,-0.761491826923077,-0.7637897777777778,0.0022979508547007477,0.08653846153846154,0.08444444444444445
