leader,follower,n_base,n_on,on_rate,avg_r_base,avg_r_on,avg_r_off,uplift_on_vs_off,wr_on,wr_off
M2K_CME_OPEN,M2K_0900,1223,384,0.31398201144726084,-0.37830490596892885,-0.27584817708333337,-0.42519809296781874,0.14934991588448537,0.25,0.2467222884386174
MES_LONDON_OPEN,M6E_US_DATA_OPEN,1019,495,0.4857703631010795,-0.39213218842001957,-0.3157630303030303,-0.4642748091603053,0.14851177885727496,0.2727272727272727,0.21183206106870228
MES_0900,MES_1100,1787,889,0.4974818130945719,-0.27530173475097935,-0.20382058492688415,-0.34606648106904236,0.1422458961421582,0.29021372328458944,0.23719376391982183
MES_LONDON_OPEN,M2K_LONDON_OPEN,1271,906,0.7128245476003147,-0.19793721479150275,-0.15774249448123623,-0.29770821917808227,0.13996572469684604,0.293598233995585,0.25205479452054796
M6E_LONDON_OPEN,MES_LONDON_OPEN,1267,567,0.44751381215469616,-0.15829960536700868,-0.08135114638447973,-0.22062785714285715,0.13927671075837744,0.30335097001763667,0.26
MES_US_DATA_OPEN,M6E_US_EQUITY_OPEN,1121,506,0.4513826940231936,-0.3287345227475468,-0.25470691699604747,-0.38964178861788623,0.13493487162183876,0.29446640316205536,0.24065040650406505
MES_US_POST_EQUITY,M2K_CME_CLOSE,432,207,0.4791666666666667,-0.7621365740740741,-0.6921309178743962,-0.8265417777777778,0.13441085990338164,0.1111111111111111,0.06222222222222222
MES_LONDON_OPEN,MES_US_DATA_OPEN,1654,835,0.5048367593712213,-0.1843030834340992,-0.11857281437125747,-0.2513174603174604,0.13274464594620292,0.2994011976047904,0.2515262515262515
M6E_US_EQUITY_OPEN,MES_US_EQUITY_OPEN,1097,485,0.4421148587055606,-0.09587356426618047,-0.023609896907216505,-0.15314133986928105,0.12953144296206454,0.29896907216494845,0.26143790849673204
M2K_1000,MES_US_POST_EQUITY,1080,527,0.487962962962963,-0.1318489814814815,-0.06617058823529413,-0.19443942133815556,0.1282688331028614,0.2922201138519924,0.2513562386980108
M6E_1800,MES_US_EQUITY_OPEN,1097,546,0.4977210574293528,-0.09587356426618049,-0.03306630036630035,-0.15811088929219602,0.12504458892589568,0.2967032967032967,0.2595281306715064
M2K_LONDON_OPEN,MES_US_EQUITY_OPEN,1097,548,0.4995442114858706,-0.09587356426618047,-0.03377080291970802,-0.1578632058287796,0.12409240290907159,0.29744525547445255,0.2586520947176685
M2K_1000,M2K_US_DATA_OPEN,1160,568,0.4896551724137931,-0.223218448275862,-0.1612669014084507,-0.2826584459459459,0.1213915445374952,0.2869718309859155,0.2483108108108108
M2K_CME_OPEN,MES_0900,1214,251,0.20675453047775946,-0.3100649093904449,-0.2172250996015936,-0.3342630321910696,0.11703793258947601,0.2589641434262948,0.24922118380062305
MES_0030,M2K_US_POST_EQUITY,985,184,0.18680203045685279,-0.15870192893401014,-0.0654413043478261,-0.18012509363295878,0.11468378928513269,0.29347826086956524,0.2596754057428215
M2K_US_POST_EQUITY,MES_US_POST_EQUITY,1080,701,0.649074074074074,-0.1318489814814815,-0.09259600570613408,-0.2044514511873351,0.11185544548120102,0.28245363766048504,0.25065963060686014
M2K_0030,M6E_0030,1094,524,0.4789762340036563,-0.38030146252285185,-0.32244751908396946,-0.4334864912280702,0.11103897214410074,0.26908396946564883,0.22982456140350876
MES_LONDON_OPEN,M2K_US_POST_EQUITY,985,484,0.49137055837563454,-0.15870192893401014,-0.10247272727272724,-0.2130231536926148,0.11055042641988755,0.2830578512396694,0.249500998003992
MES_1000,MES_0030,1585,844,0.5324921135646687,-0.1373372239747634,-0.0858899289099526,-0.1959357624831309,0.1100458335731783,0.2890995260663507,0.2550607287449393
MES_1100,M2K_1100,1278,960,0.7511737089201878,-0.3199291862284819,-0.2926406249999999,-0.402309748427673,0.1096691234276731,0.2833333333333333,0.2641509433962264
MES_US_DATA_OPEN,M6E_US_POST_EQUITY,993,504,0.5075528700906344,-0.34966998992950654,-0.29785615079365085,-0.40307321063394685,0.105217059840296,0.2718253968253968,0.2310838445807771
M2K_1000,M2K_US_EQUITY_OPEN,840,415,0.49404761904761907,-0.28044749999999996,-0.2274404819277108,-0.332207294117647,0.10476681218993619,0.236144578313253,0.20470588235294118
M6E_US_DATA_OPEN,M2K_US_EQUITY_OPEN,840,384,0.45714285714285713,-0.28044749999999996,-0.22461874999999998,-0.3274611842105263,0.1028424342105263,0.23697916666666666,0.20614035087719298
M2K_LONDON_OPEN,M6E_US_DATA_OPEN,1024,506,0.494140625,-0.39325761718749985,-0.34302035573122536,-0.4423310810810811,0.09931072534985574,0.2608695652173913,0.222007722007722
M6E_US_POST_EQUITY,MES_0030,1132,394,0.3480565371024735,-0.12134558303886926,-0.05742944162436546,-0.1554688346883469,0.09803939306398145,0.2969543147208122,0.26422764227642276
M6E_1000,M2K_LONDON_OPEN,1277,635,0.49725920125293654,-0.1992321064996084,-0.15005653543307085,-0.24787149532710276,0.09781495989403191,0.2992125984251969,0.2632398753894081
MES_US_POST_EQUITY,MES_0030,1585,563,0.35520504731861197,-0.13733722397476342,-0.07515559502664297,-0.17159187866927592,0.09643628364263294,0.2966252220248668,0.2602739726027397
M2K_0030,M6E_US_POST_EQUITY,996,197,0.19779116465863453,-0.35162881526104417,-0.2747086294416244,-0.37059411764705885,0.09588548820543447,0.27411167512690354,0.2453066332916145
M2K_1000,MES_US_DATA_OPEN,1160,570,0.49137931034482757,-0.21097043103448282,-0.16252666666666665,-0.25777203389830505,0.0952453672316384,0.2754385964912281,0.2457627118644068
MES_US_EQUITY_OPEN,MES_US_POST_EQUITY,1542,787,0.5103761348897535,-0.14013618677042802,-0.09460914866581956,-0.18759284768211923,0.09298369901629967,0.28716645489199494,0.2582781456953642
M2K_US_EQUITY_OPEN,M6E_US_EQUITY_OPEN,1125,485,0.4311111111111111,-0.33112124444444435,-0.27871608247422686,-0.37083453125,0.09211844877577313,0.2824742268041237,0.25
