symbol,session,rr_target,confirm_bars,n_winners,sample_class,session_max_min,t50,t80,t90,t95,t_max_obs,dead_exposure_min
MES,US_POST_EQUITY,2.0,3,351,CORE,180,80.0,212.0,272.0,315.0,470.0,-32.0
MES,US_POST_EQUITY,2.0,4,356,CORE,180,84.0,203.0,273.0,315.0,507.0,-23.0
MES,US_POST_EQUITY,2.0,5,331,CORE,180,93.0,221.0,290.0,326.0,506.0,-41.0
MES,US_POST_EQUITY,2.5,1,651,CORE,180,63.0,175.0,256.0,304.0,473.0,5.0
MES,US_POST_EQUITY,2.5,2,292,CORE,180,89.0,233.0,294.0,332.0,473.0,-53.0
MES,US_POST_EQUITY,2.5,3,272,CORE,180,107.0,245.0,302.0,336.0,398.0,-65.0
MES,US_POST_EQUITY,2.5,4,270,CORE,180,123.0,243.0,311.0,336.0,507.0,-63.0
MES,US_POST_EQUITY,2.5,5,251,CORE,180,129.0,264.0,308.0,340.0,506.0,-84.0
MES,US_POST_EQUITY,3.0,1,534,CORE,180,83.0,224.0,293.0,323.0,497.0,-44.0
MES,US_POST_EQUITY,3.0,2,221,CORE,180,121.0,271.0,318.0,344.0,504.0,-91.0
MES,US_POST_EQUITY,3.0,3,211,CORE,180,131.0,272.0,319.0,341.0,491.0,-92.0
MES,US_POST_EQUITY,3.0,4,209,CORE,180,152.0,291.0,336.0,349.0,509.0,-111.0
MES,US_POST_EQUITY,3.0,5,193,PRELIMINARY,180,166.0,290.0,331.0,349.0,508.0,-110.0
MES,US_POST_EQUITY,4.0,1,366,CORE,180,121.0,278.0,325.0,347.0,501.0,-98.0
MES,US_POST_EQUITY,4.0,2,150,PRELIMINARY,180,187.0,305.0,340.0,369.0,498.0,-125.0
MES,US_POST_EQUITY,4.0,3,132,PRELIMINARY,180,202.0,317.0,349.0,458.0,516.0,-137.0
MES,US_POST_EQUITY,4.0,4,118,PRELIMINARY,180,202.0,308.0,345.0,368.0,502.0,-128.0
MES,US_POST_EQUITY,4.0,5,110,PRELIMINARY,180,241.0,317.0,341.0,366.0,494.0,-137.0
MGC,0030,1.0,1,974,CORE,300,12.0,34.0,55.0,99.0,467.0,266.0
MGC,0030,1.0,2,484,CORE,300,17.0,47.0,83.0,131.0,403.0,253.0
MGC,0030,1.0,3,475,CORE,300,19.0,57.0,97.0,155.0,360.0,243.0
MGC,0030,1.0,4,477,CORE,300,22.0,67.0,121.0,169.0,366.0,233.0
MGC,0030,1.0,5,447,CORE,300,24.0,71.0,129.0,171.0,365.0,229.0
MGC,0030,1.5,1,797,CORE,300,22.0,62.0,99.0,152.0,467.0,238.0
MGC,0030,1.5,2,384,CORE,300,26.0,89.0,144.0,183.0,466.0,211.0
MGC,0030,1.5,3,373,CORE,300,34.0,103.0,156.0,203.0,465.0,197.0
MGC,0030,1.5,4,350,CORE,300,37.0,115.0,163.0,208.0,464.0,185.0
MGC,0030,1.5,5,327,CORE,300,41.0,117.0,169.0,245.0,463.0,183.0
MGC,0030,2.0,1,653,CORE,300,31.0,82.0,141.0,201.0,471.0,218.0
MGC,0030,2.0,2,312,CORE,300,40.0,122.0,190.0,284.0,466.0,178.0
MGC,0030,2.0,3,290,CORE,300,47.0,138.0,195.0,279.0,465.0,162.0
MGC,0030,2.0,4,267,CORE,300,61.0,149.0,203.0,266.0,465.0,151.0
MGC,0030,2.0,5,254,CORE,300,60.0,150.0,213.0,279.0,463.0,150.0
MGC,0030,2.5,1,539,CORE,300,40.0,119.0,185.0,244.0,477.0,181.0
MGC,0030,2.5,2,245,CORE,300,58.0,153.0,205.0,275.0,468.0,147.0
MGC,0030,2.5,3,222,CORE,300,72.0,166.0,237.0,292.0,471.0,134.0
MGC,0030,2.5,4,219,CORE,300,78.0,182.0,261.0,311.0,469.0,118.0
MGC,0030,2.5,5,203,CORE,300,77.0,185.0,260.0,293.0,463.0,115.0
MGC,0030,3.0,1,457,CORE,300,48.0,142.0,201.0,250.0,476.0,158.0
MGC,0030,3.0,2,194,PRELIMINARY,300,83.0,179.0,237.0,308.0,471.0,121.0
MGC,0030,3.0,3,176,PRELIMINARY,300,96.0,178.0,252.0,272.0,437.0,122.0
MGC,0030,3.0,4,169,PRELIMINARY,300,90.0,184.0,237.0,267.0,436.0,116.0
MGC,0030,3.0,5,152,PRELIMINARY,300,104.0,200.0,255.0,299.0,467.0,100.0
MGC,0030,4.0,1,321,CORE,300,74.0,175.0,237.0,285.0,441.0,125.0
MGC,0030,4.0,2,124,PRELIMINARY,300,91.0,188.0,264.0,277.0,438.0,112.0
MGC,0030,4.0,3,106,PRELIMINARY,300,116.0,207.0,265.0,289.0,437.0,93.0
MGC,0030,4.0,4,102,PRELIMINARY,300,120.0,218.0,267.0,303.0,441.0,82.0
MGC,0030,4.0,5,91,REGIME,300,125.0,229.0,281.0,304.0,435.0,71.0
MGC,0900,1.0,1,1994,CORE,480,13.0,38.0,60.0,102.0,828.0,442.0
MGC,0900,1.0,2,999,CORE,480,17.0,48.0,79.0,116.0,827.0,432.0
MGC,0900,1.0,3,968,CORE,480,20.0,52.0,88.0,117.0,827.0,428.0
MGC,0900,1.0,4,984,CORE,480,19.0,52.0,88.0,118.0,1054.0,428.0
MGC,0900,1.0,5,972,CORE,480,21.0,54.0,96.0,136.0,825.0,426.0
MGC,0900,1.5,1,1583,CORE,480,24.0,60.0,106.0,144.0,1060.0,420.0
MGC,0900,1.5,2,783,CORE,480,31.0,76.0,119.0,191.0,831.0,404.0
MGC,0900,1.5,3,753,CORE,480,34.0,82.0,132.0,205.0,883.0,398.0
MGC,0900,1.5,4,764,CORE,480,36.0,91.0,145.0,274.0,905.0,389.0
MGC,0900,1.5,5,760,CORE,480,35.0,90.0,141.0,271.0,907.0,390.0
MGC,0900,2.0,1,1321,CORE,480,36.0,91.0,136.0,250.0,858.0,389.0
MGC,0900,2.0,2,672,CORE,480,43.0,107.0,182.0,385.0,907.0,373.0
MGC,0900,2.0,3,634,CORE,480,50.0,116.0,191.0,415.0,908.0,364.0
MGC,0900,2.0,4,636,CORE,480,52.0,118.0,243.0,415.0,1003.0,362.0
MGC,0900,2.0,5,639,CORE,480,51.0,128.0,254.0,415.0,1269.0,352.0
MGC,0900,2.5,1,1143,CORE,480,48.0,113.0,202.0,421.0,971.0,367.0
MGC,0900,2.5,2,563,CORE,480,61.0,134.0,286.0,479.0,1112.0,346.0
MGC,0900,2.5,3,544,CORE,480,64.0,154.0,321.0,490.0,1255.0,326.0
MGC,0900,2.5,4,543,CORE,480,70.0,171.0,348.0,567.0,1254.0,309.0
MGC,0900,2.5,5,539,CORE,480,69.0,162.0,360.0,543.0,1251.0,318.0
MGC,0900,3.0,1,994,CORE,480,58.0,136.0,277.0,537.0,1304.0,344.0
MGC,0900,3.0,2,490,CORE,480,75.0,163.0,409.0,566.0,1255.0,317.0
MGC,0900,3.0,3,474,CORE,480,81.0,209.0,383.0,579.0,1254.0,271.0
MGC,0900,3.0,4,452,CORE,480,82.0,227.0,440.0,588.0,1253.0,253.0
MGC,0900,3.0,5,462,CORE,480,88.0,267.0,479.0,654.0,1256.0,213.0
MGC,0900,4.0,1,800,CORE,480,83.0,215.0,454.0,620.0,1263.0,265.0
MGC,0900,4.0,2,383,CORE,480,105.0,300.0,533.0,787.0,1275.0,180.0
MGC,0900,4.0,3,365,CORE,480,111.0,338.0,536.0,745.0,1261.0,142.0
MGC,0900,4.0,4,355,CORE,480,116.0,394.0,593.0,817.0,1261.0,86.0
MGC,0900,4.0,5,363,CORE,480,123.0,402.0,653.0,828.0,1296.0,78.0
MGC,1000,1.0,1,2368,CORE,480,13.0,32.0,48.0,57.0,660.0,448.0
MGC,1000,1.0,2,1170,CORE,480,19.0,44.0,54.0,74.0,759.0,436.0
MGC,1000,1.0,3,1139,CORE,480,21.0,45.0,58.0,83.0,633.0,435.0
MGC,1000,1.0,4,1140,CORE,480,22.0,48.0,65.0,103.0,632.0,432.0
MGC,1000,1.0,5,1094,CORE,480,24.0,49.0,70.0,140.0,602.0,431.0
MGC,1000,1.5,1,1883,CORE,480,25.0,53.0,66.0,98.0,792.0,427.0
MGC,1000,1.5,2,937,CORE,480,36.0,62.0,94.0,173.0,814.0,418.0
MGC,1000,1.5,3,912,CORE,480,37.0,66.0,115.0,225.0,811.0,414.0
MGC,1000,1.5,4,907,CORE,480,40.0,76.0,132.0,261.0,810.0,404.0
MGC,1000,1.5,5,872,CORE,480,41.0,88.0,164.0,298.0,809.0,392.0
MGC,1000,2.0,1,1580,CORE,480,37.0,67.0,104.0,196.0,815.0,413.0
MGC,1000,2.0,2,790,CORE,480,49.0,94.0,178.0,307.0,847.0,386.0
MGC,1000,2.0,3,773,CORE,480,51.0,117.0,243.0,353.0,813.0,363.0
MGC,1000,2.0,4,765,CORE,480,53.0,128.0,258.0,357.0,836.0,352.0
MGC,1000,2.0,5,748,CORE,480,53.0,157.0,290.0,366.0,844.0,323.0
MGC,1000,2.5,1,1372,CORE,480,49.0,90.0,174.0,330.0,882.0,390.0
MGC,1000,2.5,2,678,CORE,480,58.0,159.0,313.0,405.0,997.0,321.0
MGC,1000,2.5,3,658,CORE,480,61.0,174.0,336.0,427.0,865.0,306.0
MGC,1000,2.5,4,646,CORE,480,70.0,217.0,351.0,430.0,845.0,263.0
MGC,1000,2.5,5,643,CORE,480,73.0,278.0,382.0,463.0,1075.0,202.0
MGC,1000,3.0,1,1212,CORE,480,56.0,145.0,306.0,389.0,921.0,335.0
MGC,1000,3.0,2,597,CORE,480,73.0,251.0,382.0,480.0,906.0,229.0
MGC,1000,3.0,3,585,CORE,480,81.0,289.0,396.0,480.0,1196.0,191.0
MGC,1000,3.0,4,563,CORE,480,101.0,317.0,425.0,536.0,1048.0,163.0
MGC,1000,3.0,5,558,CORE,480,101.0,338.0,472.0,697.0,1194.0,142.0
MGC,1000,4.0,1,944,CORE,480,78.0,281.0,396.0,483.0,1051.0,199.0
MGC,1000,4.0,2,474,CORE,480,126.0,367.0,486.0,726.0,1079.0,113.0
MGC,1000,4.0,3,465,CORE,480,141.0,401.0,597.0,769.0,1180.0,79.0
MGC,1000,4.0,4,456,CORE,480,177.0,415.0,546.0,744.0,1292.0,65.0
MGC,1000,4.0,5,442,CORE,480,200.0,436.0,654.0,778.0,1076.0,44.0
MGC,1100,1.0,1,2509,CORE,420,21.0,72.0,185.0,288.0,831.0,348.0
MGC,1100,1.0,2,1302,CORE,420,30.0,117.0,258.0,322.0,830.0,303.0
MGC,1100,1.0,3,1277,CORE,420,37.0,163.0,278.0,362.0,904.0,257.0
MGC,1100,1.0,4,1271,CORE,420,42.0,171.0,284.0,359.0,1250.0,249.0
MGC,1100,1.0,5,1285,CORE,420,45.0,188.0,292.0,364.0,1266.0,232.0
MGC,1100,1.5,1,2013,CORE,420,40.0,188.0,297.0,374.0,887.0,232.0
MGC,1100,1.5,2,1052,CORE,420,58.0,269.0,350.0,427.0,922.0,151.0
MGC,1100,1.5,3,1043,CORE,420,82.0,288.0,375.0,476.0,1252.0,132.0
MGC,1100,1.5,4,1048,CORE,420,94.0,294.0,384.0,493.0,911.0,126.0
MGC,1100,1.5,5,1024,CORE,420,98.0,306.0,396.0,508.0,1008.0,114.0
MGC,1100,2.0,1,1713,CORE,420,72.0,292.0,380.0,494.0,1049.0,128.0
MGC,1100,2.0,2,876,CORE,420,109.0,326.0,439.0,628.0,1048.0,94.0
MGC,1100,2.0,3,859,CORE,420,155.0,358.0,500.0,649.0,1122.0,62.0
MGC,1100,2.0,4,863,CORE,420,171.0,364.0,531.0,674.0,1134.0,56.0
MGC,1100,2.0,5,862,CORE,420,190.0,374.0,556.0,688.0,1133.0,46.0
MGC,1100,2.5,1,1462,CORE,420,117.0,343.0,466.0,658.0,1122.0,77.0
MGC,1100,2.5,2,729,CORE,420,195.0,412.0,606.0,707.0,1166.0,8.0
MGC,1100,2.5,3,718,CORE,420,242.0,427.0,633.0,728.0,1249.0,-7.0
MGC,1100,2.5,4,727,CORE,420,255.0,460.0,665.0,742.0,1165.0,-40.0
MGC,1100,2.5,5,723,CORE,420,256.0,482.0,678.0,760.0,1247.0,-62.0
MGC,1100,3.0,1,1257,CORE,420,195.0,394.0,614.0,716.0,1185.0,26.0
MGC,1100,3.0,2,630,CORE,420,266.0,484.0,681.0,750.0,1176.0,-64.0
MGC,1100,3.0,3,622,CORE,420,279.0,526.0,690.0,762.0,1135.0,-106.0
MGC,1100,3.0,4,617,CORE,420,296.0,547.0,702.0,783.0,1141.0,-127.0
MGC,1100,3.0,5,617,CORE,420,313.0,578.0,699.0,785.0,1287.0,-158.0
MGC,1100,4.0,1,1000,CORE,420,301.0,535.0,703.0,801.0,1144.0,-115.0
MGC,1100,4.0,2,509,CORE,420,350.0,653.0,751.0,828.0,1290.0,-233.0
MGC,1100,4.0,3,487,CORE,420,367.0,668.0,770.0,856.0,1142.0,-248.0
MGC,1100,4.0,4,460,CORE,420,376.0,683.0,786.0,836.0,1287.0,-263.0
MGC,1100,4.0,5,450,CORE,420,370.0,666.0,759.0,837.0,1178.0,-246.0
MGC,1130,1.0,1,1112,CORE,360,13.0,44.0,85.0,176.0,597.0,316.0
MGC,1130,1.0,2,564,CORE,360,20.0,67.0,148.0,247.0,398.0,293.0
MGC,1130,1.0,3,558,CORE,360,24.0,81.0,174.0,244.0,619.0,279.0
MGC,1130,1.0,4,556,CORE,360,28.0,92.0,191.0,260.0,618.0,268.0
MGC,1130,1.0,5,556,CORE,360,31.0,106.0,208.0,276.0,617.0,254.0
MGC,1130,1.5,1,947,CORE,360,24.0,80.0,190.0,255.0,619.0,280.0
MGC,1130,1.5,2,457,CORE,360,44.0,160.0,253.0,304.0,620.0,200.0
MGC,1130,1.5,3,454,CORE,360,51.0,200.0,271.0,316.0,619.0,160.0
MGC,1130,1.5,4,450,CORE,360,56.0,215.0,270.0,318.0,628.0,145.0
MGC,1130,1.5,5,443,CORE,360,69.0,214.0,272.0,333.0,650.0,146.0
MGC,1130,2.0,1,800,CORE,360,41.0,160.0,252.0,321.0,642.0,200.0
MGC,1130,2.0,2,383,CORE,360,74.0,232.0,312.0,343.0,741.0,128.0
MGC,1130,2.0,3,385,CORE,360,87.0,258.0,324.0,383.0,688.0,102.0
MGC,1130,2.0,4,380,CORE,360,112.0,271.0,328.0,382.0,650.0,89.0
MGC,1130,2.0,5,377,CORE,360,126.0,273.0,336.0,410.0,676.0,87.0
MGC,1130,2.5,1,684,CORE,360,71.0,225.0,306.0,356.0,802.0,135.0
MGC,1130,2.5,2,335,CORE,360,121.0,280.0,351.0,432.0,1048.0,80.0
MGC,1130,2.5,3,330,CORE,360,151.0,317.0,366.0,498.0,796.0,43.0
MGC,1130,2.5,4,327,CORE,360,170.0,320.0,384.0,507.0,795.0,40.0
MGC,1130,2.5,5,321,CORE,360,190.0,327.0,411.0,563.0,867.0,33.0
MGC,1130,3.0,1,607,CORE,360,114.0,278.0,347.0,432.0,1049.0,82.0
MGC,1130,3.0,2,299,CORE,360,197.0,334.0,435.0,621.0,1049.0,26.0
MGC,1130,3.0,3,286,CORE,360,202.0,349.0,447.0,657.0,1223.0,11.0
MGC,1130,3.0,4,297,CORE,360,216.0,362.0,475.0,663.0,1024.0,-2.0
MGC,1130,3.0,5,276,CORE,360,228.0,369.0,553.0,692.0,1222.0,-9.0
MGC,1130,4.0,1,490,CORE,360,213.0,339.0,438.0,637.0,1054.0,21.0
MGC,1130,4.0,2,236,CORE,360,261.0,408.0,617.0,709.0,1239.0,-48.0
MGC,1130,4.0,3,232,CORE,360,266.0,427.0,575.0,724.0,1048.0,-67.0
MGC,1130,4.0,4,219,CORE,360,269.0,435.0,643.0,761.0,1223.0,-75.0
MGC,1130,4.0,5,217,CORE,360,288.0,532.0,685.0,747.0,1049.0,-172.0
MGC,1800,1.0,1,2451,CORE,420,13.0,36.0,66.0,114.0,366.0,384.0
MGC,1800,1.0,2,1244,CORE,420,21.0,58.0,110.0,157.0,425.0,362.0
MGC,1800,1.0,3,1243,CORE,420,23.0,70.0,124.0,176.0,375.0,350.0
MGC,1800,1.0,4,1240,CORE,420,26.0,74.0,120.0,172.0,423.0,346.0
MGC,1800,1.0,5,1219,CORE,420,28.0,85.0,137.0,197.0,423.0,335.0
MGC,1800,1.5,1,1983,CORE,420,25.0,71.0,129.0,183.0,566.0,349.0
MGC,1800,1.5,2,1002,CORE,420,40.0,112.0,179.0,250.0,602.0,308.0
MGC,1800,1.5,3,1013,CORE,420,45.0,125.0,192.0,258.0,713.0,295.0
MGC,1800,1.5,4,1007,CORE,420,48.0,131.0,190.0,256.0,712.0,289.0
MGC,1800,1.5,5,986,CORE,420,56.0,149.0,212.0,272.0,607.0,271.0
MGC,1800,2.0,1,1677,CORE,420,40.0,123.0,194.0,259.0,717.0,297.0
MGC,1800,2.0,2,837,CORE,420,64.0,172.0,240.0,296.0,714.0,248.0
MGC,1800,2.0,3,840,CORE,420,69.0,178.0,254.0,302.0,713.0,242.0
MGC,1800,2.0,4,831,CORE,420,79.0,195.0,258.0,308.0,712.0,225.0
MGC,1800,2.0,5,810,CORE,420,84.0,205.0,261.0,311.0,711.0,215.0
MGC,1800,2.5,1,1408,CORE,420,57.0,163.0,239.0,291.0,717.0,257.0
MGC,1800,2.5,2,706,CORE,420,97.0,217.0,276.0,319.0,714.0,203.0
MGC,1800,2.5,3,709,CORE,420,116.0,233.0,296.0,329.0,715.0,187.0
MGC,1800,2.5,4,700,CORE,420,117.0,241.0,300.0,336.0,862.0,179.0
MGC,1800,2.5,5,691,CORE,420,128.0,258.0,311.0,353.0,713.0,162.0
MGC,1800,3.0,1,1206,CORE,420,84.0,217.0,282.0,324.0,719.0,203.0
MGC,1800,3.0,2,612,CORE,420,133.0,262.0,313.0,356.0,864.0,158.0
MGC,1800,3.0,3,617,CORE,420,143.0,266.0,320.0,370.0,768.0,154.0
MGC,1800,3.0,4,608,CORE,420,150.0,278.0,329.0,376.0,865.0,142.0
MGC,1800,3.0,5,597,CORE,420,157.0,293.0,339.0,391.0,861.0,127.0
MGC,1800,4.0,1,945,CORE,420,133.0,273.0,329.0,390.0,719.0,147.0
MGC,1800,4.0,2,464,CORE,420,193.0,312.0,360.0,401.0,867.0,108.0
MGC,1800,4.0,3,463,CORE,420,206.0,320.0,368.0,417.0,864.0,100.0
MGC,1800,4.0,4,459,CORE,420,216.0,321.0,375.0,430.0,869.0,99.0
MGC,1800,4.0,5,435,CORE,420,215.0,324.0,376.0,443.0,867.0,96.0
MGC,2300,1.0,1,2353,CORE,360,13.0,28.0,42.0,63.0,492.0,332.0
MGC,2300,1.0,2,1182,CORE,360,17.0,36.0,60.0,88.0,538.0,324.0
MGC,2300,1.0,3,1188,CORE,360,18.0,41.0,72.0,109.0,492.0,319.0
MGC,2300,1.0,4,1153,CORE,360,19.0,48.0,78.0,123.0,495.0,312.0
MGC,2300,1.0,5,1096,CORE,360,21.0,51.0,85.0,132.0,554.0,309.0
MGC,2300,1.5,1,1866,CORE,360,21.0,44.0,69.0,108.0,541.0,316.0
MGC,2300,1.5,2,934,CORE,360,26.0,58.0,96.0,142.0,534.0,302.0
MGC,2300,1.5,3,913,CORE,360,31.0,71.0,107.0,155.0,533.0,289.0
MGC,2300,1.5,4,879,CORE,360,29.0,76.0,117.0,198.0,555.0,284.0
MGC,2300,1.5,5,850,CORE,360,34.0,83.0,128.0,207.0,555.0,277.0
MGC,2300,2.0,1,1570,CORE,360,28.0,63.0,102.0,147.0,545.0,297.0
MGC,2300,2.0,2,752,CORE,360,38.0,86.0,131.0,230.0,557.0,274.0
MGC,2300,2.0,3,710,CORE,360,43.0,96.0,137.0,226.0,556.0,264.0
MGC,2300,2.0,4,680,CORE,360,44.0,104.0,166.0,273.0,581.0,256.0
MGC,2300,2.0,5,658,CORE,360,50.0,109.0,217.0,312.0,537.0,251.0
MGC,2300,2.5,1,1288,CORE,360,38.0,90.0,129.0,204.0,523.0,270.0
MGC,2300,2.5,2,596,CORE,360,48.0,110.0,177.0,258.0,583.0,250.0
MGC,2300,2.5,3,560,CORE,360,56.0,120.0,225.0,286.0,582.0,240.0
MGC,2300,2.5,4,539,CORE,360,57.0,125.0,222.0,315.0,557.0,235.0
MGC,2300,2.5,5,490,CORE,360,60.0,131.0,222.0,284.0,529.0,229.0
MGC,2300,3.0,1,1066,CORE,360,49.0,109.0,156.0,243.0,576.0,251.0
MGC,2300,3.0,2,493,CORE,360,59.0,127.0,215.0,289.0,562.0,233.0
MGC,2300,3.0,3,455,CORE,360,68.0,159.0,244.0,318.0,558.0,201.0
MGC,2300,3.0,4,425,CORE,360,70.0,136.0,230.0,290.0,568.0,224.0
MGC,2300,3.0,5,385,CORE,360,79.0,166.0,252.0,304.0,567.0,194.0
MGC,2300,4.0,1,787,CORE,360,67.0,144.0,248.0,334.0,577.0,216.0
MGC,2300,4.0,2,344,CORE,360,85.0,174.0,278.0,331.0,555.0,186.0
MGC,2300,4.0,3,300,CORE,360,88.0,179.0,266.0,335.0,579.0,181.0
MGC,2300,4.0,4,272,CORE,360,92.0,188.0,266.0,313.0,582.0,172.0
MGC,2300,4.0,5,257,CORE,360,92.0,210.0,289.0,351.0,564.0,150.0
MGC,CME_OPEN,1.0,1,1330,CORE,480,22.0,52.0,93.0,134.0,828.0,428.0
MGC,CME_OPEN,1.0,2,597,CORE,480,28.0,67.0,111.0,144.0,827.0,413.0
MGC,CME_OPEN,1.0,3,542,CORE,480,30.0,79.0,112.0,156.0,827.0,401.0
MGC,CME_OPEN,1.0,4,501,CORE,480,33.0,88.0,131.0,192.0,1054.0,392.0
MGC,CME_OPEN,1.0,5,492,CORE,480,35.0,93.0,135.0,211.0,825.0,387.0
MGC,CME_OPEN,1.5,1,853,CORE,480,41.0,106.0,151.0,283.0,1060.0,374.0
MGC,CME_OPEN,1.5,2,380,CORE,480,51.0,121.0,194.0,428.0,831.0,359.0
MGC,CME_OPEN,1.5,3,357,CORE,480,57.0,139.0,213.0,482.0,883.0,341.0
MGC,CME_OPEN,1.5,4,340,CORE,480,70.0,147.0,265.0,493.0,905.0,333.0
MGC,CME_OPEN,1.5,5,335,CORE,480,70.0,152.0,375.0,519.0,883.0,328.0
MGC,CME_OPEN,2.0,1,626,CORE,480,64.0,149.0,312.0,504.0,858.0,331.0
MGC,CME_OPEN,2.0,2,303,CORE,480,82.0,208.0,417.0,552.0,907.0,272.0
MGC,CME_OPEN,2.0,3,278,CORE,480,99.0,232.0,511.0,655.0,945.0,248.0
MGC,CME_OPEN,2.0,4,270,CORE,480,102.0,256.0,481.0,639.0,1003.0,224.0
MGC,CME_OPEN,2.0,5,264,CORE,480,109.0,363.0,530.0,665.0,1245.0,117.0
MGC,CME_OPEN,2.5,1,499,CORE,480,95.0,228.0,530.0,632.0,1305.0,252.0
MGC,CME_OPEN,2.5,2,242,CORE,480,117.0,346.0,547.0,754.0,1304.0,134.0
MGC,CME_OPEN,2.5,3,230,CORE,480,119.0,377.0,578.0,801.0,1303.0,103.0
MGC,CME_OPEN,2.5,4,219,CORE,480,131.0,429.0,619.0,813.0,1302.0,51.0
MGC,CME_OPEN,2.5,5,210,CORE,480,134.0,445.0,587.0,878.0,1301.0,35.0
MGC,CME_OPEN,3.0,1,402,CORE,480,121.0,359.0,588.0,812.0,1305.0,121.0
MGC,CME_OPEN,3.0,2,205,CORE,480,136.0,463.0,621.0,855.0,1255.0,17.0
MGC,CME_OPEN,3.0,3,199,PRELIMINARY,480,158.0,502.0,689.0,880.0,1303.0,-22.0
MGC,CME_OPEN,3.0,4,177,PRELIMINARY,480,167.0,531.0,671.0,829.0,1302.0,-51.0
MGC,CME_OPEN,3.0,5,181,PRELIMINARY,480,190.0,541.0,729.0,891.0,1256.0,-61.0
MGC,CME_OPEN,4.0,1,316,CORE,480,160.0,494.0,753.0,898.0,1263.0,-14.0
MGC,CME_OPEN,4.0,2,151,PRELIMINARY,480,188.0,588.0,861.0,988.0,1262.0,-108.0
MGC,CME_OPEN,4.0,3,146,PRELIMINARY,480,224.0,570.0,818.0,946.0,1261.0,-90.0
MGC,CME_OPEN,4.0,4,138,PRELIMINARY,480,247.0,603.0,847.0,986.0,1261.0,-123.0
MGC,CME_OPEN,4.0,5,131,PRELIMINARY,480,297.0,777.0,873.0,945.0,1296.0,-297.0
MGC,LONDON_OPEN,1.0,1,2440,CORE,420,14.0,38.0,71.0,120.0,367.0,382.0
MGC,LONDON_OPEN,1.0,2,1237,CORE,420,22.0,62.0,112.0,168.0,364.0,358.0
MGC,LONDON_OPEN,1.0,3,1240,CORE,420,24.0,73.0,126.0,184.0,365.0,347.0
MGC,LONDON_OPEN,1.0,4,1244,CORE,420,26.0,80.0,129.0,209.0,393.0,340.0
MGC,LONDON_OPEN,1.0,5,1247,CORE,420,28.0,88.0,157.0,241.0,404.0,332.0
MGC,LONDON_OPEN,1.5,1,1976,CORE,420,26.0,75.0,138.0,205.0,396.0,345.0
MGC,LONDON_OPEN,1.5,2,1021,CORE,420,38.0,115.0,189.0,276.0,444.0,305.0
MGC,LONDON_OPEN,1.5,3,1003,CORE,420,45.0,132.0,217.0,298.0,713.0,288.0
MGC,LONDON_OPEN,1.5,4,1024,CORE,420,52.0,144.0,231.0,298.0,712.0,276.0
MGC,LONDON_OPEN,1.5,5,1006,CORE,420,56.0,167.0,262.0,309.0,591.0,253.0
MGC,LONDON_OPEN,2.0,1,1655,CORE,420,39.0,122.0,211.0,291.0,717.0,298.0
MGC,LONDON_OPEN,2.0,2,852,CORE,420,60.0,182.0,282.0,322.0,714.0,238.0
MGC,LONDON_OPEN,2.0,3,847,CORE,420,71.0,203.0,291.0,331.0,713.0,217.0
MGC,LONDON_OPEN,2.0,4,849,CORE,420,83.0,228.0,301.0,338.0,712.0,192.0
MGC,LONDON_OPEN,2.0,5,846,CORE,420,91.0,242.0,306.0,340.0,711.0,178.0
MGC,LONDON_OPEN,2.5,1,1421,CORE,420,56.0,183.0,282.0,322.0,717.0,237.0
MGC,LONDON_OPEN,2.5,2,730,CORE,420,95.0,255.0,312.0,348.0,714.0,165.0
MGC,LONDON_OPEN,2.5,3,711,CORE,420,116.0,272.0,321.0,370.0,715.0,148.0
MGC,LONDON_OPEN,2.5,4,718,CORE,420,117.0,285.0,323.0,381.0,776.0,135.0
MGC,LONDON_OPEN,2.5,5,715,CORE,420,136.0,298.0,342.0,393.0,775.0,122.0
MGC,LONDON_OPEN,3.0,1,1242,CORE,420,86.0,253.0,316.0,354.0,719.0,167.0
MGC,LONDON_OPEN,3.0,2,631,CORE,420,136.0,295.0,331.0,382.0,716.0,125.0
MGC,LONDON_OPEN,3.0,3,621,CORE,420,153.0,306.0,351.0,402.0,637.0,114.0
MGC,LONDON_OPEN,3.0,4,617,CORE,420,165.0,313.0,360.0,401.0,615.0,107.0
MGC,LONDON_OPEN,3.0,5,612,CORE,420,187.0,318.0,371.0,409.0,736.0,102.0
MGC,LONDON_OPEN,4.0,1,981,CORE,420,145.0,311.0,357.0,406.0,719.0,109.0
MGC,LONDON_OPEN,4.0,2,489,CORE,420,204.0,328.0,384.0,408.0,718.0,92.0
MGC,LONDON_OPEN,4.0,3,465,CORE,420,245.0,343.0,397.0,437.0,693.0,77.0
MGC,LONDON_OPEN,4.0,4,467,CORE,420,265.0,355.0,410.0,483.0,685.0,65.0
MGC,LONDON_OPEN,4.0,5,442,CORE,420,256.0,361.0,412.0,499.0,771.0,59.0
MGC,US_DATA_OPEN,1.0,1,991,CORE,240,18.0,48.0,78.0,118.0,615.0,192.0
MGC,US_DATA_OPEN,1.0,2,478,CORE,240,22.0,56.0,90.0,131.0,415.0,184.0
MGC,US_DATA_OPEN,1.0,3,476,CORE,240,23.0,60.0,96.0,164.0,485.0,180.0
