symbol,session,entry_model,confirm_bars,rr_target,filter,n_base,n_on,signals_per_year,avg_on,avg_off,uplift,wr_on,wr_off,years_pos,years_total,years_pos_ratio,train_uplift,test_uplift,n_test_on,n_test_off
M2K,0030,E1,4,1.0,long_fast,1119,512,85.33333333333333,-0.1019345703125,-0.11769242174629325,0.015757851433793255,0.494140625,0.4827018121911038,3,5,0.6,0.032590904326281686,-0.013839964847673226,103,116
M2K,US_DATA_OPEN,E0,1,1.0,mid_15_60,1196,175,29.166666666666668,-0.10200514285714288,-0.05556033300685603,-0.046444809850286844,0.52,0.5896180215475024,1,5,0.2,-0.05992782975600809,,32,203
MES,CME_OPEN,E0,1,2.0,long_fast,793,275,34.375,-0.10204872727272726,-0.1861106177606177,0.08406189048789045,0.36363636363636365,0.33204633204633205,3,6,0.5,,,0,0
MES,1100,E0,1,2.0,fast_le_15,1746,1356,169.5,-0.10206769911504424,-0.10107948717948716,-0.000988211935557079,0.41150442477876104,0.4205128205128205,3,5,0.6,-0.024330982856334643,,226,27
MES,LONDON_OPEN,E1,2,1.0,fast_and_q75,1787,414,51.75,-0.10206908212560388,-0.17704821558630734,0.07497913346070346,0.4855072463768116,0.493809176984705,4,6,0.6666666666666666,0.04408182081343176,0.19901500830439378,74,179
M2K,0900,E0,1,3.0,fast_and_q75,927,206,34.333333333333336,-0.10212669902912622,-0.379330374479889,0.27720367545076274,0.2621359223300971,0.2524271844660194,4,5,0.8,,,0,0
MES,CME_CLOSE,E1,1,1.5,long_only,1061,522,65.25,-0.1021772030651341,-0.23196493506493507,0.12978773199980098,0.41954022988505746,0.35064935064935066,5,7,0.7142857142857143,,,0,0
MES,1100,E0,1,2.0,short_only,1746,835,104.375,-0.10219113772455092,-0.10153150384193195,-0.0006596338826189707,0.4155688622754491,0.411635565312843,3,7,0.42857142857142855,0.06068060702965017,-0.3526545238393193,122,131
MES,1100,E0,1,2.5,long_fast,1746,702,87.75,-0.10227065527065529,-0.13114473180076627,0.02887407653011098,0.35185185185185186,0.3438697318007663,4,6,0.6666666666666666,-0.01615209215832128,0.25914913043478266,115,138
M2K,US_EQUITY_OPEN,E1,1,1.0,long_fast,1218,529,88.16666666666667,-0.10231682419659735,-0.029187373004354134,-0.07312945119224322,0.4820415879017013,0.5195936139332366,2,5,0.4,-0.069614148071619,-0.1230615151515151,110,132
MGC,0900,E1,2,2.5,size_q75_plus,2438,622,56.54545454545455,-0.10233762057877815,-0.5665235682819383,0.46418594770316013,0.3247588424437299,0.23458149779735682,9,9,1.0,0.4107043903562654,0.15746940229459658,193,56
M2K,0030,E1,1,1.5,long_only,1231,600,100.0,-0.102376,-0.15593565768621234,0.05355965768621235,0.4033333333333333,0.3787638668779715,4,5,0.8,0.05287920725562645,0.02501087395067348,127,121
MES,0030,E1,2,2.5,fast_le_15,1585,1277,159.625,-0.10240595144870791,-0.2821659090909091,0.1797599576422012,0.2811276429130775,0.24025974025974026,2,3,0.6666666666666666,0.16687228004406512,,211,17
MES,US_EQUITY_OPEN,E1,1,1.5,fast_and_q75,1745,427,53.375,-0.10241217798594848,-0.04836858877086494,-0.054043589215083544,0.3747072599531616,0.421092564491654,0,6,0.0,-0.09265170375272286,-0.029434444444444444,99,150
MES,LONDON_OPEN,E0,2,3.0,short_fast,655,261,32.625,-0.1024134099616858,-0.06831395939086295,-0.03409945057082285,0.2720306513409962,0.2918781725888325,1,6,0.16666666666666666,,,0,0
MGC,1100,E1,4,1.0,size_q75_plus,2506,641,58.27272727272727,-0.10243775351014041,-0.3096741554959786,0.2072364019858382,0.5132605304212169,0.47506702412868634,8,8,1.0,0.19850970628487208,0.12989309959349596,205,48
MGC,1100,E1,2,1.5,fast_and_q75,2549,460,41.81818181818182,-0.1024476086956522,-0.30653906175203444,0.20409145305638224,0.4108695652173913,0.40832934418382,4,5,0.8,0.2180153398793901,0.00339951690821258,184,72
M2K,US_POST_EQUITY,E1,1,1.0,fast_and_q75,1253,321,53.5,-0.10247538940809965,-0.07698894849785407,-0.025486440910245586,0.4766355140186916,0.5182403433476395,3,5,0.6,-0.02678516111339639,0.015494196428571423,56,192
MES,US_POST_EQUITY,E1,2,1.5,long_fast,1665,676,84.5,-0.10248846153846154,-0.11155288169868553,0.00906442016022399,0.39497041420118345,0.3953488372093023,3,6,0.5,0.046056933105702746,-0.19690135289906943,127,110
MES,US_POST_EQUITY,E1,4,2.0,size_q75_plus,1476,366,45.75,-0.10255109289617485,-0.06507531531531531,-0.03747577758085954,0.3114754098360656,0.34864864864864864,3,6,0.5,-0.068186103686627,0.04659183389074693,92,117
MES,LONDON_OPEN,E0,2,4.0,fast_and_q75,653,152,19.0,-0.10258026315789473,-0.027138922155688642,-0.07544134100220609,0.19736842105263158,0.24750499001996007,1,3,0.3333333333333333,,,0,0
MGC,2300,E0,2,1.0,long_fast,921,252,22.90909090909091,-0.10258174603174605,-0.17704095665171898,0.07445921061997293,0.5833333333333334,0.5336322869955157,2,6,0.3333333333333333,,,0,0
M6E,US_EQUITY_OPEN,E0,1,3.0,size_q50_plus,1202,654,109.0,-0.10260856269113149,-0.36631952554744523,0.26371096285631374,0.30428134556574926,0.2755474452554745,5,5,1.0,0.22879458217369586,0.38467156862745094,119,126
M6E,US_DATA_OPEN,E0,1,1.0,size_q75_plus,1162,351,58.5,-0.10262649572649574,-0.259162392108508,0.15653589638201226,0.5270655270655271,0.5437731196054254,4,5,0.8,0.1377292474604867,0.25907636363636366,70,165
MES,CME_OPEN,E0,1,1.5,long_only,866,417,52.125,-0.10268105515587529,-0.12291380846325169,0.020232753307376394,0.44364508393285373,0.42316258351893093,4,7,0.5714285714285714,,,0,0
M2K,US_DATA_OPEN,E1,2,1.0,size_q75_plus,1201,318,53.0,-0.10292232704402514,-0.20437338618346543,0.10145105913944029,0.4811320754716981,0.48924122310305773,3,5,0.6,0.05402360060164292,0.27468727495908346,52,188
MGC,US_POST_EQUITY,E0,2,1.0,long_fast,517,268,38.285714285714285,-0.10293619402985074,-0.13664136546184738,0.03370517143199664,0.5634328358208955,0.5381526104417671,3,6,0.5,,,0,0
M2K,0900,E0,1,1.0,fast_and_q75,932,209,34.833333333333336,-0.10296985645933017,-0.2770420470262794,0.17407219056694923,0.5263157894736842,0.45919778699861685,5,5,1.0,,,0,0
M6E,LONDON_OPEN,E0,1,3.0,fast_and_q75,1235,293,48.833333333333336,-0.10302901023890787,-0.2514192144373673,0.14839020419845944,0.2901023890784983,0.30042462845010615,3,4,0.75,-0.003937520186187926,0.658160300546448,60,183
MES,LONDON_OPEN,E1,5,3.0,fast_le_15,1697,1340,167.5,-0.10307283582089553,-0.2431417366946779,0.14006890087378238,0.25522388059701495,0.226890756302521,2,4,0.5,0.15220989257576756,,215,24
MES,1000,E1,5,2.0,long_fast,1772,624,78.0,-0.10307371794871795,-0.17774895470383273,0.07467523675511478,0.3541666666666667,0.32578397212543553,3,6,0.5,0.0582537998647735,0.046189870007408894,101,147
MGC,1000,E0,1,2.0,size_q75_plus,2440,660,60.0,-0.10315696969696968,-0.39903219101123594,0.29587522131426625,0.3924242424242424,0.36629213483146067,7,8,0.875,0.2287564968517459,,215,33
MES,1000,E1,1,2.5,long_only,1804,878,109.75,-0.10326719817767653,-0.20693358531317493,0.1036663871354984,0.31890660592255127,0.2796976241900648,7,7,1.0,0.10871108697922109,0.02545036075036075,132,126
MES,LONDON_OPEN,E1,3,3.0,fast_and_q75,1741,401,50.125,-0.10330872817955114,-0.18842402985074627,0.08511530167119513,0.24189526184538654,0.24029850746268658,5,6,0.8333333333333334,0.09316472025109171,0.009463341404358366,70,177
M2K,1100,E0,1,1.0,size_q50_plus,1000,544,90.66666666666667,-0.10333639705882354,-0.3401357456140351,0.23679934855521156,0.6029411764705882,0.39473684210526316,5,5,1.0,0.2277946581329356,0.24871883042058765,127,82
M2K,LONDON_OPEN,E0,1,1.5,short_fast,1197,522,87.0,-0.10342586206896554,-0.14383259259259257,0.04040673052362703,0.46551724137931033,0.44296296296296295,4,5,0.8,0.048924298760600116,0.04614813399280579,96,139
MES,0900,E0,1,1.0,mid_15_60,1661,252,31.5,-0.1034718253968254,-0.1354164655784244,0.03194464018159901,0.5674603174603174,0.5642299503193754,3,6,0.5,0.01404175308341446,,35,207
MES,LONDON_OPEN,E1,5,1.5,size_q75_plus,1727,452,56.5,-0.10355309734513274,-0.1354033725490196,0.03185027520388686,0.38495575221238937,0.40627450980392155,3,6,0.5,0.04876528382413561,-0.05472519480519476,77,165
MES,US_POST_EQUITY,E1,1,2.0,size_q75_plus,1698,431,53.875,-0.10358955916473317,-0.13038271507498025,0.026793155910247085,0.31322505800464034,0.3314917127071823,3,6,0.5,0.03576380686988172,-0.05261227207977209,104,135
MGC,2300,E0,2,2.0,short_only,907,455,41.36363636363637,-0.10367384615384612,-0.22789446902654864,0.12422062287270252,0.42857142857142855,0.3694690265486726,6,10,0.6,,,0,0
MES,1100,E1,3,1.5,fast_and_q75,1781,367,45.875,-0.10375340599455041,-0.2655123055162659,0.16175889952171552,0.3978201634877384,0.3811881188118812,4,5,0.8,0.156662306147047,0.05598674342105267,95,160
M2K,US_POST_EQUITY,E1,1,2.0,size_q50_plus,1163,591,98.5,-0.10375651438240273,-0.044862587412587404,-0.058893926969815324,0.32148900169204736,0.36538461538461536,2,5,0.4,-0.015774673956661336,-0.2706519428571429,125,112
M2K,0030,E1,1,1.0,long_only,1262,618,103.0,-0.10375857605177993,-0.15534534161490682,0.051586765563126885,0.5016181229773463,0.4720496894409938,4,5,0.8,0.048274954696466296,0.03385157530737701,128,122
MES,US_POST_EQUITY,E1,5,3.0,short_fast,1279,498,62.25,-0.10387630522088354,-0.2718276568501921,0.16795135162930858,0.2429718875502008,0.20358514724711907,4,6,0.6666666666666666,,0.19007307381193123,86,115
MES,US_POST_EQUITY,E1,1,2.0,fast_le_15,1698,1342,167.75,-0.10387891207153503,-0.19785533707865166,0.09397642500711663,0.3301043219076006,0.3146067415730337,2,4,0.5,0.11706164060290136,,222,17
MES,0900,E1,3,2.0,size_q75_plus,1692,459,57.375,-0.10404705882352941,-0.30117072181670723,0.19712366299317782,0.3289760348583878,0.31143552311435524,5,6,0.8333333333333334,0.22251146905687352,0.09013396594656431,127,117
MES,LONDON_OPEN,E1,4,1.5,long_fast,1742,711,88.875,-0.10417623066104079,-0.1553149369544132,0.051138706293372416,0.41068917018284107,0.3918525703200776,4,6,0.6666666666666666,0.09007969756354382,-0.1623720645075303,122,123
MES,1000,E1,2,3.0,size_q50_plus,1795,957,119.625,-0.1042005224660397,-0.2825107398568019,0.17831021739076222,0.2549634273772205,0.2386634844868735,4,7,0.5714285714285714,0.12148705584648367,0.5019781453276217,191,66
MGC,US_POST_EQUITY,E1,1,1.0,size_q75_plus,1451,407,58.142857142857146,-0.10420221130221131,-0.21312777777777778,0.10892556647556646,0.49385749385749383,0.49712643678160917,4,6,0.6666666666666666,0.05817583778974661,0.07686360071301249,165,85
MES,US_DATA_OPEN,E1,2,1.5,size_q50_plus,1691,871,108.875,-0.10420631458094144,-0.22730060975609753,0.12309429517515609,0.39150401836969,0.3951219512195122,7,7,1.0,0.08313725365946392,0.34387138615408663,162,79
MES,US_POST_EQUITY,E1,2,2.0,short_fast,1608,617,77.125,-0.10423322528363048,-0.11362593340060545,0.009392708116974971,0.32576985413290116,0.33097880928355194,3,6,0.5,-0.009312505970094392,0.08965488372093022,86,140
M2K,US_DATA_OPEN,E1,5,1.0,short_fast,1140,506,84.33333333333333,-0.10423458498023715,-0.15097665615141956,0.04674207117118241,0.525691699604743,0.4842271293375394,4,5,0.8,0.03468066681338025,0.1541921374764595,108,118
MES,LONDON_OPEN,E1,3,4.0,short_fast,1716,657,82.125,-0.10423881278538814,-0.22844126534466477,0.12420245255927663,0.2054794520547945,0.18035882908404155,4,6,0.6666666666666666,0.09494506573558324,0.25781984931506846,100,146
MES,1100,E0,1,1.5,short_fast,1746,654,81.75,-0.1043348623853211,-0.12145952380952382,0.017124661424202728,0.4954128440366973,0.48534798534798534,2,6,0.3333333333333333,0.052513750847074755,-0.18057050501205432,111,142
MES,0900,E1,1,4.0,fast_and_q75,1703,351,43.875,-0.10438774928774926,-0.3090425295857988,0.20465478029804957,0.19943019943019943,0.1915680473372781,3,5,0.6,0.28820551895565094,0.055051666666666665,105,140
MES,US_DATA_OPEN,E1,2,2.0,short_fast,1669,609,76.125,-0.10443793103448276,-0.19027962264150944,0.08584169160702668,0.3497536945812808,0.31981132075471697,3,6,0.5,0.050192992063492065,0.28958756881416453,94,143
M2K,0030,E1,4,1.0,short_fast,1119,532,88.66666666666667,-0.10453721804511278,-0.11587052810902894,0.011333310063916163,0.4906015037593985,0.4855195911413969,3,5,0.6,-0.0051139071420310545,0.05824778151260503,100,119
M2K,US_POST_EQUITY,E1,5,1.5,fast_and_q75,969,215,35.833333333333336,-0.10472093023255814,-0.0473267904509284,-0.057394139781629744,0.3767441860465116,0.4177718832891247,2,4,0.5,,-0.10934195902048977,69,145
MES,CME_CLOSE,E1,2,1.0,short_fast,985,417,52.125,-0.10487050359712229,-0.011140845070422534,-0.09372965852669975,0.4988009592326139,0.5704225352112676,1,6,0.16666666666666666,,,0,0
MES,LONDON_OPEN,E1,5,1.0,fast_and_q75,1730,402,50.25,-0.10492313432835822,-0.1476128765060241,0.04268974217766587,0.48009950248756217,0.5,4,6,0.6666666666666666,0.02661321277422815,0.13228909269570913,71,172
M2K,0900,E1,5,1.5,fast_and_q75,1212,224,37.333333333333336,-0.10502098214285716,-0.3727303643724696,0.26770938222961244,0.40625,0.3431174089068826,5,5,1.0,0.2787718301050986,0.2738541527035594,61,181
MES,LONDON_OPEN,E1,3,2.5,size_q75_plus,1746,453,56.625,-0.10516534216335541,-0.1784216550657386,0.07325631290238319,0.27593818984547464,0.2791956689868523,3,6,0.5,0.1037923250799833,-0.08472189457601226,77,170
MES,1100,E1,5,4.0,size_q75_plus,1749,451,56.375,-0.10521707317073173,-0.29384661016949154,0.1886295369987598,0.1973392461197339,0.18181818181818182,3,6,0.5,0.15780005467208633,0.25592403846153844,104,146
M6E,US_EQUITY_OPEN,E1,3,2.5,fast_and_q75,1045,236,39.333333333333336,-0.10524533898305084,-0.3756776266996291,0.2704322877165783,0.3093220338983051,0.25092707045735474,2,4,0.5,0.18083707236842103,0.5788753408179631,43,174
MES,US_EQUITY_OPEN,E1,3,1.5,size_q75_plus,1609,417,52.125,-0.1052851318944844,-0.03954706375838926,-0.06573806813609513,0.37170263788968827,0.4203020134228188,1,6,0.16666666666666666,-0.12374044516541621,0.043124405594405564,99,130
MES,LONDON_OPEN,E1,5,1.5,fast_and_q75,1727,401,50.125,-0.1053014962593516,-0.1336496229260935,0.0283481266667419,0.38403990024937656,0.4057315233785822,3,6,0.5,0.05294979103593522,-0.11258815614617941,70,172
MES,0030,E1,1,1.5,fast_le_15,1761,1403,175.375,-0.1054774768353528,-0.16407960893854748,0.058602132103194676,0.3955808980755524,0.39106145251396646,3,5,0.6,0.06627283584403507,,231,20
MES,LONDON_OPEN,E1,1,4.0,size_q75_plus,1789,461,57.625,-0.10559045553145338,-0.23805195783132532,0.13246150229987194,0.19522776572668113,0.18674698795180722,5,6,0.8333333333333334,0.10642729684339094,0.22689235714285716,80,175
MES,CME_OPEN,E1,2,1.0,long_fast,820,288,36.0,-0.10561805555555555,-0.18452086466165413,0.07890280910609858,0.5243055555555556,0.4849624060150376,4,6,0.6666666666666666,,,0,0
M2K,0030,E1,1,1.0,long_fast,1262,572,95.33333333333333,-0.10562412587412588,-0.15035971014492752,0.04473558427080164,0.5017482517482518,0.47391304347826085,4,5,0.8,0.03873075884543761,0.049935434894493036,116,134
M2K,LONDON_OPEN,E0,1,4.0,short_fast,1197,522,87.0,-0.10569080459770114,-0.12543955555555555,0.019748750957854416,0.23371647509578544,0.22518518518518518,4,5,0.8,0.017512814742335278,0.08496351918465225,96,139
M2K,0900,E0,1,1.5,fast_and_q75,929,207,34.5,-0.10572173913043478,-0.3052850415512465,0.19956330242081174,0.42028985507246375,0.41412742382271467,5,5,1.0,,,0,0
MES,0030,E1,3,1.0,long_only,1699,868,108.5,-0.1057360599078341,-0.07757978339350181,-0.028156276514332293,0.4942396313364055,0.50661853188929,3,7,0.42857142857142855,-0.017317420396184877,-0.1114901452850877,128,114
M2K,LONDON_OPEN,E1,3,3.0,size_q75_plus,1264,318,53.0,-0.10577295597484274,-0.20258794926004225,0.09681499328519952,0.24842767295597484,0.24841437632135308,3,5,0.6,0.05442979561580008,0.2710831196581197,45,208
MES,US_POST_EQUITY,E1,1,1.5,long_fast,1737,704,88.0,-0.10579786931818182,-0.11832642787996127,0.012528558561779451,0.3963068181818182,0.3959341723136496,3,6,0.5,0.061166456327985744,-0.3282334642576591,134,114
MES,LONDON_OPEN,E1,2,2.0,size_q50_plus,1784,957,119.625,-0.10587408568443048,-0.24059262394195885,0.1347185382575284,0.33124346917450365,0.31680773881499397,5,7,0.7142857142857143,0.12070144560294295,0.14866736058454538,163,89
MES,1100,E1,4,1.0,fast_and_q75,1773,364,45.5,-0.10588571428571429,-0.22159936124911284,0.11571364696339854,0.4945054945054945,0.49893541518807666,3,5,0.6,0.11781360234799258,0.006419605263157865,95,160
MGC,1800,E0,1,1.5,size_q75_plus,2517,664,60.36363636363637,-0.10589292168674697,-0.30415914732865623,0.19826622564190927,0.45180722891566266,0.452779276848354,4,7,0.5714285714285714,0.09601161367687569,,215,38
MES,1100,E1,5,3.0,fast_and_q75,1754,358,44.75,-0.10589525139664806,-0.27515573065902577,0.1692604792623777,0.24581005586592178,0.22994269340974213,4,5,0.8,0.13310719481219213,0.14814557697566313,92,159
MES,0030,E1,1,2.5,fast_and_q75,1686,398,49.75,-0.10600075376884419,-0.1452579192546584,0.039257165485814205,0.26884422110552764,0.2795031055900621,4,6,0.6666666666666666,0.021081833699611682,0.018829678362573127,90,152
MES,CME_OPEN,E0,1,2.0,size_q75_plus,793,204,25.5,-0.1060705882352941,-0.17458455008488966,0.06851396184959556,0.3235294117647059,0.34974533106960953,4,4,1.0,,,0,0
MES,CME_OPEN,E0,1,2.0,size_q50_plus,793,422,52.75,-0.10610236966824645,-0.21480727762803234,0.10870490795978589,0.33649289099526064,0.3504043126684636,3,5,0.6,,,0,0
MES,1100,E1,4,4.0,size_q75_plus,1760,455,56.875,-0.10615758241758241,-0.2644550191570881,0.15829743673950566,0.1978021978021978,0.19233716475095786,3,5,0.6,0.13409303630501238,0.1509341953655102,107,146
M2K,US_DATA_OPEN,E1,5,3.0,short_fast,1058,480,80.0,-0.10616687499999997,-0.2468136678200692,0.14064679282006923,0.26875,0.2179930795847751,4,5,0.8,0.21988429296432876,-0.04976462162162165,100,111
MGC,CME_OPEN,E1,3,1.0,size_q75_plus,1128,303,27.545454545454547,-0.10633102310231023,-0.4552265454545455,0.34889552235223525,0.5346534653465347,0.3612121212121212,5,5,1.0,,,0,0
MES,US_POST_EQUITY,E1,5,2.0,size_q50_plus,1429,705,88.125,-0.1063605673758865,-0.05820649171270717,-0.048154075663179335,0.31347517730496455,0.35773480662983426,1,6,0.16666666666666666,-0.06468478544248328,-0.04745039525691701,138,66
MES,LONDON_OPEN,E1,5,1.5,short_fast,1727,654,81.75,-0.10644984709480122,-0.13963383038210622,0.033183983287305,0.40519877675840976,0.3979496738117428,4,6,0.6666666666666666,0.03135764305215462,0.035211215753424646,96,146
MES,0900,E1,2,2.0,fast_and_q75,1703,356,44.5,-0.10647359550561798,-0.2810143281365998,0.17454073263098185,0.32865168539325845,0.3236822568671121,4,5,0.8,0.22378730775992406,0.10480334361082563,105,139
MES,1000,E1,4,1.0,mid_15_60,1785,216,27.0,-0.1064800925925926,-0.14668005098789036,0.04019995839529776,0.5231481481481481,0.5111536010197578,4,6,0.6666666666666666,0.08541983612415761,,35,216
MGC,US_POST_EQUITY,E1,3,1.0,size_q50_plus,1294,690,98.57142857142857,-0.10649014492753621,-0.2150521523178808,0.10856200739034459,0.5014492753623189,0.49834437086092714,4,6,0.6666666666666666,0.08780660892417597,,205,23
MES,1000,E1,3,3.0,size_q50_plus,1781,949,118.625,-0.10652381454162274,-0.29853185096153845,0.1920080364199157,0.2528977871443625,0.22956730769230768,5,7,0.7142857142857143,0.13485565476560954,0.5035353861192571,186,66
MGC,1100,E1,4,1.5,size_q50_plus,2499,1269,115.36363636363636,-0.10656406619385343,-0.3771448780487805,0.27058081185492705,0.43577620173364856,0.3951219512195122,9,9,1.0,0.2700449882352941,,246,6
M2K,0030,E1,2,1.5,fast_and_q75,1136,260,43.333333333333336,-0.10657576923076924,-0.1536299086757991,0.047054139445029855,0.3769230769230769,0.3835616438356164,3,5,0.6,0.05234094767441862,,38,187
M2K,LONDON_OPEN,E1,1,1.0,fast_and_q75,1291,292,48.666666666666664,-0.10659109589041096,-0.2437035035035035,0.13711240761309254,0.5,0.4874874874874875,5,5,1.0,0.1305284990771903,0.17170330849141827,41,216
MES,US_POST_EQUITY,E1,2,1.5,size_q50_plus,1665,850,106.25,-0.10666835294117646,-0.10912871165644172,0.0024603587152652595,0.3776470588235294,0.4134969325153374,4,7,0.5714285714285714,-0.008437069483827497,-0.03485629560495505,166,71
MES,US_POST_EQUITY,E0,1,4.0,long_only,1585,796,99.5,-0.10686959798994977,0.007568567807351071,-0.11443816579730084,0.20854271356783918,0.229404309252218,1,7,0.14285714285714285,-0.0996095256523662,-0.2461511220196353,124,92
M2K,LONDON_OPEN,E0,1,2.5,long_fast,1197,580,96.66666666666667,-0.10693862068965518,-0.13779124797406805,0.030852627284412876,0.33275862068965517,0.31766612641815234,3,5,0.6,-0.009252747497219146,0.16287434782608692,120,115
MES,1100,E1,5,2.0,size_q50_plus,1759,971,121.375,-0.10695911431513902,-0.35962119289340094,0.25266207857826195,0.34397528321318227,0.2893401015228426,6,7,0.8571428571428571,0.2592353511703235,0.1264519015280136,190,62
M2K,US_DATA_OPEN,E1,2,1.0,size_q50_plus,1201,619,103.16666666666667,-0.1069702746365105,-0.2525367697594502,0.14556649512293973,0.49434571890145396,0.4793814432989691,5,5,1.0,0.11336221311475408,0.2584417601560867,113,127
MES,US_DATA_OPEN,E1,4,1.5,size_q50_plus,1621,826,103.25,-0.10701053268765134,-0.23279270440251573,0.1257821717148644,0.387409200968523,0.3836477987421384,6,7,0.8571428571428571,0.08646777343412901,0.3535875256322625,154,76
MES,0900,E0,2,3.0,long_fast,668,230,28.75,-0.10705565217391307,-0.11898584474885844,0.011930192574945375,0.30869565217391304,0.3127853881278539,2,6,0.3333333333333333,,,0,0
MES,US_POST_EQUITY,E1,2,2.5,short_fast,1542,595,74.375,-0.10705630252100841,-0.16092027455121438,0.05386397203020597,0.27899159663865547,0.2692713833157339,4,6,0.6666666666666666,0.04141526551751559,0.10108023001095291,83,132
MES,US_DATA_OPEN,E1,5,1.5,size_q50_plus,1598,813,101.625,-0.10708130381303813,-0.21085898089171976,0.10377767707868163,0.3862238622386224,0.38980891719745225,5,7,0.7142857142857143,0.07577558511063182,0.2521999041477866,151,76
MES,1000,E1,1,3.0,long_fast,1803,633,79.125,-0.10708404423380727,-0.1872065811965812,0.08012253696277394,0.2764612954186414,0.25213675213675213,3,6,0.5,0.06664592403100777,0.037078808691308696,104,154
MES,0030,E1,2,3.0,short_only,1539,777,97.125,-0.1070956241956242,-0.2282790026246719,0.12118337842904771,0.24581724581724582,0.21653543307086615,5,7,0.7142857142857143,0.08851385316810848,0.24548349297573435,108,116
MES,US_EQUITY_OPEN,E1,1,2.0,short_only,1700,850,106.25,-0.10716117647058822,-0.03493717647058823,-0.07222399999999998,0.3235294117647059,0.3517647058823529,2,7,0.2857142857142857,-0.0826937619323339,0.002026423902894481,126,119
MES,CME_OPEN,E1,5,1.5,size_q75_plus,627,168,21.0,-0.10717023809523807,-0.17014270152505445,0.06297246342981638,0.38095238095238093,0.39433551198257083,2,4,0.5,,,0,0
MES,0030,E1,2,2.5,short_fast,1585,663,82.875,-0.1072711915535445,-0.15895737527114967,0.051686183717605166,0.277526395173454,0.27006507592190887,2,6,0.3333333333333333,0.05557939677883518,-0.010425296167247355,105,123
MGC,LONDON_OPEN,E0,1,1.0,fast_and_q75,2530,510,46.36363636363637,-0.10729921568627451,-0.2851671782178218,0.17786796253154727,0.5568627450980392,0.4485148514851485,5,6,0.8333333333333334,0.14489813807163698,-0.1184215424347671,197,57
MES,US_EQUITY_OPEN,E1,4,2.0,long_only,1454,727,90.875,-0.10737235213204951,-0.08045859697386519,-0.026913755158184324,0.3218707015130674,0.328748280605227,3,7,0.42857142857142855,-0.0008517544835330154,-0.1290641135811694,101,106
MES,0900,E0,2,1.5,long_fast,672,232,29.0,-0.10737931034482759,-0.1370218181818182,0.0296425078369906,0.49137931034482757,0.4818181818181818,3,6,0.5,,,0,0
MES,1100,E1,2,3.0,fast_and_q75,1786,366,45.75,-0.10739754098360656,-0.292048309859155,0.18465076887554843,0.24863387978142076,0.23450704225352112,4,5,0.8,0.1736712195272101,0.029798638826483384,94,161
MES,CME_OPEN,E1,5,1.5,short_only,627,325,40.625,-0.10750276923076921,-0.20252218543046357,0.09501941619969437,0.40923076923076923,0.3708609271523179,6,7,0.8571428571428571,,,0,0
MES,0030,E1,5,2.0,size_q75_plus,1479,380,47.5,-0.10751078947368418,-0.08681701546860782,-0.020693774005076368,0.3105263157894737,0.3393994540491356,2,6,0.3333333333333333,-0.03605879011290379,-0.05284064856711916,78,136
MGC,1800,E0,1,4.0,fast_and_q75,2499,535,48.63636363636363,-0.10753308411214955,-0.2878394602851324,0.18030637617298284,0.2261682242990654,0.2510183299389002,1,6,0.16666666666666666,0.11198315286821903,-0.0714046519524618,190,62
MES,1100,E0,2,1.5,long_only,652,346,43.25,-0.10758670520231216,-0.08782581699346405,-0.01976088820884811,0.48554913294797686,0.5065359477124183,4,7,0.5714285714285714,,,0,0
MES,US_DATA_OPEN,E0,2,1.5,long_only,682,346,43.25,-0.1076236994219653,-0.054531845238095254,-0.053091854183870045,0.4421965317919075,0.47619047619047616,2,7,0.2857142857142857,,,0,0
M2K,1000,E1,1,2.5,fast_and_q75,1291,265,44.166666666666664,-0.10763622641509434,-0.2723788499025341,0.16474262348743973,0.2981132075471698,0.3001949317738791,4,4,1.0,0.13546080700637342,0.22200663793103448,58,200
MES,US_DATA_OPEN,E0,2,2.0,size_q75_plus,676,185,23.125,-0.10775621621621621,-0.13050224032586558,0.022746024109649363,0.31891891891891894,0.3869653767820774,2,5,0.4,,,0,0
MES,0030,E1,4,2.5,long_fast,1459,568,71.0,-0.10780739436619718,-0.13743625140291807,0.029628857036720885,0.27992957746478875,0.2727272727272727,3,6,0.5,0.042043715296014306,0.01920305629048443,97,113
MES,0030,E1,4,1.5,long_only,1589,804,100.5,-0.1079087064676617,-0.05400101910828025,-0.053907687359381444,0.39303482587064675,0.4140127388535032,2,7,0.2857142857142857,-0.054494626944924116,-0.05451511048863986,119,108
MGC,0900,E1,4,2.0,fast_and_q75,2405,378,34.36363636363637,-0.10795978835978835,-0.476247311297484,0.3682875229376956,0.36243386243386244,0.28465712876171684,6,6,1.0,0.31099124362837516,0.16597151833234774,152,89
M2K,LONDON_OPEN,E1,5,1.5,size_q75_plus,1244,316,52.666666666666664,-0.10798829113924052,-0.19820441810344827,0.09021612696420775,0.3924050632911392,0.3933189655172414,4,5,0.8,0.08035013061650993,0.06719582655826556,45,205
M2K,US_EQUITY_OPEN,E1,2,1.5,long_only,1000,479,79.83333333333333,-0.10800125260960333,-0.060039155470249524,-0.04796209713935381,0.38204592901878914,0.40115163147792704,2,5,0.4,-0.010297853122487252,-0.19515006802721088,105,98
