symbol,session,entry_model,confirm_bars,rr_target,filter,n_base,n_on,signals_per_year,avg_on,avg_off,uplift,wr_on,wr_off,years_pos,years_total,years_pos_ratio,train_uplift,test_uplift,n_test_on,n_test_off
MES,US_DATA_OPEN,E1,4,2.5,size_q50_plus,1573,784,98.0,-0.16906556122448976,-0.2214359949302915,0.052370433705801744,0.25892857142857145,0.27756653992395436,6,7,0.8571428571428571,0.046308668279312765,0.1475544754744003,147,76
M6E,0030,E1,4,1.0,size_q50_plus,1114,583,97.16666666666667,-0.16911526586620926,-0.36821318267419956,0.1990979168079903,0.516295025728988,0.4519774011299435,5,5,1.0,0.2294268251254739,0.09399588100686498,114,115
MES,0900,E0,1,4.0,long_fast,1648,604,75.5,-0.16924817880794701,-0.15551475095785441,-0.0137334278500926,0.23178807947019867,0.23850574712643677,2,6,0.3333333333333333,-0.005424854167802473,-0.015893026918671255,97,144
MES,US_DATA_OPEN,E0,2,4.0,fast_le_15,656,449,56.125,-0.1692561247216036,-0.2226632850241546,0.05340716030255102,0.2071269487750557,0.21256038647342995,1,2,0.5,,,0,0
MES,1000,E1,5,2.5,short_fast,1770,686,85.75,-0.16928921282798834,-0.16536208487084872,-0.00392712795713962,0.27988338192419826,0.28413284132841327,3,6,0.5,-0.02844629918809638,0.22614654012654015,105,143
MES,0030,E1,1,4.0,short_only,1558,796,99.5,-0.16933718592964822,-0.3098522309711287,0.14051504504148046,0.18592964824120603,0.15748031496062992,4,7,0.5714285714285714,0.07290228920118347,0.4443700414061866,109,113
M2K,0900,E1,1,1.5,mid_15_60,1236,169,28.166666666666668,-0.1694153846153846,-0.38112324273664483,0.21170785812126022,0.4437869822485207,0.35051546391752575,4,5,0.8,0.1810197760608675,,39,205
M6E,US_EQUITY_OPEN,E1,1,2.5,size_q75_plus,1221,324,54.0,-0.16944814814814813,-0.4192550724637682,0.24980692431562007,0.2932098765432099,0.24860646599777034,3,5,0.6,0.18619749804668564,0.43157350877192985,60,190
M2K,1000,E1,5,2.0,size_q75_plus,1264,312,52.0,-0.16946891025641028,-0.26284968487394955,0.09338077461753927,0.3141025641025641,0.32983193277310924,4,4,1.0,0.09807614180003446,0.038244903515093284,69,181
MES,1000,E1,2,1.0,fast_le_15,1800,1327,165.875,-0.16958553127354936,-0.20216088794926002,0.032575356675710654,0.5011303692539563,0.4904862579281184,2,6,0.3333333333333333,0.010753814263458589,0.21479116517285526,213,44
MES,LONDON_OPEN,E1,1,2.0,fast_le_15,1800,1422,177.75,-0.16959416315049225,-0.24692645502645502,0.07733229187596277,0.32559774964838256,0.31216931216931215,2,5,0.4,0.07183078432711015,,232,24
MES,US_DATA_OPEN,E1,3,3.0,short_only,1586,803,100.375,-0.16959551681195517,-0.25502145593869735,0.08542593912674218,0.24782067247820672,0.21711366538952745,4,7,0.5714285714285714,0.08991416899055629,0.0617932019308125,110,113
MES,0900,E0,1,4.0,long_only,1648,826,103.25,-0.16964261501210656,-0.15140936739659366,-0.0182332476155129,0.23486682808716708,0.23722627737226276,3,7,0.42857142857142855,-0.005859467735719409,-0.06447131034482756,116,125
MGC,1000,E0,1,3.0,long_fast,2439,625,56.81818181818182,-0.1696496,-0.3531266813671444,0.1834770813671444,0.3376,0.2993384785005513,3,6,0.5,0.12756625767393032,0.12539401041666667,120,128
M6E,0030,E0,1,1.5,short_only,1245,605,100.83333333333333,-0.1696801652892562,-0.259275,0.08959483471074378,0.4975206611570248,0.4484375,3,5,0.6,0.042879589428975934,0.27039109386548404,123,132
M2K,US_DATA_OPEN,E1,3,3.0,fast_le_15,1124,962,160.33333333333334,-0.1697445945945946,-0.29746975308641976,0.12772515849182517,0.2494802494802495,0.19753086419753085,4,5,0.8,0.12695667234898161,,197,33
M2K,LONDON_OPEN,E1,2,2.0,fast_and_q75,1277,288,48.0,-0.1697701388888889,-0.21061375126390294,0.04084361237501405,0.3090277777777778,0.3326592517694641,2,5,0.4,0.026384516386713103,-0.026822183098591468,40,213
MGC,2300,E0,1,1.5,long_fast,2532,711,64.63636363636364,-0.16977848101265824,-0.2050841845140033,0.03530570350134504,0.44022503516174405,0.4645799011532125,1,6,0.16666666666666666,0.0378873026134586,-0.0182609627016129,128,124
MGC,1000,E1,3,3.0,size_q75_plus,2510,646,58.72727272727273,-0.169821826625387,-0.4047483369098712,0.23492651028448422,0.25696594427244585,0.2542918454935622,5,8,0.625,0.1476098523997479,,209,39
M2K,US_EQUITY_OPEN,E0,1,2.0,fast_and_q75,1093,241,40.166666666666664,-0.1698331950207469,0.08450082159624413,-0.254334016616991,0.29045643153526973,0.3967136150234742,0,4,0.0,-0.27066754303471396,-0.2203159090909091,44,173
MGC,1100,E1,5,1.5,long_fast,2481,668,60.72727272727273,-0.1698565868263473,-0.2747222283507998,0.10486564152445249,0.42664670658682635,0.40540540540540543,5,6,0.8333333333333334,0.10033067545963231,-0.006008965428276586,114,136
MGC,1800,E0,2,1.5,size_q50_plus,900,458,41.63636363636363,-0.16986855895196507,-0.3887036199095023,0.21883506095753724,0.4606986899563319,0.40497737556561086,3,4,0.75,,,0,0
MES,1000,E1,5,1.0,short_only,1780,908,113.5,-0.1698730176211454,-0.1350038990825688,-0.034869118538576604,0.4922907488986784,0.5137614678899083,1,7,0.14285714285714285,-0.026522591279688063,-0.01902729799612149,119,130
M2K,LONDON_OPEN,E1,5,1.0,long_fast,1247,609,101.5,-0.1699326765188834,-0.17840721003134796,0.00847453351246455,0.49589490968801314,0.48746081504702193,2,5,0.4,0.019919674679181848,-0.058001232665639446,132,118
MGC,2300,E1,2,1.5,fast_and_q75,2403,509,46.27272727272727,-0.1699514734774067,-0.2948376451953537,0.12488617171794703,0.381139489194499,0.39229144667370647,4,6,0.6666666666666666,0.20351908300975932,-0.06880841091492773,178,70
MGC,1800,E1,4,1.5,size_q50_plus,2466,1251,113.72727272727273,-0.16999640287769785,-0.4005592592592593,0.23056285638156143,0.42366107114308554,0.38436213991769547,9,9,1.0,0.2237886718127281,,242,5
MGC,LONDON_OPEN,E0,2,4.0,size_q50_plus,883,472,42.90909090909091,-0.17009449152542375,-0.33945985401459855,0.1693653624891748,0.2288135593220339,0.26034063260340634,3,4,0.75,,,0,0
M2K,US_DATA_OPEN,E1,4,1.5,fast_le_15,1132,965,160.83333333333334,-0.17010051813471502,-0.1995706586826347,0.029470140547919688,0.39067357512953366,0.3532934131736527,3,5,0.6,0.025336562004897034,,196,30
MES,0030,E1,4,2.5,long_only,1459,730,91.25,-0.17014821917808218,-0.08159410150891633,-0.08855411766916585,0.26301369863013696,0.2880658436213992,2,7,0.2857142857142857,-0.0812709027755816,-0.056446732026143795,108,102
M2K,US_DATA_OPEN,E1,1,4.0,fast_le_15,1162,990,165.0,-0.17016313131313135,-0.3271587209302325,0.15699558961710117,0.20707070707070707,0.1569767441860465,4,5,0.8,0.20437488497540857,,199,35
M6E,LONDON_OPEN,E0,1,4.0,long_fast,1222,591,98.5,-0.17025228426395939,-0.25878034865293187,0.08852806438897248,0.2521150592216582,0.22503961965134706,3,5,0.6,0.023630669990845177,0.3006592584805158,116,123
MGC,2300,E1,1,1.5,fast_and_q75,2534,531,48.27272727272727,-0.1702741996233522,-0.34614777833250127,0.17587357870914908,0.384180790960452,0.37343984023964055,4,6,0.6666666666666666,0.22489138010483267,-0.036914008783886204,186,71
MGC,1800,E0,2,1.0,long_fast,900,266,24.181818181818183,-0.17033195488721806,-0.31821671924290224,0.14788476435568418,0.5676691729323309,0.3801261829652997,4,6,0.6666666666666666,,,0,0
MES,0900,E1,4,1.5,fast_and_q75,1683,352,44.0,-0.17038096590909088,-0.26251690458302024,0.09213593867392936,0.36363636363636365,0.38317054845980464,3,5,0.6,0.1172522561286099,0.1549191140278917,106,138
MGC,0900,E1,5,3.0,size_q75_plus,2381,594,54.0,-0.1703872053872054,-0.5132840514829322,0.3428968460957268,0.25925925925925924,0.22327923894795748,9,9,1.0,0.29516068283218444,0.0457202401372213,187,53
M2K,US_EQUITY_OPEN,E1,4,1.5,size_q75_plus,885,217,36.166666666666664,-0.17041244239631337,-0.06831961077844312,-0.10209283161787025,0.3456221198156682,0.39820359281437123,1,4,0.25,,,0,0
MES,US_DATA_OPEN,E1,4,2.0,short_fast,1593,585,73.125,-0.17042188034188033,-0.18872172619047617,0.01829984584859584,0.31965811965811963,0.31547619047619047,3,6,0.5,-0.013202772050400935,0.16182249669530735,89,136
MES,0900,E1,5,4.0,mid_15_60,1653,251,31.375,-0.17044900398406373,-0.25265235378031387,0.08220334979625013,0.1952191235059761,0.1861626248216833,4,6,0.6666666666666666,0.05555545795713024,,36,202
M6E,1000,E1,2,4.0,fast_and_q75,982,184,30.666666666666668,-0.17045,-0.41965889724310773,0.24920889724310774,0.18478260869565216,0.17167919799498746,2,4,0.5,0.23330766513056833,0.38409611285266454,55,145
MES,1000,E1,2,2.0,mid_15_60,1796,216,27.0,-0.17067592592592593,-0.1753559493670886,0.004680023441162667,0.3287037037037037,0.33544303797468356,3,6,0.5,0.04162495570396618,,36,221
MGC,US_POST_EQUITY,E1,2,1.5,long_only,1264,682,97.42857142857143,-0.17068211143695014,-0.21065996563573886,0.039977854198788715,0.4002932551319648,0.38144329896907214,5,6,0.8333333333333334,0.02537674950584351,0.028593911745189084,137,88
MGC,2300,E0,1,1.5,short_only,2532,1236,112.36363636363636,-0.17068640776699032,-0.2185203703703704,0.047833962603380076,0.47249190938511326,0.44367283950617287,7,10,0.7,0.05894541241234866,-0.062436353276353274,117,135
M2K,0900,E1,3,3.0,mid_15_60,1213,165,27.5,-0.17068727272727272,-0.4080863549618321,0.23739908223455938,0.26666666666666666,0.20706106870229007,4,5,0.8,0.15468451193364263,,37,204
M2K,0900,E1,2,2.0,mid_15_60,1225,167,27.833333333333332,-0.17070838323353288,-0.3896711720226843,0.21896278878915143,0.3652694610778443,0.2835538752362949,4,5,0.8,0.1861406379616828,,38,204
MES,1100,E1,4,2.5,size_q75_plus,1768,458,57.25,-0.17071986899563318,-0.2687587022900763,0.09803883329444313,0.26200873362445415,0.2717557251908397,3,6,0.5,0.05802327117116418,0.12871312892075276,107,146
MES,1000,E1,3,1.5,fast_le_15,1787,1320,165.0,-0.17075113636363634,-0.18469293361884367,0.013941797255207333,0.39621212121212124,0.4004282655246253,2,6,0.3333333333333333,-0.01862802933407176,0.16654149501661136,210,43
MES,US_DATA_OPEN,E1,2,3.0,fast_le_15,1634,1201,150.125,-0.17075512073272275,-0.2738364896073903,0.10308136887466757,0.24313072439633637,0.22401847575057737,5,6,0.8333333333333334,0.09737898152509555,0.1518314264394976,187,43
MGC,1000,E0,1,1.5,mid_15_60,2440,187,17.0,-0.17075721925133688,-0.33344855747891705,0.16269133822758017,0.5080213903743316,0.40523746116289394,5,6,0.8333333333333334,0.16014420442376573,,22,226
MGC,LONDON_OPEN,E0,2,1.5,fast_le_15,889,505,45.90909090909091,-0.17076079207920788,-0.3142171875,0.1434563954207921,0.4792079207920792,0.4505208333333333,0,0,,,,0,0
M2K,CME_OPEN,E0,1,1.5,long_only,534,261,43.5,-0.17083256704980843,-0.26757692307692305,0.09674435602711462,0.42911877394636017,0.37362637362637363,3,5,0.6,,,0,0
MGC,US_POST_EQUITY,E1,2,1.0,long_only,1364,732,104.57142857142857,-0.17088688524590162,-0.17147594936708857,0.0005890641211869496,0.4959016393442623,0.49683544303797467,2,6,0.3333333333333333,-0.00043040986612874477,-0.059565512569622156,146,91
MES,0900,E1,2,2.5,mid_15_60,1701,258,32.25,-0.17093565891472867,-0.29249251559251555,0.12155685667778687,0.29069767441860467,0.26195426195426197,4,6,0.6666666666666666,0.13793666940114846,,37,207
M6E,LONDON_OPEN,E1,4,1.5,size_q50_plus,1230,637,106.16666666666667,-0.17096640502354787,-0.35242006745362564,0.18145366243007777,0.41287284144427,0.3760539629005059,5,5,1.0,0.1630518073200242,0.24900675835746244,131,116
MGC,0900,E1,5,1.5,fast_and_q75,2400,376,34.18181818181818,-0.1709773936170213,-0.46024209486166007,0.28926470124463877,0.4015957446808511,0.3364624505928854,6,6,1.0,0.2020872563651238,0.11876592008333953,151,89
M2K,0900,E1,2,2.5,mid_15_60,1223,167,27.833333333333332,-0.17097904191616764,-0.41109223484848484,0.2401131929323172,0.31137724550898205,0.23768939393939395,4,5,0.8,0.19058429951690825,,38,204
MGC,US_POST_EQUITY,E1,2,1.5,long_fast,1264,622,88.85714285714286,-0.17103906752411577,-0.20657788161993768,0.03553881409582191,0.40192926045016075,0.38161993769470404,4,6,0.6666666666666666,0.036494397372137305,-0.04398044554455447,124,101
MES,1100,E1,1,2.0,fast_and_q75,1805,372,46.5,-0.17104650537634405,-0.29792470341939986,0.1268781980430558,0.3118279569892473,0.31751570132588974,3,5,0.6,0.07392565124265596,0.17992142949967513,95,162
MES,1100,E1,5,3.0,long_fast,1754,709,88.625,-0.17107729196050778,-0.2877838277511962,0.11670653579068843,0.2524682651622003,0.22009569377990432,5,6,0.8333333333333334,0.12111553601662303,0.1389977068345324,112,139
MGC,CME_OPEN,E1,2,1.5,size_q75_plus,1102,295,26.818181818181817,-0.17109694915254237,-0.5244913258983891,0.35339437674584673,0.39661016949152544,0.31474597273853777,5,5,1.0,,,0,0
M2K,LONDON_OPEN,E1,2,2.0,size_q75_plus,1277,321,53.5,-0.17111121495327103,-0.21157332635983261,0.040462111406561585,0.308411214953271,0.33368200836820083,2,5,0.4,0.033440108426270154,-0.05492596153846155,45,208
MGC,LONDON_OPEN,E0,2,1.5,fast_and_q75,889,197,17.90909090909091,-0.1712446700507614,-0.250228901734104,0.07898423168334259,0.41116751269035534,0.48265895953757226,1,4,0.25,,,0,0
MGC,1000,E1,1,1.0,size_q75_plus,2582,673,61.18181818181818,-0.1713988112927192,-0.4517413305395495,0.2803425192468303,0.5289747399702823,0.33001571503404925,8,8,1.0,0.24607858724039294,,219,39
M6E,US_DATA_OPEN,E1,2,1.5,fast_and_q75,1091,221,36.833333333333336,-0.17143257918552038,-0.3374134482758621,0.16598086909034174,0.38461538461538464,0.37701149425287356,3,5,0.6,0.1758586701410889,0.1967445357142857,48,175
MGC,US_POST_EQUITY,E1,2,1.0,short_only,1364,632,90.28571428571429,-0.17147594936708857,-0.17088688524590162,-0.0005890641211869496,0.49683544303797467,0.4959016393442623,4,6,0.6666666666666666,0.00043040986612874477,0.059565512569622156,91,146
MES,1100,E1,1,4.0,long_only,1799,939,117.375,-0.17149424920127795,-0.34649930232558146,0.1750050531243035,0.21192758253461128,0.17209302325581396,6,7,0.8571428571428571,0.1638378966255352,0.2767499511241447,132,124
MES,0900,E1,1,2.5,fast_and_q75,1714,358,44.75,-0.17156452513966483,-0.3250266224188791,0.15346209727921425,0.26256983240223464,0.26474926253687314,4,6,0.6666666666666666,0.21967256338320862,0.04377666666666666,105,140
MES,1100,E0,2,4.0,short_fast,649,237,29.625,-0.17159198312236285,-0.10375291262135923,-0.06783907050100361,0.22784810126582278,0.24514563106796117,3,6,0.5,,,0,0
MES,US_DATA_OPEN,E1,5,2.5,short_fast,1537,567,70.875,-0.17160229276895944,-0.23146494845360824,0.0598626556846488,0.27336860670194,0.2556701030927835,4,6,0.6666666666666666,0.04123209246309245,0.1926142794221283,88,129
MES,US_DATA_OPEN,E1,1,3.0,short_only,1676,842,105.25,-0.1716195961995249,-0.22520527577937655,0.053585679579851636,0.2529691211401425,0.23261390887290168,4,7,0.5714285714285714,0.03944343056943056,0.11191742078113492,115,118
MGC,1000,E1,3,1.5,fast_and_q75,2522,481,43.72727272727273,-0.1716817047817048,-0.40641876531112203,0.23473706052941723,0.4095634095634096,0.3782459578637923,6,6,1.0,0.22548895123839008,0.05001609471516813,188,62
MES,US_DATA_OPEN,E1,3,1.5,fast_le_15,1655,1203,150.375,-0.17168229426433915,-0.1641641592920354,-0.007518134972303747,0.38237738985868663,0.4004424778761062,3,6,0.5,0.015197112903225785,-0.07317928921568624,187,48
MES,LONDON_OPEN,E1,4,1.0,short_only,1744,850,106.25,-0.1717201176470588,-0.1005847874720358,-0.071135330175023,0.4764705882352941,0.5201342281879194,2,7,0.2857142857142857,-0.07595137121650278,-0.0830403736690551,109,137
M6E,US_EQUITY_OPEN,E1,3,3.0,fast_and_q75,1009,223,37.166666666666664,-0.17177174887892382,-0.4229164122137405,0.25114466333481666,0.25112107623318386,0.20483460559796438,4,4,1.0,0.1895284252784253,,38,165
M2K,LONDON_OPEN,E1,5,2.5,size_q50_plus,1236,613,102.16666666666667,-0.17186150081566068,-0.18890192616372392,0.017040425348063243,0.26753670473083196,0.29213483146067415,2,5,0.4,0.006178105898229758,0.06200482192877149,102,147
MGC,LONDON_OPEN,E0,1,2.0,long_fast,2526,703,63.90909090909091,-0.17193271692745377,-0.27816867800329126,0.10623596107583749,0.4011379800853485,0.39221064179923204,1,6,0.16666666666666666,0.02620256769256374,0.37477919010123734,126,127
M2K,1000,E1,1,1.5,size_q75_plus,1292,323,53.833333333333336,-0.17199102167182662,-0.2930703818369453,0.12107936016511867,0.38699690402476783,0.4086687306501548,4,4,1.0,0.09310970687221798,0.21837936170212768,70,188
MGC,1800,E0,1,1.0,fast_le_15,2519,1424,129.45454545454547,-0.17202198033707863,-0.3478351598173516,0.17581317948027295,0.5695224719101124,0.3059360730593607,2,3,0.6666666666666666,0.15941239472158492,,228,25
MES,CME_OPEN,E1,5,2.0,size_q75_plus,616,163,20.375,-0.17203496932515336,-0.1721066225165563,7.16531914029539e-05,0.294478527607362,0.32671081677704195,2,4,0.5,,,0,0
M2K,0900,E1,4,2.5,fast_and_q75,1211,220,36.666666666666664,-0.17213818181818183,-0.39165287588294656,0.21951469406476473,0.2681818181818182,0.2462159434914228,5,5,1.0,0.2146286608260325,0.21127327868852458,61,180
M2K,US_DATA_OPEN,E1,5,2.5,fast_le_15,1071,918,153.0,-0.17213954248366015,-0.38637777777777776,0.21423823529411762,0.27995642701525053,0.19607843137254902,4,5,0.8,0.2279232957863997,,186,29
MGC,1800,E0,2,1.0,size_q75_plus,900,245,22.272727272727273,-0.172245306122449,-0.31275969465648856,0.14051438853403955,0.5224489795918368,0.4030534351145038,1,4,0.25,,,0,0
MES,1000,E1,5,1.0,short_fast,1780,686,85.75,-0.17226341107871718,-0.14058080438756856,-0.03168260669114861,0.48833819241982507,0.5118829981718465,2,6,0.3333333333333333,-0.01917343396495874,-0.024791567460317493,105,144
MES,0900,E0,1,2.0,short_fast,1657,597,74.625,-0.172263986599665,-0.16120528301886794,-0.011058703580797052,0.3768844221105528,0.39622641509433965,2,6,0.3333333333333333,0.005274757975797573,-0.041621266468924584,109,133
MGC,LONDON_OPEN,E1,5,2.0,size_q50_plus,2427,1242,112.9090909090909,-0.17233502415458937,-0.31834987341772153,0.14601484926313216,0.3446054750402576,0.35443037974683544,7,9,0.7777777777777778,0.1036768510638297,,231,10
MGC,1100,E1,1,4.0,size_q75_plus,2513,621,56.45454545454545,-0.17233977455716584,-0.3564953488372093,0.18415557428004345,0.1932367149758454,0.20560253699788583,5,8,0.625,0.20739889398390948,-0.25763361788617883,205,48
MES,1100,E1,5,4.0,long_only,1749,913,114.125,-0.17241150054764512,-0.3247058612440192,0.15229436069637406,0.20262869660460023,0.1674641148325359,6,7,0.8571428571428571,0.16049839682036035,0.13431712438384233,127,123
M2K,US_DATA_OPEN,E1,3,1.5,short_only,1155,598,99.66666666666667,-0.17247324414715717,-0.20005152603231596,0.02757828188515879,0.39297658862876256,0.3734290843806104,3,5,0.6,0.02890468828486914,0.08356442307692302,130,104
M2K,0030,E1,2,1.5,short_only,1136,581,96.83333333333333,-0.17252082616179001,-0.11181063063063064,-0.060710195531159375,0.3683304647160069,0.3963963963963964,1,5,0.2,-0.04199065466124288,-0.13337349731097753,109,116
M2K,1100,E1,5,3.0,long_fast,1269,577,96.16666666666667,-0.1725358752166378,-0.3290043352601156,0.15646846004347778,0.28422876949740034,0.22832369942196531,4,5,0.8,0.11946761799112549,0.22911811334965176,113,141
MGC,0900,E1,1,2.5,size_q75_plus,2466,633,57.54545454545455,-0.17256635071090046,-0.5865462084015276,0.4139798576906272,0.3033175355450237,0.22749590834697217,9,9,1.0,0.3625535005647704,0.16177917893961713,194,56
M6E,LONDON_OPEN,E1,3,1.5,size_q50_plus,1245,649,108.16666666666667,-0.17259429892141756,-0.3401850671140939,0.16759076819267635,0.41602465331278893,0.3926174496644295,5,5,1.0,0.12580469892857452,0.3226315330129016,134,118
M6E,LONDON_OPEN,E1,5,2.0,size_q75_plus,1205,327,54.5,-0.1726229357798165,-0.29493302961275625,0.12231009383293975,0.3302752293577982,0.3234624145785877,3,5,0.6,0.05572280610021785,0.3303701086048455,70,171
M2K,0030,E1,2,2.0,long_only,1082,528,88.0,-0.17267121212121211,-0.19242942238267147,0.019758210261459352,0.3087121212121212,0.30144404332129965,3,5,0.6,0.008904644072763312,0.05613766846361184,112,106
MES,US_DATA_OPEN,E1,2,1.5,fast_le_15,1691,1225,153.125,-0.17268383673469387,-0.14079935622317596,-0.031884480511517904,0.38612244897959186,0.41201716738197425,2,6,0.3333333333333333,-0.009281526002114793,-0.1202439581151832,191,50
MES,1100,E1,1,4.0,long_fast,1799,723,90.375,-0.17276763485477178,-0.3105125464684015,0.1377449116136297,0.21161825726141079,0.18029739776951673,5,6,0.8333333333333334,0.13492477702288747,0.1828225223558433,115,141
MES,1000,E1,2,1.0,long_fast,1800,631,78.875,-0.1728095087163233,-0.18102591958939265,0.008216410873069346,0.5023771790808241,0.49615055603079555,3,6,0.5,-0.007512691332108801,0.023955138065817727,103,154
M6E,LONDON_OPEN,E0,1,3.0,long_fast,1235,595,99.16666666666667,-0.172892268907563,-0.25648984375,0.08359757484243699,0.3126050420168067,0.284375,3,5,0.6,0.03743342231061794,0.23438687423687424,117,126
MGC,1800,E0,1,3.0,fast_le_15,2507,1419,129.0,-0.1728926708949965,-0.38986829044117643,0.21697561954617994,0.3086680761099366,0.29044117647058826,2,3,0.6666666666666666,0.2066865425792638,,228,25
MGC,0900,E1,5,1.0,fast_and_q75,2403,378,34.36363636363637,-0.17294074074074076,-0.4470321481481481,0.27409140740740734,0.5026455026455027,0.3224691358024691,6,6,1.0,0.21682127099208398,0.1272681105854524,152,89
MES,US_POST_EQUITY,E1,4,2.5,long_fast,1403,566,70.75,-0.1729959363957597,-0.08732317801672639,-0.0856727583790333,0.2579505300353357,0.2891278375149343,2,6,0.3333333333333333,-0.056835453137172365,-0.0855609401709402,90,117
M2K,US_DATA_OPEN,E1,3,1.0,short_only,1174,606,101.0,-0.1730526402640264,-0.17951461267605634,0.006461972412029948,0.4884488448844885,0.477112676056338,4,5,0.8,-0.0022384416538150653,0.08326572250179728,130,107
MES,LONDON_OPEN,E1,2,4.0,short_only,1755,867,108.375,-0.17310888119953863,-0.22144414414414415,0.04833526294460552,0.1914648212226067,0.18355855855855857,3,7,0.42857142857142855,0.0180025413881105,0.2772236550836551,111,140
MES,LONDON_OPEN,E1,1,2.0,long_fast,1800,734,91.75,-0.17316566757493185,-0.19455675422138835,0.021391086646456503,0.3242506811989101,0.32176360225140715,4,6,0.6666666666666666,0.05707382713603243,-0.16216351648351646,130,126
MGC,1100,E1,5,3.0,size_q50_plus,2418,1206,109.63636363636364,-0.17318814262023216,-0.35764719471947193,0.18445905209923977,0.25290215588723053,0.25742574257425743,7,9,0.7777777777777778,0.2037586111807907,,233,6
MES,1100,E1,4,4.0,long_fast,1760,707,88.375,-0.17325176803394626,-0.25729012345679014,0.08403835542284388,0.2050919377652051,0.18613485280151948,5,6,0.8333333333333334,0.09288220681975276,0.05979360090874668,114,139
MGC,US_POST_EQUITY,E1,3,1.5,short_only,1186,550,78.57142857142857,-0.17333854545454547,-0.14408600628930818,-0.02925253916523729,0.39636363636363636,0.4088050314465409,2,6,0.3333333333333333,-0.004638157205697546,-0.07796035137701803,81,130
MGC,1000,E1,1,4.0,size_q75_plus,2573,666,60.54545454545455,-0.1733394894894895,-0.454809753539591,0.28147026405010156,0.2087087087087087,0.20293654955427373,6,8,0.75,0.18429540937145744,,217,39
MES,1100,E1,5,2.5,long_only,1757,920,115.0,-0.1733563043478261,-0.3162701314217443,0.14291382707391823,0.2891304347826087,0.24253285543608125,6,7,0.8571428571428571,0.1361662084942085,0.24172778836382108,128,123
M2K,US_DATA_OPEN,E1,4,2.5,short_only,1099,571,95.16666666666667,-0.17341190893169878,-0.20847897727272727,0.03506706834102849,0.2819614711033275,0.26325757575757575,3,5,0.6,0.04080659080767514,0.005941100702576196,122,98
M6E,US_EQUITY_OPEN,E0,1,1.0,short_only,1261,650,108.33333333333333,-0.1734698461538461,-0.22304337152209494,0.04957352536824883,0.5892307692307692,0.5613747954173486,3,5,0.6,0.0633062184024267,-0.01391598484848483,120,132
M2K,US_POST_EQUITY,E1,4,2.5,short_fast,858,418,69.66666666666667,-0.17349617224880381,-0.2859606818181818,0.11246450956937798,0.2583732057416268,0.225,4,5,0.8,,,0,0
MES,CME_OPEN,E1,3,1.5,size_q50_plus,681,373,46.625,-0.1735702412868633,-0.21329090909090911,0.03972066780404582,0.3646112600536193,0.39285714285714285,2,5,0.4,,,0,0
MGC,2300,E0,1,2.5,fast_le_15,2478,1386,126.0,-0.17360909090909094,-0.2565223443223443,0.08291325341325334,0.31385281385281383,0.3424908424908425,2,4,0.5,0.12054200047315031,,223,23
M2K,CME_OPEN,E0,1,1.0,short_only,603,310,51.666666666666664,-0.17367193548387097,-0.1373952218430034,-0.03627671364086757,0.5258064516129032,0.552901023890785,3,5,0.6,,,0,0
M2K,US_DATA_OPEN,E1,1,3.0,fast_le_15,1176,1002,167.0,-0.17368572854291417,-0.34418908045977015,0.17050335191685598,0.25748502994011974,0.1896551724137931,4,5,0.8,0.17407412581336523,,201,35
M2K,0900,E1,4,1.0,size_q75_plus,1220,297,49.5,-0.173720202020202,-0.3559958829902492,0.1822756809700472,0.468013468013468,0.4301191765980498,4,5,0.8,0.15936477838050533,0.20360791158536587,82,160
MGC,1000,E1,1,1.0,fast_and_q75,2582,498,45.27272727272727,-0.17372991967871484,-0.4276430422264876,0.25391312254777276,0.5240963855421686,0.3478886756238004,5,6,0.8333333333333334,0.2320681239964113,-0.05081124094799211,196,62
MGC,1000,E1,2,2.5,fast_and_q75,2547,489,44.45454545454545,-0.17373742331288344,-0.4132756073858115,0.23953818407292804,0.29243353783231085,0.28765792031098153,3,6,0.5,0.1901226659249402,-0.07844529569892475,192,62
M2K,LONDON_OPEN,E1,1,4.0,short_only,1288,604,100.66666666666667,-0.17374536423841058,-0.2744229532163743,0.1006775889779637,0.20695364238410596,0.18128654970760233,4,5,0.8,0.09534213725584911,0.1642907672955975,106,150
MES,US_DATA_OPEN,E1,4,2.0,short_only,1593,802,100.25,-0.17381845386533665,-0.19029823008849556,0.01647977622315891,0.32169576059850374,0.3122629582806574,4,7,0.5714285714285714,-0.01814769985227896,0.195685395922238,111,114
M2K,US_DATA_OPEN,E1,5,2.0,long_fast,1094,445,74.16666666666667,-0.17384966292134832,-0.14570739599383667,-0.02814226692751165,0.31910112359550563,0.33436055469953774,2,5,0.4,-0.047863894113549285,-0.03955523809523803,84,135
MGC,1100,E1,2,2.5,long_fast,2525,678,61.63636363636363,-0.17391106194690267,-0.330803410936654,0.15689234898975132,0.3141592920353982,0.27883053600433133,4,6,0.6666666666666666,0.15090617987598384,-0.01679461609620722,115,141
MES,CME_OPEN,E0,1,2.5,fast_le_15,765,559,69.875,-0.1739161001788909,-0.2618990291262136,0.08798292894732271,0.28622540250447226,0.2621359223300971,2,4,0.5,,,0,0
M6E,0030,E0,1,2.5,size_q50_plus,1206,642,107.0,-0.17398613707165111,-0.34958953900709216,0.17560340193544105,0.32087227414330216,0.3262411347517731,3,5,0.6,0.24188571159567657,-0.1035157528455285,125,123
