strategy_id,source,instrument,session,filter,combined_n,combined_avgR,combined_sharpe,winter_n,winter_avgR,winter_wr,winter_sharpe,winter_maxdd,summer_n,summer_avgR,summer_wr,summer_sharpe,summer_maxdd,verdict
MGC_0900_E1_RR1.5_CB3_ORB_G5,validated,MGC,0900,ORB_G5,41,0.7995,0.8256,23,0.8162,0.7826,0.8313,1.0,18,0.7782,0.7778,0.795,1.0,STABLE
MES_0030_E1_RR1.0_CB1_ORB_G4,experimental,MES,0030,ORB_G4,112,0.852,14.3942,44,0.875,1.0,16.1292,0.0,68,0.8371,1.0,14.4814,0.0,STABLE
MES_0030_E1_RR1.5_CB3_ORB_G4,experimental,MES,0030,ORB_G4,99,1.3349,20.1884,37,1.3586,1.0,23.0989,0.0,62,1.3207,1.0,19.8254,0.0,STABLE
MNQ_0030_E3_RR1.0_CB1_NO_FILTER,experimental,MNQ,0030,NO_FILTER,115,0.9361,26.0905,52,0.9568,1.0,59.7091,0.0,63,0.919,1.0,23.7398,0.0,STABLE
MNQ_0030_E3_RR1.0_CB1_ORB_G4,experimental,MNQ,0030,ORB_G4,115,0.9361,26.0905,52,0.9568,1.0,59.7091,0.0,63,0.919,1.0,23.7398,0.0,STABLE
MNQ_0030_E3_RR1.0_CB1_ORB_G5,experimental,MNQ,0030,ORB_G5,115,0.9361,26.0905,52,0.9568,1.0,59.7091,0.0,63,0.919,1.0,23.7398,0.0,STABLE
MNQ_0030_E3_RR1.0_CB1_ORB_G6,experimental,MNQ,0030,ORB_G6,115,0.9361,26.0905,52,0.9568,1.0,59.7091,0.0,63,0.919,1.0,23.7398,0.0,STABLE
MNQ_0030_E3_RR1.0_CB1_ORB_G8,experimental,MNQ,0030,ORB_G8,115,0.9361,26.0905,52,0.9568,1.0,59.7091,0.0,63,0.919,1.0,23.7398,0.0,STABLE
MES_0030_E1_RR1.0_CB5_ORB_G4,experimental,MES,0030,ORB_G4,106,0.8797,16.9539,41,0.9027,1.0,22.5831,0.0,65,0.8651,1.0,16.1648,0.0,STABLE
MNQ_0900_E1_RR1.0_CB1_ORB_G6,validated,MNQ,0900,ORB_G6,138,0.4865,0.6585,53,0.4635,0.7736,0.5793,2.0,85,0.5008,0.8235,0.713,2.37,STABLE
MGC_0900_E1_RR1.0_CB1_ORB_G5,experimental,MGC,0900,ORB_G5,43,0.6685,1.2283,28,0.6557,0.8929,1.1153,2.0,15,0.6923,0.9333,1.4722,1.0,STABLE
MES_0900_E3_RR1.5_CB1_ORB_G6,validated,MES,0900,ORB_G6,35,0.4486,0.3968,24,0.4372,0.625,0.3843,3.71,11,0.4734,0.6364,0.4048,2.0,STABLE
MGC_0900_E3_RR1.0_CB1_ORB_G6,experimental,MGC,0900,ORB_G6,32,0.6179,0.991,22,0.6066,0.8636,0.9247,1.03,10,0.6428,0.9,1.1123,1.0,STABLE
MNQ_0900_E1_RR1.5_CB5_ORB_G5,validated,MNQ,0900,ORB_G5,134,0.4253,0.3725,46,0.4015,0.587,0.3376,3.0,88,0.4377,0.625,0.3899,3.99,STABLE
MES_0030_E1_RR1.5_CB2_ORB_G4,experimental,MES,0030,ORB_G4,102,1.3308,20.6367,39,1.3528,1.0,22.0788,0.0,63,1.3172,1.0,20.8741,0.0,STABLE
MES_0900_E1_RR1.0_CB5_ORB_G4,experimental,MES,0900,ORB_G4,59,0.3084,0.3666,41,0.2976,0.7073,0.3514,3.0,18,0.3331,0.7222,0.3906,1.14,STABLE
MES_0900_E3_RR2.0_CB1_ORB_G4,validated,MES,0900,ORB_G4,68,0.7653,0.6005,45,0.7773,0.6667,0.6103,3.26,23,0.7418,0.6522,0.5687,3.0,STABLE
MNQ_1800_E1_RR1.0_CB4_ORB_G8,experimental,MNQ,1800,ORB_G8,133,0.8428,2.5679,52,0.8642,0.9808,3.2468,1.0,81,0.8291,0.963,2.2813,1.0,STABLE
MES_0030_E3_RR1.0_CB1_ORB_G5,experimental,MES,0030,ORB_G5,89,0.8431,14.5109,35,0.8643,1.0,16.2927,0.0,54,0.8294,1.0,14.4132,0.0,STABLE
MNQ_0030_E1_RR1.5_CB2_NO_FILTER,experimental,MNQ,0030,NO_FILTER,113,1.4339,33.2593,48,1.4539,1.0,88.665,0.0,65,1.4191,1.0,28.1951,0.0,STABLE
MNQ_0030_E1_RR1.5_CB2_ORB_G4,experimental,MNQ,0030,ORB_G4,113,1.4339,33.2593,48,1.4539,1.0,88.665,0.0,65,1.4191,1.0,28.1951,0.0,STABLE
MNQ_0030_E1_RR1.5_CB2_ORB_G5,experimental,MNQ,0030,ORB_G5,113,1.4339,33.2593,48,1.4539,1.0,88.665,0.0,65,1.4191,1.0,28.1951,0.0,STABLE
MNQ_0030_E1_RR1.5_CB2_ORB_G6,experimental,MNQ,0030,ORB_G6,113,1.4339,33.2593,48,1.4539,1.0,88.665,0.0,65,1.4191,1.0,28.1951,0.0,STABLE
MGC_0900_E1_RR2.5_CB3_ORB_G6,experimental,MGC,0900,ORB_G6,29,0.9083,0.5562,17,0.9223,0.5882,0.5557,3.0,12,0.8885,0.5833,0.5328,3.0,STABLE
MGC_2300_E3_RR2.0_CB1_ORB_G8,experimental,MGC,2300,ORB_G8,16,1.7892,40.7716,5,1.8125,1.0,,0.0,11,1.7787,1.0,40.1852,0.0,LOW-N
MNQ_0030_E1_RR1.5_CB3_NO_FILTER,experimental,MNQ,0030,NO_FILTER,108,1.4363,36.3357,46,1.4556,1.0,90.2146,0.0,62,1.422,1.0,31.3355,0.0,STABLE
MNQ_0030_E1_RR1.5_CB3_ORB_G4,experimental,MNQ,0030,ORB_G4,108,1.4363,36.3357,46,1.4556,1.0,90.2146,0.0,62,1.422,1.0,31.3355,0.0,STABLE
MNQ_0030_E1_RR1.5_CB3_ORB_G5,experimental,MNQ,0030,ORB_G5,108,1.4363,36.3357,46,1.4556,1.0,90.2146,0.0,62,1.422,1.0,31.3355,0.0,STABLE
MNQ_0030_E1_RR1.5_CB3_ORB_G6,experimental,MNQ,0030,ORB_G6,108,1.4363,36.3357,46,1.4556,1.0,90.2146,0.0,62,1.422,1.0,31.3355,0.0,STABLE
MGC_0900_E1_RR1.5_CB2_ORB_G5,validated,MGC,0900,ORB_G5,42,0.8554,0.9363,26,0.8681,0.8077,0.9307,1.0,16,0.8346,0.8125,0.9159,1.0,STABLE
MES_0900_E3_RR1.0_CB1_ORB_G4,experimental,MES,0900,ORB_G4,70,0.5307,0.8386,47,0.5197,0.8511,0.8051,3.0,23,0.5532,0.8696,0.8926,2.0,STABLE
MNQ_0030_E1_RR1.5_CB5_NO_FILTER,experimental,MNQ,0030,NO_FILTER,97,1.4409,40.8089,40,1.4602,1.0,109.6078,0.0,57,1.4274,1.0,36.1145,0.0,STABLE
MNQ_0030_E1_RR1.5_CB5_ORB_G4,experimental,MNQ,0030,ORB_G4,97,1.4409,40.8089,40,1.4602,1.0,109.6078,0.0,57,1.4274,1.0,36.1145,0.0,STABLE
MNQ_0030_E1_RR1.5_CB5_ORB_G5,experimental,MNQ,0030,ORB_G5,97,1.4409,40.8089,40,1.4602,1.0,109.6078,0.0,57,1.4274,1.0,36.1145,0.0,STABLE
MNQ_0030_E1_RR1.5_CB5_ORB_G6,experimental,MNQ,0030,ORB_G6,97,1.4409,40.8089,40,1.4602,1.0,109.6078,0.0,57,1.4274,1.0,36.1145,0.0,STABLE
MNQ_0030_E1_RR1.5_CB4_NO_FILTER,experimental,MNQ,0030,NO_FILTER,104,1.4397,37.3366,45,1.458,1.0,94.5782,0.0,59,1.4257,1.0,31.8796,0.0,STABLE
MNQ_0030_E1_RR1.5_CB4_ORB_G4,experimental,MNQ,0030,ORB_G4,104,1.4397,37.3366,45,1.458,1.0,94.5782,0.0,59,1.4257,1.0,31.8796,0.0,STABLE
MNQ_0030_E1_RR1.5_CB4_ORB_G5,experimental,MNQ,0030,ORB_G5,104,1.4397,37.3366,45,1.458,1.0,94.5782,0.0,59,1.4257,1.0,31.8796,0.0,STABLE
MNQ_0030_E1_RR1.5_CB4_ORB_G6,experimental,MNQ,0030,ORB_G6,104,1.4397,37.3366,45,1.458,1.0,94.5782,0.0,59,1.4257,1.0,31.8796,0.0,STABLE
MES_0030_E1_RR1.0_CB3_ORB_G4,experimental,MES,0030,ORB_G4,109,0.8708,16.5398,43,0.8904,1.0,19.7859,0.0,66,0.8581,1.0,15.9947,0.0,STABLE
MGC_1800_E1_RR2.0_CB4_ORB_G6,experimental,MGC,1800,ORB_G6,21,1.1698,0.94,13,1.182,0.7692,0.9487,1.0,8,1.15,0.75,,1.0,LOW-N
MES_0030_E1_RR1.5_CB5_ORB_G5,validated,MES,0030,ORB_G5,82,1.3572,22.5371,33,1.3763,1.0,30.1152,0.0,49,1.3444,1.0,20.476,0.0,STABLE
MES_0030_E1_RR1.0_CB4_ORB_G4,experimental,MES,0030,ORB_G4,107,0.8745,16.6979,42,0.8935,1.0,20.0811,0.0,65,0.8623,1.0,16.0499,0.0,STABLE
MNQ_1800_E3_RR1.5_CB1_ORB_G6,validated,MNQ,1800,ORB_G6,125,1.2176,2.4135,48,1.2366,0.9583,2.6007,1.0,77,1.2058,0.9481,2.2989,1.0,STABLE
MNQ_1800_E3_RR1.5_CB1_ORB_G8,validated,MNQ,1800,ORB_G8,125,1.2176,2.4135,48,1.2366,0.9583,2.6007,1.0,77,1.2058,0.9481,2.2989,1.0,STABLE
MNQ_0900_E3_RR3.0_CB1_ORB_G6,experimental,MNQ,0900,ORB_G6,154,0.714,0.3884,63,0.7318,0.4603,0.3869,7.21,91,0.7018,0.4725,0.3874,8.3,STABLE
MNQ_0030_E1_RR1.5_CB3_ORB_G8,experimental,MNQ,0030,ORB_G8,107,1.4385,44.6031,46,1.4556,1.0,90.2146,0.0,61,1.4256,1.0,40.3253,0.0,STABLE
MGC_2300_E1_RR2.0_CB4_ORB_G8,experimental,MGC,2300,ORB_G8,10,1.8437,42.2054,3,1.8646,1.0,,0.0,7,1.8347,1.0,,0.0,LOW-N
MNQ_0030_E1_RR1.5_CB2_ORB_G8,experimental,MNQ,0030,ORB_G8,112,1.4368,48.4749,48,1.4539,1.0,88.665,0.0,64,1.424,1.0,45.967,0.0,STABLE
MES_0030_E1_RR1.0_CB5_ORB_G5,experimental,MES,0030,ORB_G5,94,0.8882,18.7745,40,0.9054,1.0,24.8642,0.0,54,0.8755,1.0,17.2888,0.0,STABLE
MES_0030_E1_RR1.0_CB2_ORB_G4,experimental,MES,0030,ORB_G4,109,0.8679,16.6989,43,0.8857,1.0,18.4254,0.0,66,0.8562,1.0,16.6471,0.0,STABLE
MNQ_0030_E1_RR1.5_CB5_ORB_G8,experimental,MNQ,0030,ORB_G8,96,1.443,49.5954,40,1.4602,1.0,109.6078,0.0,56,1.4307,1.0,46.0152,0.0,STABLE
MGC_0900_E1_RR2.5_CB5_ORB_G6,experimental,MGC,0900,ORB_G6,26,0.7569,0.4559,15,0.7445,0.5333,0.4402,3.0,11,0.7737,0.5455,0.4555,2.0,STABLE
MGC_2300_E1_RR2.5_CB3_ORB_G8,experimental,MGC,2300,ORB_G8,10,2.3026,52.1205,3,2.3227,1.0,,0.0,7,2.2939,1.0,,0.0,LOW-N
MES_0030_E1_RR1.5_CB4_ORB_G5,experimental,MES,0030,ORB_G5,86,1.3531,22.2432,37,1.3695,1.0,26.6799,0.0,49,1.3407,1.0,20.6527,0.0,STABLE
MES_0030_E1_RR2.0_CB2_ORB_G5,validated,MES,0030,ORB_G5,83,1.8122,29.1099,36,1.8283,1.0,30.609,0.0,47,1.7999,1.0,29.0613,0.0,STABLE
MGC_2300_E3_RR1.5_CB1_ORB_G8,experimental,MGC,2300,ORB_G8,16,1.3244,36.2092,5,1.3438,1.0,,0.0,11,1.3155,1.0,35.6789,0.0,LOW-N
MNQ_0030_E1_RR1.5_CB4_ORB_G8,experimental,MNQ,0030,ORB_G8,103,1.4421,48.2269,45,1.458,1.0,94.5782,0.0,58,1.4297,1.0,43.9043,0.0,STABLE
MGC_1800_E1_RR2.0_CB3_ORB_G6,experimental,MGC,1800,ORB_G6,22,1.1934,0.9783,13,1.1819,0.7692,0.9484,1.0,9,1.21,0.7778,,1.0,LOW-N
MES_0030_E1_RR2.0_CB1_ORB_G5,experimental,MES,0030,ORB_G5,86,1.786,23.5425,36,1.8023,1.0,24.5869,0.0,50,1.7743,1.0,23.276,0.0,STABLE
MGC_0900_E1_RR1.0_CB2_ORB_G4,validated,MGC,0900,ORB_G4,50,0.6081,1.0078,30,0.5971,0.8667,0.9317,1.0,20,0.6246,0.9,1.1191,1.0,STABLE
MGC_0900_E3_RR4.0_CB1_ORB_G6,experimental,MGC,0900,ORB_G6,30,0.8465,0.3677,20,0.8554,0.4,0.3665,3.0,10,0.8286,0.4,0.351,4.0,STABLE
MES_0030_E1_RR1.0_CB1_ORB_G5,experimental,MES,0030,ORB_G5,100,0.8633,16.602,43,0.8782,1.0,17.3325,0.0,57,0.852,1.0,16.856,0.0,STABLE
MES_0030_E3_RR2.0_CB1_ORB_G6,experimental,MES,0030,ORB_G6,67,1.7851,24.2494,30,1.7995,1.0,24.1057,0.0,37,1.7735,1.0,24.7455,0.0,STABLE
MNQ_0900_E1_RR1.0_CB2_ORB_G5,validated,MNQ,0900,ORB_G5,146,0.484,0.6497,52,0.5007,0.7885,0.6372,3.0,94,0.4748,0.8085,0.6544,2.83,STABLE
MGC_1800_E3_RR1.5_CB1_ORB_G6,experimental,MGC,1800,ORB_G6,21,1.3161,15.9076,13,1.3063,1.0,15.7026,0.0,8,1.3321,1.0,,0.0,LOW-N
MGC_1800_E1_RR1.0_CB1_ORB_G6,experimental,MGC,1800,ORB_G6,22,0.8667,14.1438,13,0.8562,1.0,12.9088,0.0,9,0.8819,1.0,,0.0,LOW-N
MES_0030_E1_RR1.5_CB1_ORB_G5,experimental,MES,0030,ORB_G5,91,1.3257,20.4217,38,1.3406,1.0,21.016,0.0,53,1.3149,1.0,20.491,0.0,STABLE
MES_0030_E3_RR1.5_CB1_ORB_G6,experimental,MES,0030,ORB_G6,72,1.3224,21.8061,32,1.3367,1.0,21.5592,0.0,40,1.311,1.0,22.6914,0.0,STABLE
MGC_2300_E1_RR2.0_CB3_ORB_G8,experimental,MGC,2300,ORB_G8,11,1.8298,50.7329,3,1.848,1.0,,0.0,8,1.823,1.0,,0.0,LOW-N
MES_0030_E1_RR2.5_CB1_ORB_G5,experimental,MES,0030,ORB_G5,75,2.2498,24.9597,31,2.2645,1.0,26.3361,0.0,44,2.2395,1.0,24.2031,0.0,STABLE
MNQ_0030_E1_RR1.0_CB4_NO_FILTER,experimental,MNQ,0030,NO_FILTER,123,0.9538,32.5849,55,0.9674,1.0,80.2554,0.0,68,0.9428,1.0,27.5688,0.0,STABLE
MNQ_0030_E1_RR1.0_CB4_ORB_G4,experimental,MNQ,0030,ORB_G4,123,0.9538,32.5849,55,0.9674,1.0,80.2554,0.0,68,0.9428,1.0,27.5688,0.0,STABLE
MNQ_0030_E1_RR1.0_CB4_ORB_G5,experimental,MNQ,0030,ORB_G5,123,0.9538,32.5849,55,0.9674,1.0,80.2554,0.0,68,0.9428,1.0,27.5688,0.0,STABLE
MNQ_0030_E1_RR1.0_CB4_ORB_G6,experimental,MNQ,0030,ORB_G6,123,0.9538,32.5849,55,0.9674,1.0,80.2554,0.0,68,0.9428,1.0,27.5688,0.0,STABLE
MNQ_0030_E1_RR1.0_CB5_NO_FILTER,validated,MNQ,0030,NO_FILTER,115,0.955,35.3723,50,0.9687,1.0,89.1765,0.0,65,0.9445,1.0,30.6592,0.0,STABLE
MNQ_0030_E1_RR1.0_CB5_ORB_G4,validated,MNQ,0030,ORB_G4,115,0.955,35.3723,50,0.9687,1.0,89.1765,0.0,65,0.9445,1.0,30.6592,0.0,STABLE
MNQ_0030_E1_RR1.0_CB5_ORB_G5,validated,MNQ,0030,ORB_G5,115,0.955,35.3723,50,0.9687,1.0,89.1765,0.0,65,0.9445,1.0,30.6592,0.0,STABLE
MNQ_0030_E1_RR1.0_CB5_ORB_G6,validated,MNQ,0030,ORB_G6,115,0.955,35.3723,50,0.9687,1.0,89.1765,0.0,65,0.9445,1.0,30.6592,0.0,STABLE
MGC_2300_E3_RR1.0_CB1_ORB_G8,experimental,MGC,2300,ORB_G8,17,0.8579,29.5296,5,0.875,1.0,,0.0,12,0.8508,1.0,29.6675,0.0,LOW-N
MES_0030_E1_RR1.5_CB2_ORB_G5,validated,MES,0030,ORB_G5,90,1.3444,25.1517,38,1.3583,1.0,26.4207,0.0,52,1.3342,1.0,25.1319,0.0,STABLE
MES_0030_E1_RR1.5_CB3_ORB_G5,experimental,MES,0030,ORB_G5,87,1.3474,23.0291,36,1.3616,1.0,24.0101,0.0,51,1.3375,1.0,22.9642,0.0,STABLE
MNQ_1800_E1_RR1.0_CB2_ORB_G6,experimental,MNQ,1800,ORB_G6,133,0.8747,5.1608,52,0.8892,1.0,20.9859,0.0,81,0.8654,0.9877,4.0336,1.0,STABLE
MNQ_1800_E1_RR1.0_CB2_ORB_G8,experimental,MNQ,1800,ORB_G8,133,0.8747,5.1608,52,0.8892,1.0,20.9859,0.0,81,0.8654,0.9877,4.0336,1.0,STABLE
MNQ_0900_E1_RR1.5_CB4_ORB_G8,validated,MNQ,0900,ORB_G8,110,0.3923,0.3368,44,0.4063,0.5909,0.3431,3.0,66,0.3829,0.5909,0.3299,4.79,STABLE
MES_0030_E1_RR2.5_CB2_ORB_G5,experimental,MES,0030,ORB_G5,69,2.281,32.1904,30,2.2942,1.0,32.6808,0.0,39,2.2709,1.0,32.1746,0.0,STABLE
MGC_2300_E1_RR2.0_CB5_ORB_G8,experimental,MGC,2300,ORB_G8,10,1.8485,56.115,3,1.8646,1.0,,0.0,7,1.8416,1.0,,0.0,LOW-N
MES_0030_E1_RR1.0_CB4_ORB_G5,experimental,MES,0030,ORB_G5,95,0.8836,18.7636,41,0.8967,1.0,22.5813,0.0,54,0.8737,1.0,17.4394,0.0,STABLE
MNQ_0030_E1_RR1.0_CB3_ORB_G8,experimental,MNQ,0030,ORB_G8,123,0.9525,37.7205,54,0.9653,1.0,74.7231,0.0,69,0.9424,1.0,33.7298,0.0,STABLE
MES_0030_E3_RR1.5_CB1_ORB_G8,experimental,MES,0030,ORB_G8,50,1.3524,29.0848,24,1.3642,1.0,31.5233,0.0,26,1.3414,1.0,28.2514,0.0,STABLE
MES_0030_E3_RR2.0_CB1_ORB_G8,experimental,MES,0030,ORB_G8,46,1.8222,32.0774,22,1.8339,1.0,34.5255,0.0,24,1.8114,1.0,30.6795,0.0,STABLE
MNQ_0900_E1_RR1.5_CB5_ORB_G8,validated,MNQ,0900,ORB_G8,114,0.3881,0.3321,46,0.4015,0.587,0.3376,3.0,68,0.3791,0.5882,0.3258,6.0,STABLE
MES_0030_E3_RR3.0_CB1_ORB_G6,experimental,MES,0030,ORB_G6,54,2.7048,30.8654,24,2.7173,1.0,29.7265,0.0,30,2.6949,1.0,31.8085,0.0,STABLE
MNQ_0900_E3_RR3.0_CB1_ORB_G4,validated,MNQ,0900,ORB_G4,170,0.7179,0.3959,63,0.7318,0.4603,0.3869,7.21,107,0.7097,0.486,0.4,5.33,STABLE
MNQ_0030_E1_RR1.0_CB5_ORB_G8,validated,MNQ,0030,ORB_G8,114,0.9564,42.4687,50,0.9687,1.0,89.1765,0.0,64,0.9468,1.0,38.5114,0.0,STABLE
MNQ_1800_E1_RR1.5_CB1_ORB_G8,validated,MNQ,1800,ORB_G8,133,1.2972,3.6487,52,1.3105,0.9808,3.9495,1.0,81,1.2886,0.9753,3.4667,1.0,STABLE
MNQ_1800_E1_RR1.5_CB1_ORB_G6,experimental,MNQ,1800,ORB_G6,133,1.2972,3.6487,52,1.3105,0.9808,3.9495,1.0,81,1.2886,0.9753,3.4667,1.0,STABLE
MES_0030_E3_RR3.0_CB1_ORB_G8,experimental,MES,0030,ORB_G8,37,2.7507,44.1025,17,2.7625,1.0,43.5827,0.0,20,2.7406,1.0,44.7238,0.0,STABLE
MNQ_0030_E1_RR1.0_CB4_ORB_G8,experimental,MNQ,0030,ORB_G8,122,0.9555,41.5059,55,0.9674,1.0,80.2554,0.0,67,0.9457,1.0,37.4791,0.0,STABLE
MNQ_0900_E1_RR1.5_CB2_ORB_G8,validated,MNQ,0900,ORB_G8,122,0.6369,0.5863,52,0.6493,0.6923,0.5844,4.0,70,0.6276,0.7,0.5837,4.0,STABLE
MES_0030_E1_RR1.0_CB3_ORB_G5,experimental,MES,0030,ORB_G5,97,0.8802,18.8825,42,0.8925,1.0,20.6249,0.0,55,0.8708,1.0,18.4312,0.0,STABLE
MGC_2300_E3_RR2.5_CB1_ORB_G8,experimental,MGC,2300,ORB_G8,14,2.2545,48.8994,4,2.2698,1.0,,0.0,10,2.2485,1.0,45.7838,0.0,LOW-N
MES_0030_E3_RR2.5_CB1_ORB_G6,experimental,MES,0030,ORB_G6,61,2.2457,27.5363,28,2.2571,1.0,27.3919,0.0,33,2.236,1.0,27.6664,0.0,STABLE
MGC_1800_E3_RR1.0_CB1_ORB_G6,experimental,MGC,1800,ORB_G6,21,0.8529,12.8867,13,0.845,1.0,12.6985,0.0,8,0.8657,1.0,,0.0,LOW-N
MES_0030_E1_RR1.0_CB2_ORB_G5,experimental,MES,0030,ORB_G5,97,0.8783,20.3312,42,0.8898,1.0,21.9831,0.0,55,0.8696,1.0,19.986,0.0,STABLE
MNQ_0900_E1_RR1.5_CB3_ORB_G8,validated,MNQ,0900,ORB_G8,106,0.4702,0.4085,45,0.4817,0.6222,0.4123,4.0,61,0.4617,0.623,0.4023,4.0,STABLE
MES_0030_E3_RR2.5_CB1_ORB_G8,experimental,MES,0030,ORB_G8,42,2.2872,37.5835,20,2.2976,1.0,40.3233,0.0,22,2.2777,1.0,35.5973,0.0,STABLE
MNQ_0900_E1_RR1.5_CB3_ORB_G5,validated,MNQ,0900,ORB_G5,125,0.469,0.4156,45,0.4817,0.6222,0.4123,4.0,80,0.4619,0.6375,0.415,3.0,STABLE
MES_0030_E1_RR2.0_CB5_ORB_G6,experimental,MES,0030,ORB_G6,52,1.8377,31.7215,24,1.8482,1.0,35.4019,0.0,28,1.8288,1.0,29.517,0.0,STABLE
MES_0030_E3_RR1.0_CB1_ORB_G6,experimental,MES,0030,ORB_G6,75,0.8592,17.8539,33,0.87,1.0,17.7663,0.0,42,0.8508,1.0,18.3841,0.0,STABLE
MGC_0900_E1_RR1.0_CB3_ORB_G4,validated,MGC,0900,ORB_G4,49,0.5743,0.8799,26,0.5656,0.8462,0.8262,1.17,23,0.5842,0.8696,0.9274,1.0,STABLE
MNQ_0900_E1_RR1.5_CB5_ORB_G6,validated,MNQ,0900,ORB_G6,126,0.4133,0.3586,46,0.4015,0.587,0.3376,3.0,80,0.4201,0.6125,0.369,4.0,STABLE
MGC_2300_E1_RR1.5_CB3_ORB_G8,validated,MGC,2300,ORB_G8,15,1.3635,46.697,5,1.3757,1.0,,0.0,10,1.3574,1.0,44.7879,0.0,LOW-N
MGC_2300_E1_RR1.5_CB1_ORB_G8,experimental,MGC,2300,ORB_G8,17,1.3359,40.84,5,1.3488,1.0,,0.0,12,1.3305,1.0,39.5814,0.0,LOW-N
MGC_2300_E1_RR2.0_CB1_ORB_G8,experimental,MGC,2300,ORB_G8,16,1.8063,47.3739,5,1.8186,1.0,,0.0,11,1.8008,1.0,45.5055,0.0,LOW-N
MGC_1800_E3_RR1.5_CB1_ORB_G8,experimental,MGC,1800,ORB_G8,14,1.3628,23.716,8,1.3552,1.0,,0.0,6,1.3728,1.0,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB4_ORB_G6,validated,MNQ,0900,ORB_G6,122,0.4175,0.3636,44,0.4063,0.5909,0.3431,3.0,78,0.4238,0.6154,0.3735,4.79,STABLE
MGC_2300_E1_RR1.5_CB4_ORB_G8,validated,MGC,2300,ORB_G8,14,1.3724,42.9663,5,1.3836,1.0,,0.0,9,1.3662,1.0,,0.0,LOW-N
MES_0030_E1_RR1.0_CB5_ORB_G6,experimental,MES,0030,ORB_G6,79,0.9001,23.0308,37,0.9092,1.0,26.4314,0.0,42,0.8921,1.0,21.4675,0.0,STABLE
MNQ_0900_E1_RR1.5_CB4_ORB_G5,validated,MNQ,0900,ORB_G5,131,0.4176,0.3667,44,0.4063,0.5909,0.3431,3.0,87,0.4233,0.6207,0.3773,4.79,STABLE
MES_0030_E3_RR1.0_CB1_ORB_G8,experimental,MES,0030,ORB_G8,53,0.8824,24.1904,25,0.8914,1.0,26.2944,0.0,28,0.8744,1.0,23.3708,0.0,STABLE
MNQ_0900_E1_RR1.0_CB2_ORB_G4,validated,MNQ,0900,ORB_G4,151,0.4898,0.668,52,0.5007,0.7885,0.6372,3.0,99,0.4841,0.8182,0.6837,2.83,STABLE
MGC_1800_E1_RR1.5_CB1_ORB_G8,experimental,MGC,1800,ORB_G8,14,1.3768,24.3191,8,1.3699,1.0,,0.0,6,1.3861,1.0,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB3_NO_FILTER,validated,MNQ,0900,NO_FILTER,134,0.4924,0.4452,45,0.4817,0.6222,0.4123,4.0,89,0.4978,0.6629,0.461,3.0,STABLE
MES_0030_E1_RR1.5_CB5_ORB_G6,validated,MES,0030,ORB_G6,68,1.3729,27.515,30,1.3816,1.0,31.891,0.0,38,1.366,1.0,25.2482,0.0,STABLE
MNQ_0900_E1_RR1.5_CB3_ORB_G4,validated,MNQ,0900,ORB_G4,130,0.4918,0.4421,45,0.4817,0.6222,0.4123,4.0,85,0.4971,0.6588,0.4566,3.0,STABLE
MGC_0900_E3_RR2.5_CB1_ORB_G5,validated,MGC,0900,ORB_G5,45,1.1102,0.7338,26,1.1038,0.6538,0.7051,2.0,19,1.119,0.6842,0.7557,1.0,STABLE
MES_0030_E1_RR1.0_CB1_ORB_G6,experimental,MES,0030,ORB_G6,84,0.8776,20.2763,40,0.8855,1.0,20.0437,0.0,44,0.8703,1.0,20.9071,0.0,STABLE
MNQ_0900_E1_RR2.0_CB3_ORB_G8,experimental,MNQ,0900,ORB_G8,106,0.4667,0.3286,45,0.458,0.5111,0.3174,4.0,61,0.4731,0.5246,0.3343,4.3,STABLE
MES_0030_E1_RR2.0_CB2_ORB_G6,validated,MES,0030,ORB_G6,69,1.8255,31.9315,33,1.8331,1.0,30.9728,0.0,36,1.8186,1.0,32.9651,0.0,STABLE
MES_0030_E1_RR1.0_CB1_ORB_G8,experimental,MES,0030,ORB_G8,60,0.8973,27.8908,31,0.9043,1.0,31.5209,0.0,29,0.8899,1.0,25.8127,0.0,STABLE
MES_0030_E1_RR1.5_CB2_ORB_G8,validated,MES,0030,ORB_G8,52,1.3765,35.5015,26,1.3835,1.0,40.3356,0.0,26,1.3695,1.0,32.3773,0.0,STABLE
MGC_1800_E3_RR1.0_CB1_ORB_G8,experimental,MGC,1800,ORB_G8,14,0.8902,19.3644,8,0.8842,1.0,,0.0,6,0.8982,1.0,,0.0,LOW-N
MES_0030_E1_RR2.0_CB2_ORB_G8,experimental,MES,0030,ORB_G8,48,1.8501,44.1575,25,1.8568,1.0,48.546,0.0,23,1.8429,1.0,40.7203,0.0,STABLE
MGC_0900_E3_RR3.0_CB1_ORB_G6,experimental,MGC,0900,ORB_G6,32,1.1905,0.6459,22,1.1947,0.5909,0.6382,2.0,10,1.1811,0.6,0.6291,2.0,STABLE
MES_0030_E1_RR1.0_CB5_ORB_G8,validated,MES,0030,ORB_G8,55,0.9161,30.4913,28,0.9228,1.0,40.246,0.0,27,0.9092,1.0,25.9146,0.0,STABLE
MES_0030_E1_RR1.5_CB1_ORB_G6,experimental,MES,0030,ORB_G6,76,1.3435,24.507,35,1.3505,1.0,24.1807,0.0,41,1.3375,1.0,24.8202,0.0,STABLE
