symbol,session,rr_target,confirm_bars,checkpoint_min,n_hit,n_total,pct_hit
M2K,COMEX_SETTLE,1.0,1,60,1772,1848,95.9
M2K,COMEX_SETTLE,1.0,1,90,1821,1848,98.5
M2K,COMEX_SETTLE,1.0,1,120,1842,1848,99.7
M2K,COMEX_SETTLE,1.0,1,150,1848,1848,100.0
M2K,COMEX_SETTLE,1.0,1,180,1848,1848,100.0
M2K,COMEX_SETTLE,1.0,1,240,1848,1848,100.0
M2K,COMEX_SETTLE,1.0,1,300,1848,1848,100.0
M2K,COMEX_SETTLE,1.0,1,360,1848,1848,100.0
M2K,COMEX_SETTLE,1.0,1,420,1848,1848,100.0
M2K,COMEX_SETTLE,1.0,1,480,1848,1848,100.0
M2K,COMEX_SETTLE,1.0,2,5,100,569,17.6
M2K,COMEX_SETTLE,1.0,2,10,204,569,35.9
M2K,COMEX_SETTLE,1.0,2,15,266,569,46.7
M2K,COMEX_SETTLE,1.0,2,20,316,569,55.5
M2K,COMEX_SETTLE,1.0,2,30,406,569,71.4
M2K,COMEX_SETTLE,1.0,2,45,469,569,82.4
M2K,COMEX_SETTLE,1.0,2,60,512,569,90.0
M2K,COMEX_SETTLE,1.0,2,90,545,569,95.8
M2K,COMEX_SETTLE,1.0,2,120,559,569,98.2
M2K,COMEX_SETTLE,1.0,2,150,566,569,99.5
M2K,COMEX_SETTLE,1.0,2,180,568,569,99.8
M2K,COMEX_SETTLE,1.0,2,240,568,569,99.8
M2K,COMEX_SETTLE,1.0,2,300,569,569,100.0
M2K,COMEX_SETTLE,1.0,2,360,569,569,100.0
M2K,COMEX_SETTLE,1.0,2,420,569,569,100.0
M2K,COMEX_SETTLE,1.0,2,480,569,569,100.0
M2K,COMEX_SETTLE,1.0,3,5,83,563,14.7
M2K,COMEX_SETTLE,1.0,3,10,184,563,32.7
M2K,COMEX_SETTLE,1.0,3,15,242,563,43.0
M2K,COMEX_SETTLE,1.0,3,20,291,563,51.7
M2K,COMEX_SETTLE,1.0,3,30,379,563,67.3
M2K,COMEX_SETTLE,1.0,3,45,442,563,78.5
M2K,COMEX_SETTLE,1.0,3,60,489,563,86.9
M2K,COMEX_SETTLE,1.0,3,90,534,563,94.8
M2K,COMEX_SETTLE,1.0,3,120,551,563,97.9
M2K,COMEX_SETTLE,1.0,3,150,558,563,99.1
M2K,COMEX_SETTLE,1.0,3,180,562,563,99.8
M2K,COMEX_SETTLE,1.0,3,240,562,563,99.8
M2K,COMEX_SETTLE,1.0,3,300,563,563,100.0
M2K,COMEX_SETTLE,1.0,3,360,563,563,100.0
M2K,COMEX_SETTLE,1.0,3,420,563,563,100.0
M2K,COMEX_SETTLE,1.0,3,480,563,563,100.0
M2K,COMEX_SETTLE,1.0,4,5,67,542,12.4
M2K,COMEX_SETTLE,1.0,4,10,143,542,26.4
M2K,COMEX_SETTLE,1.0,4,15,213,542,39.3
M2K,COMEX_SETTLE,1.0,4,20,281,542,51.8
M2K,COMEX_SETTLE,1.0,4,30,356,542,65.7
M2K,COMEX_SETTLE,1.0,4,45,421,542,77.7
M2K,COMEX_SETTLE,1.0,4,60,469,542,86.5
M2K,COMEX_SETTLE,1.0,4,90,511,542,94.3
M2K,COMEX_SETTLE,1.0,4,120,525,542,96.9
M2K,COMEX_SETTLE,1.0,4,150,535,542,98.7
M2K,COMEX_SETTLE,1.0,4,180,536,542,98.9
M2K,COMEX_SETTLE,1.0,4,240,539,542,99.4
M2K,COMEX_SETTLE,1.0,4,300,542,542,100.0
M2K,COMEX_SETTLE,1.0,4,360,542,542,100.0
M2K,COMEX_SETTLE,1.0,4,420,542,542,100.0
M2K,COMEX_SETTLE,1.0,4,480,542,542,100.0
M2K,COMEX_SETTLE,1.0,5,5,58,529,11.0
M2K,COMEX_SETTLE,1.0,5,10,140,529,26.5
M2K,COMEX_SETTLE,1.0,5,15,199,529,37.6
M2K,COMEX_SETTLE,1.0,5,20,246,529,46.5
M2K,COMEX_SETTLE,1.0,5,30,331,529,62.6
M2K,COMEX_SETTLE,1.0,5,45,401,529,75.8
M2K,COMEX_SETTLE,1.0,5,60,445,529,84.1
M2K,COMEX_SETTLE,1.0,5,90,493,529,93.2
M2K,COMEX_SETTLE,1.0,5,120,513,529,97.0
M2K,COMEX_SETTLE,1.0,5,150,524,529,99.1
M2K,COMEX_SETTLE,1.0,5,180,526,529,99.4
M2K,COMEX_SETTLE,1.0,5,240,528,529,99.8
M2K,COMEX_SETTLE,1.0,5,300,529,529,100.0
M2K,COMEX_SETTLE,1.0,5,360,529,529,100.0
M2K,COMEX_SETTLE,1.0,5,420,529,529,100.0
M2K,COMEX_SETTLE,1.0,5,480,529,529,100.0
M2K,COMEX_SETTLE,1.5,1,5,194,1456,13.3
M2K,COMEX_SETTLE,1.5,1,10,452,1456,31.0
M2K,COMEX_SETTLE,1.5,1,15,630,1456,43.3
M2K,COMEX_SETTLE,1.5,1,20,764,1456,52.5
M2K,COMEX_SETTLE,1.5,1,30,990,1456,68.0
M2K,COMEX_SETTLE,1.5,1,45,1156,1456,79.4
M2K,COMEX_SETTLE,1.5,1,60,1254,1456,86.1
M2K,COMEX_SETTLE,1.5,1,90,1390,1456,95.5
M2K,COMEX_SETTLE,1.5,1,120,1423,1456,97.7
M2K,COMEX_SETTLE,1.5,1,150,1442,1456,99.0
M2K,COMEX_SETTLE,1.5,1,180,1446,1456,99.3
M2K,COMEX_SETTLE,1.5,1,240,1453,1456,99.8
M2K,COMEX_SETTLE,1.5,1,300,1453,1456,99.8
M2K,COMEX_SETTLE,1.5,1,360,1456,1456,100.0
M2K,COMEX_SETTLE,1.5,1,420,1456,1456,100.0
M2K,COMEX_SETTLE,1.5,1,480,1456,1456,100.0
M2K,COMEX_SETTLE,1.5,2,5,28,436,6.4
M2K,COMEX_SETTLE,1.5,2,10,77,436,17.7
M2K,COMEX_SETTLE,1.5,2,15,119,436,27.3
M2K,COMEX_SETTLE,1.5,2,20,154,436,35.3
M2K,COMEX_SETTLE,1.5,2,30,220,436,50.5
M2K,COMEX_SETTLE,1.5,2,45,278,436,63.8
M2K,COMEX_SETTLE,1.5,2,60,327,436,75.0
M2K,COMEX_SETTLE,1.5,2,90,396,436,90.8
M2K,COMEX_SETTLE,1.5,2,120,421,436,96.6
M2K,COMEX_SETTLE,1.5,2,150,432,436,99.1
M2K,COMEX_SETTLE,1.5,2,180,432,436,99.1
M2K,COMEX_SETTLE,1.5,2,240,434,436,99.5
M2K,COMEX_SETTLE,1.5,2,300,436,436,100.0
M2K,COMEX_SETTLE,1.5,2,360,436,436,100.0
M2K,COMEX_SETTLE,1.5,2,420,436,436,100.0
M2K,COMEX_SETTLE,1.5,2,480,436,436,100.0
M2K,COMEX_SETTLE,1.5,3,5,21,425,4.9
M2K,COMEX_SETTLE,1.5,3,10,68,425,16.0
M2K,COMEX_SETTLE,1.5,3,15,110,425,25.9
M2K,COMEX_SETTLE,1.5,3,20,144,425,33.9
M2K,COMEX_SETTLE,1.5,3,30,204,425,48.0
M2K,COMEX_SETTLE,1.5,3,45,262,425,61.6
M2K,COMEX_SETTLE,1.5,3,60,309,425,72.7
M2K,COMEX_SETTLE,1.5,3,90,369,425,86.8
M2K,COMEX_SETTLE,1.5,3,120,404,425,95.1
M2K,COMEX_SETTLE,1.5,3,150,419,425,98.6
M2K,COMEX_SETTLE,1.5,3,180,420,425,98.8
M2K,COMEX_SETTLE,1.5,3,240,422,425,99.3
M2K,COMEX_SETTLE,1.5,3,300,425,425,100.0
M2K,COMEX_SETTLE,1.5,3,360,425,425,100.0
M2K,COMEX_SETTLE,1.5,3,420,425,425,100.0
M2K,COMEX_SETTLE,1.5,3,480,425,425,100.0
M2K,COMEX_SETTLE,1.5,4,5,17,408,4.2
M2K,COMEX_SETTLE,1.5,4,10,54,408,13.2
M2K,COMEX_SETTLE,1.5,4,15,96,408,23.5
M2K,COMEX_SETTLE,1.5,4,20,125,408,30.6
M2K,COMEX_SETTLE,1.5,4,30,180,408,44.1
M2K,COMEX_SETTLE,1.5,4,45,243,408,59.6
M2K,COMEX_SETTLE,1.5,4,60,277,408,67.9
M2K,COMEX_SETTLE,1.5,4,90,350,408,85.8
M2K,COMEX_SETTLE,1.5,4,120,384,408,94.1
M2K,COMEX_SETTLE,1.5,4,150,403,408,98.8
M2K,COMEX_SETTLE,1.5,4,180,406,408,99.5
M2K,COMEX_SETTLE,1.5,4,240,406,408,99.5
M2K,COMEX_SETTLE,1.5,4,300,408,408,100.0
M2K,COMEX_SETTLE,1.5,4,360,408,408,100.0
M2K,COMEX_SETTLE,1.5,4,420,408,408,100.0
M2K,COMEX_SETTLE,1.5,4,480,408,408,100.0
M2K,COMEX_SETTLE,1.5,5,5,10,391,2.6
M2K,COMEX_SETTLE,1.5,5,10,45,391,11.5
M2K,COMEX_SETTLE,1.5,5,15,72,391,18.4
M2K,COMEX_SETTLE,1.5,5,20,105,391,26.9
M2K,COMEX_SETTLE,1.5,5,30,149,391,38.1
M2K,COMEX_SETTLE,1.5,5,45,223,391,57.0
M2K,COMEX_SETTLE,1.5,5,60,261,391,66.8
M2K,COMEX_SETTLE,1.5,5,90,331,391,84.7
M2K,COMEX_SETTLE,1.5,5,120,363,391,92.8
M2K,COMEX_SETTLE,1.5,5,150,383,391,98.0
M2K,COMEX_SETTLE,1.5,5,180,386,391,98.7
M2K,COMEX_SETTLE,1.5,5,240,387,391,99.0
M2K,COMEX_SETTLE,1.5,5,300,391,391,100.0
M2K,COMEX_SETTLE,1.5,5,360,391,391,100.0
M2K,COMEX_SETTLE,1.5,5,420,391,391,100.0
M2K,COMEX_SETTLE,1.5,5,480,391,391,100.0
M2K,COMEX_SETTLE,2.0,1,5,79,1193,6.6
M2K,COMEX_SETTLE,2.0,1,10,206,1193,17.3
M2K,COMEX_SETTLE,2.0,1,15,337,1193,28.2
M2K,COMEX_SETTLE,2.0,1,20,465,1193,39.0
M2K,COMEX_SETTLE,2.0,1,30,644,1193,54.0
M2K,COMEX_SETTLE,2.0,1,45,792,1193,66.4
M2K,COMEX_SETTLE,2.0,1,60,912,1193,76.4
M2K,COMEX_SETTLE,2.0,1,90,1077,1193,90.3
M2K,COMEX_SETTLE,2.0,1,120,1144,1193,95.9
M2K,COMEX_SETTLE,2.0,1,150,1182,1193,99.1
M2K,COMEX_SETTLE,2.0,1,180,1186,1193,99.4
M2K,COMEX_SETTLE,2.0,1,240,1187,1193,99.5
M2K,COMEX_SETTLE,2.0,1,300,1193,1193,100.0
M2K,COMEX_SETTLE,2.0,1,360,1193,1193,100.0
M2K,COMEX_SETTLE,2.0,1,420,1193,1193,100.0
M2K,COMEX_SETTLE,2.0,1,480,1193,1193,100.0
M2K,COMEX_SETTLE,2.0,2,5,8,346,2.3
M2K,COMEX_SETTLE,2.0,2,10,28,346,8.1
M2K,COMEX_SETTLE,2.0,2,15,57,346,16.5
M2K,COMEX_SETTLE,2.0,2,20,90,346,26.0
M2K,COMEX_SETTLE,2.0,2,30,129,346,37.3
M2K,COMEX_SETTLE,2.0,2,45,172,346,49.7
M2K,COMEX_SETTLE,2.0,2,60,208,346,60.1
M2K,COMEX_SETTLE,2.0,2,90,271,346,78.3
M2K,COMEX_SETTLE,2.0,2,120,310,346,89.6
M2K,COMEX_SETTLE,2.0,2,150,336,346,97.1
M2K,COMEX_SETTLE,2.0,2,180,340,346,98.3
M2K,COMEX_SETTLE,2.0,2,240,341,346,98.6
M2K,COMEX_SETTLE,2.0,2,300,346,346,100.0
M2K,COMEX_SETTLE,2.0,2,360,346,346,100.0
M2K,COMEX_SETTLE,2.0,2,420,346,346,100.0
M2K,COMEX_SETTLE,2.0,2,480,346,346,100.0
M2K,COMEX_SETTLE,2.0,3,5,13,325,4.0
M2K,COMEX_SETTLE,2.0,3,10,27,325,8.3
M2K,COMEX_SETTLE,2.0,3,15,55,325,16.9
M2K,COMEX_SETTLE,2.0,3,20,72,325,22.2
M2K,COMEX_SETTLE,2.0,3,30,111,325,34.2
M2K,COMEX_SETTLE,2.0,3,45,161,325,49.5
M2K,COMEX_SETTLE,2.0,3,60,190,325,58.5
M2K,COMEX_SETTLE,2.0,3,90,256,325,78.8
M2K,COMEX_SETTLE,2.0,3,120,291,325,89.5
M2K,COMEX_SETTLE,2.0,3,150,318,325,97.8
M2K,COMEX_SETTLE,2.0,3,180,322,325,99.1
M2K,COMEX_SETTLE,2.0,3,240,322,325,99.1
M2K,COMEX_SETTLE,2.0,3,300,325,325,100.0
M2K,COMEX_SETTLE,2.0,3,360,325,325,100.0
M2K,COMEX_SETTLE,2.0,3,420,325,325,100.0
M2K,COMEX_SETTLE,2.0,3,480,325,325,100.0
M2K,COMEX_SETTLE,2.0,4,5,9,308,2.9
M2K,COMEX_SETTLE,2.0,4,10,19,308,6.2
M2K,COMEX_SETTLE,2.0,4,15,35,308,11.4
M2K,COMEX_SETTLE,2.0,4,20,53,308,17.2
M2K,COMEX_SETTLE,2.0,4,30,92,308,29.9
M2K,COMEX_SETTLE,2.0,4,45,138,308,44.8
M2K,COMEX_SETTLE,2.0,4,60,175,308,56.8
M2K,COMEX_SETTLE,2.0,4,90,237,308,76.9
M2K,COMEX_SETTLE,2.0,4,120,275,308,89.3
M2K,COMEX_SETTLE,2.0,4,150,305,308,99.0
M2K,COMEX_SETTLE,2.0,4,180,308,308,100.0
M2K,COMEX_SETTLE,2.0,4,240,308,308,100.0
M2K,COMEX_SETTLE,2.0,4,300,308,308,100.0
M2K,COMEX_SETTLE,2.0,4,360,308,308,100.0
M2K,COMEX_SETTLE,2.0,4,420,308,308,100.0
M2K,COMEX_SETTLE,2.0,4,480,308,308,100.0
M2K,COMEX_SETTLE,2.0,5,5,3,284,1.1
M2K,COMEX_SETTLE,2.0,5,10,13,284,4.6
M2K,COMEX_SETTLE,2.0,5,15,24,284,8.5
M2K,COMEX_SETTLE,2.0,5,20,37,284,13.0
M2K,COMEX_SETTLE,2.0,5,30,60,284,21.1
M2K,COMEX_SETTLE,2.0,5,45,111,284,39.1
M2K,COMEX_SETTLE,2.0,5,60,148,284,52.1
M2K,COMEX_SETTLE,2.0,5,90,209,284,73.6
M2K,COMEX_SETTLE,2.0,5,120,244,284,85.9
M2K,COMEX_SETTLE,2.0,5,150,273,284,96.1
M2K,COMEX_SETTLE,2.0,5,180,280,284,98.6
M2K,COMEX_SETTLE,2.0,5,240,281,284,98.9
M2K,COMEX_SETTLE,2.0,5,300,284,284,100.0
M2K,COMEX_SETTLE,2.0,5,360,284,284,100.0
M2K,COMEX_SETTLE,2.0,5,420,284,284,100.0
M2K,COMEX_SETTLE,2.0,5,480,284,284,100.0
M2K,COMEX_SETTLE,2.5,1,5,35,996,3.5
M2K,COMEX_SETTLE,2.5,1,10,101,996,10.1
M2K,COMEX_SETTLE,2.5,1,15,189,996,19.0
M2K,COMEX_SETTLE,2.5,1,20,266,996,26.7
M2K,COMEX_SETTLE,2.5,1,30,409,996,41.1
M2K,COMEX_SETTLE,2.5,1,45,543,996,54.5
M2K,COMEX_SETTLE,2.5,1,60,650,996,65.3
M2K,COMEX_SETTLE,2.5,1,90,810,996,81.3
M2K,COMEX_SETTLE,2.5,1,120,906,996,91.0
M2K,COMEX_SETTLE,2.5,1,150,976,996,98.0
M2K,COMEX_SETTLE,2.5,1,180,987,996,99.1
M2K,COMEX_SETTLE,2.5,1,240,989,996,99.3
M2K,COMEX_SETTLE,2.5,1,300,994,996,99.8
M2K,COMEX_SETTLE,2.5,1,360,996,996,100.0
M2K,COMEX_SETTLE,2.5,1,420,996,996,100.0
M2K,COMEX_SETTLE,2.5,1,480,996,996,100.0
M2K,COMEX_SETTLE,2.5,2,5,5,261,1.9
M2K,COMEX_SETTLE,2.5,2,10,11,261,4.2
M2K,COMEX_SETTLE,2.5,2,15,27,261,10.3
M2K,COMEX_SETTLE,2.5,2,20,43,261,16.5
M2K,COMEX_SETTLE,2.5,2,30,74,261,28.4
M2K,COMEX_SETTLE,2.5,2,45,110,261,42.1
M2K,COMEX_SETTLE,2.5,2,60,136,261,52.1
M2K,COMEX_SETTLE,2.5,2,90,196,261,75.1
M2K,COMEX_SETTLE,2.5,2,120,227,261,87.0
M2K,COMEX_SETTLE,2.5,2,150,250,261,95.8
M2K,COMEX_SETTLE,2.5,2,180,255,261,97.7
M2K,COMEX_SETTLE,2.5,2,240,258,261,98.9
M2K,COMEX_SETTLE,2.5,2,300,261,261,100.0
M2K,COMEX_SETTLE,2.5,2,360,261,261,100.0
M2K,COMEX_SETTLE,2.5,2,420,261,261,100.0
M2K,COMEX_SETTLE,2.5,2,480,261,261,100.0
M2K,COMEX_SETTLE,2.5,3,5,3,239,1.3
M2K,COMEX_SETTLE,2.5,3,10,12,239,5.0
M2K,COMEX_SETTLE,2.5,3,15,22,239,9.2
M2K,COMEX_SETTLE,2.5,3,20,35,239,14.6
M2K,COMEX_SETTLE,2.5,3,30,62,239,25.9
M2K,COMEX_SETTLE,2.5,3,45,98,239,41.0
M2K,COMEX_SETTLE,2.5,3,60,122,239,51.0
M2K,COMEX_SETTLE,2.5,3,90,174,239,72.8
M2K,COMEX_SETTLE,2.5,3,120,205,239,85.8
M2K,COMEX_SETTLE,2.5,3,150,234,239,97.9
M2K,COMEX_SETTLE,2.5,3,180,237,239,99.2
M2K,COMEX_SETTLE,2.5,3,240,237,239,99.2
M2K,COMEX_SETTLE,2.5,3,300,239,239,100.0
M2K,COMEX_SETTLE,2.5,3,360,239,239,100.0
M2K,COMEX_SETTLE,2.5,3,420,239,239,100.0
M2K,COMEX_SETTLE,2.5,3,480,239,239,100.0
M2K,COMEX_SETTLE,2.5,4,5,5,226,2.2
M2K,COMEX_SETTLE,2.5,4,10,10,226,4.4
M2K,COMEX_SETTLE,2.5,4,15,17,226,7.5
M2K,COMEX_SETTLE,2.5,4,20,26,226,11.5
M2K,COMEX_SETTLE,2.5,4,30,51,226,22.6
M2K,COMEX_SETTLE,2.5,4,45,79,226,35.0
M2K,COMEX_SETTLE,2.5,4,60,105,226,46.5
M2K,COMEX_SETTLE,2.5,4,90,163,226,72.1
M2K,COMEX_SETTLE,2.5,4,120,195,226,86.3
M2K,COMEX_SETTLE,2.5,4,150,220,226,97.3
M2K,COMEX_SETTLE,2.5,4,180,224,226,99.1
M2K,COMEX_SETTLE,2.5,4,240,224,226,99.1
M2K,COMEX_SETTLE,2.5,4,300,226,226,100.0
M2K,COMEX_SETTLE,2.5,4,360,226,226,100.0
M2K,COMEX_SETTLE,2.5,4,420,226,226,100.0
M2K,COMEX_SETTLE,2.5,4,480,226,226,100.0
M2K,COMEX_SETTLE,2.5,5,5,1,201,0.5
M2K,COMEX_SETTLE,2.5,5,10,5,201,2.5
M2K,COMEX_SETTLE,2.5,5,15,14,201,7.0
M2K,COMEX_SETTLE,2.5,5,20,18,201,9.0
M2K,COMEX_SETTLE,2.5,5,30,31,201,15.4
M2K,COMEX_SETTLE,2.5,5,45,66,201,32.8
M2K,COMEX_SETTLE,2.5,5,60,85,201,42.3
M2K,COMEX_SETTLE,2.5,5,90,141,201,70.1
M2K,COMEX_SETTLE,2.5,5,120,170,201,84.6
M2K,COMEX_SETTLE,2.5,5,150,198,201,98.5
M2K,COMEX_SETTLE,2.5,5,180,201,201,100.0
M2K,COMEX_SETTLE,2.5,5,240,201,201,100.0
M2K,COMEX_SETTLE,2.5,5,300,201,201,100.0
M2K,COMEX_SETTLE,2.5,5,360,201,201,100.0
M2K,COMEX_SETTLE,2.5,5,420,201,201,100.0
M2K,COMEX_SETTLE,2.5,5,480,201,201,100.0
M2K,COMEX_SETTLE,3.0,1,5,16,805,2.0
M2K,COMEX_SETTLE,3.0,1,10,57,805,7.1
M2K,COMEX_SETTLE,3.0,1,15,114,805,14.2
M2K,COMEX_SETTLE,3.0,1,20,169,805,21.0
M2K,COMEX_SETTLE,3.0,1,30,272,805,33.8
M2K,COMEX_SETTLE,3.0,1,45,387,805,48.1
M2K,COMEX_SETTLE,3.0,1,60,471,805,58.5
M2K,COMEX_SETTLE,3.0,1,90,611,805,75.9
M2K,COMEX_SETTLE,3.0,1,120,708,805,88.0
M2K,COMEX_SETTLE,3.0,1,150,782,805,97.1
M2K,COMEX_SETTLE,3.0,1,180,796,805,98.9
M2K,COMEX_SETTLE,3.0,1,240,797,805,99.0
M2K,COMEX_SETTLE,3.0,1,300,803,805,99.8
M2K,COMEX_SETTLE,3.0,1,360,805,805,100.0
M2K,COMEX_SETTLE,3.0,1,420,805,805,100.0
M2K,COMEX_SETTLE,3.0,1,480,805,805,100.0
M2K,COMEX_SETTLE,3.0,2,5,3,207,1.4
M2K,COMEX_SETTLE,3.0,2,10,7,207,3.4
M2K,COMEX_SETTLE,3.0,2,15,10,207,4.8
M2K,COMEX_SETTLE,3.0,2,20,24,207,11.6
M2K,COMEX_SETTLE,3.0,2,30,40,207,19.3
M2K,COMEX_SETTLE,3.0,2,45,74,207,35.7
M2K,COMEX_SETTLE,3.0,2,60,99,207,47.8
M2K,COMEX_SETTLE,3.0,2,90,140,207,67.6
M2K,COMEX_SETTLE,3.0,2,120,172,207,83.1
M2K,COMEX_SETTLE,3.0,2,150,201,207,97.1
M2K,COMEX_SETTLE,3.0,2,180,205,207,99.0
M2K,COMEX_SETTLE,3.0,2,240,205,207,99.0
M2K,COMEX_SETTLE,3.0,2,300,207,207,100.0
M2K,COMEX_SETTLE,3.0,2,360,207,207,100.0
M2K,COMEX_SETTLE,3.0,2,420,207,207,100.0
M2K,COMEX_SETTLE,3.0,2,480,207,207,100.0
M2K,COMEX_SETTLE,3.0,3,5,1,181,0.6
M2K,COMEX_SETTLE,3.0,3,10,6,181,3.3
M2K,COMEX_SETTLE,3.0,3,15,11,181,6.1
M2K,COMEX_SETTLE,3.0,3,20,18,181,9.9
M2K,COMEX_SETTLE,3.0,3,30,34,181,18.8
M2K,COMEX_SETTLE,3.0,3,45,63,181,34.8
M2K,COMEX_SETTLE,3.0,3,60,83,181,45.9
M2K,COMEX_SETTLE,3.0,3,90,123,181,68.0
M2K,COMEX_SETTLE,3.0,3,120,152,181,84.0
M2K,COMEX_SETTLE,3.0,3,150,172,181,95.0
M2K,COMEX_SETTLE,3.0,3,180,178,181,98.3
M2K,COMEX_SETTLE,3.0,3,240,179,181,98.9
M2K,COMEX_SETTLE,3.0,3,300,181,181,100.0
M2K,COMEX_SETTLE,3.0,3,360,181,181,100.0
M2K,COMEX_SETTLE,3.0,3,420,181,181,100.0
M2K,COMEX_SETTLE,3.0,3,480,181,181,100.0
M2K,COMEX_SETTLE,3.0,4,5,2,173,1.2
M2K,COMEX_SETTLE,3.0,4,10,5,173,2.9
M2K,COMEX_SETTLE,3.0,4,15,9,173,5.2
M2K,COMEX_SETTLE,3.0,4,20,13,173,7.5
M2K,COMEX_SETTLE,3.0,4,30,29,173,16.8
M2K,COMEX_SETTLE,3.0,4,45,55,173,31.8
M2K,COMEX_SETTLE,3.0,4,60,69,173,39.9
M2K,COMEX_SETTLE,3.0,4,90,110,173,63.6
M2K,COMEX_SETTLE,3.0,4,120,134,173,77.5
M2K,COMEX_SETTLE,3.0,4,150,161,173,93.1
M2K,COMEX_SETTLE,3.0,4,180,167,173,96.5
M2K,COMEX_SETTLE,3.0,4,240,168,173,97.1
M2K,COMEX_SETTLE,3.0,4,300,173,173,100.0
M2K,COMEX_SETTLE,3.0,4,360,173,173,100.0
M2K,COMEX_SETTLE,3.0,4,420,173,173,100.0
M2K,COMEX_SETTLE,3.0,4,480,173,173,100.0
M2K,COMEX_SETTLE,3.0,5,5,1,149,0.7
M2K,COMEX_SETTLE,3.0,5,10,2,149,1.3
M2K,COMEX_SETTLE,3.0,5,15,7,149,4.7
M2K,COMEX_SETTLE,3.0,5,20,10,149,6.7
M2K,COMEX_SETTLE,3.0,5,30,20,149,13.4
M2K,COMEX_SETTLE,3.0,5,45,34,149,22.8
M2K,COMEX_SETTLE,3.0,5,60,52,149,34.9
M2K,COMEX_SETTLE,3.0,5,90,95,149,63.8
M2K,COMEX_SETTLE,3.0,5,120,121,149,81.2
M2K,COMEX_SETTLE,3.0,5,150,139,149,93.3
M2K,COMEX_SETTLE,3.0,5,180,146,149,98.0
M2K,COMEX_SETTLE,3.0,5,240,147,149,98.7
M2K,COMEX_SETTLE,3.0,5,300,149,149,100.0
M2K,COMEX_SETTLE,3.0,5,360,149,149,100.0
M2K,COMEX_SETTLE,3.0,5,420,149,149,100.0
M2K,COMEX_SETTLE,3.0,5,480,149,149,100.0
M2K,COMEX_SETTLE,4.0,1,5,4,549,0.7
M2K,COMEX_SETTLE,4.0,1,10,16,549,2.9
M2K,COMEX_SETTLE,4.0,1,15,33,549,6.0
M2K,COMEX_SETTLE,4.0,1,20,64,549,11.7
M2K,COMEX_SETTLE,4.0,1,30,117,549,21.3
M2K,COMEX_SETTLE,4.0,1,45,202,549,36.8
M2K,COMEX_SETTLE,4.0,1,60,260,549,47.4
M2K,COMEX_SETTLE,4.0,1,90,361,549,65.8
M2K,COMEX_SETTLE,4.0,1,120,441,549,80.3
M2K,COMEX_SETTLE,4.0,1,150,522,549,95.1
M2K,COMEX_SETTLE,4.0,1,180,534,549,97.3
M2K,COMEX_SETTLE,4.0,1,240,537,549,97.8
M2K,COMEX_SETTLE,4.0,1,300,548,549,99.8
M2K,COMEX_SETTLE,4.0,1,360,549,549,100.0
M2K,COMEX_SETTLE,4.0,1,420,549,549,100.0
M2K,COMEX_SETTLE,4.0,1,480,549,549,100.0
M2K,COMEX_SETTLE,4.0,2,5,1,128,0.8
M2K,COMEX_SETTLE,4.0,2,10,1,128,0.8
M2K,COMEX_SETTLE,4.0,2,15,5,128,3.9
M2K,COMEX_SETTLE,4.0,2,20,7,128,5.5
M2K,COMEX_SETTLE,4.0,2,30,13,128,10.2
M2K,COMEX_SETTLE,4.0,2,45,31,128,24.2
M2K,COMEX_SETTLE,4.0,2,60,45,128,35.2
M2K,COMEX_SETTLE,4.0,2,90,69,128,53.9
M2K,COMEX_SETTLE,4.0,2,120,95,128,74.2
M2K,COMEX_SETTLE,4.0,2,150,120,128,93.8
M2K,COMEX_SETTLE,4.0,2,180,125,128,97.7
M2K,COMEX_SETTLE,4.0,2,240,126,128,98.4
M2K,COMEX_SETTLE,4.0,2,300,128,128,100.0
M2K,COMEX_SETTLE,4.0,2,360,128,128,100.0
M2K,COMEX_SETTLE,4.0,2,420,128,128,100.0
M2K,COMEX_SETTLE,4.0,2,480,128,128,100.0
M2K,COMEX_SETTLE,4.0,3,5,0,118,0.0
M2K,COMEX_SETTLE,4.0,3,10,1,118,0.8
M2K,COMEX_SETTLE,4.0,3,15,4,118,3.4
M2K,COMEX_SETTLE,4.0,3,20,6,118,5.1
M2K,COMEX_SETTLE,4.0,3,30,14,118,11.9
M2K,COMEX_SETTLE,4.0,3,45,25,118,21.2
M2K,COMEX_SETTLE,4.0,3,60,37,118,31.4
M2K,COMEX_SETTLE,4.0,3,90,67,118,56.8
M2K,COMEX_SETTLE,4.0,3,120,91,118,77.1
M2K,COMEX_SETTLE,4.0,3,150,112,118,94.9
M2K,COMEX_SETTLE,4.0,3,180,116,118,98.3
M2K,COMEX_SETTLE,4.0,3,240,116,118,98.3
M2K,COMEX_SETTLE,4.0,3,300,118,118,100.0
M2K,COMEX_SETTLE,4.0,3,360,118,118,100.0
M2K,COMEX_SETTLE,4.0,3,420,118,118,100.0
M2K,COMEX_SETTLE,4.0,3,480,118,118,100.0
M2K,COMEX_SETTLE,4.0,4,5,0,96,0.0
M2K,COMEX_SETTLE,4.0,4,10,1,96,1.0
M2K,COMEX_SETTLE,4.0,4,15,4,96,4.2
M2K,COMEX_SETTLE,4.0,4,20,6,96,6.2
M2K,COMEX_SETTLE,4.0,4,30,12,96,12.5
