leader,follower,symbol,session,entry_model,confirm_bars,rr_target,n_base,n_on,signals_per_year,avg_on,avg_off,uplift,years_pos,years_total,years_pos_ratio,train_uplift,test2025_uplift,n_test_on,n_test_off
MES_1000,M2K_US_POST_EQUITY,M2K,US_POST_EQUITY,E0,1,3.0,1098,559,111.8,0.09282486583184257,-0.06098051948051946,0.15380538531236204,5,5,1.0,0.15666539213386504,0.42419728658062505,109,118
M2K_1000,MES_US_POST_EQUITY,MES,US_POST_EQUITY,E0,1,2.0,1222,593,118.6,0.09087234401349073,0.04588298887122416,0.04498935514226657,2,5,0.4,0.09324739207353935,-0.1639727380952381,120,126
M2K_CME_OPEN,MES_0900,MES,0900,E0,2,2.0,487,92,18.4,0.09035869565217394,-0.18380734177215188,0.2741660374243258,0,0,,,,16,91
MES_0030,M2K_US_POST_EQUITY,M2K,US_POST_EQUITY,E0,1,3.0,1098,194,38.8,0.09012422680412374,0.0016996681415929363,0.08842455866253081,1,2,0.5,0.02194571153034778,0.11699731182795697,41,186
MES_1000,M2K_US_EQUITY_OPEN,M2K,US_EQUITY_OPEN,E0,1,1.5,1160,581,116.2,0.0901225473321859,0.011134369602763384,0.07898817772942252,5,5,1.0,0.1208498851710088,0.04637242852932509,116,117
M2K_1000,MES_US_POST_EQUITY,MES,US_POST_EQUITY,E0,1,2.5,1193,580,116.0,0.08986603448275864,0.016076019575856453,0.07379001490690218,3,5,0.6,0.11968333217122909,-0.07736870710183498,118,121
MES_1000,M2K_US_EQUITY_OPEN,M2K,US_EQUITY_OPEN,E0,1,2.0,1088,538,107.6,0.0897096654275093,-0.0221798181818182,0.1118894836093275,5,5,1.0,0.1735215453402264,0.05157001359157323,108,109
M6E_1800,MES_US_EQUITY_OPEN,MES,US_EQUITY_OPEN,E0,1,1.0,1270,639,127.8,0.08588325508607197,0.031153248811410458,0.05473000627466151,4,5,0.8,0.05672544435667029,0.028914799999999977,125,130
M2K_1000,MES_US_POST_EQUITY,MES,US_POST_EQUITY,E0,1,1.5,1250,609,121.8,0.08556814449917899,0.06764820592823714,0.017919938570941846,3,5,0.6,0.059113960630189165,-0.19679726355611604,122,130
M6E_1800,MES_US_EQUITY_OPEN,MES,US_EQUITY_OPEN,E0,2,2.0,521,264,52.8,0.08508106060606062,0.18608677042801558,-0.10100570982195496,2,4,0.5,-0.1227257425742574,0.029293613000755867,54,49
M2K_1000,M2K_US_POST_EQUITY,M2K,US_POST_EQUITY,E0,1,1.0,1260,640,128.0,0.08483140624999999,0.007322258064516146,0.07750914818548385,4,5,0.8,0.06230221156598913,0.16554563492063484,124,126
MES_0030,M2K_US_POST_EQUITY,M2K,US_POST_EQUITY,E1,2,2.0,1055,203,40.6,0.08366256157635468,-0.1344985915492958,0.2181611531256505,3,3,1.0,0.19310227005870845,0.11994101298701301,44,175
M2K_LONDON_OPEN,MES_US_EQUITY_OPEN,MES,US_EQUITY_OPEN,E0,1,1.5,1263,631,126.2,0.08359556259904914,0.06946962025316455,0.014125942345884587,2,5,0.4,-0.0686791615397406,0.3442824214130097,135,119
MES_1000,M2K_US_EQUITY_OPEN,M2K,US_EQUITY_OPEN,E0,1,1.0,1224,621,124.2,0.08250531400966184,0.009087230514096182,0.07341808349556565,4,5,0.8,0.09252935586993764,0.041305995934959365,123,120
M2K_US_POST_EQUITY,MES_US_POST_EQUITY,MES,US_POST_EQUITY,E0,2,1.5,514,298,59.6,0.08246912751677854,0.16132685185185186,-0.07885772433507332,1,3,0.3333333333333333,-0.003661874003189791,-0.378954,65,50
M2K_US_POST_EQUITY,MES_US_POST_EQUITY,MES,US_POST_EQUITY,E0,1,2.5,1193,646,129.2,0.0821407120743034,0.016296160877513722,0.06584455119678968,4,5,0.8,0.06900235849056602,0.053397343706195644,123,116
MES_CME_OPEN,MES_0900,MES,0900,E0,2,2.0,671,237,33.857142857142854,0.08162573839662449,-0.20827857142857142,0.2899043098251959,0,0,,0.28522447791699995,,36,71
M6E_US_EQUITY_OPEN,M2K_US_POST_EQUITY,M2K,US_POST_EQUITY,E1,5,1.5,969,493,98.6,0.08136166328600408,-0.20653508403361345,0.28789674731961756,4,5,0.8,0.24532683174603173,0.4401266483516484,104,84
MES_1000,M2K_US_POST_EQUITY,M2K,US_POST_EQUITY,E0,1,1.0,1254,644,128.8,0.0803858695652174,0.013018196721311479,0.06736767284390592,3,5,0.6,0.054722106261859575,0.19900022405735868,123,127
M2K_US_POST_EQUITY,MES_US_POST_EQUITY,MES,US_POST_EQUITY,E0,1,1.0,1268,688,137.6,0.07999302325581396,0.0326098275862069,0.04738319566960706,4,5,0.8,0.053396029734401496,0.0072433308494783966,132,122
M2K_LONDON_OPEN,MES_US_EQUITY_OPEN,MES,US_EQUITY_OPEN,E0,1,2.5,1215,603,120.6,0.07994975124378108,0.09558415032679737,-0.015634399083016295,3,5,0.6,-0.05939120176662019,0.15494584500466854,126,119
M6E_1800,M2K_US_EQUITY_OPEN,M2K,US_EQUITY_OPEN,E0,1,1.5,1166,568,113.6,0.0796244718309859,0.024689464882943147,0.05493500694804275,4,5,0.8,0.08542554355075359,0.0396078418329638,110,123
M6E_1800,M2K_US_EQUITY_OPEN,M2K,US_EQUITY_OPEN,E0,1,2.0,1093,529,105.8,0.07875746691871457,-0.018790425531914904,0.09754789245062948,4,5,0.8,0.1223569504946066,0.025745069337442257,99,118
M2K_US_POST_EQUITY,MES_US_POST_EQUITY,MES,US_POST_EQUITY,E0,1,2.0,1222,660,132.0,0.07731666666666666,0.05643896797153026,0.0208776986951364,2,5,0.4,0.04503031978174335,-0.0645927148812281,127,119
M6E_1800,MES_US_EQUITY_OPEN,MES,US_EQUITY_OPEN,E0,2,1.5,528,268,53.6,0.07634888059701495,0.0998930769230769,-0.02354419632606196,1,4,0.25,-0.00215764801066054,-0.05724555555555556,54,50
M2K_LONDON_OPEN,MES_US_EQUITY_OPEN,MES,US_EQUITY_OPEN,E0,1,3.0,1184,588,117.6,0.07293333333333335,0.07417835570469798,-0.001245022371364632,3,5,0.6,-0.03969699205847209,0.15953798850574716,120,116
MES_0030,M2K_US_POST_EQUITY,M2K,US_POST_EQUITY,E0,1,1.0,1254,227,45.4,0.07126784140969163,0.04238734177215189,0.028880499637539733,2,4,0.5,-0.03839151078163064,0.10020575495049507,48,202
M6E_US_EQUITY_OPEN,MES_US_EQUITY_OPEN,MES,US_EQUITY_OPEN,E1,2,2.0,1160,521,104.2,0.06966276391554704,-0.07655805946791862,0.14622082338346565,4,5,0.8,0.1622560849229865,0.21624746031746034,90,140
M6E_US_EQUITY_OPEN,M2K_US_POST_EQUITY,M2K,US_POST_EQUITY,E0,1,2.5,1141,588,117.6,0.06499710884353743,0.02642567811934901,0.03857143072418842,3,5,0.6,-0.019105563569464926,0.27754227106227114,130,105
MES_0030,M2K_US_POST_EQUITY,M2K,US_POST_EQUITY,E1,1,2.0,1157,211,42.2,0.06377914691943129,-0.10805317124735728,0.17183231816678857,3,3,1.0,0.11218368839427663,0.27391,45,192
MES_CME_OPEN,MES_0900,MES,0900,E0,2,2.5,669,235,33.57142857142857,0.061604255319148954,-0.1888956221198157,0.2504998774389646,0,0,,0.25278124176548095,,36,71
MES_0030,M2K_US_POST_EQUITY,M2K,US_POST_EQUITY,E1,2,1.0,1180,239,47.8,0.060815899581589956,-0.08569851222104144,0.1465144118026314,3,4,0.75,0.10038285275496771,0.1868082299421009,52,186
M6E_US_EQUITY_OPEN,M2K_US_POST_EQUITY,M2K,US_POST_EQUITY,E0,1,1.0,1260,644,128.8,0.05954472049689444,0.03325503246753247,0.02628968802936197,3,5,0.6,-0.004208563036031399,0.11933612169756479,137,113
M2K_1000,MES_US_POST_EQUITY,MES,US_POST_EQUITY,E0,1,1.0,1268,618,123.6,0.059524271844660206,0.05717369230769231,0.002350579536967899,2,5,0.4,0.033989821964821976,-0.11894831265508685,124,130
MES_CME_OPEN,MES_0900,MES,0900,E0,2,1.0,672,238,34.0,0.05950546218487394,-0.1860352534562212,0.24554071564109514,0,0,,0.2265475449684006,,36,71
M2K_US_POST_EQUITY,MES_US_POST_EQUITY,MES,US_POST_EQUITY,E0,1,3.0,1160,624,124.8,0.057839903846153846,0.0234115671641791,0.034428336681974744,3,5,0.6,0.04823000064014498,-0.03942793583535112,118,112
M2K_1000,MES_US_POST_EQUITY,MES,US_POST_EQUITY,E0,2,1.0,518,259,51.8,0.05727220077220077,0.07036525096525095,-0.013093050193050182,1,3,0.3333333333333333,0.009766928551386403,-0.0776073244552058,59,56
M2K_US_POST_EQUITY,MES_US_POST_EQUITY,MES,US_POST_EQUITY,E0,2,1.0,518,300,60.0,0.05426766666666668,0.07696238532110092,-0.02269471865443424,1,3,0.3333333333333333,0.03581642221058148,-0.2646401538461538,65,50
M6E_1800,MES_US_EQUITY_OPEN,MES,US_EQUITY_OPEN,E1,2,2.0,1160,582,116.4,0.05332336769759449,-0.07553719723183389,0.12886056492942838,3,5,0.6,0.12065992358972358,0.1933534029038112,114,116
M6E_LONDON_OPEN,MES_LONDON_OPEN,MES,LONDON_OPEN,E0,2,1.0,467,198,39.6,0.0532520202020202,0.09421635687732341,-0.040964336675303206,1,2,0.5,-0.05691257711442786,0.12329415584415593,44,56
MES_0900,MES_CME_OPEN,MES,CME_OPEN,E0,2,1.0,399,312,44.57142857142857,0.05306858974358974,-0.013283908045977011,0.06635249778956676,0,0,,,,45,12
M6E_US_EQUITY_OPEN,MES_US_EQUITY_OPEN,MES,US_EQUITY_OPEN,E3,1,2.5,1115,470,94.0,0.051472127659574464,-0.1365688372093023,0.18804096486887675,4,5,0.8,0.1945973533087681,0.24326508468891495,89,134
M6E_1800,M2K_US_EQUITY_OPEN,M2K,US_EQUITY_OPEN,E0,1,1.0,1230,597,119.4,0.050543551088777214,0.041528278041074236,0.009015273047702978,3,5,0.6,0.004868521954236253,0.05363129921259839,116,127
MES_0030,M2K_US_POST_EQUITY,M2K,US_POST_EQUITY,E3,1,2.0,1097,204,40.8,0.04867254901960783,-0.10036192609182532,0.14903447511143314,2,2,1.0,0.10350161240786243,0.2952659682539682,45,175
M2K_US_POST_EQUITY,MES_US_POST_EQUITY,MES,US_POST_EQUITY,E0,2,4.0,448,257,51.4,0.04855447470817121,0.17032146596858638,-0.12176699126041518,0,3,0.0,-0.07523567839195978,-0.32665607235142113,54,43
MES_1000,M2K_US_EQUITY_OPEN,M2K,US_EQUITY_OPEN,E0,2,2.5,357,163,32.6,0.04847239263803683,-0.12235154639175257,0.1708239390297894,0,0,,0.23109433811802232,,28,39
