instrument,session,dst_regime,delay_bucket,hold_minutes,n,avg_r,win_rate,sample_class
MGC,1800,WINTER,10-20,90,14,0.096300,0.642900,INVALID
MGC,1800,WINTER,10-20,120,14,0.142400,0.500000,INVALID
MGC,1800,WINTER,10-20,180,14,0.040700,0.357100,INVALID
MGC,1800,WINTER,20-30,1,27,-0.280300,0.185200,INVALID
MGC,1800,WINTER,20-30,2,27,-0.280300,0.296300,INVALID
MGC,1800,WINTER,20-30,5,27,-0.346100,0.185200,INVALID
MGC,1800,WINTER,20-30,10,27,-0.461000,0.148100,INVALID
MGC,1800,WINTER,20-30,15,27,-0.462800,0.148100,INVALID
MGC,1800,WINTER,20-30,20,27,-0.471400,0.185200,INVALID
MGC,1800,WINTER,20-30,30,27,-0.412500,0.222200,INVALID
MGC,1800,WINTER,20-30,45,27,-0.381800,0.222200,INVALID
MGC,1800,WINTER,20-30,60,27,-0.350400,0.222200,INVALID
MGC,1800,WINTER,20-30,90,27,-0.258900,0.333300,INVALID
MGC,1800,WINTER,20-30,120,27,-0.153200,0.370400,INVALID
MGC,1800,WINTER,20-30,180,27,-0.204800,0.296300,INVALID
MGC,1800,WINTER,30+,1,147,-0.053900,0.435400,PRELIMINARY
MGC,1800,WINTER,30+,2,147,-0.032800,0.455800,PRELIMINARY
MGC,1800,WINTER,30+,5,147,-0.004700,0.469400,PRELIMINARY
MGC,1800,WINTER,30+,10,147,-0.043000,0.428600,PRELIMINARY
MGC,1800,WINTER,30+,15,147,-0.060400,0.449000,PRELIMINARY
MGC,1800,WINTER,30+,20,147,-0.070100,0.455800,PRELIMINARY
MGC,1800,WINTER,30+,30,147,-0.105900,0.360500,PRELIMINARY
MGC,1800,WINTER,30+,45,147,-0.081500,0.401400,PRELIMINARY
MGC,1800,WINTER,30+,60,147,-0.100600,0.381000,PRELIMINARY
MGC,1800,WINTER,30+,90,147,-0.098200,0.394600,PRELIMINARY
MGC,1800,WINTER,30+,120,147,-0.193900,0.340100,PRELIMINARY
MGC,1800,WINTER,30+,180,147,-0.288300,0.265300,PRELIMINARY
MGC,2300,SUMMER,0-2,1,353,-0.465800,0.045300,CORE
MGC,2300,SUMMER,0-2,2,353,-0.464400,0.048200,CORE
MGC,2300,SUMMER,0-2,5,353,-0.465600,0.068000,CORE
MGC,2300,SUMMER,0-2,10,353,-0.461200,0.096300,CORE
MGC,2300,SUMMER,0-2,15,353,-0.462100,0.107600,CORE
MGC,2300,SUMMER,0-2,20,353,-0.464200,0.099200,CORE
MGC,2300,SUMMER,0-2,30,353,-0.463500,0.116100,CORE
MGC,2300,SUMMER,0-2,45,353,-0.481300,0.127500,CORE
MGC,2300,SUMMER,0-2,60,353,-0.489800,0.133100,CORE
MGC,2300,SUMMER,0-2,90,353,-0.488800,0.138800,CORE
MGC,2300,SUMMER,0-2,120,353,-0.513200,0.172800,CORE
MGC,2300,SUMMER,0-2,180,353,-0.553200,0.181300,CORE
MGC,2300,SUMMER,2-5,1,14,0.002300,0.428600,INVALID
MGC,2300,SUMMER,2-5,2,14,0.033100,0.500000,INVALID
MGC,2300,SUMMER,2-5,5,14,0.024500,0.500000,INVALID
MGC,2300,SUMMER,2-5,10,14,-0.008900,0.428600,INVALID
MGC,2300,SUMMER,2-5,15,14,0.010100,0.500000,INVALID
MGC,2300,SUMMER,2-5,20,14,-0.024100,0.357100,INVALID
MGC,2300,SUMMER,2-5,30,14,-0.053900,0.500000,INVALID
MGC,2300,SUMMER,2-5,45,14,-0.039400,0.500000,INVALID
MGC,2300,SUMMER,2-5,60,14,-0.142600,0.357100,INVALID
MGC,2300,SUMMER,2-5,90,14,-0.267900,0.428600,INVALID
MGC,2300,SUMMER,2-5,120,14,-0.296200,0.285700,INVALID
MGC,2300,SUMMER,2-5,180,14,-0.290100,0.357100,INVALID
MGC,2300,SUMMER,5-10,1,15,0.023400,0.466700,INVALID
MGC,2300,SUMMER,5-10,2,15,0.010000,0.533300,INVALID
MGC,2300,SUMMER,5-10,5,15,-0.056200,0.533300,INVALID
MGC,2300,SUMMER,5-10,10,15,-0.121000,0.333300,INVALID
MGC,2300,SUMMER,5-10,15,15,-0.057300,0.400000,INVALID
MGC,2300,SUMMER,5-10,20,15,-0.025600,0.466700,INVALID
MGC,2300,SUMMER,5-10,30,15,-0.054100,0.466700,INVALID
MGC,2300,SUMMER,5-10,45,15,-0.071400,0.333300,INVALID
MGC,2300,SUMMER,5-10,60,15,-0.100600,0.266700,INVALID
MGC,2300,SUMMER,5-10,90,15,-0.101000,0.333300,INVALID
MGC,2300,SUMMER,5-10,120,15,-0.087800,0.333300,INVALID
MGC,2300,SUMMER,5-10,180,15,-0.224800,0.400000,INVALID
MGC,2300,SUMMER,10-20,1,18,-0.017300,0.500000,INVALID
MGC,2300,SUMMER,10-20,2,18,0.017300,0.555600,INVALID
MGC,2300,SUMMER,10-20,5,18,-0.031600,0.333300,INVALID
MGC,2300,SUMMER,10-20,10,18,-0.033000,0.388900,INVALID
MGC,2300,SUMMER,10-20,15,18,-0.081200,0.333300,INVALID
MGC,2300,SUMMER,10-20,20,18,-0.085400,0.388900,INVALID
MGC,2300,SUMMER,10-20,30,18,-0.053200,0.333300,INVALID
MGC,2300,SUMMER,10-20,45,18,-0.114900,0.277800,INVALID
MGC,2300,SUMMER,10-20,60,18,-0.024700,0.388900,INVALID
MGC,2300,SUMMER,10-20,90,18,-0.012700,0.500000,INVALID
MGC,2300,SUMMER,10-20,120,18,-0.169200,0.333300,INVALID
MGC,2300,SUMMER,10-20,180,18,-0.399700,0.277800,INVALID
MGC,2300,SUMMER,20-30,1,15,0.073400,0.800000,INVALID
MGC,2300,SUMMER,20-30,2,15,0.058200,0.600000,INVALID
MGC,2300,SUMMER,20-30,5,15,0.025800,0.533300,INVALID
MGC,2300,SUMMER,20-30,10,15,0.022000,0.533300,INVALID
MGC,2300,SUMMER,20-30,15,15,-0.029400,0.333300,INVALID
MGC,2300,SUMMER,20-30,20,15,-0.042700,0.466700,INVALID
MGC,2300,SUMMER,20-30,30,15,0.024900,0.533300,INVALID
MGC,2300,SUMMER,20-30,45,15,-0.071600,0.400000,INVALID
MGC,2300,SUMMER,20-30,60,15,0.057900,0.533300,INVALID
MGC,2300,SUMMER,20-30,90,15,0.125100,0.666700,INVALID
MGC,2300,SUMMER,20-30,120,15,0.007400,0.466700,INVALID
MGC,2300,SUMMER,20-30,180,15,-0.139400,0.333300,INVALID
MGC,2300,SUMMER,30+,1,203,0.014100,0.581300,CORE
MGC,2300,SUMMER,30+,2,203,0.012000,0.556700,CORE
MGC,2300,SUMMER,30+,5,203,-0.020100,0.477800,CORE
MGC,2300,SUMMER,30+,10,203,-0.011900,0.541900,CORE
MGC,2300,SUMMER,30+,15,203,-0.031800,0.527100,CORE
MGC,2300,SUMMER,30+,20,203,-0.057200,0.458100,CORE
MGC,2300,SUMMER,30+,30,203,-0.097400,0.428600,CORE
MGC,2300,SUMMER,30+,45,203,-0.120100,0.413800,CORE
MGC,2300,SUMMER,30+,60,203,-0.136200,0.423600,CORE
MGC,2300,SUMMER,30+,90,203,-0.203300,0.374400,CORE
MGC,2300,SUMMER,30+,120,203,-0.270100,0.330000,CORE
MGC,2300,SUMMER,30+,180,203,-0.400000,0.275900,CORE
MGC,2300,WINTER,0-2,1,168,-0.415800,0.071400,PRELIMINARY
MGC,2300,WINTER,0-2,2,168,-0.414400,0.077400,PRELIMINARY
MGC,2300,WINTER,0-2,5,168,-0.425700,0.095200,PRELIMINARY
MGC,2300,WINTER,0-2,10,168,-0.450500,0.089300,PRELIMINARY
MGC,2300,WINTER,0-2,15,168,-0.453600,0.077400,PRELIMINARY
MGC,2300,WINTER,0-2,20,168,-0.470300,0.095200,PRELIMINARY
MGC,2300,WINTER,0-2,30,168,-0.457400,0.119000,PRELIMINARY
MGC,2300,WINTER,0-2,45,168,-0.460400,0.119000,PRELIMINARY
MGC,2300,WINTER,0-2,60,168,-0.461200,0.125000,PRELIMINARY
MGC,2300,WINTER,0-2,90,168,-0.455500,0.148800,PRELIMINARY
MGC,2300,WINTER,0-2,120,168,-0.471100,0.202400,PRELIMINARY
MGC,2300,WINTER,0-2,180,168,-0.562100,0.178600,PRELIMINARY
MGC,2300,WINTER,2-5,1,18,-0.022000,0.611100,INVALID
MGC,2300,WINTER,2-5,2,18,-0.064900,0.444400,INVALID
MGC,2300,WINTER,2-5,5,18,-0.046900,0.333300,INVALID
MGC,2300,WINTER,2-5,10,18,-0.018100,0.444400,INVALID
MGC,2300,WINTER,2-5,15,18,0.008200,0.500000,INVALID
MGC,2300,WINTER,2-5,20,18,-0.033900,0.444400,INVALID
MGC,2300,WINTER,2-5,30,18,-0.091800,0.333300,INVALID
MGC,2300,WINTER,2-5,45,18,-0.099500,0.444400,INVALID
MGC,2300,WINTER,2-5,60,18,-0.098700,0.388900,INVALID
MGC,2300,WINTER,2-5,90,18,-0.178500,0.388900,INVALID
MGC,2300,WINTER,2-5,120,18,-0.213000,0.277800,INVALID
MGC,2300,WINTER,2-5,180,18,-0.378700,0.277800,INVALID
MGC,2300,WINTER,5-10,1,9,-0.051800,0.666700,INVALID
MGC,2300,WINTER,5-10,2,9,0.012300,0.666700,INVALID
MGC,2300,WINTER,5-10,5,9,-0.026500,0.444400,INVALID
MGC,2300,WINTER,5-10,10,9,-0.095700,0.222200,INVALID
MGC,2300,WINTER,5-10,15,9,-0.107100,0.666700,INVALID
MGC,2300,WINTER,5-10,20,9,-0.131100,0.555600,INVALID
MGC,2300,WINTER,5-10,30,9,-0.188200,0.333300,INVALID
MGC,2300,WINTER,5-10,45,9,-0.181200,0.444400,INVALID
MGC,2300,WINTER,5-10,60,9,-0.176400,0.555600,INVALID
MGC,2300,WINTER,5-10,90,9,-0.302400,0.444400,INVALID
MGC,2300,WINTER,5-10,120,9,-0.375500,0.444400,INVALID
MGC,2300,WINTER,5-10,180,9,-0.483800,0.333300,INVALID
MGC,2300,WINTER,10-20,1,11,-0.000400,0.545500,INVALID
MGC,2300,WINTER,10-20,2,11,0.042200,0.727300,INVALID
MGC,2300,WINTER,10-20,5,11,0.137600,0.727300,INVALID
MGC,2300,WINTER,10-20,10,11,0.117000,0.727300,INVALID
MGC,2300,WINTER,10-20,15,11,0.160400,0.818200,INVALID
MGC,2300,WINTER,10-20,20,11,0.168300,0.727300,INVALID
MGC,2300,WINTER,10-20,30,11,0.197400,0.818200,INVALID
MGC,2300,WINTER,10-20,45,11,0.191700,0.727300,INVALID
MGC,2300,WINTER,10-20,60,11,0.293100,0.727300,INVALID
MGC,2300,WINTER,10-20,90,11,0.293700,0.727300,INVALID
MGC,2300,WINTER,10-20,120,11,0.258700,0.636400,INVALID
MGC,2300,WINTER,10-20,180,11,-0.143700,0.454500,INVALID
MGC,2300,WINTER,20-30,1,4,-0.059000,0.250000,INVALID
MGC,2300,WINTER,20-30,2,4,-0.212400,0.500000,INVALID
MGC,2300,WINTER,20-30,5,4,-0.225000,0.500000,INVALID
MGC,2300,WINTER,20-30,10,4,-0.244300,0.250000,INVALID
MGC,2300,WINTER,20-30,15,4,-0.234400,0.500000,INVALID
MGC,2300,WINTER,20-30,20,4,-0.167900,0.500000,INVALID
MGC,2300,WINTER,20-30,30,4,-0.114700,0.750000,INVALID
MGC,2300,WINTER,20-30,45,4,-0.163600,0.500000,INVALID
MGC,2300,WINTER,20-30,60,4,-0.255400,0.500000,INVALID
MGC,2300,WINTER,20-30,90,4,-0.176500,0.250000,INVALID
MGC,2300,WINTER,20-30,120,4,-0.061400,0.250000,INVALID
MGC,2300,WINTER,20-30,180,4,-0.452400,0.250000,INVALID
MGC,2300,WINTER,30+,1,87,0.001500,0.505700,REGIME
MGC,2300,WINTER,30+,2,87,-0.010000,0.482800,REGIME
MGC,2300,WINTER,30+,5,87,-0.033800,0.448300,REGIME
MGC,2300,WINTER,30+,10,87,-0.029000,0.494300,REGIME
MGC,2300,WINTER,30+,15,87,-0.048100,0.494300,REGIME
MGC,2300,WINTER,30+,20,87,-0.077200,0.413800,REGIME
MGC,2300,WINTER,30+,30,87,-0.106400,0.459800,REGIME
MGC,2300,WINTER,30+,45,87,-0.137300,0.356300,REGIME
MGC,2300,WINTER,30+,60,87,-0.153700,0.367800,REGIME
MGC,2300,WINTER,30+,90,87,-0.215300,0.390800,REGIME
MGC,2300,WINTER,30+,120,87,-0.252100,0.356300,REGIME
MGC,2300,WINTER,30+,180,87,-0.358500,0.287400,REGIME
