sess,om,em,rr,filt,N,ExpR,clt,clp,posyrs,nyrs,oosN,oos
TOKYO_OPEN,5,E2,2.0,ORB_G6,53,0.1135132075471698,0.5953502080458849,0.5541916923141298,3,3,77,0.0013129870129870327
TOKYO_OPEN,15,E1,1.0,NO_FILTER,4541,-0.13863715040739924,-5.6555745360282295,2.07482719310024e-08,0,4,442,0.02457737556561089
TOKYO_OPEN,15,E1,1.0,ORB_G4,921,0.027929858849077095,0.4418755773127011,0.6590953309841932,2,4,437,0.015681006864988547
TOKYO_OPEN,15,E1,1.0,ORB_G6,551,0.16267422867513612,2.0058901673729856,0.04732246079676596,3,3,417,0.01589208633093524
TOKYO_OPEN,15,E1,1.0,ORB_G8,346,0.07267167630057801,0.6931605082272426,0.4905355096291064,2,3,392,-0.014913010204081638
TOKYO_OPEN,15,E1,1.5,NO_FILTER,4541,-0.13482030389781988,-4.3279460320149115,1.6705045271037895e-05,1,4,442,0.09449004524886878
TOKYO_OPEN,15,E1,1.5,ORB_G4,921,0.06359337676438655,0.7907152758970506,0.43012263830030284,2,4,437,0.0812391304347826
TOKYO_OPEN,15,E1,1.5,ORB_G6,551,0.2016622504537205,1.9379258920696112,0.055195532762264375,3,3,417,0.072468345323741
TOKYO_OPEN,15,E1,1.5,ORB_G8,346,0.11561531791907516,0.8769376559362492,0.38356353989151043,3,3,392,0.03339821428571429
TOKYO_OPEN,15,E1,2.0,NO_FILTER,4541,-0.11691874036555824,-3.2129096605649092,0.0013598046421167153,1,4,442,0.07982307692307693
TOKYO_OPEN,15,E1,2.0,ORB_G4,921,0.11912562432138979,1.2662419078911744,0.20701857666939374,2,4,437,0.06124965675057208
TOKYO_OPEN,15,E1,2.0,ORB_G6,551,0.23836352087114338,1.932819008294224,0.055829431038770264,2,3,417,0.07856618705035973
TOKYO_OPEN,15,E1,2.0,ORB_G8,346,0.15585635838150286,1.017040059566345,0.3126873383102156,3,3,392,0.061162244897959184
TOKYO_OPEN,15,E2,1.0,NO_FILTER,918,-0.11197625272331153,-4.277254767050717,2.0905808359875803e-05,1,4,92,0.01921413043478262
TOKYO_OPEN,15,E2,1.0,ORB_G4,186,0.0815752688172043,1.2174096682995503,0.2249989831531595,3,4,91,0.011387912087912115
