year,n_on,n_off,avg_on,avg_off,uplift
2021,58,144,0.546860344827586,0.18165763888888892,0.36520270593869714
2022,82,157,0.5636524390243903,-0.12025414012738851,0.6839065791517789
2023,90,154,-0.07558111111111109,0.02234545454545454,-0.09792656565656563
2024,72,167,0.3221791666666667,-0.15002814371257484,0.4722073103792415
2025,78,158,0.13888717948717946,-0.06291645569620252,0.20180363518338199
2026,6,18,0.2739333333333333,0.25343333333333334,0.020499999999999963
