session,rr,cb,em,tier,n,avg_r,win_rate,t_stat,p_val,p_bh,bh_sig
1000,1.0,4,E1,SOLO_5,904,-0.3474,0.366,-16.914,0.0,0.0,True
1000,1.5,1,E0,NESTED_15,290,-0.2964,0.39,-7.052,0.0,0.0,True
1000,1.5,1,E0,NESTED_30,91,-0.1579,0.462,-1.87,0.0648,0.0694,True
1000,1.5,1,E0,SOLO_5,2059,-0.3278,0.378,-21.223,0.0,0.0,True
1000,1.5,1,E1,NESTED_15,424,-0.3944,0.323,-11.619,0.0,0.0,True
1000,1.5,1,E1,NESTED_30,211,-0.4323,0.299,-8.429,0.0,0.0,True
1000,1.5,1,E1,SOLO_5,1947,-0.3817,0.337,-23.374,0.0,0.0,True
1000,1.5,1,E3,NESTED_15,277,-0.4054,0.314,-9.671,0.0,0.0,True
1000,1.5,1,E3,NESTED_30,86,-0.3096,0.372,-3.724,0.0004,0.0005,True
1000,1.5,1,E3,SOLO_5,1993,-0.4337,0.315,-28.394,0.0,0.0,True
1000,1.5,2,E0,NESTED_15,70,-0.2501,0.4,-2.817,0.0063,0.0072,True
1000,1.5,2,E0,NESTED_30,32,-0.2619,0.406,-1.813,0.0795,0.0848,True
1000,1.5,2,E0,SOLO_5,523,-0.3509,0.354,-11.391,0.0,0.0,True
1000,1.5,2,E1,NESTED_15,346,-0.3425,0.335,-8.776,0.0,0.0,True
1000,1.5,2,E1,NESTED_30,176,-0.4008,0.295,-6.823,0.0,0.0,True
1000,1.5,2,E1,SOLO_5,1439,-0.3656,0.34,-18.724,0.0,0.0,True
1000,1.5,3,E0,SOLO_5,219,-0.3565,0.365,-7.464,0.0,0.0,True
1000,1.5,3,E1,NESTED_15,264,-0.2854,0.356,-6.073,0.0,0.0,True
1000,1.5,3,E1,NESTED_30,126,-0.3689,0.31,-5.397,0.0,0.0,True
1000,1.5,3,E1,SOLO_5,1073,-0.3703,0.322,-16.383,0.0,0.0,True
1000,1.5,4,E0,SOLO_5,138,-0.4273,0.319,-7.353,0.0,0.0,True
1000,1.5,4,E1,NESTED_15,252,-0.3136,0.333,-6.764,0.0,0.0,True
1000,1.5,4,E1,NESTED_30,112,-0.2491,0.366,-3.161,0.002,0.0023,True
1000,1.5,4,E1,SOLO_5,904,-0.3518,0.33,-13.899,0.0,0.0,True
1000,2.0,1,E0,NESTED_15,290,-0.3339,0.317,-6.941,0.0,0.0,True
1000,2.0,1,E0,NESTED_30,91,-0.1099,0.418,-1.068,0.2886,0.2957,False
1000,2.0,1,E0,SOLO_5,2059,-0.3203,0.348,-17.695,0.0,0.0,True
1000,2.0,1,E1,NESTED_15,424,-0.3975,0.281,-10.14,0.0,0.0,True
1000,2.0,1,E1,NESTED_30,210,-0.4669,0.233,-8.153,0.0,0.0,True
1000,2.0,1,E1,SOLO_5,1947,-0.3763,0.297,-19.913,0.0,0.0,True
1000,2.0,1,E3,NESTED_15,277,-0.438,0.26,-9.271,0.0,0.0,True
1000,2.0,1,E3,NESTED_30,86,-0.2845,0.337,-2.891,0.0049,0.0056,True
1000,2.0,1,E3,SOLO_5,1993,-0.4312,0.286,-24.587,0.0,0.0,True
1000,2.0,2,E0,NESTED_15,70,-0.409,0.257,-4.286,0.0001,0.0001,True
1000,2.0,2,E0,NESTED_30,32,-0.2506,0.375,-1.492,0.1458,0.1517,False
1000,2.0,2,E0,SOLO_5,523,-0.3526,0.323,-9.813,0.0,0.0,True
1000,2.0,2,E1,NESTED_15,345,-0.3705,0.275,-8.31,0.0,0.0,True
1000,2.0,2,E1,NESTED_30,176,-0.3913,0.256,-5.78,0.0,0.0,True
1000,2.0,2,E1,SOLO_5,1439,-0.3432,0.301,-15.037,0.0,0.0,True
1000,2.0,3,E0,SOLO_5,219,-0.3997,0.306,-7.281,0.0,0.0,True
1000,2.0,3,E1,NESTED_15,264,-0.3016,0.292,-5.575,0.0,0.0,True
1000,2.0,3,E1,NESTED_30,126,-0.375,0.254,-4.764,0.0,0.0,True
1000,2.0,3,E1,SOLO_5,1073,-0.3447,0.289,-13.084,0.0,0.0,True
1000,2.0,4,E0,SOLO_5,138,-0.4541,0.268,-6.937,0.0,0.0,True
1000,2.0,4,E1,NESTED_15,252,-0.2939,0.294,-5.419,0.0,0.0,True
1000,2.0,4,E1,NESTED_30,112,-0.3042,0.277,-3.368,0.001,0.0012,True
1000,2.0,4,E1,SOLO_5,904,-0.3238,0.295,-10.985,0.0,0.0,True
1000,2.5,1,E0,NESTED_15,290,-0.3106,0.3,-5.692,0.0,0.0,True
1000,2.5,1,E0,NESTED_30,91,-0.102,0.352,-0.854,0.3952,0.4021,False
1000,2.5,1,E0,SOLO_5,2058,-0.317,0.314,-15.437,0.0,0.0,True
1000,2.5,1,E1,NESTED_15,424,-0.404,0.248,-9.307,0.0,0.0,True
1000,2.5,1,E1,NESTED_30,210,-0.4762,0.195,-7.536,0.0,0.0,True
1000,2.5,1,E1,SOLO_5,1947,-0.3732,0.265,-17.606,0.0,0.0,True
1000,2.5,1,E3,NESTED_15,277,-0.4336,0.245,-8.27,0.0,0.0,True
1000,2.5,1,E3,NESTED_30,86,-0.3197,0.267,-2.907,0.0047,0.0054,True
1000,2.5,1,E3,SOLO_5,1993,-0.4228,0.262,-21.513,0.0,0.0,True
1000,2.5,2,E0,NESTED_15,70,-0.406,0.271,-3.855,0.0003,0.0004,True
1000,2.5,2,E0,NESTED_30,32,-0.3033,0.281,-1.588,0.1224,0.1282,False
1000,2.5,2,E0,SOLO_5,523,-0.2991,0.321,-7.205,0.0,0.0,True
1000,2.5,2,E1,NESTED_15,345,-0.3845,0.235,-7.777,0.0,0.0,True
1000,2.5,2,E1,NESTED_30,175,-0.4762,0.183,-6.691,0.0,0.0,True
1000,2.5,2,E1,SOLO_5,1438,-0.3341,0.273,-13.071,0.0,0.0,True
1000,2.5,3,E0,SOLO_5,219,-0.3725,0.288,-5.912,0.0,0.0,True
1000,2.5,3,E1,NESTED_15,264,-0.2749,0.265,-4.464,0.0,0.0,True
1000,2.5,3,E1,NESTED_30,126,-0.429,0.206,-5.153,0.0,0.0,True
1000,2.5,3,E1,SOLO_5,1073,-0.3416,0.253,-11.577,0.0,0.0,True
1000,2.5,4,E0,SOLO_5,138,-0.4529,0.246,-6.202,0.0,0.0,True
1000,2.5,4,E1,NESTED_15,252,-0.2859,0.258,-4.693,0.0,0.0,True
1000,2.5,4,E1,NESTED_30,112,-0.3663,0.223,-3.848,0.0002,0.0002,True
1000,2.5,4,E1,SOLO_5,904,-0.3126,0.26,-9.402,0.0,0.0,True
1000,3.0,1,E0,NESTED_15,290,-0.3116,0.269,-5.182,0.0,0.0,True
1000,3.0,1,E0,NESTED_30,91,-0.2398,0.264,-1.95,0.0543,0.0586,True
1000,3.0,1,E0,SOLO_5,2058,-0.3049,0.292,-13.379,0.0,0.0,True
1000,3.0,1,E1,NESTED_15,424,-0.4182,0.212,-8.853,0.0,0.0,True
1000,3.0,1,E1,NESTED_30,210,-0.5101,0.157,-7.614,0.0,0.0,True
1000,3.0,1,E1,SOLO_5,1946,-0.3591,0.239,-15.314,0.0,0.0,True
1000,3.0,1,E3,NESTED_15,277,-0.4336,0.224,-7.589,0.0,0.0,True
1000,3.0,1,E3,NESTED_30,86,-0.3868,0.209,-3.418,0.001,0.0012,True
1000,3.0,1,E3,SOLO_5,1993,-0.4124,0.246,-18.986,0.0,0.0,True
1000,3.0,2,E0,NESTED_15,70,-0.3541,0.271,-2.948,0.0044,0.0051,True
1000,3.0,2,E0,NESTED_30,32,-0.415,0.219,-2.236,0.0327,0.0359,True
1000,3.0,2,E0,SOLO_5,523,-0.2589,0.31,-5.549,0.0,0.0,True
1000,3.0,2,E1,NESTED_15,345,-0.3629,0.217,-6.606,0.0,0.0,True
1000,3.0,2,E1,NESTED_30,175,-0.469,0.166,-6.095,0.0,0.0,True
1000,3.0,2,E1,SOLO_5,1438,-0.3192,0.245,-11.278,0.0,0.0,True
1000,3.0,3,E0,SOLO_5,219,-0.335,0.274,-4.756,0.0,0.0,True
1000,3.0,3,E1,NESTED_15,264,-0.2367,0.246,-3.42,0.0007,0.0008,True
1000,3.0,3,E1,NESTED_30,126,-0.429,0.175,-4.661,0.0,0.0,True
1000,3.0,3,E1,SOLO_5,1072,-0.3306,0.225,-10.112,0.0,0.0,True
1000,3.0,4,E0,SOLO_5,138,-0.412,0.246,-4.983,0.0,0.0,True
1000,3.0,4,E1,NESTED_15,252,-0.27,0.23,-3.965,0.0001,0.0001,True
1000,3.0,4,E1,NESTED_30,112,-0.3228,0.205,-2.985,0.0035,0.004,True
1000,3.0,4,E1,SOLO_5,904,-0.3016,0.229,-8.158,0.0,0.0,True
1000,4.0,1,E0,NESTED_15,290,-0.3049,0.217,-4.31,0.0,0.0,True
1000,4.0,1,E0,NESTED_30,91,-0.3763,0.165,-2.797,0.0063,0.0072,True
1000,4.0,1,E0,SOLO_5,2056,-0.3257,0.224,-12.35,0.0,0.0,True
1000,4.0,1,E1,NESTED_15,424,-0.4088,0.172,-7.406,0.0,0.0,True
1000,4.0,1,E1,NESTED_30,210,-0.5472,0.114,-7.423,0.0,0.0,True
1000,4.0,1,E1,SOLO_5,1944,-0.3607,0.191,-13.332,0.0,0.0,True
1000,4.0,1,E3,NESTED_15,277,-0.466,0.17,-7.261,0.0,0.0,True
1000,4.0,1,E3,NESTED_30,86,-0.4804,0.14,-3.976,0.0001,0.0001,True
1000,4.0,1,E3,SOLO_5,1991,-0.4311,0.19,-17.368,0.0,0.0,True
1000,4.0,2,E0,NESTED_15,70,-0.4069,0.214,-3.155,0.0024,0.0028,True
1000,4.0,2,E0,NESTED_30,32,-0.6028,0.125,-3.542,0.0013,0.0015,True
1000,4.0,2,E0,SOLO_5,522,-0.2912,0.239,-5.472,0.0,0.0,True
1000,4.0,2,E1,NESTED_15,344,-0.3436,0.18,-5.328,0.0,0.0,True
1000,4.0,2,E1,NESTED_30,174,-0.4175,0.144,-4.465,0.0,0.0,True
1000,4.0,2,E1,SOLO_5,1436,-0.328,0.193,-10.049,0.0,0.0,True
1000,4.0,3,E0,SOLO_5,219,-0.3099,0.219,-3.648,0.0003,0.0004,True
1000,4.0,3,E1,NESTED_15,264,-0.2785,0.186,-3.55,0.0005,0.0006,True
1000,4.0,3,E1,NESTED_30,126,-0.3709,0.159,-3.377,0.001,0.0012,True
1000,4.0,3,E1,SOLO_5,1071,-0.3225,0.182,-8.47,0.0,0.0,True
1000,4.0,4,E0,SOLO_5,138,-0.4017,0.196,-4.079,0.0001,0.0001,True
1000,4.0,4,E1,NESTED_15,252,-0.2609,0.187,-3.275,0.0012,0.0014,True
1000,4.0,4,E1,NESTED_30,112,-0.2501,0.188,-1.933,0.0558,0.0601,True
1000,4.0,4,E1,SOLO_5,900,-0.3149,0.18,-7.433,0.0,0.0,True
1100,1.0,1,E0,NESTED_15,359,-0.19,0.51,-5.315,0.0,0.0,True
1100,1.0,1,E0,NESTED_30,160,-0.1469,0.575,-2.645,0.009,0.0102,True
1100,1.0,1,E0,SOLO_5,1988,-0.2195,0.481,-14.433,0.0,0.0,True
1100,1.0,1,E1,NESTED_15,503,-0.263,0.465,-8.353,0.0,0.0,True
1100,1.0,1,E1,NESTED_30,271,-0.3216,0.45,-7.161,0.0,0.0,True
1100,1.0,1,E1,SOLO_5,1803,-0.2917,0.455,-17.187,0.0,0.0,True
1100,1.0,1,E3,NESTED_15,328,-0.2794,0.454,-7.348,0.0,0.0,True
1100,1.0,1,E3,NESTED_30,147,-0.1976,0.544,-3.337,0.0011,0.0013,True
1100,1.0,1,E3,SOLO_5,1845,-0.3407,0.407,-21.433,0.0,0.0,True
1100,1.0,2,E0,NESTED_15,141,-0.2353,0.482,-4.115,0.0001,0.0001,True
1100,1.0,2,E0,NESTED_30,53,-0.1997,0.566,-2.077,0.0428,0.0464,True
1100,1.0,2,E0,SOLO_5,699,-0.2507,0.455,-9.744,0.0,0.0,True
1100,1.0,2,E1,NESTED_15,551,-0.2712,0.479,-8.779,0.0,0.0,True
1100,1.0,2,E1,NESTED_30,404,-0.2666,0.473,-7.17,0.0,0.0,True
1100,1.0,2,E1,SOLO_5,1596,-0.2725,0.469,-14.81,0.0,0.0,True
1100,1.0,3,E0,NESTED_15,55,-0.2353,0.455,-2.502,0.0154,0.0172,True
1100,1.0,3,E0,SOLO_5,354,-0.2097,0.514,-5.658,0.0,0.0,True
1100,1.0,3,E1,NESTED_15,598,-0.2672,0.468,-8.916,0.0,0.0,True
1100,1.0,3,E1,NESTED_30,499,-0.234,0.495,-6.968,0.0,0.0,True
1100,1.0,3,E1,SOLO_5,1437,-0.2828,0.466,-14.361,0.0,0.0,True
1100,1.0,4,E0,NESTED_15,46,-0.1454,0.5,-1.402,0.1677,0.1738,False
1100,1.0,4,E0,SOLO_5,259,-0.2307,0.467,-5.503,0.0,0.0,True
1100,1.0,4,E1,NESTED_15,643,-0.2317,0.501,-7.916,0.0,0.0,True
1100,1.0,4,E1,NESTED_30,563,-0.2268,0.503,-7.148,0.0,0.0,True
1100,1.0,4,E1,SOLO_5,1300,-0.2819,0.469,-13.516,0.0,0.0,True
1100,1.0,5,E0,NESTED_15,35,-0.0797,0.571,-0.664,0.5115,0.5177,False
1100,1.0,5,E0,SOLO_5,189,-0.2096,0.487,-4.181,0.0,0.0,True
1100,1.0,5,E1,NESTED_15,652,-0.2582,0.48,-8.779,0.0,0.0,True
1100,1.0,5,E1,NESTED_30,644,-0.2129,0.514,-7.098,0.0,0.0,True
1100,1.0,5,E1,SOLO_5,1193,-0.2514,0.485,-11.567,0.0,0.0,True
1100,1.5,1,E0,NESTED_15,359,-0.1516,0.493,-3.333,0.0009,0.0011,True
1100,1.5,1,E0,NESTED_30,160,-0.1575,0.488,-2.241,0.0264,0.0291,True
1100,1.5,1,E0,SOLO_5,1988,-0.2299,0.444,-12.01,0.0,0.0,True
1100,1.5,1,E1,NESTED_15,503,-0.2582,0.431,-6.652,0.0,0.0,True
1100,1.5,1,E1,NESTED_30,271,-0.2913,0.391,-5.312,0.0,0.0,True
1100,1.5,1,E1,SOLO_5,1801,-0.2935,0.399,-14.188,0.0,0.0,True
1100,1.5,1,E3,NESTED_15,328,-0.2468,0.43,-5.201,0.0,0.0,True
1100,1.5,1,E3,NESTED_30,147,-0.2232,0.442,-3.025,0.0029,0.0034,True
1100,1.5,1,E3,SOLO_5,1845,-0.362,0.369,-18.746,0.0,0.0,True
1100,1.5,2,E0,NESTED_15,141,-0.2661,0.418,-3.728,0.0003,0.0004,True
1100,1.5,2,E0,NESTED_30,53,-0.2551,0.434,-2.133,0.0377,0.0412,True
1100,1.5,2,E0,SOLO_5,699,-0.2595,0.425,-8.029,0.0,0.0,True
1100,1.5,2,E1,NESTED_15,551,-0.2575,0.421,-6.774,0.0,0.0,True
1100,1.5,2,E1,NESTED_30,403,-0.2634,0.409,-5.827,0.0,0.0,True
1100,1.5,2,E1,SOLO_5,1595,-0.2755,0.404,-12.264,0.0,0.0,True
1100,1.5,3,E0,NESTED_15,55,-0.2421,0.418,-2.029,0.0474,0.0513,True
1100,1.5,3,E0,SOLO_5,354,-0.2327,0.432,-4.953,0.0,0.0,True
1100,1.5,3,E1,NESTED_15,597,-0.2601,0.415,-7.063,0.0,0.0,True
1100,1.5,3,E1,NESTED_30,498,-0.2032,0.438,-4.895,0.0,0.0,True
1100,1.5,3,E1,SOLO_5,1436,-0.2746,0.399,-11.431,0.0,0.0,True
1100,1.5,4,E0,NESTED_15,46,-0.0534,0.522,-0.408,0.6848,0.6896,False
1100,1.5,4,E0,SOLO_5,259,-0.246,0.417,-4.562,0.0,0.0,True
1100,1.5,4,E1,NESTED_15,643,-0.2095,0.435,-5.779,0.0,0.0,True
1100,1.5,4,E1,NESTED_30,558,-0.2168,0.43,-5.548,0.0,0.0,True
1100,1.5,4,E1,SOLO_5,1298,-0.2646,0.4,-10.395,0.0,0.0,True
1100,1.5,5,E0,NESTED_15,35,-0.0327,0.514,-0.206,0.8379,0.8404,False
1100,1.5,5,E0,SOLO_5,189,-0.2669,0.418,-4.275,0.0,0.0,True
1100,1.5,5,E1,NESTED_15,651,-0.2608,0.402,-7.23,0.0,0.0,True
1100,1.5,5,E1,NESTED_30,638,-0.1978,0.434,-5.338,0.0,0.0,True
1100,1.5,5,E1,SOLO_5,1192,-0.2647,0.404,-10.002,0.0,0.0,True
1100,2.0,1,E0,NESTED_15,359,-0.1134,0.451,-2.098,0.0366,0.0401,True
1100,2.0,1,E0,NESTED_30,160,-0.0461,0.456,-0.545,0.5866,0.5925,False
1100,2.0,1,E0,SOLO_5,1986,-0.2211,0.387,-9.848,0.0,0.0,True
1100,2.0,1,E1,NESTED_15,500,-0.2455,0.372,-5.437,0.0,0.0,True
1100,2.0,1,E1,NESTED_30,269,-0.2743,0.335,-4.31,0.0,0.0,True
1100,2.0,1,E1,SOLO_5,1800,-0.2863,0.34,-11.923,0.0,0.0,True
1100,2.0,1,E3,NESTED_15,328,-0.2178,0.396,-3.916,0.0001,0.0001,True
1100,2.0,1,E3,NESTED_30,147,-0.1207,0.415,-1.368,0.1734,0.1793,False
1100,2.0,1,E3,SOLO_5,1843,-0.3496,0.323,-15.672,0.0,0.0,True
1100,2.0,2,E0,NESTED_15,141,-0.2496,0.39,-3.01,0.0031,0.0036,True
1100,2.0,2,E0,NESTED_30,53,-0.2214,0.377,-1.574,0.1215,0.1274,False
1100,2.0,2,E0,SOLO_5,698,-0.2428,0.372,-6.404,0.0,0.0,True
1100,2.0,2,E1,NESTED_15,550,-0.2597,0.355,-5.948,0.0,0.0,True
1100,2.0,2,E1,NESTED_30,398,-0.2656,0.339,-5.049,0.0,0.0,True
1100,2.0,2,E1,SOLO_5,1590,-0.2761,0.34,-10.678,0.0,0.0,True
1100,2.0,3,E0,NESTED_15,55,-0.2431,0.382,-1.763,0.0836,0.0886,True
1100,2.0,3,E0,SOLO_5,353,-0.2149,0.38,-3.931,0.0001,0.0001,True
1100,2.0,3,E1,NESTED_15,596,-0.25,0.354,-5.866,0.0,0.0,True
1100,2.0,3,E1,NESTED_30,493,-0.2025,0.365,-4.178,0.0,0.0,True
1100,2.0,3,E1,SOLO_5,1432,-0.2965,0.324,-10.818,0.0,0.0,True
1100,2.0,4,E0,NESTED_15,46,-0.1528,0.435,-1.005,0.3202,0.3264,False
1100,2.0,4,E0,SOLO_5,259,-0.2229,0.39,-3.552,0.0005,0.0006,True
1100,2.0,4,E1,NESTED_15,639,-0.2028,0.368,-4.783,0.0,0.0,True
1100,2.0,4,E1,NESTED_30,553,-0.1889,0.371,-4.111,0.0,0.0,True
1100,2.0,4,E1,SOLO_5,1296,-0.2903,0.325,-9.99,0.0,0.0,True
1100,2.0,5,E0,NESTED_15,35,-0.0314,0.457,-0.167,0.8684,0.8701,False
1100,2.0,5,E0,SOLO_5,189,-0.2297,0.386,-3.097,0.0023,0.0027,True
1100,2.0,5,E1,NESTED_15,647,-0.2508,0.343,-6.01,0.0,0.0,True
1100,2.0,5,E1,NESTED_30,631,-0.1636,0.377,-3.75,0.0002,0.0002,True
1100,2.0,5,E1,SOLO_5,1189,-0.2654,0.336,-8.671,0.0,0.0,True
1100,2.5,1,E0,NESTED_15,358,-0.1105,0.391,-1.803,0.0722,0.0772,True
1100,2.5,1,E0,NESTED_30,159,-0.0339,0.39,-0.346,0.7296,0.734,False
1100,2.5,1,E0,SOLO_5,1984,-0.215,0.342,-8.482,0.0,0.0,True
1100,2.5,1,E1,NESTED_15,500,-0.2529,0.32,-5.023,0.0,0.0,True
1100,2.5,1,E1,NESTED_30,267,-0.2836,0.285,-4.003,0.0001,0.0001,True
1100,2.5,1,E1,SOLO_5,1789,-0.3046,0.289,-11.448,0.0,0.0,True
1100,2.5,1,E3,NESTED_15,327,-0.2122,0.346,-3.398,0.0008,0.001,True
1100,2.5,1,E3,NESTED_30,146,-0.1071,0.356,-1.056,0.2926,0.2992,False
1100,2.5,1,E3,SOLO_5,1841,-0.3454,0.285,-13.858,0.0,0.0,True
1100,2.5,2,E0,NESTED_15,141,-0.2304,0.34,-2.446,0.0157,0.0175,True
1100,2.5,2,E0,NESTED_30,52,-0.2563,0.308,-1.622,0.111,0.1167,False
1100,2.5,2,E0,SOLO_5,697,-0.2383,0.331,-5.595,0.0,0.0,True
1100,2.5,2,E1,NESTED_15,544,-0.2984,0.289,-6.171,0.0,0.0,True
1100,2.5,2,E1,NESTED_30,397,-0.2715,0.29,-4.639,0.0,0.0,True
1100,2.5,2,E1,SOLO_5,1584,-0.2896,0.288,-10.036,0.0,0.0,True
1100,2.5,3,E0,NESTED_15,55,-0.2179,0.345,-1.413,0.1633,0.1694,False
1100,2.5,3,E0,SOLO_5,353,-0.1943,0.334,-3.124,0.0019,0.0022,True
1100,2.5,3,E1,NESTED_15,591,-0.2853,0.289,-6.033,0.0,0.0,True
1100,2.5,3,E1,NESTED_30,489,-0.222,0.307,-4.108,0.0,0.0,True
1100,2.5,3,E1,SOLO_5,1422,-0.3019,0.278,-9.89,0.0,0.0,True
1100,2.5,4,E0,NESTED_15,46,-0.2373,0.348,-1.441,0.1566,0.1628,False
1100,2.5,4,E0,SOLO_5,258,-0.1974,0.349,-2.765,0.0061,0.007,True
1100,2.5,4,E1,NESTED_15,633,-0.2238,0.308,-4.733,0.0,0.0,True
1100,2.5,4,E1,NESTED_30,547,-0.2116,0.311,-4.126,0.0,0.0,True
1100,2.5,4,E1,SOLO_5,1287,-0.291,0.281,-8.985,0.0,0.0,True
1100,2.5,5,E0,NESTED_15,35,-0.0094,0.4,-0.043,0.9657,0.9657,False
1100,2.5,5,E0,SOLO_5,188,-0.2016,0.335,-2.351,0.0198,0.022,True
1100,2.5,5,E1,NESTED_15,643,-0.254,0.294,-5.447,0.0,0.0,True
1100,2.5,5,E1,NESTED_30,622,-0.1672,0.323,-3.395,0.0007,0.0008,True
1100,2.5,5,E1,SOLO_5,1178,-0.286,0.283,-8.419,0.0,0.0,True
1100,3.0,1,E0,NESTED_15,357,-0.1276,0.336,-1.887,0.06,0.0645,True
1100,3.0,1,E0,NESTED_30,157,-0.0086,0.35,-0.079,0.9375,0.9384,False
1100,3.0,1,E0,SOLO_5,1975,-0.2245,0.301,-8.094,0.0,0.0,True
1100,3.0,1,E1,NESTED_15,498,-0.2524,0.279,-4.542,0.0,0.0,True
1100,3.0,1,E1,NESTED_30,264,-0.2863,0.25,-3.692,0.0003,0.0004,True
1100,3.0,1,E1,SOLO_5,1781,-0.3299,0.246,-11.504,0.0,0.0,True
1100,3.0,1,E3,NESTED_15,326,-0.2246,0.301,-3.295,0.0011,0.0013,True
1100,3.0,1,E3,NESTED_30,145,-0.0683,0.324,-0.6,0.5495,0.5556,False
1100,3.0,1,E3,SOLO_5,1833,-0.3585,0.249,-13.273,0.0,0.0,True
1100,3.0,2,E0,NESTED_15,141,-0.234,0.298,-2.269,0.0248,0.0274,True
1100,3.0,2,E0,NESTED_30,52,-0.1968,0.288,-1.102,0.2758,0.2832,False
1100,3.0,2,E0,SOLO_5,695,-0.2472,0.289,-5.298,0.0,0.0,True
1100,3.0,2,E1,NESTED_15,543,-0.3074,0.249,-5.81,0.0,0.0,True
1100,3.0,2,E1,NESTED_30,388,-0.2889,0.25,-4.521,0.0,0.0,True
1100,3.0,2,E1,SOLO_5,1575,-0.2936,0.253,-9.32,0.0,0.0,True
1100,3.0,3,E0,NESTED_15,55,-0.1966,0.309,-1.141,0.259,0.2665,False
1100,3.0,3,E0,SOLO_5,351,-0.224,0.282,-3.284,0.0011,0.0013,True
1100,3.0,3,E1,NESTED_15,588,-0.2703,0.257,-5.154,0.0,0.0,True
1100,3.0,3,E1,NESTED_30,482,-0.2486,0.259,-4.212,0.0,0.0,True
1100,3.0,3,E1,SOLO_5,1412,-0.303,0.245,-9.076,0.0,0.0,True
1100,3.0,4,E0,NESTED_15,46,-0.1963,0.326,-1.076,0.2874,0.2948,False
1100,3.0,4,E0,SOLO_5,257,-0.2521,0.288,-3.297,0.0011,0.0013,True
1100,3.0,4,E1,NESTED_15,629,-0.2322,0.267,-4.479,0.0,0.0,True
1100,3.0,4,E1,NESTED_30,539,-0.2101,0.275,-3.726,0.0002,0.0002,True
1100,3.0,4,E1,SOLO_5,1272,-0.3211,0.237,-9.175,0.0,0.0,True
1100,3.0,5,E0,NESTED_15,35,-0.0643,0.343,-0.28,0.7813,0.7845,False
1100,3.0,5,E0,SOLO_5,188,-0.178,0.303,-1.873,0.0626,0.0672,True
1100,3.0,5,E1,NESTED_15,637,-0.2699,0.254,-5.333,0.0,0.0,True
1100,3.0,5,E1,NESTED_30,613,-0.2031,0.274,-3.806,0.0002,0.0002,True
1100,3.0,5,E1,SOLO_5,1168,-0.2962,0.246,-8.023,0.0,0.0,True
1100,4.0,1,E0,NESTED_15,352,-0.2021,0.25,-2.636,0.0088,0.0099,True
1100,4.0,1,E0,NESTED_30,153,-0.0657,0.268,-0.517,0.6062,0.6117,False
1100,4.0,1,E0,SOLO_5,1960,-0.2336,0.239,-7.286,0.0,0.0,True
1100,4.0,1,E1,NESTED_15,489,-0.238,0.229,-3.662,0.0003,0.0004,True
1100,4.0,1,E1,NESTED_30,257,-0.3093,0.195,-3.459,0.0006,0.0007,True
1100,4.0,1,E1,SOLO_5,1767,-0.3314,0.196,-10.02,0.0,0.0,True
1100,4.0,1,E3,NESTED_15,322,-0.265,0.23,-3.398,0.0008,0.001,True
1100,4.0,1,E3,NESTED_30,141,-0.139,0.241,-1.061,0.2907,0.2976,False
1100,4.0,1,E3,SOLO_5,1826,-0.3438,0.204,-10.934,0.0,0.0,True
1100,4.0,2,E0,NESTED_15,140,-0.2047,0.243,-1.66,0.0992,0.1044,False
1100,4.0,2,E0,NESTED_30,51,-0.3406,0.196,-1.794,0.0788,0.0841,True
1100,4.0,2,E0,SOLO_5,692,-0.2219,0.236,-4.021,0.0001,0.0001,True
1100,4.0,2,E1,NESTED_15,531,-0.3248,0.198,-5.383,0.0,0.0,True
1100,4.0,2,E1,NESTED_30,381,-0.2697,0.205,-3.589,0.0004,0.0005,True
1100,4.0,2,E1,SOLO_5,1558,-0.2697,0.209,-7.306,0.0,0.0,True
1100,4.0,3,E0,NESTED_15,55,-0.0651,0.291,-0.31,0.7575,0.7613,False
1100,4.0,3,E0,SOLO_5,349,-0.2203,0.229,-2.803,0.0053,0.0061,True
1100,4.0,3,E1,NESTED_15,570,-0.3248,0.196,-5.549,0.0,0.0,True
1100,4.0,3,E1,NESTED_30,472,-0.2346,0.214,-3.408,0.0007,0.0008,True
1100,4.0,3,E1,SOLO_5,1399,-0.3034,0.196,-7.857,0.0,0.0,True
1100,4.0,4,E0,NESTED_15,44,-0.6196,0.136,-4.08,0.0002,0.0002,True
1100,4.0,4,E0,SOLO_5,257,-0.2197,0.241,-2.44,0.0154,0.0172,True
1100,4.0,4,E1,NESTED_15,610,-0.3532,0.185,-6.293,0.0,0.0,True
1100,4.0,4,E1,NESTED_30,524,-0.2546,0.208,-3.931,0.0001,0.0001,True
1100,4.0,4,E1,SOLO_5,1258,-0.323,0.189,-7.988,0.0,0.0,True
1100,4.0,5,E0,NESTED_15,35,-0.2573,0.229,-1.061,0.296,0.3024,False
1100,4.0,5,E0,SOLO_5,187,-0.1447,0.251,-1.285,0.2005,0.2069,False
1100,4.0,5,E1,NESTED_15,614,-0.3828,0.176,-6.95,0.0,0.0,True
1100,4.0,5,E1,NESTED_30,592,-0.274,0.203,-4.543,0.0,0.0,True
1100,4.0,5,E1,SOLO_5,1150,-0.3069,0.193,-7.179,0.0,0.0,True
1800,1.0,1,E0,NESTED_15,288,-0.2657,0.455,-6.923,0.0,0.0,True
1800,1.0,1,E0,NESTED_30,70,-0.246,0.5,-3.064,0.0031,0.0036,True
