symbol,session,entry_model,confirm_bars,rr_target,filter,n_base,n_on,signals_per_year,avg_on,avg_off,uplift,wr_on,wr_off,years_pos,years_total,years_pos_ratio,train_uplift,test_uplift,n_test_on
MES,US_EQUITY_OPEN,E0,1,2.0,F6_lowatr_cont_delay30,1735,311,38.875,0.19819871382636656,0.06795498595505618,0.1302437278713104,0.45016077170418006,0.3925561797752809,2,3,0.6666666666666666,0.13144784274622717,,0
MES,US_EQUITY_OPEN,E0,2,2.0,F5_midatr_cont_delay30,724,292,36.5,0.19689760273972604,0.06138796296296297,0.13550963977676306,0.4383561643835616,0.39351851851851855,1,1,1.0,0.20059024845710643,,44
MES,US_POST_EQUITY,E0,2,2.0,F8_delay15_size,723,221,27.625,0.19638144796380091,0.039611354581673294,0.1567700933821276,0.4298642533936652,0.4103585657370518,0,0,,0.06867951929587002,,34
MES,US_EQUITY_OPEN,E0,2,3.0,F3_cont_delay30_size,671,231,28.875,0.19614025974025975,-0.09431045454545454,0.2904507142857143,0.3203463203463203,0.2545454545454545,1,1,1.0,0.30872677591128683,,28
MES,1000,E0,1,2.0,F7_delay30_size_vol,1767,200,25.0,0.19424349999999996,-0.046248883216336946,0.2404923832163369,0.465,0.41863433312061266,1,1,1.0,0.22393952576483858,,25
MES,CME_CLOSE,E0,1,2.5,F4_cont_delay30_vol,1013,377,47.125,0.19403527851458885,-0.20799009433962265,0.40202537285421147,0.41379310344827586,0.2720125786163522,5,5,1.0,0.31521338109731467,0.7508865359477124,90
MES,US_EQUITY_OPEN,E0,1,1.5,F7_delay30_size_vol,1766,243,30.375,0.18957777777777773,0.05327202889034801,0.13630574888742972,0.5061728395061729,0.4694681549573211,0,1,0.0,0.08407900185900186,,45
MES,US_POST_EQUITY,E0,2,2.0,F3_cont_delay30_size,723,246,30.75,0.1881390243902439,0.03564570230607966,0.15249332208416425,0.4268292682926829,0.4109014675052411,0,0,,0.06449460953527508,,38
MES,1000,E0,2,3.0,F8_delay15_size,637,170,21.25,0.18665470588235292,-0.11496552462526767,0.3016202305076206,0.34705882352941175,0.3019271948608137,0,0,,0.17811317829457363,,33
MES,0030,E0,2,2.0,F5_midatr_cont_delay30,709,278,34.75,0.18604532374100718,0.05319628770301624,0.13284903603799095,0.4460431654676259,0.4060324825986079,0,0,,0.16983209665838822,,39
MES,0030,E0,1,3.0,F7_delay30_size_vol,1684,181,22.625,0.18283093922651933,0.00853206919494345,0.17429887003157588,0.32044198895027626,0.29141716566866266,0,0,,0.1761818080357143,,39
MES,1000,E0,1,2.5,F7_delay30_size_vol,1767,200,25.0,0.180887,-0.04676266751754946,0.22764966751754945,0.395,0.3573707721761327,0,1,0.0,0.17650210639010291,,25
M2K,US_EQUITY_OPEN,E0,1,1.5,F6_lowatr_cont_delay30,1166,348,58.0,0.1795034482758621,-0.0030271393643031856,0.18253058764016528,0.514367816091954,0.4315403422982885,3,3,1.0,0.18949883360508407,,49
MES,US_EQUITY_OPEN,E0,1,2.5,F4_cont_delay30_vol,1688,608,76.0,0.1781453947368421,0.011620462962962957,0.16652493177387914,0.3684210526315789,0.32314814814814813,4,6,0.6666666666666666,0.15351733306523763,0.23336721574929692,131
MES,0030,E0,2,2.5,F8_delay15_size,690,222,27.75,0.17775135135135134,0.046779487179487184,0.13097186417186416,0.36486486486486486,0.3525641025641026,0,0,,0.16080174810221318,,28
MES,US_EQUITY_OPEN,E0,1,1.5,F6_lowatr_cont_delay30,1766,320,40.0,0.177194375,0.04875414937759336,0.12844022562240662,0.53125,0.46196403872752423,2,3,0.6666666666666666,0.12849463273195877,,0
MES,1000,E0,2,2.5,F3_cont_delay30_size,637,182,22.75,0.17665054945054945,-0.11256835164835165,0.2892189010989011,0.3901098901098901,0.34505494505494505,0,0,,0.20240976127320956,,35
MES,1100,E0,1,2.0,F7_delay30_size_vol,1746,187,23.375,0.1755486631016043,-0.1351202052597819,0.3106688683613862,0.48128342245989303,0.4053880692751764,1,1,1.0,0.33569201185570735,,24
MES,US_POST_EQUITY,E0,2,2.5,F8_delay15_size,708,213,26.625,0.1730586854460094,0.057422626262626265,0.11563605918338316,0.3615023474178404,0.3575757575757576,0,0,,0.04425025000000003,,33
MES,US_EQUITY_OPEN,E0,1,2.0,F3_cont_delay30_size,1735,603,75.375,0.172024543946932,0.048301148409893996,0.12372339553703801,0.417910447761194,0.3948763250883392,5,6,0.8333333333333334,0.11652185837111015,0.05423253012048193,83
MES,0030,E0,1,2.5,F6_lowatr_cont_delay30,1716,315,39.375,0.1714022222222222,0.014002712348322628,0.15739950987389958,0.39365079365079364,0.3297644539614561,2,3,0.6666666666666666,0.16619312328229288,,0
MES,US_EQUITY_OPEN,E0,2,1.5,F4_cont_delay30_vol,735,217,27.125,0.17121843317972352,0.035994787644787654,0.13522364553493588,0.511520737327189,0.4613899613899614,0,0,,0.14595932153392333,,44
MES,1000,E0,2,3.0,F3_cont_delay30_size,637,182,22.75,0.16873846153846156,-0.11575384615384615,0.2844923076923077,0.34065934065934067,0.3032967032967033,0,0,,0.1854073209549072,,35
MES,US_POST_EQUITY,E0,2,3.0,F8_delay15_size,690,203,25.375,0.16835073891625618,0.03784743326488706,0.1305033056513691,0.31527093596059114,0.3080082135523614,0,0,,0.05635076945412309,,30
MES,US_EQUITY_OPEN,E0,1,2.5,F3_cont_delay30_size,1688,579,72.375,0.16747564766839376,0.021545626690712374,0.14593002097768137,0.35751295336787564,0.33002705139765554,4,6,0.6666666666666666,0.16689062043281508,-0.05081731060606058,80
MES,1000,E0,1,3.0,F7_delay30_size_vol,1767,200,25.0,0.1669375,-0.04633746011486917,0.21327496011486916,0.34,0.31397574984045945,0,1,0.0,0.14204448664175948,,25
MES,US_EQUITY_OPEN,E0,2,3.0,F5_midatr_cont_delay30,671,275,34.375,0.16487781818181818,-0.10487272727272728,0.26975054545454547,0.32,0.2474747474747475,1,1,1.0,0.3441667631150212,,42
MES,US_POST_EQUITY,E0,2,2.5,F3_cont_delay30_size,708,237,29.625,0.1646126582278481,0.05578025477707006,0.10883240345077803,0.35864978902953587,0.35881104033970274,0,0,,0.027115128205128222,,37
MES,US_EQUITY_OPEN,E0,1,2.0,F8_delay15_size,1735,558,69.75,0.16165770609318994,0.057946219201359395,0.10371148689183055,0.41397849462365593,0.3976210705182668,4,6,0.6666666666666666,0.08933342629688472,0.06952847327091513,77
MES,0030,E0,2,2.0,F8_delay15_size,709,232,29.0,0.16023189655172415,0.07856268343815513,0.08166921311356902,0.41810344827586204,0.42348008385744235,0,0,,0.07531954446193691,,29
MES,0030,E0,2,1.5,F3_cont_delay30_size,717,262,32.75,0.15896564885496184,0.006029450549450562,0.15293619830551128,0.5,0.4747252747252747,0,0,,0.1436728173628174,,31
MES,0030,E0,2,2.5,F3_cont_delay30_size,690,245,30.625,0.1589612244897959,0.0503552808988764,0.10860594359091952,0.35918367346938773,0.3550561797752809,0,0,,0.1413267375886525,,29
MES,US_EQUITY_OPEN,E0,1,1.5,F3_cont_delay30_size,1766,620,77.5,0.15813225806451614,0.025443891797556722,0.13268836626695943,0.49516129032258066,0.46335078534031415,4,6,0.6666666666666666,0.10471015224574959,0.22448192137320044,86
MES,0030,E0,1,2.5,F4_cont_delay30_vol,1716,600,75.0,0.15709849999999997,-0.018503225806451605,0.1756017258064516,0.37833333333333335,0.3216845878136201,6,6,1.0,0.1950917362911745,0.07428533333333334,125
MES,US_POST_EQUITY,E0,2,1.5,F8_delay15_size,737,227,28.375,0.15600176211453748,0.04219725490196079,0.11380450721257669,0.4977973568281938,0.492156862745098,0,0,,0.03618660665166292,,36
MES,US_DATA_OPEN,E0,1,3.0,F4_cont_delay30_vol,1667,526,65.75,0.15591787072243346,-0.1419926380368098,0.2979105087592433,0.3650190114068441,0.26818580192813324,6,6,1.0,0.28403614987080106,0.41573689655172413,87
MES,0030,E0,2,2.5,F5_midatr_cont_delay30,690,271,33.875,0.15535719557195574,0.04594701670644391,0.10941017886551183,0.3726937269372694,0.3460620525059666,0,0,,0.13763582271468144,,38
M2K,US_EQUITY_OPEN,E0,1,2.5,F6_lowatr_cont_delay30,1011,294,49.0,0.15490136054421771,-0.15095383542538351,0.3058551959696012,0.36054421768707484,0.2649930264993027,3,3,1.0,0.3540675088325942,,43
MES,0030,E0,2,1.5,F8_delay15_size,717,235,29.375,0.154471914893617,0.01678734439834025,0.13768457049527674,0.4978723404255319,0.47717842323651455,0,0,,0.11504801132131684,,30
MES,US_EQUITY_OPEN,E0,2,2.5,F5_midatr_cont_delay30,697,281,35.125,0.1541786476868327,0.01348173076923076,0.14069691691760194,0.36298932384341637,0.32211538461538464,1,1,1.0,0.2204777747923791,,43
MES,US_EQUITY_OPEN,E0,1,1.5,F8_delay15_size,1766,574,71.75,0.1538144599303136,0.032643624161073845,0.12117083576923975,0.4930313588850174,0.46560402684563756,4,6,0.6666666666666666,0.08439965329926567,0.2608108189655172,80
MES,US_POST_EQUITY,E0,2,3.0,F3_cont_delay30_size,690,225,28.125,0.1532222222222222,0.038993333333333324,0.11422888888888888,0.3111111111111111,0.3096774193548387,0,0,,0.04087816786793771,,33
MES,US_POST_EQUITY,E0,2,1.5,F3_cont_delay30_size,737,254,31.75,0.1525503937007874,0.03765051759834369,0.11489987610244372,0.49606299212598426,0.4927536231884058,0,0,,0.044059795680848286,,40
MES,0030,E0,1,1.5,F8_delay15_size,1774,583,72.875,0.15179210977701543,-0.03370285474391268,0.18549496452092812,0.4974271012006861,0.4534005037783375,5,6,0.8333333333333334,0.18225422858925266,0.1483542806520199,83
MES,CME_CLOSE,E0,1,1.5,F3_cont_delay30_size,1308,472,59.0,0.15114766949152544,0.06076016746411484,0.09038750202741061,0.5127118644067796,0.5251196172248804,2,6,0.3333333333333333,0.1137902935254457,-0.07083219424460434,68
MES,CME_CLOSE,E0,1,1.5,F8_delay15_size,1308,472,59.0,0.15114766949152544,0.06076016746411484,0.09038750202741061,0.5127118644067796,0.5251196172248804,2,6,0.3333333333333333,0.11830603550295854,-0.09269927536231884,69
MES,LONDON_OPEN,E0,2,1.5,F4_cont_delay30_vol,658,176,22.0,0.15017215909090909,-0.06289253112033194,0.21306469021124103,0.5568181818181818,0.46265560165975106,0,0,,0.1589326163259943,,41
MES,0030,E0,1,2.0,F4_cont_delay30_vol,1751,608,76.0,0.14964243421052634,-0.01326421697287839,0.16290665118340472,0.4375,0.3762029746281715,4,6,0.6666666666666666,0.14664575319195572,0.24641676778107655,127
M2K,US_POST_EQUITY,E0,1,2.5,F6_lowatr_cont_delay30,1141,344,57.333333333333336,0.1486674418604651,0.002120577164366382,0.1465468646960987,0.375,0.3224592220828105,3,3,1.0,0.19852049073546346,,46
MES,US_EQUITY_OPEN,E0,1,2.5,F8_delay15_size,1688,538,67.25,0.14823197026022303,0.03575104347826086,0.11248092678196217,0.3513011152416357,0.3339130434782609,3,6,0.5,0.12828058080704205,-0.061248379958906266,74
MES,CME_CLOSE,E0,1,1.5,F5_midatr_cont_delay30,1308,518,64.75,0.14685772200772204,0.05831000000000001,0.08854772200772204,0.5424710424710425,0.5063291139240507,3,5,0.6,0.13723145137718631,-0.10519987878787881,75
MES,US_EQUITY_OPEN,E0,1,2.0,F4_cont_delay30_vol,1735,617,77.125,0.14639967585089142,0.06089364937388194,0.08550602647700947,0.4181523500810373,0.3944543828264758,4,6,0.6666666666666666,0.07358678986022268,0.117646891996892,132
M2K,US_POST_EQUITY,E0,1,2.0,F6_lowatr_cont_delay30,1188,360,60.0,0.14133555555555558,0.030743599033816422,0.11059195652173916,0.43333333333333335,0.3852657004830918,3,3,1.0,0.15987919084026092,,47
M2K,CME_CLOSE,E0,1,1.5,F4_cont_delay30_vol,893,365,60.833333333333336,0.14049013698630136,-0.05640738636363636,0.1968975233499377,0.5863013698630137,0.4734848484848485,5,5,1.0,0.2935911167198438,0.05258400000000001,100
MES,0030,E0,1,1.5,F3_cont_delay30_size,1774,638,79.75,0.13979827586206897,-0.03594771126760563,0.1757459871296746,0.49216300940438873,0.45422535211267606,6,6,1.0,0.16820414140189183,0.1697320454545455,88
MES,US_EQUITY_OPEN,E0,1,3.0,F4_cont_delay30_vol,1636,593,74.125,0.13958347386172007,-0.03791649089165867,0.17749996475337873,0.31197301854974707,0.2684563758389262,4,6,0.6666666666666666,0.12939810751139907,0.38705855248858945,129
MES,US_POST_EQUITY,E0,1,1.5,F7_delay30_size_vol,1764,218,27.25,0.1389614678899083,0.03665556274256146,0.10230590514734683,0.4908256880733945,0.4760672703751617,1,1,1.0,0.1038296582755476,,34
MES,0030,E0,2,2.0,F3_cont_delay30_size,709,256,32.0,0.13808984375,0.08674878587196469,0.05134105787803531,0.41015625,0.4282560706401766,0,0,,0.048224691075790235,,30
MES,0030,E0,2,3.0,F8_delay15_size,675,214,26.75,0.13790607476635516,-0.01999067245119307,0.15789674721754823,0.308411214953271,0.2885032537960954,0,0,,0.19508164455787083,,27
MES,US_EQUITY_OPEN,E0,1,3.0,F3_cont_delay30_size,1636,558,69.75,0.13701863799283154,-0.030825881261595547,0.1678445192544271,0.3046594982078853,0.27365491651205937,4,6,0.6666666666666666,0.2106813148092218,-0.19117654320987654,74
MES,1000,E0,2,2.0,F8_delay15_size,637,170,21.25,0.13670529411764706,-0.10915738758029979,0.24586268169794684,0.4411764705882353,0.4025695931477516,0,0,,0.1589393626184324,,33
MES,LONDON_OPEN,E0,1,2.5,F7_delay30_size_vol,1761,226,28.25,0.13620353982300887,-0.09412110749185669,0.23032464731486557,0.3672566371681416,0.3231270358306189,2,2,1.0,0.19932476967893203,,23
MES,1000,E0,1,1.5,F7_delay30_size_vol,1769,200,25.0,0.13571850000000002,-0.05220962396430847,0.1879281239643085,0.53,0.4984066284257489,1,1,1.0,0.17846526117137806,,25
M2K,US_POST_EQUITY,E0,1,3.0,F6_lowatr_cont_delay30,1104,329,54.833333333333336,0.13410000000000002,-0.02690799999999999,0.161008,0.3252279635258359,0.27483870967741936,3,3,1.0,0.22122167884123115,,44
MES,LONDON_OPEN,E0,1,3.0,F7_delay30_size_vol,1757,225,28.125,0.132164,-0.1184675587467363,0.2506315587467363,0.32,0.27610966057441255,2,2,1.0,0.23805585701570348,,23
MES,LONDON_OPEN,E0,1,1.5,F7_delay30_size_vol,1762,227,28.375,0.13186299559471368,-0.07689374592833877,0.20875674152305246,0.5110132158590308,0.46123778501628665,2,2,1.0,0.20013377947437044,,23
MES,CME_CLOSE,E0,1,2.0,F5_midatr_cont_delay30,1145,457,57.125,0.1300433260393873,0.011996366279069769,0.11804695976031754,0.4485776805251641,0.4069767441860465,2,4,0.5,0.1505017485813215,0.05636761503336844,73
MES,CME_CLOSE,E0,1,1.5,F2_cont_delay15,1308,1128,141.0,0.1293087765957447,-0.13179500000000002,0.2611037765957447,0.5301418439716312,0.46111111111111114,0,0,,0.27291672505693054,,205
MES,US_DATA_OPEN,E0,1,2.5,F4_cont_delay30_vol,1680,528,66.0,0.12905435606060608,-0.13469748263888887,0.2637518386994949,0.4053030303030303,0.3064236111111111,5,6,0.8333333333333334,0.2629865012484395,0.29805597850425436,87
MES,CME_CLOSE,E0,1,1.5,F1_cont_delay30,1308,1131,141.375,0.12823607427055705,-0.12936610169491528,0.2576021759654723,0.5296198054818745,0.4632768361581921,0,0,,0.26887449056603774,,205
MES,0030,E0,1,2.5,F8_delay15_size,1716,553,69.125,0.1277466546112115,0.0025499570077386026,0.1251966976034729,0.34900542495479203,0.3379191745485813,6,6,1.0,0.12217347199183361,0.0686960540457547,78
MES,0030,E0,2,2.0,F4_cont_delay30_vol,709,210,26.25,0.1248609523809524,0.09704889779559119,0.02781205458536122,0.42857142857142855,0.4188376753507014,0,0,,-0.001781316137566144,,41
MES,0030,E0,2,3.0,F5_midatr_cont_delay30,675,266,33.25,0.12303984962406016,-0.030397066014669943,0.1534369156387301,0.3157894736842105,0.28117359413202936,0,0,,0.2169751024327785,,38
MES,US_EQUITY_OPEN,E0,1,1.5,F4_cont_delay30_vol,1766,623,77.875,0.1225243980738363,0.044503937007874014,0.07802046106596229,0.4911717495987159,0.4654418197725284,4,6,0.6666666666666666,0.05849416828565686,0.14158396766169154,134
MES,0030,E0,1,2.0,F8_delay15_size,1751,571,71.375,0.12218581436077058,0.005130084745762717,0.11705572961500786,0.404553415061296,0.3940677966101695,5,6,0.8333333333333334,0.10958096671261229,0.050910118343195254,80
MES,0030,E0,2,2.5,F4_cont_delay30_vol,690,208,26.0,0.12114278846153849,0.07501224066390041,0.046130547797638075,0.36538461538461536,0.35269709543568467,0,0,,0.008613418032669767,,40
MES,US_EQUITY_OPEN,E0,2,1.5,F5_midatr_cont_delay30,735,294,36.75,0.12113333333333336,0.04577437641723356,0.0753589569160998,0.4931972789115646,0.46485260770975056,1,1,1.0,0.13699913240495137,,44
MES,LONDON_OPEN,E0,2,2.0,F4_cont_delay30_vol,658,176,22.0,0.12029034090909092,-0.051713900414937744,0.17200424132402867,0.45454545454545453,0.3900414937759336,0,0,,0.10334682696097752,,41
MES,1000,E0,2,2.0,F3_cont_delay30_size,637,182,22.75,0.12020714285714286,-0.10904241758241756,0.2292495604395604,0.4340659340659341,0.4043956043956044,0,0,,0.1637789920424403,,35
MES,LONDON_OPEN,E0,2,2.0,F8_delay15_size,658,192,24.0,0.1196578125,-0.05735901287553647,0.17701682537553648,0.421875,0.4012875536480687,0,0,,0.16707263482781026,,26
MES,US_EQUITY_OPEN,E0,2,2.0,F2_cont_delay15,724,569,71.125,0.11940351493848858,0.10369741935483871,0.015706095583649868,0.4094903339191564,0.41935483870967744,0,0,,0.035801541572638526,,97
M2K,US_POST_EQUITY,E0,1,2.0,F7_delay30_size_vol,1188,179,29.833333333333332,0.1184296089385475,0.05464578790882063,0.06378382102972686,0.40782122905027934,0.398414271555996,0,0,,0.05269420639294571,,24
MES,US_DATA_OPEN,E0,1,1.5,F4_cont_delay30_vol,1716,529,66.125,0.1170735349716446,-0.10016015164279696,0.21723368661444156,0.5633270321361059,0.44060657118786856,5,6,0.8333333333333334,0.22551868218226478,0.20606605603448275,87
MES,0030,E0,1,3.0,F8_delay15_size,1684,536,67.0,0.1164222014925373,-0.01436080139372822,0.13078300288626551,0.30223880597014924,0.29094076655052264,6,6,1.0,0.12917436076067237,0.03031030303030305,75
MES,1100,E0,2,2.5,F3_cont_delay30_size,651,202,25.25,0.1160529702970297,-0.14559755011135858,0.26165052040838827,0.3811881188118812,0.3585746102449889,0,0,,0.285190752688172,,39
MES,0030,E0,1,3.0,F4_cont_delay30_vol,1684,592,74.0,0.11604831081081082,-0.02086492673992674,0.13691323755073756,0.31925675675675674,0.28113553113553114,5,6,0.8333333333333334,0.15625076086956524,0.03259700869565215,125
M2K,US_POST_EQUITY,E0,1,1.5,F6_lowatr_cont_delay30,1227,369,61.5,0.11582520325203254,0.03754428904428904,0.0782809142077435,0.5094850948509485,0.46503496503496505,3,3,1.0,0.09580744329322304,,48
MES,1100,E0,2,3.0,F3_cont_delay30_size,650,201,25.125,0.11548457711442786,-0.17210489977728288,0.28758947689171077,0.3333333333333333,0.3051224944320713,0,0,,0.34363172473118275,,38
MES,US_EQUITY_OPEN,E0,1,3.0,F8_delay15_size,1636,519,64.875,0.11529499036608865,-0.014871978513876463,0.1301669688799651,0.29865125240847784,0.2775290957923008,4,6,0.6666666666666666,0.17113948523698524,-0.23273459383753503,68
MES,0030,E0,1,2.0,F5_midatr_cont_delay30,1751,667,83.375,0.11435097451274362,-0.0004155904059040573,0.11476656491864767,0.4197901049475262,0.3837638376383764,4,6,0.6666666666666666,0.12479418338510406,0.16243008275074905,86
MES,US_POST_EQUITY,E0,2,2.0,F2_cont_delay15,723,557,69.625,0.11164739676840216,0.006612048192771095,0.10503534857563106,0.41831238779174146,0.40963855421686746,0,0,,0.07706967417835048,,105
MES,0030,E0,2,1.5,F5_midatr_cont_delay30,717,280,35.0,0.1115842857142857,0.030088787185354703,0.08149549852893101,0.5,0.47368421052631576,0,0,,0.13538523302938196,,39
MES,1100,E0,1,1.5,F7_delay30_size_vol,1746,187,23.375,0.11152032085561499,-0.14222135984605516,0.25374168070167014,0.5454545454545454,0.482360487491982,1,1,1.0,0.23306506903780813,,24
MES,US_EQUITY_OPEN,E1,4,1.5,F7_delay30_size_vol,1546,217,27.125,0.110236866359447,-0.08895522949586154,0.19919209585530856,0.46543778801843316,0.3942814145974417,0,0,,0.17298686662585866,,40
MES,0030,E0,1,3.0,F6_lowatr_cont_delay30,1684,309,38.625,0.11018543689320386,0.008631854545454553,0.1015535823477493,0.3268608414239482,0.2872727272727273,1,2,0.5,0.1100423225817727,,0
MES,0030,E0,2,3.0,F3_cont_delay30_size,675,236,29.5,0.10953389830508474,-0.01265102505694763,0.12218492336203238,0.3008474576271186,0.29157175398633256,0,0,,0.15681470549199691,,28
MES,LONDON_OPEN,E0,1,2.0,F7_delay30_size_vol,1762,227,28.375,0.1090713656387665,-0.07216130293159609,0.18123266857036258,0.4185022026431718,0.3856677524429967,2,2,1.0,0.18678002890491224,,23
MES,LONDON_OPEN,E0,2,1.5,F8_delay15_size,658,192,24.0,0.10884895833333334,-0.05318218884120171,0.16203114717453504,0.5,0.48283261802575106,0,0,,0.176024522417154,,26
MES,0030,E0,1,1.5,F4_cont_delay30_vol,1774,614,76.75,0.10820276872964169,-0.015587758620689656,0.12379052735033134,0.504885993485342,0.4482758620689655,4,6,0.6666666666666666,0.10287193952635157,0.14567193125,128
MES,US_DATA_OPEN,E0,1,2.0,F4_cont_delay30_vol,1696,528,66.0,0.10755151515151515,-0.11693304794520545,0.2244845630967206,0.4659090909090909,0.363013698630137,5,6,0.8333333333333334,0.2636188918757467,0.0687015594113771,87
MES,1100,E0,1,3.0,F7_delay30_size_vol,1744,187,23.375,0.10674224598930485,-0.17557463070006424,0.2823168766893691,0.3422459893048128,0.29030186255619783,1,1,1.0,0.28608854034031717,,24
MES,0030,E0,1,2.5,F5_midatr_cont_delay30,1716,654,81.75,0.10563180428134557,0.004262052730696798,0.10136975155064877,0.3577981651376147,0.3314500941619586,4,6,0.6666666666666666,0.10903525794853147,0.18418048654244307,84
MES,1100,E0,2,3.0,F8_delay15_size,650,175,21.875,0.1054497142857143,-0.1526661052631579,0.2581158195488722,0.3314285714285714,0.30736842105263157,0,0,,0.29266398742448063,,36
