n_days,n_g4,n_breaks,break_rate,n_trades,avg_r,total_r,win_rate,avg_orb_size,direction_bias,n_long,n_short,n_winter,avg_r_winter,total_r_winter,wr_winter,n_summer,avg_r_summer,total_r_summer,wr_summer,instrument,brisbane_time,bris_h,bris_m,current_session
1184,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,10:15,10,15,
1184,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,10:30,10,30,
1184,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,10:45,10,45,
1183,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,11:00,11,0,1100
1184,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,11:15,11,15,
1183,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,11:30,11,30,1130
1181,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,11:45,11,45,
1182,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,12:00,12,0,
1182,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,12:15,12,15,
1181,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,12:30,12,30,
1177,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,12:45,12,45,
1178,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,13:00,13,0,
1168,1,1,1.0000,1,-1.0000,-1.0000,0.0000,5.1300,-1.0000,0,1,1,-1.0000,-1.0000,0.0000,0,,0.0000,,MCL,13:15,13,15,
1168,1,1,1.0000,1,-0.0700,-0.0700,0.0000,4.4300,-1.0000,0,1,1,-0.0700,-0.0700,0.0000,0,,0.0000,,MCL,13:30,13,30,
1164,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,13:45,13,45,
1171,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,14:00,14,0,
1167,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,14:15,14,15,
1159,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,14:30,14,30,
1131,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,14:45,14,45,
1138,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,15:00,15,0,
1113,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,15:15,15,15,
1086,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,15:30,15,30,
1063,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,15:45,15,45,
1082,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,16:00,16,0,
976,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,16:15,16,15,
1045,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,16:30,16,30,
1045,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,16:45,16,45,
386,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,17:00,17,0,LONDON(BST)
340,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,17:15,17,15,
365,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,17:30,17,30,
371,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,17:45,17,45,
734,2,2,1.0000,2,0.0691,0.1383,0.0000,7.3700,1.0000,2,0,0,,0.0000,,2,0.0691,0.1383,0.0000,MCL,18:00,18,0,1800/LONDON(GMT)
578,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,18:15,18,15,
541,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,18:30,18,30,
471,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,18:45,18,45,
943,2,0,0.0000,0,,0.0000,,9.0800,,0,0,0,,0.0000,,0,,0.0000,,MCL,19:00,19,0,
834,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,19:15,19,15,
807,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,19:30,19,30,
809,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,19:45,19,45,
1100,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,20:00,20,0,
980,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,20:15,20,15,
936,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,20:30,20,30,
923,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,20:45,20,45,
1162,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,21:00,21,0,
1124,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,21:15,21,15,
1132,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,21:30,21,30,
1097,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,21:45,21,45,
1137,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,22:00,22,0,
1008,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,22:15,22,15,
1085,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,22:30,22,30,US_DATA(EDT)
1051,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,22:45,22,45,
1063,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,23:00,23,0,2300
1010,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,23:15,23,15,
961,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,23:30,23,30,US_DATA(EST)/US_EQ(EDT)
891,0,0,,0,,0.0000,,,,0,0,0,,0.0000,,0,,0.0000,,MCL,23:45,23,45,
