entry_model,confirm_bars,rr_target,condition,n,n_on,signals_per_year,avg_on,avg_off,uplift,perm_p,test2025_uplift
E1,2,3.0,same_short,793,239,39.833333333333336,-0.07762552301255231,-0.1962962093862816,0.11867068637372928,0.19269102990033224,0.7997178736842105
E1,2,3.0,same_fast15,793,420,70.0,-0.11255690476190476,-0.21454879356568363,0.10199188880377887,0.22591362126245848,0.2343716013472137
E1,2,3.0,same_short_fast15,793,220,36.666666666666664,-0.08241409090909092,-0.19052268760907504,0.10810859669998411,0.20930232558139536,0.5380942410714286
E1,2,3.0,same_cont,793,457,76.16666666666667,-0.14375339168490153,-0.18334910714285715,0.03959571545795562,0.3521594684385382,0.31095903614457826
E1,2,4.0,same_dir,719,414,69.0,-0.33873695652173913,-0.3619731147540984,0.02323615823235925,0.38205980066445183,0.24393692753623192
E1,2,4.0,same_short,719,218,36.333333333333336,-0.18693348623853207,-0.4189369261477046,0.23200343990917255,0.029900332225913623,0.98526875
E1,2,4.0,same_fast15,719,378,63.0,-0.312344708994709,-0.38877595307917895,0.07643124408446994,0.2558139534883721,0.11381694647442236
E1,2,4.0,same_short_fast15,719,201,33.5,-0.1869686567164179,-0.4113092664092664,0.2243406096928485,0.03986710963455149,0.6925543859649123
E1,2,4.0,same_cont,719,413,68.83333333333333,-0.3371358353510896,-0.3640581699346406,0.026922334583550978,0.3654485049833887,0.24393692753623192
E1,3,2.0,same_dir,909,533,88.83333333333333,0.013028893058161354,-0.041114893617021274,0.05414378667518263,0.3853820598006645,0.22556663003663002
E1,3,2.0,same_short,909,275,45.833333333333336,0.06427927272727274,-0.04131167192429022,0.10559094465156296,0.15282392026578073,0.6569478743961352
E1,3,2.0,same_fast15,909,487,81.16666666666667,0.03386036960985626,-0.05925308056872038,0.09311345017857664,0.2026578073089701,0.19805269801980196
E1,3,2.0,same_short_fast15,909,251,41.833333333333336,0.054704382470119536,-0.03380790273556232,0.08851228520568186,0.21262458471760798,0.522193023255814
E1,3,2.0,same_cont,909,532,88.66666666666667,0.009776127819548874,-0.03638116710875331,0.04615729492830219,0.4119601328903654,0.22556663003663002
E1,3,2.5,same_dir,851,493,82.16666666666667,-0.10313204868154158,-0.1444379888268156,0.04130594014527403,0.36212624584717606,0.19376907630522092
E1,3,2.5,same_short,851,253,42.166666666666664,-0.07845217391304349,-0.13830183946488295,0.05984966555183946,0.29900332225913623,0.5183258650028361
E1,3,2.5,same_fast15,851,452,75.33333333333333,-0.0797920353982301,-0.16663383458646613,0.08684179918823604,0.2026578073089701,0.09731146730687758
E1,3,2.5,same_short_fast15,851,233,38.833333333333336,-0.0832115879828326,-0.1345705501618123,0.0513589621789797,0.3687707641196013,0.3059677033492823
E1,3,2.5,same_cont,851,492,82.0,-0.10130914634146343,-0.14682116991643454,0.04551202357497111,0.3488372093023256,0.19376907630522092
E1,3,3.0,same_dir,801,466,77.66666666666667,-0.20581738197424895,-0.25934567164179106,0.05352828966754211,0.3388704318936877,0.3827936708860759
E1,3,3.0,same_short,801,242,40.333333333333336,-0.1328925619834711,-0.2694663685152057,0.13657380653173462,0.132890365448505,0.807737627118644
E1,3,3.0,same_fast15,801,427,71.16666666666667,-0.18568735362997657,-0.2767465240641711,0.09105917043419454,0.2026578073089701,0.21109322585898066
E1,3,3.0,same_short_fast15,801,223,37.166666666666664,-0.14243677130044846,-0.2612946366782007,0.11885786537775223,0.1893687707641196,0.5426113245476882
E1,3,3.0,same_cont,801,465,77.5,-0.20410946236559144,-0.26155,0.05744053763440857,0.3222591362126246,0.3827936708860759
E1,3,4.0,same_dir,728,423,70.5,-0.41708747044917255,-0.48225311475409843,0.06516564430492588,0.22259136212624583,0.2944946997776131
E1,3,4.0,same_short,728,226,37.666666666666664,-0.19407610619469026,-0.5570796812749004,0.3630035750802101,0.0033222591362126247,0.9148789285714285
E1,3,4.0,same_fast15,728,386,64.33333333333333,-0.40914896373056997,-0.484162865497076,0.07501390176650602,0.23588039867109634,0.18528134920634926
E1,3,4.0,same_short_fast15,728,208,34.666666666666664,-0.21329182692307697,-0.5368278846153846,0.3235360576923076,0.009966777408637873,0.6432456937799044
E1,3,4.0,same_cont,728,422,70.33333333333333,-0.41570616113744074,-0.48394509803921565,0.0682389369017749,0.22259136212624583,0.2944946997776131
E1,4,2.0,same_dir,913,530,88.33333333333333,-0.03336113207547171,-0.04953133159268932,0.016170199517217612,0.5049833887043189,0.2797939916405434
E1,4,2.0,same_short,913,275,45.833333333333336,0.014481454545454527,-0.06369012539184954,0.07817157993730406,0.292358803986711,0.5631091478696743
E1,4,2.0,same_fast15,913,486,81.0,-0.015401234567901226,-0.06830655737704919,0.05290532280914796,0.3588039867109635,0.23584150145387256
E1,4,2.0,same_short_fast15,913,253,42.166666666666664,0.014001185770750992,-0.060900303030303034,0.07490148880105403,0.30564784053156147,0.4065325037707391
E1,4,2.0,same_cont,913,529,88.16666666666667,-0.03153383742911154,-0.05200651041666668,0.02047267298755514,0.4883720930232558,0.2797939916405434
E1,4,2.5,same_dir,843,487,81.16666666666667,-0.11927905544147843,-0.19308202247191011,0.07380296703043168,0.3023255813953488,0.3433848475609756
E1,4,2.5,same_short,843,255,42.5,-0.03495529411764704,-0.20053146258503401,0.16557616846738699,0.08305647840531562,0.7697634146341463
E1,4,2.5,same_fast15,843,448,74.66666666666667,-0.09395267857142856,-0.21451974683544303,0.12056706826401448,0.1362126245847176,0.23364559006211186
E1,4,2.5,same_short_fast15,843,236,39.333333333333336,-0.026337288135593228,-0.19869934102141681,0.1723620528858236,0.06976744186046512,0.5546035714285713
E1,4,2.5,same_cont,843,486,81.0,-0.11746687242798354,-0.1953422969187675,0.07787542449078397,0.2956810631229236,0.3433848475609756
E1,4,3.0,same_dir,796,459,76.5,-0.20161350762527233,-0.284079525222552,0.08246601759727964,0.22259136212624583,0.47177123044096725
E1,4,3.0,same_short,796,241,40.166666666666664,-0.09866597510373444,-0.29639081081081076,0.19772483570707633,0.046511627906976744,1.0663826118153552
E1,4,3.0,same_fast15,796,423,70.5,-0.16904066193853426,-0.3130595174262734,0.14401885548773916,0.08970099667774087,0.3523685972850679
E1,4,3.0,same_short_fast15,796,223,37.166666666666664,-0.09301390134529149,-0.29237923211169287,0.1993653307664014,0.06976744186046512,0.786180882352941
E1,4,3.0,same_cont,796,458,76.33333333333333,-0.1998703056768559,-0.2861976331360947,0.0863273274592388,0.21262458471760798,0.47177123044096725
E1,4,4.0,same_dir,735,419,69.83333333333333,-0.3881138424821003,-0.3832642405063291,-0.004849601975771167,0.5448504983388704,0.2537261764705882
E1,4,4.0,same_short,735,224,37.333333333333336,-0.18772321428571428,-0.4729573385518591,0.2852341242661448,0.016611295681063124,0.8980465934684685
E1,4,4.0,same_fast15,735,385,64.16666666666667,-0.3580958441558441,-0.4167551428571429,0.05865929870129877,0.31893687707641194,0.25262932826869255
E1,4,4.0,same_short_fast15,735,208,34.666666666666664,-0.16969807692307695,-0.47141176470588236,0.3017136877828054,0.019933554817275746,0.7560678859447004
E1,4,4.0,same_cont,735,418,69.66666666666667,-0.38665000000000005,-0.38520977917981075,-0.0014402208201892974,0.5348837209302325,0.2537261764705882
E1,5,2.0,same_dir,899,522,87.0,-0.05342068965517239,-0.07095596816976127,0.01753527851458888,0.5116279069767442,0.1637985221674877
E1,5,2.0,same_short,899,267,44.5,0.037334082397003754,-0.10222183544303796,0.13955591784004173,0.08970099667774087,0.6881398282442748
E1,5,2.0,same_fast15,899,478,79.66666666666667,-0.03694999999999999,-0.08782399049881232,0.050873990498812326,0.33222591362126247,0.1270908331011424
E1,5,2.0,same_short_fast15,899,245,40.833333333333336,0.039019591836734695,-0.09815871559633026,0.13717830743306494,0.10963455149501661,0.5360777934651069
E1,5,2.0,same_cont,899,521,86.83333333333333,-0.05160383877159308,-0.0734137566137566,0.021809917842163518,0.47840531561461797,0.1637985221674877
E1,5,2.5,same_dir,831,481,80.16666666666667,-0.13207879417879415,-0.1795762857142857,0.04749749153549154,0.3554817275747508,0.3982322756410257
E1,5,2.5,same_short,831,247,41.166666666666664,-0.01506072874493926,-0.21003698630136985,0.19497625755643058,0.05647840531561462,0.9119046448087433
E1,5,2.5,same_fast15,831,441,73.5,-0.11280544217687073,-0.19649846153846154,0.0836930193615908,0.24584717607973422,0.2869558496732026
E1,5,2.5,same_short_fast15,831,227,37.833333333333336,-0.014299999999999978,-0.20386672185430466,0.18956672185430468,0.07641196013289037,0.6925208484848485
E1,5,2.5,same_cont,831,480,80.0,-0.13027062499999997,-0.18191367521367519,0.05164305021367521,0.3388704318936877,0.3982322756410257
E1,5,3.0,same_dir,778,452,75.33333333333333,-0.2200579646017699,-0.32691073619631905,0.10685277159454915,0.2059800664451827,0.3542557900432901
E1,5,3.0,same_short,778,231,38.5,-0.10500389610389613,-0.33232760511883,0.2273237090149339,0.03986710963455149,0.9363940177638455
E1,5,3.0,same_fast15,778,416,69.33333333333333,-0.18854927884615383,-0.35249337016574583,0.163944091319592,0.07973421926910298,0.2405900332225914
E1,5,3.0,same_short_fast15,778,213,35.5,-0.09965352112676056,-0.32710247787610625,0.22744895674934568,0.036544850498338874,0.6299143417366947
E1,5,3.0,same_cont,778,451,75.16666666666667,-0.2183286031042129,-0.3289691131498471,0.11064051004563422,0.18604651162790697,0.3542557900432901
E1,5,4.0,same_dir,710,409,68.16666666666667,-0.45045721271393646,-0.5056501661129568,0.055192953399020306,0.32558139534883723,-0.03299185855263159
E1,5,4.0,same_short,710,215,35.833333333333336,-0.19342186046511628,-0.5956606060606061,0.40223874559548983,0.0033222591362126247,
E1,5,4.0,same_fast15,710,374,62.333333333333336,-0.4363965240641711,-0.5155517857142856,0.0791552616501145,0.22259136212624583,-0.1668196428571429
E1,5,4.0,same_short_fast15,710,198,33.0,-0.19475252525252526,-0.5817904296874999,0.38703790443497466,0.006644518272425249,
E1,5,4.0,same_cont,710,408,68.0,-0.44911029411764714,-0.5072870860927152,0.05817679197506809,0.3222591362126246,-0.03299185855263159
E3,1,2.0,same_dir,818,481,80.16666666666667,0.02987754677754678,-0.07652017804154299,0.10639772481908977,0.15946843853820597,0.0788355389096962
E3,1,2.0,same_short,818,246,41.0,0.13550040650406506,-0.07823304195804194,0.213733448462107,0.03322259136212625,0.3454200520833333
E3,1,2.0,same_fast15,818,436,72.66666666666667,0.03510573394495413,-0.06995366492146596,0.10505939886642009,0.15946843853820597,-0.021524414715719142
E3,1,2.0,same_short_fast15,818,224,37.333333333333336,0.13629419642857146,-0.07061632996632995,0.20691052639490143,0.03322259136212625,0.26487617929144647
E3,1,2.0,same_cont,818,480,80.0,0.026307499999999998,-0.07113550295857987,0.09744300295857987,0.17940199335548174,0.0788355389096962
E3,1,2.5,same_dir,798,470,78.33333333333333,0.051472127659574464,-0.1102091463414634,0.16168127400103785,0.10631229235880399,0.3129991068856237
E3,1,2.5,same_short,798,243,40.5,0.14509711934156377,-0.0850726126126126,0.2301697319541764,0.03322259136212625,0.5916583238095239
E3,1,2.5,same_fast15,798,426,71.0,0.06144201877934274,-0.10250268817204301,0.16394470695138574,0.07641196013289037,0.15677800345721696
E3,1,2.5,same_short_fast15,798,222,37.0,0.1516599099099099,-0.07921041666666667,0.23087032657657658,0.03986710963455149,0.4925995392628205
E3,1,2.5,same_cont,798,469,78.16666666666667,0.053714072494669515,-0.11291367781155016,0.16662775030621968,0.09302325581395349,0.3129991068856237
E3,1,3.0,same_dir,771,455,75.83333333333333,0.018473406593406586,-0.16212911392405063,0.18060252051745723,0.08305647840531562,0.31097327503974564
E3,1,3.0,same_short,771,235,39.166666666666664,0.07881361702127661,-0.1144563432835821,0.1932699603048587,0.08637873754152824,0.6466458403361345
E3,1,3.0,same_fast15,771,414,69.0,0.03862657004830918,-0.16475854341736693,0.20338511346567612,0.04318936877076412,0.23329333333333335
E3,1,3.0,same_short_fast15,771,215,35.833333333333336,0.07629999999999999,-0.10653219424460432,0.1828321942446043,0.10631229235880399,0.5060891005759859
E3,1,3.0,same_cont,771,454,75.66666666666667,0.02071674008810573,-0.16477223974763405,0.18548897983573978,0.06976744186046512,0.31097327503974564
E3,1,4.0,same_dir,709,415,69.16666666666667,-0.20383012048192772,-0.2952551020408163,0.09142498155888856,0.26245847176079734,0.3321647539558338
E3,1,4.0,same_short,709,223,37.166666666666664,0.007780269058295978,-0.3562335390946502,0.3640138081529462,0.009966777408637873,0.9397816071428571
E3,1,4.0,same_fast15,709,379,63.166666666666664,-0.17703614775725593,-0.3160539393939394,0.13901779163668346,0.15946843853820597,0.2808186111111111
E3,1,4.0,same_short_fast15,709,205,34.166666666666664,0.005989268292682937,-0.3425045634920635,0.3484938317847464,0.006644518272425249,0.7452750881316098
E3,1,4.0,same_cont,709,414,69.0,-0.20190700483091792,-0.2976440677966101,0.0957370629656922,0.24916943521594684,0.3321647539558338
