leader,follower,symbol,session,entry_model,confirm_bars,rr_target,n_base,n_same,n_opp,sigyr_same,sigyr_opp,avg_same,avg_opp,uplift_same_vs_opp,uplift_opp_vs_same,test2025_same,test2025_opp,n_test_same,n_test_opp
MES_0900,MES_1000,MES,1000,E1,2,2.0,1796,831,880,118.71428571428571,125.71428571428571,-0.14445511432009625,-0.21790261363636362,0.07344749931626737,-0.07344749931626737,0.11846864406779663,-0.33905196850393704,118,127
MES_0900,MES_1000,MES,1000,E1,2,2.5,1796,831,880,118.71428571428571,125.71428571428571,-0.13850168471720817,-0.25980272727272724,0.12130104255551907,-0.12130104255551907,0.18407881355932207,-0.40518110236220467,118,127
MES_0900,MES_1000,MES,1000,E1,2,3.0,1795,831,879,118.71428571428571,125.57142857142857,-0.12767472924187726,-0.28122616609783846,0.1535514368559612,-0.1535514368559612,0.17307796610169487,-0.34884566929133853,118,127
MES_0900,MES_1000,MES,1000,E1,2,4.0,1788,830,875,118.57142857142857,125.0,-0.1358478313253012,-0.28844411428571426,0.15259628296041305,-0.15259628296041305,0.17497264957264957,-0.384492857142857,117,126
MES_0900,MES_1000,MES,1000,E1,3,1.0,1790,831,876,118.71428571428571,125.14285714285714,-0.1531179302045728,-0.20113002283105022,0.04801209262647743,-0.04801209262647743,-0.09668034188034187,-0.24830159999999996,117,125
MES_0900,MES_1000,MES,1000,E1,3,1.5,1787,829,875,118.42857142857143,125.0,-0.15484921592279854,-0.20175154285714286,0.04690232693434432,-0.04690232693434432,0.035723931623931594,-0.25942661290322583,117,124
MES_0900,MES_1000,MES,1000,E1,3,2.0,1784,828,874,118.28571428571429,124.85714285714286,-0.16065205314009662,-0.2334183066361556,0.07276625349605897,-0.07276625349605897,0.08340427350427353,-0.2604701612903226,117,124
MES_0900,MES_1000,MES,1000,E1,3,2.5,1784,828,874,118.28571428571429,124.85714285714286,-0.16863768115942032,-0.2412810068649886,0.07264332570556828,-0.07264332570556828,0.06532478632478633,-0.2619822580645161,117,124
MES_0900,MES_1000,MES,1000,E1,3,3.0,1781,827,872,118.14285714285714,124.57142857142857,-0.14805864570737604,-0.2765154816513761,0.1284568359440001,-0.1284568359440001,0.15824358974358976,-0.31981300813008134,117,123
MES_0900,MES_1000,MES,1000,E1,3,4.0,1776,827,868,118.14285714285714,124.0,-0.10546735187424428,-0.31262235023041474,0.20715499835617046,-0.20715499835617046,0.1800299145299145,-0.29252520325203246,117,123
MES_0900,MES_1000,MES,1000,E1,4,1.0,1785,831,871,118.71428571428571,124.42857142857143,-0.1297086642599278,-0.15997990815154997,0.030271243891622168,-0.030271243891622168,-0.04916324786324787,-0.2581975409836066,117,122
MES_0900,MES_1000,MES,1000,E1,4,1.5,1780,828,869,118.28571428571429,124.14285714285714,-0.17006135265700484,-0.18384430379746833,0.01378295114046349,-0.01378295114046349,0.021670085470085455,-0.24366446280991738,117,121
MES_0900,MES_1000,MES,1000,E1,4,2.0,1778,827,869,118.14285714285714,124.14285714285714,-0.15593954050785971,-0.1891321058688147,0.033192565360954995,-0.033192565360954995,0.09272051282051282,-0.22212396694214875,117,121
MES_0900,MES_1000,MES,1000,E1,4,2.5,1778,827,869,118.14285714285714,124.14285714285714,-0.1753372430471584,-0.20736444188722672,0.03202719884006833,-0.03202719884006833,0.11827606837606834,-0.21796198347107437,117,121
MES_0900,MES_1000,MES,1000,E1,4,3.0,1776,827,868,118.14285714285714,124.0,-0.15413821039903264,-0.2559913594470046,0.10185314904797194,-0.10185314904797194,0.21763589743589742,-0.19711735537190075,117,121
MES_0900,MES_1000,MES,1000,E1,4,4.0,1762,822,860,117.42857142857143,122.85714285714286,-0.11657822384428225,-0.28524372093023254,0.1686654970859503,-0.1686654970859503,0.25394700854700847,-0.24310583333333333,117,120
MES_0900,MES_1000,MES,1000,E1,5,1.0,1780,830,868,118.57142857142857,124.0,-0.13986265060240963,-0.16555460829493085,0.025691957692521222,-0.025691957692521222,-0.049428448275862076,-0.25632377049180327,116,122
MES_0900,MES_1000,MES,1000,E1,5,1.5,1773,826,866,118.0,123.71428571428571,-0.15670266343825665,-0.17671824480369513,0.02001558136543849,-0.02001558136543849,0.03758189655172414,-0.26453388429752056,116,121
MES_0900,MES_1000,MES,1000,E1,5,2.0,1772,825,866,117.85714285714286,123.71428571428571,-0.14646387878787875,-0.16876882217090067,0.022304943383021913,-0.022304943383021913,0.15271637931034482,-0.20313471074380166,116,121
MES_0900,MES_1000,MES,1000,E1,5,2.5,1770,825,864,117.85714285714286,123.42857142857143,-0.1404951515151515,-0.21559120370370372,0.07509605218855223,-0.07509605218855223,0.18768275862068973,-0.17440495867768596,116,121
MES_0900,MES_1000,MES,1000,E1,5,3.0,1768,825,862,117.85714285714286,123.14285714285714,-0.10227551515151517,-0.20986218097447798,0.10758666582296281,-0.10758666582296281,0.29595258620689646,-0.133555,116,120
MES_0900,MES_1000,MES,1000,E1,5,4.0,1753,817,859,116.71428571428571,122.71428571428571,-0.1282013463892289,-0.2513362048894063,0.12313485850017739,-0.12313485850017739,0.07673214285714287,-0.1393283333333333,112,120
MES_0900,MES_1000,MES,1000,E3,1,1.0,1659,768,814,109.71428571428571,116.28571428571429,-0.12007096354166667,-0.19456658476658478,0.07449562122491811,-0.07449562122491811,-0.02137889908256881,-0.18382459016393443,109,122
MES_0900,MES_1000,MES,1000,E3,1,1.5,1658,767,814,109.57142857142857,116.28571428571429,-0.11356492829204692,-0.23576117936117938,0.12219625106913246,-0.12219625106913246,-0.03270550458715595,-0.2188606557377049,109,122
MES_0900,MES_1000,MES,1000,E3,1,2.0,1657,766,814,109.42857142857143,116.28571428571429,-0.09892506527415144,-0.2435289926289926,0.14460392735484118,-0.14460392735484118,0.1607449541284404,-0.2794114754098361,109,122
MES_0900,MES_1000,MES,1000,E3,1,2.5,1657,766,814,109.42857142857143,116.28571428571429,-0.0898827676240209,-0.2468583538083538,0.15697558618433288,-0.15697558618433288,0.17137522935779814,-0.2331598360655738,109,122
MES_0900,MES_1000,MES,1000,E3,1,3.0,1657,766,814,109.42857142857143,116.28571428571429,-0.09233315926892947,-0.26120282555282553,0.16886966628389605,-0.16886966628389605,0.22030183486238542,-0.23743278688524588,109,122
MES_0900,MES_1000,MES,1000,E3,1,4.0,1655,766,813,109.42857142857143,116.14285714285714,-0.11518342036553524,-0.27866752767527675,0.1634841073097415,-0.1634841073097415,0.29706055045871554,-0.18668114754098356,109,122
MES_CME_OPEN,MES_1000,MES,1000,E0,1,1.0,1770,268,271,38.285714285714285,38.714285714285715,-0.04009514925373133,-0.07218929889298892,0.03209414963925759,-0.03209414963925759,,,39,38
MES_CME_OPEN,MES_1000,MES,1000,E0,1,1.5,1769,268,271,38.285714285714285,38.714285714285715,-0.02675597014925373,-0.08299298892988928,0.05623701878063555,-0.05623701878063555,,,39,38
MES_CME_OPEN,MES_1000,MES,1000,E0,1,2.0,1767,267,271,38.142857142857146,38.714285714285715,-0.0006014981273408192,-0.06380738007380074,0.06320588194645992,-0.06320588194645992,,,39,38
MES_CME_OPEN,MES_1000,MES,1000,E0,1,2.5,1767,267,271,38.142857142857146,38.714285714285715,-0.02265355805243446,-0.08890332103321032,0.06624976298077585,-0.06624976298077585,,,39,38
MES_CME_OPEN,MES_1000,MES,1000,E0,1,3.0,1767,267,271,38.142857142857146,38.714285714285715,-0.03130823970037453,-0.12953542435424356,0.09822718465386904,-0.09822718465386904,,,39,38
MES_CME_OPEN,MES_1000,MES,1000,E0,1,4.0,1765,267,270,38.142857142857146,38.57142857142857,-0.10609775280898878,-0.2707440740740741,0.1646463212650853,-0.1646463212650853,,,39,38
MES_CME_OPEN,MES_1000,MES,1000,E0,2,1.0,640,93,93,93.0,93.0,-0.12439999999999998,-0.14873225806451612,0.024332258064516138,-0.024332258064516138,,,16,17
MES_CME_OPEN,MES_1000,MES,1000,E0,2,1.5,638,93,93,93.0,93.0,-0.09591290322580644,-0.1781290322580645,0.08221612903225807,-0.08221612903225807,,,16,17
MES_CME_OPEN,MES_1000,MES,1000,E0,2,2.0,637,93,93,93.0,93.0,-0.12134623655913979,-0.15232043010752688,0.030974193548387097,-0.030974193548387097,,,16,17
MES_CME_OPEN,MES_1000,MES,1000,E0,2,2.5,637,93,93,93.0,93.0,-0.10933548387096775,-0.1709817204301075,0.061646236559139755,-0.061646236559139755,,,16,17
MES_CME_OPEN,MES_1000,MES,1000,E0,2,3.0,637,93,93,93.0,93.0,-0.11121290322580647,-0.257005376344086,0.14579247311827953,-0.14579247311827953,,,16,17
MES_CME_OPEN,MES_1000,MES,1000,E0,2,4.0,636,93,93,93.0,93.0,-0.16256559139784946,-0.23968494623655914,0.07711935483870969,-0.07711935483870969,,,16,17
MES_CME_OPEN,MES_1000,MES,1000,E1,1,1.0,1808,277,277,39.57142857142857,39.57142857142857,-0.15015992779783394,-0.20271913357400723,0.05255920577617329,-0.05255920577617329,-0.048519512195121975,,41,38
MES_CME_OPEN,MES_1000,MES,1000,E1,1,1.5,1807,277,277,39.57142857142857,39.57142857142857,-0.1633592057761733,-0.21443971119133573,0.05108050541516243,-0.05108050541516243,-0.06297073170731708,,41,38
MES_CME_OPEN,MES_1000,MES,1000,E1,1,2.0,1805,276,277,39.42857142857143,39.57142857142857,-0.14955507246376812,-0.219128880866426,0.0695738084026579,-0.0695738084026579,0.061217073170731696,,41,38
MES_CME_OPEN,MES_1000,MES,1000,E1,1,2.5,1804,276,276,39.42857142857143,39.42857142857143,-0.15475072463768116,-0.27411376811594207,0.1193630434782609,-0.1193630434782609,0.16975609756097562,,41,38
MES_CME_OPEN,MES_1000,MES,1000,E1,1,3.0,1803,276,276,39.42857142857143,39.42857142857143,-0.16019528985507245,-0.2983195652173913,0.13812427536231883,-0.13812427536231883,0.0943219512195122,,41,38
MES_CME_OPEN,MES_1000,MES,1000,E1,1,4.0,1799,276,275,39.42857142857143,39.285714285714285,-0.2011739130434783,-0.3756323636363636,0.1744584505928853,-0.1744584505928853,0.1442585365853658,,41,37
MES_CME_OPEN,MES_1000,MES,1000,E1,2,1.0,1800,276,274,39.42857142857143,39.142857142857146,-0.18807572463768116,-0.21965109489051096,0.031575370252829804,-0.031575370252829804,-0.11064146341463416,,41,38
MES_CME_OPEN,MES_1000,MES,1000,E1,2,1.5,1799,276,274,39.42857142857143,39.142857142857146,-0.1725717391304348,-0.21485328467153283,0.04228154554109803,-0.04228154554109803,-0.04602926829268292,,41,38
MES_CME_OPEN,MES_1000,MES,1000,E1,2,2.0,1796,275,274,39.285714285714285,39.142857142857146,-0.1960690909090909,-0.25193175182481753,0.05586266091572664,-0.05586266091572664,0.08201707317073172,,41,38
MES_CME_OPEN,MES_1000,MES,1000,E1,2,2.5,1796,275,274,39.285714285714285,39.142857142857146,-0.18695527272727272,-0.30362299270072995,0.11666771997345723,-0.11666771997345723,0.12995609756097556,,41,38
MES_CME_OPEN,MES_1000,MES,1000,E1,2,3.0,1795,275,273,39.285714285714285,39.0,-0.2020541818181818,-0.3474172161172161,0.1453630342990343,-0.1453630342990343,-0.062134146341463414,,41,38
MES_CME_OPEN,MES_1000,MES,1000,E1,2,4.0,1788,275,271,39.285714285714285,38.714285714285715,-0.25091018181818187,-0.34762324723247234,0.09671306541429048,-0.09671306541429048,0.05906341463414631,,41,37
MES_CME_OPEN,MES_1000,MES,1000,E1,3,1.0,1790,276,273,39.42857142857143,39.0,-0.17106702898550724,-0.24342967032967033,0.07236264134416309,-0.07236264134416309,-0.15082682926829266,,41,37
MES_CME_OPEN,MES_1000,MES,1000,E1,3,1.5,1787,275,273,39.285714285714285,39.0,-0.18097454545454544,-0.2403824175824176,0.05940787212787216,-0.05940787212787216,-0.04734634146341465,,41,37
MES_CME_OPEN,MES_1000,MES,1000,E1,3,2.0,1784,275,273,39.285714285714285,39.0,-0.20141054545454545,-0.2710172161172161,0.06960667066267062,-0.06960667066267062,0.07448048780487806,,41,37
MES_CME_OPEN,MES_1000,MES,1000,E1,3,2.5,1784,275,273,39.285714285714285,39.0,-0.20421745454545456,-0.2864076923076923,0.08219023776223774,-0.08219023776223774,-0.02781219512195123,,41,37
MES_CME_OPEN,MES_1000,MES,1000,E1,3,3.0,1781,275,271,39.285714285714285,38.714285714285715,-0.20476654545454545,-0.3430734317343173,0.13830688627977186,-0.13830688627977186,0.11108292682926828,,41,36
MES_CME_OPEN,MES_1000,MES,1000,E1,3,4.0,1776,275,270,39.285714285714285,38.57142857142857,-0.21692181818181822,-0.3432062962962963,0.12628447811447807,-0.12628447811447807,0.16708780487804878,,41,36
MES_CME_OPEN,MES_1000,MES,1000,E1,4,1.0,1785,277,271,39.57142857142857,38.714285714285715,-0.16574151624548736,-0.17649335793357934,0.010751841688091984,-0.010751841688091984,-0.060929268292682914,,41,35
MES_CME_OPEN,MES_1000,MES,1000,E1,4,1.5,1780,276,271,39.42857142857143,38.714285714285715,-0.21156847826086955,-0.22841660516605167,0.016848126905182115,-0.016848126905182115,-0.08518048780487805,,41,35
MES_CME_OPEN,MES_1000,MES,1000,E1,4,2.0,1778,276,271,39.42857142857143,38.714285714285715,-0.17370797101449273,-0.21274132841328408,0.03903335739879135,-0.03903335739879135,0.02936585365853657,,41,35
MES_CME_OPEN,MES_1000,MES,1000,E1,4,2.5,1778,276,271,39.42857142857143,38.714285714285715,-0.2320496376811594,-0.2552420664206642,0.023192428739504806,-0.023192428739504806,0.053956097560975615,,41,35
MES_CME_OPEN,MES_1000,MES,1000,E1,4,3.0,1776,276,270,39.42857142857143,38.57142857142857,-0.18461847826086958,-0.2688655555555555,0.08424707729468595,-0.08424707729468595,0.1170317073170732,,41,35
MES_CME_OPEN,MES_1000,MES,1000,E1,4,4.0,1762,274,267,39.142857142857146,38.142857142857146,-0.16322408759124088,-0.29903408239700374,0.13580999480576286,-0.13580999480576286,0.1747439024390244,,41,34
MES_CME_OPEN,MES_1000,MES,1000,E1,5,1.0,1780,277,268,39.57142857142857,38.285714285714285,-0.17224332129963899,-0.18905820895522388,0.016814887655584893,-0.016814887655584893,-0.0927390243902439,,41,35
MES_CME_OPEN,MES_1000,MES,1000,E1,5,1.5,1773,276,268,39.42857142857143,38.285714285714285,-0.1791,-0.2099981343283582,0.030898134328358196,-0.030898134328358196,-0.024258536585365836,,41,35
MES_CME_OPEN,MES_1000,MES,1000,E1,5,2.0,1772,276,268,39.42857142857143,38.285714285714285,-0.14849420289855075,-0.19769888059701493,0.04920467769846418,-0.04920467769846418,0.10280731707317077,,41,35
MES_CME_OPEN,MES_1000,MES,1000,E1,5,2.5,1770,276,267,39.42857142857143,38.142857142857146,-0.1547467391304348,-0.21085393258426968,0.056107193453834886,-0.056107193453834886,0.13885365853658538,,41,35
MES_CME_OPEN,MES_1000,MES,1000,E1,5,3.0,1768,276,266,39.42857142857143,38.0,-0.13136485507246376,-0.1912875939849624,0.059922738912498635,-0.059922738912498635,0.30155121951219516,,41,34
MES_CME_OPEN,MES_1000,MES,1000,E1,5,4.0,1753,272,265,38.857142857142854,37.857142857142854,-0.2195753676470588,-0.2525373584905661,0.03296199084350729,-0.03296199084350729,,,38,34
MES_CME_OPEN,MES_1000,MES,1000,E3,1,1.0,1659,258,257,36.857142857142854,36.714285714285715,-0.16898062015503873,-0.2166513618677043,0.04767074171266558,-0.04767074171266558,,,39,37
MES_CME_OPEN,MES_1000,MES,1000,E3,1,1.5,1658,258,257,36.857142857142854,36.714285714285715,-0.13925542635658913,-0.2427217898832685,0.10346636352667937,-0.10346636352667937,,,39,37
MES_CME_OPEN,MES_1000,MES,1000,E3,1,2.0,1657,258,257,36.857142857142854,36.714285714285715,-0.11309224806201551,-0.23066342412451363,0.11757117606249812,-0.11757117606249812,,,39,37
MES_CME_OPEN,MES_1000,MES,1000,E3,1,2.5,1657,258,257,36.857142857142854,36.714285714285715,-0.13958837209302324,-0.23844591439688717,0.09885754230386393,-0.09885754230386393,,,39,37
MES_CME_OPEN,MES_1000,MES,1000,E3,1,3.0,1657,258,257,36.857142857142854,36.714285714285715,-0.1457759689922481,-0.2956754863813229,0.1498995173890748,-0.1498995173890748,,,39,37
MES_CME_OPEN,MES_1000,MES,1000,E3,1,4.0,1655,258,256,36.857142857142854,36.57142857142857,-0.2142236434108527,-0.3495765625,0.13535291908914732,-0.13535291908914732,,,39,37
MES_0900,MES_1100,MES,1100,E0,1,1.0,1746,867,797,123.85714285714286,113.85714285714286,-0.07900911188004614,-0.06601706398996234,-0.012992047890083805,0.012992047890083805,-0.017963414634146344,-0.03743813559322033,123,118
MES_0900,MES_1100,MES,1100,E0,1,1.5,1746,867,797,123.85714285714286,113.85714285714286,-0.12055109573241064,-0.10657703889585944,-0.013974056836551202,0.013974056836551202,-0.01181138211382113,-0.12551610169491526,123,118
MES_0900,MES_1100,MES,1100,E0,1,2.0,1746,867,797,123.85714285714286,113.85714285714286,-0.10522260668973472,-0.094561104140527,-0.010661502549207724,0.010661502549207724,0.0720536585365854,-0.20555508474576273,123,118
MES_0900,MES_1100,MES,1100,E0,1,2.5,1746,867,797,123.85714285714286,113.85714285714286,-0.07391568627450984,-0.1656432873274781,0.09172760105296826,-0.09172760105296826,0.18183495934959348,-0.20022203389830517,123,118
MES_0900,MES_1100,MES,1100,E0,1,3.0,1744,866,796,123.71428571428571,113.71428571428571,-0.08385427251732101,-0.20051206030150753,0.11665778778418652,-0.11665778778418652,0.1996631147540984,-0.2643669491525424,122,118
MES_0900,MES_1100,MES,1100,E0,1,4.0,1743,866,795,123.71428571428571,113.57142857142857,-0.08991374133949193,-0.22023723270440249,0.13032349136491056,-0.13032349136491056,0.3352893442622951,-0.2977050847457627,122,118
MES_0900,MES_1100,MES,1100,E0,2,1.0,652,331,284,331.0,284.0,-0.03513383685800606,-0.03398380281690141,-0.0011500340411046486,0.0011500340411046486,0.10897647058823524,-0.03610370370370371,51,54
MES_0900,MES_1100,MES,1100,E0,2,1.5,652,331,284,331.0,284.0,-0.1021691842900302,-0.07367218309859155,-0.02849700119143865,0.02849700119143865,0.03853529411764708,-0.14923333333333336,51,54
MES_0900,MES_1100,MES,1100,E0,2,2.0,652,331,284,331.0,284.0,-0.050819033232628395,-0.02373802816901408,-0.027081005063614317,0.027081005063614317,0.24622941176470597,-0.07800555555555554,51,54
MES_0900,MES_1100,MES,1100,E0,2,2.5,651,331,283,331.0,283.0,-0.022323867069486424,-0.08701590106007068,0.06469203399058425,-0.06469203399058425,0.39265686274509803,-0.024864814814814826,51,54
MES_0900,MES_1100,MES,1100,E0,2,3.0,650,330,283,330.0,283.0,-0.049306969696969696,-0.08514063604240282,0.03583366634543313,-0.03583366634543313,0.416922,-0.1011425925925926,50,54
MES_0900,MES_1100,MES,1100,E0,2,4.0,649,330,282,330.0,282.0,-0.0701127272727273,-0.13566347517730498,0.06555074790457768,-0.06555074790457768,0.532442,-0.08977222222222221,50,54
MES_0900,MES_1100,MES,1100,E0,3,1.0,335,166,147,166.0,147.0,-0.04692771084337348,-0.11486326530612244,0.06793555446274896,-0.06793555446274896,,,25,29
MES_0900,MES_1100,MES,1100,E0,3,1.5,335,166,147,166.0,147.0,-0.13403313253012047,-0.1983503401360544,0.06431720760593393,-0.06431720760593393,,,25,29
MES_0900,MES_1100,MES,1100,E0,3,2.0,335,166,147,166.0,147.0,-0.10462771084337351,-0.2221748299319728,0.11754711908859929,-0.11754711908859929,,,25,29
MES_0900,MES_1100,MES,1100,E0,3,2.5,335,166,147,166.0,147.0,-0.09598795180722894,-0.30788571428571426,0.21189776247848532,-0.21189776247848532,,,25,29
MES_0900,MES_1100,MES,1100,E0,3,3.0,334,165,147,165.0,147.0,-0.1205018181818182,-0.31645034013605444,0.19594852195423623,-0.19594852195423623,,,24,29
MES_0900,MES_1100,MES,1100,E0,3,4.0,334,165,147,165.0,147.0,-0.005426060606060634,-0.437830612244898,0.43240455163883734,-0.43240455163883734,,,24,29
MES_0900,MES_1100,MES,1100,E1,1,1.0,1806,895,826,127.85714285714286,118.0,-0.23402189944134075,-0.23410786924939464,8.596980805389287e-05,-8.596980805389287e-05,-0.16388960000000002,-0.18096363636363635,125,121
MES_0900,MES_1100,MES,1100,E1,1,1.5,1806,895,826,127.85714285714286,118.0,-0.229768938547486,-0.2706318401937046,0.04086290164621861,-0.04086290164621861,-0.11605199999999996,-0.2669090909090908,125,121
MES_0900,MES_1100,MES,1100,E1,1,2.0,1805,895,825,127.85714285714286,117.85714285714286,-0.22598223463687153,-0.31427393939393933,0.0882917047570678,-0.0882917047570678,-0.024559199999999996,-0.3102833333333333,125,120
MES_0900,MES_1100,MES,1100,E1,1,2.5,1804,894,825,127.71428571428571,117.85714285714286,-0.2328003355704698,-0.3402437575757576,0.10744342200528778,-0.10744342200528778,0.022304032258064516,-0.37523083333333335,124,120
MES_0900,MES_1100,MES,1100,E1,1,3.0,1803,894,824,127.71428571428571,117.71428571428571,-0.23217841163310962,-0.3095006067961165,0.0773221951630069,-0.0773221951630069,0.11904596774193549,-0.34261749999999996,124,120
MES_0900,MES_1100,MES,1100,E1,1,4.0,1799,893,821,127.57142857142857,117.28571428571429,-0.17653437849944012,-0.3180077953714982,0.14147341687205808,-0.14147341687205808,0.09207983870967741,-0.34860499999999994,124,120
MES_0900,MES_1100,MES,1100,E1,2,1.0,1793,891,817,127.28571428571429,116.71428571428571,-0.2038246913580247,-0.2337647490820073,0.029940057723982616,-0.029940057723982616,-0.06036159999999999,-0.28978083333333327,125,120
MES_0900,MES_1100,MES,1100,E1,2,1.5,1792,891,816,127.28571428571429,116.57142857142857,-0.21144006734006734,-0.27542120098039213,0.06398113364032479,-0.06398113364032479,0.023166400000000004,-0.3102126050420168,125,119
MES_0900,MES_1100,MES,1100,E1,2,2.0,1790,891,814,127.28571428571429,116.28571428571429,-0.19666801346801346,-0.32954963144963145,0.132881617981618,-0.132881617981618,0.14696319999999996,-0.33911260504201685,125,119
MES_0900,MES_1100,MES,1100,E1,2,2.5,1787,889,813,127.0,116.14285714285714,-0.20382058492688415,-0.34223247232472326,0.1384118873978391,-0.1384118873978391,0.10306048387096776,-0.3734966386554622,124,119
