batch_id,batch_index,total_batches,item_count,ready_count,blocked_count,first_rank,last_rank,manifest_path,command_path
batch_001,1,12,25,25,0,104,128,batches/batch_001.csv,batches/batch_001_commands.ps1
batch_002,2,12,25,25,0,129,153,batches/batch_002.csv,batches/batch_002_commands.ps1
batch_003,3,12,25,25,0,154,178,batches/batch_003.csv,batches/batch_003_commands.ps1
batch_004,4,12,25,25,0,179,203,batches/batch_004.csv,batches/batch_004_commands.ps1
batch_005,5,12,25,25,0,204,228,batches/batch_005.csv,batches/batch_005_commands.ps1
batch_006,6,12,25,25,0,229,253,batches/batch_006.csv,batches/batch_006_commands.ps1
batch_007,7,12,25,25,0,254,278,batches/batch_007.csv,batches/batch_007_commands.ps1
batch_008,8,12,25,25,0,279,303,batches/batch_008.csv,batches/batch_008_commands.ps1
batch_009,9,12,25,25,0,304,328,batches/batch_009.csv,batches/batch_009_commands.ps1
batch_010,10,12,25,25,0,329,353,batches/batch_010.csv,batches/batch_010_commands.ps1
batch_011,11,12,25,25,0,354,378,batches/batch_011.csv,batches/batch_011_commands.ps1
batch_012,12,12,23,23,0,379,401,batches/batch_012.csv,batches/batch_012_commands.ps1
